Time,poor
2022-07-06,15.585554325103171
2022-07-07,16.064694543975417
2022-07-08,16.542872345400774
2022-07-09,15.786748038844511
2022-07-10,16.51063136092992
2022-07-11,16.986884327461492
2022-07-12,15.740552001393736
2022-07-13,16.46226988422364
2022-07-14,16.446149391988214
2022-07-15,15.449131652006352
2022-07-16,15.923940992367589
2022-07-17,16.397787915281935
2022-07-18,16.13716492419507
2022-07-19,15.877023141831648
2022-07-20,15.861383858319666
2022-07-21,16.089525260573957
2022-07-22,15.343025128486605
2022-07-23,15.327867053698071
2022-07-24,15.55576785159064
2022-07-25,16.511642245717905
2022-07-26,15.524970493290123
2022-07-27,15.26723475454393
2022-07-28,15.009980224521183
2022-07-29,15.47877445583935
2022-07-30,14.980145283667557
2022-07-31,15.930726381836923
2022-08-01,15.191444380601252
2022-08-02,15.417179739238318
2022-08-03,14.67982257289643
2022-08-04,14.905557931533496
2022-08-05,14.650468840766251
2022-08-06,13.91599892676504
2022-08-07,13.902043873785118
2022-08-08,14.845888049826245
2022-08-09,15.30938898518651
2022-08-10,14.338115911908988
2022-08-11,15.517319621056087
2022-08-12,14.786218168118996
2022-08-13,14.05656034135224
2022-08-14,14.994389408350296
2022-08-15,14.265934603392152
2022-08-16,14.964073258773226
2022-08-17,14.474346447985177
2022-08-18,15.407844636472223
2022-08-19,16.33941799006549
2022-08-20,13.720628185046142
2022-08-21,14.415638983724818
2022-08-22,15.109206156233157
2022-08-23,16.50885192805942
2022-08-24,17.670010310077313
2022-08-25,17.181245916736156
2022-08-26,16.458325012097635
2022-08-27,15.032212760481867
2022-08-28,16.19000268143564
2022-08-29,16.995374649578554
2022-08-30,16.977929207648508
2022-08-31,16.728148371667523
2022-09-01,17.407231154577133
2022-09-02,17.04073296949005
2022-09-03,13.433870568710168
2022-09-04,15.848707335555353
2022-09-05,15.601197609664416
2022-09-06,16.855811114138167
2022-09-07,17.069028215663025
2022-09-08,17.165771823853802
2022-09-09,16.687599554507955
2022-09-10,14.486573271566197
2022-09-11,15.734122759695172
2022-09-12,18.47448734548248
2022-09-13,19.4891152149666
2022-09-14,18.660323338479238
2022-09-15,19.669449166782602
2022-09-16,18.50945057920346
2022-09-17,14.951089138290442
2022-09-18,16.41688078255296
2022-09-19,20.49223421491796
2022-09-20,18.662673312955775
2022-09-21,18.865751534739243
2022-09-22,19.97821775523696
2022-09-23,18.602331687540875
2022-09-24,15.068123020511466
2022-09-25,15.843725064301605
2022-09-26,18.769660009887698
2022-09-27,17.947708118211864
2022-09-28,19.945700868833498
2022-09-29,18.80521822828235
2022-09-30,18.11437770249221
2022-10-01,14.297404139003609
2022-10-02,14.728532723553142
2022-10-03,18.725467636602126
2022-10-04,19.373584631135
2022-10-05,19.797829980093088
2022-10-06,19.776705567415885
2022-10-07,19.089662688848616
2022-10-08,15.521482830834872
2022-10-09,15.726366240295327
2022-10-10,19.24968639048894
2022-10-11,19.45006009387224
2022-10-12,17.883670633702994
2022-10-13,18.526091157401574
2022-10-14,18.06553080687481
2022-10-15,14.744957889578785
2022-10-16,15.608401823434997
2022-10-17,18.00714198082322
2022-10-18,18.645764857298932
2022-10-19,18.40646526988124
2022-10-20,19.262076556340286
2022-10-21,17.929290212754434
2022-10-22,13.978401772282723
2022-10-23,15.27226223183418
2022-10-24,18.306777030280962
2022-10-25,18.722240320036168
2022-10-26,20.00660666153046
2022-10-27,18.46418984945557
2022-10-28,18.010038028617398
2022-10-29,14.305569764106254
2022-10-30,14.939445581553375
2022-10-31,18.599766197098685
2022-11-01,18.795392841453392
2022-11-02,20.069553006036227
2022-11-03,18.75409342790471
2022-11-04,18.733443721130364
2022-11-05,14.411002286917858
2022-11-06,15.254508572854016
2022-11-07,18.456879720338286
2022-11-08,17.364579728927268
2022-11-09,16.91707379072912
2022-11-10,18.18173983725478
2022-11-11,15.597579212423303
2022-11-12,13.232543174138028
2022-11-13,15.776116444275111
2022-11-14,19.16580688281407
2022-11-15,17.44271666232451
2022-11-16,18.060689832025876
2022-11-17,19.313962936882938
2022-11-18,17.17232383826959
2022-11-19,13.97659857342534
2022-11-20,13.74940398653054
2022-11-21,16.69206319277421
2022-11-22,15.406984792425632
2022-11-23,14.546389093986567
2022-11-24,12.424212937390422
2022-11-25,11.568839003882804
2022-11-26,12.18610011472988
2022-11-27,14.4808796793921
2022-11-28,16.77043747912288
2022-11-29,16.96084235854615
2022-11-30,17.98739558241127
2022-12-01,19.0115752767621
2022-12-02,17.73788981808212
2022-12-03,13.96572815003662
2022-12-04,14.574444554632242
2022-12-05,17.67736481546767
2022-12-06,18.48811639410659
2022-12-07,18.259497689503217
2022-12-08,18.445867568752192
2022-12-09,19.04580191414493
2022-12-10,14.061191848888196
2022-12-11,14.45814160843192
2022-12-12,17.536139809367278
2022-12-13,17.309894634278194
2022-12-14,18.11328827142281
2022-12-15,17.475614806752823
2022-12-16,16.42864922906479
2022-12-17,12.307245744712837
2022-12-18,12.293004567627085
2022-12-19,14.529870012140574
2022-12-20,14.717426656146692
2022-12-21,13.27113778940064
2022-12-22,12.847841852248273
2022-12-23,11.407012103385092
2022-12-24,10.986801754601306
2022-12-25,9.754653062421445
2022-12-26,10.75818304999793
2022-12-27,11.96208674095771
2022-12-28,11.340553276984908
2022-12-29,12.136351619683792
2022-12-30,12.324145616641339
2022-12-31,10.897082338961056
2023-01-01,11.08582574772432
2023-01-02,11.896844838513056
2023-01-03,12.50678927996409
2023-01-04,14.126236427926935
2023-01-05,14.131904313958932
2023-01-06,14.339537517133655
2023-01-07,12.526869790477445
2023-01-08,12.936144431593068
2023-01-09,14.96340876426331
2023-01-10,16.790003296598137
2023-01-11,17.808574620761135
2023-01-12,16.398542011583068
2023-01-13,15.392440036690456
2023-01-14,12.764623759422202
2023-01-15,12.567030811504155
2023-01-16,12.97760096942709
2023-01-17,16.22847879582043
2023-01-18,17.046704198849845
2023-01-19,17.05350566208824
2023-01-20,16.044812653581
2023-01-21,13.613050898022106
2023-01-22,13.61847587465273
2023-01-23,17.080711515041816
2023-01-24,17.087512978280213
2023-01-25,16.68730695481578
2023-01-26,18.526208896820084
2023-01-27,17.71891441685237
2023-01-28,13.447279081683691
2023-01-29,15.490899314046258
2023-01-30,18.555681904186457
2023-01-31,16.52315453448651
2023-02-01,17.7541362800512
2023-02-02,18.57778665971124
2023-02-03,17.155527610664155
2023-02-04,14.097627453562808
2023-02-05,14.920792014420105
2023-02-06,18.198308905163824
2023-02-07,18.819184269676562
2023-02-08,19.645182773549855
2023-02-09,18.629364422602396
2023-02-10,18.431933414285265
2023-02-11,14.546496327101941
2023-02-12,15.16712878221331
2023-02-13,16.403373564807712
2023-02-14,17.435466845647046
2023-02-15,18.26316571532994
2023-02-16,19.091512343416486
2023-02-17,18.07221229104937
2023-02-18,14.38129129936672
2023-02-19,16.442239069027107
2023-02-20,16.243107694900377
2023-02-21,17.27795394895525
2023-02-22,18.107839003250483
2023-02-23,17.29155687543204
2023-02-24,18.94582103759143
2023-02-25,14.626980308756272
2023-02-26,15.25101349548684
2023-02-27,18.96816870251758
2023-02-28,16.913050758490105
2023-03-01,18.157716400332042
2023-03-02,17.132748461932934
2023-03-03,17.13946895537087
2023-03-04,14.254061108045875
2023-03-05,14.672971155415892
2023-03-06,17.77985804179377
2023-03-07,17.786821444633073
2023-03-08,18.82830722232543
2023-03-09,17.800748250311692
2023-03-10,17.393578824007953
2023-03-11,13.671727368550703
2023-03-12,14.505984792070619
2023-03-13,16.17012726988577
2023-03-14,17.21339438318818
2023-03-15,18.049999930921352
2023-03-16,17.226835370064055
2023-03-17,15.987756644453656
2023-03-18,13.916849589337051
2023-03-19,14.130069708743312
2023-03-20,19.956106807305027
2023-03-21,17.676352002006844
2023-03-22,17.891272487222704
2023-03-23,18.730711977971872
2023-03-24,17.696999301123398
2023-03-25,13.121700579437903
2023-03-26,15.83550678479157
2023-03-27,18.134532402598538
2023-03-28,17.933052904258552
2023-03-29,17.10559694397703
2023-03-30,17.738293899356506
2023-03-31,17.327642771633116
2023-04-01,13.992799262165788
2023-04-02,16.087511438616772
2023-04-03,19.437901149771854
2023-04-04,17.14543408580191
2023-04-05,17.77958849758961
2023-04-06,17.5772183314446
2023-04-07,15.909351242808423
2023-04-08,14.030774098580155
2023-04-09,14.245694583796014
2023-04-10,17.185271227626792
2023-04-11,17.820883095822722
2023-04-12,17.618027110874966
2023-04-13,18.464106125261615
2023-04-14,16.792028607001672
2023-04-15,14.278730262382501
2023-04-16,15.964734586321061
2023-04-17,18.7027507620114
2023-04-18,18.49973283746273
2023-04-19,19.768689419441788
2023-04-20,19.355528227904227
2023-04-21,17.258305987639073
2023-04-22,14.738368119382422
2023-04-23,15.586552348580957
2023-04-24,19.38532511447243
2023-04-25,17.706446132974094
2023-04-26,19.594447763855356
2023-04-27,19.18006563295827
2023-04-28,18.509897491266713
2023-04-29,15.533612453838899
2023-04-30,16.428815913450777
2023-05-01,18.74248004690333
2023-05-02,18.22126838552819
2023-05-03,19.480189001855653
2023-05-04,18.975548421342687
2023-05-05,18.49835797697976
2023-05-06,14.789865669462253
2023-05-07,14.477878907076091
2023-05-08,18.474994713005213
2023-05-09,18.755327330006878
2023-05-10,17.808468081550007
2023-05-11,18.496178969745852
2023-05-12,20.457414841293915
2023-05-13,14.723342053338047
2023-05-14,14.622794074748082
2023-05-15,18.887758260955557
2023-05-16,19.107449572045716
2023-05-17,17.643505963216164
2023-05-18,18.651935567542203
2023-05-19,17.550579799790274
2023-05-20,14.762659283812624
2023-05-21,14.661827910921058
2023-05-22,16.673873678014395
2023-05-23,16.680212761076497
2023-05-24,16.00226299540417
2023-05-25,16.967832660119292
2023-05-26,16.031260809852284
2023-05-27,14.150599702581088
2023-05-28,15.09970056407672
2023-05-29,15.105428112066946
2023-05-30,16.055602888810746
2023-05-31,17.006493609053322
2023-06-01,16.067773928289977
2023-06-02,16.073859448029594
2023-06-03,14.188186736266951
2023-06-04,15.139793400008307
2023-06-05,16.092116007248443
2023-06-06,18.939060619985952
2023-06-07,27.472019079711913
2023-06-08,25.587062311448047
2023-06-09,18.9605389249493
2023-06-10,16.12254360594652
2023-06-11,15.179886235939895
2023-06-12,16.134714645425753
2023-06-13,15.191341331920347
2023-06-14,16.146885684904987
2023-06-15,16.1529712046446
2023-06-16,15.20852397589103
2023-06-17,15.214251523881254
2023-06-18,15.219979071871482
2023-06-19,14.274099956120352
2023-06-20,15.231434167851935
2023-06-21,16.189484323082297
2023-06-22,15.242889263832389
2023-06-23,14.295578261083701
2023-06-24,13.347551314836236
2023-06-25,15.26007190780307
2023-06-26,15.265799455793296
2023-06-27,19.089408754729405
2023-06-28,21.006225008688904
2023-06-29,20.05891400594022
2023-06-30,17.199798353723477
2023-07-01,15.29443719574443
2023-07-02,15.300164743734657
2023-07-03,14.349274023492077
2023-07-04,14.354643599732915
2023-07-05,13.40267896424217
2023-07-06,14.36538275221459
2023-07-07,15.32880248368579
2023-07-08,14.376121904696266
2023-07-09,14.381491480937106
2023-07-10,15.345985127656471
2023-07-11,14.39223063341878
2023-07-12,14.397600209659618
2023-07-13,14.402969785900455
2023-07-14,14.408339362141293
2023-07-15,14.41370893838213
2023-07-16,15.380350415597832
2023-07-17,16.347707836312313
2023-07-18,15.391805511578285
2023-07-19,15.397533059568513
2023-07-20,15.403260607558739
2023-07-21,14.445926395827156
2023-07-22,14.451295972067994
2023-07-23,13.49288784508824
2023-07-24,14.462035124549669
2023-07-25,15.431898347509874
2023-07-26,14.472774277031343
2023-07-27,14.478143853272181
2023-07-28,13.517945867545484
2023-07-29,13.522957472036932
2023-07-30,15.460536087461007
2023-07-31,14.499622158235532
2023-08-01,13.537992285511278
2023-08-02,14.510361310717206
2023-08-03,14.515730886958044
2023-08-04,14.521100463198882
2023-08-05,13.55803870347707
2023-08-06,13.56305030796852
2023-08-07,14.537209191921395
2023-08-08,14.542578768162231
2023-08-09,14.54794834440307
2023-08-10,13.583096725934315
2023-08-11,14.558687496884744
2023-08-12,12.622182796708838
2023-08-13,13.598131539408659
2023-08-14,14.574796225607258
2023-08-15,14.580165801848095
2023-08-16,15.557904403294861
2023-08-17,15.563631951285089
2023-08-18,15.569359499275315
2023-08-19,14.601644106811445
2023-08-20,14.607013683052283
2023-08-21,14.612383259293122
2023-08-22,15.592269691236222
2023-08-23,16.5728720666781
2023-08-24,16.57895758641772
2023-08-25,15.609452335206903
2023-08-26,13.663282397797488
2023-08-27,14.644600716738147
2023-08-28,17.57996435157478
2023-08-29,17.586407843063785
2023-08-30,18.57023196425017
2023-08-31,18.577033427488562
2023-09-01,21.518124610315425
2023-09-02,22.50445453374753
2023-09-03,23.49150040067842
2023-09-04,23.500091722663754
2023-09-05,21.54962612426167
2023-09-06,22.537387934691335
2023-09-07,21.565376881234794
2023-09-08,19.6120475088376
2023-09-09,17.657286249442844
2023-09-10,18.645048059872504
2023-09-11,19.633525813800947
2023-09-12,25.53289082342535
2023-09-13,20.630236917965338
2023-09-14,20.637754324702513
2023-09-15,22.611488086814894
2023-09-16,15.735458390991893
2023-09-17,16.7250100601685
2023-09-18,22.636188137522748
2023-09-19,26.582581746499343
2023-09-20,22.652654837994646
2023-09-21,21.67563218004666
2023-09-22,19.712279598666566
2023-09-23,16.761523178606197
2023-09-24,18.740268545210025
2023-09-25,20.72044579881141
2023-09-26,22.702054939410353
2023-09-27,21.72288445096603
2023-09-28,20.74299801902293
2023-09-29,20.750515425760103
2023-09-30,17.79259957071195
2023-10-01,18.787878787878785
2023-10-02,21.756842128298686
2023-10-03,21.75929829168509
2023-10-04,21.7617544550715
2023-10-05,21.76421061845791
2023-10-06,19.78787889258574
2023-10-07,16.82159500313283
2023-10-08,16.823492947567782
2023-10-09,19.794577520003212
2023-10-10,20.78665091559949
2023-10-11,21.77894759877635
2023-10-12,20.791339954791724
2023-10-13,19.803509023226514
2023-10-14,15.844593519225871
2023-10-15,16.83677855861244
2023-10-16,20.800718033176185
2023-10-17,20.803062552772303
2023-10-18,20.80540707236842
2023-10-19,21.79859690586761
2023-10-20,23.782966984640744
2023-10-21,16.848166225222144
2023-10-22,17.84124441493104
2023-10-23,22.799713448477476
2023-10-24,20.819474189945115
2023-10-25,20.82181870954123
2023-10-26,22.80741687000757
2023-10-27,21.818246212958865
2023-10-28,15.869601728251107
2023-10-29,16.863349780701753
2023-10-30,20.833541307521813
2023-10-31,20.835885827117927
2023-11-01,21.830527029890902
2023-11-02,22.82539152024446
2023-11-03,20.842919385906278
2023-11-04,16.87473744731146
2023-11-05,17.869378650084435
2023-11-06,21.84280784682294
2023-11-07,20.85229746429074
2023-11-08,21.847720173595754
2023-11-09,20.856986503482972
2023-11-10,18.872728068500127
2023-11-11,16.888023058356115
2023-11-12,17.88344576766113
2023-11-13,22.85363739918814
2023-11-14,20.86870910146355
2023-11-15,21.864913317300605
2023-11-16,20.87339814065578
2023-11-17,21.869825644073416
2023-11-18,15.907114041788963
2023-11-19,17.897512885237827
2023-11-20,20.882776219040245
2023-11-21,17.90153206168831
2023-11-22,15.914259244367603
2023-11-23,12.931787005322462
2023-11-24,12.93323837459625
2023-11-25,15.919618146301582
2023-11-26,16.916492224880383
2023-11-27,24.879985543110784
2023-11-28,23.887465572353342
2023-11-29,26.876413151235372
2023-11-30,23.89282447428732
2023-12-01,24.89114992213991
2023-12-02,21.906668094869524
2023-12-03,23.90086282718829
2023-12-04,26.89148506292469
2023-12-05,27.890592017309313
2023-12-06,27.89371804343747
2023-12-07,31.882107508075
2023-12-08,40.85352764012303
2023-12-09,36.87194844669327
2023-12-10,31.892825311942957
2023-12-11,34.88668521759781
2023-12-12,36.8843409074156
2023-12-13,32.90052883818001
2023-12-14,29.912920984781472
2023-12-15,31.910688318389553
2023-12-16,30.91694026593891
2023-12-17,29.922968925907682
2023-12-18,27.931230356975323
2023-12-19,29.929667553325157
2023-12-20,32.92631855373728
2023-12-21,29.93636618074263
2023-12-22,34.231074715322734
2023-12-23,39.12560468266254
2023-12-24,34.23873347933671
2023-12-25,34.74172558526999
2023-12-26,34.745610789172126
2023-12-27,34.74949599307426
2023-12-28,34.254051007364666
2023-12-29,37.45395086301566
2023-12-30,38.65679790531643
2023-12-31,35.963831181396
2024-01-01,32.07133323574645
2024-01-02,29.876636085429983
2024-01-03,31.57883564610054
2024-01-04,32.082084532751495
2024-01-05,41.38151612319569
2024-01-06,37.48744400010303
2024-01-07,36.991742233675765
2024-01-08,97.989069169833
2024-01-09,54.40000569605832
2024-01-10,42.40473813628322
2024-01-11,34.80777405160629
2024-01-12,43.61460757299331
2024-01-13,44.61992192211813
2024-01-14,39.2218862874097
2024-01-15,36.52445381187762
2024-01-16,29.422979370426397
2024-01-17,31.628226858925384
2024-01-18,34.33446802951145
2024-01-19,37.04131207656508
2024-01-20,40.85011000512645
2024-01-21,40.854665071770334
2024-01-22,31.2452859881991
2024-01-23,52.88253261831048
2024-01-24,48.08038855494351
2024-01-25,38.468597965501985
2024-01-26,40.87744040498974
2024-01-27,52.90611178681999
2024-01-28,50.506915370813395
2024-01-29,38.48574645169072
2024-01-30,36.08440647491054
2024-01-31,36.08842565136103
2024-02-01,31.28011885076997
2024-02-02,36.09646400426199
2024-02-03,40.91388093814081
2024-02-04,38.511469180973826
2024-02-05,31.294051995798316
2024-02-06,31.297535282055403
2024-02-07,28.893247909211528
2024-02-08,28.896463250371916
2024-02-09,31.307985140826663
2024-02-10,31.311468427083746
2024-02-11,28.90610927385308
2024-02-12,26.500214230429012
2024-02-13,26.5031616264927
2024-02-14,26.50610902255639
2024-02-15,28.91897063849463
2024-02-16,28.922185979655016
2024-02-17,28.925401320815403
2024-02-18,31.339334717140442
2024-02-19,33.753804003658885
2024-02-20,28.935047344296567
2024-02-21,28.938262685456955
2024-02-22,26.5296881910659
2024-02-23,26.532635587129587
2024-02-24,28.94790870893812
2024-02-25,28.951124050098507
2024-02-26,28.95433939125889
2024-02-27,33.78381385448917
2024-02-28,36.200962591974594
2024-02-29,31.37765086596839
2024-03-01,28.967200755900443
2024-03-02,33.79881877990431
2024-03-03,36.21703929777652
2024-03-04,31.39158401099674
2024-03-05,26.565056943830164
2024-03-06,31.39855058351091
2024-03-07,38.648657070483694
2024-03-08,50.73198925204053
2024-03-09,72.48230871295887
2024-03-10,99.07014099000844
2024-03-11,100.0
2024-03-12,96.67523169554904
2024-03-13,70.0973133870773
2024-03-14,55.60058369938884
2024-03-15,50.77137718125528
2024-03-16,67.7026720377146
2024-03-17,62.873733464677734
2024-03-18,50.78825772234732
2024-03-19,38.70010252904989
2024-03-20,36.285365297434765
2024-03-21,33.87009217562623
2024-03-22,31.454283163624297
2024-03-23,33.877594638333804
2024-03-24,38.72153813678582
2024-03-25,31.464733022395556
2024-03-26,26.626952261167624
2024-03-27,31.471699594909733
2024-03-28,26.632847053295002
2024-03-29,24.214358590326082
2024-03-30,26.63874184542238
2024-03-31,31.48563273993808
2024-04-01,29.06687633187246
2024-04-02,26.647584033613445
2024-04-03,24.227755845161035
2024-04-04,24.23043529612802
2024-04-05,26.656426221804512
2024-04-06,24.235794198062003
2024-04-07,26.662321013931887
2024-04-08,24.24115309999598
2024-04-09,24.24383255096297
2024-04-10,24.246512001929958
2024-04-11,24.249191452896948
2024-04-12,24.25187090386394
2024-04-13,24.25455035483093
2024-04-14,24.25722980579792
2024-04-15,29.111891108117888
2024-04-16,24.2625887077319
2024-04-17,21.838741342828996
2024-04-18,24.267947609665878
2024-04-19,24.27062706063287
2024-04-20,21.845975860439868
2024-04-21,24.275985962566846
2024-04-22,26.706531954887218
2024-04-23,24.281344864500824
2024-04-24,21.85562188392103
2024-04-25,21.858033389791323
2024-04-26,21.86044489566161
2024-04-27,21.862856401531904
2024-04-28,21.865267907402195
2024-04-29,29.15690588436331
2024-04-30,26.73011112339673
2024-05-01,24.302780472236744
2024-05-02,21.87491393088336
2024-05-03,24.30813937417072
2024-05-04,19.44865506011017
2024-05-05,21.88214844849423
2024-05-06,24.31617772707169
2024-05-07,21.88697146023481
2024-05-08,21.889382966105103
2024-05-09,21.89179447197539
2024-05-10,21.894205977845683
2024-05-11,17.03070248733465
2024-05-12,19.465803546298904
2024-05-13,24.33493388384062
2024-05-14,24.33761333480761
2024-05-15,21.906263507197135
2024-05-16,19.47437778939327
2024-05-17,19.476521350166863
2024-05-18,17.043831797072897
2024-05-19,19.480808471714045
2024-05-20,19.48295203248764
2024-05-21,19.485095593261228
2024-05-22,19.48723915403482
2024-05-23,19.489382714808414
2024-05-24,19.491526275582004
2024-05-25,19.493669836355597
2024-05-26,19.495813397129186
2024-05-27,19.49795695790278
2024-05-28,19.50010051867637
2024-05-29,19.502244079449962
2024-05-30,19.504387640223555
2024-05-31,17.068214800872504
2024-06-01,17.070090416549398
2024-06-02,19.51081832254433
2024-06-03,19.51296188331792
2024-06-04,19.515105444091514
2024-06-05,17.07759287925697
2024-06-06,17.07946849493386
2024-06-07,17.081344110610754
2024-06-08,17.08321972628765
2024-06-09,17.08509534196454
2024-06-10,19.527966808733062
2024-06-11,19.530110369506655
2024-06-12,17.09072218899522
2024-06-13,17.09259780467211
2024-06-14,17.094473420349004
2024-06-15,17.096349036025895
2024-06-16,17.09822465170279
2024-06-17,17.10010026737968
2024-06-18,17.101975883056575
2024-06-19,17.103851498733466
2024-06-20,17.10572711441036
2024-06-21,17.107602730087255
2024-06-22,17.109478345764146
2024-06-23,17.111353961441036
2024-06-24,17.11322957711793
2024-06-25,17.11510519279482
2024-06-26,17.116980808471716
2024-06-27,17.11885642414861
2024-06-28,17.1207320398255
2024-06-29,17.122607655502396
2024-06-30,17.124483271179287
2024-07-01,17.12635888685618
2024-07-02,17.128234502533072
2024-07-03,17.130110118209966
2024-07-04,17.13198573388686
2024-07-05,17.13386134956375
2024-07-06,17.135736965240643
2024-07-07,17.137612580917537
2024-07-08,17.139488196594428
2024-07-09,17.141363812271322
2024-07-10,17.143239427948217
2024-07-11,17.145115043625108
2024-07-12,17.146990659302002
2024-07-13,17.148866274978893
2024-07-14,17.150741890655787
2024-07-15,14.70224357685658
2024-07-16,17.154493122009573
2024-07-17,17.156368737686467
2024-07-18,17.158244353363358
2024-07-19,14.708674259177355
2024-07-20,14.71028192975755
2024-07-21,17.163871200394034
2024-07-22,17.16574681607093
2024-07-23,17.167622431747823
2024-07-24,17.169498047424714
2024-07-25,17.17137366310161
2024-07-26,17.1732492787785
2024-07-27,17.175124894455394
2024-07-28,17.177000510132284
2024-07-29,17.17887612580918
2024-07-30,14.726358635559487
2024-07-31,14.727966306139681
2024-08-01,14.729573976719875
2024-08-02,14.731181647300069
2024-08-03,14.732789317880263
2024-08-04,17.190129819870535
2024-08-05,14.736004659040649
2024-08-06,14.737612329620843
2024-08-07,17.195756666901215
2024-08-08,14.740827670781233
2024-08-09,14.742435341361425
2024-08-10,14.744043011941619
2024-08-11,14.745650682521815
2024-08-12,14.747258353102007
2024-08-13,17.20701036096257
2024-08-14,17.208885976639465
2024-08-15,17.210761592316356
2024-08-16,17.212637207993247
2024-08-17,14.755296706002976
2024-08-18,16.573985885640056
2024-08-19,16.447297007784048
2024-08-20,16.57759714567467
2024-08-21,16.83644777996627
2024-08-22,17.09535440278554
2024-08-23,16.968665524929534
2024-08-24,14.45432234434158
2024-08-25,16.458046805096387
2024-08-26,18.590799664327633
2024-08-27,18.721429734613444
2024-08-28,18.980708281223652
2024-08-29,19.36867729555402
2024-08-30,18.727542482080672
2024-08-31,16.34013412895241
2024-09-01,16.98529411764706
2024-09-02,17.289954089265564
2024-09-03,18.963784550980797
2024-09-04,19.27500093406781
2024-09-05,19.717718088067954
2024-09-06,18.988578542690107
2024-09-07,16.74172106648426
2024-09-08,17.18035307180018
2024-09-09,19.80025893463454
2024-09-10,20.117123918371348
2024-09-11,20.170987360281888
2024-09-12,21.758758025954215
2024-09-13,20.27871424410297
2024-09-14,17.591106537337534
2024-09-15,17.904945485011954
