Time,poor
2024-09-16,21.167581324192007
2024-09-17,21.49201139808479
2024-09-18,26.396909320613855
2024-09-19,20.794796533165158
2024-09-20,20.5783959466997
2024-09-21,18.188787667664133
2024-09-22,17.6917336623418
2024-09-23,21.558040844109062
2024-09-24,21.340228107481156
2024-09-25,21.94389945006836
2024-09-26,21.17537100194507
2024-09-27,19.299762530181223
2024-09-28,17.414269007280232
2024-09-29,18.01299782429887
2024-09-30,23.05981683815402
2024-10-01,22.28281548905604
2024-10-02,23.177025301637258
2024-10-03,25.195260939808424
2024-10-04,21.610313251979257
2024-10-05,17.444288624162066
2024-10-06,18.33426198625594
2024-10-07,22.056188239842626
2024-10-08,21.54430665781458
2024-10-09,22.73470354103961
2024-10-10,23.076079416881775
2024-10-11,20.56290799863195
2024-10-12,17.750725209413424
2024-10-13,19.229542337388793
2024-10-14,21.003134385845524
2024-10-15,23.36203982477763
2024-10-16,22.84097926669367
2024-10-17,24.05608877776155
2024-10-18,22.371462189539084
2024-10-19,18.639650884815257
2024-10-20,18.684839690013614
2024-10-21,24.290505704728023
2024-10-22,23.76238439583182
2024-10-23,23.525507632010857
2024-10-24,23.87676855899016
2024-10-25,22.161074667193827
2024-10-26,18.06741130927233
2024-10-27,20.48562705502728
2024-10-28,24.99833454772562
2024-10-29,26.250866038098387
2024-10-30,25.415966532340008
2024-10-31,23.078243345844637
2024-11-01,23.132611127098915
2024-11-02,18.971164561379876
2024-11-03,19.921154305377822
2024-11-04,25.413506695485523
2024-11-05,20.92409968046759
2024-11-06,21.58072665414662
2024-11-07,26.20075755919106
2024-11-08,25.650747922776898
2024-11-09,20.200760037542658
2024-11-10,21.167695583489984
2024-11-11,24.906226027415237
2024-11-12,26.504369844117523
2024-11-13,25.94729945689112
2024-11-14,26.316212260901032
2024-11-15,25.13499435373192
2024-11-16,19.593922783019735
2024-11-17,20.573567680429104
2024-11-18,27.80598497856518
2024-11-19,27.868825660794148
2024-11-20,26.048632656976608
2024-11-21,27.05087195698515
2024-11-22,25.85059002262298
2024-11-23,19.273387548003484
2024-11-24,19.9497846239568
2024-11-25,24.754807200282013
2024-11-26,21.947202473161642
2024-11-27,19.44566986782222
2024-11-28,17.252327609507425
2024-11-29,18.251036534109847
2024-11-30,18.933082210712953
2024-12-01,20.9043752819125
2024-12-02,25.070043563427507
2024-12-03,26.018484357350786
2024-12-04,30.175964375475605
2024-12-05,28.232682628417987
2024-12-06,25.650478424571837
2024-12-07,22.11008549419505
2024-12-08,21.776392284194028
2024-12-09,28.16405718286213
2024-12-10,28.78660311287029
2024-12-11,27.810088273037795
2024-12-12,30.34881669745509
2024-12-13,26.49910038859569
2024-12-14,20.101492598668077
2024-12-15,21.045839260896262
2024-12-16,26.769237077996685
2024-12-17,26.115887680949253
2024-12-18,25.145026642029034
2024-12-19,25.76581794416786
2024-12-20,23.52471537910433
2024-12-21,18.10927622992148
2024-12-22,17.780651944876293
2024-12-23,18.087050943576685
2024-12-24,17.1245731266988
2024-12-25,16.48019182765015
2024-12-26,17.736981206795292
2024-12-27,18.675674068111203
2024-12-28,18.0314877277147
2024-12-29,18.0203750845423
2024-12-30,18.325214414025517
2024-12-31,18.629663826204435
2025-01-01,17.04035098897116
2025-01-02,19.868127092047736
2025-01-03,18.910328282821386
2025-01-04,19.5285851224823
2025-01-05,19.831279906791895
2025-01-06,21.706521084250102
2025-01-07,25.46577657851314
2025-01-08,24.821590238116638
2025-01-09,25.434193276865276
2025-01-10,25.41840162604134
2025-01-11,20.071198005110055
2025-01-12,20.68555567172802
2025-01-13,26.310694328146198
2025-01-14,25.981290208492418
2025-01-15,26.90360654302796
2025-01-16,25.948927072235964
2025-01-17,26.557630937941656
2025-01-18,20.29610428721287
2025-01-19,20.90753757404863
2025-01-20,21.83004886723631
2025-01-21,26.491344996211566
2025-01-22,28.966516900028846
2025-01-23,28.32583981537099
2025-01-24,26.130552533562074
2025-01-25,20.829164195885404
2025-01-26,22.680230500477347
2025-01-27,25.77092982282546
2025-01-28,27.306239113413938
2025-01-29,26.048669899660204
2025-01-30,27.27192639063601
2025-01-31,26.015916846099454
2025-02-01,21.047246925163062
2025-02-02,22.580606629230065
2025-02-03,25.657658845927873
2025-02-04,28.730811889582736
2025-02-05,26.860249719776064
2025-02-06,28.077462492535307
2025-02-07,25.2845839881931
2025-02-08,21.8789074864501
2025-02-09,23.404858761735507
2025-02-10,24.928860450499432
2025-02-11,26.75848130335517
2025-02-12,26.74151990061835
2025-02-13,26.110200831263565
2025-02-14,25.172677721860538
2025-02-15,20.55485737231413
2025-02-16,22.074764929382965
2025-02-17,23.899121898630725
2025-02-18,26.027343404100954
2025-02-19,26.010771918668432
2025-02-20,27.217456924211724
2025-02-21,26.283248111895197
2025-02-22,20.768845969896695
2025-02-23,23.50265200263827
2025-02-24,28.36818879658873
2025-02-25,27.43553965348938
2025-02-26,29.245859599782527
2025-02-27,28.31379533263963
2025-02-28,28.90417308504347
2025-03-01,20.9801051463492
2025-03-02,22.78984021668591
2025-03-03,28.241270714040827
2025-03-04,27.919664940472938
2025-03-05,27.90172874447538
2025-03-06,28.186877250091726
2025-03-07,25.139848665824598
2025-03-08,20.58324533305245
2025-03-09,21.779987447336225
2025-03-10,26.300523429461123
2025-03-11,25.07512239331169
2025-03-12,27.47426042279151
2025-03-13,25.646199239152953
2025-03-14,24.122002591736877
2025-03-15,20.189114940885766
2025-03-16,21.98286340174639
2025-03-17,25.278973140982597
2025-03-18,24.059615823049736
2025-03-19,28.552272717917564
2025-03-20,24.929488280157646
2025-03-21,25.81378767752446
2025-03-22,20.397644696208204
2025-03-23,22.183009935026494
2025-03-24,24.5651865617695
2025-03-25,25.1479609267396
2025-03-26,25.72995545710111
2025-03-27,24.81621730326005
2025-03-28,24.50124012386518
2025-03-29,19.70764307255708
2025-03-30,20.888398577364768
2025-03-31,24.45328029543694
2025-04-01,23.543246355986682
2025-04-02,26.20823198452025
2025-04-03,23.81006874830117
2025-04-04,26.471350162443944
2025-04-05,19.617572175265018
2025-04-06,20.495827854415264
2025-04-07,26.41929620232061
2025-04-08,26.401944882279498
2025-04-09,25.198769132474858
2025-04-10,24.29341420067614
2025-04-11,25.461692351746404
2025-04-12,19.8233725094574
2025-04-13,19.514634006931235
2025-04-14,25.115911705312254
2025-04-15,24.503299242980628
2025-04-16,24.787677337571356
2025-04-17,25.672373260918963
2025-04-18,21.00566657168361
2025-04-19,18.592087589152968
2025-04-20,19.626221031933408
2025-04-21,25.90404753321254
2025-04-22,25.587512092053732
2025-04-23,24.37387558071809
2025-04-24,25.553567624507636
2025-04-25,24.64028859654799
2025-04-26,20.297356091018763
2025-04-27,21.17897238973152
2025-04-28,26.38019836262403
2025-04-29,29.34237697591135
2025-04-30,25.153958135461604
2025-05-01,25.137184470686115
2025-05-02,25.71516870273589
2025-05-03,19.311321382354066
2025-05-04,20.18936343911079
2025-05-05,26.25722277726399
2025-05-06,27.129408853765483
2025-05-07,23.258225861484117
2025-05-08,26.204518954966833
2025-05-09,26.186951014201117
2025-05-10,18.33362657158678
2025-05-11,18.912502558952855
2025-05-12,24.06649438284456
2025-05-13,24.050316425061748
2025-05-14,24.32913458772087
2025-05-15,23.11212803323973
2025-05-16,24.296381534160123
2025-05-17,17.0859294496376
2025-05-18,17.973058133777315
2025-05-19,23.049856795605713
2025-05-20,21.837702545355796
2025-05-21,22.12188788418655
2025-05-22,22.70441111585578
2025-05-23,20.897805052701543
2025-05-24,18.198611463147465
2025-05-25,18.782549950217472
2025-05-26,17.87601204915287
2025-05-27,20.54346348186104
2025-05-28,20.827042282662887
2025-05-29,20.218235736407863
2025-05-30,21.095861991428098
2025-05-31,18.112280883700304
2025-06-01,18.396668401874024
2025-06-02,20.18502865758034
2025-06-03,21.67785044153572
2025-06-04,21.38940388784761
2025-06-05,21.397914189522997
2025-06-06,20.217178686131803
2025-06-07,19.03549759366557
2025-06-08,19.04306230626592
2025-06-09,20.836623301884977
2025-06-10,20.844897206291602
2025-06-11,19.959463777382588
2025-06-12,20.56342437203193
2025-06-13,17.888330502438414
2025-06-14,18.19367946084292
2025-06-15,18.49926481651619
2025-06-16,18.80508656945822
2025-06-17,17.916698174689703
2025-06-18,17.923790092752526
2025-06-19,17.333185943788166
2025-06-20,17.6390076967302
2025-06-21,18.543234708505693
2025-06-22,17.353752506170355
2025-06-23,20.353816307475523
2025-06-24,18.26578062781495
2025-06-25,18.8721051951519
2025-06-26,19.179227133072114
2025-06-27,18.587204600495195
2025-06-28,17.394885630934724
2025-06-29,18.601861231158363
2025-06-30,18.30904132799817
2025-07-01,18.616517861821528
2025-07-02,19.825384640195246
2025-07-03,20.133688564459263
2025-07-04,21.043470912050637
2025-07-05,19.24730954647521
2025-07-06,19.856589079671664
2025-07-07,18.96146336274346
2025-07-08,21.076566529677145
2025-07-09,20.181204415480178
2025-07-10,19.887793519148083
2025-07-11,19.89559462901719
2025-07-12,19.903395738886296
2025-07-13,21.117936051710277
2025-07-14,19.617194959251407
2025-07-15,18.115271880448738
2025-07-16,19.330521385078995
2025-07-17,20.5467164787843
2025-07-18,17.531996046815962
2025-07-19,21.16757947815003
2025-07-20,22.688414338453562
2025-07-21,21.18412728696329
2025-07-22,20.28415542602549
2025-07-23,18.777740799116362
2025-07-24,18.785069114447946
2025-07-25,18.489294245428248
2025-07-26,20.61905404302509
2025-07-27,20.020412386922867
2025-07-28,19.421297936283125
2025-07-29,20.33959058554988
2025-07-30,21.56228660414611
2025-07-31,22.178303459502242
2025-08-01,21.275140235436176
2025-08-02,19.15507272585852
2025-08-03,18.250018323642372
2025-08-04,18.865680583095365
2025-08-05,19.786219006415347
2025-08-06,20.098423485613917
2025-08-07,18.27838599589366
2025-08-08,19.809267740119523
2025-08-09,19.20719832362027
2025-08-10,18.909650475084863
2025-08-11,18.91697879041645
2025-08-12,19.22953786551816
2025-08-13,19.236984379484124
2025-08-14,18.938963736411196
2025-08-15,19.55746276308932
2025-08-16,18.036509704151413
2025-08-17,18.655126929463915
2025-08-18,19.886096852466768
2025-08-19,19.281663463279905
2025-08-20,19.90146267493622
2025-08-21,20.52173468113005
2025-08-22,20.836066735747462
2025-08-23,17.77879479540219
2025-08-24,18.398948602961646
2025-08-25,21.473713941195214
2025-08-26,21.78887338625329
2025-08-27,22.7182767071518
2025-08-28,24.876876971537456
2025-08-29,21.814049695376312
2025-08-30,18.44150011133858
2025-08-31,18.448592029401404
2025-09-01,19.070873412379697
2025-09-02,22.463043969724573
2025-09-03,23.395165859213837
2025-09-04,24.020047612148502
2025-09-05,24.029267105630172
2025-09-06,18.79932926340798
2025-09-07,18.498235455841165
2025-09-08,24.365347708973577
2025-09-09,24.683225722622407
2025-09-10,22.53207197220271
2025-09-11,22.231923753710944
2025-09-12,25.02048831230962
2025-09-13,18.849800080288396
2025-09-14,19.475272826394963
2025-09-15,25.667709607142182
2025-09-16,24.440049245901978
2025-09-17,25.68733058044932
2025-09-18,25.387536957860686
2025-09-19,24.777784630126714
2025-09-20,20.75931393623461
2025-09-21,20.457274539592746
2025-09-22,24.806152302378003
2025-09-23,26.366583705198963
2025-09-24,25.13537738492735
2025-09-25,25.765814473677892
2025-09-26,26.086174658648705
2025-09-27,20.19341330185575
2025-09-28,21.444240595434504
2025-09-29,26.426865008732953
2025-09-30,25.503844414090977
2025-10-01,25.82467739359932
2025-10-02,25.834487880252894
2025-10-03,24.287412923116918
2025-10-04,17.443736093968216
2025-10-05,19.631649619680204
2025-10-06,25.250266457545077
2025-10-07,25.88354031352075
2025-10-08,27.453191209823377
2025-10-09,29.648196653598188
2025-10-10,25.28856281508432
2025-10-11,19.67632870347599
2025-10-12,19.37133434097462
2025-10-13,25.004726008137037
2025-10-14,25.326859172623557
2025-10-15,25.649228734378845
2025-10-16,25.97183469340289
2025-10-17,25.042549571138757
2025-10-18,20.981054574332195
2025-10-19,20.988973882835683
2025-10-20,25.07091724339005
2025-10-21,28.21541977590804
2025-10-22,26.971566201757724
2025-10-23,29.177918714433055
2025-10-24,27.61961488703095
2025-10-25,19.78057989899948
2025-10-26,23.243078643800683
2025-10-27,27.022391614541284
2025-10-28,28.604216970185096
2025-10-29,28.92942329916551
2025-10-30,28.311160669756145
2025-10-31,28.951171847891494
2025-11-01,22.35114429000075
2025-11-02,23.93415163198836
2025-11-03,28.98379467098048
2025-11-04,28.364350055227312
2025-11-05,30.26665379447632
2025-11-06,29.331813336396312
2025-11-07,29.027291768432463
2025-11-08,23.041153490479
2025-11-09,25.26003505839865
2025-11-10,27.796440044063996
2025-11-11,30.966709878876905
2025-11-12,29.713873208513682
2025-11-13,29.40876064737793
2025-11-14,28.15438739476777
2025-11-15,21.835714472502314
2025-11-16,23.743337150298437
2025-11-17,29.136034512062405
2025-11-18,31.68142259394066
2025-11-19,27.890053362493255
2025-11-20,30.436859827984062
2025-11-21,28.22802514398674
2025-11-22,20.62365633100033
2025-11-23,21.900960118680285
2025-11-24,25.401873419655107
2025-11-25,24.458404461265328
2025-11-26,21.60766742098257
2025-11-27,19.390558832578627
2025-11-28,19.39776894927583
2025-11-29,20.041207887808213
2025-11-30,22.594515278189945
2025-12-01,26.741467887653524
2025-12-02,29.299148627507332
2025-12-03,29.310022901870326
2025-12-04,29.9583079844123
2025-12-05,30.6070658614918
2025-12-06,25.196402307302016
2025-12-07,24.248559999440165
2025-12-08,28.72603787643127
2025-12-09,30.01386134257108
2025-12-10,29.705557418307066
2025-12-11,29.460923655680315
2025-12-12,28.608763888225937
2025-12-13,21.80825888068607
2025-12-14,22.680015981720715
2025-12-15,27.072472835125456
2025-12-16,29.003215165806374
2025-12-17,28.309391592141075
2025-12-18,30.75457775719852
2025-12-19,26.56765800087094
2025-12-20,19.588451174838255
2025-12-21,19.94845937036025
2025-12-22,20.661643880337056
2025-12-23,19.44964139544882
2025-12-24,20.32369154999044
2025-12-25,18.757354404030462
2025-12-26,19.117693555728724
2025-12-27,19.99257110071101
2025-12-28,20.514390529872863
2025-12-29,20.361101417771827
2025-12-30,20.88342910106152
2025-12-31,20.02197892094485
2026-01-01,19.868323393077237
2026-01-02,20.74537579293212
2026-01-03,22.33201946427864
2026-01-04,21.276391075848768
2026-01-05,21.99366525857513
2026-01-06,24.292228714510596
2026-01-07,27.302463737902794
2026-01-08,30.992866204109355
2026-01-09,29.45400260935938
2026-01-10,24.037059264980556
2026-01-11,22.10667153020277
2026-01-12,28.710385393733066
2026-01-13,28.720881432466047
2026-01-14,26.790068182604497
2026-01-15,30.295488294252646
2026-01-16,27.975278479782137
2026-01-17,23.709929740963176
2026-01-18,22.55209424750803
2026-01-19,23.33826297151128
2026-01-20,27.627015039937554
2026-01-21,29.583359194825263
2026-01-22,31.151725168716588
2026-01-23,29.604918625736246
2026-01-24,26.88793665187145
2026-01-25,27.677367658183595
2026-01-26,27.687438181832807
2026-01-27,28.087614461897253
2026-01-28,28.488074418684214
2026-01-29,29.66959691846919
2026-01-30,30.070907905423695
2026-01-31,26.56577147049805
2026-02-01,28.920306168392617
2026-02-02,32.43679595718194
2026-02-03,32.82674580489296
2026-02-04,33.60745971256017
2026-02-05,33.99735867200586
2026-02-06,39.0764059956198
2026-02-07,26.962017878916193
2026-02-08,27.74280303015486
2026-02-09,29.695748051772277
2026-02-10,31.64859129685905
2026-02-11,31.6477669069608
2026-02-12,30.084130540911318
2026-02-13,30.08334686162533
2026-02-14,25.785054156290865
2026-02-15,27.737744736581664
2026-02-16,32.424969524320666
2026-02-17,30.47086425025386
2026-02-18,32.03263810579249
2026-02-19,33.20369878964025
2026-02-20,30.468482679436704
2026-02-21,28.51463184669652
2026-02-22,28.513888878022794
2026-02-23,32.41905630789003
2026-02-24,32.02763070048462
2026-02-25,32.41736681748128
2026-02-26,33.97876409985651
2026-02-27,35.54007996100722
2026-02-28,23.43240909532637
2026-03-01,23.041268462206776
2026-03-02,
2026-03-03,
2026-03-04,
2026-03-05,
2026-03-06,
2026-03-07,
2026-03-08,
2026-03-09,
2026-03-10,
2026-03-11,
2026-03-12,
2026-03-13,
2026-03-14,
2026-03-15,
2026-03-16,
2026-03-17,
2026-03-18,
2026-03-19,
2026-03-20,
2026-03-21,
2026-03-22,
2026-03-23,
2026-03-24,
2026-03-25,
2026-03-26,
2026-03-27,
2026-03-28,
2026-03-29,
2026-03-30,
2026-03-31,
2026-04-01,
2026-04-02,
2026-04-03,
2026-04-04,
2026-04-05,
2026-04-06,
2026-04-07,
2026-04-08,
2026-04-09,
2026-04-10,
2026-04-11,
2026-04-12,
2026-04-13,
2026-04-14,
2026-04-15,
2026-04-16,
2026-04-17,
2026-04-18,
2026-04-19,
2026-04-20,
2026-04-21,
2026-04-22,
2026-04-23,
2026-04-24,
2026-04-25,
2026-04-26,
2026-04-27,
2026-04-28,
2026-04-29,
2026-04-30,
2026-05-01,
2026-05-02,
2026-05-03,
2026-05-04,
2026-05-05,
2026-05-06,
2026-05-07,
2026-05-08,
2026-05-09,
2026-05-10,
2026-05-11,
2026-05-12,
2026-05-13,
2026-05-14,
2026-05-15,
2026-05-16,
2026-05-17,
2026-05-18,
2026-05-19,
2026-05-20,
2026-05-21,
2026-05-22,
2026-05-23,
2026-05-24,
2026-05-25,
2026-05-26,
2026-05-27,
2026-05-28,
2026-05-29,
2026-05-30,
2026-05-31,
