Time,monthly_gt
2021-12-26,19
2022-01-02,21
2022-01-09,20
2022-01-16,19
2022-01-23,21
2022-01-30,21
2022-02-06,23
2022-02-13,21
2022-02-20,22
2022-02-27,22
2022-03-06,21
2022-03-13,21
2022-03-20,22
2022-03-27,22
2022-04-03,23
2022-04-10,23
2022-04-17,24
2022-04-24,23
2022-05-01,24
2022-05-08,24
2022-05-15,22
2022-05-22,22
2022-05-29,20
2022-06-05,21
2022-06-12,22
2022-06-19,21
2022-06-26,22
2022-07-03,22
2022-07-10,23
2022-07-17,23
2022-07-24,23
2022-07-31,23
2022-08-07,24
2022-08-14,23
2022-08-21,22
2022-08-28,23
2022-09-04,22
2022-09-11,22
2022-09-18,22
2022-09-25,22
2022-10-02,22
2022-10-09,22
2022-10-16,22
2022-10-23,23
2022-10-30,23
2022-11-06,21
2022-11-13,22
2022-11-20,20
2022-11-27,21
2022-12-04,23
2022-12-11,22
2022-12-18,22
2022-12-25,21
2023-01-01,21
2023-01-08,23
2023-01-15,23
2023-01-22,22
2023-01-29,24
2023-02-05,24
2023-02-12,24
2023-02-19,22
2023-02-26,23
2023-03-05,24
2023-03-12,23
2023-03-19,24
2023-03-26,23
2023-04-02,22
2023-04-09,22
2023-04-16,23
2023-04-23,26
2023-04-30,23
2023-05-07,22
2023-05-14,23
2023-05-21,22
2023-05-28,22
2023-06-04,21
2023-06-11,22
2023-06-18,23
2023-06-25,22
2023-07-02,23
2023-07-09,23
2023-07-16,24
2023-07-23,23
2023-07-30,22
2023-08-06,24
2023-08-13,23
2023-08-20,23
2023-08-27,24
2023-09-03,30
2023-09-10,30
2023-09-17,29
2023-09-24,28
2023-10-01,26
2023-10-08,25
2023-10-15,26
2023-10-22,23
2023-10-29,25
2023-11-05,24
2023-11-12,25
2023-11-19,23
2023-11-26,23
2023-12-03,24
2023-12-10,24
2023-12-17,25
2023-12-24,25
2023-12-31,28
2024-01-07,24
2024-01-14,28
2024-01-21,25
2024-01-28,24
2024-02-04,26
2024-02-11,24
2024-02-18,24
2024-02-25,25
2024-03-03,25
2024-03-10,25
2024-03-17,24
2024-03-24,24
2024-03-31,23
2024-04-07,24
2024-04-14,27
2024-04-21,26
2024-04-28,25
2024-05-05,24
2024-05-12,26
2024-05-19,27
2024-05-26,26
2024-06-02,23
2024-06-09,25
2024-06-16,23
2024-06-23,23
2024-06-30,22
2024-07-07,23
2024-07-14,22
2024-07-21,22
2024-07-28,22
2024-08-04,23
2024-08-11,25
2024-08-18,25
2024-08-25,24
2024-09-01,24
2024-09-08,23
2024-09-15,28
2024-09-22,27
2024-09-29,24
2024-10-06,24
2024-10-13,24
2024-10-20,25
2024-10-27,26
2024-11-03,24
2024-11-10,24
2024-11-17,24
2024-11-24,24
2024-12-01,24
2024-12-08,25
2024-12-15,24
2024-12-22,24
2024-12-29,25
2025-01-05,25
2025-01-12,26
2025-01-19,24
2025-01-26,25
2025-02-02,26
2025-02-09,27
2025-02-16,27
2025-02-23,27
2025-03-02,26
2025-03-09,26
2025-03-16,27
2025-03-23,26
2025-03-30,25
2025-04-06,25
2025-04-13,27
2025-04-20,27
2025-04-27,28
2025-05-04,27
2025-05-11,27
2025-05-18,26
2025-05-25,27
2025-06-01,27
2025-06-08,30
2025-06-15,31
2025-06-22,35
2025-06-29,37
2025-07-06,44
2025-07-13,52
2025-07-20,58
2025-07-27,72
2025-08-03,69
2025-08-10,67
2025-08-17,76
2025-08-24,78
2025-08-31,79
2025-09-07,84
2025-09-14,97
2025-09-21,96
2025-09-28,92
2025-10-05,96
2025-10-12,100
2025-10-19,98
2025-10-26,97
2025-11-02,91
2025-11-09,90
2025-11-16,96
2025-11-23,87
2025-11-30,86
2025-12-07,85
2025-12-14,87
2025-12-21,85
2025-12-28,81
2026-01-04,65
2026-01-11,59
2026-01-18,70
2026-01-25,74
2026-02-01,61
2026-02-08,55
2026-02-15,53
2026-02-22,53
2026-03-01,48
2026-03-08,48
2026-03-15,50
2026-03-22,48
2026-03-29,49
2026-04-05,46
2026-04-12,45
2026-04-19,44
2026-04-26,45
2026-05-03,44
2026-05-10,41
2026-05-17,40
2026-05-24,40
2026-05-31,40
