Time,la_liga
2022-10-18,16.92086330935252
2022-10-19,27.39568345323741
2022-10-20,33.03597122302158
2022-10-21,18.532374100719423
2022-10-22,46.73381294964029
2022-10-23,56.402877697841724
2022-10-24,18.532374100719423
2022-10-25,7.251798561151079
2022-10-26,6.446043165467626
2022-10-27,7.251798561151079
2022-10-28,12.892086330935252
2022-10-29,51.568345323741006
2022-10-30,57.20863309352518
2022-10-31,18.532374100719423
2022-11-01,8.057553956834532
2022-11-02,5.640287769784172
2022-11-03,6.446043165467626
2022-11-04,10.474820143884893
2022-11-05,44.31654676258993
2022-11-06,38.67625899280576
2022-11-07,32.23021582733813
2022-11-08,35.45323741007194
2022-11-09,24.172661870503596
2022-11-10,25.784172661870503
2022-11-11,12.086330935251798
2022-11-12,16.92086330935252
2022-11-13,12.892086330935252
2022-11-14,4.83453237410072
2022-11-15,3.223021582733813
2022-11-16,2.41726618705036
2022-11-17,2.41726618705036
2022-11-18,2.41726618705036
2022-11-19,3.223021582733813
2022-11-20,3.223021582733813
2022-11-21,2.41726618705036
2022-11-22,2.41726618705036
2022-11-23,2.41726618705036
2022-11-24,3.223021582733813
2022-11-25,2.41726618705036
2022-11-26,3.223021582733813
2022-11-27,4.028776978417266
2022-11-28,2.41726618705036
2022-11-29,2.41726618705036
2022-11-30,2.41726618705036
2022-12-01,3.223021582733813
2022-12-02,2.41726618705036
2022-12-03,3.223021582733813
2022-12-04,3.223021582733813
2022-12-05,2.41726618705036
2022-12-06,2.41726618705036
2022-12-07,2.41726618705036
2022-12-08,2.41726618705036
2022-12-09,2.41726618705036
2022-12-10,3.223021582733813
2022-12-11,3.223021582733813
2022-12-12,2.41726618705036
2022-12-13,2.41726618705036
2022-12-14,2.41726618705036
2022-12-15,2.41726618705036
2022-12-16,2.41726618705036
2022-12-17,3.223021582733813
2022-12-18,4.83453237410072
2022-12-19,4.83453237410072
2022-12-20,4.83453237410072
2022-12-21,4.83453237410072
2022-12-22,4.83453237410072
2022-12-23,4.83453237410072
2022-12-24,5.640287769784172
2022-12-25,5.640287769784172
2022-12-26,9.66906474820144
2022-12-27,8.057553956834532
2022-12-28,8.863309352517986
2022-12-29,19.33812949640288
2022-12-30,30.61870503597122
2022-12-31,40.28776978417266
2023-01-01,16.115107913669064
2023-01-02,10.474820143884893
2023-01-03,9.66906474820144
2023-01-04,10.474820143884893
2023-01-05,8.863309352517986
2023-01-06,12.892086330935252
2023-01-07,42.70503597122302
2023-01-08,49.9568345323741
2023-01-09,18.532374100719423
2023-01-10,8.863309352517986
2023-01-11,9.66906474820144
2023-01-12,9.66906474820144
2023-01-13,10.474820143884893
2023-01-14,24.172661870503596
2023-01-15,26.589928057553955
2023-01-16,13.697841726618705
2023-01-17,9.66906474820144
2023-01-18,7.251798561151079
2023-01-19,9.66906474820144
2023-01-20,11.280575539568344
2023-01-21,33.03597122302158
2023-01-22,58.82014388489208
2023-01-23,16.115107913669064
2023-01-24,9.66906474820144
2023-01-25,9.66906474820144
2023-01-26,11.280575539568344
2023-01-27,12.086330935251798
2023-01-28,40.28776978417266
2023-01-29,48.34532374100719
2023-01-30,18.532374100719423
2023-01-31,11.280575539568344
2023-02-01,22.56115107913669
2023-02-02,25.784172661870503
2023-02-03,16.115107913669064
2023-02-04,37.064748201438846
2023-02-05,74.93525179856115
2023-02-06,20.14388489208633
2023-02-07,9.66906474820144
2023-02-08,8.863309352517986
2023-02-09,8.863309352517986
2023-02-10,12.086330935251798
2023-02-11,31.424460431654676
2023-02-12,46.73381294964029
2023-02-13,15.30935251798561
2023-02-14,8.863309352517986
2023-02-15,20.14388489208633
2023-02-16,15.30935251798561
2023-02-17,13.697841726618705
2023-02-18,45.12230215827338
2023-02-19,53.985611510791365
2023-02-20,20.14388489208633
2023-02-21,9.66906474820144
2023-02-22,7.251798561151079
2023-02-23,8.863309352517986
2023-02-24,14.503597122302159
2023-02-25,54.79136690647482
2023-02-26,62.84892086330935
2023-02-27,19.33812949640288
2023-02-28,10.474820143884893
2023-03-01,8.863309352517986
2023-03-02,12.086330935251798
2023-03-03,12.086330935251798
2023-03-04,37.064748201438846
2023-03-05,73.32374100719424
2023-03-06,19.33812949640288
2023-03-07,8.057553956834532
2023-03-08,6.446043165467626
2023-03-09,8.057553956834532
2023-03-10,12.892086330935252
2023-03-11,41.093525179856115
2023-03-12,60.431654676258994
2023-03-13,20.14388489208633
2023-03-14,8.863309352517986
2023-03-15,6.446043165467626
2023-03-16,7.251798561151079
2023-03-17,11.280575539568344
2023-03-18,34.64748201438849
2023-03-19,80.57553956834532
2023-03-20,21.755395683453237
2023-03-21,8.057553956834532
2023-03-22,5.640287769784172
2023-03-23,5.640287769784172
2023-03-24,4.83453237410072
2023-03-25,10.474820143884893
2023-03-26,8.863309352517986
2023-03-27,4.83453237410072
2023-03-28,4.83453237410072
2023-03-29,4.83453237410072
2023-03-30,5.640287769784172
2023-03-31,8.863309352517986
2023-04-01,37.8705035971223
2023-04-02,48.34532374100719
2023-04-03,14.503597122302159
2023-04-04,8.057553956834532
2023-04-05,12.086330935251798
2023-04-06,8.863309352517986
2023-04-07,11.280575539568344
2023-04-08,45.12230215827338
2023-04-09,45.92805755395683
2023-04-10,26.589928057553955
2023-04-11,9.66906474820144
2023-04-12,6.446043165467626
2023-04-13,6.446043165467626
2023-04-14,11.280575539568344
2023-04-15,45.92805755395683
2023-04-16,61.23741007194244
2023-04-17,18.532374100719423
2023-04-18,8.057553956834532
2023-04-19,6.446043165467626
2023-04-20,8.057553956834532
2023-04-21,12.892086330935252
2023-04-22,48.34532374100719
2023-04-23,62.84892086330935
2023-04-24,16.92086330935252
2023-04-25,31.424460431654676
2023-04-26,39.4008111913585
2023-04-27,20.88295167176872
2023-04-28,15.767281014526255
2023-04-29,66.97616162182231
2023-04-30,40.189175242084815
2023-05-01,21.67131572249503
2023-05-02,44.51648184860096
2023-05-03,27.97822812830553
2023-05-04,22.459679773221342
2023-05-05,14.576039265958215
2023-05-06,28.36371448119012
2023-05-07,29.940442582642746
2023-05-08,16.152767367410842
2023-05-09,9.057490910874026
2023-05-10,8.269126860147715
2023-05-11,12.210947113779277
2023-05-12,16.152767367410842
2023-05-13,40.97753929281112
2023-05-14,73.28307402763281
2023-05-15,28.766592179031846
2023-05-16,12.210947113779277
2023-05-17,9.84585496160034
2023-05-18,12.613824811621004
2023-05-19,16.152767367410842
2023-05-20,35.45899093772694
2023-05-21,53.976850457316715
2023-05-22,25.613135976126593
2023-05-23,25.99862232901118
2023-05-24,30.34332028048447
2023-05-25,20.88295167176872
2023-05-26,16.19042682115262
2023-05-27,32.38085364230524
2023-05-28,45.48738964038117
2023-05-29,27.755017407690204
2023-05-30,9.251672469230067
2023-05-31,9.251672469230067
2023-06-01,6.938754351922551
2023-06-02,6.938754351922551
2023-06-03,14.648481409614273
2023-06-04,64.76170728461048
2023-06-05,12.335563292306757
2023-06-06,6.1677816461533785
2023-06-07,5.396808940384206
2023-06-08,4.625836234615034
2023-06-09,3.8548635288458617
2023-06-10,5.396808940384206
2023-06-11,4.625836234615034
2023-06-12,3.8548635288458617
2023-06-13,3.0838908230766893
2023-06-14,3.0838908230766893
2023-06-15,3.0838908230766893
2023-06-16,3.0838908230766893
2023-06-17,3.8548635288458617
2023-06-18,3.8548635288458617
2023-06-19,3.0838908230766893
2023-06-20,2.312918117307517
2023-06-21,3.0838908230766893
2023-06-22,3.8548635288458617
2023-06-23,2.312918117307517
2023-06-24,3.0838908230766893
2023-06-25,3.8548635288458617
2023-06-26,3.0838908230766893
2023-06-27,2.312918117307517
2023-06-28,2.312918117307517
2023-06-29,2.312918117307517
2023-06-30,3.0838908230766893
2023-07-01,5.396808940384206
2023-07-02,6.938754351922551
2023-07-03,3.8548635288458617
2023-07-04,4.625836234615034
2023-07-05,3.0838908230766893
2023-07-06,2.312918117307517
2023-07-07,3.0838908230766893
2023-07-08,5.396808940384206
2023-07-09,6.938754351922551
2023-07-10,4.625836234615034
2023-07-11,3.0838908230766893
2023-07-12,3.0838908230766893
2023-07-13,3.0838908230766893
2023-07-14,4.625836234615034
2023-07-15,5.396808940384206
2023-07-16,7.709727057691723
2023-07-17,4.625836234615034
2023-07-18,3.0838908230766893
2023-07-19,2.312918117307517
2023-07-20,3.0838908230766893
2023-07-21,3.0838908230766893
2023-07-22,4.625836234615034
2023-07-23,4.625836234615034
2023-07-24,3.8548635288458617
2023-07-25,3.0838908230766893
2023-07-26,3.8548635288458617
2023-07-27,3.8548635288458617
2023-07-28,3.8548635288458617
2023-07-29,3.8548635288458617
2023-07-30,5.396808940384206
2023-07-31,3.8548635288458617
2023-08-01,3.8548635288458617
2023-08-02,3.0838908230766893
2023-08-03,4.625836234615034
2023-08-04,3.8548635288458617
2023-08-05,6.1677816461533785
2023-08-06,6.938754351922551
2023-08-07,4.625836234615034
2023-08-08,4.625836234615034
2023-08-09,4.625836234615034
2023-08-10,5.396808940384206
2023-08-11,16.96139952692179
2023-08-12,40.09058069999696
2023-08-13,44.71641693461199
2023-08-14,17.732372232690963
2023-08-15,8.480699763460896
2023-08-16,6.938754351922551
2023-08-17,6.1677816461533785
2023-08-18,12.335563292306757
2023-08-19,40.09058069999696
2023-08-20,40.09058069999696
2023-08-21,17.732372232690963
2023-08-22,9.251672469230067
2023-08-23,7.709727057691723
2023-08-24,8.480699763460896
2023-08-25,23.12918117307517
2023-08-26,33.92279905384358
2023-08-27,41.632526111535306
2023-08-28,19.274317644229306
2023-08-29,10.02264517499924
2023-08-30,7.709727057691723
2023-08-31,8.480699763460896
2023-09-01,13.877508703845102
2023-09-02,46.25836234615034
2023-09-03,53.968089403842065
2023-09-04,19.274317644229306
2023-09-05,7.709727057691723
2023-09-06,5.396808940384206
2023-09-07,4.625836234615034
2023-09-08,4.625836234615034
2023-09-09,7.709727057691723
2023-09-10,6.938754351922551
2023-09-11,4.625836234615034
2023-09-12,3.8548635288458617
2023-09-13,3.8548635288458617
2023-09-14,5.396808940384206
2023-09-15,9.251672469230067
2023-09-16,45.48738964038117
2023-09-17,54.73906210961123
2023-09-18,16.19042682115262
2023-09-19,8.480699763460896
2023-09-20,6.938754351922551
2023-09-21,7.709727057691723
2023-09-22,12.335563292306757
2023-09-23,53.968089403842065
2023-09-24,77.09727057691723
2023-09-25,19.274317644229306
2023-09-26,31.609880936536065
2023-09-27,40.86155340576613
2023-09-28,23.900153878844343
2023-09-29,33.15182634807441
2023-09-30,60.90684375576461
2023-10-01,38.54863528845861
2023-10-02,16.19042682115262
2023-10-03,10.02264517499924
2023-10-04,10.02264517499924
2023-10-05,10.02264517499924
2023-10-06,13.877508703845102
2023-10-07,53.19711669807289
2023-10-08,67.074625401918
2023-10-09,17.732372232690963
2023-10-10,8.480699763460896
2023-10-11,6.1677816461533785
2023-10-12,5.396808940384206
2023-10-13,4.625836234615034
2023-10-14,7.709727057691723
2023-10-15,6.938754351922551
2023-10-16,5.396808940384206
2023-10-17,4.625836234615034
2023-10-18,4.625836234615034
2023-10-19,5.396808940384206
2023-10-20,11.564590586537586
2023-10-21,54.73906210961123
2023-10-22,64.76170728461048
2023-10-23,18.503344938460135
2023-10-24,9.251672469230067
2023-10-25,7.709727057691723
2023-10-26,7.709727057691723
2023-10-27,16.96139952692179
2023-10-28,71.70046163653302
2023-10-29,34.69377175961275
2023-10-30,15.419454115383447
2023-10-31,7.709727057691723
2023-11-01,10.793617880768412
2023-11-02,10.793617880768412
2023-11-03,16.19042682115262
2023-11-04,59.36489834422627
2023-11-05,65.53267999037965
2023-11-06,22.358208467305996
2023-11-07,9.251672469230067
2023-11-08,6.938754351922551
2023-11-09,8.480699763460896
2023-11-10,13.877508703845102
2023-11-11,57.822952932687926
2023-11-12,60.135871049995444
2023-11-13,18.503344938460135
2023-11-14,7.709727057691723
2023-11-15,6.1677816461533785
2023-11-16,5.396808940384206
2023-11-17,5.396808940384206
2023-11-18,7.709727057691723
2023-11-19,6.938754351922551
2023-11-20,4.625836234615034
2023-11-21,4.625836234615034
2023-11-22,5.396808940384206
2023-11-23,6.938754351922551
2023-11-24,14.648481409614273
2023-11-25,43.945444228842824
2023-11-26,49.34225316922703
2023-11-27,23.900153878844343
2023-11-28,12.335563292306757
2023-11-29,9.251672469230067
2023-11-30,10.02264517499924
2023-12-01,14.648481409614273
2023-12-02,52.426143992303714
2023-12-03,60.90684375576461
2023-12-04,23.12918117307517
2023-12-05,10.02264517499924
2023-12-06,11.564590586537586
2023-12-07,13.106535998075929
2023-12-08,14.648481409614273
2023-12-09,54.73906210961123
2023-12-10,77.09727057691723
2023-12-11,26.984044701921032
2023-12-12,10.02264517499924
2023-12-13,8.480699763460896
2023-12-14,6.938754351922551
2023-12-15,13.877508703845102
2023-12-16,52.426143992303714
2023-12-17,53.968089403842065
2023-12-18,30.067935524997722
2023-12-19,23.900153878844343
2023-12-20,31.609880936536065
2023-12-21,39.31960799422779
2023-12-22,20.04529034999848
2023-12-23,26.179551443727114
2023-12-24,13.089775721863557
2023-12-25,6.9555146281349245
2023-12-26,9.804761584238388
2023-12-27,7.776768162541217
2023-12-28,6.9555146281349245
2023-12-29,7.776768162541217
2023-12-30,10.62601511864468
2023-12-31,8.598021696947509
2024-01-01,7.776768162541217
2024-01-02,19.224036815592186
2024-01-03,47.86734886253818
2024-01-04,43.761081190506715
2024-01-05,16.37478985948873
2024-01-06,20.04529034999848
2024-01-07,12.268522187457265
2024-01-08,6.9555146281349245
2024-01-09,6.9555146281349245
2024-01-10,9.4192752313538
2024-01-11,9.4192752313538
2024-01-12,10.62601511864468
2024-01-13,26.179551443727114
2024-01-14,29.028798399830578
2024-01-15,10.62601511864468
2024-01-16,7.776768162541217
2024-01-17,8.598021696947509
2024-01-18,10.62601511864468
2024-01-19,11.447268653050973
2024-01-20,31.492559003049454
2024-01-21,71.4658177695598
2024-01-22,25.274496528258954
2024-01-23,12.20148108260777
2024-01-24,13.073015445651183
2024-01-25,12.20148108260777
2024-01-26,12.20148108260777
2024-01-27,58.39280232390862
2024-01-28,40.09058069999696
2024-01-29,16.559152897824834
2024-01-30,12.20148108260777
2024-01-31,28.760633980432605
2024-02-01,25.274496528258954
2024-02-02,17.430687260868247
2024-02-03,52.29206178260473
2024-02-04,70.5942834065164
2024-02-05,22.65989343912872
2024-02-06,11.32994671956436
2024-02-07,10.458412356520947
2024-02-08,9.586877993477534
2024-02-09,13.944549808694596
2024-02-10,61.87893977608227
2024-02-11,61.00740541303886
2024-02-12,17.430687260868247
2024-02-13,8.715343630434123
2024-02-14,6.972274904347298
2024-02-15,6.972274904347298
2024-02-16,12.20148108260777
2024-02-17,47.93438996738767
2024-02-18,52.29206178260473
2024-02-19,27.889099617389192
2024-02-20,13.944549808694596
2024-02-21,9.586877993477534
2024-02-22,9.586877993477534
2024-02-23,13.073015445651183
2024-02-24,54.03513050869156
2024-02-25,61.00740541303886
2024-02-26,23.531427802172132
2024-02-27,13.073015445651183
2024-02-28,8.715343630434123
2024-02-29,10.458412356520947
2024-03-01,13.944549808694596
2024-03-02,64.4935428652125
2024-03-03,77.56655831086368
2024-03-04,20.916824713041894
2024-03-05,8.715343630434123
2024-03-06,6.972274904347298
2024-03-07,6.972274904347298
2024-03-08,21.788359076085307
2024-03-09,45.31978687825744
2024-03-10,56.64973359782179
2024-03-11,17.430687260868247
2024-03-12,8.715343630434123
2024-03-13,7.843809267390711
2024-03-14,7.843809267390711
2024-03-15,13.073015445651183
2024-03-16,57.52126796086521
2024-03-17,67.97968031738615
2024-03-18,19.17375598695507
2024-03-19,8.715343630434123
2024-03-20,6.972274904347298
2024-03-21,5.2292061782604735
2024-03-22,5.2292061782604735
2024-03-23,9.586877993477534
2024-03-24,7.843809267390711
2024-03-25,4.357671815217062
2024-03-26,3.486137452173649
2024-03-27,4.357671815217062
2024-03-28,6.100740541303885
2024-03-29,11.32994671956436
2024-03-30,45.31978687825744
2024-03-31,54.03513050869156
2024-04-01,20.04529034999848
2024-04-02,8.715343630434123
2024-04-03,7.843809267390711
2024-04-04,8.715343630434123
2024-04-05,10.458412356520947
2024-04-06,28.760633980432605
2024-04-07,23.531427802172132
2024-04-08,6.972274904347298
2024-04-09,6.100740541303885
2024-04-10,6.972274904347298
2024-04-11,6.972274904347298
2024-04-12,11.32994671956436
2024-04-13,67.97968031738615
2024-04-14,35.7329088847799
2024-04-15,14.816084171738009
2024-04-16,8.715343630434123
2024-04-17,8.715343630434123
2024-04-18,8.715343630434123
2024-04-19,12.20148108260777
2024-04-20,33.98984015869308
2024-04-21,87.15343630434123
2024-04-22,24.40296216521554
2024-04-23,10.458412356520947
2024-04-24,9.586877993477534
2024-04-25,10.458412356520947
2024-04-26,27.01756525434578
2024-04-27,37.47597761086673
2024-04-28,37.47597761086673
2024-04-29,31.375237069562843
2024-04-30,12.20148108260777
2024-05-01,6.972274904347298
2024-05-02,6.972274904347298
2024-05-03,15.687618534781421
2024-05-04,76.69502394782027
2024-05-05,35.7329088847799
2024-05-06,14.816084171738009
2024-05-07,7.843809267390711
2024-05-08,7.843809267390711
2024-05-09,10.458412356520947
2024-05-10,14.816084171738009
2024-05-11,37.47597761086673
2024-05-12,35.7329088847799
2024-05-13,27.889099617389192
2024-05-14,30.50370270651943
2024-05-15,22.65989343912872
2024-05-16,25.274496528258954
2024-05-17,13.944549808694596
2024-05-18,27.01756525434578
2024-05-19,60.135871049995444
2024-05-20,20.04529034999848
2024-05-21,8.715343630434123
2024-05-22,6.972274904347298
2024-05-23,6.972274904347298
2024-05-24,15.687618534781421
2024-05-25,33.98984015869308
2024-05-26,32.24677143260625
2024-05-27,15.687618534781421
2024-05-28,6.100740541303885
2024-05-29,4.357671815217062
2024-05-30,4.357671815217062
2024-05-31,3.486137452173649
2024-06-01,6.972274904347298
2024-06-02,6.100740541303885
2024-06-03,4.357671815217062
2024-06-04,3.486137452173649
2024-06-05,2.6146030891302368
2024-06-06,3.486137452173649
2024-06-07,2.6146030891302368
2024-06-08,3.486137452173649
2024-06-09,2.6146030891302368
2024-06-10,2.6146030891302368
2024-06-11,2.6146030891302368
2024-06-12,2.6146030891302368
2024-06-13,2.6146030891302368
2024-06-14,2.6146030891302368
2024-06-15,2.6146030891302368
2024-06-16,3.486137452173649
2024-06-17,2.6146030891302368
2024-06-18,2.6146030891302368
2024-06-19,2.6146030891302368
2024-06-20,1.7430687260868245
2024-06-21,1.7430687260868245
2024-06-22,2.6146030891302368
2024-06-23,3.486137452173649
2024-06-24,2.6146030891302368
2024-06-25,2.6146030891302368
2024-06-26,2.6146030891302368
2024-06-27,1.7430687260868245
2024-06-28,1.7430687260868245
2024-06-29,1.7430687260868245
2024-06-30,2.6146030891302368
2024-07-01,2.6146030891302368
2024-07-02,1.7430687260868245
2024-07-03,1.7430687260868245
2024-07-04,1.7430687260868245
2024-07-05,2.6146030891302368
2024-07-06,4.357671815217062
2024-07-07,5.2292061782604735
2024-07-08,2.6146030891302368
2024-07-09,2.6146030891302368
2024-07-10,2.6146030891302368
2024-07-11,2.6146030891302368
2024-07-12,2.6146030891302368
2024-07-13,5.2292061782604735
2024-07-14,5.2292061782604735
2024-07-15,4.357671815217062
2024-07-16,4.357671815217062
2024-07-17,6.100740541303885
2024-07-18,6.100740541303885
2024-07-19,3.486137452173649
2024-07-20,6.100740541303885
2024-07-21,7.843809267390711
2024-07-22,4.357671815217062
2024-07-23,3.486137452173649
2024-07-24,4.357671815217062
2024-07-25,4.357671815217062
2024-07-26,3.486137452173649
2024-07-27,3.486137452173649
2024-07-28,4.357671815217062
2024-07-29,2.6146030891302368
2024-07-30,1.7430687260868245
2024-07-31,2.6146030891302368
2024-08-01,2.6146030891302368
2024-08-02,2.6146030891302368
2024-08-03,3.486137452173649
2024-08-04,4.357671815217062
2024-08-05,3.486137452173649
2024-08-06,2.6146030891302368
2024-08-07,3.486137452173649
2024-08-08,2.6146030891302368
2024-08-09,3.486137452173649
2024-08-10,5.2292061782604735
2024-08-11,5.2292061782604735
2024-08-12,5.2292061782604735
2024-08-13,4.357671815217062
2024-08-14,6.100740541303885
2024-08-15,19.17375598695507
2024-08-16,22.65989343912872
2024-08-17,49.6774586934745
2024-08-18,59.23870332333311
2024-08-19,27.504599163105333
2024-08-20,13.970183172313519
2024-08-21,8.664076903196275
2024-08-22,8.664076903196275
2024-08-23,17.32815380639255
2024-08-24,53.49682987269416
2024-08-25,70.389216497565
2024-08-26,21.660192257990687
2024-08-27,31.83663761470347
2024-08-28,31.298336978706068
2024-08-29,36.60444324782331
2024-08-30,21.660192257990687
2024-08-31,66.49294522748858
2024-09-01,78.07922558324216
2024-09-02,24.582395710548006
2024-09-03,10.07391190223709
2024-09-04,7.690009085677167
2024-09-05,6.715941268158058
2024-09-06,5.741873450638951
2024-09-07,9.638144720715381
2024-09-08,7.690009085677167
2024-09-09,5.306106269117246
2024-09-10,5.306106269117246
2024-09-11,5.306106269117246
2024-09-12,6.280174086636352
2024-09-13,12.996115354794412
2024-09-14,54.906664871734975
2024-09-15,55.880732689254074
2024-09-16,18.302221623911656
