Time,wordle_game
2022-05-16,33.0
2022-05-17,34.0
2022-05-18,33.0
2022-05-19,33.0
2022-05-20,35.0
2022-05-21,33.0
2022-05-22,32.0
2022-05-23,30.0
2022-05-24,32.0
2022-05-25,30.0
2022-05-26,31.0
2022-05-27,30.0
2022-05-28,33.0
2022-05-29,35.0
2022-05-30,34.0
2022-05-31,29.0
2022-06-01,26.0
2022-06-02,29.0
2022-06-03,27.0
2022-06-04,30.0
2022-06-05,32.0
2022-06-06,27.0
2022-06-07,28.0
2022-06-08,28.0
2022-06-09,30.0
2022-06-10,31.0
2022-06-11,31.0
2022-06-12,28.0
2022-06-13,26.0
2022-06-14,27.0
2022-06-15,27.0
2022-06-16,26.0
2022-06-17,26.0
2022-06-18,35.0
2022-06-19,31.0
2022-06-20,25.0
2022-06-21,28.0
2022-06-22,28.0
2022-06-23,25.0
2022-06-24,26.0
2022-06-25,28.0
2022-06-26,27.0
2022-06-27,25.0
2022-06-28,24.0
2022-06-29,25.0
2022-06-30,26.0
2022-07-01,25.0
2022-07-02,27.0
2022-07-03,29.0
2022-07-04,27.0
2022-07-05,25.0
2022-07-06,24.0
2022-07-07,24.0
2022-07-08,24.0
2022-07-09,28.0
2022-07-10,26.0
2022-07-11,24.0
2022-07-12,24.0
2022-07-13,22.0
2022-07-14,24.0
2022-07-15,27.0
2022-07-16,27.0
2022-07-17,27.0
2022-07-18,22.0
2022-07-19,27.0
2022-07-20,23.0
2022-07-21,24.0
2022-07-22,24.0
2022-07-23,26.0
2022-07-24,25.0
2022-07-25,22.0
2022-07-26,24.0
2022-07-27,22.0
2022-07-28,22.0
2022-07-29,23.0
2022-07-30,23.0
2022-07-31,24.0
2022-08-01,22.0
2022-08-02,24.0
2022-08-03,22.0
2022-08-04,22.0
2022-08-05,22.0
2022-08-06,24.0
2022-08-07,25.0
2022-08-08,21.0
2022-08-09,22.0
2022-08-10,21.0
2022-08-11,22.0
2022-08-12,21.0
2022-08-13,24.0
2022-08-14,27.0
2022-08-15,22.0
2022-08-16,20.0
2022-08-17,21.0
2022-08-18,21.0
2022-08-19,21.0
2022-08-20,22.0
2022-08-21,22.0
2022-08-22,20.0
2022-08-23,21.0
2022-08-24,21.0
2022-08-25,20.0
2022-08-26,21.0
2022-08-27,23.0
2022-08-28,22.0
2022-08-29,19.245890410958904
2022-08-30,19.850684931506848
2022-08-31,19.955479452054796
2022-09-01,19.955479452054796
2022-09-02,20.874657534246573
2022-09-03,20.769863013698632
2022-09-04,20.97945205479452
2022-09-05,20.165068493150685
2022-09-06,19.850684931506848
2022-09-07,18.221917808219178
2022-09-08,18.721917808219178
2022-09-09,19.03630136986301
2022-09-10,19.745890410958904
2022-09-11,20.06027397260274
2022-09-12,19.850684931506848
2022-09-13,19.745890410958904
2022-09-14,20.06027397260274
2022-09-15,19.14109589041096
2022-09-16,20.165068493150685
2022-09-17,19.14109589041096
2022-09-18,19.14109589041096
2022-09-19,18.012328767123286
2022-09-20,18.221917808219178
2022-09-21,17.09315068493151
2022-09-22,18.721917808219178
2022-09-23,18.93150684931507
2022-09-24,18.117123287671234
2022-09-25,20.06027397260274
2022-09-26,16.883561643835616
2022-09-27,16.98835616438356
2022-09-28,17.605479452054794
2022-09-29,17.605479452054794
2022-09-30,19.072602739726026
2022-10-01,18.234246575342464
2022-10-02,18.234246575342464
2022-10-03,16.34794520547945
2022-10-04,16.976712328767125
2022-10-05,17.186301369863013
2022-10-06,18.024657534246575
2022-10-07,18.024657534246575
2022-10-08,18.234246575342464
2022-10-09,19.491780821917807
2022-10-10,17.605479452054794
2022-10-11,17.815068493150687
2022-10-12,18.443835616438356
2022-10-13,17.605479452054794
2022-10-14,17.395890410958906
2022-10-15,18.653424657534245
2022-10-16,18.863013698630137
2022-10-17,17.186301369863013
2022-10-18,18.024657534246575
2022-10-19,17.815068493150687
2022-10-20,17.605479452054794
2022-10-21,17.605479452054794
2022-10-22,18.443835616438356
2022-10-23,19.072602739726026
2022-10-24,17.395890410958906
2022-10-25,16.34794520547945
2022-10-26,15.3
2022-10-27,16.138356164383563
2022-10-28,16.34794520547945
2022-10-29,19.072602739726026
2022-10-30,18.863013698630137
2022-10-31,17.395890410958906
2022-11-01,16.976712328767125
2022-11-02,16.976712328767125
2022-11-03,16.34794520547945
2022-11-04,16.976712328767125
2022-11-05,16.976712328767125
2022-11-06,17.186301369863013
2022-11-07,15.509589041095891
2022-11-08,15.09041095890411
2022-11-09,14.67123287671233
2022-11-10,15.3
2022-11-11,15.71917808219178
2022-11-12,16.138356164383563
2022-11-13,19.491780821917807
2022-11-14,16.767123287671232
2022-11-15,15.509589041095891
2022-11-16,15.92876712328767
2022-11-17,15.92876712328767
2022-11-18,17.815068493150687
2022-11-19,18.234246575342464
2022-11-20,16.976712328767125
2022-11-21,15.71917808219178
2022-11-22,16.557534246575344
2022-11-23,14.67123287671233
2022-11-24,16.138356164383563
2022-11-25,16.34794520547945
2022-11-26,16.557534246575344
2022-11-27,15.71917808219178
2022-11-28,14.042465753424658
2022-11-29,14.88082191780822
2022-11-30,14.461643835616439
2022-12-01,14.88082191780822
2022-12-02,14.67123287671233
2022-12-03,15.92876712328767
2022-12-04,14.88082191780822
2022-12-05,14.461643835616439
2022-12-06,15.09041095890411
2022-12-07,13.832876712328767
2022-12-08,15.09041095890411
2022-12-09,14.67123287671233
2022-12-10,15.92876712328767
2022-12-11,16.557534246575344
2022-12-12,14.88082191780822
2022-12-13,13.832876712328767
2022-12-14,16.34794520547945
2022-12-15,15.509589041095891
2022-12-16,15.09041095890411
2022-12-17,15.3
2022-12-18,16.138356164383563
2022-12-19,15.09041095890411
2022-12-20,15.71917808219178
2022-12-21,15.3
2022-12-22,15.92876712328767
2022-12-23,15.71917808219178
2022-12-24,16.34794520547945
2022-12-25,15.92876712328767
2022-12-26,17.815068493150687
2022-12-27,14.88082191780822
2022-12-28,16.976712328767125
2022-12-29,16.557534246575344
2022-12-30,15.09041095890411
2022-12-31,14.461643835616439
2023-01-01,15.92876712328767
2023-01-02,14.67123287671233
2023-01-03,14.042465753424658
2023-01-04,14.461643835616439
2023-01-05,13.623287671232877
2023-01-06,15.09041095890411
2023-01-07,14.88082191780822
2023-01-08,15.92876712328767
2023-01-09,14.67123287671233
2023-01-10,14.88082191780822
2023-01-11,15.09041095890411
2023-01-12,13.832876712328767
2023-01-13,13.623287671232877
2023-01-14,15.92876712328767
2023-01-15,14.67123287671233
2023-01-16,12.784931506849315
2023-01-17,13.204109589041096
2023-01-18,12.365753424657534
2023-01-19,14.461643835616439
2023-01-20,13.204109589041096
2023-01-21,14.252054794520548
2023-01-22,14.461643835616439
2023-01-23,14.042465753424658
2023-01-24,13.204109589041096
2023-01-25,13.413698630136986
2023-01-26,14.461643835616439
2023-01-27,13.204109589041096
2023-01-28,13.413698630136986
2023-01-29,14.88082191780822
2023-01-30,12.994520547945205
2023-01-31,14.88082191780822
2023-02-01,12.784931506849315
2023-02-02,13.204109589041096
2023-02-03,13.204109589041096
2023-02-04,13.623287671232877
2023-02-05,13.623287671232877
2023-02-06,13.623287671232877
2023-02-07,13.413698630136986
2023-02-08,13.623287671232877
2023-02-09,12.784931506849315
2023-02-10,13.413698630136986
2023-02-11,14.042465753424658
2023-02-12,13.832876712328767
2023-02-13,12.575342465753424
2023-02-14,13.832876712328767
2023-02-15,13.623287671232877
2023-02-16,13.413698630136986
2023-02-17,14.252054794520548
2023-02-18,14.252054794520548
2023-02-19,14.461643835616439
2023-02-20,13.832876712328767
2023-02-21,12.784931506849315
2023-02-22,13.413698630136986
2023-02-23,12.575342465753424
2023-02-24,14.042465753424658
2023-02-25,13.832876712328767
2023-02-26,14.252054794520548
2023-02-27,12.156164383561643
2023-02-28,12.575342465753424
2023-03-01,13.413698630136986
2023-03-02,13.204109589041096
2023-03-03,12.784931506849315
2023-03-04,12.575342465753424
2023-03-05,13.413698630136986
2023-03-06,11.527397260273972
2023-03-07,12.575342465753424
2023-03-08,12.994520547945205
2023-03-09,12.994520547945205
2023-03-10,12.994520547945205
2023-03-11,13.623287671232877
2023-03-12,12.784931506849315
2023-03-13,11.317808219178081
2023-03-14,12.156164383561643
2023-03-15,12.156164383561643
2023-03-16,12.575342465753424
2023-03-17,13.413698630136986
2023-03-18,13.623287671232877
2023-03-19,14.252054794520548
2023-03-20,12.784931506849315
2023-03-21,13.204109589041096
2023-03-22,12.994520547945205
2023-03-23,12.784931506849315
2023-03-24,13.623287671232877
2023-03-25,12.994520547945205
2023-03-26,13.204109589041096
2023-03-27,13.832876712328767
2023-03-28,13.204109589041096
2023-03-29,12.365753424657534
2023-03-30,12.156164383561643
2023-03-31,12.575342465753424
2023-04-01,12.156164383561643
2023-04-02,14.461643835616439
2023-04-03,12.994520547945205
2023-04-04,12.994520547945205
2023-04-05,12.994520547945205
2023-04-06,12.994520547945205
2023-04-07,13.204109589041096
2023-04-08,13.623287671232877
2023-04-09,13.832876712328767
2023-04-10,12.365753424657534
2023-04-11,13.623287671232877
2023-04-12,12.784931506849315
2023-04-13,12.994520547945205
2023-04-14,13.204109589041096
2023-04-15,13.623287671232877
2023-04-16,14.88082191780822
2023-04-17,13.204109589041096
2023-04-18,13.204109589041096
2023-04-19,12.784931506849315
2023-04-20,12.575342465753424
2023-04-21,13.204109589041096
2023-04-22,13.413698630136986
2023-04-23,13.623287671232877
2023-04-24,11.527397260273972
2023-04-25,12.784931506849315
2023-04-26,12.335625
2023-04-27,12.600231164383562
2023-04-28,12.784931506849315
2023-04-29,12.864837328767123
2023-04-30,13.23423801369863
2023-05-01,12.784931506849315
2023-05-02,12.784931506849315
2023-05-03,12.600231164383562
2023-05-04,13.603638698630137
2023-05-05,13.15433219178082
2023-05-06,13.15433219178082
2023-05-07,13.603638698630137
2023-05-08,14.502251712328768
2023-05-09,13.23423801369863
2023-05-10,13.23423801369863
2023-05-11,12.969631849315068
2023-05-12,13.788339041095892
2023-05-13,12.784931506849315
2023-05-14,12.784931506849315
2023-05-15,12.600231164383562
2023-05-16,13.15433219178082
2023-05-17,12.969631849315068
2023-05-18,12.600231164383562
2023-05-19,13.23423801369863
2023-05-20,11.516917808219178
2023-05-21,13.23423801369863
2023-05-22,13.23423801369863
2023-05-23,12.969631849315068
2023-05-24,12.150924657534247
2023-05-25,11.966224315068493
2023-05-26,11.985873287671232
2023-05-27,12.14568493150685
2023-05-28,13.104554794520547
2023-05-29,13.104554794520547
2023-05-30,12.305496575342467
2023-05-31,12.465308219178082
2023-06-01,13.104554794520547
2023-06-02,12.305496575342467
2023-06-03,12.14568493150685
2023-06-04,11.66625
2023-06-05,12.944743150684932
2023-06-06,12.784931506849315
2023-06-07,11.18681506849315
2023-06-08,11.826061643835617
2023-06-09,12.305496575342467
2023-06-10,13.424178082191782
2023-06-11,11.826061643835617
2023-06-12,11.506438356164384
2023-06-13,11.66625
2023-06-14,11.506438356164384
2023-06-15,12.14568493150685
2023-06-16,11.66625
2023-06-17,12.305496575342467
2023-06-18,14.702671232876712
2023-06-19,15.661541095890412
2023-06-20,14.063424657534247
2023-06-21,13.264366438356165
2023-06-22,12.784931506849315
2023-06-23,12.6251198630137
2023-06-24,13.743801369863014
2023-06-25,14.223236301369862
2023-06-26,12.784931506849315
2023-06-27,12.305496575342467
2023-06-28,14.223236301369862
2023-06-29,13.424178082191782
2023-06-30,13.90361301369863
2023-07-01,15.661541095890412
2023-07-02,15.821352739726027
2023-07-03,14.702671232876712
2023-07-04,15.501729452054795
2023-07-05,14.86248287671233
2023-07-06,13.743801369863014
2023-07-07,14.063424657534247
2023-07-08,15.981164383561644
2023-07-09,12.6251198630137
2023-07-10,11.346626712328767
2023-07-11,11.346626712328767
2023-07-12,12.6251198630137
2023-07-13,13.264366438356165
2023-07-14,12.6251198630137
2023-07-15,13.583989726027397
2023-07-16,15.182106164383562
2023-07-17,12.944743150684932
2023-07-18,13.90361301369863
2023-07-19,13.90361301369863
2023-07-20,13.583989726027397
2023-07-21,12.6251198630137
2023-07-22,13.424178082191782
2023-07-23,14.38304794520548
2023-07-24,12.465308219178082
2023-07-25,12.6251198630137
2023-07-26,11.826061643835617
2023-07-27,11.66625
2023-07-28,11.985873287671232
2023-07-29,12.784931506849315
2023-07-30,13.424178082191782
2023-07-31,11.826061643835617
2023-08-01,11.027003424657535
2023-08-02,11.506438356164384
2023-08-03,11.506438356164384
2023-08-04,11.506438356164384
2023-08-05,12.944743150684932
2023-08-06,15.34191780821918
2023-08-07,11.826061643835617
2023-08-08,11.826061643835617
2023-08-09,11.346626712328767
2023-08-10,11.985873287671232
2023-08-11,12.6251198630137
2023-08-12,12.305496575342467
2023-08-13,13.424178082191782
2023-08-14,11.826061643835617
2023-08-15,12.465308219178082
2023-08-16,12.784931506849315
2023-08-17,12.784931506849315
2023-08-18,13.264366438356165
2023-08-19,12.6251198630137
2023-08-20,13.264366438356165
2023-08-21,12.944743150684932
2023-08-22,12.6251198630137
2023-08-23,12.6251198630137
2023-08-24,13.264366438356165
2023-08-25,12.784931506849315
2023-08-26,13.743801369863014
2023-08-27,14.063424657534247
2023-08-28,12.6251198630137
2023-08-29,13.424178082191782
2023-08-30,13.264366438356165
2023-08-31,13.264366438356165
2023-09-01,13.583989726027397
2023-09-02,13.583989726027397
2023-09-03,14.063424657534247
2023-09-04,13.743801369863014
2023-09-05,12.944743150684932
2023-09-06,14.063424657534247
2023-09-07,14.223236301369862
2023-09-08,14.223236301369862
2023-09-09,13.104554794520547
2023-09-10,12.784931506849315
2023-09-11,13.264366438356165
2023-09-12,14.38304794520548
2023-09-13,14.38304794520548
2023-09-14,13.264366438356165
2023-09-15,15.022294520547945
2023-09-16,13.743801369863014
2023-09-17,14.702671232876712
2023-09-18,13.104554794520547
2023-09-19,14.38304794520548
2023-09-20,13.743801369863014
2023-09-21,13.90361301369863
2023-09-22,14.38304794520548
2023-09-23,14.223236301369862
2023-09-24,13.90361301369863
2023-09-25,13.424178082191782
2023-09-26,14.063424657534247
2023-09-27,13.264366438356165
2023-09-28,13.743801369863014
2023-09-29,14.38304794520548
2023-09-30,13.424178082191782
2023-10-01,13.583989726027397
2023-10-02,13.424178082191782
2023-10-03,12.784931506849315
2023-10-04,12.944743150684932
2023-10-05,13.583989726027397
2023-10-06,14.063424657534247
2023-10-07,13.583989726027397
2023-10-08,13.90361301369863
2023-10-09,12.14568493150685
2023-10-10,12.784931506849315
2023-10-11,13.264366438356165
2023-10-12,13.424178082191782
2023-10-13,13.264366438356165
2023-10-14,12.465308219178082
2023-10-15,13.583989726027397
2023-10-16,12.944743150684932
2023-10-17,13.264366438356165
2023-10-18,13.264366438356165
2023-10-19,13.104554794520547
2023-10-20,13.90361301369863
2023-10-21,12.6251198630137
2023-10-22,13.90361301369863
2023-10-23,13.264366438356165
2023-10-24,13.424178082191782
2023-10-25,13.104554794520547
2023-10-26,13.264366438356165
2023-10-27,13.583989726027397
2023-10-28,13.264366438356165
2023-10-29,12.784931506849315
2023-10-30,12.6251198630137
2023-10-31,13.264366438356165
2023-11-01,12.465308219178082
2023-11-02,12.944743150684932
2023-11-03,13.264366438356165
2023-11-04,14.063424657534247
2023-11-05,13.743801369863014
2023-11-06,12.784931506849315
2023-11-07,11.985873287671232
2023-11-08,13.583989726027397
2023-11-09,13.104554794520547
2023-11-10,12.6251198630137
2023-11-11,13.90361301369863
2023-11-12,12.784931506849315
2023-11-13,12.465308219178082
2023-11-14,13.424178082191782
2023-11-15,12.14568493150685
2023-11-16,12.465308219178082
2023-11-17,12.944743150684932
2023-11-18,13.104554794520547
2023-11-19,14.063424657534247
2023-11-20,12.944743150684932
2023-11-21,13.104554794520547
2023-11-22,12.305496575342467
2023-11-23,13.743801369863014
2023-11-24,13.90361301369863
2023-11-25,13.583989726027397
2023-11-26,13.90361301369863
2023-11-27,12.6251198630137
2023-11-28,12.784931506849315
2023-11-29,14.223236301369862
2023-11-30,13.104554794520547
2023-12-01,13.90361301369863
2023-12-02,12.305496575342467
2023-12-03,13.424178082191782
2023-12-04,12.944743150684932
2023-12-05,13.743801369863014
2023-12-06,15.182106164383562
2023-12-07,12.465308219178082
2023-12-08,12.784931506849315
2023-12-09,14.86248287671233
2023-12-10,14.86248287671233
2023-12-11,14.38304794520548
2023-12-12,15.661541095890412
2023-12-13,15.501729452054795
2023-12-14,11.826061643835617
2023-12-15,13.583989726027397
2023-12-16,11.66625
2023-12-17,12.305496575342467
2023-12-18,10.867191780821917
2023-12-19,11.506438356164384
2023-12-20,12.14568493150685
2023-12-21,11.826061643835617
2023-12-22,11.984731558457318
2023-12-23,12.290684541673953
2023-12-24,13.587567144230995
2023-12-25,13.434590652622678
2023-12-26,11.678778575240685
2023-12-27,10.687848955900275
2023-12-28,10.228919481075325
2023-12-29,10.913896117199101
2023-12-30,11.525802083632367
2023-12-31,11.525802083632367
2024-01-01,11.831755066849002
2024-01-02,10.99380193911691
2024-01-03,11.37282559202405
2024-01-04,10.760919625590784
2024-01-05,11.299754922333543
2024-01-06,11.066872608807419
2024-01-07,11.452731413941859
2024-01-08,11.146778430725226
2024-01-09,12.137708050065635
2024-01-10,10.99380193911691
2024-01-11,10.99380193911691
2024-01-12,11.831755066849002
2024-01-13,10.840825447508593
2024-01-14,11.525802083632367
2024-01-15,10.687848955900275
2024-01-16,11.219849100415734
2024-01-17,10.687848955900275
2024-01-18,10.99380193911691
2024-01-19,10.99380193911691
2024-01-20,11.525802083632367
2024-01-21,11.399024471719335
2024-01-22,10.66831777481425
2024-01-23,11.399024471719335
2024-01-24,11.837448489862386
2024-01-25,11.399024471719335
2024-01-26,10.522176435433233
2024-01-27,8.03777366595594
2024-01-28,9.499187059766113
2024-01-29,9.206904381004078
2024-01-30,9.353045720385095
2024-01-31,9.353045720385095
2024-02-01,8.914621702242044
2024-02-02,9.499187059766113
2024-02-03,8.03777366595594
2024-02-04,8.62233902348001
2024-02-05,9.060763041623062
2024-02-06,8.62233902348001
2024-02-07,9.060763041623062
2024-02-08,12.422013847386454
2024-02-09,10.960600453576284
2024-02-10,9.353045720385095
2024-02-11,8.62233902348001
2024-02-12,8.62233902348001
2024-02-13,9.353045720385095
2024-02-14,9.937611077909164
2024-02-15,10.814459114195266
2024-02-16,10.960600453576284
2024-02-17,9.060763041623062
2024-02-18,8.914621702242044
2024-02-19,9.791469738528146
2024-02-20,9.791469738528146
2024-02-21,9.937611077909164
2024-02-22,9.791469738528146
2024-02-23,10.66831777481425
2024-02-24,9.060763041623062
2024-02-25,8.62233902348001
2024-02-26,9.791469738528146
2024-02-27,10.522176435433233
2024-02-28,10.522176435433233
2024-02-29,10.522176435433233
2024-03-01,11.106741792957301
2024-03-02,9.645328399147129
2024-03-03,8.914621702242044
2024-03-04,9.937611077909164
2024-03-05,10.376035096052215
2024-03-06,11.106741792957301
2024-03-07,11.106741792957301
2024-03-08,11.106741792957301
2024-03-09,8.914621702242044
2024-03-10,9.060763041623062
2024-03-11,9.499187059766113
2024-03-12,10.522176435433233
2024-03-13,10.814459114195266
2024-03-14,10.814459114195266
2024-03-15,10.66831777481425
2024-03-16,9.060763041623062
2024-03-17,10.083752417290182
2024-03-18,10.960600453576284
2024-03-19,10.522176435433233
2024-03-20,10.66831777481425
2024-03-21,10.960600453576284
2024-03-22,10.960600453576284
2024-03-23,9.791469738528146
2024-03-24,10.083752417290182
2024-03-25,10.083752417290182
2024-03-26,10.376035096052215
2024-03-27,14.029568580577642
2024-03-28,11.399024471719335
2024-03-29,9.353045720385095
2024-03-30,9.937611077909164
2024-03-31,10.083752417290182
2024-04-01,11.399024471719335
2024-04-02,10.814459114195266
2024-04-03,10.814459114195266
2024-04-04,11.252883132338319
2024-04-05,10.66831777481425
2024-04-06,10.522176435433233
2024-04-07,9.937611077909164
2024-04-08,9.645328399147129
2024-04-09,10.66831777481425
2024-04-10,10.66831777481425
2024-04-11,10.814459114195266
2024-04-12,12.422013847386454
2024-04-13,8.62233902348001
2024-04-14,9.206904381004078
2024-04-15,9.791469738528146
2024-04-16,10.083752417290182
2024-04-17,10.229893756671197
2024-04-18,10.522176435433233
2024-04-19,10.083752417290182
2024-04-20,8.62233902348001
2024-04-21,9.353045720385095
2024-04-22,10.229893756671197
2024-04-23,10.814459114195266
2024-04-24,10.814459114195266
2024-04-25,10.960600453576284
2024-04-26,10.66831777481425
2024-04-27,7.745490987193907
2024-04-28,9.060763041623062
2024-04-29,9.791469738528146
2024-04-30,9.937611077909164
2024-05-01,9.937611077909164
2024-05-02,9.937611077909164
2024-05-03,10.376035096052215
2024-05-04,8.768480362861027
2024-05-05,9.060763041623062
2024-05-06,10.083752417290182
2024-05-07,9.937611077909164
2024-05-08,10.229893756671197
2024-05-09,10.522176435433233
2024-05-10,10.376035096052215
2024-05-11,8.62233902348001
2024-05-12,8.330056344717976
2024-05-13,9.791469738528146
2024-05-14,10.522176435433233
2024-05-15,10.66831777481425
2024-05-16,10.814459114195266
2024-05-17,10.960600453576284
2024-05-18,14.61413393810171
2024-05-19,10.376035096052215
2024-05-20,9.937611077909164
2024-05-21,10.522176435433233
2024-05-22,9.645328399147129
2024-05-23,10.814459114195266
2024-05-24,9.645328399147129
2024-05-25,8.476197684098993
2024-05-26,8.62233902348001
2024-05-27,8.914621702242044
2024-05-28,9.206904381004078
2024-05-29,9.206904381004078
2024-05-30,9.353045720385095
2024-05-31,9.206904381004078
2024-06-01,8.183915005336958
2024-06-02,8.62233902348001
2024-06-03,8.183915005336958
2024-06-04,8.03777366595594
2024-06-05,8.914621702242044
2024-06-06,7.745490987193907
2024-06-07,7.891632326574924
2024-06-08,8.03777366595594
2024-06-09,8.183915005336958
2024-06-10,8.330056344717976
2024-06-11,7.745490987193907
2024-06-12,7.59934964781289
2024-06-13,7.453208308431873
2024-06-14,8.03777366595594
2024-06-15,8.03777366595594
2024-06-16,7.891632326574924
2024-06-17,6.722501611526788
2024-06-18,7.307066969050855
2024-06-19,7.160925629669839
2024-06-20,6.722501611526788
2024-06-21,7.453208308431873
2024-06-22,7.891632326574924
2024-06-23,7.453208308431873
2024-06-24,6.722501611526788
2024-06-25,7.014784290288821
2024-06-26,7.014784290288821
2024-06-27,6.868642950907804
2024-06-28,7.014784290288821
2024-06-29,7.453208308431873
2024-06-30,8.03777366595594
2024-07-01,7.014784290288821
2024-07-02,7.160925629669839
2024-07-03,6.868642950907804
2024-07-04,7.745490987193907
2024-07-05,8.03777366595594
2024-07-06,8.183915005336958
2024-07-07,7.453208308431873
2024-07-08,6.430218932764753
2024-07-09,6.868642950907804
2024-07-10,7.59934964781289
2024-07-11,7.160925629669839
2024-07-12,7.307066969050855
2024-07-13,6.868642950907804
2024-07-14,7.160925629669839
2024-07-15,6.722501611526788
2024-07-16,6.722501611526788
2024-07-17,6.722501611526788
2024-07-18,6.868642950907804
2024-07-19,6.57636027214577
2024-07-20,7.891632326574924
2024-07-21,6.57636027214577
2024-07-22,6.137936254002719
2024-07-23,6.57636027214577
2024-07-24,6.722501611526788
2024-07-25,6.868642950907804
2024-07-26,6.284077593383736
2024-07-27,6.430218932764753
2024-07-28,7.160925629669839
2024-07-29,5.9917949146217016
2024-07-30,6.137936254002719
2024-07-31,5.9917949146217016
2024-08-01,5.845653575240685
2024-08-02,6.284077593383736
2024-08-03,6.137936254002719
2024-08-04,6.868642950907804
2024-08-05,5.9917949146217016
2024-08-06,6.137936254002719
2024-08-07,6.430218932764753
2024-08-08,5.9917949146217016
2024-08-09,6.284077593383736
2024-08-10,7.014784290288821
2024-08-11,7.453208308431873
2024-08-12,6.430218932764753
2024-08-13,6.430218932764753
2024-08-14,6.57636027214577
2024-08-15,7.160925629669839
2024-08-16,7.307066969050855
2024-08-17,7.160925629669839
2024-08-18,7.330720900606365
2024-08-19,6.543395225718305
2024-08-20,7.1370867090771375
2024-08-21,6.8703818478574
2024-08-22,7.73077819243597
2024-08-23,7.197368469996497
2024-08-24,7.464073331216234
2024-08-25,7.1370867090771375
2024-08-26,7.73077819243597
2024-08-27,7.9974830536557056
2024-08-28,7.064016039386629
2024-08-29,7.330720900606365
2024-08-30,8.784808728543766
2024-08-31,6.2766903644985685
2024-09-01,7.064016039386629
2024-09-02,6.603676986637664
2024-09-03,6.737029417247533
2024-09-04,6.8703818478574
2024-09-05,7.464073331216234
2024-09-06,9.051513589763502
2024-09-07,7.73077819243597
2024-09-08,6.676747656328173
2024-09-09,7.924412383965198
2024-09-10,8.591174537014538
2024-09-11,7.597425761826101
2024-09-12,7.73077819243597
2024-09-13,7.864130623045838
2024-09-14,6.8703818478574
2024-09-15,7.1370867090771375
2024-09-16,8.057764814575066
2024-09-17,8.801137094226506
2024-09-18,7.474938354000594
2024-09-19,7.474938354000594
2024-09-20,7.233811310323155
2024-09-21,6.5104301792908394
2024-09-22,6.872120744806997
2024-09-23,7.716065397678032
