Time,btc_price
2023-01-22,16.60899653979239
2023-01-23,18.26989619377163
2023-01-24,16.60899653979239
2023-01-25,16.60899653979239
2023-01-26,17.162629757785467
2023-01-27,15.50173010380623
2023-01-28,11.626297577854672
2023-01-29,17.716262975778548
2023-01-30,16.05536332179931
2023-01-31,16.60899653979239
2023-02-01,16.05536332179931
2023-02-02,19.377162629757787
2023-02-03,16.05536332179931
2023-02-04,13.287197231833911
2023-02-05,11.626297577854672
2023-02-06,15.50173010380623
2023-02-07,13.84083044982699
2023-02-08,11.072664359861593
2023-02-09,14.94809688581315
2023-02-10,14.39446366782007
2023-02-11,10.519031141868513
2023-02-12,9.411764705882353
2023-02-13,11.626297577854672
2023-02-14,13.84083044982699
2023-02-15,14.94809688581315
2023-02-16,23.806228373702425
2023-02-17,18.823529411764707
2023-02-18,13.84083044982699
2023-02-19,13.84083044982699
2023-02-20,17.162629757785467
2023-02-21,18.823529411764707
2023-02-22,13.84083044982699
2023-02-23,13.84083044982699
2023-02-24,13.287197231833911
2023-02-25,11.626297577854672
2023-02-26,12.179930795847753
2023-02-27,11.626297577854672
2023-02-28,10.519031141868513
2023-03-01,12.733564013840832
2023-03-02,10.519031141868513
2023-03-03,15.50173010380623
2023-03-04,11.072664359861593
2023-03-05,9.965397923875432
2023-03-06,12.733564013840832
2023-03-07,11.072664359861593
2023-03-08,11.626297577854672
2023-03-09,17.716262975778548
2023-03-10,22.145328719723185
2023-03-11,21.038062283737027
2023-03-12,18.823529411764707
2023-03-13,37.64705882352941
2023-03-14,38.200692041522494
2023-03-15,25.467128027681664
2023-03-16,19.377162629757787
2023-03-17,28.23529411764706
2023-03-18,25.467128027681664
2023-03-19,33.21799307958478
2023-03-20,37.64705882352941
2023-03-21,32.6643598615917
2023-03-22,35.98615916955018
2023-03-23,32.11072664359862
2023-03-24,26.02076124567474
2023-03-25,19.377162629757787
2023-03-26,19.377162629757787
2023-03-27,25.467128027681664
2023-03-28,20.484429065743946
2023-03-29,26.02076124567474
2023-03-30,23.806228373702425
2023-03-31,20.484429065743946
2023-04-01,17.716262975778548
2023-04-02,17.716262975778548
2023-04-03,19.930795847750865
2023-04-04,19.377162629757787
2023-04-05,20.484429065743946
2023-04-06,17.162629757785467
2023-04-07,16.60899653979239
2023-04-08,14.39446366782007
2023-04-09,13.84083044982699
2023-04-10,23.806228373702425
2023-04-11,39.86159169550173
2023-04-12,29.34256055363322
2023-04-13,27.128027681660903
2023-04-14,28.23529411764706
2023-04-15,18.823529411764707
2023-04-16,17.162629757785467
2023-04-17,21.591695501730104
2023-04-18,20.484429065743946
2023-04-19,20.484429065743946
2023-04-20,19.377162629757787
2023-04-21,18.823529411764707
2023-04-22,16.60899653979239
2023-04-23,16.05536332179931
2023-04-24,17.716262975778548
2023-04-25,17.716262975778548
2023-04-26,26.199877875025443
2023-04-27,20.354162426216163
2023-04-28,15.66456340321596
2023-04-29,13.238347242010992
2023-04-30,14.94809688581315
2023-05-01,20.077345817219623
2023-05-02,18.64441278241401
2023-05-03,19.360879299816816
2023-05-04,15.941380012212498
2023-05-05,16.65784652961531
2023-05-06,14.94809688581315
2023-05-07,14.94809688581315
2023-05-08,20.354162426216163
2023-05-09,16.65784652961531
2023-05-10,16.65784652961531
2023-05-11,15.66456340321596
2023-05-12,14.94809688581315
2023-05-13,13.238347242010992
2023-05-14,12.521880724608184
2023-05-15,15.224913494809691
2023-05-16,13.954813759413803
2023-05-17,13.954813759413803
2023-05-18,13.954813759413803
2023-05-19,13.238347242010992
2023-05-20,10.812131080806026
2023-05-21,11.251780989212296
2023-05-22,14.94809688581315
2023-05-23,13.238347242010992
2023-05-24,14.231630368410341
2023-05-25,12.521880724608184
2023-05-26,11.430897618562998
2023-05-27,8.792998168125383
2023-05-28,14.068797069000613
2023-05-29,15.82739670262569
2023-05-30,16.70669651943823
2023-05-31,13.189497252188074
2023-06-01,13.189497252188074
2023-06-02,12.310197435375537
2023-06-03,10.55159780175046
2023-06-04,10.55159780175046
2023-06-05,18.465296153063306
2023-06-06,22.861795237125996
2023-06-07,18.465296153063306
2023-06-08,14.948096885813152
2023-06-09,12.310197435375537
2023-06-10,18.465296153063306
2023-06-11,15.82739670262569
2023-06-12,16.70669651943823
2023-06-13,14.948096885813152
2023-06-14,14.068797069000613
2023-06-15,15.82739670262569
2023-06-16,14.948096885813152
2023-06-17,13.189497252188074
2023-06-18,11.430897618562998
2023-06-19,15.82739670262569
2023-06-20,19.344595969875844
2023-06-21,33.41339303887646
2023-06-22,24.620394870751074
2023-06-23,22.861795237125996
2023-06-24,18.465296153063306
2023-06-25,17.585996336250766
2023-06-26,21.10319560350092
2023-06-27,20.22389578668838
2023-06-28,16.70669651943823
2023-06-29,15.82739670262569
2023-06-30,20.22389578668838
2023-07-01,14.068797069000613
2023-07-02,14.068797069000613
2023-07-03,18.465296153063306
2023-07-04,17.585996336250766
2023-07-05,19.344595969875844
2023-07-06,20.22389578668838
2023-07-07,16.70669651943823
2023-07-08,12.310197435375537
2023-07-09,13.189497252188074
2023-07-10,16.70669651943823
2023-07-11,15.82739670262569
2023-07-12,16.70669651943823
2023-07-13,23.741095053938533
2023-07-14,24.620394870751074
2023-07-15,15.82739670262569
2023-07-16,14.068797069000613
2023-07-17,17.585996336250766
2023-07-18,18.465296153063306
2023-07-19,17.585996336250766
2023-07-20,14.948096885813152
2023-07-21,13.189497252188074
2023-07-22,10.55159780175046
2023-07-23,12.310197435375537
2023-07-24,16.70669651943823
2023-07-25,16.70669651943823
2023-07-26,13.189497252188074
2023-07-27,14.068797069000613
2023-07-28,13.189497252188074
2023-07-29,12.310197435375537
2023-07-30,10.55159780175046
2023-07-31,13.189497252188074
2023-08-01,14.948096885813152
2023-08-02,14.948096885813152
2023-08-03,14.068797069000613
2023-08-04,12.310197435375537
2023-08-05,10.55159780175046
2023-08-06,10.55159780175046
2023-08-07,14.068797069000613
2023-08-08,14.948096885813152
2023-08-09,14.068797069000613
2023-08-10,12.310197435375537
2023-08-11,11.430897618562998
2023-08-12,7.913698351312845
2023-08-13,9.672297984937922
2023-08-14,11.430897618562998
2023-08-15,14.068797069000613
2023-08-16,12.310197435375537
2023-08-17,19.344595969875844
2023-08-18,29.016893954813764
2023-08-19,17.585996336250766
2023-08-20,14.948096885813152
2023-08-21,17.585996336250766
2023-08-22,14.948096885813152
2023-08-23,16.70669651943823
2023-08-24,14.948096885813152
2023-08-25,13.189497252188074
2023-08-26,10.55159780175046
2023-08-27,10.55159780175046
2023-08-28,12.310197435375537
2023-08-29,21.10319560350092
2023-08-30,18.465296153063306
2023-08-31,14.068797069000613
2023-09-01,14.948096885813152
2023-09-02,10.55159780175046
2023-09-03,10.55159780175046
2023-09-04,11.430897618562998
2023-09-05,12.310197435375537
2023-09-06,12.310197435375537
2023-09-07,12.310197435375537
2023-09-08,11.430897618562998
2023-09-09,7.913698351312845
2023-09-10,9.672297984937922
2023-09-11,13.189497252188074
2023-09-12,14.948096885813152
2023-09-13,13.189497252188074
2023-09-14,12.310197435375537
2023-09-15,11.430897618562998
2023-09-16,8.792998168125383
2023-09-17,9.672297984937922
2023-09-18,14.068797069000613
2023-09-19,13.189497252188074
2023-09-20,12.310197435375537
2023-09-21,12.310197435375537
2023-09-22,11.430897618562998
2023-09-23,8.792998168125383
2023-09-24,9.672297984937922
2023-09-25,12.310197435375537
2023-09-26,9.672297984937922
2023-09-27,11.430897618562998
2023-09-28,12.310197435375537
2023-09-29,11.430897618562998
2023-09-30,10.55159780175046
2023-10-01,10.55159780175046
2023-10-02,17.585996336250766
2023-10-03,12.310197435375537
2023-10-04,12.310197435375537
2023-10-05,11.430897618562998
2023-10-06,9.672297984937922
2023-10-07,11.430897618562998
2023-10-08,11.430897618562998
2023-10-09,14.068797069000613
2023-10-10,11.430897618562998
2023-10-11,12.310197435375537
2023-10-12,11.430897618562998
2023-10-13,12.310197435375537
2023-10-14,10.55159780175046
2023-10-15,9.672297984937922
2023-10-16,20.22389578668838
2023-10-17,17.585996336250766
2023-10-18,12.310197435375537
2023-10-19,13.189497252188074
2023-10-20,18.465296153063306
2023-10-21,17.585996336250766
2023-10-22,15.82739670262569
2023-10-23,32.534093222063916
2023-10-24,59.79238754325261
2023-10-25,39.56849175656423
2023-10-26,30.77549358843884
2023-10-27,22.861795237125996
2023-10-28,19.344595969875844
2023-10-29,19.344595969875844
2023-10-30,23.741095053938533
2023-10-31,20.22389578668838
2023-11-01,20.22389578668838
2023-11-02,24.620394870751074
2023-11-03,21.10319560350092
2023-11-04,16.70669651943823
2023-11-05,17.585996336250766
2023-11-06,21.10319560350092
2023-11-07,20.22389578668838
2023-11-08,19.344595969875844
2023-11-09,36.93059230612661
2023-11-10,31.65479340525138
2023-11-11,21.10319560350092
2023-11-12,18.465296153063306
2023-11-13,20.22389578668838
2023-11-14,21.98249542031346
2023-11-15,24.620394870751074
2023-11-16,23.741095053938533
2023-11-17,19.344595969875844
2023-11-18,15.82739670262569
2023-11-19,14.948096885813152
2023-11-20,21.98249542031346
2023-11-21,22.861795237125996
2023-11-22,22.861795237125996
2023-11-23,18.465296153063306
2023-11-24,21.10319560350092
2023-11-25,19.344595969875844
2023-11-26,18.465296153063306
2023-11-27,20.22389578668838
2023-11-28,21.10319560350092
2023-11-29,19.344595969875844
2023-11-30,17.585996336250766
2023-12-01,21.98249542031346
2023-12-02,21.98249542031346
2023-12-03,27.25829432118869
2023-12-04,54.51658864237738
2023-12-05,53.63728882556484
2023-12-06,47.48219010787707
2023-12-07,36.93059230612661
2023-12-08,31.65479340525138
2023-12-09,28.137594138001226
2023-12-10,24.620394870751074
2023-12-11,36.05129248931407
2023-12-12,27.25829432118869
2023-12-13,29.016893954813764
2023-12-14,30.77549358843884
2023-12-15,24.620394870751074
2023-12-16,18.465296153063306
2023-12-17,19.344595969875844
2023-12-18,23.741095053938533
2023-12-19,25.49969468756361
2023-12-20,31.65479340525138
2023-12-21,27.25829432118869
2023-12-22,26.284373463366347
2023-12-23,21.99094372754648
2023-12-24,21.99094372754648
2023-12-25,22.954388684399877
2023-12-26,27.247818420219748
2023-12-27,26.284373463366347
2023-12-28,25.320928506512946
2023-12-29,24.881278598106675
2023-12-30,18.66095894858001
2023-12-31,20.064053813839678
2024-01-01,21.99094372754648
2024-01-02,44.94533241194635
2024-01-03,40.128107627679356
2024-01-04,34.43158302659982
2024-01-05,29.614358242332816
2024-01-06,21.99094372754648
2024-01-07,22.954388684399877
2024-01-08,43.01844249823955
2024-01-09,51.60530196987929
2024-01-10,71.2297058753127
2024-01-11,87.96377491018592
2024-01-12,52.129097018326426
2024-01-13,37.76156780556629
2024-01-14,28.211263377073145
2024-01-15,31.541248156039615
2024-01-16,31.541248156039615
2024-01-17,30.138153290779947
2024-01-18,27.247818420219748
2024-01-19,28.211263377073145
2024-01-20,20.064053813839678
2024-01-21,16.761441550308188
2024-01-22,29.332522713039328
2024-01-23,31.427702906827854
2024-01-24,26.189752422356545
2024-01-25,19.904211840990975
2024-01-26,21.999392034779497
2024-01-27,19.904211840990975
2024-01-28,17.80903164720245
2024-01-29,21.999392034779497
2024-01-30,20.951801937885236
2024-01-31,20.951801937885236
2024-02-01,17.80903164720245
2024-02-02,17.80903164720245
2024-02-03,13.618671259625403
2024-02-04,15.713851453413927
2024-02-05,16.761441550308188
2024-02-06,15.713851453413927
2024-02-07,16.761441550308188
2024-02-08,24.09457222856802
2024-02-09,30.38011280993359
2024-02-10,26.189752422356545
2024-02-11,25.14216232546228
2024-02-12,41.90360387577047
2024-02-13,39.80842368198195
2024-02-14,43.998784069558994
2024-02-15,42.95119397266473
2024-02-16,33.522883100616376
2024-02-17,26.189752422356545
2024-02-18,25.14216232546228
2024-02-19,31.427702906827854
2024-02-20,33.522883100616376
2024-02-21,26.189752422356545
2024-02-22,29.332522713039328
2024-02-23,21.999392034779497
2024-02-24,19.904211840990975
2024-02-25,18.85662174409671
2024-02-26,36.66565339129916
2024-02-27,60.76022561986718
2024-02-28,101.61623939874339
2024-02-29,82.75961765464668
2024-03-01,57.617455329184395
2024-03-02,40.85601377887621
2024-03-03,40.85601377887621
2024-03-04,97.42587901116634
2024-03-05,104.75900968942618
2024-03-06,81.71202755775242
2024-03-07,60.76022561986718
2024-03-08,67.04576620123275
2024-03-09,50.28432465092456
2024-03-10,57.617455329184395
2024-03-11,84.8547978484352
2024-03-12,67.04576620123275
2024-03-13,64.95058600744423
2024-03-14,59.71263552297292
2024-03-15,59.71263552297292
2024-03-16,43.998784069558994
2024-03-17,47.14155436024178
2024-03-18,49.2367345540303
2024-03-19,58.665045426078656
2024-03-20,57.617455329184395
2024-03-21,42.95119397266473
2024-03-22,35.6180632944049
2024-03-23,30.38011280993359
2024-03-24,30.38011280993359
2024-03-25,49.2367345540303
2024-03-26,45.046374166453255
2024-03-27,42.95119397266473
2024-03-28,39.80842368198195
2024-03-29,35.6180632944049
2024-03-30,28.284932616145067
2024-03-31,28.284932616145067
2024-04-01,37.71324348819342
2024-04-02,39.80842368198195
2024-04-03,33.522883100616376
2024-04-04,33.522883100616376
2024-04-05,31.427702906827854
2024-04-06,23.046982131673758
2024-04-07,25.14216232546228
2024-04-08,36.66565339129916
2024-04-09,33.522883100616376
2024-04-10,33.522883100616376
2024-04-11,29.332522713039328
2024-04-12,34.57047319751064
2024-04-13,43.998784069558994
2024-04-14,47.14155436024178
2024-04-15,43.998784069558994
2024-04-16,38.76083358508768
2024-04-17,37.71324348819342
2024-04-18,36.66565339129916
2024-04-19,46.093964263347516
2024-04-20,46.093964263347516
2024-04-21,30.38011280993359
2024-04-22,37.71324348819342
2024-04-23,33.522883100616376
2024-04-24,26.189752422356545
2024-04-25,30.38011280993359
2024-04-26,24.09457222856802
2024-04-27,20.951801937885236
2024-04-28,20.951801937885236
2024-04-29,26.189752422356545
2024-04-30,34.57047319751064
2024-05-01,42.95119397266473
2024-05-02,34.57047319751064
2024-05-03,30.38011280993359
2024-05-04,23.046982131673758
2024-05-05,23.046982131673758
2024-05-06,29.332522713039328
2024-05-07,23.046982131673758
2024-05-08,20.951801937885236
2024-05-09,21.999392034779497
2024-05-10,23.046982131673758
2024-05-11,19.904211840990975
2024-05-12,17.80903164720245
2024-05-13,24.09457222856802
2024-05-14,25.14216232546228
2024-05-15,28.284932616145067
2024-05-16,29.332522713039328
2024-05-17,26.189752422356545
2024-05-18,21.999392034779497
2024-05-19,20.951801937885236
2024-05-20,32.475293003722115
2024-05-21,42.95119397266473
2024-05-22,36.66565339129916
2024-05-23,30.38011280993359
2024-05-24,26.189752422356545
2024-05-25,19.904211840990975
2024-05-26,20.951801937885236
2024-05-27,24.09457222856802
2024-05-28,27.237342519250806
2024-05-29,21.999392034779497
2024-05-30,21.999392034779497
2024-05-31,20.951801937885236
2024-06-01,17.80903164720245
2024-06-02,17.80903164720245
2024-06-03,25.14216232546228
2024-06-04,29.332522713039328
2024-06-05,34.57047319751064
2024-06-06,31.427702906827854
2024-06-07,29.332522713039328
2024-06-08,20.951801937885236
2024-06-09,19.904211840990975
2024-06-10,25.14216232546228
2024-06-11,27.237342519250806
2024-06-12,28.284932616145067
2024-06-13,26.189752422356545
2024-06-14,24.09457222856802
2024-06-15,17.80903164720245
2024-06-16,17.80903164720245
2024-06-17,24.09457222856802
2024-06-18,26.189752422356545
2024-06-19,21.999392034779497
2024-06-20,20.951801937885236
2024-06-21,20.951801937885236
2024-06-22,16.761441550308188
2024-06-23,18.85662174409671
2024-06-24,32.475293003722115
2024-06-25,28.284932616145067
2024-06-26,23.046982131673758
2024-06-27,20.951801937885236
2024-06-28,23.046982131673758
2024-06-29,14.666261356519664
2024-06-30,17.80903164720245
2024-07-01,24.09457222856802
2024-07-02,20.951801937885236
2024-07-03,21.999392034779497
2024-07-04,29.332522713039328
2024-07-05,45.046374166453255
2024-07-06,27.237342519250806
2024-07-07,27.237342519250806
2024-07-08,33.522883100616376
2024-07-09,24.09457222856802
2024-07-10,25.14216232546228
2024-07-11,25.14216232546228
2024-07-12,20.951801937885236
2024-07-13,19.904211840990975
2024-07-14,24.09457222856802
2024-07-15,34.57047319751064
2024-07-16,32.475293003722115
2024-07-17,31.427702906827854
2024-07-18,25.14216232546228
2024-07-19,27.237342519250806
2024-07-20,25.14216232546228
2024-07-21,27.237342519250806
2024-07-22,33.522883100616376
2024-07-23,25.14216232546228
2024-07-24,25.14216232546228
2024-07-25,26.189752422356545
2024-07-26,26.189752422356545
2024-07-27,33.522883100616376
2024-07-28,30.38011280993359
2024-07-29,37.71324348819342
2024-07-30,28.284932616145067
2024-07-31,23.046982131673758
2024-08-01,25.14216232546228
2024-08-02,27.237342519250806
2024-08-03,24.09457222856802
2024-08-04,30.38011280993359
2024-08-05,102.66382949563766
2024-08-06,46.093964263347516
2024-08-07,35.6180632944049
2024-08-08,34.57047319751064
2024-08-09,32.475293003722115
2024-08-10,21.999392034779497
2024-08-11,25.14216232546228
2024-08-12,29.332522713039328
2024-08-13,26.189752422356545
2024-08-14,25.14216232546228
2024-08-15,24.09457222856802
2024-08-16,24.09457222856802
2024-08-17,18.85662174409671
2024-08-18,19.811777420676776
2024-08-19,22.091826455093695
2024-08-20,26.03569505516621
2024-08-21,23.231850972302155
2024-08-22,22.091826455093695
2024-08-23,25.51190000671908
2024-08-24,27.791949041136004
2024-08-25,23.231850972302155
2024-08-26,24.89567053795775
2024-08-27,24.371875489510618
2024-08-28,26.03569505516621
2024-08-29,23.231850972302155
2024-08-30,20.951801937885236
2024-08-31,13.587859786187337
2024-09-01,18.67175290346831
2024-09-02,19.811777420676776
2024-09-03,22.091826455093695
2024-09-04,24.89567053795775
2024-09-05,20.951801937885236
2024-09-06,24.371875489510618
2024-09-07,19.811777420676776
2024-09-08,18.147957855021183
2024-09-09,23.231850972302155
2024-09-10,20.428006889438105
2024-09-11,22.091826455093695
2024-09-12,20.951801937885236
2024-09-13,22.091826455093695
2024-09-14,18.67175290346831
2024-09-15,16.39170386905139
2024-09-16,18.67175290346831
2024-09-17,22.184260875407897
2024-09-18,23.416719812930555
2024-09-19,32.043932375589186
2024-09-20,27.11409662549854
2024-09-21,20.951801937885236
2024-09-22,18.486884062839913
