Time,scott_hall
2024-01-14,10.854460093896714
2024-01-15,7.943661971830986
2024-01-16,12.309859154929578
2024-01-17,13.76525821596244
2024-01-18,11.52112676056338
2024-01-19,12.309859154929578
2024-01-20,12.976525821596244
2024-01-21,11.042253521126762
2024-01-22,12.619718309859156
2024-01-23,14.19718309859155
2024-01-24,18.929577464788736
2024-01-25,9.464788732394368
2024-01-26,12.619718309859156
2024-01-27,14.19718309859155
2024-01-28,12.619718309859156
2024-01-29,14.19718309859155
2024-01-30,9.464788732394368
2024-01-31,9.464788732394368
2024-02-01,11.042253521126762
2024-02-02,11.042253521126762
2024-02-03,11.042253521126762
2024-02-04,14.19718309859155
2024-02-05,11.042253521126762
2024-02-06,12.619718309859156
2024-02-07,11.042253521126762
2024-02-08,9.464788732394368
2024-02-09,9.464788732394368
2024-02-10,12.619718309859156
2024-02-11,11.042253521126762
2024-02-12,9.464788732394368
2024-02-13,12.619718309859156
2024-02-14,9.464788732394368
2024-02-15,11.042253521126762
2024-02-16,11.042253521126762
2024-02-17,9.464788732394368
2024-02-18,12.619718309859156
2024-02-19,34.70422535211268
2024-02-20,14.19718309859155
2024-02-21,15.774647887323944
2024-02-22,11.042253521126762
2024-02-23,11.042253521126762
2024-02-24,23.661971830985916
2024-02-25,22.084507042253524
2024-02-26,12.619718309859156
2024-02-27,12.619718309859156
2024-02-28,12.619718309859156
2024-02-29,9.464788732394368
2024-03-01,12.619718309859156
2024-03-02,17.35211267605634
2024-03-03,12.619718309859156
2024-03-04,17.35211267605634
2024-03-05,23.661971830985916
2024-03-06,23.661971830985916
2024-03-07,18.929577464788736
2024-03-08,23.661971830985916
2024-03-09,23.661971830985916
2024-03-10,41.014084507042256
2024-03-11,157.74647887323945
2024-03-12,34.70422535211268
2024-03-13,22.084507042253524
2024-03-14,33.12676056338029
2024-03-15,31.549295774647888
2024-03-16,29.971830985915496
2024-03-17,80.45070422535211
2024-03-18,33.12676056338029
2024-03-19,20.507042253521128
2024-03-20,18.929577464788736
2024-03-21,12.619718309859156
2024-03-22,17.35211267605634
2024-03-23,23.661971830985916
2024-03-24,17.35211267605634
2024-03-25,17.35211267605634
2024-03-26,22.084507042253524
2024-03-27,15.774647887323944
2024-03-28,12.619718309859156
2024-03-29,12.619718309859156
2024-03-30,12.619718309859156
2024-03-31,11.042253521126762
2024-04-01,14.19718309859155
2024-04-02,11.042253521126762
2024-04-03,7.887323943661972
2024-04-04,15.774647887323944
2024-04-05,14.19718309859155
2024-04-06,14.19718309859155
2024-04-07,9.464788732394368
2024-04-08,12.619718309859156
2024-04-09,14.19718309859155
2024-04-10,11.042253521126762
2024-04-11,11.042253521126762
2024-04-12,12.619718309859156
2024-04-13,15.774647887323944
2024-04-14,9.464788732394368
2024-04-15,33.12676056338029
2024-04-16,18.929577464788736
2024-04-17,14.19718309859155
2024-04-18,14.19718309859155
2024-04-19,9.464788732394368
2024-04-20,12.619718309859156
2024-04-21,50.47887323943662
2024-04-22,15.774647887323944
2024-04-23,12.619718309859156
2024-04-24,12.619718309859156
2024-04-25,9.464788732394368
2024-04-26,17.35211267605634
2024-04-27,17.35211267605634
2024-04-28,17.35211267605634
2024-04-29,14.19718309859155
2024-04-30,11.042253521126762
2024-05-01,17.35211267605634
2024-05-02,14.19718309859155
2024-05-03,9.464788732394368
2024-05-04,11.042253521126762
2024-05-05,12.619718309859156
2024-05-06,14.19718309859155
2024-05-07,12.619718309859156
2024-05-08,12.619718309859156
2024-05-09,11.042253521126762
2024-05-10,11.042253521126762
2024-05-11,14.19718309859155
2024-05-12,6.309859154929578
2024-05-13,12.619718309859156
2024-05-14,7.887323943661972
2024-05-15,9.464788732394368
2024-05-16,9.464788732394368
2024-05-17,12.619718309859156
2024-05-18,11.042253521126762
2024-05-19,9.464788732394368
2024-05-20,12.619718309859156
2024-05-21,11.042253521126762
2024-05-22,12.619718309859156
2024-05-23,9.464788732394368
2024-05-24,15.774647887323944
2024-05-25,11.042253521126762
2024-05-26,9.464788732394368
2024-05-27,11.042253521126762
2024-05-28,14.19718309859155
2024-05-29,15.774647887323944
2024-05-30,12.619718309859156
2024-05-31,11.042253521126762
2024-06-01,7.887323943661972
2024-06-02,11.042253521126762
2024-06-03,14.19718309859155
2024-06-04,11.042253521126762
2024-06-05,9.464788732394368
2024-06-06,12.619718309859156
2024-06-07,12.619718309859156
2024-06-08,6.309859154929578
2024-06-09,14.19718309859155
2024-06-10,15.774647887323944
2024-06-11,12.619718309859156
2024-06-12,12.619718309859156
2024-06-13,15.774647887323944
2024-06-14,9.464788732394368
2024-06-15,14.19718309859155
2024-06-16,12.619718309859156
2024-06-17,9.464788732394368
2024-06-18,9.464788732394368
2024-06-19,14.19718309859155
2024-06-20,15.774647887323944
2024-06-21,11.042253521126762
2024-06-22,12.619718309859156
2024-06-23,14.19718309859155
2024-06-24,7.887323943661972
2024-06-25,11.042253521126762
2024-06-26,11.042253521126762
2024-06-27,11.042253521126762
2024-06-28,11.042253521126762
2024-06-29,15.774647887323944
2024-06-30,9.464788732394368
2024-07-01,11.042253521126762
2024-07-02,11.042253521126762
2024-07-03,9.464788732394368
2024-07-04,11.042253521126762
2024-07-05,11.042253521126762
2024-07-06,11.042253521126762
2024-07-07,7.887323943661972
2024-07-08,11.042253521126762
2024-07-09,11.042253521126762
2024-07-10,12.619718309859156
2024-07-11,14.19718309859155
2024-07-12,11.042253521126762
2024-07-13,9.464788732394368
2024-07-14,9.464788732394368
2024-07-15,12.619718309859156
2024-07-16,17.35211267605634
2024-07-17,15.774647887323944
2024-07-18,11.042253521126762
2024-07-19,14.19718309859155
2024-07-20,14.19718309859155
2024-07-21,11.042253521126762
2024-07-22,12.619718309859156
2024-07-23,11.042253521126762
2024-07-24,11.042253521126762
2024-07-25,12.619718309859156
2024-07-26,7.887323943661972
2024-07-27,6.309859154929578
2024-07-28,14.19718309859155
2024-07-29,12.619718309859156
2024-07-30,12.619718309859156
2024-07-31,9.464788732394368
2024-08-01,12.619718309859156
2024-08-02,9.464788732394368
2024-08-03,11.042253521126762
2024-08-04,14.19718309859155
2024-08-05,9.464788732394368
2024-08-06,11.042253521126762
2024-08-07,9.464788732394368
2024-08-08,11.042253521126762
2024-08-09,11.042253521126762
2024-08-10,14.19718309859155
2024-08-11,9.464788732394368
2024-08-12,12.619718309859156
2024-08-13,11.042253521126762
2024-08-14,11.042253521126762
2024-08-15,14.19718309859155
2024-08-16,12.619718309859156
2024-08-17,14.19718309859155
2024-08-18,12.224778071632123
2024-08-19,8.058388174754494
2024-08-20,12.739118846997561
2024-08-21,14.299362404411916
2024-08-22,9.49004653832749
2024-08-23,9.49004653832749
2024-08-24,13.656436435205118
2024-08-25,9.104290956803412
2024-08-26,9.49004653832749
2024-08-27,10.793119708059127
2024-08-28,12.096192877790763
2024-08-29,12.610533653156201
2024-08-30,12.224778071632123
2024-08-31,10.535949320376407
2024-09-01,10.921704901900487
2024-09-02,11.050290095741847
2024-09-03,9.61863173216885
2024-09-04,10.921704901900487
2024-09-05,10.535949320376407
2024-09-06,9.61863173216885
2024-09-07,9.49004653832749
2024-09-08,7.929802980913136
2024-09-09,12.610533653156201
2024-09-10,9.49004653832749
2024-09-11,8.058388174754494
2024-09-12,6.369559423498781
2024-09-13,12.610533653156201
2024-09-14,7.801217787071776
2024-09-15,4.937901059925785
2024-09-16,7.801217787071776
2024-09-17,9.258133956577895
2024-09-18,9.515304344260615
2024-09-19,10.029645119626053
2024-09-20,5.914918916702544
2024-09-21,8.229452405847018
2024-09-22,12.344178608770527
2024-09-23,8.743793181212457
2024-09-24,9.515304344260615
2024-09-25,6.686430079750703
2024-09-26,11.57266744572237
2024-09-27,13.887200934866843
2024-09-28,14.91588248559772
2024-09-29,12.087008221087808
2024-09-30,13.372860159501405
2024-10-01,14.658712097915002
2024-10-02,12.344178608770527
2024-10-03,10.801156282674212
2024-10-04,14.401541710232282
2024-10-05,13.115689771818685
2024-10-06,12.858519384135967
2024-10-07,10.029645119626053
2024-10-08,11.57266744572237
2024-10-09,9.000963568895177
2024-10-10,11.31549705803965
2024-10-11,10.286815507308773
2024-10-12,10.286815507308773
2024-10-13,10.286815507308773
2024-10-14,5.143407753654387
2024-10-15,10.286815507308773
2024-10-16,10.801156282674212
2024-10-17,9.515304344260615
2024-10-18,10.029645119626053
2024-10-19,10.029645119626053
2024-10-20,13.372860159501405
2024-10-21,16.201734424011317
2024-10-22,10.029645119626053
2024-10-23,10.801156282674212
2024-10-24,15.17305287328044
2024-10-25,11.058326670356932
2024-10-26,9.772474731943335
2024-10-27,6.686430079750703
2024-10-28,10.286815507308773
2024-10-29,9.258133956577895
2024-10-30,13.372860159501405
2024-10-31,8.229452405847018
2024-11-01,12.858519384135967
2024-11-02,12.344178608770527
2024-11-03,8.743793181212457
2024-11-04,9.258133956577895
2024-11-05,9.258133956577895
2024-11-06,6.172089304385263
2024-11-07,8.743793181212457
2024-11-08,6.943600467433422
2024-11-09,12.344178608770527
2024-11-10,7.200770855116141
2024-11-11,9.772474731943335
2024-11-12,8.743793181212457
2024-11-13,8.486622793529738
2024-11-14,9.258133956577895
2024-11-15,12.344178608770527
2024-11-16,5.914918916702544
2024-11-17,9.772474731943335
2024-11-18,7.200770855116141
2024-11-19,11.058326670356932
2024-11-20,8.486622793529738
2024-11-21,9.258133956577895
2024-11-22,11.31549705803965
2024-11-23,9.000963568895177
2024-11-24,8.743793181212457
2024-11-25,10.543985894991492
2024-11-26,5.143407753654387
2024-11-27,8.229452405847018
2024-11-28,0.0
2024-11-29,4.371896590606228
2024-11-30,6.429259692067983
2024-12-01,11.57266744572237
2024-12-02,10.543985894991492
2024-12-03,5.143407753654387
2024-12-04,11.829837833405088
2024-12-05,9.258133956577895
2024-12-06,11.829837833405088
2024-12-07,8.486622793529738
2024-12-08,10.543985894991492
2024-12-09,6.686430079750703
2024-12-10,8.486622793529738
2024-12-11,9.258133956577895
2024-12-12,6.686430079750703
2024-12-13,7.200770855116141
2024-12-14,7.71511163048158
2024-12-15,11.57266744572237
2024-12-16,8.743793181212457
2024-12-17,8.229452405847018
