Time,tmz
2023-08-10,53.26803118908382
2023-08-11,49.370370370370374
2023-08-12,41.57504873294347
2023-08-13,41.57504873294347
2023-08-14,45.47270955165692
2023-08-15,44.17348927875244
2023-08-16,45.47270955165692
2023-08-17,48.07115009746589
2023-08-18,44.17348927875244
2023-08-19,45.47270955165692
2023-08-20,44.17348927875244
2023-08-21,46.771929824561404
2023-08-22,48.07115009746589
2023-08-23,50.66959064327486
2023-08-24,44.17348927875244
2023-08-25,44.17348927875244
2023-08-26,45.47270955165692
2023-08-27,45.47270955165692
2023-08-28,41.57504873294347
2023-08-29,44.17348927875244
2023-08-30,42.87426900584796
2023-08-31,41.57504873294347
2023-09-01,41.57504873294347
2023-09-02,50.66959064327486
2023-09-03,46.771929824561404
2023-09-04,53.26803118908382
2023-09-05,46.771929824561404
2023-09-06,46.771929824561404
2023-09-07,49.370370370370374
2023-09-08,44.17348927875244
2023-09-09,40.27582846003899
2023-09-10,38.9766081871345
2023-09-11,42.87426900584796
2023-09-12,42.87426900584796
2023-09-13,49.370370370370374
2023-09-14,40.27582846003899
2023-09-15,44.17348927875244
2023-09-16,42.87426900584796
2023-09-17,44.17348927875244
2023-09-18,44.17348927875244
2023-09-19,45.47270955165692
2023-09-20,44.17348927875244
2023-09-21,44.17348927875244
2023-09-22,42.87426900584796
2023-09-23,45.47270955165692
2023-09-24,50.66959064327486
2023-09-25,48.07115009746589
2023-09-26,48.07115009746589
2023-09-27,44.17348927875244
2023-09-28,49.370370370370374
2023-09-29,46.771929824561404
2023-09-30,44.17348927875244
2023-10-01,48.07115009746589
2023-10-02,46.771929824561404
2023-10-03,45.47270955165692
2023-10-04,44.17348927875244
2023-10-05,42.87426900584796
2023-10-06,41.57504873294347
2023-10-07,38.9766081871345
2023-10-08,41.57504873294347
2023-10-09,41.57504873294347
2023-10-10,42.87426900584796
2023-10-11,45.47270955165692
2023-10-12,46.771929824561404
2023-10-13,41.57504873294347
2023-10-14,42.87426900584796
2023-10-15,50.66959064327486
2023-10-16,44.17348927875244
2023-10-17,45.47270955165692
2023-10-18,44.17348927875244
2023-10-19,45.47270955165692
2023-10-20,42.87426900584796
2023-10-21,40.27582846003899
2023-10-22,40.27582846003899
2023-10-23,42.87426900584796
2023-10-24,44.17348927875244
2023-10-25,44.17348927875244
2023-10-26,42.87426900584796
2023-10-27,42.87426900584796
2023-10-28,41.57504873294347
2023-10-29,129.92202729044834
2023-10-30,54.567251461988306
2023-10-31,48.07115009746589
2023-11-01,63.66179337231969
2023-11-02,49.370370370370374
2023-11-03,44.17348927875244
2023-11-04,46.771929824561404
2023-11-05,42.87426900584796
2023-11-06,40.27582846003899
2023-11-07,49.370370370370374
2023-11-08,42.87426900584796
2023-11-09,45.47270955165692
2023-11-10,45.47270955165692
2023-11-11,42.87426900584796
2023-11-12,42.87426900584796
2023-11-13,44.17348927875244
2023-11-14,42.87426900584796
2023-11-15,42.87426900584796
2023-11-16,45.47270955165692
2023-11-17,48.07115009746589
2023-11-18,45.47270955165692
2023-11-19,40.27582846003899
2023-11-20,44.17348927875244
2023-11-21,41.57504873294347
2023-11-22,42.87426900584796
2023-11-23,38.9766081871345
2023-11-24,41.57504873294347
2023-11-25,41.57504873294347
2023-11-26,41.57504873294347
2023-11-27,40.27582846003899
2023-11-28,40.27582846003899
2023-11-29,42.87426900584796
2023-11-30,41.57504873294347
2023-12-01,38.9766081871345
2023-12-02,36.37816764132554
2023-12-03,37.677387914230025
2023-12-04,38.9766081871345
2023-12-05,41.57504873294347
2023-12-06,42.87426900584796
2023-12-07,40.27582846003899
2023-12-08,41.57504873294347
2023-12-09,41.57504873294347
2023-12-10,48.07115009746589
2023-12-11,44.17348927875244
2023-12-12,42.87426900584796
2023-12-13,48.07115009746589
2023-12-14,41.57504873294347
2023-12-15,42.87426900584796
2023-12-16,41.57504873294347
2023-12-17,38.9766081871345
2023-12-18,41.57504873294347
2023-12-19,41.57504873294347
2023-12-20,44.17348927875244
2023-12-21,44.17348927875244
2023-12-22,42.87426900584796
2023-12-23,40.26257111031548
2023-12-24,46.573069578708676
2023-12-25,40.26257111031548
2023-12-26,45.485966901380436
2023-12-27,45.485966901380436
2023-12-28,43.31176154672396
2023-12-29,43.961371683176196
2023-12-30,41.78716632851972
2023-12-31,39.17546843298723
2024-01-01,45.92345944225643
2024-01-02,44.3988642240522
2024-01-03,42.87426900584796
2024-01-04,43.961371683176196
2024-01-05,44.3988642240522
2024-01-06,43.31176154672396
2024-01-07,40.26257111031548
2024-01-08,50.7093626924454
2024-01-09,43.961371683176196
2024-01-10,43.961371683176196
2024-01-11,41.78716632851972
2024-01-12,40.26257111031548
2024-01-13,40.26257111031548
2024-01-14,41.78716632851972
2024-01-15,38.73797589211123
2024-01-16,40.26257111031548
2024-01-17,42.87426900584796
2024-01-18,39.17546843298723
2024-01-19,42.87426900584796
2024-01-20,42.87426900584796
2024-01-21,40.24931376059196
2024-01-22,41.124298842343954
2024-01-23,38.49934359708796
2024-01-24,40.24931376059196
2024-01-25,40.24931376059196
2024-01-26,36.74937343358396
2024-01-27,34.124418188327965
2024-01-28,34.124418188327965
2024-01-29,35.87438835183196
2024-01-30,36.74937343358396
2024-01-31,35.87438835183196
2024-02-01,33.249433106575964
2024-02-02,36.74937343358396
2024-02-03,30.624477861319967
2024-02-04,30.624477861319967
2024-02-05,37.62435851533596
2024-02-06,38.49934359708796
2024-02-07,35.87438835183196
2024-02-08,37.62435851533596
2024-02-09,34.124418188327965
2024-02-10,32.37444802482396
2024-02-11,36.74937343358396
2024-02-12,38.49934359708796
2024-02-13,37.62435851533596
2024-02-14,37.62435851533596
2024-02-15,39.37432867883996
2024-02-16,34.999403270079966
2024-02-17,33.249433106575964
2024-02-18,31.49946294307197
2024-02-19,53.374089986871944
2024-02-20,50.74913474161595
2024-02-21,41.124298842343954
2024-02-22,34.124418188327965
2024-02-23,33.249433106575964
2024-02-24,31.49946294307197
2024-02-25,31.49946294307197
2024-02-26,33.249433106575964
2024-02-27,36.74937343358396
2024-02-28,34.999403270079966
2024-02-29,34.999403270079966
2024-03-01,33.249433106575964
2024-03-02,31.49946294307197
2024-03-03,31.49946294307197
2024-03-04,37.62435851533596
2024-03-05,40.24931376059196
2024-03-06,41.999283924095955
2024-03-07,38.49934359708796
2024-03-08,34.999403270079966
2024-03-09,31.49946294307197
2024-03-10,33.249433106575964
2024-03-11,39.37432867883996
2024-03-12,36.74937343358396
2024-03-13,36.74937343358396
2024-03-14,35.87438835183196
2024-03-15,35.87438835183196
2024-03-16,33.249433106575964
2024-03-17,33.249433106575964
2024-03-18,39.37432867883996
2024-03-19,46.37420933285595
2024-03-20,42.87426900584796
2024-03-21,36.74937343358396
2024-03-22,48.12417949635995
2024-03-23,35.87438835183196
2024-03-24,33.249433106575964
2024-03-25,44.62423916935195
2024-03-26,65.62388113139993
2024-03-27,53.374089986871944
2024-03-28,52.49910490511994
2024-03-29,42.87426900584796
2024-03-30,42.87426900584796
2024-03-31,59.49898555913594
2024-04-01,57.749015395631936
2024-04-02,44.62423916935195
2024-04-03,37.62435851533596
2024-04-04,36.74937343358396
2024-04-05,37.62435851533596
2024-04-06,34.124418188327965
2024-04-07,31.49946294307197
2024-04-08,34.124418188327965
2024-04-09,37.62435851533596
2024-04-10,37.62435851533596
2024-04-11,48.12417949635995
2024-04-12,37.62435851533596
2024-04-13,32.37444802482396
2024-04-14,32.37444802482396
2024-04-15,37.62435851533596
2024-04-16,36.74937343358396
2024-04-17,38.49934359708796
2024-04-18,38.49934359708796
2024-04-19,38.49934359708796
2024-04-20,33.249433106575964
2024-04-21,33.249433106575964
2024-04-22,35.87438835183196
2024-04-23,36.74937343358396
2024-04-24,36.74937343358396
2024-04-25,34.999403270079966
2024-04-26,33.249433106575964
2024-04-27,31.49946294307197
2024-04-28,32.37444802482396
2024-04-29,34.124418188327965
2024-04-30,35.87438835183196
2024-05-01,33.249433106575964
2024-05-02,32.37444802482396
2024-05-03,33.249433106575964
2024-05-04,31.49946294307197
2024-05-05,35.87438835183196
2024-05-06,36.74937343358396
2024-05-07,34.124418188327965
2024-05-08,32.37444802482396
2024-05-09,35.87438835183196
2024-05-10,35.87438835183196
2024-05-11,34.124418188327965
2024-05-12,29.74949277956797
2024-05-13,33.249433106575964
2024-05-14,34.124418188327965
2024-05-15,34.999403270079966
2024-05-16,35.87438835183196
2024-05-17,44.62423916935195
2024-05-18,44.62423916935195
2024-05-19,38.49934359708796
2024-05-20,38.49934359708796
2024-05-21,40.24931376059196
2024-05-22,41.124298842343954
2024-05-23,39.37432867883996
2024-05-24,39.37432867883996
2024-05-25,39.37432867883996
2024-05-26,39.37432867883996
2024-05-27,39.37432867883996
2024-05-28,38.49934359708796
2024-05-29,39.37432867883996
2024-05-30,41.999283924095955
2024-05-31,40.24931376059196
2024-06-01,35.87438835183196
2024-06-02,36.74937343358396
2024-06-03,37.62435851533596
2024-06-04,34.999403270079966
2024-06-05,35.87438835183196
2024-06-06,34.999403270079966
2024-06-07,34.124418188327965
2024-06-08,31.49946294307197
2024-06-09,34.999403270079966
2024-06-10,37.62435851533596
2024-06-11,40.24931376059196
2024-06-12,37.62435851533596
2024-06-13,35.87438835183196
2024-06-14,35.87438835183196
2024-06-15,32.37444802482396
2024-06-16,32.37444802482396
2024-06-17,36.74937343358396
2024-06-18,42.87426900584796
2024-06-19,41.999283924095955
2024-06-20,38.49934359708796
2024-06-21,37.62435851533596
2024-06-22,37.62435851533596
2024-06-23,33.249433106575964
2024-06-24,36.74937343358396
2024-06-25,36.74937343358396
2024-06-26,34.124418188327965
2024-06-27,36.74937343358396
2024-06-28,35.87438835183196
2024-06-29,32.37444802482396
2024-06-30,31.49946294307197
2024-07-01,34.124418188327965
2024-07-02,34.124418188327965
2024-07-03,34.999403270079966
2024-07-04,33.249433106575964
2024-07-05,32.37444802482396
2024-07-06,32.37444802482396
2024-07-07,31.49946294307197
2024-07-08,34.999403270079966
2024-07-09,35.87438835183196
2024-07-10,39.37432867883996
2024-07-11,36.74937343358396
2024-07-12,36.74937343358396
2024-07-13,43.74925408759995
2024-07-14,87.4985081751999
2024-07-15,52.49910490511994
2024-07-16,42.87426900584796
2024-07-17,40.24931376059196
2024-07-18,41.124298842343954
2024-07-19,40.24931376059196
2024-07-20,34.124418188327965
2024-07-21,37.62435851533596
2024-07-22,39.37432867883996
2024-07-23,39.37432867883996
2024-07-24,42.87426900584796
2024-07-25,41.999283924095955
2024-07-26,37.62435851533596
2024-07-27,34.124418188327965
2024-07-28,32.37444802482396
2024-07-29,35.87438835183196
2024-07-30,35.87438835183196
2024-07-31,35.87438835183196
2024-08-01,37.62435851533596
2024-08-02,34.124418188327965
2024-08-03,31.49946294307197
2024-08-04,33.249433106575964
2024-08-05,35.87438835183196
2024-08-06,34.124418188327965
2024-08-07,39.37432867883996
2024-08-08,34.124418188327965
2024-08-09,35.87438835183196
2024-08-10,29.74949277956797
2024-08-11,31.49946294307197
2024-08-12,34.999403270079966
2024-08-13,35.87438835183196
2024-08-14,36.74937343358396
2024-08-15,39.37432867883996
2024-08-16,34.999403270079966
2024-08-17,32.37444802482396
2024-08-18,30.804621848739497
2024-08-19,32.117099471367496
2024-08-20,36.965546218487404
2024-08-21,38.2780238411154
2024-08-22,35.6530685958594
2024-08-23,50.5998725806112
2024-08-24,32.117099471367496
2024-08-25,35.6530685958594
2024-08-26,36.965546218487404
2024-08-27,36.528053677611396
2024-08-28,32.117099471367496
2024-08-29,35.6530685958594
2024-08-30,37.4030387593634
2024-08-31,36.0905611367354
2024-09-01,35.6530685958594
2024-09-02,30.804621848739497
2024-09-03,31.242114389615498
2024-09-04,32.554592012243496
2024-09-05,44.4389482108633
2024-09-06,35.6530685958594
2024-09-07,31.679606930491495
2024-09-08,30.804621848739497
2024-09-09,36.528053677611396
2024-09-10,36.965546218487404
2024-09-11,37.4030387593634
2024-09-12,36.0905611367354
2024-09-13,32.117099471367496
2024-09-14,31.242114389615498
2024-09-15,31.679606930491495
2024-09-16,37.4030387593634
2024-09-17,61.969531672318055
2024-09-18,49.57562533785445
2024-09-19,37.18171900339084
2024-09-20,43.37867217062264
2024-09-21,37.18171900339084
2024-09-22,37.18171900339084
2024-09-23,37.18171900339084
2024-09-24,37.18171900339084
2024-09-25,37.18171900339084
2024-09-26,37.18171900339084
2024-09-27,37.18171900339084
2024-09-28,37.18171900339084
2024-09-29,37.18171900339084
