Time,presidential_results
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,0.0
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,0.0
2024-12-01,0.0
2024-12-02,0.0
2024-12-03,0.0
2024-12-04,0.0
2024-12-05,0.0
2024-12-06,0.0
2024-12-07,0.0
2024-12-08,0.0
2024-12-09,0.0
2024-12-10,0.0
2024-12-11,0.0
2024-12-12,0.0
2024-12-13,0.0
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,0.0
2024-12-17,0.0
2024-12-18,0.0
2024-12-19,0.0
2024-12-20,0.0
2024-12-21,0.0
2024-12-22,0.0
2024-12-23,0.0
2024-12-24,0.0
2024-12-25,0.0
2024-12-26,0.0
2024-12-27,0.0
2024-12-28,0.0
2024-12-29,0.0
2024-12-30,0.0
2024-12-31,0.0
2025-01-01,0.0
2025-01-02,0.0
2025-01-03,0.0
2025-01-04,0.0
2025-01-05,0.0
2025-01-06,0.0
2025-01-07,0.0
2025-01-08,0.0
2025-01-09,0.0
2025-01-10,0.0
2025-01-11,0.0
2025-01-12,0.0
2025-01-13,0.0
2025-01-14,0.0
2025-01-15,0.0
2025-01-16,0.0
2025-01-17,0.0
2025-01-18,0.0
2025-01-19,0.0
2025-01-20,0.0
2025-01-21,0.0
2025-01-22,0.0
2025-01-23,0.0
2025-01-24,0.0
2025-01-25,0.0
2025-01-26,0.0
2025-01-27,0.0
2025-01-28,0.0
2025-01-29,0.0
2025-01-30,0.0
2025-01-31,0.0
2025-02-01,0.0
2025-02-02,0.0
2025-02-03,0.0
2025-02-04,0.0
2025-02-05,0.0
2025-02-06,0.0
2025-02-07,0.0
2025-02-08,0.0
2025-02-09,0.0
2025-02-10,0.0
2025-02-11,0.0
2025-02-12,0.0
2025-02-13,0.0
2025-02-14,0.0
2025-02-15,0.0
2025-02-16,0.0
2025-02-17,0.0
2025-02-18,0.0
2025-02-19,0.0
2025-02-20,0.0
2025-02-21,0.0
2025-02-22,0.0
2025-02-23,0.0
2025-02-24,0.0
2025-02-25,0.0
2025-02-26,0.0
2025-02-27,0.0
2025-02-28,0.0
2025-03-01,0.0
2025-03-02,0.0
2025-03-03,0.0
2025-03-04,0.0
2025-03-05,0.0
2025-03-06,0.0
2025-03-07,0.0
2025-03-08,0.0
2025-03-09,0.0
2025-03-10,0.0
2025-03-11,0.0
2025-03-12,0.0
2025-03-13,0.0
2025-03-14,0.0
2025-03-15,0.0
2025-03-16,0.0
2025-03-17,0.0
2025-03-18,0.0
2025-03-19,0.0
2025-03-20,0.0
2025-03-21,0.0
2025-03-22,0.0
2025-03-23,0.0
2025-03-24,0.0
2025-03-25,0.0
2025-03-26,0.0
2025-03-27,0.0
2025-03-28,0.0
2025-03-29,0.0
2025-03-30,0.0
2025-03-31,0.0
2025-04-01,0.0
2025-04-02,0.0
2025-04-03,0.0
2025-04-04,0.0
2025-04-05,0.0
2025-04-06,0.0
2025-04-07,0.0
2025-04-08,0.0
2025-04-09,0.0
2025-04-10,0.0
2025-04-11,0.0
2025-04-12,0.0
2025-04-13,0.0
2025-04-14,0.0
2025-04-15,5.0
2025-04-16,4.5
2025-04-17,5.5
2025-04-18,5.5
2025-04-19,4.0
2025-04-20,3.5
2025-04-21,4.5
2025-04-22,5.0
2025-04-23,6.0
2025-04-24,4.5
2025-04-25,5.0
2025-04-26,3.0
2025-04-27,2.5
2025-04-28,4.5
2025-04-29,6.5
2025-04-30,4.5
2025-05-01,4.0
2025-05-02,5.0
2025-05-03,4.5
2025-05-04,5.0
2025-05-05,4.0
2025-05-06,5.0
2025-05-07,5.5
2025-05-08,4.5
2025-05-09,3.5
2025-05-10,3.0
2025-05-11,4.0
2025-05-12,3.5
2025-05-13,3.5
2025-05-14,4.0
2025-05-15,9.0
2025-05-16,10.0
2025-05-17,6.0
2025-05-18,10.0
2025-05-19,10.0
2025-05-20,8.0
2025-05-21,8.0
2025-05-22,8.0
2025-05-23,7.0
2025-05-24,9.0
2025-05-25,6.0
2025-05-26,10.0
2025-05-27,9.0
2025-05-28,8.0
2025-05-29,6.0
2025-05-30,6.0
2025-05-31,8.0
2025-06-01,21.0
2025-06-02,15.0
2025-06-03,9.0
2025-06-04,9.0
2025-06-05,9.0
2025-06-06,5.0
2025-06-07,7.0
2025-06-08,8.0
2025-06-09,12.0
2025-06-10,13.0
2025-06-11,15.0
2025-06-12,13.0
2025-06-13,10.0
2025-06-14,14.0
2025-06-15,15.0
2025-06-16,12.0
2025-06-17,9.0
2025-06-18,10.0
2025-06-19,10.0
2025-06-20,10.0
2025-06-21,8.0
2025-06-22,10.0
2025-06-23,7.0
2025-06-24,8.0
2025-06-25,12.0
2025-06-26,9.0
2025-06-27,11.0
2025-06-28,8.0
2025-06-29,9.0
2025-06-30,7.0
2025-07-01,7.0
2025-07-02,10.0
2025-07-03,8.0
2025-07-04,15.0
2025-07-05,14.0
2025-07-06,12.0
2025-07-07,11.0
2025-07-08,9.0
2025-07-09,10.0
2025-07-10,8.0
2025-07-11,7.0
2025-07-12,6.0
2025-07-13,9.0
2025-07-14,9.0
2025-07-15,7.0
2025-07-16,10.0
2025-07-17,19.0
2025-07-18,9.0
2025-07-19,32.0
2025-07-20,43.0
2025-07-21,25.0
2025-07-22,25.0
2025-07-23,22.0
2025-07-24,18.0
2025-07-25,19.0
2025-07-26,26.0
2025-07-27,37.0
2025-07-28,25.0
2025-07-29,53.0
2025-07-30,51.0
2025-07-31,51.0
2025-08-01,72.0
2025-08-02,8.0
2025-08-03,9.0
2025-08-04,8.0
2025-08-05,22.0
2025-08-06,26.0
2025-08-07,17.0
2025-08-08,13.0
2025-08-09,15.0
2025-08-10,18.0
2025-08-11,17.0
2025-08-12,12.0
2025-08-13,8.0
2025-08-14,12.0
2025-08-15,8.0
2025-08-16,10.0
2025-08-17,8.0
2025-08-18,6.0
2025-08-19,10.0
2025-08-20,8.0
2025-08-21,9.0
2025-08-22,9.0
2025-08-23,6.0
2025-08-24,9.0
2025-08-25,10.0
2025-08-26,6.0
2025-08-27,8.0
2025-08-28,7.0
2025-08-29,6.0
2025-08-30,7.0
2025-08-31,5.0
2025-09-01,6.0
2025-09-02,10.0
2025-09-03,9.0
2025-09-04,8.0
2025-09-05,9.0
2025-09-06,7.0
2025-09-07,8.0
2025-09-08,8.0
2025-09-09,8.0
2025-09-10,15.0
2025-09-11,10.0
2025-09-12,11.0
2025-09-13,4.0
2025-09-14,7.0
2025-09-15,7.0
2025-09-16,8.0
2025-09-17,9.0
2025-09-18,9.0
2025-09-19,9.0
2025-09-20,9.0
2025-09-21,11.0
2025-09-22,9.0
2025-09-23,13.0
2025-09-24,11.0
2025-09-25,10.0
2025-09-26,11.0
2025-09-27,14.0
2025-09-28,9.0
2025-09-29,12.0
2025-09-30,12.0
2025-10-01,10.0
2025-10-02,8.0
2025-10-03,8.0
2025-10-04,8.0
2025-10-05,9.0
2025-10-06,9.0
2025-10-07,13.0
2025-10-08,9.0
2025-10-09,11.0
2025-10-10,8.0
2025-10-11,8.0
2025-10-12,7.0
2025-10-13,13.0
2025-10-14,12.0
2025-10-15,14.0
2025-10-16,16.0
2025-10-17,13.0
2025-10-18,19.0
2025-10-19,18.0
2025-10-20,15.0
2025-10-21,15.0
2025-10-22,12.0
2025-10-23,14.0
2025-10-24,11.0
2025-10-25,15.0
2025-10-26,13.0
2025-10-27,40.0
2025-10-28,28.0
2025-10-29,13.0
2025-10-30,17.0
2025-10-31,19.0
2025-11-01,19.0
2025-11-02,21.0
2025-11-03,23.0
2025-11-04,33.0
2025-11-05,100.0
2025-11-06,34.0
2025-11-07,26.0
2025-11-08,22.0
2025-11-09,24.0
2025-11-10,23.0
2025-11-11,19.0
2025-11-12,19.0
2025-11-13,22.0
2025-11-14,17.0
2025-11-15,14.0
2025-11-16,22.0
2025-11-17,18.0
2025-11-18,20.0
2025-11-19,22.0
2025-11-20,16.0
2025-11-21,14.0
2025-11-22,14.0
2025-11-23,14.0
2025-11-24,17.0
2025-11-25,14.0
2025-11-26,15.0
2025-11-27,14.0
2025-11-28,15.0
2025-11-29,13.0
2025-11-30,16.0
2025-12-01,31.0
2025-12-02,25.0
2025-12-03,29.0
2025-12-04,18.0
2025-12-05,21.0
2025-12-06,15.0
2025-12-07,17.0
2025-12-08,18.0
2025-12-09,17.0
2025-12-10,20.0
2025-12-11,18.96170921198668
2025-12-12,18.96170921198668
2025-12-13,17.046059933407328
2025-12-14,27.234739178690347
2025-12-15,25.01387347391787
2025-12-16,18.156492785793564
2025-12-17,16.24084350721421
2025-12-18,27.234739178690347
2025-12-19,18.96170921198668
2025-12-20,13.714761376248614
2025-12-21,9.8834628190899
2025-12-22,11.799112097669257
2025-12-23,10.993895671476139
2025-12-24,10.993895671476139
2025-12-25,7.967813540510544
2025-12-26,12.104328523862375
2025-12-27,12.909544950055494
2025-12-28,11.799112097669257
2025-12-29,11.299112097669257
2025-12-30,10.993895671476139
2025-12-31,10.993895671476139
2026-01-01,9.3834628190899
2026-01-02,9.8834628190899
2026-01-03,21.182574916759158
2026-01-04,17.046059933407328
2026-01-05,14.019977802441732
2026-01-06,17.046059933407328
2026-01-07,16.24084350721421
2026-01-08,22.293007769145397
2026-01-09,21.987791342952278
2026-01-10,17.092119866814652
2026-01-11,18.923418423973363
2026-01-12,15.871254162042177
2026-01-13,26.85904550499445
2026-01-14,28.690344062153166
2026-01-15,22.58601553829079
2026-01-16,22.58601553829079
2026-01-17,26.85904550499445
2026-01-18,31.742508324084355
2026-01-19,26.248612652608216
2026-01-20,23.806881243063266
2026-01-21,40.899001109877915
2026-01-22,28.079911209766927
2026-01-23,25.638179800221977
2026-01-24,31.742508324084355
2026-01-25,43.340732519422865
2026-01-26,37.846836847946726
2026-01-27,29.91120976692564
2026-01-28,33.573806881243065
2026-01-29,36.015538290788015
2026-01-30,50.66592674805772
2026-01-31,52.49722530521643
2026-02-01,60.43285238623752
2026-02-02,46.392896781354054
2026-02-03,42.73029966703663
2026-02-04,56.15982241953385
2026-02-05,53.7180910099889
2026-02-06,46.392896781354054
2026-02-07,40.899001109877915
2026-02-08,39.067702552719204
2026-02-09,28.690344062153166
2026-02-10,32.352941176470594
2026-02-11,26.85904550499445
2026-02-12,23.196448390677027
2026-02-13,36.015538290788015
2026-02-14,22.58601553829079
2026-02-15,39.067702552719204
2026-02-16,61.04328523862376
2026-02-17,49.44506104328524
2026-02-18,31.132075471698116
2026-02-19,24.417314095449502
2026-02-20,21.975582685904552
2026-02-21,21.975582685904552
2026-02-22,26.248612652608216
2026-02-23,28.690344062153166
2026-02-24,21.975582685904552
2026-02-25,23.196448390677027
2026-02-26,31.132075471698116
2026-02-27,27.46947835738069
2026-02-28,17.702552719200888
2026-03-01,13.429522752497226
2026-03-02,28.690344062153166
2026-03-03,29.300776914539405
2026-03-04,32.352941176470594
2026-03-05,21.365149833518316
2026-03-06,18.923418423973363
2026-03-07,23.196448390677027
2026-03-08,24.417314095449502
2026-03-09,23.806881243063266
2026-03-10,19.533851276359602
2026-03-11,19.533851276359602
2026-03-12,18.312985571587127
2026-03-13,17.092119866814652
2026-03-14,17.702552719200888
2026-03-15,32.963374028856826
2026-03-16,21.975582685904552
2026-03-17,23.196448390677027
2026-03-18,28.690344062153166
2026-03-19,29.91120976692564
2026-03-20,30.52164261931188
2026-03-21,23.196448390677027
2026-03-22,24.417314095449502
2026-03-23,23.806881243063266
2026-03-24,17.092119866814652
2026-03-25,20.14428412874584
2026-03-26,18.312985571587127
2026-03-27,20.14428412874584
2026-03-28,20.754716981132077
2026-03-29,28.690344062153166
2026-03-30,18.923418423973363
2026-03-31,17.092119866814652
2026-04-01,21.365149833518316
2026-04-02,19.533851276359602
2026-04-03,17.702552719200888
2026-04-04,17.092119866814652
2026-04-05,18.312985571587127
2026-04-06,15.871254162042177
2026-04-07,21.975582685904552
2026-04-08,25.638179800221977
2026-04-09,25.638179800221977
2026-04-10,22.58601553829079
2026-04-11,19.533851276359602
2026-04-12,24.417314095449502
2026-04-13,29.91120976692564
2026-04-14,28.079911209766927
2026-04-15,23.806881243063266
2026-04-16,23.806881243063266
2026-04-17,28.690344062153166
2026-04-18,21.365149833518316
2026-04-19,14.650388457269703
2026-04-20,16.481687014428413
2026-04-21,18.312985571587127
2026-04-22,33.573806881243065
2026-04-23,18.923418423973363
2026-04-24,15.871254162042177
2026-04-25,15.26082130965594
2026-04-26,17.702552719200888
2026-04-27,19.533851276359602
2026-04-28,15.871254162042177
2026-04-29,18.312985571587127
2026-04-30,17.092119866814652
2026-05-01,17.092119866814652
2026-05-02,18.923418423973363
2026-05-03,15.26082130965594
2026-05-04,17.092119866814652
2026-05-05,26.248612652608216
2026-05-06,35.405105438401776
2026-05-07,26.85904550499445
2026-05-08,23.196448390677027
2026-05-09,25.02774694783574
2026-05-10,29.300776914539405
2026-05-11,23.806881243063266
2026-05-12,27.46947835738069
2026-05-13,27.46947835738069
2026-05-14,21.365149833518316
2026-05-15,21.365149833518316
2026-05-16,17.702552719200888
2026-05-17,17.702552719200888
2026-05-18,18.923418423973363
2026-05-19,15.26082130965594
2026-05-20,20.14428412874584
2026-05-21,17.702552719200888
2026-05-22,17.092119866814652
2026-05-23,20.754716981132077
2026-05-24,19.533851276359602
2026-05-25,15.871254162042177
2026-05-26,18.312985571587127
2026-05-27,18.923418423973363
2026-05-28,18.923418423973363
2026-05-29,20.14428412874584
2026-05-30,26.248612652608216
2026-05-31,61.04328523862376
