Time,fedex
2022-06-10,72.0
2022-06-11,47.0
2022-06-12,37.0
2022-06-13,74.0
2022-06-14,81.0
2022-06-15,80.0
2022-06-16,75.0
2022-06-17,76.0
2022-06-18,49.0
2022-06-19,35.0
2022-06-20,77.0
2022-06-21,78.0
2022-06-22,78.0
2022-06-23,87.0
2022-06-24,73.0
2022-06-25,44.0
2022-06-26,36.0
2022-06-27,76.0
2022-06-28,79.0
2022-06-29,81.0
2022-06-30,79.0
2022-07-01,67.0
2022-07-02,48.0
2022-07-03,30.0
2022-07-04,26.0
2022-07-05,79.0
2022-07-06,80.0
2022-07-07,76.0
2022-07-08,76.0
2022-07-09,50.0
2022-07-10,35.0
2022-07-11,78.0
2022-07-12,85.0
2022-07-13,78.0
2022-07-14,77.0
2022-07-15,75.0
2022-07-16,48.0
2022-07-17,39.0
2022-07-18,76.0
2022-07-19,86.0
2022-07-20,79.0
2022-07-21,77.0
2022-07-22,71.0
2022-07-23,46.0
2022-07-24,34.0
2022-07-25,75.0
2022-07-26,77.0
2022-07-27,75.0
2022-07-28,78.0
2022-07-29,75.0
2022-07-30,48.0
2022-07-31,37.0
2022-08-01,74.0
2022-08-02,80.0
2022-08-03,78.0
2022-08-04,77.0
2022-08-05,71.0
2022-08-06,47.0
2022-08-07,40.0
2022-08-08,82.0
2022-08-09,84.0
2022-08-10,79.0
2022-08-11,83.0
2022-08-12,83.0
2022-08-13,63.0
2022-08-14,69.0
2022-08-15,87.0
2022-08-16,81.0
2022-08-17,78.0
2022-08-18,79.0
2022-08-19,75.0
2022-08-20,51.0
2022-08-21,53.0
2022-08-22,83.0
2022-08-23,79.0
2022-08-24,79.0
2022-08-25,79.0
2022-08-26,76.0
2022-08-27,56.0
2022-08-28,65.0
2022-08-29,77.85714285714286
2022-08-30,70.95714285714286
2022-08-31,72.42857142857143
2022-09-01,71.94285714285715
2022-09-02,67.01428571428572
2022-09-03,41.885714285714286
2022-09-04,31.042857142857144
2022-09-05,33.01428571428572
2022-09-06,71.94285714285715
2022-09-07,75.38571428571429
2022-09-08,70.95714285714286
2022-09-09,65.04285714285714
2022-09-10,44.34285714285714
2022-09-11,33.01428571428572
2022-09-12,69.97142857142858
2022-09-13,72.92857142857143
2022-09-14,74.9
2022-09-15,73.91428571428571
2022-09-16,82.78571428571429
2022-09-17,50.25714285714286
2022-09-18,33.01428571428572
2022-09-19,68.0
2022-09-20,73.91428571428571
2022-09-21,68.0
2022-09-22,69.97142857142858
2022-09-23,67.01428571428572
2022-09-24,42.871428571428574
2022-09-25,32.02857142857143
2022-09-26,63.07142857142858
2022-09-27,70.95714285714286
2022-09-28,65.08571428571429
2022-09-29,64.11428571428573
2022-09-30,66.05714285714286
2022-10-01,40.800000000000004
2022-10-02,29.142857142857146
2022-10-03,63.14285714285715
2022-10-04,68.0
2022-10-05,68.97142857142858
2022-10-06,68.97142857142858
2022-10-07,65.08571428571429
2022-10-08,43.71428571428572
2022-10-09,32.057142857142864
2022-10-10,68.97142857142858
2022-10-11,68.0
2022-10-12,70.91428571428573
2022-10-13,73.82857142857144
2022-10-14,63.14285714285715
2022-10-15,42.74285714285715
2022-10-16,30.114285714285717
2022-10-17,67.02857142857144
2022-10-18,68.0
2022-10-19,68.97142857142858
2022-10-20,66.05714285714286
2022-10-21,61.2
2022-10-22,42.74285714285715
2022-10-23,32.057142857142864
2022-10-24,65.08571428571429
2022-10-25,68.0
2022-10-26,67.02857142857144
2022-10-27,65.08571428571429
2022-10-28,62.17142857142858
2022-10-29,39.828571428571436
2022-10-30,28.171428571428574
2022-10-31,59.25714285714287
2022-11-01,64.11428571428573
2022-11-02,64.11428571428573
2022-11-03,63.14285714285715
2022-11-04,60.228571428571435
2022-11-05,40.800000000000004
2022-11-06,30.114285714285717
2022-11-07,59.25714285714287
2022-11-08,65.08571428571429
2022-11-09,60.228571428571435
2022-11-10,65.08571428571429
2022-11-11,64.11428571428573
2022-11-12,41.77142857142857
2022-11-13,28.171428571428574
2022-11-14,64.11428571428573
2022-11-15,66.05714285714286
2022-11-16,68.0
2022-11-17,68.0
2022-11-18,63.14285714285715
2022-11-19,45.65714285714286
2022-11-20,32.057142857142864
2022-11-21,66.05714285714286
2022-11-22,68.97142857142858
2022-11-23,66.05714285714286
2022-11-24,25.25714285714286
2022-11-25,48.57142857142858
2022-11-26,42.74285714285715
2022-11-27,36.91428571428572
2022-11-28,65.08571428571429
2022-11-29,71.8857142857143
2022-11-30,74.80000000000001
2022-12-01,75.77142857142857
2022-12-02,76.74285714285715
2022-12-03,71.8857142857143
2022-12-04,57.31428571428572
2022-12-05,96.17142857142858
2022-12-06,97.14285714285715
2022-12-07,91.31428571428572
2022-12-08,95.20000000000002
2022-12-09,80.62857142857143
2022-12-10,61.2
2022-12-11,44.68571428571429
2022-12-12,78.6857142857143
2022-12-13,79.65714285714287
2022-12-14,85.4857142857143
2022-12-15,83.54285714285714
2022-12-16,81.60000000000001
2022-12-17,59.25714285714287
2022-12-18,43.71428571428572
2022-12-19,83.54285714285714
2022-12-20,87.42857142857144
2022-12-21,88.4
2022-12-22,75.77142857142857
2022-12-23,76.74285714285715
2022-12-24,52.45714285714286
2022-12-25,25.25714285714286
2022-12-26,51.485714285714295
2022-12-27,75.77142857142857
2022-12-28,80.62857142857143
2022-12-29,73.82857142857144
2022-12-30,65.08571428571429
2022-12-31,45.65714285714286
2023-01-01,24.28571428571429
2023-01-02,50.51428571428572
2023-01-03,66.05714285714286
2023-01-04,76.74285714285715
2023-01-05,68.97142857142858
2023-01-06,69.94285714285715
2023-01-07,49.542857142857144
2023-01-08,35.94285714285715
2023-01-09,62.17142857142858
2023-01-10,68.97142857142858
2023-01-11,68.97142857142858
2023-01-12,62.17142857142858
2023-01-13,62.17142857142858
2023-01-14,45.65714285714286
2023-01-15,30.114285714285717
2023-01-16,60.228571428571435
2023-01-17,63.14285714285715
2023-01-18,64.11428571428573
2023-01-19,63.14285714285715
2023-01-20,62.17142857142858
2023-01-21,39.828571428571436
2023-01-22,29.142857142857146
2023-01-23,58.28571428571429
2023-01-24,61.2
2023-01-25,62.17142857142858
2023-01-26,59.25714285714287
2023-01-27,59.25714285714287
2023-01-28,40.800000000000004
2023-01-29,28.171428571428574
2023-01-30,57.31428571428572
2023-01-31,66.05714285714286
2023-02-01,69.94285714285715
2023-02-02,74.80000000000001
2023-02-03,77.71428571428572
2023-02-04,52.45714285714286
2023-02-05,37.885714285714286
2023-02-06,70.91428571428573
2023-02-07,76.74285714285715
2023-02-08,68.97142857142858
2023-02-09,68.0
2023-02-10,65.08571428571429
2023-02-11,44.68571428571429
2023-02-12,31.08571428571429
2023-02-13,63.14285714285715
2023-02-14,66.05714285714286
2023-02-15,66.05714285714286
2023-02-16,64.11428571428573
2023-02-17,62.17142857142858
2023-02-18,42.74285714285715
2023-02-19,34.0
2023-02-20,57.31428571428572
2023-02-21,65.08571428571429
2023-02-22,66.05714285714286
2023-02-23,64.11428571428573
2023-02-24,66.05714285714286
2023-02-25,44.68571428571429
2023-02-26,33.02857142857143
2023-02-27,66.05714285714286
2023-02-28,68.97142857142858
2023-03-01,67.02857142857144
2023-03-02,68.97142857142858
2023-03-03,66.05714285714286
2023-03-04,44.68571428571429
2023-03-05,34.971428571428575
2023-03-06,65.08571428571429
2023-03-07,70.91428571428573
2023-03-08,68.97142857142858
2023-03-09,63.14285714285715
2023-03-10,64.11428571428573
2023-03-11,42.74285714285715
2023-03-12,31.08571428571429
2023-03-13,65.08571428571429
2023-03-14,66.05714285714286
2023-03-15,64.11428571428573
2023-03-16,67.02857142857144
2023-03-17,61.2
2023-03-18,39.828571428571436
2023-03-19,29.142857142857146
2023-03-20,69.94285714285715
2023-03-21,66.05714285714286
2023-03-22,66.05714285714286
2023-03-23,61.2
2023-03-24,61.2
2023-03-25,39.828571428571436
2023-03-26,30.114285714285717
2023-03-27,63.14285714285715
2023-03-28,70.91428571428573
2023-03-29,66.05714285714286
2023-03-30,60.228571428571435
2023-03-31,60.228571428571435
2023-04-01,40.800000000000004
2023-04-02,29.142857142857146
2023-04-03,63.14285714285715
2023-04-04,67.02857142857144
2023-04-05,68.97142857142858
2023-04-06,68.0
2023-04-07,61.2
2023-04-08,38.85714285714286
2023-04-09,22.342857142857145
2023-04-10,66.05714285714286
2023-04-11,70.91428571428573
2023-04-12,65.08571428571429
2023-04-13,66.05714285714286
2023-04-14,62.17142857142858
2023-04-15,40.800000000000004
2023-04-16,30.114285714285717
2023-04-17,65.08571428571429
2023-04-18,64.11428571428573
2023-04-19,64.11428571428573
2023-04-20,64.11428571428573
2023-04-21,56.34285714285715
2023-04-22,39.828571428571436
2023-04-23,26.22857142857143
2023-04-24,61.2
2023-04-25,64.11428571428573
2023-04-26,62.32895752895753
2023-04-27,59.08648648648649
2023-04-28,55.35830115830117
2023-04-29,37.68880308880309
2023-04-30,26.05791505791506
2023-05-01,61.882625482625485
2023-05-02,63.74671814671815
2023-05-03,63.26100386100387
2023-05-04,63.26100386100387
2023-05-05,55.35830115830117
2023-05-06,40.93127413127414
2023-05-07,26.989961389961394
2023-05-08,60.46486486486487
2023-05-09,66.05714285714286
2023-05-10,64.1930501930502
2023-05-11,64.67876447876449
2023-05-12,61.396911196911205
2023-05-13,42.7953667953668
2023-05-14,26.05791505791506
2023-05-15,64.1930501930502
2023-05-16,69.78532818532818
2023-05-17,66.05714285714286
2023-05-18,62.32895752895753
2023-05-19,61.396911196911205
2023-05-20,39.55289575289576
2023-05-21,26.504247104247106
2023-05-22,63.26100386100387
2023-05-23,65.61081081081082
2023-05-24,65.12509652509652
2023-05-25,65.61081081081082
2023-05-26,58.91583011583012
2023-05-27,38.38455598455599
2023-05-28,23.209266409266412
2023-05-29,28.565250965250968
2023-05-30,68.73513513513514
2023-05-31,70.52046332046332
2023-06-01,69.62779922779923
2023-06-02,65.16447876447877
2023-06-03,44.633204633204635
2023-06-04,32.13590733590734
2023-06-05,69.62779922779923
2023-06-06,69.62779922779923
2023-06-07,68.73513513513514
2023-06-08,65.16447876447877
2023-06-09,61.5938223938224
2023-06-10,40.16988416988417
2023-06-11,27.672586872586876
2023-06-12,68.73513513513514
2023-06-13,68.73513513513514
2023-06-14,66.05714285714286
2023-06-15,66.94980694980696
2023-06-16,62.48648648648649
2023-06-17,41.06254826254827
2023-06-18,25.88725868725869
2023-06-19,67.84247104247105
2023-06-20,69.62779922779923
2023-06-21,68.73513513513514
2023-06-22,61.5938223938224
2023-06-23,63.37915057915058
2023-06-24,41.06254826254827
2023-06-25,28.565250965250968
2023-06-26,66.94980694980696
2023-06-27,68.73513513513514
2023-06-28,62.48648648648649
2023-06-29,66.94980694980696
2023-06-30,59.80849420849422
2023-07-01,39.27722007722008
2023-07-02,28.565250965250968
2023-07-03,60.70115830115831
2023-07-04,27.672586872586876
2023-07-05,66.94980694980696
2023-07-06,71.41312741312743
2023-07-07,68.73513513513514
2023-07-08,42.84787644787645
2023-07-09,27.672586872586876
2023-07-10,66.05714285714286
2023-07-11,66.05714285714286
2023-07-12,65.16447876447877
2023-07-13,66.94980694980696
2023-07-14,64.27181467181468
2023-07-15,42.84787644787645
2023-07-16,29.45791505791506
2023-07-17,66.94980694980696
2023-07-18,64.27181467181468
2023-07-19,66.05714285714286
2023-07-20,65.16447876447877
2023-07-21,63.37915057915058
2023-07-22,39.27722007722008
2023-07-23,29.45791505791506
2023-07-24,63.37915057915058
2023-07-25,66.94980694980696
2023-07-26,65.16447876447877
2023-07-27,62.48648648648649
2023-07-28,61.5938223938224
2023-07-29,40.16988416988417
2023-07-30,34.813899613899615
2023-07-31,63.37915057915058
2023-08-01,66.05714285714286
2023-08-02,64.27181467181468
2023-08-03,66.94980694980696
2023-08-04,66.05714285714286
2023-08-05,47.311196911196916
2023-08-06,44.633204633204635
2023-08-07,76.76911196911198
2023-08-08,73.19845559845561
2023-08-09,70.52046332046332
2023-08-10,76.76911196911198
2023-08-11,81.23243243243245
2023-08-12,56.237837837837844
2023-08-13,65.16447876447877
2023-08-14,89.26640926640927
2023-08-15,73.19845559845561
2023-08-16,68.73513513513514
2023-08-17,68.73513513513514
2023-08-18,68.73513513513514
2023-08-19,47.311196911196916
2023-08-20,51.77451737451738
2023-08-21,75.87644787644788
2023-08-22,73.19845559845561
2023-08-23,68.73513513513514
2023-08-24,70.52046332046332
2023-08-25,67.84247104247105
2023-08-26,50.88185328185329
2023-08-27,59.80849420849422
2023-08-28,74.0911196911197
2023-08-29,66.94980694980696
2023-08-30,59.80849420849422
2023-08-31,62.48648648648649
2023-09-01,56.237837837837844
2023-09-02,37.491891891891896
2023-09-03,27.672586872586876
2023-09-04,26.77992277992278
2023-09-05,62.48648648648649
2023-09-06,65.16447876447877
2023-09-07,65.16447876447877
2023-09-08,58.91583011583012
2023-09-09,39.27722007722008
2023-09-10,27.672586872586876
2023-09-11,61.5938223938224
2023-09-12,63.37915057915058
2023-09-13,60.70115830115831
2023-09-14,60.70115830115831
2023-09-15,55.34517374517375
2023-09-16,36.599227799227805
2023-09-17,22.316602316602317
2023-09-18,57.130501930501936
2023-09-19,58.91583011583012
2023-09-20,59.80849420849422
2023-09-21,61.5938223938224
2023-09-22,58.02316602316603
2023-09-23,35.70656370656371
2023-09-24,25.88725868725869
2023-09-25,59.80849420849422
2023-09-26,61.5938223938224
2023-09-27,58.02316602316603
2023-09-28,61.5938223938224
2023-09-29,56.237837837837844
2023-09-30,36.599227799227805
2023-10-01,24.101930501930504
2023-10-02,55.34517374517375
2023-10-03,57.130501930501936
2023-10-04,58.91583011583012
2023-10-05,61.5938223938224
2023-10-06,61.5938223938224
2023-10-07,41.95521235521236
2023-10-08,27.672586872586876
2023-10-09,57.130501930501936
2023-10-10,58.91583011583012
2023-10-11,58.91583011583012
2023-10-12,58.91583011583012
2023-10-13,56.237837837837844
2023-10-14,33.92123552123552
2023-10-15,24.994594594594595
2023-10-16,56.237837837837844
2023-10-17,58.91583011583012
2023-10-18,58.02316602316603
2023-10-19,59.80849420849422
2023-10-20,52.66718146718147
2023-10-21,33.92123552123552
2023-10-22,22.316602316602317
2023-10-23,58.02316602316603
2023-10-24,59.80849420849422
2023-10-25,58.02316602316603
2023-10-26,55.34517374517375
2023-10-27,52.66718146718147
2023-10-28,35.70656370656371
2023-10-29,21.423938223938226
2023-10-30,54.452509652509654
2023-10-31,55.34517374517375
2023-11-01,55.34517374517375
2023-11-02,58.02316602316603
2023-11-03,51.77451737451738
2023-11-04,33.92123552123552
2023-11-05,23.209266409266412
2023-11-06,53.55984555984556
2023-11-07,61.5938223938224
2023-11-08,57.130501930501936
2023-11-09,58.02316602316603
2023-11-10,54.452509652509654
2023-11-11,38.38455598455599
2023-11-12,24.994594594594595
2023-11-13,54.452509652509654
2023-11-14,57.130501930501936
2023-11-15,61.5938223938224
2023-11-16,56.237837837837844
2023-11-17,56.237837837837844
2023-11-18,37.491891891891896
2023-11-19,26.77992277992278
2023-11-20,58.91583011583012
2023-11-21,58.91583011583012
2023-11-22,56.237837837837844
2023-11-23,22.316602316602317
2023-11-24,40.16988416988417
2023-11-25,37.491891891891896
2023-11-26,31.243243243243246
2023-11-27,66.05714285714286
2023-11-28,66.05714285714286
2023-11-29,71.41312741312743
2023-11-30,68.73513513513514
2023-12-01,66.94980694980696
2023-12-02,50.88185328185329
2023-12-03,36.599227799227805
2023-12-04,66.94980694980696
2023-12-05,71.41312741312743
2023-12-06,67.84247104247105
2023-12-07,65.16447876447877
2023-12-08,62.48648648648649
2023-12-09,44.633204633204635
2023-12-10,33.92123552123552
2023-12-11,63.37915057915058
2023-12-12,67.84247104247105
2023-12-13,68.73513513513514
2023-12-14,66.05714285714286
2023-12-15,64.27181467181468
2023-12-16,48.20386100386101
2023-12-17,34.813899613899615
2023-12-18,62.48648648648649
2023-12-19,72.30579150579152
2023-12-20,79.44710424710425
2023-12-21,78.55444015444016
2023-12-22,67.26486486486488
2023-12-23,49.46409266409266
2023-12-24,29.405405405405403
2023-12-25,15.884169884169886
2023-12-26,49.91042471042471
2023-12-27,58.02316602316603
2023-12-28,56.44787644787645
2023-12-29,56.44787644787645
2023-12-30,40.222393822393826
2023-12-31,26.7011583011583
2024-01-01,21.292664092664094
2024-01-02,58.02316602316603
2024-01-03,62.3027027027027
2024-01-04,58.81081081081081
2024-01-05,58.02316602316603
2024-01-06,38.64710424710425
2024-01-07,30.534362934362935
2024-01-08,56.106563706563705
2024-01-09,55.66023166023166
2024-01-10,60.72741312741313
2024-01-11,58.81081081081081
2024-01-12,55.66023166023166
2024-01-13,36.73050193050193
2024-01-14,23.9969111969112
2024-01-15,52.614671814671816
2024-01-16,53.743629343629344
2024-01-17,63.43166023166023
2024-01-18,65.7945945945946
2024-01-19,65.00694980694982
2024-01-20,45.63088803088803
2024-01-21,27.305019305019304
2024-01-22,64.84942084942085
2024-01-23,62.8015444015444
2024-01-24,64.16679536679537
2024-01-25,59.388416988416985
2024-01-26,53.927413127413125
2024-01-27,35.4965250965251
2024-01-28,23.20926640926641
2024-01-29,53.927413127413125
2024-01-30,60.75366795366795
2024-01-31,58.02316602316602
2024-02-01,54.61003861003861
2024-02-02,50.51428571428571
2024-02-03,34.813899613899615
2024-02-04,22.526640926640926
2024-02-05,51.87953667953668
2024-02-06,53.24478764478764
2024-02-07,53.927413127413125
2024-02-08,53.927413127413125
2024-02-09,51.196911196911195
2024-02-10,34.813899613899615
2024-02-11,21.16138996138996
2024-02-12,48.466409266409265
2024-02-13,55.29266409266409
2024-02-14,54.61003861003861
2024-02-15,55.97528957528957
2024-02-16,51.196911196911195
2024-02-17,31.4007722007722
2024-02-18,23.20926640926641
2024-02-19,51.87953667953668
2024-02-20,52.56216216216216
2024-02-21,55.29266409266409
2024-02-22,51.196911196911195
2024-02-23,48.466409266409265
2024-02-24,34.13127413127413
2024-02-25,21.844015444015444
2024-02-26,53.24478764478764
2024-02-27,55.97528957528957
2024-02-28,57.34054054054054
2024-02-29,53.24478764478764
2024-03-01,53.24478764478764
2024-03-02,33.44864864864865
2024-03-03,22.526640926640926
2024-03-04,53.927413127413125
2024-03-05,57.34054054054054
2024-03-06,53.927413127413125
2024-03-07,56.657915057915055
2024-03-08,51.196911196911195
2024-03-09,33.44864864864865
2024-03-10,21.844015444015444
2024-03-11,54.61003861003861
2024-03-12,55.97528957528957
2024-03-13,57.34054054054054
2024-03-14,55.97528957528957
2024-03-15,51.87953667953668
2024-03-16,36.17915057915058
2024-03-17,25.257142857142856
2024-03-18,59.388416988416985
2024-03-19,58.7057915057915
2024-03-20,57.34054054054054
2024-03-21,58.02316602316602
2024-03-22,53.927413127413125
2024-03-23,36.86177606177606
2024-03-24,22.526640926640926
2024-03-25,57.34054054054054
2024-03-26,58.02316602316602
2024-03-27,58.7057915057915
2024-03-28,56.657915057915055
2024-03-29,49.83166023166023
2024-03-30,28.67027027027027
2024-03-31,19.113513513513514
2024-04-01,53.24478764478764
2024-04-02,55.29266409266409
2024-04-03,55.97528957528957
2024-04-04,53.927413127413125
2024-04-05,51.196911196911195
2024-04-06,31.4007722007722
2024-04-07,22.526640926640926
2024-04-08,48.466409266409265
2024-04-09,55.97528957528957
2024-04-10,55.29266409266409
2024-04-11,54.61003861003861
2024-04-12,51.87953667953668
2024-04-13,32.76602316602317
2024-04-14,23.20926640926641
2024-04-15,55.97528957528957
2024-04-16,56.657915057915055
2024-04-17,53.927413127413125
2024-04-18,55.97528957528957
2024-04-19,51.87953667953668
2024-04-20,32.083397683397685
2024-04-21,23.20926640926641
2024-04-22,54.61003861003861
2024-04-23,53.24478764478764
2024-04-24,55.29266409266409
2024-04-25,52.56216216216216
2024-04-26,49.14903474903475
2024-04-27,30.718146718146716
2024-04-28,22.526640926640926
2024-04-29,55.29266409266409
2024-04-30,55.29266409266409
2024-05-01,54.61003861003861
2024-05-02,55.29266409266409
2024-05-03,50.51428571428571
2024-05-04,33.44864864864865
2024-05-05,22.526640926640926
2024-05-06,55.97528957528957
2024-05-07,57.34054054054054
2024-05-08,65.53204633204633
2024-05-09,60.07104247104247
2024-05-10,57.34054054054054
2024-05-11,35.4965250965251
2024-05-12,22.526640926640926
2024-05-13,56.657915057915055
2024-05-14,58.02316602316602
2024-05-15,56.657915057915055
2024-05-16,55.97528957528957
2024-05-17,55.29266409266409
2024-05-18,34.13127413127413
2024-05-19,25.93976833976834
2024-05-20,58.7057915057915
2024-05-21,58.7057915057915
2024-05-22,60.07104247104247
2024-05-23,59.388416988416985
2024-05-24,53.927413127413125
2024-05-25,34.813899613899615
2024-05-26,26.62239382239382
2024-05-27,26.62239382239382
2024-05-28,62.118918918918915
2024-05-29,65.53204633204633
2024-05-30,63.48416988416988
2024-05-31,61.43629343629343
2024-06-01,38.22702702702703
2024-06-02,24.574517374517374
2024-06-03,60.07104247104247
2024-06-04,62.118918918918915
2024-06-05,60.75366795366795
2024-06-06,60.75366795366795
2024-06-07,57.34054054054054
2024-06-08,38.90965250965251
2024-06-09,24.574517374517374
2024-06-10,60.75366795366795
2024-06-11,62.118918918918915
2024-06-12,60.75366795366795
2024-06-13,60.75366795366795
2024-06-14,58.7057915057915
2024-06-15,34.13127413127413
2024-06-16,24.574517374517374
2024-06-17,62.118918918918915
2024-06-18,61.43629343629343
2024-06-19,64.16679536679537
2024-06-20,55.97528957528957
2024-06-21,53.927413127413125
2024-06-22,32.083397683397685
2024-06-23,23.89189189189189
2024-06-24,56.657915057915055
2024-06-25,60.07104247104247
2024-06-26,60.07104247104247
2024-06-27,58.02316602316602
2024-06-28,54.61003861003861
2024-06-29,30.718146718146716
2024-06-30,22.526640926640926
2024-07-01,55.29266409266409
2024-07-02,59.388416988416985
2024-07-03,58.7057915057915
2024-07-04,24.574517374517374
2024-07-05,50.51428571428571
2024-07-06,36.17915057915058
2024-07-07,23.20926640926641
2024-07-08,58.02316602316602
2024-07-09,62.118918918918915
2024-07-10,61.43629343629343
2024-07-11,59.388416988416985
2024-07-12,55.29266409266409
2024-07-13,33.44864864864865
2024-07-14,22.526640926640926
2024-07-15,59.388416988416985
2024-07-16,61.43629343629343
2024-07-17,60.75366795366795
2024-07-18,62.8015444015444
2024-07-19,57.34054054054054
2024-07-20,36.86177606177606
2024-07-21,25.257142857142856
2024-07-22,60.07104247104247
2024-07-23,62.8015444015444
2024-07-24,60.75366795366795
2024-07-25,60.75366795366795
2024-07-26,56.657915057915055
2024-07-27,37.544401544401545
2024-07-28,23.20926640926641
2024-07-29,58.7057915057915
2024-07-30,60.07104247104247
2024-07-31,58.02316602316602
2024-08-01,58.02316602316602
2024-08-02,54.61003861003861
2024-08-03,33.44864864864865
2024-08-04,21.844015444015444
2024-08-05,58.02316602316602
2024-08-06,59.388416988416985
2024-08-07,60.07104247104247
2024-08-08,58.7057915057915
2024-08-09,55.29266409266409
2024-08-10,32.76602316602317
2024-08-11,26.62239382239382
2024-08-12,60.75366795366795
2024-08-13,63.48416988416988
2024-08-14,68.26254826254826
2024-08-15,66.8972972972973
2024-08-16,64.16679536679537
2024-08-17,47.78378378378378
2024-08-18,53.417719433719434
2024-08-19,66.94280566280567
2024-08-20,62.0415546975547
2024-08-21,62.801544401544405
2024-08-22,62.460231660231656
2024-08-23,56.79899099099099
2024-08-24,40.65262290862291
2024-08-25,36.85267438867439
2024-08-26,62.801544401544405
2024-08-27,58.66028314028314
2024-08-28,60.52157528957529
2024-08-29,60.94025225225225
2024-08-30,61.28156499356499
2024-08-31,42.095238095238095
2024-09-01,49.61777091377091
2024-09-02,35.33269498069498
2024-09-03,59.420272844272844
2024-09-04,60.94025225225225
2024-09-05,58.66028314028314
2024-09-06,54.51902187902188
2024-09-07,33.13009009009009
2024-09-08,25.188880308880307
2024-09-09,60.18026254826255
2024-09-10,60.94025225225225
2024-09-11,56.38031402831403
2024-09-12,55.27901158301158
2024-09-13,52.65772972972973
2024-09-14,32.37010038610039
2024-09-15,21.807608751608754
2024-09-16,53.417719433719434
2024-09-17,55.26535907335908
2024-09-18,58.61477477477478
2024-09-19,53.590651222651225
2024-09-20,54.42800514800515
2024-09-21,34.33151093951094
2024-09-22,21.77120205920206
2024-09-23,52.7532972972973
2024-09-24,56.102712998713
2024-09-25,57.77742084942085
2024-09-26,51.07858944658945
2024-09-27,49.4038815958816
2024-09-28,31.819449163449164
