Time,eric_dane
2022-04-05,10.0
2022-04-06,5.0
2022-04-07,6.0
2022-04-08,7.0
2022-04-09,7.0
2022-04-10,9.0
2022-04-11,6.0
2022-04-12,7.0
2022-04-13,6.0
2022-04-14,6.0
2022-04-15,8.0
2022-04-16,7.0
2022-04-17,7.0
2022-04-18,5.0
2022-04-19,5.0
2022-04-20,5.0
2022-04-21,8.0
2022-04-22,7.0
2022-04-23,8.0
2022-04-24,8.0
2022-04-25,7.0
2022-04-26,5.0
2022-04-27,3.0
2022-04-28,4.0
2022-04-29,5.0
2022-04-30,5.0
2022-05-01,8.0
2022-05-02,9.0
2022-05-03,7.0
2022-05-04,8.0
2022-05-05,6.0
2022-05-06,6.0
2022-05-07,9.0
2022-05-08,8.0
2022-05-09,6.0
2022-05-10,6.0
2022-05-11,4.0
2022-05-12,6.0
2022-05-13,5.0
2022-05-14,5.0
2022-05-15,6.0
2022-05-16,5.0
2022-05-17,4.0
2022-05-18,6.0
2022-05-19,4.0
2022-05-20,6.0
2022-05-21,5.0
2022-05-22,4.0
2022-05-23,4.0
2022-05-24,4.0
2022-05-25,3.0
2022-05-26,6.0
2022-05-27,8.0
2022-05-28,7.0
2022-05-29,6.0
2022-05-30,8.0
2022-05-31,33.0
2022-06-01,28.0
2022-06-02,7.0
2022-06-03,6.0
2022-06-04,6.0
2022-06-05,5.0
2022-06-06,6.0
2022-06-07,5.0
2022-06-08,6.0
2022-06-09,6.0
2022-06-10,7.0
2022-06-11,9.0
2022-06-12,7.0
2022-06-13,6.0
2022-06-14,6.0
2022-06-15,7.0
2022-06-16,8.0
2022-06-17,6.0
2022-06-18,9.0
2022-06-19,7.0
2022-06-20,3.0
2022-06-21,4.0
2022-06-22,6.0
2022-06-23,5.0
2022-06-24,4.0
2022-06-25,6.0
2022-06-26,6.0
2022-06-27,3.0
2022-06-28,3.0
2022-06-29,4.0
2022-06-30,4.0
2022-07-01,4.0
2022-07-02,4.0
2022-07-03,6.0
2022-07-04,6.0
2022-07-05,4.0
2022-07-06,5.0
2022-07-07,4.0
2022-07-08,4.0
2022-07-09,4.0
2022-07-10,6.0
2022-07-11,8.0
2022-07-12,5.0
2022-07-13,5.0
2022-07-14,4.0
2022-07-15,5.0
2022-07-16,7.0
2022-07-17,7.0
2022-07-18,6.0
2022-07-19,4.0
2022-07-20,6.0
2022-07-21,4.0
2022-07-22,6.0
2022-07-23,5.0
2022-07-24,8.0
2022-07-25,9.0
2022-07-26,6.0
2022-07-27,5.0
2022-07-28,6.0
2022-07-29,6.0
2022-07-30,7.0
2022-07-31,6.0
2022-08-01,6.0
2022-08-02,6.0
2022-08-03,5.0
2022-08-04,5.0
2022-08-05,6.0
2022-08-06,10.0
2022-08-07,43.0
2022-08-08,35.0
2022-08-09,13.0
2022-08-10,10.0
2022-08-11,10.0
2022-08-12,11.0
2022-08-13,13.0
2022-08-14,8.0
2022-08-15,5.0
2022-08-16,30.0
2022-08-17,14.0
2022-08-18,8.0
2022-08-19,7.0
2022-08-20,7.0
2022-08-21,9.0
2022-08-22,7.0
2022-08-23,16.0
2022-08-24,9.0
2022-08-25,5.0
2022-08-26,4.0
2022-08-27,4.0
2022-08-28,8.0
2022-08-29,6.2
2022-08-30,3.0
2022-08-31,4.9
2022-09-01,3.9000000000000004
2022-09-02,5.2
2022-09-03,5.2
2022-09-04,7.0
2022-09-05,9.2
2022-09-06,6.2
2022-09-07,4.0
2022-09-08,2.2
2022-09-09,4.2
2022-09-10,7.1
2022-09-11,6.300000000000001
2022-09-12,3.3
2022-09-13,6.0
2022-09-14,8.100000000000001
2022-09-15,5.9
2022-09-16,5.9
2022-09-17,5.9
2022-09-18,5.0
2022-09-19,4.1
2022-09-20,4.0
2022-09-21,5.9
2022-09-22,3.8
2022-09-23,2.8
2022-09-24,4.1
2022-09-25,0.0
2022-09-26,2.1
2022-09-27,4.0
2022-09-28,3.2
2022-09-29,4.0
2022-09-30,3.8000000000000003
2022-10-01,5.4
2022-10-02,4.4
2022-10-03,7.800000000000001
2022-10-04,5.0
2022-10-05,4.0
2022-10-06,3.0
2022-10-07,5.0
2022-10-08,4.800000000000001
2022-10-09,3.4000000000000004
2022-10-10,3.4000000000000004
2022-10-11,3.2
2022-10-12,3.8000000000000003
2022-10-13,3.2
2022-10-14,2.4000000000000004
2022-10-15,4.4
2022-10-16,3.2
2022-10-17,3.2
2022-10-18,2.4000000000000004
2022-10-19,2.4000000000000004
2022-10-20,3.6
2022-10-21,5.6000000000000005
2022-10-22,4.2
2022-10-23,3.8000000000000003
2022-10-24,3.6
2022-10-25,3.2
2022-10-26,2.6
2022-10-27,3.4000000000000004
2022-10-28,3.6
2022-10-29,3.4000000000000004
2022-10-30,4.0
2022-10-31,0.0
2022-11-01,4.2
2022-11-02,2.2
2022-11-03,3.6
2022-11-04,4.800000000000001
2022-11-05,3.4000000000000004
2022-11-06,3.2
2022-11-07,3.8000000000000003
2022-11-08,2.4000000000000004
2022-11-09,6.0
2022-11-10,4.4
2022-11-11,3.4000000000000004
2022-11-12,5.0
2022-11-13,5.0
2022-11-14,3.2
2022-11-15,4.4
2022-11-16,3.2
2022-11-17,4.800000000000001
2022-11-18,3.8000000000000003
2022-11-19,3.4000000000000004
2022-11-20,4.0
2022-11-21,5.6000000000000005
2022-11-22,3.0
2022-11-23,4.2
2022-11-24,4.800000000000001
2022-11-25,4.0
2022-11-26,3.2
2022-11-27,8.200000000000001
2022-11-28,4.800000000000001
2022-11-29,11.600000000000001
2022-11-30,4.6000000000000005
2022-12-01,3.6
2022-12-02,2.6
2022-12-03,20.0
2022-12-04,16.400000000000002
2022-12-05,7.0
2022-12-06,6.0
2022-12-07,5.4
2022-12-08,4.4
2022-12-09,5.0
2022-12-10,6.0
2022-12-11,7.4
2022-12-12,6.4
2022-12-13,5.800000000000001
2022-12-14,7.800000000000001
2022-12-15,6.0
2022-12-16,5.800000000000001
2022-12-17,6.2
2022-12-18,3.8000000000000003
2022-12-19,0.0
2022-12-20,6.6000000000000005
2022-12-21,5.0
2022-12-22,4.6000000000000005
2022-12-23,6.800000000000001
2022-12-24,6.0
2022-12-25,5.2
2022-12-26,6.2
2022-12-27,6.800000000000001
2022-12-28,5.6000000000000005
2022-12-29,3.4000000000000004
2022-12-30,6.0
2022-12-31,8.8
2023-01-01,6.6000000000000005
2023-01-02,8.6
2023-01-03,3.4000000000000004
2023-01-04,11.4
2023-01-05,17.6
2023-01-06,7.4
2023-01-07,6.4
2023-01-08,6.4
2023-01-09,5.4
2023-01-10,4.800000000000001
2023-01-11,3.4000000000000004
2023-01-12,6.0
2023-01-13,5.6000000000000005
2023-01-14,5.4
2023-01-15,5.6000000000000005
2023-01-16,7.4
2023-01-17,4.0
2023-01-18,3.8000000000000003
2023-01-19,4.4
2023-01-20,5.800000000000001
2023-01-21,2.8000000000000003
2023-01-22,6.6000000000000005
2023-01-23,4.6000000000000005
2023-01-24,4.0
2023-01-25,5.6000000000000005
2023-01-26,3.0
2023-01-27,5.2
2023-01-28,6.4
2023-01-29,6.0
2023-01-30,4.0
2023-01-31,4.2
2023-02-01,5.800000000000001
2023-02-02,5.800000000000001
2023-02-03,4.0
2023-02-04,8.200000000000001
2023-02-05,8.0
2023-02-06,3.8000000000000003
2023-02-07,4.6000000000000005
2023-02-08,6.6000000000000005
2023-02-09,0.0
2023-02-10,4.6000000000000005
2023-02-11,4.0
2023-02-12,5.2
2023-02-13,4.2
2023-02-14,2.8000000000000003
2023-02-15,6.0
2023-02-16,4.0
2023-02-17,3.6
2023-02-18,5.6000000000000005
2023-02-19,6.2
2023-02-20,6.0
2023-02-21,3.2
2023-02-22,4.4
2023-02-23,3.8000000000000003
2023-02-24,5.0
2023-02-25,4.800000000000001
2023-02-26,7.6000000000000005
2023-02-27,5.4
2023-02-28,3.8000000000000003
2023-03-01,4.4
2023-03-02,3.6
2023-03-03,5.0
2023-03-04,4.0
2023-03-05,6.800000000000001
2023-03-06,3.6
2023-03-07,6.2
2023-03-08,5.6000000000000005
2023-03-09,4.4
2023-03-10,3.4000000000000004
2023-03-11,6.4
2023-03-12,8.6
2023-03-13,5.0
2023-03-14,3.2
2023-03-15,4.6000000000000005
2023-03-16,5.4
2023-03-17,4.4
2023-03-18,5.4
2023-03-19,6.6000000000000005
2023-03-20,6.6000000000000005
2023-03-21,3.6
2023-03-22,3.8000000000000003
2023-03-23,5.2
2023-03-24,5.4
2023-03-25,3.4000000000000004
2023-03-26,5.0
2023-03-27,3.4000000000000004
2023-03-28,4.4
2023-03-29,4.4
2023-03-30,4.800000000000001
2023-03-31,3.8000000000000003
2023-04-01,3.0
2023-04-02,4.4
2023-04-03,6.0
2023-04-04,4.2
2023-04-05,2.6
2023-04-06,4.6000000000000005
2023-04-07,4.6000000000000005
2023-04-08,4.6000000000000005
2023-04-09,5.0
2023-04-10,6.800000000000001
2023-04-11,5.4
2023-04-12,6.2
2023-04-13,4.6000000000000005
2023-04-14,4.0
2023-04-15,6.4
2023-04-16,7.0
2023-04-17,7.2
2023-04-18,4.6000000000000005
2023-04-19,4.6000000000000005
2023-04-20,5.0
2023-04-21,4.0
2023-04-22,4.800000000000001
2023-04-23,5.2
2023-04-24,4.6000000000000005
2023-04-25,4.6000000000000005
2023-04-26,4.166815144766147
2023-04-27,2.9966592427616927
2023-04-28,3.410467706013363
2023-04-29,3.58173719376392
2023-04-30,3.9955456570155903
2023-05-01,4.7518930957683745
2023-05-02,5.6507795100222715
2023-05-03,5.165701559020045
2023-05-04,5.8220489977728285
2023-05-05,7.16347438752784
2023-05-06,7.063474387527839
2023-05-07,5.408240534521158
2023-05-08,4.823162583518931
2023-05-09,3.9955456570155903
2023-05-10,4.5806236080178175
2023-05-11,3.9955456570155903
2023-05-12,4.823162583518931
2023-05-13,5.236971046770601
2023-05-14,3.8242761692650333
2023-05-15,6.064587973273942
2023-05-16,6.235857461024499
2023-05-17,4.7518930957683745
2023-05-18,6.407126948775056
2023-05-19,5.993318485523385
2023-05-20,3.239198218262806
2023-05-21,6.992204899777283
2023-05-22,4.238084632516704
2023-05-23,3.1679287305122497
2023-05-24,3.239198218262806
2023-05-25,3.753006681514477
2023-05-26,2.993318485523385
2023-05-27,3.2783964365256124
2023-05-28,3.4209354120267257
2023-05-29,4.418708240534521
2023-05-30,5.98663697104677
2023-05-31,6.414253897550111
2023-06-01,5.701559020044543
2023-06-02,3.5634743875278394
2023-06-03,4.276169265033407
2023-06-04,5.416481069042316
2023-06-05,5.273942093541202
2023-06-06,2.1380846325167036
2023-06-07,3.848552338530067
2023-06-08,3.2783964365256124
2023-06-09,3.1358574610244987
2023-06-10,4.846325167037862
2023-06-11,3.5634743875278394
2023-06-12,4.133630289532293
2023-06-13,3.848552338530067
2023-06-14,4.276169265033407
2023-06-15,3.1358574610244987
2023-06-16,3.1358574610244987
2023-06-17,5.273942093541202
2023-06-18,3.706013363028953
2023-06-19,4.276169265033407
2023-06-20,3.848552338530067
2023-06-21,4.276169265033407
2023-06-22,3.2783964365256124
2023-06-23,5.273942093541202
2023-06-24,4.5612472160356345
2023-06-25,8.267260579064587
2023-06-26,4.846325167037862
2023-06-27,4.703786191536748
2023-06-28,7.8396436525612465
2023-06-29,5.701559020044543
2023-06-30,4.133630289532293
2023-07-01,3.4209354120267257
2023-07-02,3.848552338530067
2023-07-03,3.1358574610244987
2023-07-04,4.276169265033407
2023-07-05,0.0
2023-07-06,4.988864142538976
2023-07-07,4.418708240534521
2023-07-08,3.99109131403118
2023-07-09,4.5612472160356345
2023-07-10,4.846325167037862
2023-07-11,3.5634743875278394
2023-07-12,4.276169265033407
2023-07-13,3.706013363028953
2023-07-14,3.848552338530067
2023-07-15,4.276169265033407
2023-07-16,3.848552338530067
2023-07-17,4.703786191536748
2023-07-18,5.416481069042316
2023-07-19,4.703786191536748
2023-07-20,3.848552338530067
2023-07-21,3.706013363028953
2023-07-22,3.2783964365256124
2023-07-23,3.99109131403118
2023-07-24,4.133630289532293
2023-07-25,4.703786191536748
2023-07-26,5.1314031180400885
2023-07-27,3.848552338530067
2023-07-28,4.276169265033407
2023-07-29,4.418708240534521
2023-07-30,6.556792873051225
2023-07-31,4.276169265033407
2023-08-01,7.697104677060134
2023-08-02,8.979955456570156
2023-08-03,5.98663697104677
2023-08-04,5.98663697104677
2023-08-05,3.848552338530067
2023-08-06,5.416481069042316
2023-08-07,4.418708240534521
2023-08-08,5.55902004454343
2023-08-09,4.5612472160356345
2023-08-10,4.5612472160356345
2023-08-11,4.276169265033407
2023-08-12,5.416481069042316
2023-08-13,12.115812917594655
2023-08-14,14.253897550111358
2023-08-15,8.837416481069042
2023-08-16,4.988864142538976
2023-08-17,4.276169265033407
2023-08-18,6.556792873051225
2023-08-19,7.126948775055679
2023-08-20,6.6993318485523385
2023-08-21,7.55456570155902
2023-08-22,3.2783964365256124
2023-08-23,6.841870824053451
2023-08-24,4.133630289532293
2023-08-25,4.5612472160356345
2023-08-26,4.418708240534521
2023-08-27,4.703786191536748
2023-08-28,3.2783964365256124
2023-08-29,3.1358574610244987
2023-08-30,5.55902004454343
2023-08-31,4.846325167037862
2023-09-01,4.5612472160356345
2023-09-02,5.273942093541202
2023-09-03,4.133630289532293
2023-09-04,0.0
2023-09-05,3.5634743875278394
2023-09-06,3.99109131403118
2023-09-07,4.418708240534521
2023-09-08,3.4209354120267257
2023-09-09,4.133630289532293
2023-09-10,6.271714922048997
2023-09-11,3.2783964365256124
2023-09-12,2.2806236080178173
2023-09-13,2.5657015590200443
2023-09-14,4.703786191536748
2023-09-15,3.2783964365256124
2023-09-16,4.133630289532293
2023-09-17,3.4209354120267257
2023-09-18,2.993318485523385
2023-09-19,3.5634743875278394
2023-09-20,4.133630289532293
2023-09-21,5.844097995545657
2023-09-22,6.841870824053451
2023-09-23,4.988864142538976
2023-09-24,3.848552338530067
2023-09-25,4.703786191536748
2023-09-26,3.2783964365256124
2023-09-27,2.423162583518931
2023-09-28,3.4209354120267257
2023-09-29,0.0
2023-09-30,3.706013363028953
2023-10-01,4.276169265033407
2023-10-02,2.5657015590200443
2023-10-03,3.1358574610244987
2023-10-04,2.423162583518931
2023-10-05,2.2806236080178173
2023-10-06,3.706013363028953
2023-10-07,4.133630289532293
2023-10-08,5.55902004454343
2023-10-09,5.416481069042316
2023-10-10,2.8507795100222717
2023-10-11,4.133630289532293
2023-10-12,3.706013363028953
2023-10-13,4.5612472160356345
2023-10-14,4.703786191536748
2023-10-15,5.273942093541202
2023-10-16,3.5634743875278394
2023-10-17,3.706013363028953
2023-10-18,4.703786191536748
2023-10-19,4.703786191536748
2023-10-20,6.6993318485523385
2023-10-21,4.703786191536748
2023-10-22,7.8396436525612465
2023-10-23,3.99109131403118
2023-10-24,5.844097995545657
2023-10-25,3.706013363028953
2023-10-26,4.133630289532293
2023-10-27,4.703786191536748
2023-10-28,4.846325167037862
2023-10-29,5.273942093541202
2023-10-30,3.2783964365256124
2023-10-31,3.2783964365256124
2023-11-01,4.133630289532293
2023-11-02,4.846325167037862
2023-11-03,4.418708240534521
2023-11-04,4.988864142538976
2023-11-05,3.99109131403118
2023-11-06,4.418708240534521
2023-11-07,2.8507795100222717
2023-11-08,9.122494432071269
2023-11-09,11.97327394209354
2023-11-10,7.55456570155902
2023-11-11,8.124721603563474
2023-11-12,7.412026726057906
2023-11-13,5.98663697104677
2023-11-14,5.55902004454343
2023-11-15,5.701559020044543
2023-11-16,5.701559020044543
2023-11-17,6.271714922048997
2023-11-18,7.697104677060134
2023-11-19,4.703786191536748
2023-11-20,4.846325167037862
2023-11-21,6.271714922048997
2023-11-22,5.273942093541202
2023-11-23,6.556792873051225
2023-11-24,4.418708240534521
2023-11-25,4.988864142538976
2023-11-26,5.416481069042316
2023-11-27,3.2783964365256124
2023-11-28,4.133630289532293
2023-11-29,3.4209354120267257
2023-11-30,3.1358574610244987
2023-12-01,3.99109131403118
2023-12-02,5.98663697104677
2023-12-03,6.984409799554565
2023-12-04,4.5612472160356345
2023-12-05,4.418708240534521
2023-12-06,4.846325167037862
2023-12-07,7.412026726057906
2023-12-08,6.129175946547884
2023-12-09,3.99109131403118
2023-12-10,5.98663697104677
2023-12-11,3.706013363028953
2023-12-12,3.2783964365256124
2023-12-13,6.556792873051225
2023-12-14,4.133630289532293
2023-12-15,3.1358574610244987
2023-12-16,6.271714922048997
2023-12-17,6.984409799554565
2023-12-18,3.5634743875278394
2023-12-19,4.276169265033407
2023-12-20,5.55902004454343
2023-12-21,4.988864142538976
2023-12-22,2.6132145508537485
2023-12-23,6.129175946547884
2023-12-24,6.129175946547884
2023-12-25,3.9198218262806233
2023-12-26,4.680029695619895
2023-12-27,9.217520415738678
2023-12-28,6.746844840386043
2023-12-29,4.82256867112101
2023-12-30,5.226429101707497
2023-12-31,7.910913140311803
2024-01-01,4.82256867112101
2024-01-02,5.9153674832962135
2024-01-03,7.507052709725315
2024-01-04,5.9153674832962135
2024-01-05,4.608760207869339
2024-01-06,8.124721603563472
2024-01-07,6.6755753526354855
2024-01-08,3.9910913140311797
2024-01-09,4.133630289532293
2024-01-10,7.982182628062359
2024-01-11,5.440237564959168
2024-01-12,5.9153674832962135
2024-01-13,8.053452115812917
2024-01-14,9.217520415738678
2024-01-15,4.608760207869339
2024-01-16,6.604305864884929
2024-01-17,5.226429101707497
2024-01-18,3.9198218262806233
2024-01-19,6.6755753526354855
2024-01-20,7.982182628062359
2024-01-21,7.317000742390497
2024-01-22,5.98663697104677
2024-01-23,5.3214550853749065
2024-01-24,7.982182628062359
2024-01-25,5.3214550853749065
2024-01-26,7.317000742390497
2024-01-27,11.308092056421676
2024-01-28,10.642910170749813
2024-01-29,7.317000742390497
2024-01-30,5.98663697104677
2024-01-31,4.656273199703043
2024-02-01,3.9910913140311797
2024-02-02,7.317000742390497
2024-02-03,6.651818856718633
2024-02-04,5.98663697104677
2024-02-05,7.317000742390497
2024-02-06,5.3214550853749065
2024-02-07,3.9910913140311797
2024-02-08,5.3214550853749065
2024-02-09,3.9910913140311797
2024-02-10,9.312546399406086
2024-02-11,5.98663697104677
2024-02-12,3.9910913140311797
2024-02-13,5.98663697104677
2024-02-14,4.656273199703043
2024-02-15,9.312546399406086
2024-02-16,3.9910913140311797
2024-02-17,7.317000742390497
2024-02-18,7.317000742390497
2024-02-19,5.3214550853749065
2024-02-20,3.3259094283593167
2024-02-21,5.3214550853749065
2024-02-22,4.656273199703043
2024-02-23,3.9910913140311797
2024-02-24,5.98663697104677
2024-02-25,5.3214550853749065
2024-02-26,5.3214550853749065
2024-02-27,2.6607275426874533
2024-02-28,4.656273199703043
2024-02-29,3.9910913140311797
2024-03-01,4.656273199703043
2024-03-02,5.3214550853749065
2024-03-03,6.651818856718633
2024-03-04,5.98663697104677
2024-03-05,3.3259094283593167
2024-03-06,3.9910913140311797
2024-03-07,3.3259094283593167
2024-03-08,3.9910913140311797
2024-03-09,5.3214550853749065
2024-03-10,5.3214550853749065
2024-03-11,4.656273199703043
2024-03-12,5.3214550853749065
2024-03-13,2.6607275426874533
2024-03-14,4.656273199703043
2024-03-15,5.98663697104677
2024-03-16,5.98663697104677
2024-03-17,3.9910913140311797
2024-03-18,3.9910913140311797
2024-03-19,4.656273199703043
2024-03-20,4.656273199703043
2024-03-21,5.3214550853749065
2024-03-22,5.3214550853749065
2024-03-23,3.3259094283593167
2024-03-24,3.9910913140311797
2024-03-25,4.656273199703043
2024-03-26,5.3214550853749065
2024-03-27,5.98663697104677
2024-03-28,4.656273199703043
2024-03-29,4.656273199703043
2024-03-30,5.98663697104677
2024-03-31,5.3214550853749065
2024-04-01,5.3214550853749065
2024-04-02,3.3259094283593167
2024-04-03,6.651818856718633
2024-04-04,4.656273199703043
2024-04-05,6.651818856718633
2024-04-06,7.982182628062359
2024-04-07,7.317000742390497
2024-04-08,3.3259094283593167
2024-04-09,3.9910913140311797
2024-04-10,4.656273199703043
2024-04-11,3.9910913140311797
2024-04-12,5.98663697104677
2024-04-13,5.3214550853749065
2024-04-14,5.98663697104677
2024-04-15,5.98663697104677
2024-04-16,7.317000742390497
2024-04-17,5.98663697104677
2024-04-18,3.9910913140311797
2024-04-19,3.3259094283593167
2024-04-20,6.651818856718633
2024-04-21,8.647364513734223
2024-04-22,3.3259094283593167
2024-04-23,3.9910913140311797
2024-04-24,3.3259094283593167
2024-04-25,5.3214550853749065
2024-04-26,3.3259094283593167
2024-04-27,5.3214550853749065
2024-04-28,4.656273199703043
2024-04-29,4.656273199703043
2024-04-30,4.656273199703043
2024-05-01,3.3259094283593167
2024-05-02,5.3214550853749065
2024-05-03,5.98663697104677
2024-05-04,0.0
2024-05-05,4.656273199703043
2024-05-06,5.3214550853749065
2024-05-07,1.9955456570155898
2024-05-08,3.9910913140311797
2024-05-09,3.3259094283593167
2024-05-10,4.656273199703043
2024-05-11,3.9910913140311797
2024-05-12,4.656273199703043
2024-05-13,3.3259094283593167
2024-05-14,2.6607275426874533
2024-05-15,4.656273199703043
2024-05-16,5.98663697104677
2024-05-17,5.98663697104677
2024-05-18,3.3259094283593167
2024-05-19,4.656273199703043
2024-05-20,0.0
2024-05-21,4.656273199703043
2024-05-22,3.3259094283593167
2024-05-23,5.3214550853749065
2024-05-24,5.3214550853749065
2024-05-25,5.3214550853749065
2024-05-26,4.656273199703043
2024-05-27,4.656273199703043
2024-05-28,5.3214550853749065
2024-05-29,3.3259094283593167
2024-05-30,3.3259094283593167
2024-05-31,9.97772828507795
2024-06-01,13.96881959910913
2024-06-02,9.312546399406086
2024-06-03,37.250185597624345
2024-06-04,35.91982182628062
2024-06-05,13.303637713437267
2024-06-06,28.602821083890124
2024-06-07,18.625092798812172
2024-06-08,13.96881959910913
2024-06-09,15.964365256124719
2024-06-10,12.638455827765403
2024-06-11,12.638455827765403
2024-06-12,9.312546399406086
2024-06-13,7.317000742390497
2024-06-14,7.982182628062359
2024-06-15,13.303637713437267
2024-06-16,10.642910170749813
2024-06-17,7.982182628062359
2024-06-18,5.98663697104677
2024-06-19,7.982182628062359
2024-06-20,4.656273199703043
2024-06-21,7.317000742390497
2024-06-22,6.651818856718633
2024-06-23,7.982182628062359
2024-06-24,66.51818856718633
2024-06-25,43.236822568671116
2024-06-26,26.607275426874534
2024-06-27,19.9554565701559
2024-06-28,13.303637713437267
2024-06-29,37.250185597624345
2024-06-30,42.57164068299925
2024-07-01,17.95991091314031
2024-07-02,14.634001484780994
2024-07-03,10.642910170749813
2024-07-04,9.97772828507795
2024-07-05,9.97772828507795
2024-07-06,8.647364513734223
2024-07-07,6.651818856718633
2024-07-08,7.982182628062359
2024-07-09,5.98663697104677
2024-07-10,6.651818856718633
2024-07-11,9.312546399406086
2024-07-12,7.317000742390497
2024-07-13,17.95991091314031
2024-07-14,21.95100222717149
2024-07-15,8.647364513734223
2024-07-16,7.317000742390497
2024-07-17,7.317000742390497
2024-07-18,4.656273199703043
2024-07-19,5.3214550853749065
2024-07-20,5.3214550853749065
2024-07-21,10.642910170749813
2024-07-22,4.656273199703043
2024-07-23,6.651818856718633
2024-07-24,7.982182628062359
2024-07-25,7.982182628062359
2024-07-26,8.647364513734223
2024-07-27,9.312546399406086
2024-07-28,11.97327394209354
2024-07-29,10.642910170749813
2024-07-30,5.3214550853749065
2024-07-31,5.3214550853749065
2024-08-01,6.651818856718633
2024-08-02,9.312546399406086
2024-08-03,8.647364513734223
2024-08-04,8.647364513734223
2024-08-05,5.98663697104677
2024-08-06,6.651818856718633
2024-08-07,7.982182628062359
2024-08-08,10.642910170749813
2024-08-09,10.642910170749813
2024-08-10,15.299183370452857
2024-08-11,18.625092798812172
2024-08-12,9.97772828507795
2024-08-13,13.303637713437267
2024-08-14,11.308092056421676
2024-08-15,9.312546399406086
2024-08-16,8.647364513734223
2024-08-17,9.312546399406086
2024-08-18,3.6585003711952484
2024-08-19,3.9910913140311797
2024-08-20,3.3259094283593167
2024-08-21,3.6585003711952484
2024-08-22,3.3259094283593167
2024-08-23,2.993318485523385
2024-08-24,3.9910913140311797
2024-08-25,5.8214550853749065
2024-08-26,1.9955456570155898
2024-08-27,2.993318485523385
2024-08-28,7.151818856718633
2024-08-29,2.3281365998515215
2024-08-30,2.3281365998515215
2024-08-31,2.993318485523385
2024-09-01,3.6585003711952484
2024-09-02,5.156273199703043
2024-09-03,2.6607275426874533
2024-09-04,1.6629547141796583
2024-09-05,5.8214550853749065
2024-09-06,5.8214550853749065
2024-09-07,3.9910913140311797
2024-09-08,3.3259094283593167
2024-09-09,2.3281365998515215
2024-09-10,1.9955456570155898
2024-09-11,1.9955456570155898
2024-09-12,1.9955456570155898
2024-09-13,0.0
2024-09-14,2.993318485523385
2024-09-15,2.6607275426874533
2024-09-16,2.3281365998515215
2024-09-17,0.0
2024-09-18,0.0
2024-09-19,0.0
2024-09-20,0.0
2024-09-21,0.0
2024-09-22,0.0
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,0.0
2024-09-26,0.0
2024-09-27,0.0
2024-09-28,0.0
2024-09-29,0.0
2024-09-30,0.0
2024-10-01,0.0
2024-10-02,0.0
2024-10-03,0.0
2024-10-04,0.0
2024-10-05,0.0
2024-10-06,0.0
2024-10-07,0.0
2024-10-08,0.0
2024-10-09,1.0
2024-10-10,1.0
2024-10-11,1.0
2024-10-12,1.0
2024-10-13,1.0
2024-10-14,0.0
2024-10-15,0.0
2024-10-16,0.0
2024-10-17,0.0
2024-10-18,0.0
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,0.0
2024-10-22,0.0
2024-10-23,0.0
2024-10-24,0.0
2024-10-25,0.0
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,0.0
2024-10-29,0.0
2024-10-30,0.0
2024-10-31,0.0
