query,n_rows,min_date,max_date,missing_values,min_value,max_value,mean_value,std_value,n_zero_values
super_bowl_2022,1612,2022-01-01,2026-05-31,0,0.0,1889.9470899470903,22.50612223797708,83.79904985622827,475
