Time,ai
2022-11-20,51.149560117302045
2022-11-21,56.832844574780054
2022-11-22,79.56598240469208
2022-11-23,73.88269794721407
2022-11-24,68.19941348973606
2022-11-25,68.19941348973606
2022-11-26,90.93255131964808
2022-11-27,113.66568914956011
2022-11-28,96.6158357771261
2022-11-29,96.6158357771261
2022-11-30,85.24926686217007
2022-12-01,96.6158357771261
2022-12-02,125.03225806451611
2022-12-03,164.81524926686214
2022-12-04,193.2316715542522
2022-12-05,204.59824046920818
2022-12-06,227.33137829912022
2022-12-07,233.01466275659823
2022-12-08,215.9648093841642
2022-12-09,181.86510263929617
2022-12-10,142.08211143695013
2022-12-11,147.76539589442814
2022-12-12,153.44868035190615
2022-12-13,136.39882697947212
2022-12-14,136.39882697947212
2022-12-15,142.08211143695013
2022-12-16,142.08211143695013
2022-12-17,130.7155425219941
2022-12-18,119.3489736070381
2022-12-19,125.03225806451611
2022-12-20,119.3489736070381
2022-12-21,107.9824046920821
2022-12-22,102.29912023460409
2022-12-23,102.29912023460409
2022-12-24,85.24926686217007
2022-12-25,79.56598240469208
2022-12-26,96.6158357771261
2022-12-27,96.6158357771261
2022-12-28,96.6158357771261
2022-12-29,102.29912023460409
2022-12-30,90.93255131964808
2022-12-31,90.93255131964808
2023-01-01,79.56598240469208
2023-01-02,90.93255131964808
2023-01-03,102.29912023460409
2023-01-04,113.66568914956011
2023-01-05,113.66568914956011
2023-01-06,119.3489736070381
2023-01-07,107.9824046920821
2023-01-08,107.9824046920821
2023-01-09,119.3489736070381
2023-01-10,130.7155425219941
2023-01-11,125.03225806451611
2023-01-12,119.3489736070381
2023-01-13,113.66568914956011
2023-01-14,125.03225806451611
2023-01-15,107.9824046920821
2023-01-16,113.66568914956011
2023-01-17,125.03225806451611
2023-01-18,130.7155425219941
2023-01-19,125.03225806451611
2023-01-20,130.7155425219941
2023-01-21,107.9824046920821
2023-01-22,119.3489736070381
2023-01-23,142.08211143695013
2023-01-24,142.08211143695013
2023-01-25,153.44868035190615
2023-01-26,147.76539589442814
2023-01-27,159.13196480938416
2023-01-28,136.39882697947212
2023-01-29,142.08211143695013
2023-01-30,159.13196480938416
2023-01-31,181.86510263929617
2023-02-01,176.18181818181816
2023-02-02,187.54838709677418
2023-02-03,181.86510263929617
2023-02-04,153.44868035190615
2023-02-05,153.44868035190615
2023-02-06,181.86510263929617
2023-02-07,210.2815249266862
2023-02-08,198.9149560117302
2023-02-09,193.2316715542522
2023-02-10,170.49853372434015
2023-02-11,136.39882697947212
2023-02-12,147.76539589442814
2023-02-13,147.76539589442814
2023-02-14,159.13196480938416
2023-02-15,164.81524926686214
2023-02-16,176.18181818181816
2023-02-17,187.54838709677418
2023-02-18,164.81524926686214
2023-02-19,153.44868035190615
2023-02-20,159.13196480938416
2023-02-21,170.49853372434015
2023-02-22,176.18181818181816
2023-02-23,170.49853372434015
2023-02-24,164.81524926686214
2023-02-25,142.08211143695013
2023-02-26,147.76539589442814
2023-02-27,187.54838709677418
2023-02-28,170.49853372434015
2023-03-01,176.18181818181816
2023-03-02,176.18181818181816
2023-03-03,176.18181818181816
2023-03-04,147.76539589442814
2023-03-05,153.44868035190615
2023-03-06,176.18181818181816
2023-03-07,164.81524926686214
2023-03-08,170.49853372434015
2023-03-09,164.81524926686214
2023-03-10,164.81524926686214
2023-03-11,136.39882697947212
2023-03-12,142.08211143695013
2023-03-13,153.44868035190615
2023-03-14,170.49853372434015
2023-03-15,181.86510263929617
2023-03-16,181.86510263929617
2023-03-17,170.49853372434015
2023-03-18,147.76539589442814
2023-03-19,147.76539589442814
2023-03-20,204.59824046920818
2023-03-21,215.9648093841642
2023-03-22,215.9648093841642
2023-03-23,215.9648093841642
2023-03-24,198.9149560117302
2023-03-25,176.18181818181816
2023-03-26,170.49853372434015
2023-03-27,210.2815249266862
2023-03-28,221.6480938416422
2023-03-29,238.6979472140762
2023-03-30,250.06451612903223
2023-03-31,227.33137829912022
2023-04-01,198.9149560117302
2023-04-02,193.2316715542522
2023-04-03,227.33137829912022
2023-04-04,238.6979472140762
2023-04-05,233.01466275659823
2023-04-06,233.01466275659823
2023-04-07,204.59824046920818
2023-04-08,187.54838709677418
2023-04-09,198.9149560117302
2023-04-10,238.6979472140762
2023-04-11,244.38123167155422
2023-04-12,233.01466275659823
2023-04-13,238.6979472140762
2023-04-14,250.06451612903223
2023-04-15,233.01466275659823
2023-04-16,261.4310850439882
2023-04-17,323.9472140762463
2023-04-18,306.8973607038123
2023-04-19,369.41348973607035
2023-04-20,471.71260997067446
2023-04-21,568.3284457478005
2023-04-22,505.81231671554247
2023-04-23,420.5630498533724
2023-04-24,369.41348973607035
2023-04-25,358.0469208211143
2023-04-26,329.5357771260997
2023-04-27,312.1070381231671
2023-04-28,291.8366568914955
2023-04-29,254.75322580645158
2023-04-30,267.11436950146623
2023-05-01,307.03944281524923
2023-05-02,336.8293255131964
2023-05-03,319.4005865102639
2023-05-04,341.89692082111435
2023-05-05,294.67829912023456
2023-05-06,291.8366568914955
2023-05-07,284.5431085043988
2023-05-08,312.1070381231671
2023-05-09,314.332991202346
2023-05-10,346.9645161290322
2023-05-11,317.174633431085
2023-05-12,309.26539589442814
2023-05-13,267.11436950146623
2023-05-14,254.75322580645158
2023-05-15,324.4681818181818
2023-05-16,334.6033724340175
2023-05-17,329.5357771260997
2023-05-18,312.1070381231671
2023-05-19,312.1070381231671
2023-05-20,267.11436950146623
2023-05-21,262.04677419354834
2023-05-22,294.67829912023456
2023-05-23,312.1070381231671
2023-05-24,289.6107038123167
2023-05-25,319.4005865102639
2023-05-26,293.82580645161283
2023-05-27,244.85483870967738
2023-05-28,284.9219941348973
2023-05-29,235.95102639296184
2023-05-30,293.82580645161283
2023-05-31,311.6334310850439
2023-06-01,289.3739002932551
2023-06-02,276.0181818181818
2023-06-03,227.0472140762463
2023-06-04,235.95102639296184
2023-06-05,262.66246334310847
2023-06-06,267.11436950146623
2023-06-07,271.566275659824
2023-06-08,271.566275659824
2023-06-09,253.75865102639293
2023-06-10,231.49912023460408
2023-06-11,284.9219941348973
2023-06-12,302.7296187683284
2023-06-13,307.18152492668617
2023-06-14,316.08533724340174
2023-06-15,298.27771260997065
2023-06-16,267.11436950146623
2023-06-17,253.75865102639293
2023-06-18,240.40293255131962
2023-06-19,262.66246334310847
2023-06-20,276.0181818181818
2023-06-21,276.0181818181818
2023-06-22,276.0181818181818
2023-06-23,258.2105571847507
2023-06-24,222.59530791788853
2023-06-25,235.95102639296184
2023-06-26,262.66246334310847
2023-06-27,262.66246334310847
2023-06-28,267.11436950146623
2023-06-29,267.11436950146623
2023-06-30,249.30674486803514
2023-07-01,213.691495601173
2023-07-02,218.14340175953075
2023-07-03,231.49912023460408
2023-07-04,231.49912023460408
2023-07-05,284.9219941348973
2023-07-06,258.2105571847507
2023-07-07,253.75865102639293
2023-07-08,235.95102639296184
2023-07-09,258.2105571847507
2023-07-10,293.82580645161283
2023-07-11,311.6334310850439
2023-07-12,302.7296187683284
2023-07-13,311.6334310850439
2023-07-14,293.82580645161283
2023-07-15,258.2105571847507
2023-07-16,262.66246334310847
2023-07-17,311.6334310850439
2023-07-18,307.18152492668617
2023-07-19,293.82580645161283
2023-07-20,351.70058651026386
2023-07-21,356.1524926686217
2023-07-22,244.85483870967738
2023-07-23,249.30674486803514
2023-07-24,276.0181818181818
2023-07-25,280.47008797653956
2023-07-26,293.82580645161283
2023-07-27,271.566275659824
2023-07-28,267.11436950146623
2023-07-29,240.40293255131962
2023-07-30,227.0472140762463
2023-07-31,258.2105571847507
2023-08-01,258.2105571847507
2023-08-02,253.75865102639293
2023-08-03,253.75865102639293
2023-08-04,244.85483870967738
2023-08-05,213.691495601173
2023-08-06,222.59530791788853
2023-08-07,258.2105571847507
2023-08-08,267.11436950146623
2023-08-09,258.2105571847507
2023-08-10,253.75865102639293
2023-08-11,258.2105571847507
2023-08-12,209.23958944281523
2023-08-13,227.0472140762463
2023-08-14,249.30674486803514
2023-08-15,267.11436950146623
2023-08-16,445.19061583577707
2023-08-17,271.566275659824
2023-08-18,249.30674486803514
2023-08-19,222.59530791788853
2023-08-20,213.691495601173
2023-08-21,249.30674486803514
2023-08-22,267.11436950146623
2023-08-23,276.0181818181818
2023-08-24,253.75865102639293
2023-08-25,244.85483870967738
2023-08-26,213.691495601173
2023-08-27,235.95102639296184
2023-08-28,249.30674486803514
2023-08-29,262.66246334310847
2023-08-30,267.11436950146623
2023-08-31,267.11436950146623
2023-09-01,231.49912023460408
2023-09-02,209.23958944281523
2023-09-03,218.14340175953075
2023-09-04,235.95102639296184
2023-09-05,249.30674486803514
2023-09-06,258.2105571847507
2023-09-07,271.566275659824
2023-09-08,244.85483870967738
2023-09-09,222.59530791788853
2023-09-10,222.59530791788853
2023-09-11,276.0181818181818
2023-09-12,276.0181818181818
2023-09-13,293.82580645161283
2023-09-14,293.82580645161283
2023-09-15,267.11436950146623
2023-09-16,218.14340175953075
2023-09-17,235.95102639296184
2023-09-18,276.0181818181818
2023-09-19,284.9219941348973
2023-09-20,280.47008797653956
2023-09-21,276.0181818181818
2023-09-22,267.11436950146623
2023-09-23,240.40293255131962
2023-09-24,244.85483870967738
2023-09-25,284.9219941348973
2023-09-26,284.9219941348973
2023-09-27,289.3739002932551
2023-09-28,289.3739002932551
2023-09-29,284.9219941348973
2023-09-30,240.40293255131962
2023-10-01,267.11436950146623
2023-10-02,316.08533724340174
2023-10-03,338.3448680351906
2023-10-04,347.2486803519061
2023-10-05,347.2486803519061
2023-10-06,316.08533724340174
2023-10-07,276.0181818181818
2023-10-08,289.3739002932551
2023-10-09,329.441055718475
2023-10-10,320.5372434017595
2023-10-11,324.98914956011726
2023-10-12,329.441055718475
2023-10-13,289.3739002932551
2023-10-14,267.11436950146623
2023-10-15,280.47008797653956
2023-10-16,311.6334310850439
2023-10-17,320.5372434017595
2023-10-18,316.08533724340174
2023-10-19,298.27771260997065
2023-10-20,298.27771260997065
2023-10-21,253.75865102639293
2023-10-22,267.11436950146623
2023-10-23,316.08533724340174
2023-10-24,329.441055718475
2023-10-25,320.5372434017595
2023-10-26,316.08533724340174
2023-10-27,302.7296187683284
2023-10-28,258.2105571847507
2023-10-29,253.75865102639293
2023-10-30,329.441055718475
2023-10-31,329.441055718475
2023-11-01,338.3448680351906
2023-11-02,320.5372434017595
2023-11-03,324.98914956011726
2023-11-04,271.566275659824
2023-11-05,280.47008797653956
2023-11-06,347.2486803519061
2023-11-07,342.79677419354834
2023-11-08,365.0563049853372
2023-11-09,351.70058651026386
2023-11-10,320.5372434017595
2023-11-11,276.0181818181818
2023-11-12,289.3739002932551
2023-11-13,329.441055718475
2023-11-14,338.3448680351906
2023-11-15,347.2486803519061
2023-11-16,338.3448680351906
2023-11-17,320.5372434017595
2023-11-18,320.5372434017595
2023-11-19,284.9219941348973
2023-11-20,356.1524926686217
2023-11-21,316.08533724340174
2023-11-22,316.08533724340174
2023-11-23,276.0181818181818
2023-11-24,253.75865102639293
2023-11-25,249.30674486803514
2023-11-26,280.47008797653956
2023-11-27,333.89296187683277
2023-11-28,342.79677419354834
2023-11-29,324.98914956011726
2023-11-30,338.3448680351906
2023-12-01,329.441055718475
2023-12-02,276.0181818181818
2023-12-03,271.566275659824
2023-12-04,333.89296187683277
2023-12-05,347.2486803519061
2023-12-06,365.0563049853372
2023-12-07,356.1524926686217
2023-12-08,338.3448680351906
2023-12-09,329.441055718475
2023-12-10,302.7296187683284
2023-12-11,356.1524926686217
2023-12-12,351.70058651026386
2023-12-13,347.2486803519061
2023-12-14,351.70058651026386
2023-12-15,316.08533724340174
2023-12-16,258.2105571847507
2023-12-17,258.2105571847507
2023-12-18,298.27771260997065
2023-12-19,351.70058651026386
2023-12-20,329.441055718475
2023-12-21,324.98914956011726
2023-12-22,262.72101493993034
2023-12-23,257.91879160058727
2023-12-24,246.0883918427221
2023-12-25,217.27505180666336
2023-12-26,243.51212158255788
2023-12-27,267.52323827927347
2023-12-28,269.7491913584523
2023-12-29,267.52323827927347
2023-12-30,241.28616850337897
2023-12-31,241.28616850337897
2024-01-01,253.1165682612441
2024-01-02,284.15586137648177
2024-01-03,303.3647547338542
2024-01-04,308.16697807319736
2024-01-05,293.76030805516797
2024-01-06,262.72101493993034
2024-01-07,262.72101493993034
2024-01-08,293.76030805516797
2024-01-09,315.19515449171934
2024-01-10,327.3758714305699
2024-01-11,334.40404784909185
2024-01-12,310.39293115237626
2024-01-13,257.91879160058727
2024-01-14,257.91879160058727
2024-01-15,284.15586137648177
2024-01-16,312.96920141254043
2024-01-17,346.234447606957
2024-01-18,329.6018245097487
2024-01-19,319.9973778310625
2024-01-20,286.732131636646
2024-01-21,278.23718809773766
2024-01-22,329.76259330102243
2024-01-23,340.0676743416794
2024-01-24,355.5252959026648
2024-01-25,422.508322666935
2024-01-26,515.2540520328475
2024-01-27,448.2710252685774
2024-01-28,417.35578214660654
2024-01-29,412.20324162627804
2024-01-30,396.7456200652926
2024-01-31,376.1354579839787
2024-02-01,360.67783642299327
2024-02-02,340.0676743416794
2024-02-03,273.0846475774092
2024-02-04,283.38972861806616
2024-02-05,340.0676743416794
2024-02-06,355.5252959026648
2024-02-07,334.91513382135093
2024-02-08,360.67783642299327
2024-02-09,329.76259330102243
2024-02-10,293.6948096587231
2024-02-11,283.38972861806616
2024-02-12,334.91513382135093
2024-02-13,365.83037694332177
2024-02-14,365.83037694332177
2024-02-15,386.44053902463565
2024-02-16,407.05070110594954
2024-02-17,340.0676743416794
2024-02-18,329.76259330102243
2024-02-19,381.2879985043072
2024-02-20,407.05070110594954
2024-02-21,386.44053902463565
2024-02-22,432.81340370759193
2024-02-23,422.508322666935
2024-02-24,334.91513382135093
2024-02-25,334.91513382135093
2024-02-26,407.05070110594954
2024-02-27,412.20324162627804
2024-02-28,417.35578214660654
2024-02-29,412.20324162627804
2024-03-01,386.44053902463565
2024-03-02,303.99989069938005
2024-03-03,314.304971740037
2024-03-04,391.59307954496416
2024-03-05,381.2879985043072
2024-03-06,396.7456200652926
2024-03-07,381.2879985043072
2024-03-08,360.67783642299327
2024-03-09,288.54226913839466
2024-03-10,288.54226913839466
2024-03-11,350.3727553823363
2024-03-12,355.5252959026648
2024-03-13,376.1354579839787
2024-03-14,386.44053902463565
2024-03-15,350.3727553823363
2024-03-16,298.8473501790516
2024-03-17,309.15243121970855
2024-03-18,391.59307954496416
2024-03-19,412.20324162627804
2024-03-20,412.20324162627804
2024-03-21,386.44053902463565
2024-03-22,340.0676743416794
2024-03-23,303.99989069938005
2024-03-24,314.304971740037
2024-03-25,376.1354579839787
2024-03-26,350.3727553823363
2024-03-27,381.2879985043072
2024-03-28,381.2879985043072
2024-03-29,329.76259330102243
2024-03-30,283.38972861806616
2024-03-31,293.6948096587231
2024-04-01,355.5252959026648
2024-04-02,370.9829174636502
2024-04-03,365.83037694332177
2024-04-04,365.83037694332177
2024-04-05,350.3727553823363
2024-04-06,278.23718809773766
2024-04-07,303.99989069938005
2024-04-08,329.76259330102243
2024-04-09,376.1354579839787
2024-04-10,417.35578214660654
2024-04-11,396.7456200652926
2024-04-12,443.1184847482489
2024-04-13,324.61005278069393
2024-04-14,329.76259330102243
2024-04-15,396.7456200652926
2024-04-16,396.7456200652926
2024-04-17,391.59307954496416
2024-04-18,432.81340370759193
2024-04-19,417.35578214660654
2024-04-20,334.91513382135093
2024-04-21,365.83037694332177
2024-04-22,412.20324162627804
2024-04-23,396.7456200652926
2024-04-24,422.508322666935
2024-04-25,422.508322666935
2024-04-26,381.2879985043072
2024-04-27,314.304971740037
2024-04-28,350.3727553823363
2024-04-29,427.6608631872635
2024-04-30,401.8981605856211
2024-05-01,396.7456200652926
2024-05-02,396.7456200652926
2024-05-03,386.44053902463565
2024-05-04,303.99989069938005
2024-05-05,319.4575122603655
2024-05-06,381.2879985043072
2024-05-07,391.59307954496416
2024-05-08,391.59307954496416
2024-05-09,401.8981605856211
2024-05-10,360.67783642299327
2024-05-11,283.38972861806616
2024-05-12,288.54226913839466
2024-05-13,386.44053902463565
2024-05-14,401.8981605856211
2024-05-15,494.64388995153365
2024-05-16,417.35578214660654
2024-05-17,474.03372787021976
2024-05-18,386.44053902463565
2024-05-19,319.4575122603655
2024-05-20,376.1354579839787
2024-05-21,401.8981605856211
2024-05-22,417.35578214660654
2024-05-23,386.44053902463565
2024-05-24,386.44053902463565
2024-05-25,417.35578214660654
2024-05-26,324.61005278069393
2024-05-27,355.5252959026648
2024-05-28,448.2710252685774
2024-05-29,443.1184847482489
2024-05-30,427.6608631872635
2024-05-31,396.7456200652926
2024-06-01,427.6608631872635
2024-06-02,319.4575122603655
2024-06-03,381.2879985043072
2024-06-04,437.96594422792043
2024-06-05,412.20324162627804
2024-06-06,417.35578214660654
2024-06-07,376.1354579839787
2024-06-08,417.35578214660654
2024-06-09,355.5252959026648
2024-06-10,468.88118734989126
2024-06-11,448.2710252685774
2024-06-12,391.59307954496416
2024-06-13,381.2879985043072
2024-06-14,350.3727553823363
2024-06-15,407.05070110594954
2024-06-16,314.304971740037
2024-06-17,396.7456200652926
2024-06-18,396.7456200652926
2024-06-19,350.3727553823363
2024-06-20,350.3727553823363
2024-06-21,340.0676743416794
2024-06-22,412.20324162627804
2024-06-23,324.61005278069393
2024-06-24,376.1354579839787
2024-06-25,365.83037694332177
2024-06-26,365.83037694332177
2024-06-27,365.83037694332177
2024-06-28,324.61005278069393
2024-06-29,396.7456200652926
2024-06-30,298.8473501790516
2024-07-01,350.3727553823363
2024-07-02,360.67783642299327
2024-07-03,329.76259330102243
2024-07-04,278.23718809773766
2024-07-05,278.23718809773766
2024-07-06,381.2879985043072
2024-07-07,293.6948096587231
2024-07-08,329.76259330102243
2024-07-09,350.3727553823363
2024-07-10,386.44053902463565
2024-07-11,345.2202148620079
2024-07-12,340.0676743416794
2024-07-13,376.1354579839787
2024-07-14,273.0846475774092
2024-07-15,324.61005278069393
2024-07-16,334.91513382135093
2024-07-17,350.3727553823363
2024-07-18,345.2202148620079
2024-07-19,314.304971740037
2024-07-20,417.35578214660654
2024-07-21,303.99989069938005
2024-07-22,334.91513382135093
2024-07-23,355.5252959026648
2024-07-24,370.9829174636502
2024-07-25,355.5252959026648
2024-07-26,324.61005278069393
2024-07-27,396.7456200652926
2024-07-28,273.0846475774092
2024-07-29,329.76259330102243
2024-07-30,355.5252959026648
2024-07-31,340.0676743416794
2024-08-01,365.83037694332177
2024-08-02,329.76259330102243
2024-08-03,381.2879985043072
2024-08-04,293.6948096587231
2024-08-05,329.76259330102243
2024-08-06,355.5252959026648
2024-08-07,365.83037694332177
2024-08-08,427.6608631872635
2024-08-09,329.76259330102243
2024-08-10,381.2879985043072
2024-08-11,324.61005278069393
2024-08-12,365.83037694332177
2024-08-13,365.83037694332177
2024-08-14,376.1354579839787
2024-08-15,391.59307954496416
2024-08-16,376.1354579839787
2024-08-17,422.508322666935
2024-08-18,307.86429608962646
2024-08-19,365.4009985666277
2024-08-20,395.45748493521046
2024-08-21,416.7117145815655
2024-08-22,389.2314984731469
2024-08-23,386.6552282129827
2024-08-24,437.96594422792043
2024-08-25,352.9490256425006
2024-08-26,407.90945785933764
2024-08-27,407.90945785933764
2024-08-28,437.96594422792043
2024-08-29,410.4857281195019
2024-08-30,392.8812146750463
2024-08-31,429.1636875056926
2024-09-01,350.3727553823363
2024-09-02,359.17501210456413
2024-09-03,416.7117145815655
2024-09-04,429.1636875056926
2024-09-05,435.38967396775615
2024-09-06,380.4292417509191
2024-09-07,416.7117145815655
2024-09-08,337.9207824582092
2024-09-09,414.1354443214012
2024-09-10,474.2484170585668
2024-09-11,437.96594422792043
2024-09-12,468.0224305965032
2024-09-13,437.96594422792043
2024-09-14,455.57045767237605
2024-09-15,350.3727553823363
2024-09-16,437.96594422792043
2024-09-17,474.4631062469138
2024-09-18,452.5648090355178
2024-09-19,459.86424143931646
2024-09-20,423.3670794203231
2024-09-21,459.86424143931646
2024-09-22,379.570484997531
2024-09-23,489.06197105451116
2024-09-24,481.7625386507125
