Time,jack_harlow
2025-01-18,2.5126387536514123
2025-01-19,1.962999026290166
2025-01-20,2.2770788704965925
2025-01-21,1.6489191820837394
2025-01-22,1.727439143135346
2025-01-23,1.962999026290166
2025-01-24,3.1407984420642654
2025-01-25,2.1985589094449858
2025-01-26,1.962999026290166
2025-01-27,2.0415189873417727
2025-01-28,2.120038948393379
2025-01-29,1.962999026290166
2025-01-30,1.8844790652385592
2025-01-31,1.8844790652385592
2025-02-01,1.962999026290166
2025-02-02,2.4341187925998056
2025-02-03,2.4341187925998056
2025-02-04,1.962999026290166
2025-02-05,2.0415189873417727
2025-02-06,1.727439143135346
2025-02-07,1.8844790652385592
2025-02-08,2.4341187925998056
2025-02-09,2.355598831548199
2025-02-10,2.591158714703019
2025-02-11,1.5703992210321327
2025-02-12,2.5126387536514123
2025-02-13,2.355598831548199
2025-02-14,2.826718597857839
2025-02-15,3.7689581304771185
2025-02-16,3.219318403115872
2025-02-17,2.9052385589094456
2025-02-18,2.1985589094449858
2025-02-19,2.355598831548199
2025-02-20,2.120038948393379
2025-02-21,2.0415189873417727
2025-02-22,2.5126387536514123
2025-02-23,2.355598831548199
2025-02-24,2.591158714703019
2025-02-25,2.0415189873417727
2025-02-26,1.962999026290166
2025-02-27,1.6489191820837394
2025-02-28,1.6489191820837394
2025-03-01,2.2770788704965925
2025-03-02,2.0415189873417727
2025-03-03,1.334839337877313
2025-03-04,1.8059591041869525
2025-03-05,2.0415189873417727
2025-03-06,1.4133592989289194
2025-03-07,1.6489191820837394
2025-03-08,2.2770788704965925
2025-03-09,1.6489191820837394
2025-03-10,1.5703992210321327
2025-03-11,1.491879259980526
2025-03-12,1.8844790652385592
2025-03-13,2.1985589094449858
2025-03-14,2.748198636806232
2025-03-15,2.0415189873417727
2025-03-16,2.4341187925998056
2025-03-17,1.8059591041869525
2025-03-18,2.0415189873417727
2025-03-19,2.355598831548199
2025-03-20,2.2770788704965925
2025-03-21,7.851996105160664
2025-03-22,7.851996105160664
2025-03-23,6.046037000973711
2025-03-24,4.318597857838365
2025-03-25,4.0830379746835455
2025-03-26,3.5333982473222987
2025-03-27,3.7689581304771185
2025-03-28,3.0622784810126586
2025-03-29,4.0830379746835455
2025-03-30,3.1407984420642654
2025-03-31,2.4341187925998056
2025-04-01,2.2770788704965925
2025-04-02,2.2770788704965925
2025-04-03,2.2770788704965925
2025-04-04,2.9052385589094456
2025-04-05,3.7689581304771185
2025-04-06,3.219318403115872
2025-04-07,2.355598831548199
2025-04-08,2.1985589094449858
2025-04-09,2.2770788704965925
2025-04-10,2.0415189873417727
2025-04-11,2.1985589094449858
2025-04-12,2.5126387536514123
2025-04-13,2.355598831548199
2025-04-14,1.727439143135346
2025-04-15,2.1090028460644397
2025-04-16,1.9855264547899296
2025-04-17,2.2774356675618534
2025-04-18,2.2082047335541146
2025-04-19,2.4308830123182994
2025-04-20,2.4458684890592672
2025-04-21,2.193219256813147
2025-04-22,1.8863245673002549
2025-04-23,1.6636462885360699
2025-04-24,2.3466666015695923
2025-04-25,1.9705409780489616
2025-04-26,2.193219256813147
2025-04-27,2.376637555051528
2025-04-28,1.732877222543809
2025-04-29,1.9013100440412227
2025-04-30,1.6486608117951018
2025-05-01,1.8021081565515478
2025-05-02,1.8863245673002549
2025-05-03,2.6835322445644203
2025-05-04,2.5001139463260387
2025-05-05,2.1090028460644397
2025-05-06,2.1389737995463753
2025-05-07,2.193219256813147
2025-05-08,1.9555555013079937
2025-05-09,1.9555555013079937
2025-05-10,2.1239883228054075
2025-05-11,1.9555555013079937
2025-05-12,1.356751599023178
2025-05-13,1.5644444010463951
2025-05-14,1.9555555013079937
2025-05-15,1.6484024415064644
2025-05-16,1.4386057671329144
2025-05-17,2.1579086506993717
2025-05-18,1.9780829298077574
2025-05-19,1.588460534542593
2025-05-20,1.3187219532051717
2025-05-21,1.4086348136509788
2025-05-22,1.6783733949884003
2025-05-23,1.708344348470336
2025-05-24,2.0679957902535646
2025-05-25,1.8282281623980787
2025-05-26,1.6184314880245287
2025-05-27,1.7682862554342074
2025-05-28,1.2288090927593645
2025-05-29,1.9780829298077574
2025-05-30,2.0979667437355003
2025-05-31,2.0979667437355003
2025-06-01,2.1878796041813073
2025-06-02,1.798257208916143
2025-06-03,1.6783733949884003
2025-06-04,2.127937697217436
2025-06-05,1.8282281623980787
2025-06-06,2.1579086506993717
2025-06-07,2.3077634181090505
2025-06-08,2.3077634181090505
2025-06-09,1.4386057671329144
2025-06-10,1.5285186275787217
2025-06-11,1.8581991158800146
2025-06-12,1.5285186275787217
2025-06-13,1.918141022843886
2025-06-14,1.588460534542593
2025-06-15,1.798257208916143
2025-06-16,1.4386057671329144
2025-06-17,1.2587800462413001
2025-06-18,1.5584895810606574
2025-06-19,1.918141022843886
2025-06-20,1.8581991158800146
2025-06-21,1.8282281623980787
2025-06-22,1.4086348136509788
2025-06-23,1.6184314880245287
2025-06-24,2.547531045964536
2025-06-25,2.4276472320367932
2025-06-26,1.588460534542593
2025-06-27,2.4276472320367932
2025-06-28,2.547531045964536
2025-06-29,1.7682862554342074
2025-06-30,2.0979667437355003
2025-07-01,1.918141022843886
2025-07-02,1.7383153019522717
2025-07-03,2.0080538832896933
2025-07-04,2.127937697217436
2025-07-05,2.0979667437355003
2025-07-06,2.367705325072922
2025-07-07,1.4386057671329144
2025-07-08,1.2587800462413001
2025-07-09,1.498547674096786
2025-07-10,1.3486929066871074
2025-07-11,1.4685767206148501
2025-07-12,1.6184314880245287
2025-07-13,2.0080538832896933
2025-07-14,1.6484024415064644
2025-07-15,1.168867185795493
2025-07-16,1.0489833718677501
2025-07-17,1.588460534542593
2025-07-18,1.4386057671329144
2025-07-19,1.708344348470336
2025-07-20,1.918141022843886
2025-07-21,1.6184314880245287
2025-07-22,1.5285186275787217
2025-07-23,1.3486929066871074
2025-07-24,1.1988381392774288
2025-07-25,1.7383153019522717
2025-07-26,1.4386057671329144
2025-07-27,1.9481119763258217
2025-07-28,1.168867185795493
2025-07-29,1.498547674096786
2025-07-30,1.4386057671329144
2025-07-31,1.2887509997232358
2025-08-01,1.4386057671329144
2025-08-02,1.6783733949884003
2025-08-03,1.588460534542593
2025-08-04,1.1388962323135574
2025-08-05,1.3187219532051717
2025-08-06,1.4386057671329144
2025-08-07,1.6484024415064644
2025-08-08,1.6184314880245287
2025-08-09,2.038024836771629
2025-08-10,1.708344348470336
2025-08-11,1.2288090927593645
2025-08-12,1.1988381392774288
2025-08-13,1.0489833718677501
2025-08-14,1.2587800462413001
2025-08-15,1.1388962323135574
2025-08-16,1.918141022843886
2025-08-17,1.588460534542593
2025-08-18,0.9290995579400073
2025-08-19,1.2288090927593645
2025-08-20,1.4086348136509788
2025-08-21,1.1388962323135574
2025-08-22,1.6184314880245287
2025-08-23,1.6783733949884003
2025-08-24,1.7682862554342074
2025-08-25,1.0789543253496858
2025-08-26,1.0789543253496858
2025-08-27,0.8391866974942002
2025-08-28,1.2887509997232358
2025-08-29,1.4685767206148501
2025-08-30,1.588460534542593
2025-08-31,1.1089252788316215
2025-09-01,1.5584895810606574
2025-09-02,1.4086348136509788
2025-09-03,1.3486929066871074
2025-09-04,1.3187219532051717
2025-09-05,1.3187219532051717
2025-09-06,1.588460534542593
2025-09-07,1.2587800462413001
2025-09-08,1.378663860169043
2025-09-09,1.0190124183858145
2025-09-10,0.959070511421943
2025-09-11,0.5394771626748429
2025-09-12,1.6783733949884003
2025-09-13,2.877211534265829
2025-09-14,1.8881700693619503
2025-09-15,1.4386057671329144
2025-09-16,1.1388962323135574
2025-09-17,1.1089252788316215
2025-09-18,1.2587800462413001
2025-09-19,1.498547674096786
2025-09-20,2.038024836771629
2025-09-21,1.5584895810606574
2025-09-22,1.4386057671329144
2025-09-23,1.3486929066871074
2025-09-24,1.3486929066871074
2025-09-25,1.3187219532051717
2025-09-26,1.4685767206148501
2025-09-27,1.3486929066871074
2025-09-28,1.4086348136509788
2025-09-29,1.1388962323135574
2025-09-30,1.2288090927593645
2025-10-01,1.2587800462413001
2025-10-02,1.4086348136509788
2025-10-03,1.2587800462413001
2025-10-04,1.2887509997232358
2025-10-05,1.5584895810606574
2025-10-06,1.378663860169043
2025-10-07,1.378663860169043
2025-10-08,0.8991286044580715
2025-10-09,0.9890414649038787
2025-10-10,1.3187219532051717
2025-10-11,1.2887509997232358
2025-10-12,1.4386057671329144
2025-10-13,1.3486929066871074
2025-10-14,1.168867185795493
2025-10-15,1.0489833718677501
2025-10-16,1.378663860169043
2025-10-17,1.2887509997232358
2025-10-18,1.4386057671329144
2025-10-19,1.3486929066871074
2025-10-20,1.2288090927593645
2025-10-21,1.2288090927593645
2025-10-22,1.2887509997232358
2025-10-23,1.2887509997232358
2025-10-24,1.2587800462413001
2025-10-25,1.6184314880245287
2025-10-26,1.378663860169043
2025-10-27,1.1089252788316215
2025-10-28,0.9890414649038787
2025-10-29,1.1089252788316215
2025-10-30,1.1089252788316215
2025-10-31,1.4386057671329144
2025-11-01,1.6184314880245287
2025-11-02,1.2288090927593645
2025-11-03,1.2288090927593645
2025-11-04,1.0789543253496858
2025-11-05,1.0789543253496858
2025-11-06,1.168867185795493
2025-11-07,0.959070511421943
2025-11-08,1.168867185795493
2025-11-09,1.2887509997232358
2025-11-10,1.0489833718677501
2025-11-11,1.0789543253496858
2025-11-12,1.2288090927593645
2025-11-13,1.2288090927593645
2025-11-14,1.3486929066871074
2025-11-15,1.4086348136509788
2025-11-16,1.4685767206148501
2025-11-17,1.2587800462413001
2025-11-18,1.0789543253496858
2025-11-19,1.3187219532051717
2025-11-20,1.0489833718677501
2025-11-21,1.168867185795493
2025-11-22,1.0190124183858145
2025-11-23,1.5584895810606574
2025-11-24,1.2587800462413001
2025-11-25,1.1988381392774288
2025-11-26,1.3486929066871074
2025-11-27,2.997095348193572
2025-11-28,1.5285186275787217
2025-11-29,1.2887509997232358
2025-11-30,1.2288090927593645
2025-12-01,0.959070511421943
2025-12-02,1.2288090927593645
2025-12-03,0.9890414649038787
2025-12-04,0.9890414649038787
2025-12-05,1.0190124183858145
2025-12-06,1.588460534542593
2025-12-07,1.6184314880245287
2025-12-08,1.2587800462413001
2025-12-09,1.2288090927593645
2025-12-10,1.2288090927593645
2025-12-11,1.223045447858992
2025-12-12,1.223045447858992
2025-12-13,1.0927870731105793
2025-12-14,1.4236202903919466
2025-12-15,1.0778015963696115
2025-12-16,1.223045447858992
2025-12-17,1.3083473923845015
2025-12-18,1.1077725498515472
2025-12-19,0.8922122305776248
2025-12-20,1.1780890176360885
2025-12-21,1.5538786651403595
2025-12-22,1.0927870731105793
2025-12-23,1.1077725498515472
2025-12-24,1.23803092459996
2025-12-25,1.3233328691254695
2025-12-26,1.5538786651403595
2025-12-27,1.4386057671329144
2025-12-28,1.3383183458664374
2025-12-29,1.1930744943770564
2025-12-30,0.992499651844102
2025-12-31,1.223045447858992
2026-01-01,1.5239077116584239
2026-01-02,1.2933619156435336
2026-01-03,1.4386057671329144
2026-01-04,1.23803092459996
2026-01-05,0.8772267538366569
2026-01-06,1.3083473923845015
2026-01-07,1.1780890176360885
2026-01-08,1.7244825541913782
2026-01-09,1.1077725498515472
2026-01-10,1.4386057671329144
2026-01-11,1.4386057671329144
2026-01-12,1.1066198208714726
2026-01-13,1.1066198208714726
2026-01-14,1.1066198208714726
2026-01-15,1.1066198208714726
2026-01-16,1.4386057671329144
2026-01-17,1.4386057671329144
2026-01-18,1.4386057671329144
2026-01-19,1.659929731307209
2026-01-20,1.1066198208714726
2026-01-21,1.4386057671329144
2026-01-22,1.4386057671329144
2026-01-23,1.4386057671329144
2026-01-24,1.659929731307209
2026-01-25,1.5492677492200617
2026-01-26,0.9959578387843254
2026-01-27,1.2172818029586199
2026-01-28,0.9959578387843254
2026-01-29,1.5492677492200617
2026-01-30,1.2172818029586199
2026-01-31,1.5492677492200617
2026-02-01,1.5492677492200617
2026-02-02,1.1066198208714726
2026-02-03,1.659929731307209
2026-02-04,1.2172818029586199
2026-02-05,1.3279437850457672
2026-02-06,1.4386057671329144
2026-02-07,1.2172818029586199
2026-02-08,1.2172818029586199
2026-02-09,1.3279437850457672
2026-02-10,1.659929731307209
2026-02-11,2.3239016238300927
2026-02-12,1.659929731307209
2026-02-13,1.659929731307209
2026-02-14,1.659929731307209
2026-02-15,1.8812536954815036
2026-02-16,1.4386057671329144
2026-02-17,1.3279437850457672
2026-02-18,1.3279437850457672
2026-02-19,1.3279437850457672
2026-02-20,1.4386057671329144
2026-02-21,1.4386057671329144
2026-02-22,1.4386057671329144
2026-02-23,1.3279437850457672
2026-02-24,1.2172818029586199
2026-02-25,1.5492677492200617
2026-02-26,2.102577659655798
2026-02-27,1.5492677492200617
2026-02-28,2.102577659655798
2026-03-01,1.8812536954815036
2026-03-02,1.4386057671329144
2026-03-03,1.5492677492200617
2026-03-04,1.2172818029586199
2026-03-05,1.1066198208714726
2026-03-06,1.3279437850457672
2026-03-07,1.3279437850457672
2026-03-08,1.5492677492200617
2026-03-09,1.2172818029586199
2026-03-10,1.5492677492200617
2026-03-11,1.1066198208714726
2026-03-12,1.7705917133943563
2026-03-13,9.516930459494665
2026-03-14,11.066198208714727
2026-03-15,10.512888298278991
2026-03-16,8.742296584884635
2026-03-17,9.627592441581813
2026-03-18,7.193028835664572
2026-03-19,5.754423068531658
2026-03-20,6.0864090147931
2026-03-21,5.533099104357364
2026-03-22,4.315817301398743
2026-03-23,3.4305214447015655
2026-03-24,3.5411834267887126
2026-03-25,3.873169373050154
2026-03-26,4.758465229747332
2026-03-27,3.319859462614418
2026-03-28,3.209197480527271
2026-03-29,2.766549552178682
2026-03-30,2.4345636059172397
2026-03-31,2.102577659655798
2026-04-01,1.9919156775686508
2026-04-02,1.9919156775686508
2026-04-03,2.3239016238300927
2026-04-04,1.7705917133943563
2026-04-05,2.3239016238300927
2026-04-06,2.213239641742945
2026-04-07,1.659929731307209
2026-04-08,1.7705917133943563
2026-04-09,1.4386057671329144
2026-04-10,1.9919156775686508
2026-04-11,3.209197480527271
2026-04-12,4.758465229747332
2026-04-13,8.963620549058929
2026-04-14,6.971704871490278
2026-04-15,4.205155319311596
2026-04-16,3.5411834267887126
2026-04-17,2.5452255880043873
2026-04-18,2.9878735163529764
2026-04-19,2.877211534265829
2026-04-20,1.8812536954815036
2026-04-21,1.7705917133943563
2026-04-22,2.102577659655798
2026-04-23,2.4345636059172397
2026-04-24,1.8812536954815036
2026-04-25,2.102577659655798
2026-04-26,1.8812536954815036
2026-04-27,1.8812536954815036
2026-04-28,1.7705917133943563
2026-04-29,1.8812536954815036
2026-04-30,1.8812536954815036
2026-05-01,1.5492677492200617
2026-05-02,2.102577659655798
2026-05-03,1.8812536954815036
2026-05-04,1.3279437850457672
2026-05-05,1.8812536954815036
2026-05-06,1.7705917133943563
2026-05-07,1.7705917133943563
2026-05-08,1.9919156775686508
2026-05-09,2.102577659655798
2026-05-10,1.5492677492200617
2026-05-11,1.2172818029586199
2026-05-12,1.2172818029586199
2026-05-13,1.7705917133943563
2026-05-14,1.4386057671329144
2026-05-15,1.4386057671329144
2026-05-16,2.3239016238300927
2026-05-17,2.102577659655798
2026-05-18,1.659929731307209
2026-05-19,1.2172818029586199
2026-05-20,1.3279437850457672
2026-05-21,1.5492677492200617
2026-05-22,1.4386057671329144
2026-05-23,1.8812536954815036
2026-05-24,1.8812536954815036
2026-05-25,2.213239641742945
2026-05-26,1.8812536954815036
2026-05-27,1.5492677492200617
2026-05-28,1.7705917133943563
2026-05-29,1.659929731307209
2026-05-30,1.5492677492200617
2026-05-31,1.4386057671329144
