Time,michaels
2024-08-18,59
2024-08-19,40
2024-08-20,39
2024-08-21,38
2024-08-22,41
2024-08-23,44
2024-08-24,62
2024-08-25,61
2024-08-26,42
2024-08-27,40
2024-08-28,44
2024-08-29,47
2024-08-30,44
2024-08-31,58
2024-09-01,69
2024-09-02,67
2024-09-03,39
2024-09-04,40
2024-09-05,37
2024-09-06,40
2024-09-07,55
2024-09-08,60
2024-09-09,38
2024-09-10,38
2024-09-11,35
2024-09-12,37
2024-09-13,54
2024-09-14,59
2024-09-15,59
2024-09-16,44
2024-09-17,40
2024-09-18,40
2024-09-19,42
2024-09-20,52
2024-09-21,57
2024-09-22,68
2024-09-23,44
2024-09-24,39
2024-09-25,42
2024-09-26,47
2024-09-27,51
2024-09-28,57
2024-09-29,66
2024-09-30,38
2024-10-01,40
2024-10-02,39
2024-10-03,44
2024-10-04,48
2024-10-05,59
2024-10-06,62
2024-10-07,40
2024-10-08,39
2024-10-09,39
2024-10-10,39
2024-10-11,48
2024-10-12,61
2024-10-13,67
2024-10-14,49
2024-10-15,46
2024-10-16,43
2024-10-17,43
2024-10-18,49
2024-10-19,59
2024-10-20,63
2024-10-21,46
2024-10-22,45
2024-10-23,46
2024-10-24,47
2024-10-25,59
2024-10-26,68
2024-10-27,70
2024-10-28,46
2024-10-29,47
2024-10-30,55
2024-10-31,49
2024-11-01,52
2024-11-02,65
2024-11-03,73
2024-11-04,48
2024-11-05,39
2024-11-06,28
2024-11-07,41
2024-11-08,57
2024-11-09,72
2024-11-10,81
2024-11-11,62
2024-11-12,48
2024-11-13,50
2024-11-14,53
2024-11-15,59
2024-11-16,72
2024-11-17,89
2024-11-18,54
2024-11-19,52
2024-11-20,51
2024-11-21,47
2024-11-22,59
2024-11-23,75
2024-11-24,89
2024-11-25,65
2024-11-26,59
2024-11-27,67
2024-11-28,48
2024-11-29,100
2024-11-30,96
2024-12-01,99
2024-12-02,69
2024-12-03,63
2024-12-04,59
2024-12-05,60
2024-12-06,72
2024-12-07,83
2024-12-08,89
2024-12-09,60
2024-12-10,54
2024-12-11,56
2024-12-12,53
2024-12-13,62
2024-12-14,84
2024-12-15,87
2024-12-16,64
2024-12-17,66
2024-12-18,64
2024-12-19,64
2024-12-20,66
2024-12-21,81
2024-12-22,87
2024-12-23,79
2024-12-24,82
2024-12-25,34
2024-12-26,57
2024-12-27,56
2024-12-28,54
2024-12-29,57
2024-12-30,49
2024-12-31,52
2025-01-01,51
2025-01-02,41
2025-01-03,44
2025-01-04,55
2025-01-05,51
2025-01-06,36
2025-01-07,36
2025-01-08,37
2025-01-09,39
2025-01-10,40
2025-01-11,47
2025-01-12,63
2025-01-13,36
2025-01-14,33
2025-01-15,35
2025-01-16,37
2025-01-17,38
2025-01-18,52
2025-01-19,53
2025-01-20,44
2025-01-21,36
2025-01-22,35
2025-01-23,33
2025-01-24,36
2025-01-25,51
2025-01-26,68
2025-01-27,40
2025-01-28,42
2025-01-29,38
2025-01-30,36
2025-01-31,40
2025-02-01,58
2025-02-02,60
2025-02-03,35
2025-02-04,34
2025-02-05,35
2025-02-06,41
2025-02-07,41
2025-02-08,52
2025-02-09,47
2025-02-10,31
2025-02-11,36
2025-02-12,41
2025-02-13,43
2025-02-14,43
2025-02-15,51
2025-02-16,60
2025-02-17,89
2025-02-18,48
2025-02-19,38
2025-02-20,38
2025-02-21,36
2025-02-22,47
2025-02-23,49
2025-02-24,38
2025-02-25,37
2025-02-26,34
2025-02-27,34
2025-02-28,37
2025-03-01,45
2025-03-02,51
2025-03-03,34
2025-03-04,34
2025-03-05,34
2025-03-06,35
2025-03-07,36
2025-03-08,45
2025-03-09,49
2025-03-10,32
2025-03-11,33
2025-03-12,35
2025-03-13,40
2025-03-14,36
2025-03-15,46
2025-03-16,47
2025-03-17,33
2025-03-18,33
2025-03-19,32
2025-03-20,34
2025-03-21,36
2025-03-22,40
2025-03-23,43
2025-03-24,30
2025-03-25,30
2025-03-26,37
2025-03-27,32
2025-03-28,36
2025-03-29,45
2025-03-30,47
2025-03-31,34
2025-04-01,34
2025-04-02,33
2025-04-03,35
2025-04-04,37
2025-04-05,46
2025-04-06,50
2025-04-07,37
2025-04-08,35
2025-04-09,36
2025-04-10,39
2025-04-11,43
2025-04-12,47
2025-04-13,48
2025-04-14,37
2025-04-15,37
2025-04-16,35
2025-04-17,37
2025-04-18,42
2025-04-19,48
2025-04-20,47
2025-04-21,37
2025-04-22,34
2025-04-23,33
2025-04-24,33
2025-04-25,34
2025-04-26,45
2025-04-27,49
2025-04-28,35
2025-04-29,35
2025-04-30,37
2025-05-01,37
2025-05-02,37
2025-05-03,47
2025-05-04,52
2025-05-05,37
2025-05-06,39
2025-05-07,38
2025-05-08,41
2025-05-09,44
2025-05-10,51
2025-05-11,47
2025-05-12,36
2025-05-13,35
2025-05-14,35
