Time,you
2022-08-29,90
2022-08-30,91
2022-08-31,90
2022-09-01,90
2022-09-02,88
2022-09-03,88
2022-09-04,91
2022-09-05,94
2022-09-06,84
2022-09-07,88
2022-09-08,88
2022-09-09,85
2022-09-10,88
2022-09-11,90
2022-09-12,89
2022-09-13,89
2022-09-14,93
2022-09-15,91
2022-09-16,89
2022-09-17,91
2022-09-18,88
2022-09-19,90
2022-09-20,89
2022-09-21,92
2022-09-22,92
2022-09-23,86
2022-09-24,83
2022-09-25,87
2022-09-26,92
2022-09-27,97
2022-09-28,87
2022-09-29,87
2022-09-30,85
2022-10-01,85
2022-10-02,86
2022-10-03,83
2022-10-04,92
2022-10-05,92
2022-10-06,90
2022-10-07,90
2022-10-08,86
2022-10-09,88
2022-10-10,89
2022-10-11,90
2022-10-12,91
2022-10-13,93
2022-10-14,89
2022-10-15,83
2022-10-16,88
2022-10-17,88
2022-10-18,90
2022-10-19,91
2022-10-20,90
2022-10-21,88
2022-10-22,87
2022-10-23,86
2022-10-24,88
2022-10-25,87
2022-10-26,90
2022-10-27,90
2022-10-28,85
2022-10-29,86
2022-10-30,87
2022-10-31,93
2022-11-01,88
2022-11-02,90
2022-11-03,94
2022-11-04,95
2022-11-05,86
2022-11-06,88
2022-11-07,90
2022-11-08,90
2022-11-09,80
2022-11-10,80
2022-11-11,86
2022-11-12,85
2022-11-13,89
2022-11-14,88
2022-11-15,84
2022-11-16,90
2022-11-17,91
2022-11-18,85
2022-11-19,88
2022-11-20,89
2022-11-21,84
2022-11-22,85
2022-11-23,88
2022-11-24,94
2022-11-25,79
2022-11-26,79
2022-11-27,88
2022-11-28,87
2022-11-29,88
2022-11-30,88
2022-12-01,87
2022-12-02,80
2022-12-03,81
2022-12-04,84
2022-12-05,84
2022-12-06,90
2022-12-07,87
2022-12-08,89
2022-12-09,84
2022-12-10,84
2022-12-11,87
2022-12-12,88
2022-12-13,85
2022-12-14,86
2022-12-15,85
2022-12-16,83
2022-12-17,86
2022-12-18,88
2022-12-19,83
2022-12-20,88
2022-12-21,87
2022-12-22,84
2022-12-23,89
2022-12-24,87
2022-12-25,87
2022-12-26,92
2022-12-27,87
2022-12-28,89
2022-12-29,89
2022-12-30,88
2022-12-31,87
2023-01-01,86
2023-01-02,91
2023-01-03,87
2023-01-04,89
2023-01-05,90
2023-01-06,89
2023-01-07,89
2023-01-08,92
2023-01-09,91
2023-01-10,93
2023-01-11,92
2023-01-12,94
2023-01-13,88
2023-01-14,92
2023-01-15,92
2023-01-16,92
2023-01-17,91
2023-01-18,90
2023-01-19,91
2023-01-20,89
2023-01-21,91
2023-01-22,93
2023-01-23,96
2023-01-24,92
2023-01-25,99
2023-01-26,93
2023-01-27,92
2023-01-28,95
2023-01-29,95
2023-01-30,92
2023-01-31,96
2023-02-01,95
2023-02-02,92
2023-02-03,88
2023-02-04,94
2023-02-05,98
2023-02-06,95
2023-02-07,94
2023-02-08,95
2023-02-09,93
2023-02-10,94
2023-02-11,98
2023-02-12,100
2023-02-13,83
2023-02-14,94
2023-02-15,90
2023-02-16,95
2023-02-17,94
2023-02-18,95
2023-02-19,92
2023-02-20,95
2023-02-21,94
2023-02-22,98
2023-02-23,92
2023-02-24,88
2023-02-25,91
2023-02-26,95
2023-02-27,91
2023-02-28,91
2023-03-01,94
2023-03-02,90
2023-03-03,84
2023-03-04,92
2023-03-05,97
2023-03-06,91
2023-03-07,96
2023-03-08,90
2023-03-09,92
2023-03-10,92
2023-03-11,90
2023-03-12,94
2023-03-13,89
2023-03-14,88
2023-03-15,92
2023-03-16,92
2023-03-17,86
2023-03-18,91
2023-03-19,94
2023-03-20,100
2023-03-21,95
2023-03-22,93
2023-03-23,94
2023-03-24,90
2023-03-25,95
2023-03-26,98
2023-03-27,94
2023-03-28,94
2023-03-29,92
2023-03-30,92
2023-03-31,92
2023-04-01,89
2023-04-02,93
2023-04-03,90
2023-04-04,91
2023-04-05,90
2023-04-06,93
2023-04-07,90
2023-04-08,89
2023-04-09,96
2023-04-10,88
2023-04-11,95
2023-04-12,92
2023-04-13,94
2023-04-14,96
2023-04-15,97
2023-04-16,95
2023-04-17,95
2023-04-18,92
2023-04-19,96
2023-04-20,91
2023-04-21,90
2023-04-22,93
2023-04-23,92
2023-04-24,97
2023-04-25,94
2023-04-26,91
2023-04-27,88
2023-04-28,89
2023-04-29,90
2023-04-30,91
2023-05-01,93
2023-05-02,95
2023-05-03,95
2023-05-04,99
2023-05-05,89
2023-05-06,89
2023-05-07,91
2023-05-08,92
2023-05-09,91
2023-05-10,90
2023-05-11,93
2023-05-12,89
2023-05-13,92
2023-05-14,95
2023-05-15,95
2023-05-16,91
2023-05-17,92
2023-05-18,93
2023-05-19,91
2023-05-20,90
2023-05-21,93
2023-05-22,92
2023-05-23,90
2023-05-24,89
2023-05-25,92
