Time,trump
2024-09-28,29.172093023255822
2024-09-29,36.465116279069775
2024-09-30,36.465116279069775
2024-10-01,36.465116279069775
2024-10-02,36.465116279069775
2024-10-03,36.465116279069775
2024-10-04,36.465116279069775
2024-10-05,43.75813953488373
2024-10-06,36.465116279069775
2024-10-07,36.465116279069775
2024-10-08,36.465116279069775
2024-10-09,36.465116279069775
2024-10-10,36.465116279069775
2024-10-11,36.465116279069775
2024-10-12,43.75813953488373
2024-10-13,51.05116279069769
2024-10-14,51.05116279069769
2024-10-15,51.05116279069769
2024-10-16,43.75813953488373
2024-10-17,43.75813953488373
2024-10-18,43.75813953488373
2024-10-19,43.75813953488373
2024-10-20,51.05116279069769
2024-10-21,58.344186046511645
2024-10-22,51.05116279069769
2024-10-23,58.344186046511645
2024-10-24,58.344186046511645
2024-10-25,65.6372093023256
2024-10-26,80.22325581395351
2024-10-27,87.51627906976746
2024-10-28,87.51627906976746
2024-10-29,80.22325581395351
2024-10-30,65.6372093023256
2024-10-31,80.22325581395351
2024-11-01,72.93023255813955
2024-11-02,80.22325581395351
2024-11-03,87.51627906976746
2024-11-04,102.10232558139538
2024-11-05,233.37674418604658
2024-11-06,729.3023255813955
2024-11-07,247.96279069767448
2024-11-08,167.73953488372098
2024-11-09,131.2744186046512
2024-11-10,109.39534883720934
2024-11-11,94.80930232558143
2024-11-12,94.80930232558143
2024-11-13,102.10232558139538
2024-11-14,80.22325581395351
2024-11-15,65.6372093023256
2024-11-16,51.05116279069769
2024-11-17,51.05116279069769
2024-11-18,51.05116279069769
2024-11-19,51.05116279069769
2024-11-20,51.05116279069769
2024-11-21,43.75813953488373
2024-11-22,36.465116279069775
2024-11-23,36.465116279069775
2024-11-24,36.465116279069775
2024-11-25,29.172093023255822
2024-11-26,36.465116279069775
2024-11-27,36.465116279069775
2024-11-28,36.465116279069775
2024-11-29,29.172093023255822
2024-11-30,29.172093023255822
2024-12-01,29.172093023255822
2024-12-02,29.172093023255822
2024-12-03,29.172093023255822
2024-12-04,21.879069767441866
2024-12-05,21.879069767441866
2024-12-06,21.879069767441866
2024-12-07,21.879069767441866
2024-12-08,29.172093023255822
2024-12-09,29.172093023255822
2024-12-10,21.879069767441866
2024-12-11,21.879069767441866
2024-12-12,29.172093023255822
2024-12-13,21.879069767441866
2024-12-14,29.172093023255822
2024-12-15,29.172093023255822
2024-12-16,21.879069767441866
2024-12-17,21.879069767441866
2024-12-18,21.879069767441866
2024-12-19,21.879069767441866
2024-12-20,21.879069767441866
2024-12-21,21.879069767441866
2024-12-22,21.879069767441866
2024-12-23,21.879069767441866
2024-12-24,21.879069767441866
2024-12-25,21.879069767441866
2024-12-26,21.879069767441866
2024-12-27,21.879069767441866
2024-12-28,21.879069767441866
2024-12-29,21.879069767441866
2024-12-30,21.879069767441866
2024-12-31,21.879069767441866
2025-01-01,36.465116279069775
2025-01-02,36.465116279069775
2025-01-03,29.172093023255822
2025-01-04,29.172093023255822
2025-01-05,21.879069767441866
2025-01-06,29.172093023255822
2025-01-07,36.465116279069775
2025-01-08,36.465116279069775
2025-01-09,43.75813953488373
2025-01-10,51.05116279069769
2025-01-11,29.172093023255822
2025-01-12,29.172093023255822
2025-01-13,29.172093023255822
2025-01-14,29.172093023255822
2025-01-15,29.172093023255822
2025-01-16,36.465116279069775
2025-01-17,43.75813953488373
2025-01-18,65.6372093023256
2025-01-19,131.2744186046512
2025-01-20,364.65116279069775
2025-01-21,306.30697674418616
2025-01-22,182.32558139534888
2025-01-23,145.8604651162791
2025-01-24,123.98139534883724
2025-01-25,109.39534883720934
2025-01-26,94.80930232558143
2025-01-27,80.22325581395351
2025-01-28,138.56744186046515
2025-01-29,109.39534883720934
2025-01-30,94.80930232558143
2025-01-31,80.22325581395351
2025-02-01,80.22325581395351
2025-02-02,80.22325581395351
2025-02-03,80.22325581395351
2025-02-04,72.93023255813955
2025-02-05,80.22325581395351
2025-02-06,72.93023255813955
2025-02-07,58.344186046511645
2025-02-08,58.344186046511645
2025-02-09,65.6372093023256
2025-02-10,87.51627906976746
2025-02-11,65.6372093023256
2025-02-12,58.344186046511645
2025-02-13,58.344186046511645
2025-02-14,51.05116279069769
2025-02-15,51.05116279069769
2025-02-16,51.05116279069769
2025-02-17,51.05116279069769
2025-02-18,51.05116279069769
2025-02-19,65.6372093023256
2025-02-20,72.93023255813955
2025-02-21,65.6372093023256
2025-02-22,65.6372093023256
2025-02-23,58.344186046511645
2025-02-24,51.05116279069769
2025-02-25,51.05116279069769
2025-02-26,65.6372093023256
2025-02-27,58.344186046511645
2025-02-28,87.51627906976746
2025-03-01,94.80930232558143
2025-03-02,65.6372093023256
2025-03-03,58.344186046511645
2025-03-04,80.22325581395351
2025-03-05,131.2744186046512
2025-03-06,65.6372093023256
2025-03-07,58.344186046511645
2025-03-08,43.75813953488373
2025-03-09,43.75813953488373
2025-03-10,43.75813953488373
2025-03-11,51.05116279069769
2025-03-12,51.05116279069769
2025-03-13,51.05116279069769
2025-03-14,51.05116279069769
2025-03-15,51.05116279069769
2025-03-16,51.05116279069769
2025-03-17,43.75813953488373
2025-03-18,43.75813953488373
2025-03-19,43.75813953488373
2025-03-20,51.05116279069769
2025-03-21,43.75813953488373
2025-03-22,43.75813953488373
2025-03-23,36.465116279069775
2025-03-24,58.344186046511645
2025-03-25,43.75813953488373
2025-03-26,36.465116279069775
2025-03-27,36.465116279069775
2025-03-28,36.465116279069775
2025-03-29,36.465116279069775
2025-03-30,36.465116279069775
2025-03-31,43.75813953488373
2025-04-01,36.465116279069775
2025-04-02,51.05116279069769
2025-04-03,58.344186046511645
2025-04-04,65.6372093023256
2025-04-05,58.344186046511645
2025-04-06,51.05116279069769
2025-04-07,51.05116279069769
2025-04-08,51.05116279069769
2025-04-09,65.6372093023256
2025-04-10,51.05116279069769
2025-04-11,43.75813953488373
2025-04-12,36.465116279069775
2025-04-13,43.75813953488373
2025-04-14,43.75813953488373
2025-04-15,43.95886494559421
2025-04-16,42.6206955408577
2025-04-17,42.6206955408577
2025-04-18,37.63601450821422
2025-04-19,36.966929805845965
2025-04-20,36.966929805845965
2025-04-21,41.95161083848945
2025-04-22,41.95161083848945
2025-04-23,36.966929805845965
2025-04-24,41.95161083848945
2025-04-25,36.29784510347771
2025-04-26,41.95161083848945
2025-04-27,36.966929805845965
2025-04-28,37.63601450821422
2025-04-29,43.95886494559421
2025-04-30,43.95886494559421
2025-05-01,42.6206955408577
2025-05-02,41.2825261361212
2025-05-03,48.943545978237694
2025-05-04,44.62794964796246
2025-05-05,43.95886494559421
2025-05-06,36.966929805845965
2025-05-07,34.290590996372956
2025-05-08,43.95886494559421
2025-05-09,35.62876040110946
2025-05-10,34.290590996372956
2025-05-11,34.95967569874121
2025-05-12,37.63601450821422
2025-05-13,36.966929805845965
2025-05-14,36.29784510347771
2025-05-15,34.792404523149145
2025-05-16,36.13057392788565
2025-05-17,33.45423511841264
2025-05-18,30.777896308939628
2025-05-19,30.777896308939628
2025-05-20,29.439726904203123
2025-05-21,32.116065713676136
2025-05-22,37.468743332622154
2025-05-23,34.792404523149145
2025-05-24,32.116065713676136
2025-05-25,30.777896308939628
2025-05-26,32.116065713676136
2025-05-27,33.45423511841264
2025-05-28,38.806912737358665
2025-05-29,45.49775976104119
2025-05-30,38.806912737358665
2025-05-31,34.792404523149145
2025-06-01,30.777896308939628
2025-06-02,28.10155749946662
2025-06-03,29.439726904203123
2025-06-04,30.777896308939628
2025-06-05,76.27565606998081
2025-06-06,82.96650309366335
2025-06-07,42.82142095156818
2025-06-08,45.49775976104119
2025-06-09,46.83592916577769
2025-06-10,48.174098570514204
2025-06-11,49.51226797525071
2025-06-12,50.85043737998721
2025-06-13,53.52677618946022
2025-06-14,82.96650309366335
2025-06-15,73.5993172605078
2025-06-16,53.52677618946022
2025-06-17,61.555792617879256
2025-06-18,46.83592916577769
2025-06-19,42.82142095156818
2025-06-20,38.806912737358665
2025-06-21,32.116065713676136
2025-06-22,133.81694047365056
2025-06-23,52.18860678472372
2025-06-24,54.864945594196726
2025-06-25,40.14508214209517
2025-06-26,33.45423511841264
2025-06-27,38.806912737358665
2025-06-28,32.116065713676136
2025-06-29,30.777896308939628
2025-06-30,29.439726904203123
2025-07-01,38.806912737358665
2025-07-02,36.13057392788565
2025-07-03,42.82142095156818
2025-07-04,56.20311499893324
2025-07-05,44.15959035630468
2025-07-06,40.14508214209517
2025-07-07,34.792404523149145
2025-07-08,36.13057392788565
2025-07-09,32.116065713676136
2025-07-10,32.116065713676136
2025-07-11,34.792404523149145
2025-07-12,36.13057392788565
2025-07-13,42.82142095156818
2025-07-14,40.14508214209517
2025-07-15,38.806912737358665
2025-07-16,41.483251546831674
2025-07-17,53.52677618946022
2025-07-18,65.57030083208878
2025-07-19,50.85043737998721
2025-07-20,45.49775976104119
2025-07-21,42.82142095156818
2025-07-22,41.483251546831674
2025-07-23,44.15959035630468
2025-07-24,52.18860678472372
2025-07-25,58.87945380840625
2025-07-26,48.174098570514204
2025-07-27,42.82142095156818
2025-07-28,38.806912737358665
2025-07-29,37.468743332622154
2025-07-30,42.82142095156818
2025-07-31,41.483251546831674
2025-08-01,42.82142095156818
2025-08-02,32.116065713676136
2025-08-03,30.777896308939628
2025-08-04,32.116065713676136
2025-08-05,33.45423511841264
2025-08-06,34.792404523149145
2025-08-07,40.14508214209517
2025-08-08,38.806912737358665
2025-08-09,34.792404523149145
2025-08-10,30.777896308939628
2025-08-11,41.483251546831674
2025-08-12,36.13057392788565
2025-08-13,32.116065713676136
2025-08-14,34.792404523149145
2025-08-15,53.52677618946022
2025-08-16,46.83592916577769
2025-08-17,30.777896308939628
2025-08-18,34.792404523149145
2025-08-19,29.439726904203123
2025-08-20,28.10155749946662
2025-08-21,30.777896308939628
2025-08-22,33.45423511841264
2025-08-23,29.439726904203123
2025-08-24,29.439726904203123
2025-08-25,33.45423511841264
2025-08-26,33.45423511841264
2025-08-27,30.777896308939628
2025-08-28,26.76338809473011
2025-08-29,28.10155749946662
2025-08-30,105.71538297418394
2025-08-31,64.23213142735227
2025-09-01,58.87945380840625
2025-09-02,95.0100277362919
2025-09-03,37.468743332622154
2025-09-04,29.439726904203123
2025-09-05,29.439726904203123
2025-09-06,33.45423511841264
2025-09-07,36.13057392788565
2025-09-08,34.792404523149145
2025-09-09,34.792404523149145
2025-09-10,50.85043737998721
2025-09-11,56.20311499893324
2025-09-12,50.85043737998721
2025-09-13,33.45423511841264
2025-09-14,28.10155749946662
2025-09-15,25.425218689993606
2025-09-16,28.10155749946662
2025-09-17,33.45423511841264
2025-09-18,42.82142095156818
2025-09-19,41.483251546831674
2025-09-20,45.49775976104119
2025-09-21,40.14508214209517
2025-09-22,50.85043737998721
2025-09-23,53.52677618946022
2025-09-24,48.174098570514204
2025-09-25,38.806912737358665
2025-09-26,40.14508214209517
2025-09-27,34.792404523149145
2025-09-28,29.439726904203123
2025-09-29,33.45423511841264
2025-09-30,45.49775976104119
2025-10-01,45.49775976104119
2025-10-02,37.468743332622154
2025-10-03,36.13057392788565
2025-10-04,34.792404523149145
2025-10-05,32.116065713676136
2025-10-06,30.777896308939628
2025-10-07,30.777896308939628
2025-10-08,28.10155749946662
2025-10-09,34.792404523149145
2025-10-10,45.49775976104119
2025-10-11,40.14508214209517
2025-10-12,34.792404523149145
2025-10-13,38.806912737358665
2025-10-14,37.468743332622154
2025-10-15,33.45423511841264
2025-10-16,34.792404523149145
2025-10-17,34.792404523149145
2025-10-18,37.468743332622154
2025-10-19,42.82142095156818
2025-10-20,38.806912737358665
2025-10-21,41.483251546831674
2025-10-22,38.806912737358665
2025-10-23,37.468743332622154
2025-10-24,34.792404523149145
2025-10-25,30.777896308939628
2025-10-26,29.439726904203123
2025-10-27,30.777896308939628
2025-10-28,30.777896308939628
2025-10-29,33.45423511841264
2025-10-30,37.468743332622154
2025-10-31,32.116065713676136
2025-11-01,29.439726904203123
2025-11-02,29.439726904203123
2025-11-03,36.13057392788565
2025-11-04,33.45423511841264
2025-11-05,46.83592916577769
2025-11-06,37.468743332622154
2025-11-07,37.468743332622154
2025-11-08,33.45423511841264
2025-11-09,44.15959035630468
2025-11-10,56.20311499893324
2025-11-11,42.82142095156818
2025-11-12,44.15959035630468
2025-11-13,52.18860678472372
2025-11-14,56.20311499893324
2025-11-15,74.93748666524431
2025-11-16,58.87945380840625
2025-11-17,48.174098570514204
2025-11-18,45.49775976104119
2025-11-19,45.49775976104119
2025-11-20,45.49775976104119
2025-11-21,45.49775976104119
2025-11-22,41.483251546831674
2025-11-23,33.45423511841264
2025-11-24,30.777896308939628
2025-11-25,29.439726904203123
2025-11-26,29.439726904203123
2025-11-27,28.10155749946662
2025-11-28,30.777896308939628
2025-11-29,30.777896308939628
2025-11-30,26.76338809473011
2025-12-01,25.425218689993606
2025-12-02,34.792404523149145
2025-12-03,37.468743332622154
2025-12-04,30.777896308939628
2025-12-05,29.439726904203123
2025-12-06,30.777896308939628
2025-12-07,28.10155749946662
2025-12-08,28.10155749946662
2025-12-09,29.439726904203123
2025-12-10,28.10155749946662
2025-12-11,25.53673280705498
2025-12-12,31.670009245430634
2025-12-13,29.77426925538725
2025-12-14,26.76338809473011
2025-12-15,45.60927387810256
2025-12-16,48.620155038759705
2025-12-17,46.83592916577769
2025-12-18,85.19678543489086
2025-12-19,60.21762321314275
2025-12-20,42.59839271744543
2025-12-21,36.465116279069775
2025-12-22,34.68089040608777
2025-12-23,38.918426854420034
2025-12-24,37.13420098143803
2025-12-25,34.68089040608777
2025-12-26,35.238460991394646
2025-12-27,27.99004338240524
2025-12-28,26.76338809473011
2025-12-29,26.76338809473011
2025-12-30,26.76338809473011
2025-12-31,28.547613967712117
2026-01-01,29.21669867008037
2026-01-02,25.53673280705498
2026-01-03,82.7434748595406
2026-01-04,52.30012090178509
2026-01-05,37.13420098143803
2026-01-06,40.14508214209516
2026-01-07,43.82504800512056
2026-01-08,40.14508214209516
2026-01-09,41.3717374297703
2026-01-10,43.49050565393643
2026-01-11,37.914799800867655
2026-01-12,43.49050565393643
2026-01-13,42.37536448332268
2026-01-14,49.06621150700521
2026-01-15,49.06621150700521
2026-01-16,44.605646824550185
2026-01-17,42.37536448332268
2026-01-18,41.26022331270892
2026-01-19,47.951070336391446
2026-01-20,54.641917360073975
2026-01-21,57.98734087191524
2026-01-22,46.83592916577769
2026-01-23,37.914799800867655
2026-01-24,36.7996586302539
2026-01-25,43.49050565393643
2026-01-26,37.914799800867655
2026-01-27,37.914799800867655
2026-01-28,37.914799800867655
2026-01-29,44.605646824550185
2026-01-30,51.296493848232714
2026-01-31,53.52677618946022
2026-02-01,46.83592916577769
2026-02-02,47.951070336391446
2026-02-03,47.951070336391446
2026-02-04,41.26022331270892
2026-02-05,41.26022331270892
2026-02-06,82.52044662541785
2026-02-07,74.71445843112156
2026-02-08,51.296493848232714
2026-02-09,53.52677618946022
2026-02-10,40.14508214209516
2026-02-11,37.914799800867655
2026-02-12,34.569376289026394
2026-02-13,33.45423511841264
2026-02-14,28.99367043595762
2026-02-15,30.108811606571376
2026-02-16,30.108811606571376
2026-02-17,28.99367043595762
2026-02-18,28.99367043595762
2026-02-19,34.569376289026394
2026-02-20,49.06621150700521
2026-02-21,41.26022331270892
2026-02-22,37.914799800867655
2026-02-23,37.914799800867655
2026-02-24,40.14508214209516
2026-02-25,81.4053054548041
2026-02-26,39.02994097148141
2026-02-27,34.569376289026394
2026-02-28,51.296493848232714
2026-03-01,46.83592916577769
2026-03-02,47.951070336391446
2026-03-03,46.83592916577769
2026-03-04,40.14508214209516
2026-03-05,43.49050565393643
2026-03-06,44.605646824550185
2026-03-07,40.14508214209516
2026-03-08,39.02994097148141
2026-03-09,41.26022331270892
2026-03-10,37.914799800867655
2026-03-11,37.914799800867655
2026-03-12,36.7996586302539
2026-03-13,33.45423511841264
2026-03-14,32.33909394779889
2026-03-15,32.33909394779889
2026-03-16,33.45423511841264
2026-03-17,36.7996586302539
2026-03-18,32.33909394779889
2026-03-19,33.45423511841264
2026-03-20,35.68451745964015
2026-03-21,37.914799800867655
2026-03-22,40.14508214209516
2026-03-23,37.914799800867655
2026-03-24,33.45423511841264
2026-03-25,32.33909394779889
2026-03-26,33.45423511841264
2026-03-27,34.569376289026394
2026-03-28,36.7996586302539
2026-03-29,36.7996586302539
2026-03-30,32.33909394779889
2026-03-31,34.569376289026394
2026-04-01,49.06621150700521
2026-04-02,64.67818789559777
2026-04-03,35.68451745964015
2026-04-04,50.18135267761896
2026-04-05,98.13242301401041
2026-04-06,63.56304672498401
2026-04-07,93.67185833155538
2026-04-08,62.44790555437026
2026-04-09,42.37536448332268
2026-04-10,46.83592916577769
2026-04-11,35.68451745964015
2026-04-12,42.37536448332268
2026-04-13,75.82959960173531
2026-04-14,61.332764383756505
2026-04-15,43.49050565393643
2026-04-16,39.02994097148141
2026-04-17,41.26022331270892
2026-04-18,35.68451745964015
2026-04-19,32.33909394779889
2026-04-20,31.22395277718513
2026-04-21,35.68451745964015
2026-04-22,31.22395277718513
2026-04-23,30.108811606571376
2026-04-24,28.99367043595762
2026-04-25,26.76338809473011
2026-04-26,111.51411706137546
2026-04-27,43.49050565393643
2026-04-28,40.14508214209516
2026-04-29,40.14508214209516
2026-04-30,34.569376289026394
2026-05-01,39.02994097148141
2026-05-02,35.68451745964015
2026-05-03,32.33909394779889
2026-05-04,26.76338809473011
2026-05-05,30.108811606571376
2026-05-06,27.878529265343865
2026-05-07,26.76338809473011
2026-05-08,27.878529265343865
2026-05-09,27.878529265343865
2026-05-10,26.76338809473011
2026-05-11,27.878529265343865
2026-05-12,32.33909394779889
2026-05-13,36.7996586302539
2026-05-14,36.7996586302539
2026-05-15,32.33909394779889
2026-05-16,27.878529265343865
2026-05-17,27.878529265343865
2026-05-18,28.99367043595762
2026-05-19,34.569376289026394
2026-05-20,36.7996586302539
2026-05-21,37.914799800867655
2026-05-22,40.14508214209516
2026-05-23,51.296493848232714
2026-05-24,37.914799800867655
2026-05-25,32.33909394779889
2026-05-26,28.99367043595762
2026-05-27,31.22395277718513
2026-05-28,33.45423511841264
2026-05-29,36.7996586302539
2026-05-30,35.68451745964015
2026-05-31,36.7996586302539
