Time,chat
2022-12-31,125.98150483396384
2023-01-01,108.4026902059689
2023-01-02,131.84110970996215
2023-01-03,137.70071458596047
2023-01-04,152.34972677595627
2023-01-05,155.27952921395544
2023-01-06,158.20933165195459
2023-01-07,143.5603194619588
2023-01-08,137.70071458596047
2023-01-09,158.20933165195459
2023-01-10,172.8583438419504
2023-01-11,178.7179487179487
2023-01-12,166.99873896595207
2023-01-13,164.06893652795293
2023-01-14,137.70071458596047
2023-01-15,131.84110970996215
2023-01-16,152.34972677595627
2023-01-17,181.64775115594787
2023-01-18,190.43715846994536
2023-01-19,178.7179487179487
2023-01-20,172.8583438419504
2023-01-21,149.41992433795713
2023-01-22,152.34972677595627
2023-01-23,193.3669609079445
2023-01-24,199.22656578394282
2023-01-25,196.29676334594367
2023-01-26,196.29676334594367
2023-01-27,190.43715846994536
2023-01-28,164.06893652795293
2023-01-29,164.06893652795293
2023-01-30,196.29676334594367
2023-01-31,205.08617065994113
2023-02-01,210.94577553593945
2023-02-02,210.94577553593945
2023-02-03,205.08617065994113
2023-02-04,169.92854140395124
2023-02-05,169.92854140395124
2023-02-06,205.08617065994113
2023-02-07,225.59478772593525
2023-02-08,213.87557797393862
2023-02-09,222.6649852879361
2023-02-10,210.94577553593945
2023-02-11,172.8583438419504
2023-02-12,166.99873896595207
2023-02-13,184.57755359394702
2023-02-14,216.8053804119378
2023-02-15,202.156368221942
2023-02-16,210.94577553593945
2023-02-17,208.0159730979403
2023-02-18,178.7179487179487
2023-02-19,169.92854140395124
2023-02-20,184.57755359394702
2023-02-21,202.156368221942
2023-02-22,216.8053804119378
2023-02-23,208.0159730979403
2023-02-24,175.78814627994956
2023-02-25,164.06893652795293
2023-02-26,161.13913408995376
2023-02-27,231.45439260193356
2023-02-28,205.08617065994113
2023-03-01,202.156368221942
2023-03-02,196.29676334594367
2023-03-03,184.57755359394702
2023-03-04,158.20933165195459
2023-03-05,158.20933165195459
2023-03-06,196.29676334594367
2023-03-07,202.156368221942
2023-03-08,208.0159730979403
2023-03-09,202.156368221942
2023-03-10,205.08617065994113
2023-03-11,166.99873896595207
2023-03-12,166.99873896595207
2023-03-13,202.156368221942
2023-03-14,219.73518284993693
2023-03-15,246.10340479192936
2023-03-16,249.03320722992854
2023-03-17,231.45439260193356
2023-03-18,193.3669609079445
2023-03-19,202.156368221942
2023-03-20,292.9802437999159
2023-03-21,266.6120218579235
2023-03-22,260.7524169819252
2023-03-23,269.54182429592265
2023-03-24,243.17360235393022
2023-03-25,187.5073560319462
2023-03-26,199.22656578394282
2023-03-27,251.96300966792768
2023-03-28,260.7524169819252
2023-03-29,272.4716267339218
2023-03-30,272.4716267339218
2023-03-31,251.96300966792768
2023-04-01,187.5073560319462
2023-04-02,208.0159730979403
2023-04-03,249.03320722992854
2023-04-04,260.7524169819252
2023-04-05,257.822614543926
2023-04-06,246.10340479192936
2023-04-07,225.59478772593525
2023-04-08,199.22656578394282
2023-04-09,187.5073560319462
2023-04-10,263.6822194199243
2023-04-11,269.54182429592265
2023-04-12,278.3312316099201
2023-04-13,266.6120218579235
2023-04-14,237.3139974779319
2023-04-15,187.5073560319462
2023-04-16,213.87557797393862
2023-04-17,260.7524169819252
2023-04-18,269.54182429592265
2023-04-19,290.05044136191674
2023-04-20,278.3312316099201
2023-04-21,269.54182429592265
2023-04-22,213.87557797393862
2023-04-23,213.87557797393862
2023-04-24,278.3312316099201
2023-04-25,292.9802437999159
2023-04-26,286.6036149642707
2023-04-27,260.5456073980664
2023-04-28,243.17360235393022
2023-04-29,199.74358974358972
2023-04-30,211.32492643968052
2023-05-01,251.85960487599831
2023-05-02,275.0222782681799
2023-05-03,276.452711223203
2023-05-04,266.3362757461118
2023-05-05,243.17360235393022
2023-05-06,189.62715426649854
2023-05-07,196.84825556956704
2023-05-08,260.5456073980664
2023-05-09,261.9760403530895
2023-05-10,260.5456073980664
2023-05-11,250.39470365699873
2023-05-12,240.2782681799075
2023-05-13,178.04581757040773
2023-05-14,185.26691887347624
2023-05-15,234.48759983186213
2023-05-16,248.96427070197564
2023-05-17,260.5456073980664
2023-05-18,254.754939050021
2023-05-19,241.70870113493064
2023-05-20,183.83648591845312
2023-05-21,179.47625052543083
2023-05-22,217.11559478772594
2023-05-23,228.69693148381674
2023-05-24,243.17360235393022
2023-05-25,221.47583018074823
2023-05-26,200.26061370323666
2023-05-27,157.3476250525431
2023-05-28,160.20849096258934
2023-05-29,177.37368642286674
2023-05-30,208.84321143337536
2023-05-31,211.7040773434216
2023-06-01,211.7040773434216
2023-06-02,203.1214796132829
2023-06-03,171.65195460277428
2023-06-04,163.06935687263555
2023-06-05,197.39974779319041
2023-06-06,205.98234552332912
2023-06-07,214.56494325346785
2023-06-08,200.26061370323666
2023-06-09,197.39974779319041
2023-06-10,157.3476250525431
2023-06-11,157.3476250525431
2023-06-12,203.1214796132829
2023-06-13,203.1214796132829
2023-06-14,203.1214796132829
2023-06-15,197.39974779319041
2023-06-16,183.09541824295923
2023-06-17,157.3476250525431
2023-06-18,157.3476250525431
2023-06-19,185.95628415300547
2023-06-20,203.1214796132829
2023-06-21,205.98234552332912
2023-06-22,183.09541824295923
2023-06-23,180.23455233291298
2023-06-24,148.76502732240436
2023-06-25,154.48675914249685
2023-06-26,188.8171500630517
2023-06-27,194.53888188314417
2023-06-28,185.95628415300547
2023-06-29,183.09541824295923
2023-06-30,171.65195460277428
2023-07-01,143.0432955023119
2023-07-02,145.90416141235812
2023-07-03,157.3476250525431
2023-07-04,143.0432955023119
2023-07-05,168.79108869272804
2023-07-06,197.39974779319041
2023-07-07,183.09541824295923
2023-07-08,154.48675914249685
2023-07-09,151.6258932324506
2023-07-10,191.67801597309793
2023-07-11,200.26061370323666
2023-07-12,183.09541824295923
2023-07-13,185.95628415300547
2023-07-14,174.51282051282053
2023-07-15,145.90416141235812
2023-07-16,145.90416141235812
2023-07-17,177.37368642286674
2023-07-18,180.23455233291298
2023-07-19,180.23455233291298
2023-07-20,177.37368642286674
2023-07-21,177.37368642286674
2023-07-22,143.0432955023119
2023-07-23,143.0432955023119
2023-07-24,177.37368642286674
2023-07-25,183.09541824295923
2023-07-26,183.09541824295923
2023-07-27,177.37368642286674
2023-07-28,163.06935687263555
2023-07-29,140.18242959226566
2023-07-30,134.46069777217318
2023-07-31,177.37368642286674
2023-08-01,177.37368642286674
2023-08-02,174.51282051282053
2023-08-03,180.23455233291298
2023-08-04,163.06935687263555
2023-08-05,134.46069777217318
2023-08-06,140.18242959226566
2023-08-07,168.79108869272804
2023-08-08,177.37368642286674
2023-08-09,171.65195460277428
2023-08-10,168.79108869272804
2023-08-11,165.9302227826818
2023-08-12,131.59983186212693
2023-08-13,140.18242959226566
2023-08-14,171.65195460277428
2023-08-15,171.65195460277428
2023-08-16,188.8171500630517
2023-08-17,171.65195460277428
2023-08-18,163.06935687263555
2023-08-19,134.46069777217318
2023-08-20,137.32156368221942
2023-08-21,180.23455233291298
2023-08-22,191.67801597309793
2023-08-23,191.67801597309793
2023-08-24,214.56494325346785
2023-08-25,177.37368642286674
2023-08-26,148.76502732240436
2023-08-27,157.3476250525431
2023-08-28,188.8171500630517
2023-08-29,208.84321143337536
2023-08-30,188.8171500630517
2023-08-31,205.98234552332912
2023-09-01,174.51282051282053
2023-09-02,140.18242959226566
2023-09-03,151.6258932324506
2023-09-04,165.9302227826818
2023-09-05,205.98234552332912
2023-09-06,205.98234552332912
2023-09-07,208.84321143337536
2023-09-08,191.67801597309793
2023-09-09,148.76502732240436
2023-09-10,168.79108869272804
2023-09-11,220.28667507356033
2023-09-12,223.14754098360655
2023-09-13,214.56494325346785
2023-09-14,214.56494325346785
2023-09-15,197.39974779319041
2023-09-16,154.48675914249685
2023-09-17,165.9302227826818
2023-09-18,223.14754098360655
2023-09-19,214.56494325346785
2023-09-20,223.14754098360655
2023-09-21,223.14754098360655
2023-09-22,203.1214796132829
2023-09-23,157.3476250525431
2023-09-24,168.79108869272804
2023-09-25,246.03446826397646
2023-09-26,251.75620008406895
2023-09-27,228.86927280369903
2023-09-28,228.86927280369903
2023-09-29,211.7040773434216
2023-09-30,151.6258932324506
2023-10-01,168.79108869272804
2023-10-02,220.28667507356033
2023-10-03,234.59100462379152
2023-10-04,234.59100462379152
2023-10-05,237.45187053383773
2023-10-06,217.4258091635141
2023-10-07,154.48675914249685
2023-10-08,165.9302227826818
2023-10-09,208.84321143337536
2023-10-10,223.14754098360655
2023-10-11,231.73013871374528
2023-10-12,231.73013871374528
2023-10-13,197.39974779319041
2023-10-14,154.48675914249685
2023-10-15,171.65195460277428
2023-10-16,228.86927280369903
2023-10-17,228.86927280369903
2023-10-18,223.14754098360655
2023-10-19,226.0084068936528
2023-10-20,200.26061370323666
2023-10-21,151.6258932324506
2023-10-22,177.37368642286674
2023-10-23,220.28667507356033
2023-10-24,237.45187053383773
2023-10-25,231.73013871374528
2023-10-26,228.86927280369903
2023-10-27,214.56494325346785
2023-10-28,148.76502732240436
2023-10-29,165.9302227826818
2023-10-30,237.45187053383773
2023-10-31,228.86927280369903
2023-11-01,223.14754098360655
2023-11-02,226.0084068936528
2023-11-03,205.98234552332912
2023-11-04,163.06935687263555
2023-11-05,171.65195460277428
2023-11-06,234.59100462379152
2023-11-07,237.45187053383773
2023-11-08,260.3387978142076
2023-11-09,248.8953341740227
2023-11-10,217.4258091635141
2023-11-11,165.9302227826818
2023-11-12,183.09541824295923
2023-11-13,237.45187053383773
2023-11-14,237.45187053383773
2023-11-15,234.59100462379152
2023-11-16,246.03446826397646
2023-11-17,220.28667507356033
2023-11-18,165.9302227826818
2023-11-19,165.9302227826818
2023-11-20,223.14754098360655
2023-11-21,228.86927280369903
2023-11-22,197.39974779319041
2023-11-23,145.90416141235812
2023-11-24,143.0432955023119
2023-11-25,137.32156368221942
2023-11-26,168.79108869272804
2023-11-27,217.4258091635141
2023-11-28,260.3387978142076
2023-11-29,248.8953341740227
2023-11-30,246.03446826397646
2023-12-01,237.45187053383773
2023-12-02,180.23455233291298
2023-12-03,188.8171500630517
2023-12-04,257.47793190416144
2023-12-05,251.75620008406895
2023-12-06,248.8953341740227
2023-12-07,257.47793190416144
2023-12-08,234.59100462379152
2023-12-09,183.09541824295923
2023-12-10,180.23455233291298
2023-12-11,237.45187053383773
2023-12-12,246.03446826397646
2023-12-13,237.45187053383773
2023-12-14,243.17360235393022
2023-12-15,214.56494325346785
2023-12-16,154.48675914249685
2023-12-17,151.6258932324506
2023-12-18,197.39974779319041
2023-12-19,208.84321143337536
2023-12-20,197.39974779319041
2023-12-21,188.8171500630517
2023-12-22,165.9302227826818
2023-12-23,142.6346003723053
2023-12-24,128.70977344279453
2023-12-25,131.83337193641643
2023-12-26,159.68302579543797
2023-12-27,162.80662428905987
2023-12-28,165.9302227826818
2023-12-29,158.25259284041488
2023-12-30,134.95697043003833
2023-12-31,138.08056892366025
2024-01-01,142.6346003723053
2024-01-02,179.85504971219257
2024-01-03,193.77987664170334
2024-01-04,201.72023916754597
2024-01-05,182.97864820581447
2024-01-06,152.00539585317102
2024-01-07,145.7581988659272
2024-01-08,195.47304218030212
2024-01-09,203.15067212256906
2024-01-10,213.95190055845794
2024-01-11,220.19909754570176
2024-01-12,203.15067212256906
2024-01-13,152.00539585317102
2024-01-14,152.00539585317102
2024-01-15,189.22584519305832
2024-01-16,209.39786910981292
2024-01-17,227.8767274879687
2024-01-18,237.24752296883443
2024-01-19,213.95190055845794
2024-01-20,165.9302227826818
2024-01-21,162.5438917054842
2024-01-22,226.88418217223838
2024-01-23,233.65684432663355
2024-01-24,243.81583755822632
2024-01-25,240.4295064810287
2024-01-26,230.27051324943596
2024-01-27,172.70288493707696
2024-01-28,172.70288493707696
2024-01-29,247.2021686354239
2024-01-30,284.4518104845974
2024-01-31,284.4518104845974
2024-02-01,257.3611618670167
2024-02-02,237.04317540383113
2024-02-03,182.86187816866973
2024-02-04,189.6345403230649
2024-02-05,250.58849971262148
2024-02-06,253.97483078981907
2024-02-07,250.58849971262148
2024-02-08,264.13382402141184
2024-02-09,237.04317540383113
2024-02-10,179.47554709147215
2024-02-11,176.08921601427457
2024-02-12,240.4295064810287
2024-02-13,253.97483078981907
2024-02-14,281.0654794073998
2024-02-15,260.74749294421423
2024-02-16,250.58849971262148
2024-02-17,179.47554709147215
2024-02-18,182.86187816866973
2024-02-19,243.81583755822632
2024-02-20,257.3611618670167
2024-02-21,260.74749294421423
2024-02-22,277.67914833020217
2024-02-23,250.58849971262148
2024-02-24,176.08921601427457
2024-02-25,196.4072024774601
2024-02-26,284.4518104845974
2024-02-27,267.52015509860945
2024-02-28,257.3611618670167
2024-02-29,264.13382402141184
2024-03-01,243.81583755822632
2024-03-02,182.86187816866973
2024-03-03,189.6345403230649
2024-03-04,267.52015509860945
2024-03-05,270.906486175807
2024-03-06,260.74749294421423
2024-03-07,253.97483078981907
2024-03-08,220.1115200178432
2024-03-09,179.47554709147215
2024-03-10,176.08921601427457
2024-03-11,230.27051324943596
2024-03-12,240.4295064810287
2024-03-13,237.04317540383113
2024-03-14,230.27051324943596
2024-03-15,216.7251889406456
2024-03-16,162.5438917054842
2024-03-17,182.86187816866973
2024-03-18,260.74749294421423
2024-03-19,264.13382402141184
2024-03-20,264.13382402141184
2024-03-21,260.74749294421423
2024-03-22,230.27051324943596
2024-03-23,169.31655385987938
2024-03-24,182.86187816866973
2024-03-25,257.3611618670167
2024-03-26,250.58849971262148
2024-03-27,270.906486175807
2024-03-28,243.81583755822632
2024-03-29,203.17986463185525
2024-03-30,162.5438917054842
2024-03-31,165.9302227826818
2024-04-01,240.4295064810287
2024-04-02,267.52015509860945
2024-04-03,253.97483078981907
2024-04-04,250.58849971262148
2024-04-05,233.65684432663355
2024-04-06,165.9302227826818
2024-04-07,182.86187816866973
2024-04-08,243.81583755822632
2024-04-09,270.906486175807
2024-04-10,314.92879017937565
2024-04-11,267.52015509860945
2024-04-12,253.97483078981907
2024-04-13,172.70288493707696
2024-04-14,186.24820924586732
2024-04-15,281.0654794073998
2024-04-16,277.67914833020217
2024-04-17,287.83814156179494
2024-04-18,277.67914833020217
2024-04-19,250.58849971262148
2024-04-20,182.86187816866973
2024-04-21,203.17986463185525
2024-04-22,287.83814156179494
2024-04-23,270.906486175807
2024-04-24,291.22447263899255
2024-04-25,284.4518104845974
2024-04-26,267.52015509860945
2024-04-27,179.47554709147215
2024-04-28,196.4072024774601
2024-04-29,281.0654794073998
2024-04-30,297.9971347933877
2024-05-01,274.2928172530046
2024-05-02,270.906486175807
2024-05-03,253.97483078981907
2024-05-04,176.08921601427457
2024-05-05,189.6345403230649
2024-05-06,253.97483078981907
2024-05-07,267.52015509860945
2024-05-08,257.3611618670167
2024-05-09,257.3611618670167
2024-05-10,230.27051324943596
2024-05-11,159.15756062828663
2024-05-12,172.70288493707696
2024-05-13,253.97483078981907
2024-05-14,281.0654794073998
2024-05-15,267.52015509860945
2024-05-16,253.97483078981907
2024-05-17,243.81583755822632
2024-05-18,176.08921601427457
2024-05-19,176.08921601427457
2024-05-20,250.58849971262148
2024-05-21,267.52015509860945
2024-05-22,270.906486175807
2024-05-23,253.97483078981907
2024-05-24,230.27051324943596
2024-05-25,169.31655385987938
2024-05-26,159.15756062828663
2024-05-27,179.47554709147215
2024-05-28,247.2021686354239
2024-05-29,247.2021686354239
2024-05-30,250.58849971262148
2024-05-31,240.4295064810287
2024-06-01,176.08921601427457
2024-06-02,172.70288493707696
2024-06-03,247.2021686354239
2024-06-04,314.92879017937565
2024-06-05,223.49785109504077
2024-06-06,213.33885786344803
2024-06-07,206.56619570905283
2024-06-08,165.9302227826818
2024-06-09,162.5438917054842
2024-06-10,226.88418217223838
2024-06-11,230.27051324943596
2024-06-12,220.1115200178432
2024-06-13,220.1115200178432
2024-06-14,186.24820924586732
2024-06-15,155.77122955108902
2024-06-16,148.99856739669386
2024-06-17,260.74749294421423
2024-06-18,230.27051324943596
2024-06-19,209.95252678625044
2024-06-20,213.33885786344803
2024-06-21,203.17986463185525
2024-06-22,165.9302227826818
2024-06-23,159.15756062828663
2024-06-24,220.1115200178432
2024-06-25,223.49785109504077
2024-06-26,226.88418217223838
2024-06-27,216.7251889406456
2024-06-28,213.33885786344803
2024-06-29,162.5438917054842
2024-06-30,162.5438917054842
2024-07-01,216.7251889406456
2024-07-02,226.88418217223838
2024-07-03,206.56619570905283
2024-07-04,155.77122955108902
2024-07-05,172.70288493707696
2024-07-06,159.15756062828663
2024-07-07,165.9302227826818
2024-07-08,230.27051324943596
2024-07-09,220.1115200178432
2024-07-10,220.1115200178432
2024-07-11,220.1115200178432
2024-07-12,209.95252678625044
2024-07-13,155.77122955108902
2024-07-14,159.15756062828663
2024-07-15,213.33885786344803
2024-07-16,223.49785109504077
2024-07-17,216.7251889406456
2024-07-18,226.88418217223838
2024-07-19,206.56619570905283
2024-07-20,165.9302227826818
2024-07-21,159.15756062828663
2024-07-22,223.49785109504077
2024-07-23,226.88418217223838
2024-07-24,226.88418217223838
2024-07-25,226.88418217223838
2024-07-26,203.17986463185525
2024-07-27,155.77122955108902
2024-07-28,162.5438917054842
2024-07-29,220.1115200178432
2024-07-30,226.88418217223838
2024-07-31,226.88418217223838
2024-08-01,220.1115200178432
2024-08-02,206.56619570905283
2024-08-03,155.77122955108902
2024-08-04,159.15756062828663
2024-08-05,209.95252678625044
2024-08-06,209.95252678625044
2024-08-07,226.88418217223838
2024-08-08,220.1115200178432
2024-08-09,213.33885786344803
2024-08-10,155.77122955108902
2024-08-11,169.31655385987938
2024-08-12,216.7251889406456
2024-08-13,237.04317540383113
2024-08-14,233.65684432663355
2024-08-15,253.97483078981907
2024-08-16,223.49785109504077
2024-08-17,165.9302227826818
2024-08-18,169.5252677006141
2024-08-19,239.55895901177524
2024-08-20,270.71000962866583
2024-08-21,275.05526862884824
2024-08-22,264.67158508988473
2024-08-23,243.90421801195765
2024-08-24,185.9473757783588
2024-08-25,185.9473757783588
2024-08-26,272.40317516726464
2024-08-27,287.13211770641055
2024-08-28,301.8610602455565
2024-08-29,291.47737670659296
2024-08-30,260.3263260897023
2024-08-31,175.56369223939527
2024-09-01,196.33105931732234
2024-09-02,223.13685093403058
2024-09-03,287.13211770641055
2024-09-04,297.51580124537406
2024-09-05,316.5900027847024
2024-09-06,281.0936931676294
2024-09-07,190.29263477854118
2024-09-08,221.44368539543177
2024-09-09,322.6284273234835
2024-09-10,318.2831683233012
2024-09-11,333.01211086244706
2024-09-12,330.3600174008635
2024-09-13,297.51580124537406
2024-09-14,206.71474285628585
2024-09-15,227.48210993421293
2024-09-16,339.0505354012282
2024-09-17,334.1637761595305
2024-09-18,344.77215000586483
2024-09-19,339.4679630826977
2024-09-20,328.8595892363634
2024-09-21,217.4716638498532
2024-09-22,228.0800376961875
2024-09-23,355.38052385219913
