Time,chat
2023-01-08,137.75862068965517
2023-01-09,158.27586206896552
2023-01-10,172.9310344827586
2023-01-11,178.79310344827584
2023-01-12,167.06896551724137
2023-01-13,164.13793103448276
2023-01-14,137.75862068965517
2023-01-15,131.89655172413794
2023-01-16,152.41379310344826
2023-01-17,181.72413793103448
2023-01-18,190.51724137931035
2023-01-19,178.79310344827584
2023-01-20,172.9310344827586
2023-01-21,149.48275862068965
2023-01-22,152.41379310344826
2023-01-23,193.44827586206895
2023-01-24,199.3103448275862
2023-01-25,196.3793103448276
2023-01-26,196.3793103448276
2023-01-27,190.51724137931035
2023-01-28,164.13793103448276
2023-01-29,164.13793103448276
2023-01-30,196.3793103448276
2023-01-31,205.17241379310343
2023-02-01,211.03448275862067
2023-02-02,211.03448275862067
2023-02-03,205.17241379310343
2023-02-04,170.0
2023-02-05,170.0
2023-02-06,205.17241379310343
2023-02-07,225.68965517241378
2023-02-08,213.9655172413793
2023-02-09,222.75862068965517
2023-02-10,211.03448275862067
2023-02-11,172.9310344827586
2023-02-12,167.06896551724137
2023-02-13,184.65517241379308
2023-02-14,216.8965517241379
2023-02-15,202.24137931034483
2023-02-16,211.03448275862067
2023-02-17,208.10344827586206
2023-02-18,178.79310344827584
2023-02-19,170.0
2023-02-20,184.65517241379308
2023-02-21,202.24137931034483
2023-02-22,216.8965517241379
2023-02-23,208.10344827586206
2023-02-24,175.86206896551724
2023-02-25,164.13793103448276
2023-02-26,161.20689655172413
2023-02-27,231.55172413793102
2023-02-28,205.17241379310343
2023-03-01,202.24137931034483
2023-03-02,196.3793103448276
2023-03-03,184.65517241379308
2023-03-04,158.27586206896552
2023-03-05,158.27586206896552
2023-03-06,196.3793103448276
2023-03-07,202.24137931034483
2023-03-08,208.10344827586206
2023-03-09,202.24137931034483
2023-03-10,205.17241379310343
2023-03-11,167.06896551724137
2023-03-12,167.06896551724137
2023-03-13,202.24137931034483
2023-03-14,219.82758620689654
2023-03-15,246.20689655172413
2023-03-16,249.13793103448273
2023-03-17,231.55172413793102
2023-03-18,193.44827586206895
2023-03-19,202.24137931034483
2023-03-20,293.10344827586204
2023-03-21,266.7241379310345
2023-03-22,260.8620689655172
2023-03-23,269.6551724137931
2023-03-24,243.2758620689655
2023-03-25,187.58620689655172
2023-03-26,199.3103448275862
2023-03-27,252.06896551724137
2023-03-28,260.8620689655172
2023-03-29,272.5862068965517
2023-03-30,272.5862068965517
2023-03-31,252.06896551724137
2023-04-01,187.58620689655172
2023-04-02,208.10344827586206
2023-04-03,249.13793103448273
2023-04-04,260.8620689655172
2023-04-05,257.9310344827586
2023-04-06,246.20689655172413
2023-04-07,225.68965517241378
2023-04-08,199.3103448275862
2023-04-09,187.58620689655172
2023-04-10,263.7931034482759
2023-04-11,269.6551724137931
2023-04-12,278.44827586206895
2023-04-13,266.7241379310345
2023-04-14,237.41379310344826
2023-04-15,187.58620689655172
2023-04-16,213.9655172413793
2023-04-17,260.8620689655172
2023-04-18,269.6551724137931
2023-04-19,290.17241379310343
2023-04-20,278.44827586206895
2023-04-21,269.6551724137931
2023-04-22,213.9655172413793
2023-04-23,213.9655172413793
2023-04-24,278.44827586206895
2023-04-25,293.10344827586204
2023-04-26,286.7241379310345
2023-04-27,260.6551724137931
2023-04-28,243.2758620689655
2023-04-29,199.82758620689654
2023-04-30,211.41379310344826
2023-05-01,251.9655172413793
2023-05-02,275.13793103448273
2023-05-03,276.5689655172414
2023-05-04,266.44827586206895
2023-05-05,243.2758620689655
2023-05-06,189.70689655172413
2023-05-07,196.9310344827586
2023-05-08,260.6551724137931
2023-05-09,262.0862068965517
2023-05-10,260.6551724137931
2023-05-11,250.49999999999997
2023-05-12,240.37931034482756
2023-05-13,178.12068965517238
2023-05-14,185.34482758620686
2023-05-15,234.58620689655172
2023-05-16,249.06896551724134
2023-05-17,260.6551724137931
2023-05-18,254.8620689655172
2023-05-19,241.8103448275862
2023-05-20,183.91379310344826
2023-05-21,179.55172413793102
2023-05-22,217.20689655172413
2023-05-23,228.79310344827587
2023-05-24,243.2758620689655
2023-05-25,221.56896551724137
2023-05-26,200.3448275862069
2023-05-27,157.41379310344826
2023-05-28,160.2758620689655
2023-05-29,177.44827586206895
2023-05-30,208.9310344827586
2023-05-31,211.79310344827584
2023-06-01,211.79310344827584
2023-06-02,203.20689655172413
2023-06-03,171.72413793103448
2023-06-04,163.13793103448273
2023-06-05,197.48275862068962
2023-06-06,206.06896551724137
2023-06-07,214.65517241379308
2023-06-08,200.3448275862069
2023-06-09,197.48275862068962
2023-06-10,157.41379310344826
2023-06-11,157.41379310344826
2023-06-12,203.20689655172413
2023-06-13,203.20689655172413
2023-06-14,203.20689655172413
2023-06-15,197.48275862068962
2023-06-16,183.17241379310343
2023-06-17,157.41379310344826
2023-06-18,157.41379310344826
2023-06-19,186.03448275862067
2023-06-20,203.20689655172413
2023-06-21,206.06896551724137
2023-06-22,183.17241379310343
2023-06-23,180.3103448275862
2023-06-24,148.82758620689654
2023-06-25,154.55172413793102
2023-06-26,188.8965517241379
2023-06-27,194.62068965517238
2023-06-28,186.03448275862067
2023-06-29,183.17241379310343
2023-06-30,171.72413793103448
2023-07-01,143.10344827586206
2023-07-02,145.9655172413793
2023-07-03,157.41379310344826
2023-07-04,143.10344827586206
2023-07-05,168.86206896551724
2023-07-06,197.48275862068962
2023-07-07,183.17241379310343
2023-07-08,154.55172413793102
2023-07-09,151.68965517241378
2023-07-10,191.75862068965515
2023-07-11,200.3448275862069
2023-07-12,183.17241379310343
2023-07-13,186.03448275862067
2023-07-14,174.58620689655172
2023-07-15,145.9655172413793
2023-07-16,145.9655172413793
2023-07-17,177.44827586206895
2023-07-18,180.3103448275862
2023-07-19,180.3103448275862
2023-07-20,177.44827586206895
2023-07-21,177.44827586206895
2023-07-22,143.10344827586206
2023-07-23,143.10344827586206
2023-07-24,177.44827586206895
2023-07-25,183.17241379310343
2023-07-26,183.17241379310343
2023-07-27,177.44827586206895
2023-07-28,163.13793103448273
2023-07-29,140.24137931034483
2023-07-30,134.51724137931032
2023-07-31,177.44827586206895
2023-08-01,177.44827586206895
2023-08-02,174.58620689655172
2023-08-03,180.3103448275862
2023-08-04,163.13793103448273
2023-08-05,134.51724137931032
2023-08-06,140.24137931034483
2023-08-07,168.86206896551724
2023-08-08,177.44827586206895
2023-08-09,171.72413793103448
2023-08-10,168.86206896551724
2023-08-11,165.99999999999997
2023-08-12,131.65517241379308
2023-08-13,140.24137931034483
2023-08-14,171.72413793103448
2023-08-15,171.72413793103448
2023-08-16,188.8965517241379
2023-08-17,171.72413793103448
2023-08-18,163.13793103448273
2023-08-19,134.51724137931032
2023-08-20,137.37931034482756
2023-08-21,180.3103448275862
2023-08-22,191.75862068965515
2023-08-23,191.75862068965515
2023-08-24,214.65517241379308
2023-08-25,177.44827586206895
2023-08-26,148.82758620689654
2023-08-27,157.41379310344826
2023-08-28,188.8965517241379
2023-08-29,208.9310344827586
2023-08-30,188.8965517241379
2023-08-31,206.06896551724137
2023-09-01,174.58620689655172
2023-09-02,140.24137931034483
2023-09-03,151.68965517241378
2023-09-04,165.99999999999997
2023-09-05,206.06896551724137
2023-09-06,206.06896551724137
2023-09-07,208.9310344827586
2023-09-08,191.75862068965515
2023-09-09,148.82758620689654
2023-09-10,168.86206896551724
2023-09-11,220.37931034482756
2023-09-12,223.2413793103448
2023-09-13,214.65517241379308
2023-09-14,214.65517241379308
2023-09-15,197.48275862068962
2023-09-16,154.55172413793102
2023-09-17,165.99999999999997
2023-09-18,223.2413793103448
2023-09-19,214.65517241379308
2023-09-20,223.2413793103448
2023-09-21,223.2413793103448
2023-09-22,203.20689655172413
2023-09-23,157.41379310344826
2023-09-24,168.86206896551724
2023-09-25,246.13793103448273
2023-09-26,251.8620689655172
2023-09-27,228.9655172413793
2023-09-28,228.9655172413793
2023-09-29,211.79310344827584
2023-09-30,151.68965517241378
2023-10-01,168.86206896551724
2023-10-02,220.37931034482756
2023-10-03,234.68965517241378
2023-10-04,234.68965517241378
2023-10-05,237.55172413793102
2023-10-06,217.51724137931032
2023-10-07,154.55172413793102
2023-10-08,165.99999999999997
2023-10-09,208.9310344827586
2023-10-10,223.2413793103448
2023-10-11,231.82758620689654
2023-10-12,231.82758620689654
2023-10-13,197.48275862068962
2023-10-14,154.55172413793102
2023-10-15,171.72413793103448
2023-10-16,228.9655172413793
2023-10-17,228.9655172413793
2023-10-18,223.2413793103448
2023-10-19,226.10344827586204
2023-10-20,200.3448275862069
2023-10-21,151.68965517241378
2023-10-22,177.44827586206895
2023-10-23,220.37931034482756
2023-10-24,237.55172413793102
2023-10-25,231.82758620689654
2023-10-26,228.9655172413793
2023-10-27,214.65517241379308
2023-10-28,148.82758620689654
2023-10-29,165.99999999999997
2023-10-30,237.55172413793102
2023-10-31,228.9655172413793
2023-11-01,223.2413793103448
2023-11-02,226.10344827586204
2023-11-03,206.06896551724137
2023-11-04,163.13793103448273
2023-11-05,171.72413793103448
2023-11-06,234.68965517241378
2023-11-07,237.55172413793102
2023-11-08,260.44827586206895
2023-11-09,248.99999999999997
2023-11-10,217.51724137931032
2023-11-11,165.99999999999997
2023-11-12,183.17241379310343
2023-11-13,237.55172413793102
2023-11-14,237.55172413793102
2023-11-15,234.68965517241378
2023-11-16,246.13793103448273
2023-11-17,220.37931034482756
2023-11-18,165.99999999999997
2023-11-19,165.99999999999997
2023-11-20,223.2413793103448
2023-11-21,228.9655172413793
2023-11-22,197.48275862068962
2023-11-23,145.9655172413793
2023-11-24,143.10344827586206
2023-11-25,137.37931034482756
2023-11-26,168.86206896551724
2023-11-27,217.51724137931032
2023-11-28,260.44827586206895
2023-11-29,248.99999999999997
2023-11-30,246.13793103448273
2023-12-01,237.55172413793102
2023-12-02,180.3103448275862
2023-12-03,188.8965517241379
2023-12-04,257.5862068965517
2023-12-05,251.8620689655172
2023-12-06,248.99999999999997
2023-12-07,257.5862068965517
2023-12-08,234.68965517241378
2023-12-09,183.17241379310343
2023-12-10,180.3103448275862
2023-12-11,237.55172413793102
2023-12-12,246.13793103448273
2023-12-13,237.55172413793102
2023-12-14,243.2758620689655
2023-12-15,214.65517241379308
2023-12-16,154.55172413793102
2023-12-17,151.68965517241378
2023-12-18,197.48275862068962
2023-12-19,208.9310344827586
2023-12-20,197.48275862068962
2023-12-21,188.8965517241379
2023-12-22,165.99999999999997
2023-12-23,142.69458128078816
2023-12-24,128.76389866291342
2023-12-25,131.88881069669245
2023-12-26,159.75017593244192
2023-12-27,162.87508796622095
2023-12-28,165.99999999999997
2023-12-29,158.3191414496833
2023-12-30,135.01372273047147
2023-12-31,138.1386347642505
2024-01-01,142.69458128078816
2024-01-02,179.9306826178747
2024-01-03,193.86136523574942
2024-01-04,201.80506685432792
2024-01-05,183.05559465165373
2024-01-06,152.06931738212523
2024-01-07,145.81949331456718
2024-01-08,195.55524278676984
2024-01-09,203.23610133708655
2024-01-10,214.04187192118223
2024-01-11,220.2916959887403
2024-01-12,203.23610133708655
2024-01-13,152.06931738212523
2024-01-14,152.06931738212523
2024-01-15,189.3054187192118
2024-01-16,209.4859254046446
2024-01-17,227.97255453905697
2024-01-18,237.34729064039405
2024-01-19,214.04187192118223
2024-01-20,165.99999999999997
2024-01-21,162.61224489795916
2024-01-22,226.97959183673464
2024-01-23,233.75510204081627
2024-01-24,243.91836734693874
2024-01-25,240.53061224489792
2024-01-26,230.36734693877546
2024-01-27,172.7755102040816
2024-01-28,172.7755102040816
2024-01-29,247.30612244897955
2024-01-30,284.5714285714285
2024-01-31,284.5714285714285
2024-02-01,257.469387755102
2024-02-02,237.14285714285708
2024-02-03,182.93877551020404
2024-02-04,189.71428571428567
2024-02-05,250.69387755102036
2024-02-06,254.08163265306118
2024-02-07,250.69387755102036
2024-02-08,264.2448979591836
2024-02-09,237.14285714285708
2024-02-10,179.55102040816323
2024-02-11,176.1632653061224
2024-02-12,240.53061224489792
2024-02-13,254.08163265306118
2024-02-14,281.1836734693877
2024-02-15,260.85714285714283
2024-02-16,250.69387755102036
2024-02-17,179.55102040816323
2024-02-18,182.93877551020404
2024-02-19,243.91836734693874
2024-02-20,257.469387755102
2024-02-21,260.85714285714283
2024-02-22,277.79591836734687
2024-02-23,250.69387755102036
2024-02-24,176.1632653061224
2024-02-25,196.48979591836732
2024-02-26,284.5714285714285
2024-02-27,267.63265306122446
2024-02-28,257.469387755102
2024-02-29,264.2448979591836
2024-03-01,243.91836734693874
2024-03-02,182.93877551020404
2024-03-03,189.71428571428567
2024-03-04,267.63265306122446
2024-03-05,271.02040816326524
2024-03-06,260.85714285714283
2024-03-07,254.08163265306118
2024-03-08,220.20408163265301
2024-03-09,179.55102040816323
2024-03-10,176.1632653061224
2024-03-11,230.36734693877546
2024-03-12,240.53061224489792
2024-03-13,237.14285714285708
2024-03-14,230.36734693877546
2024-03-15,216.8163265306122
2024-03-16,162.61224489795916
2024-03-17,182.93877551020404
2024-03-18,260.85714285714283
2024-03-19,264.2448979591836
2024-03-20,264.2448979591836
2024-03-21,260.85714285714283
2024-03-22,230.36734693877546
2024-03-23,169.38775510204079
2024-03-24,182.93877551020404
2024-03-25,257.469387755102
2024-03-26,250.69387755102036
2024-03-27,271.02040816326524
2024-03-28,243.91836734693874
2024-03-29,203.26530612244895
2024-03-30,162.61224489795916
2024-03-31,165.99999999999997
2024-04-01,240.53061224489792
2024-04-02,267.63265306122446
2024-04-03,254.08163265306118
2024-04-04,250.69387755102036
2024-04-05,233.75510204081627
2024-04-06,165.99999999999997
2024-04-07,182.93877551020404
2024-04-08,243.91836734693874
2024-04-09,271.02040816326524
2024-04-10,315.06122448979585
2024-04-11,267.63265306122446
2024-04-12,254.08163265306118
2024-04-13,172.7755102040816
2024-04-14,186.32653061224485
2024-04-15,281.1836734693877
2024-04-16,277.79591836734687
2024-04-17,287.95918367346934
2024-04-18,277.79591836734687
2024-04-19,250.69387755102036
2024-04-20,182.93877551020404
2024-04-21,203.26530612244895
2024-04-22,287.95918367346934
2024-04-23,271.02040816326524
2024-04-24,291.3469387755101
2024-04-25,284.5714285714285
2024-04-26,267.63265306122446
2024-04-27,179.55102040816323
2024-04-28,196.48979591836732
2024-04-29,281.1836734693877
2024-04-30,298.12244897959175
2024-05-01,274.4081632653061
2024-05-02,271.02040816326524
2024-05-03,254.08163265306118
2024-05-04,176.1632653061224
2024-05-05,189.71428571428567
2024-05-06,254.08163265306118
2024-05-07,267.63265306122446
2024-05-08,257.469387755102
2024-05-09,257.469387755102
2024-05-10,230.36734693877546
2024-05-11,159.22448979591834
2024-05-12,172.7755102040816
2024-05-13,254.08163265306118
2024-05-14,281.1836734693877
2024-05-15,267.63265306122446
2024-05-16,254.08163265306118
2024-05-17,243.91836734693874
2024-05-18,176.1632653061224
2024-05-19,176.1632653061224
2024-05-20,250.69387755102036
2024-05-21,267.63265306122446
2024-05-22,271.02040816326524
2024-05-23,254.08163265306118
2024-05-24,230.36734693877546
2024-05-25,169.38775510204079
2024-05-26,159.22448979591834
2024-05-27,179.55102040816323
2024-05-28,247.30612244897955
2024-05-29,247.30612244897955
2024-05-30,250.69387755102036
2024-05-31,240.53061224489792
2024-06-01,176.1632653061224
2024-06-02,172.7755102040816
2024-06-03,247.30612244897955
2024-06-04,315.06122448979585
2024-06-05,223.59183673469383
2024-06-06,213.4285714285714
2024-06-07,206.65306122448976
2024-06-08,165.99999999999997
2024-06-09,162.61224489795916
2024-06-10,226.97959183673464
2024-06-11,230.36734693877546
2024-06-12,220.20408163265301
2024-06-13,220.20408163265301
2024-06-14,186.32653061224485
2024-06-15,155.83673469387753
2024-06-16,149.06122448979588
2024-06-17,260.85714285714283
2024-06-18,230.36734693877546
2024-06-19,210.04081632653057
2024-06-20,213.4285714285714
2024-06-21,203.26530612244895
2024-06-22,165.99999999999997
2024-06-23,159.22448979591834
2024-06-24,220.20408163265301
2024-06-25,223.59183673469383
2024-06-26,226.97959183673464
2024-06-27,216.8163265306122
2024-06-28,213.4285714285714
2024-06-29,162.61224489795916
2024-06-30,162.61224489795916
2024-07-01,216.8163265306122
2024-07-02,226.97959183673464
2024-07-03,206.65306122448976
2024-07-04,155.83673469387753
2024-07-05,172.7755102040816
2024-07-06,159.22448979591834
2024-07-07,165.99999999999997
2024-07-08,230.36734693877546
2024-07-09,220.20408163265301
2024-07-10,220.20408163265301
2024-07-11,220.20408163265301
2024-07-12,210.04081632653057
2024-07-13,155.83673469387753
2024-07-14,159.22448979591834
2024-07-15,213.4285714285714
2024-07-16,223.59183673469383
2024-07-17,216.8163265306122
2024-07-18,226.97959183673464
2024-07-19,206.65306122448976
2024-07-20,165.99999999999997
2024-07-21,159.22448979591834
2024-07-22,223.59183673469383
2024-07-23,226.97959183673464
2024-07-24,226.97959183673464
2024-07-25,226.97959183673464
2024-07-26,203.26530612244895
2024-07-27,155.83673469387753
2024-07-28,162.61224489795916
2024-07-29,220.20408163265301
2024-07-30,226.97959183673464
2024-07-31,226.97959183673464
2024-08-01,220.20408163265301
2024-08-02,206.65306122448976
2024-08-03,155.83673469387753
2024-08-04,159.22448979591834
2024-08-05,210.04081632653057
2024-08-06,210.04081632653057
2024-08-07,226.97959183673464
2024-08-08,220.20408163265301
2024-08-09,213.4285714285714
2024-08-10,155.83673469387753
2024-08-11,169.38775510204079
2024-08-12,216.8163265306122
2024-08-13,237.14285714285708
2024-08-14,233.75510204081627
2024-08-15,254.08163265306118
2024-08-16,223.59183673469383
2024-08-17,165.99999999999997
2024-08-18,169.63801467698318
2024-08-19,239.7179989558341
2024-08-20,270.8899226261358
2024-08-21,275.2383044623425
2024-08-22,264.84766323890864
2024-08-23,244.06638079204083
2024-08-24,186.0709152876442
2024-08-25,186.0709152876442
2024-08-26,272.5838001771562
2024-08-27,287.3228232367968
2024-08-28,302.06184629643747
2024-08-29,291.67120507300353
2024-08-30,260.4992814027019
2024-08-31,175.68027406421032
2024-09-01,196.46155651107813
2024-09-02,223.28509834517305
2024-09-03,287.3228232367968
2024-09-04,297.71346446023074
2024-09-05,316.8008693560781
2024-09-06,281.2805638495697
2024-09-07,190.41929712385095
2024-09-08,221.59122079415266
2024-09-09,322.8431287433053
2024-09-10,318.49474690709854
2024-09-11,333.23376996673915
2024-09-12,330.57926568155284
2024-09-13,297.71346446023074
2024-09-14,206.852197734512
2024-09-15,227.6334801813798
2024-09-16,339.27602935396635
2024-09-17,334.4675399334784
2024-09-18,345.08555707422374
2024-09-19,339.7765485038511
2024-09-20,329.15853136310574
2024-09-21,217.66935138527958
2024-09-22,228.28736852602495
2024-09-23,355.7035742149691
2024-09-24,350.3945656445964
2024-09-25,355.7035742149691
2024-09-26,350.3945656445964
2024-09-27,318.5405142223604
2024-09-28,207.05133424453425
2024-09-29,228.28736852602495
2024-09-30,339.7765485038511
2024-10-01,345.08555707422374
2024-10-02,355.7035742149691
