date,end_period_ts,ticker,price_close,price_open,price_high,price_low,price_mean,yes_bid_close,yes_ask_close,yes_mid_close,volume,open_interest
2024-01-01,1704085200,FED-24SEP-T4.75,,,,,,0.31,0.4,0.355,0.0,50.0
2024-01-02,1704171600,FED-24SEP-T4.75,,,,,,0.28,0.38,0.33,0.0,50.0
2024-01-03,1704258000,FED-24SEP-T4.75,,,,,,0.28,0.36,0.32,0.0,50.0
2024-01-04,1704344400,FED-24SEP-T4.75,,,,,,0.34,0.44,0.39,0.0,50.0
2024-01-05,1704430800,FED-24SEP-T4.75,,,,,,0.35,0.44,0.395,0.0,50.0
2024-01-06,1704517200,FED-24SEP-T4.75,,,,,,0.36,0.44,0.4,0.0,50.0
2024-01-08,1704690000,FED-24SEP-T4.75,,,,,,0.32,0.38,0.35,0.0,50.0
2024-01-09,1704776400,FED-24SEP-T4.75,,,,,,0.36,0.46,0.41000000000000003,0.0,50.0
2024-01-10,1704862800,FED-24SEP-T4.75,,,,,,0.36,0.44,0.4,0.0,50.0
2024-01-11,1704949200,FED-24SEP-T4.75,,,,,,0.34,0.43,0.385,0.0,50.0
2024-01-12,1705035600,FED-24SEP-T4.75,,,,,,0.35,0.44,0.395,0.0,50.0
2024-01-13,1705122000,FED-24SEP-T4.75,,,,,,0.28,0.34,0.31000000000000005,0.0,50.0
2024-01-14,1705208400,FED-24SEP-T4.75,,,,,,0.28,0.34,0.31000000000000005,0.0,50.0
2024-01-15,1705294800,FED-24SEP-T4.75,,,,,,0.28,0.36,0.32,0.0,50.0
2024-01-16,1705381200,FED-24SEP-T4.75,,,,,,0.28,0.35,0.315,0.0,50.0
2024-01-17,1705467600,FED-24SEP-T4.75,,,,,,0.33,0.41,0.37,0.0,50.0
2024-01-18,1705554000,FED-24SEP-T4.75,,,,,,0.38,0.45,0.41500000000000004,0.0,50.0
2024-01-19,1705640400,FED-24SEP-T4.75,,,,,,0.39,0.46,0.42500000000000004,0.0,50.0
2024-01-20,1705726800,FED-24SEP-T4.75,,,,,,0.4,0.47,0.435,0.0,50.0
2024-01-21,1705813200,FED-24SEP-T4.75,,,,,,0.39,0.46,0.42500000000000004,0.0,50.0
2024-01-23,1705986000,FED-24SEP-T4.75,,,,,,0.4,0.47,0.435,0.0,50.0
2024-01-24,1706072400,FED-24SEP-T4.75,,,,,,0.4,0.48,0.44,0.0,50.0
2024-01-25,1706158800,FED-24SEP-T4.75,,,,,,0.39,0.47,0.43,0.0,50.0
2024-01-26,1706245200,FED-24SEP-T4.75,,,,,,0.35,0.43,0.39,0.0,50.0
