date,end_period_ts,ticker,price_close,price_open,price_high,price_low,price_mean,yes_bid_close,yes_ask_close,yes_mid_close,volume,open_interest
2024-01-01,1704085200,FED-25JAN-T4.75,,,,,,0.15,0.23,0.19,0.0,6636.0
2024-01-03,1704258000,FED-25JAN-T4.75,0.23,0.23,0.23,0.23,0.23,0.16,0.22,0.19,640.0,6636.0
2024-01-04,1704344400,FED-25JAN-T4.75,,,,,,0.15,0.23,0.19,0.0,6636.0
2024-01-05,1704430800,FED-25JAN-T4.75,,,,,,0.16,0.23,0.195,0.0,6636.0
2024-01-06,1704517200,FED-25JAN-T4.75,,,,,,0.17,0.21,0.19,0.0,6636.0
2024-01-09,1704776400,FED-25JAN-T4.75,,,,,,0.15,0.23,0.19,0.0,6636.0
2024-01-10,1704862800,FED-25JAN-T4.75,,,,,,0.17,0.22,0.195,0.0,6636.0
2024-01-11,1704949200,FED-25JAN-T4.75,,,,,,0.17,0.22,0.195,0.0,6636.0
2024-01-12,1705035600,FED-25JAN-T4.75,0.22,0.22,0.22,0.22,0.22,0.17,0.22,0.195,227.0,6836.0
2024-01-13,1705122000,FED-25JAN-T4.75,,,,,,0.17,0.22,0.195,0.0,6836.0
2024-01-16,1705381200,FED-25JAN-T4.75,,,,,,0.17,0.22,0.195,0.0,6836.0
2024-01-17,1705467600,FED-25JAN-T4.75,,,,,,0.17,0.22,0.195,0.0,6836.0
2024-01-18,1705554000,FED-25JAN-T4.75,,,,,,0.17,0.22,0.195,0.0,6836.0
2024-01-19,1705640400,FED-25JAN-T4.75,0.17,0.17,0.17,0.17,0.17,0.16,0.21,0.185,1000.0,6836.0
2024-01-23,1705986000,FED-25JAN-T4.75,0.17,0.17,0.17,0.17,0.17,0.16,0.22,0.19,250.0,6836.0
2024-01-25,1706158800,FED-25JAN-T4.75,,,,,,0.16,0.22,0.19,0.0,6836.0
2024-01-26,1706245200,FED-25JAN-T4.75,,,,,,0.16,0.22,0.19,0.0,6836.0
2024-01-27,1706331600,FED-25JAN-T4.75,,,,,,0.16,0.22,0.19,0.0,6836.0
2024-01-30,1706590800,FED-25JAN-T4.75,,,,,,0.16,0.22,0.19,0.0,6836.0
2024-01-31,1706677200,FED-25JAN-T4.75,,,,,,0.16,0.22,0.19,0.0,6836.0
2024-02-01,1706763600,FED-25JAN-T4.75,,,,,,0.17,0.22,0.195,0.0,6836.0
2024-02-02,1706850000,FED-25JAN-T4.75,,,,,,0.16,0.22,0.19,0.0,6836.0
2024-02-03,1706936400,FED-25JAN-T4.75,,,,,,0.16,0.22,0.19,0.0,6836.0
2024-02-07,1707282000,FED-25JAN-T4.75,,,,,,0.16,0.22,0.19,0.0,6836.0
2024-02-09,1707454800,FED-25JAN-T4.75,,,,,,0.16,0.22,0.19,0.0,6836.0
2024-02-10,1707541200,FED-25JAN-T4.75,,,,,,0.16,0.22,0.19,0.0,6836.0
2024-02-13,1707800400,FED-25JAN-T4.75,,,,,,0.16,0.22,0.19,0.0,6836.0
2024-02-14,1707886800,FED-25JAN-T4.75,,,,,,0.16,0.23,0.195,0.0,6836.0
2024-02-17,1708146000,FED-25JAN-T4.75,,,,,,0.16,0.23,0.195,0.0,6836.0
2024-02-21,1708491600,FED-25JAN-T4.75,,,,,,0.16,0.25,0.20500000000000002,0.0,6836.0
2024-02-22,1708578000,FED-25JAN-T4.75,,,,,,0.16,0.98,0.57,0.0,6836.0
2024-02-23,1708664400,FED-25JAN-T4.75,,,,,,0.25,0.32,0.28500000000000003,0.0,6836.0
2024-02-24,1708750800,FED-25JAN-T4.75,,,,,,0.25,0.32,0.28500000000000003,0.0,6836.0
2024-02-27,1709010000,FED-25JAN-T4.75,0.25,0.25,0.25,0.25,0.25,0.25,0.31,0.28,400.0,6836.0
2024-02-29,1709182800,FED-25JAN-T4.75,,,,,,0.22,0.35,0.285,0.0,6836.0
2024-03-01,1709269200,FED-25JAN-T4.75,0.23,0.22,0.23,0.22,0.2298,0.22,0.35,0.285,307.0,6836.0
2024-03-02,1709355600,FED-25JAN-T4.75,,,,,,0.22,0.35,0.285,0.0,6836.0
2024-03-04,1709528400,FED-25JAN-T4.75,,,,,,0.23,0.34,0.28500000000000003,0.0,6836.0
2024-03-05,1709614800,FED-25JAN-T4.75,,,,,,0.23,0.33,0.28,0.0,6836.0
2024-03-06,1709701200,FED-25JAN-T4.75,,,,,,0.23,0.33,0.28,0.0,6836.0
2024-03-07,1709787600,FED-25JAN-T4.75,0.18,0.18,0.18,0.18,0.18,0.17,0.97,0.57,257.0,6836.0
2024-03-08,1709874000,FED-25JAN-T4.75,0.16,0.17,0.17,0.16,0.1601,0.16,0.98,0.57,990.0,7826.0
2024-03-09,1709960400,FED-25JAN-T4.75,0.17,0.17,0.17,0.17,0.17,0.17,0.98,0.575,123.0,7826.0
2024-03-10,1710046800,FED-25JAN-T4.75,,,,,,0.19,0.98,0.585,0.0,7826.0
2024-03-11,1710133200,FED-25JAN-T4.75,,,,,,0.16,0.98,0.57,0.0,7826.0
2024-03-12,1710216000,FED-25JAN-T4.75,0.16,0.16,0.16,0.16,0.16,0.16,0.98,0.57,100.0,7926.0
2024-03-13,1710302400,FED-25JAN-T4.75,,,,,,0.16,0.25,0.20500000000000002,0.0,7926.0
2024-03-14,1710388800,FED-25JAN-T4.75,,,,,,0.16,0.88,0.52,0.0,7926.0
2024-03-15,1710475200,FED-25JAN-T4.75,,,,,,0.16,0.75,0.455,0.0,7926.0
2024-03-16,1710561600,FED-25JAN-T4.75,0.31,0.31,0.31,0.31,0.31,0.16,0.75,0.455,2500.0,7926.0
2024-03-17,1710648000,FED-25JAN-T4.75,,,,,,0.17,0.75,0.46,0.0,7926.0
2024-03-21,1710993600,FED-25JAN-T4.75,,,,,,0.16,0.75,0.455,0.0,7926.0
2024-03-22,1711080000,FED-25JAN-T4.75,0.2,0.2,0.2,0.2,0.2,0.19,0.59,0.39,100.0,8026.0
2024-03-23,1711166400,FED-25JAN-T4.75,,,,,,0.19,0.31,0.25,0.0,8026.0
2024-03-24,1711252800,FED-25JAN-T4.75,,,,,,0.17,0.31,0.24,0.0,8026.0
2024-03-26,1711425600,FED-25JAN-T4.75,,,,,,0.17,0.27,0.22000000000000003,0.0,8026.0
2024-03-27,1711512000,FED-25JAN-T4.75,,,,,,0.16,0.27,0.21500000000000002,0.0,8026.0
2024-03-30,1711771200,FED-25JAN-T4.75,,,,,,0.09,0.27,0.18,0.0,8026.0
2024-04-01,1711944000,FED-25JAN-T4.75,,,,,,0.09,0.31,0.2,0.0,8026.0
2024-04-02,1712030400,FED-25JAN-T4.75,,,,,,0.1,0.3,0.2,0.0,8026.0
2024-04-03,1712116800,FED-25JAN-T4.75,0.31,0.3,0.31,0.3,0.3083,0.1,0.4,0.25,84.0,8026.0
2024-04-04,1712203200,FED-25JAN-T4.75,,,,,,0.22,0.28,0.25,0.0,8026.0
2024-04-05,1712289600,FED-25JAN-T4.75,0.28,0.28,0.28,0.28,0.28,0.25,0.35,0.3,100.0,8126.0
2024-04-06,1712376000,FED-25JAN-T4.75,,,,,,0.15,0.35,0.25,0.0,8126.0
2024-04-11,1712808000,FED-25JAN-T4.75,0.4,0.38,0.4,0.38,0.393,0.52,0.6,0.56,230.0,8356.0
2024-04-12,1712894400,FED-25JAN-T4.75,,,,,,0.52,0.61,0.565,0.0,8356.0
2024-04-13,1712980800,FED-25JAN-T4.75,,,,,,0.5,0.63,0.565,0.0,8356.0
2024-04-14,1713067200,FED-25JAN-T4.75,,,,,,0.59,0.67,0.63,0.0,8356.0
2024-04-16,1713240000,FED-25JAN-T4.75,,,,,,0.59,0.67,0.63,0.0,8356.0
2024-04-17,1713326400,FED-25JAN-T4.75,0.68,0.68,0.68,0.68,0.68,0.57,0.68,0.625,20.0,8376.0
2024-04-18,1713412800,FED-25JAN-T4.75,0.67,0.67,0.67,0.67,0.67,0.6,0.67,0.635,25.0,8401.0
2024-04-19,1713499200,FED-25JAN-T4.75,,,,,,0.59,0.67,0.63,0.0,8401.0
2024-04-23,1713844800,FED-25JAN-T4.75,0.69,0.66,0.69,0.66,0.685,0.62,0.69,0.655,3000.0,8588.0
2024-04-24,1713931200,FED-25JAN-T4.75,,,,,,0.61,0.68,0.645,0.0,8588.0
2024-04-25,1714017600,FED-25JAN-T4.75,,,,,,0.63,0.68,0.655,0.0,8588.0
2024-04-26,1714104000,FED-25JAN-T4.75,0.68,0.68,0.68,0.68,0.68,0.68,0.72,0.7,100.0,8488.0
2024-04-27,1714190400,FED-25JAN-T4.75,,,,,,0.67,0.75,0.71,0.0,8488.0
