Time,hard_rock_stadium
2024-09-23,4.253164556962025
2024-09-24,4.253164556962025
2024-09-25,5.468354430379746
2024-09-26,4.860759493670885
2024-09-27,9.72151898734177
2024-09-28,10.329113924050631
2024-09-29,6.075949367088606
2024-09-30,10.329113924050631
2024-10-01,6.683544303797468
2024-10-02,4.860759493670885
2024-10-03,3.645569620253164
2024-10-04,4.860759493670885
2024-10-05,4.860759493670885
2024-10-06,4.860759493670885
2024-10-07,5.468354430379746
2024-10-08,5.468354430379746
2024-10-09,4.860759493670885
2024-10-10,7.291139240506328
2024-10-11,17.62025316455696
2024-10-12,9.72151898734177
2024-10-13,9.72151898734177
2024-10-14,10.936708860759492
2024-10-15,11.544303797468352
2024-10-16,12.759493670886075
2024-10-17,20.658227848101262
2024-10-18,44.35443037974683
2024-10-19,48.60759493670885
2024-10-20,34.0253164556962
2024-10-21,10.329113924050631
2024-10-22,4.860759493670885
2024-10-23,5.468354430379746
2024-10-24,6.075949367088606
2024-10-25,5.468354430379746
2024-10-26,14.582278481012656
2024-10-27,14.582278481012656
2024-10-28,3.037974683544303
2024-10-29,3.037974683544303
2024-10-30,2.4303797468354427
2024-10-31,3.037974683544303
2024-11-01,3.037974683544303
2024-11-02,10.329113924050631
2024-11-03,3.037974683544303
2024-11-04,2.4303797468354427
2024-11-05,1.822784810126582
2024-11-06,1.2151898734177213
2024-11-07,2.4303797468354427
2024-11-08,1.2151898734177213
2024-11-09,3.037974683544303
2024-11-10,3.037974683544303
2024-11-11,2.4303797468354427
2024-11-12,3.037974683544303
2024-11-13,3.037974683544303
2024-11-14,3.037974683544303
2024-11-15,3.037974683544303
2024-11-16,4.253164556962025
2024-11-17,10.329113924050631
2024-11-18,2.4303797468354427
2024-11-19,3.037974683544303
2024-11-20,3.037974683544303
2024-11-21,3.037974683544303
2024-11-22,3.645569620253164
2024-11-23,9.11392405063291
2024-11-24,10.936708860759492
2024-11-25,3.037974683544303
2024-11-26,1.822784810126582
2024-11-27,1.2151898734177213
2024-11-28,1.822784810126582
2024-11-29,3.037974683544303
2024-11-30,3.037974683544303
2024-12-01,1.822784810126582
2024-12-02,2.4303797468354427
2024-12-03,2.4303797468354427
2024-12-04,2.4303797468354427
2024-12-05,3.037974683544303
2024-12-06,3.037974683544303
2024-12-07,4.253164556962025
2024-12-08,13.974683544303796
2024-12-09,3.645569620253164
2024-12-10,3.645569620253164
2024-12-11,3.645569620253164
2024-12-12,3.037974683544303
2024-12-13,5.468354430379746
2024-12-14,7.8987341772151884
2024-12-15,4.860759493670885
2024-12-16,3.037974683544303
2024-12-17,2.4303797468354427
2024-12-18,3.037974683544303
2024-12-19,4.253164556962025
2024-12-20,3.645569620253164
2024-12-21,5.468354430379746
2024-12-22,14.582278481012656
2024-12-23,4.860759493670885
2024-12-24,2.4303797468354427
2024-12-25,2.4303797468354427
2024-12-26,2.4303797468354427
2024-12-27,1.822784810126582
2024-12-28,3.037974683544303
2024-12-29,3.645569620253164
2024-12-30,2.4303797468354427
2024-12-31,1.822784810126582
2025-01-01,7.291139240506328
2025-01-02,6.075949367088606
2025-01-03,15.189873417721516
2025-01-04,8.50632911392405
2025-01-05,7.291139240506328
2025-01-06,6.075949367088606
2025-01-07,6.683544303797468
2025-01-08,8.50632911392405
2025-01-09,22.481012658227844
2025-01-10,60.759493670886066
2025-01-11,4.253164556962025
2025-01-12,2.4303797468354427
2025-01-13,1.822784810126582
2025-01-14,1.2151898734177213
2025-01-15,2.4303797468354427
2025-01-16,1.2151898734177213
2025-01-17,1.822784810126582
2025-01-18,2.4303797468354427
2025-01-19,1.822784810126582
2025-01-20,1.2151898734177213
2025-01-21,1.2151898734177213
2025-01-22,1.2151898734177213
2025-01-23,0.0
2025-01-24,3.037974683544303
2025-01-25,2.4303797468354427
2025-01-26,2.4303797468354427
2025-01-27,1.2151898734177213
2025-01-28,1.822784810126582
2025-01-29,2.4303797468354427
2025-01-30,8.50632911392405
2025-01-31,4.253164556962025
2025-02-01,3.037974683544303
2025-02-02,3.037974683544303
2025-02-03,2.4303797468354427
2025-02-04,1.822784810126582
2025-02-05,6.075949367088606
2025-02-06,3.037974683544303
2025-02-07,3.037974683544303
2025-02-08,2.4303797468354427
2025-02-09,3.037974683544303
2025-02-10,2.4303797468354427
2025-02-11,1.822784810126582
2025-02-12,1.822784810126582
2025-02-13,1.822784810126582
2025-02-14,1.822784810126582
2025-02-15,1.822784810126582
2025-02-16,2.4303797468354427
2025-02-17,1.822784810126582
2025-02-18,1.2151898734177213
2025-02-19,1.822784810126582
2025-02-20,1.822784810126582
2025-02-21,1.822784810126582
2025-02-22,2.4303797468354427
2025-02-23,1.822784810126582
2025-02-24,1.822784810126582
2025-02-25,1.2151898734177213
2025-02-26,1.822784810126582
2025-02-27,1.822784810126582
2025-02-28,1.822784810126582
2025-03-01,1.822784810126582
2025-03-02,1.822784810126582
2025-03-03,1.822784810126582
2025-03-04,1.2151898734177213
2025-03-05,1.2151898734177213
2025-03-06,1.822784810126582
2025-03-07,1.822784810126582
2025-03-08,3.037974683544303
2025-03-09,3.037974683544303
2025-03-10,1.822784810126582
2025-03-11,1.822784810126582
2025-03-12,2.4303797468354427
2025-03-13,1.822784810126582
2025-03-14,2.4303797468354427
2025-03-15,2.4303797468354427
2025-03-16,2.4303797468354427
2025-03-17,3.037974683544303
2025-03-18,3.037974683544303
2025-03-19,3.037974683544303
2025-03-20,4.860759493670885
2025-03-21,4.253164556962025
2025-03-22,4.860759493670885
2025-03-23,5.468354430379746
2025-03-24,4.860759493670885
2025-03-25,4.860759493670885
2025-03-26,3.645569620253164
2025-03-27,3.645569620253164
2025-03-28,4.253164556962025
2025-03-29,4.860759493670885
2025-03-30,4.860759493670885
2025-03-31,2.4303797468354427
2025-04-01,1.2151898734177213
2025-04-02,2.4303797468354427
2025-04-03,1.822784810126582
2025-04-04,2.4303797468354427
2025-04-05,2.4303797468354427
2025-04-06,1.822784810126582
2025-04-07,1.822784810126582
2025-04-08,1.2151898734177213
2025-04-09,1.2151898734177213
2025-04-10,1.2151898734177213
2025-04-11,2.4303797468354427
2025-04-12,2.4303797468354427
2025-04-13,1.822784810126582
2025-04-14,1.822784810126582
2025-04-15,2.4303797468354427
2025-04-16,1.822784810126582
2025-04-17,1.822784810126582
2025-04-18,1.5189873417721516
2025-04-19,1.822784810126582
2025-04-20,2.4303797468354427
2025-04-21,1.822784810126582
2025-04-22,1.822784810126582
2025-04-23,2.4303797468354427
2025-04-24,1.822784810126582
2025-04-25,3.645569620253164
2025-04-26,2.4303797468354427
2025-04-27,2.734177215189873
2025-04-28,2.4303797468354427
2025-04-29,2.4303797468354427
2025-04-30,3.037974683544303
2025-05-01,3.037974683544303
2025-05-02,7.8987341772151884
2025-05-03,10.632911392405061
2025-05-04,11.240506329113922
2025-05-05,3.037974683544303
2025-05-06,2.4303797468354427
2025-05-07,2.4303797468354427
2025-05-08,2.4303797468354427
2025-05-09,1.822784810126582
2025-05-10,2.4303797468354427
2025-05-11,2.734177215189873
2025-05-12,2.1265822784810124
2025-05-13,2.734177215189873
2025-05-14,3.037974683544303
2025-05-15,4.253164556962025
2025-05-16,3.645569620253164
2025-05-17,4.253164556962025
2025-05-18,2.4303797468354427
2025-05-19,3.037974683544303
2025-05-20,3.037974683544303
2025-05-21,2.4303797468354427
2025-05-22,3.037974683544303
2025-05-23,2.4303797468354427
2025-05-24,3.037974683544303
2025-05-25,4.253164556962025
2025-05-26,3.037974683544303
2025-05-27,3.037974683544303
2025-05-28,3.037974683544303
2025-05-29,4.253164556962025
2025-05-30,3.645569620253164
2025-05-31,3.645569620253164
2025-06-01,4.860759493670885
2025-06-02,4.860759493670885
2025-06-03,5.468354430379746
2025-06-04,6.075949367088606
2025-06-05,7.8987341772151884
2025-06-06,17.62025316455696
2025-06-07,20.050632911392402
2025-06-08,21.265822784810123
2025-06-09,7.8987341772151884
2025-06-10,5.468354430379746
2025-06-11,7.8987341772151884
2025-06-12,7.8987341772151884
2025-06-13,7.8987341772151884
2025-06-14,21.873417721518983
2025-06-15,21.265822784810123
2025-06-16,16.40506329113924
2025-06-17,10.936708860759492
2025-06-18,24.91139240506329
2025-06-19,10.329113924050631
2025-06-20,14.582278481012656
2025-06-21,14.582278481012656
2025-06-22,7.8987341772151884
2025-06-23,13.974683544303796
2025-06-24,11.544303797468352
2025-06-25,9.11392405063291
2025-06-26,7.291139240506328
2025-06-27,8.50632911392405
2025-06-28,6.683544303797468
2025-06-29,20.658227848101262
2025-06-30,9.11392405063291
2025-07-01,20.658227848101262
2025-07-02,5.468354430379746
2025-07-03,4.253164556962025
2025-07-04,3.645569620253164
2025-07-05,4.253164556962025
2025-07-06,5.468354430379746
2025-07-07,5.468354430379746
2025-07-08,6.683544303797468
2025-07-09,6.075949367088606
2025-07-10,9.11392405063291
2025-07-11,24.303797468354425
2025-07-12,28.55696202531645
2025-07-13,10.936708860759492
2025-07-14,3.645569620253164
2025-07-15,3.645569620253164
2025-07-16,2.4303797468354427
2025-07-17,4.253164556962025
2025-07-18,4.253164556962025
2025-07-19,4.253164556962025
2025-07-20,4.860759493670885
2025-07-21,5.468354430379746
2025-07-22,4.860759493670885
2025-07-23,4.860759493670885
2025-07-24,5.468354430379746
2025-07-25,8.50632911392405
2025-07-26,23.696202531645564
2025-07-27,24.91139240506329
2025-07-28,8.50632911392405
2025-07-29,3.645569620253164
2025-07-30,3.645569620253164
2025-07-31,3.645569620253164
2025-08-01,3.037974683544303
2025-08-02,4.253164556962025
2025-08-03,3.037974683544303
2025-08-04,3.037974683544303
2025-08-05,1.822784810126582
2025-08-06,3.645569620253164
2025-08-07,4.253164556962025
2025-08-08,4.253164556962025
2025-08-09,4.253164556962025
2025-08-10,4.253164556962025
2025-08-11,4.860759493670885
2025-08-12,4.860759493670885
2025-08-13,4.860759493670885
2025-08-14,6.075949367088606
2025-08-15,16.40506329113924
2025-08-16,21.265822784810123
2025-08-17,8.50632911392405
2025-08-18,2.4303797468354427
2025-08-19,2.4303797468354427
2025-08-20,3.645569620253164
2025-08-21,3.037974683544303
2025-08-22,4.253164556962025
2025-08-23,12.151898734177212
2025-08-24,5.468354430379746
2025-08-25,3.645569620253164
2025-08-26,3.037974683544303
2025-08-27,4.253164556962025
2025-08-28,3.645569620253164
2025-08-29,5.468354430379746
2025-08-30,8.50632911392405
2025-08-31,35.24050632911392
2025-09-01,34.0253164556962
2025-09-02,4.253164556962025
2025-09-03,3.037974683544303
2025-09-04,3.037974683544303
2025-09-05,3.645569620253164
2025-09-06,7.291139240506328
2025-09-07,4.860759493670885
2025-09-08,3.037974683544303
2025-09-09,4.860759493670885
2025-09-10,3.645569620253164
2025-09-11,3.645569620253164
2025-09-12,4.253164556962025
2025-09-13,17.0126582278481
2025-09-14,15.797468354430377
2025-09-15,3.037974683544303
2025-09-16,3.645569620253164
2025-09-17,3.645569620253164
2025-09-18,4.253164556962025
2025-09-19,4.860759493670885
2025-09-20,19.44303797468354
2025-09-21,10.936708860759492
2025-09-22,3.037974683544303
2025-09-23,3.037974683544303
2025-09-24,3.037974683544303
2025-09-25,3.645569620253164
2025-09-26,3.037974683544303
2025-09-27,2.4303797468354427
2025-09-28,4.253164556962025
2025-09-29,13.974683544303796
2025-09-30,8.50632911392405
2025-10-01,3.645569620253164
2025-10-02,3.037974683544303
2025-10-03,3.037974683544303
2025-10-04,3.037974683544303
2025-10-05,3.037974683544303
2025-10-06,3.037974683544303
2025-10-07,4.253164556962025
2025-10-08,4.860759493670885
2025-10-09,5.468354430379746
2025-10-10,7.8987341772151884
2025-10-11,6.683544303797468
2025-10-12,13.367088607594935
2025-10-13,3.645569620253164
2025-10-14,3.037974683544303
2025-10-15,2.4303797468354427
2025-10-16,3.645569620253164
2025-10-17,10.936708860759492
2025-10-18,7.8987341772151884
2025-10-19,3.645569620253164
2025-10-20,3.037974683544303
2025-10-21,4.253164556962025
2025-10-22,3.037974683544303
2025-10-23,3.645569620253164
2025-10-24,3.037974683544303
2025-10-25,7.8987341772151884
2025-10-26,5.468354430379746
2025-10-27,3.645569620253164
2025-10-28,3.645569620253164
2025-10-29,3.037974683544303
2025-10-30,12.151898734177212
2025-10-31,9.11392405063291
2025-11-01,3.037974683544303
2025-11-02,4.253164556962025
2025-11-03,3.037974683544303
2025-11-04,3.037974683544303
2025-11-05,3.037974683544303
2025-11-06,3.037974683544303
2025-11-07,4.253164556962025
2025-11-08,12.759493670886075
2025-11-09,15.189873417721516
2025-11-10,2.4303797468354427
2025-11-11,2.4303797468354427
2025-11-12,3.645569620253164
2025-11-13,2.4303797468354427
2025-11-14,3.037974683544303
2025-11-15,7.291139240506328
2025-11-16,3.645569620253164
2025-11-17,1.822784810126582
2025-11-18,2.4303797468354427
2025-11-19,1.822784810126582
2025-11-20,1.2151898734177213
2025-11-21,2.4303797468354427
2025-11-22,2.4303797468354427
2025-11-23,3.037974683544303
2025-11-24,2.4303797468354427
2025-11-25,1.822784810126582
2025-11-26,1.822784810126582
2025-11-27,2.4303797468354427
2025-11-28,3.037974683544303
2025-11-29,3.645569620253164
2025-11-30,13.974683544303796
2025-12-01,2.4303797468354427
2025-12-02,1.822784810126582
2025-12-03,1.2151898734177213
2025-12-04,2.4303797468354427
2025-12-05,6.075949367088606
2025-12-06,10.329113924050631
2025-12-07,13.367088607594935
2025-12-08,7.291139240506328
2025-12-09,5.468354430379746
2025-12-10,3.645569620253164
2025-12-11,4.253164556962025
2025-12-12,3.9493670886075947
2025-12-13,3.2405063291139236
2025-12-14,2.9367088607594933
2025-12-15,3.9493670886075947
2025-12-16,3.2405063291139236
2025-12-17,3.9493670886075947
2025-12-18,2.9367088607594933
2025-12-19,4.253164556962025
2025-12-20,7.4936708860759484
2025-12-21,17.31645569620253
2025-12-22,3.9493670886075947
2025-12-23,4.556962025316455
2025-12-24,4.253164556962025
2025-12-25,4.253164556962025
2025-12-26,5.5696202531645564
2025-12-27,7.4936708860759484
2025-12-28,18.32911392405063
2025-12-29,4.253164556962025
2025-12-30,6.886075949367088
2025-12-31,8.50632911392405
2026-01-01,60.15189873417721
2026-01-02,9.822784810126581
2026-01-03,5.5696202531645564
2026-01-04,5.265822784810126
2026-01-05,3.9493670886075947
2026-01-06,4.556962025316455
2026-01-07,5.5696202531645564
2026-01-08,4.556962025316455
2026-01-09,22.582278481012658
2026-01-10,26.936708860759495
2026-01-11,12.759493670886076
2026-01-12,12.759493670886076
2026-01-13,12.759493670886076
2026-01-14,18.430379746835442
2026-01-15,15.594936708860759
2026-01-16,12.759493670886076
2026-01-17,12.759493670886076
2026-01-18,19.848101265822784
2026-01-19,48.20253164556962
2026-01-20,141.77215189873417
2026-01-21,5.670886075949367
2026-01-22,4.253164556962025
2026-01-23,2.8354430379746836
2026-01-24,2.8354430379746836
2026-01-25,2.8354430379746836
2026-01-26,2.8354430379746836
2026-01-27,2.8354430379746836
2026-01-28,2.8354430379746836
2026-01-29,2.8354430379746836
2026-01-30,1.4177215189873418
2026-01-31,2.8354430379746836
2026-02-01,2.8354430379746836
2026-02-02,1.4177215189873418
2026-02-03,1.4177215189873418
2026-02-04,1.4177215189873418
2026-02-05,1.4177215189873418
2026-02-06,1.4177215189873418
2026-02-07,1.4177215189873418
2026-02-08,1.4177215189873418
2026-02-09,1.4177215189873418
2026-02-10,2.8354430379746836
2026-02-11,2.8354430379746836
2026-02-12,1.4177215189873418
2026-02-13,1.4177215189873418
2026-02-14,1.4177215189873418
2026-02-15,1.4177215189873418
2026-02-16,1.4177215189873418
2026-02-17,1.4177215189873418
2026-02-18,2.8354430379746836
2026-02-19,2.8354430379746836
2026-02-20,2.8354430379746836
2026-02-21,2.8354430379746836
2026-02-22,2.8354430379746836
2026-02-23,2.8354430379746836
2026-02-24,2.8354430379746836
2026-02-25,1.4177215189873418
2026-02-26,2.8354430379746836
2026-02-27,1.4177215189873418
2026-02-28,4.253164556962025
2026-03-01,2.8354430379746836
2026-03-02,2.8354430379746836
2026-03-03,2.8354430379746836
2026-03-04,2.8354430379746836
2026-03-05,2.8354430379746836
2026-03-06,2.8354430379746836
2026-03-07,2.8354430379746836
2026-03-08,2.8354430379746836
2026-03-09,2.8354430379746836
2026-03-10,2.8354430379746836
2026-03-11,2.8354430379746836
2026-03-12,2.8354430379746836
2026-03-13,2.8354430379746836
2026-03-14,2.8354430379746836
2026-03-15,4.253164556962025
2026-03-16,4.253164556962025
2026-03-17,4.253164556962025
2026-03-18,5.670886075949367
2026-03-19,4.253164556962025
2026-03-20,7.088607594936709
2026-03-21,8.50632911392405
2026-03-22,7.088607594936709
2026-03-23,4.253164556962025
2026-03-24,4.253164556962025
2026-03-25,5.670886075949367
2026-03-26,5.670886075949367
2026-03-27,4.253164556962025
2026-03-28,4.253164556962025
2026-03-29,5.670886075949367
2026-03-30,2.8354430379746836
2026-03-31,1.4177215189873418
2026-04-01,2.8354430379746836
2026-04-02,2.8354430379746836
2026-04-03,2.8354430379746836
2026-04-04,2.8354430379746836
2026-04-05,2.8354430379746836
2026-04-06,1.4177215189873418
2026-04-07,2.8354430379746836
2026-04-08,1.4177215189873418
2026-04-09,2.8354430379746836
2026-04-10,2.8354430379746836
2026-04-11,1.4177215189873418
2026-04-12,2.8354430379746836
2026-04-13,1.4177215189873418
2026-04-14,4.253164556962025
2026-04-15,2.8354430379746836
2026-04-16,2.8354430379746836
2026-04-17,2.8354430379746836
2026-04-18,2.8354430379746836
2026-04-19,2.8354430379746836
2026-04-20,2.8354430379746836
2026-04-21,4.253164556962025
2026-04-22,4.253164556962025
2026-04-23,5.670886075949367
2026-04-24,4.253164556962025
2026-04-25,4.253164556962025
2026-04-26,2.8354430379746836
2026-04-27,8.50632911392405
2026-04-28,4.253164556962025
2026-04-29,4.253164556962025
2026-04-30,4.253164556962025
2026-05-01,8.50632911392405
2026-05-02,9.924050632911392
2026-05-03,11.341772151898734
2026-05-04,4.253164556962025
2026-05-05,2.8354430379746836
2026-05-06,1.4177215189873418
2026-05-07,2.8354430379746836
2026-05-08,2.8354430379746836
2026-05-09,1.4177215189873418
2026-05-10,1.4177215189873418
2026-05-11,2.8354430379746836
2026-05-12,2.8354430379746836
2026-05-13,2.8354430379746836
2026-05-14,4.253164556962025
2026-05-15,5.670886075949367
2026-05-16,4.253164556962025
2026-05-17,4.253164556962025
2026-05-18,2.8354430379746836
2026-05-19,2.8354430379746836
2026-05-20,2.8354430379746836
2026-05-21,2.8354430379746836
2026-05-22,4.253164556962025
2026-05-23,2.8354430379746836
2026-05-24,2.8354430379746836
2026-05-25,2.8354430379746836
2026-05-26,2.8354430379746836
2026-05-27,2.8354430379746836
2026-05-28,2.8354430379746836
2026-05-29,4.253164556962025
2026-05-30,2.8354430379746836
2026-05-31,4.253164556962025
