Time,instagram
2023-12-22,49
2023-12-23,49
2023-12-24,50
2023-12-25,52
2023-12-26,50
2023-12-27,48
2023-12-28,49
2023-12-29,49
2023-12-30,45
2023-12-31,50
2024-01-01,57
2024-01-02,51
2024-01-03,51
2024-01-04,48
2024-01-05,47
2024-01-06,48
2024-01-07,47
2024-01-08,48
2024-01-09,46
2024-01-10,46
2024-01-11,45
2024-01-12,46
2024-01-13,51
2024-01-14,49
2024-01-15,48
2024-01-16,46
2024-01-17,48
2024-01-18,46
2024-01-19,49
2024-01-20,46
2024-01-21,47
2024-01-22,47
2024-01-23,46
2024-01-24,50
2024-01-25,48
2024-01-26,44
2024-01-27,47
2024-01-28,48
2024-01-29,44
2024-01-30,46
2024-01-31,45
2024-02-01,45
2024-02-02,43
2024-02-03,46
2024-02-04,46
2024-02-05,46
2024-02-06,45
2024-02-07,44
2024-02-08,44
2024-02-09,44
2024-02-10,45
2024-02-11,48
2024-02-12,42
2024-02-13,47
2024-02-14,49
2024-02-15,47
2024-02-16,45
2024-02-17,51
2024-02-18,48
2024-02-19,47
2024-02-20,46
2024-02-21,47
2024-02-22,45
2024-02-23,47
2024-02-24,48
2024-02-25,48
2024-02-26,48
2024-02-27,44
2024-02-28,43
2024-02-29,46
2024-03-01,46
2024-03-02,46
2024-03-03,50
2024-03-04,47
2024-03-05,100
2024-03-06,47
2024-03-07,46
2024-03-08,45
2024-03-09,45
2024-03-10,49
2024-03-11,45
2024-03-12,45
2024-03-13,44
2024-03-14,46
2024-03-15,42
2024-03-16,45
2024-03-17,48
2024-03-18,46
2024-03-19,44
2024-03-20,46
2024-03-21,46
2024-03-22,58
2024-03-23,47
2024-03-24,48
2024-03-25,44
2024-03-26,45
2024-03-27,43
2024-03-28,43
2024-03-29,44
2024-03-30,44
2024-03-31,46
2024-04-01,49
2024-04-02,46
2024-04-03,50
2024-04-04,43
2024-04-05,43
2024-04-06,44
2024-04-07,44
2024-04-08,43
2024-04-09,45
2024-04-10,41
2024-04-11,42
2024-04-12,44
2024-04-13,42
2024-04-14,46
2024-04-15,44
2024-04-16,43
2024-04-17,43
2024-04-18,46
2024-04-19,45
2024-04-20,46
2024-04-21,50
2024-04-22,45
2024-04-23,44
2024-04-24,45
2024-04-25,41
2024-04-26,42
2024-04-27,45
2024-04-28,47
2024-04-29,44
2024-04-30,45
2024-05-01,42
2024-05-02,42
2024-05-03,45
2024-05-04,44
2024-05-05,48
2024-05-06,46
2024-05-07,44
2024-05-08,42
2024-05-09,43
2024-05-10,45
2024-05-11,45
2024-05-12,49
2024-05-13,46
2024-05-14,44
2024-05-15,51
2024-05-16,43
2024-05-17,44
2024-05-18,45
2024-05-19,49
2024-05-20,47
2024-05-21,44
2024-05-22,44
2024-05-23,45
2024-05-24,46
2024-05-25,48
2024-05-26,46
2024-05-27,48
2024-05-28,46
2024-05-29,46
2024-05-30,47
2024-05-31,46
2024-06-01,48
2024-06-02,47
2024-06-03,45
2024-06-04,44
2024-06-05,46
2024-06-06,46
2024-06-07,46
2024-06-08,46
2024-06-09,47
2024-06-10,46
2024-06-11,46
2024-06-12,47
2024-06-13,45
2024-06-14,43
2024-06-15,46
2024-06-16,48
2024-06-17,47
2024-06-18,46
2024-06-19,45
2024-06-20,43
2024-06-21,45
2024-06-22,46
2024-06-23,48
2024-06-24,47
2024-06-25,47
2024-06-26,45
2024-06-27,45
2024-06-28,44
2024-06-29,44
2024-06-30,46
2024-07-01,45
2024-07-02,45
2024-07-03,45
2024-07-04,48
2024-07-05,47
2024-07-06,44
2024-07-07,50
2024-07-08,49
2024-07-09,46
2024-07-10,45
2024-07-11,45
2024-07-12,45
2024-07-13,43
2024-07-14,47
2024-07-15,46
2024-07-16,45
2024-07-17,45
2024-07-18,45
2024-07-19,50
2024-07-20,49
2024-07-21,46
2024-07-22,46
2024-07-23,44
2024-07-24,47
2024-07-25,45
2024-07-26,45
2024-07-27,43
2024-07-28,45
2024-07-29,45
2024-07-30,46
2024-07-31,45
2024-08-01,45
2024-08-02,44
2024-08-03,46
2024-08-04,48
2024-08-05,46
2024-08-06,43
2024-08-07,45
2024-08-08,51
2024-08-09,51
2024-08-10,46
2024-08-11,48
2024-08-12,47
2024-08-13,46
2024-08-14,48
2024-08-15,45
2024-08-16,44
2024-08-17,45
2024-08-18,50
2024-08-19,47
2024-08-20,48
2024-08-21,47
2024-08-22,48
2024-08-23,45
2024-08-24,49
2024-08-25,50
2024-08-26,47
2024-08-27,45
2024-08-28,45
2024-08-29,44
2024-08-30,44
2024-08-31,44
2024-09-01,45
2024-09-02,47
2024-09-03,44
2024-09-04,45
2024-09-05,43
2024-09-06,42
2024-09-07,45
2024-09-08,47
2024-09-09,45
2024-09-10,43
2024-09-11,47
2024-09-12,51
2024-09-13,46
2024-09-14,45
2024-09-15,45
2024-09-16,44
