Time,nascar
2024-09-21,20.703041993168576
2024-09-22,23.37440225035162
2024-09-23,5.342720514366084
2024-09-24,3.3392003214788026
2024-09-25,3.3392003214788026
2024-09-26,4.0070403857745625
2024-09-27,6.010560578661845
2024-09-28,13.35680128591521
2024-09-29,26.045762507534658
2024-09-30,8.014080771549125
2024-10-01,4.0070403857745625
2024-10-02,4.674880450070323
2024-10-03,5.342720514366084
2024-10-04,7.346240707253365
2024-10-05,13.35680128591521
2024-10-06,30.720642957604984
2024-10-07,8.681920835844886
2024-10-08,4.674880450070323
2024-10-09,4.0070403857745625
2024-10-10,4.0070403857745625
2024-10-11,5.342720514366084
2024-10-12,11.353281093027928
2024-10-13,27.38144263612618
2024-10-14,10.017600964436408
2024-10-15,4.674880450070323
2024-10-16,4.0070403857745625
2024-10-17,4.0070403857745625
2024-10-18,5.342720514366084
2024-10-19,10.685441028732168
2024-10-20,28.04928270042194
2024-10-21,8.014080771549125
2024-10-22,4.674880450070323
2024-10-23,4.0070403857745625
2024-10-24,4.0070403857745625
2024-10-25,5.342720514366084
2024-10-26,11.353281093027928
2024-10-27,26.71360257183042
2024-10-28,8.014080771549125
2024-10-29,4.0070403857745625
2024-10-30,3.3392003214788026
2024-10-31,4.0070403857745625
2024-11-01,6.010560578661845
2024-11-02,12.688961221619449
2024-11-03,29.38496282901346
2024-11-04,11.353281093027928
2024-11-05,5.342720514366084
2024-11-06,3.3392003214788026
2024-11-07,4.674880450070323
2024-11-08,6.678400642957605
2024-11-09,14.69248141450673
2024-11-10,37.399043600562585
2024-11-11,11.353281093027928
2024-11-12,4.674880450070323
2024-11-13,4.0070403857745625
2024-11-14,3.3392003214788026
2024-11-15,3.3392003214788026
2024-11-16,4.0070403857745625
2024-11-17,4.0070403857745625
2024-11-18,3.3392003214788026
2024-11-19,3.3392003214788026
2024-11-20,3.3392003214788026
2024-11-21,2.671360257183042
2024-11-22,3.3392003214788026
2024-11-23,4.0070403857745625
2024-11-24,4.0070403857745625
2024-11-25,2.671360257183042
2024-11-26,2.671360257183042
2024-11-27,2.671360257183042
2024-11-28,3.3392003214788026
2024-11-29,2.671360257183042
2024-11-30,2.671360257183042
2024-12-01,2.671360257183042
2024-12-02,2.671360257183042
2024-12-03,2.671360257183042
2024-12-04,2.671360257183042
2024-12-05,2.671360257183042
2024-12-06,2.671360257183042
2024-12-07,2.671360257183042
2024-12-08,2.671360257183042
2024-12-09,2.671360257183042
2024-12-10,2.671360257183042
2024-12-11,2.671360257183042
2024-12-12,2.671360257183042
2024-12-13,2.671360257183042
2024-12-14,3.3392003214788026
2024-12-15,3.3392003214788026
2024-12-16,2.671360257183042
2024-12-17,2.671360257183042
2024-12-18,2.671360257183042
2024-12-19,3.3392003214788026
2024-12-20,3.3392003214788026
2024-12-21,3.3392003214788026
2024-12-22,3.3392003214788026
2024-12-23,2.671360257183042
2024-12-24,2.671360257183042
2024-12-25,3.3392003214788026
2024-12-26,2.671360257183042
2024-12-27,2.671360257183042
2024-12-28,3.3392003214788026
2024-12-29,2.671360257183042
2024-12-30,2.671360257183042
2024-12-31,2.671360257183042
2025-01-01,3.3392003214788026
2025-01-02,2.671360257183042
2025-01-03,2.671360257183042
2025-01-04,3.3392003214788026
2025-01-05,4.0070403857745625
2025-01-06,2.671360257183042
2025-01-07,2.671360257183042
2025-01-08,2.671360257183042
2025-01-09,2.671360257183042
2025-01-10,2.671360257183042
2025-01-11,3.3392003214788026
2025-01-12,4.0070403857745625
2025-01-13,2.671360257183042
2025-01-14,3.3392003214788026
2025-01-15,3.3392003214788026
2025-01-16,3.3392003214788026
2025-01-17,3.3392003214788026
2025-01-18,4.0070403857745625
2025-01-19,4.0070403857745625
2025-01-20,2.671360257183042
2025-01-21,2.671360257183042
2025-01-22,3.3392003214788026
2025-01-23,3.3392003214788026
2025-01-24,3.3392003214788026
2025-01-25,4.674880450070323
2025-01-26,5.342720514366084
2025-01-27,4.0070403857745625
2025-01-28,4.674880450070323
2025-01-29,4.674880450070323
2025-01-30,4.674880450070323
2025-01-31,5.342720514366084
2025-02-01,11.353281093027928
2025-02-02,21.370882057464335
2025-02-03,16.02816154309825
2025-02-04,4.674880450070323
2025-02-05,4.0070403857745625
2025-02-06,4.0070403857745625
2025-02-07,4.674880450070323
2025-02-08,6.010560578661845
2025-02-09,6.678400642957605
2025-02-10,7.346240707253365
2025-02-11,5.342720514366084
2025-02-12,8.014080771549125
2025-02-13,12.02112115732369
2025-02-14,17.363841671689773
2025-02-15,29.38496282901346
2025-02-16,66.78400642957605
2025-02-17,45.41312437211171
2025-02-18,9.349760900140646
2025-02-19,8.014080771549125
2025-02-20,7.346240707253365
2025-02-21,8.681920835844886
2025-02-22,20.035201928872816
2025-02-23,50.088004822182036
2025-02-24,18.031681735985533
2025-02-25,6.678400642957605
2025-02-26,6.010560578661845
2025-02-27,6.010560578661845
2025-02-28,7.346240707253365
2025-03-01,18.699521800281293
2025-03-02,39.40256379344987
2025-03-03,14.02464135021097
2025-03-04,6.010560578661845
2025-03-05,4.674880450070323
2025-03-06,5.342720514366084
2025-03-07,7.346240707253365
2025-03-08,17.363841671689773
2025-03-09,48.752324693590516
2025-03-10,10.685441028732168
2025-03-11,5.342720514366084
2025-03-12,4.674880450070323
2025-03-13,4.674880450070323
2025-03-14,6.678400642957605
2025-03-15,16.696001607394013
2025-03-16,41.40608398633715
2025-03-17,10.017600964436408
2025-03-18,4.674880450070323
2025-03-19,4.0070403857745625
2025-03-20,5.342720514366084
2025-03-21,6.010560578661845
2025-03-22,14.69248141450673
2025-03-23,34.727683343379546
2025-03-24,8.014080771549125
2025-03-25,4.674880450070323
2025-03-26,4.674880450070323
2025-03-27,4.674880450070323
2025-03-28,6.678400642957605
2025-03-29,14.02464135021097
2025-03-30,34.727683343379546
2025-03-31,8.014080771549125
2025-04-01,4.674880450070323
2025-04-02,4.674880450070323
2025-04-03,4.0070403857745625
2025-04-04,6.010560578661845
2025-04-05,12.688961221619449
2025-04-06,34.727683343379546
2025-04-07,8.014080771549125
2025-04-08,4.674880450070323
2025-04-09,4.0070403857745625
2025-04-10,4.0070403857745625
2025-04-11,6.678400642957605
2025-04-12,15.360321478802492
2025-04-13,33.392003214788026
2025-04-14,8.014080771549125
2025-04-15,4.579216873292822
2025-04-16,4.579216873292822
2025-04-17,4.579216873292822
2025-04-18,7.40941476738945
2025-04-19,12.571637967081005
2025-04-20,14.8188295347789
2025-04-21,4.828303167543673
2025-04-22,3.9962105468940905
2025-04-23,3.9962105468940905
2025-04-24,4.579216873292822
2025-04-25,5.994315820341137
2025-04-26,15.401835861177632
2025-04-27,34.79988226924935
2025-04-28,9.407520040836495
2025-04-29,5.4113094939424045
2025-04-30,4.579216873292822
2025-05-01,4.828303167543673
2025-05-02,6.577322146739868
2025-05-03,14.23582320838017
2025-05-04,34.21687594285062
2025-05-05,8.575427420186912
2025-05-06,4.828303167543673
2025-05-07,4.828303167543673
2025-05-08,4.828303167543673
2025-05-09,5.994315820341137
2025-05-10,13.403730587730587
2025-05-11,33.05086329005316
2025-05-12,8.824513714437764
2025-05-13,5.162223199691554
2025-05-14,4.579216873292822
2025-05-15,4.981725885017024
2025-05-16,6.974416239023833
2025-05-17,13.948832478047667
2025-05-18,29.39218272160044
2025-05-19,14.94517765505107
2025-05-20,5.479898473518726
2025-05-21,5.479898473518726
2025-05-22,5.978071062020429
2025-05-23,8.967106593030643
2025-05-24,18.432385774562988
2025-05-25,49.81725885017024
2025-05-26,39.85380708013619
2025-05-27,7.472588827525535
2025-05-28,5.978071062020429
2025-05-29,6.476243650522131
2025-05-30,7.472588827525535
2025-05-31,15.941522832054476
2025-06-01,38.359289314631084
2025-06-02,23.912284248081715
2025-06-03,6.476243650522131
2025-06-04,5.479898473518726
2025-06-05,5.978071062020429
2025-06-06,7.472588827525535
2025-06-07,15.941522832054476
2025-06-08,44.83553296515321
2025-06-09,10.46162435853575
2025-06-10,6.476243650522131
2025-06-11,5.978071062020429
2025-06-12,6.476243650522131
2025-06-13,7.970761416027238
2025-06-14,14.44700506654937
2025-06-15,41.348324845641294
2025-06-16,11.457969535539155
2025-06-17,5.978071062020429
2025-06-18,5.479898473518726
2025-06-19,5.978071062020429
2025-06-20,7.970761416027238
2025-06-21,14.44700506654937
2025-06-22,42.3446700226447
2025-06-23,11.457969535539155
2025-06-24,6.476243650522131
2025-06-25,5.479898473518726
2025-06-26,6.476243650522131
2025-06-27,9.465279181532345
2025-06-28,26.901319779091928
2025-06-29,38.85746190313279
2025-06-30,7.970761416027238
2025-07-01,6.974416239023833
2025-07-02,6.974416239023833
2025-07-03,8.967106593030643
2025-07-04,11.457969535539155
2025-07-05,25.40680201358682
2025-07-06,49.81725885017024
2025-07-07,10.959796947037452
2025-07-08,6.476243650522131
2025-07-09,5.479898473518726
2025-07-10,5.479898473518726
2025-07-11,6.974416239023833
2025-07-12,13.948832478047667
2025-07-13,34.37390860661746
2025-07-14,10.46162435853575
2025-07-15,5.479898473518726
2025-07-16,5.479898473518726
2025-07-17,5.978071062020429
2025-07-18,7.472588827525535
2025-07-19,14.44700506654937
2025-07-20,39.85380708013619
2025-07-21,10.46162435853575
2025-07-22,5.479898473518726
2025-07-23,6.476243650522131
2025-07-24,5.978071062020429
2025-07-25,7.472588827525535
2025-07-26,15.941522832054476
2025-07-27,35.86842637212257
2025-07-28,9.963451770034048
2025-07-29,6.476243650522131
2025-07-30,5.978071062020429
2025-07-31,5.978071062020429
2025-08-01,7.970761416027238
2025-08-02,15.443350243552773
2025-08-03,41.846497434143
2025-08-04,8.967106593030643
2025-08-05,5.978071062020429
2025-08-06,5.479898473518726
2025-08-07,5.479898473518726
2025-08-08,6.974416239023833
2025-08-09,14.94517765505107
2025-08-10,38.85746190313279
2025-08-11,9.963451770034048
2025-08-12,5.978071062020429
2025-08-13,5.978071062020429
2025-08-14,5.479898473518726
2025-08-15,7.472588827525535
2025-08-16,18.93055836306469
2025-08-17,27.39949236759363
2025-08-18,6.476243650522131
2025-08-19,5.479898473518726
2025-08-20,8.46893400452894
2025-08-21,6.476243650522131
2025-08-22,8.967106593030643
2025-08-23,24.90862942508512
2025-08-24,32.38121825261065
2025-08-25,6.476243650522131
2025-08-26,5.479898473518726
2025-08-27,4.981725885017024
2025-08-28,4.981725885017024
2025-08-29,7.472588827525535
2025-08-30,14.44700506654937
2025-08-31,32.879390841112354
2025-09-01,21.4214213055732
2025-09-02,5.479898473518726
2025-09-03,4.981725885017024
2025-09-04,5.479898473518726
2025-09-05,6.974416239023833
2025-09-06,12.45431471254256
2025-09-07,27.897664956095333
2025-09-08,7.970761416027238
2025-09-09,4.483553296515321
2025-09-10,3.985380708013619
2025-09-11,4.981725885017024
2025-09-12,7.472588827525535
2025-09-13,16.439695420556177
2025-09-14,24.90862942508512
2025-09-15,5.978071062020429
2025-09-16,4.483553296515321
2025-09-17,4.483553296515321
2025-09-18,4.483553296515321
2025-09-19,5.978071062020429
2025-09-20,11.956142124040857
2025-09-21,24.90862942508512
2025-09-22,7.472588827525535
2025-09-23,4.483553296515321
2025-09-24,3.985380708013619
2025-09-25,4.483553296515321
2025-09-26,5.479898473518726
2025-09-27,11.457969535539155
2025-09-28,27.897664956095333
2025-09-29,9.465279181532345
2025-09-30,4.483553296515321
2025-10-01,4.483553296515321
2025-10-02,4.483553296515321
2025-10-03,6.476243650522131
2025-10-04,11.457969535539155
2025-10-05,26.403147190590225
2025-10-06,8.967106593030643
2025-10-07,4.981725885017024
2025-10-08,4.981725885017024
2025-10-09,5.479898473518726
2025-10-10,6.974416239023833
2025-10-11,11.956142124040857
2025-10-12,29.39218272160044
2025-10-13,14.44700506654937
2025-10-14,5.978071062020429
2025-10-15,5.479898473518726
2025-10-16,5.479898473518726
2025-10-17,8.46893400452894
2025-10-18,12.952487301044261
2025-10-19,31.38487307560725
2025-10-20,8.967106593030643
2025-10-21,4.981725885017024
2025-10-22,4.981725885017024
2025-10-23,4.981725885017024
2025-10-24,6.974416239023833
2025-10-25,11.956142124040857
2025-10-26,31.883045664108952
2025-10-27,8.967106593030643
2025-10-28,4.981725885017024
2025-10-29,5.479898473518726
2025-10-30,5.479898473518726
2025-10-31,7.970761416027238
2025-11-01,16.93786800905788
2025-11-02,38.85746190313279
2025-11-03,19.926903540068096
2025-11-04,6.476243650522131
2025-11-05,5.479898473518726
2025-11-06,3.985380708013619
2025-11-07,3.985380708013619
2025-11-08,4.981725885017024
2025-11-09,4.981725885017024
2025-11-10,3.4872081195119167
2025-11-11,3.985380708013619
2025-11-12,3.4872081195119167
2025-11-13,3.4872081195119167
2025-11-14,3.985380708013619
2025-11-15,3.985380708013619
2025-11-16,4.483553296515321
2025-11-17,2.9890355310102144
2025-11-18,3.4872081195119167
2025-11-19,3.4872081195119167
2025-11-20,2.9890355310102144
2025-11-21,2.9890355310102144
2025-11-22,3.4872081195119167
2025-11-23,4.483553296515321
2025-11-24,3.4872081195119167
2025-11-25,3.4872081195119167
2025-11-26,3.4872081195119167
2025-11-27,3.985380708013619
2025-11-28,3.4872081195119167
2025-11-29,3.985380708013619
2025-11-30,3.4872081195119167
2025-12-01,3.985380708013619
2025-12-02,4.483553296515321
2025-12-03,4.483553296515321
2025-12-04,4.483553296515321
2025-12-05,4.981725885017024
2025-12-06,7.970761416027238
2025-12-07,5.479898473518726
2025-12-08,3.985380708013619
2025-12-09,4.483553296515321
2025-12-10,3.985380708013619
2025-12-11,7.074050756724174
2025-12-12,6.1773400974211095
2025-12-13,4.882091367316683
2025-12-14,3.985380708013619
2025-12-15,3.3377563429614057
2025-12-16,3.0886700487105547
2025-12-17,3.0886700487105547
2025-12-18,17.2367715621589
2025-12-19,14.397187807699199
2025-12-20,7.970761416027238
2025-12-21,5.529715732368896
2025-12-22,4.633005073065831
2025-12-23,3.985380708013619
2025-12-24,3.736294413762768
2025-12-25,4.633005073065831
2025-12-26,4.23446700226447
2025-12-27,3.985380708013619
2025-12-28,3.985380708013619
2025-12-29,4.882091367316683
2025-12-30,5.778802026619747
2025-12-31,3.985380708013619
2026-01-01,3.985380708013619
2026-01-02,3.985380708013619
2026-01-03,3.985380708013619
2026-01-04,3.985380708013619
2026-01-05,3.0886700487105547
2026-01-06,4.633005073065831
2026-01-07,4.633005073065831
2026-01-08,3.736294413762768
2026-01-09,3.985380708013619
2026-01-10,4.782456849616342
2026-01-11,5.579532991219066
2026-01-12,5.579532991219066
2026-01-13,5.579532991219066
2026-01-14,4.782456849616342
2026-01-15,4.782456849616342
2026-01-16,3.985380708013619
2026-01-17,4.782456849616342
2026-01-18,4.782456849616342
2026-01-19,3.985380708013619
2026-01-20,3.985380708013619
2026-01-21,3.985380708013619
2026-01-22,3.985380708013619
2026-01-23,3.985380708013619
2026-01-24,4.782456849616342
2026-01-25,4.782456849616342
2026-01-26,5.579532991219066
2026-01-27,4.782456849616342
2026-01-28,4.782456849616342
2026-01-29,5.579532991219066
2026-01-30,5.579532991219066
2026-01-31,7.970761416027238
2026-02-01,11.159065982438133
2026-02-02,7.970761416027238
2026-02-03,7.970761416027238
2026-02-04,15.941522832054476
2026-02-05,17.535675115259924
2026-02-06,6.37660913282179
2026-02-07,7.173685274424514
2026-02-08,7.173685274424514
2026-02-09,5.579532991219066
2026-02-10,6.37660913282179
2026-02-11,8.767837557629962
2026-02-12,15.144446690451751
2026-02-13,20.72397968167082
2026-02-14,31.08596952250623
2026-02-15,62.17193904501246
2026-02-16,19.926903540068093
2026-02-17,8.767837557629962
2026-02-18,7.173685274424514
2026-02-19,7.970761416027238
2026-02-20,8.767837557629962
2026-02-21,20.72397968167082
2026-02-22,44.63626392975253
2026-02-23,18.332751256862647
2026-02-24,8.767837557629962
2026-02-25,6.37660913282179
2026-02-26,6.37660913282179
2026-02-27,7.970761416027238
2026-02-28,19.12982739846537
2026-03-01,43.83918778814981
2026-03-02,18.332751256862647
2026-03-03,7.173685274424514
2026-03-04,6.37660913282179
2026-03-05,7.173685274424514
2026-03-06,7.970761416027238
2026-03-07,16.7385989736572
2026-03-08,53.40410148738249
2026-03-09,13.550294407246303
2026-03-10,5.579532991219066
2026-03-11,5.579532991219066
2026-03-12,5.579532991219066
2026-03-13,7.173685274424514
2026-03-14,17.535675115259924
2026-03-15,40.650883221738916
2026-03-16,10.36198984083541
2026-03-17,6.37660913282179
2026-03-18,5.579532991219066
2026-03-19,5.579532991219066
2026-03-20,7.173685274424514
2026-03-21,16.7385989736572
2026-03-22,38.25965479693074
2026-03-23,10.36198984083541
2026-03-24,5.579532991219066
2026-03-25,4.782456849616342
2026-03-26,4.782456849616342
2026-03-27,7.173685274424514
2026-03-28,15.144446690451751
2026-03-29,35.86842637212257
2026-03-30,10.36198984083541
2026-03-31,5.579532991219066
2026-04-01,5.579532991219066
2026-04-02,5.579532991219066
2026-04-03,7.970761416027238
2026-04-04,15.941522832054476
2026-04-05,19.12982739846537
2026-04-06,7.173685274424514
2026-04-07,4.782456849616342
2026-04-08,4.782456849616342
2026-04-09,5.579532991219066
2026-04-10,7.173685274424514
2026-04-11,15.941522832054476
2026-04-12,35.86842637212257
2026-04-13,8.767837557629962
2026-04-14,5.579532991219066
2026-04-15,4.782456849616342
2026-04-16,6.37660913282179
2026-04-17,7.970761416027238
2026-04-18,15.941522832054476
2026-04-19,36.66550251372529
2026-04-20,9.564913699232685
2026-04-21,5.579532991219066
2026-04-22,5.579532991219066
2026-04-23,5.579532991219066
2026-04-24,7.173685274424514
2026-04-25,17.535675115259924
2026-04-26,43.042111646547085
2026-04-27,12.75321826564358
2026-04-28,6.37660913282179
2026-04-29,5.579532991219066
2026-04-30,5.579532991219066
2026-05-01,7.970761416027238
2026-05-02,17.535675115259924
2026-05-03,39.05673093853346
2026-05-04,10.36198984083541
2026-05-05,6.37660913282179
2026-05-06,5.579532991219066
2026-05-07,5.579532991219066
2026-05-08,7.970761416027238
2026-05-09,15.941522832054476
2026-05-10,31.883045664108952
2026-05-11,10.36198984083541
2026-05-12,5.579532991219066
2026-05-13,5.579532991219066
2026-05-14,5.579532991219066
2026-05-15,7.970761416027238
2026-05-16,15.144446690451751
2026-05-17,33.4771979473144
2026-05-18,7.970761416027238
2026-05-19,5.579532991219066
2026-05-20,5.579532991219066
2026-05-21,20.72397968167082
2026-05-22,35.86842637212257
2026-05-23,39.853807080136185
2026-05-24,79.70761416027237
2026-05-25,53.40410148738249
2026-05-26,9.564913699232685
2026-05-27,8.767837557629962
2026-05-28,10.36198984083541
2026-05-29,10.36198984083541
2026-05-30,20.72397968167082
2026-05-31,39.853807080136185
