Time,youtube
2024-11-27,72.67059214291395
2024-11-28,77.78823947692197
2024-11-29,66.52941534210431
2024-11-30,67.55294480890592
2024-12-01,70.62353320931074
2024-12-02,78.81176894372358
2024-12-03,83.92941627773159
2024-12-04,85.9764752113348
2024-12-05,88.02353414493801
2024-12-06,96.21176987935085
2024-12-07,70.62353320931074
2024-12-08,73.69412160971555
2024-12-09,82.90588681092999
2024-12-10,89.04706361173962
2024-12-11,94.16471094574764
2024-12-12,94.16471094574764
2024-12-13,94.16471094574764
2024-12-14,74.71765107651716
2024-12-15,75.74118054331876
2024-12-16,89.04706361173962
2024-12-17,93.14118147894604
2024-12-18,95.18824041254925
2024-12-19,102.35294668016049
2024-12-20,93.14118147894604
2024-12-21,75.74118054331876
2024-12-22,69.60000374250913
2024-12-23,71.64706267611234
2024-12-24,72.67059214291395
2024-12-25,74.71765107651716
2024-12-26,66.52941534210431
2024-12-27,69.60000374250913
2024-12-28,70.62353320931074
2024-12-29,69.60000374250913
2024-12-30,69.60000374250913
2024-12-31,72.67059214291395
2025-01-01,72.67059214291395
2025-01-02,69.60000374250913
2025-01-03,69.60000374250913
2025-01-04,72.67059214291395
2025-01-05,72.67059214291395
2025-01-06,73.69412160971555
2025-01-07,81.8823573441284
2025-01-08,83.92941627773159
2025-01-09,78.81176894372358
2025-01-10,85.9764752113348
2025-01-11,74.71765107651716
2025-01-12,72.67059214291395
2025-01-13,83.92941627773159
2025-01-14,84.9529457445332
2025-01-15,85.9764752113348
2025-01-16,89.04706361173962
2025-01-17,92.11765201214443
2025-01-18,71.64706267611234
2025-01-19,78.81176894372358
2025-01-20,75.74118054331876
2025-01-21,82.90588681092999
2025-01-22,85.9764752113348
2025-01-23,84.9529457445332
2025-01-24,88.02353414493801
2025-01-25,73.69412160971555
2025-01-26,72.67059214291395
2025-01-27,81.8823573441284
2025-01-28,84.9529457445332
2025-01-29,87.0000046781364
2025-01-30,89.04706361173962
2025-01-31,94.16471094574764
2025-02-01,72.67059214291395
2025-02-02,71.64706267611234
2025-02-03,85.9764752113348
2025-02-04,80.85882787732679
2025-02-05,88.02353414493801
2025-02-06,87.0000046781364
2025-02-07,94.16471094574764
2025-02-08,78.81176894372358
2025-02-09,77.78823947692197
2025-02-10,83.92941627773159
2025-02-11,87.0000046781364
2025-02-12,87.0000046781364
2025-02-13,91.09412254534283
2025-02-14,91.09412254534283
2025-02-15,75.74118054331876
2025-02-16,74.71765107651716
2025-02-17,79.83529841052518
2025-02-18,84.9529457445332
2025-02-19,82.90588681092999
2025-02-20,83.92941627773159
2025-02-21,90.07059307854122
2025-02-22,70.62353320931074
2025-02-23,74.71765107651716
2025-02-24,84.9529457445332
2025-02-25,83.92941627773159
2025-02-26,90.07059307854122
2025-02-27,87.0000046781364
2025-02-28,90.07059307854122
2025-03-01,74.71765107651716
2025-03-02,72.67059214291395
2025-03-03,80.85882787732679
2025-03-04,84.9529457445332
2025-03-05,89.04706361173962
2025-03-06,91.09412254534283
2025-03-07,90.07059307854122
2025-03-08,73.69412160971555
2025-03-09,72.67059214291395
2025-03-10,81.8823573441284
2025-03-11,80.85882787732679
2025-03-12,81.8823573441284
2025-03-13,83.92941627773159
2025-03-14,83.92941627773159
2025-03-15,70.62353320931074
2025-03-16,74.71765107651716
2025-03-17,78.81176894372358
2025-03-18,84.9529457445332
2025-03-19,84.9529457445332
2025-03-20,87.0000046781364
2025-03-21,85.9764752113348
2025-03-22,69.60000374250913
2025-03-23,71.64706267611234
2025-03-24,77.78823947692197
2025-03-25,82.90588681092999
2025-03-26,81.8823573441284
2025-03-27,79.83529841052518
2025-03-28,83.92941627773159
2025-03-29,68.57647427570753
2025-03-30,71.64706267611234
2025-03-31,81.8823573441284
2025-04-01,82.90588681092999
2025-04-02,77.78823947692197
2025-04-03,84.9529457445332
2025-04-04,82.90588681092999
2025-04-05,72.67059214291395
2025-04-06,71.64706267611234
2025-04-07,77.78823947692197
2025-04-08,82.90588681092999
2025-04-09,81.8823573441284
2025-04-10,87.0000046781364
2025-04-11,87.0000046781364
2025-04-12,68.57647427570753
2025-04-13,70.62353320931074
2025-04-14,76.76471001012037
2025-04-15,80.7857186296981
2025-04-16,82.97899605855868
2025-04-17,82.97899605855868
2025-04-18,74.79076032414585
2025-04-19,65.50588587530271
2025-04-20,69.89244073302388
2025-04-21,73.69412160971555
2025-04-22,79.68907991526781
2025-04-23,83.49076079195947
2025-04-24,83.49076079195947
2025-04-25,83.49076079195947
2025-04-26,67.69916330416329
2025-04-27,66.60252458973301
2025-04-28,83.49076079195947
2025-04-29,84.07563477298896
2025-04-30,77.49580248640723
2025-05-01,86.78067693525036
2025-05-02,87.87731564968064
2025-05-03,68.21092803756409
2025-05-04,69.89244073302388
2025-05-05,78.08067646743672
2025-05-06,84.58739950638977
2025-05-07,86.78067693525036
2025-05-08,90.07059307854124
2025-05-09,92.77563524080261
2025-05-10,68.79580201859358
2025-05-11,68.79580201859358
2025-05-12,86.78067693525036
2025-05-13,94.45714793626239
2025-05-14,86.26891220184956
2025-05-15,88.90084511648226
2025-05-16,90.07059307854124
2025-05-17,69.01512976147964
2025-05-18,74.86386957177453
2025-05-19,87.73109715442328
2025-05-20,87.73109715442328
2025-05-21,91.24034104060021
2025-05-22,84.22185326824635
2025-05-23,80.71260938206942
2025-05-24,70.18487772353862
2025-05-25,69.01512976147964
2025-05-26,72.52437364765657
2025-05-27,79.54286142001044
2025-05-28,83.05210530618737
2025-05-29,79.54286142001044
2025-05-30,81.8823573441284
2025-05-31,71.3546256855976
2025-06-01,71.3546256855976
2025-06-02,77.20336549589248
2025-06-03,79.54286142001044
2025-06-04,76.0336175338335
2025-06-05,80.71260938206942
2025-06-06,79.54286142001044
2025-06-07,67.84538179942066
2025-06-08,69.01512976147964
2025-06-09,76.0336175338335
2025-06-10,76.0336175338335
2025-06-11,76.0336175338335
2025-06-12,76.0336175338335
2025-06-13,73.69412160971555
2025-06-14,67.84538179942066
2025-06-15,69.01512976147964
2025-06-16,73.69412160971555
2025-06-17,72.52437364765657
2025-06-18,77.20336549589248
2025-06-19,66.67563383736169
2025-06-20,70.18487772353862
2025-06-21,66.67563383736169
2025-06-22,66.67563383736169
2025-06-23,71.3546256855976
2025-06-24,72.52437364765657
2025-06-25,70.18487772353862
2025-06-26,73.69412160971555
2025-06-27,74.86386957177453
2025-06-28,66.67563383736169
2025-06-29,66.67563383736169
2025-06-30,69.01512976147964
2025-07-01,65.50588587530271
2025-07-02,69.01512976147964
2025-07-03,70.18487772353862
2025-07-04,69.01512976147964
2025-07-05,69.01512976147964
2025-07-06,66.67563383736169
2025-07-07,70.18487772353862
2025-07-08,71.3546256855976
2025-07-09,69.01512976147964
2025-07-10,70.18487772353862
2025-07-11,71.3546256855976
2025-07-12,66.67563383736169
2025-07-13,70.18487772353862
2025-07-14,67.84538179942066
2025-07-15,73.69412160971555
2025-07-16,73.69412160971555
2025-07-17,90.07059307854124
2025-07-18,80.71260938206942
2025-07-19,100.59832473707202
2025-07-20,98.25882881295406
2025-07-21,93.57983696471817
2025-07-22,81.8823573441284
2025-07-23,81.8823573441284
2025-07-24,80.71260938206942
2025-07-25,84.22185326824635
2025-07-26,85.39160123030533
2025-07-27,85.39160123030533
2025-07-28,81.8823573441284
2025-07-29,99.42857677501304
2025-07-30,116.9747962058977
2025-07-31,111.12605639560282
2025-08-01,92.41008900265919
2025-08-02,69.01512976147964
2025-08-03,70.18487772353862
2025-08-04,74.86386957177453
2025-08-05,80.71260938206942
2025-08-06,81.8823573441284
2025-08-07,84.22185326824635
2025-08-08,84.22185326824635
2025-08-09,76.0336175338335
2025-08-10,80.71260938206942
2025-08-11,80.71260938206942
2025-08-12,79.54286142001044
2025-08-13,81.8823573441284
2025-08-14,86.5613491923643
2025-08-15,86.5613491923643
2025-08-16,73.69412160971555
2025-08-17,73.69412160971555
2025-08-18,83.05210530618737
2025-08-19,84.22185326824635
2025-08-20,86.5613491923643
2025-08-21,88.90084511648226
2025-08-22,90.07059307854124
2025-08-23,73.69412160971555
2025-08-24,77.20336549589248
2025-08-25,88.90084511648226
2025-08-26,91.24034104060021
2025-08-27,95.91933288883611
2025-08-28,95.91933288883611
2025-08-29,93.57983696471817
2025-08-30,77.20336549589248
2025-08-31,74.86386957177453
2025-09-01,72.52437364765657
2025-09-02,87.73109715442328
2025-09-03,92.41008900265919
2025-09-04,95.91933288883611
2025-09-05,102.93782066118997
2025-09-06,85.39160123030533
2025-09-07,86.5613491923643
2025-09-08,91.24034104060021
2025-09-09,93.57983696471817
2025-09-10,94.74958492677713
2025-09-11,97.08908085089509
2025-09-12,100.59832473707202
2025-09-13,80.71260938206942
2025-09-14,79.54286142001044
2025-09-15,87.73109715442328
2025-09-16,88.90084511648226
2025-09-17,94.74958492677713
2025-09-18,92.41008900265919
2025-09-19,99.42857677501304
2025-09-20,78.37311345795146
2025-09-21,84.22185326824635
2025-09-22,90.07059307854124
2025-09-23,94.74958492677713
2025-09-24,94.74958492677713
2025-09-25,94.74958492677713
2025-09-26,98.25882881295406
2025-09-27,78.37311345795146
2025-09-28,87.73109715442328
2025-09-29,91.24034104060021
2025-09-30,95.91933288883611
2025-10-01,91.24034104060021
2025-10-02,92.41008900265919
2025-10-03,101.768072699131
2025-10-04,79.54286142001044
2025-10-05,79.54286142001044
2025-10-06,88.90084511648226
2025-10-07,91.24034104060021
2025-10-08,95.91933288883611
2025-10-09,94.74958492677713
2025-10-10,90.07059307854124
2025-10-11,77.20336549589248
2025-10-12,74.86386957177453
2025-10-13,84.22185326824635
2025-10-14,90.07059307854124
2025-10-15,111.12605639560282
2025-10-16,104.10756862324895
2025-10-17,92.41008900265919
2025-10-18,74.86386957177453
2025-10-19,83.05210530618737
2025-10-20,88.90084511648226
2025-10-21,92.41008900265919
2025-10-22,95.91933288883611
2025-10-23,97.08908085089509
2025-10-24,93.57983696471817
2025-10-25,76.0336175338335
2025-10-26,78.37311345795146
2025-10-27,88.90084511648226
2025-10-28,91.24034104060021
2025-10-29,93.57983696471817
2025-10-30,95.91933288883611
2025-10-31,111.12605639560282
2025-11-01,95.91933288883611
2025-11-02,87.73109715442328
2025-11-03,98.25882881295406
2025-11-04,97.08908085089509
2025-11-05,98.25882881295406
2025-11-06,102.93782066118997
2025-11-07,106.4470645473669
2025-11-08,92.41008900265919
2025-11-09,85.39160123030533
2025-11-10,95.91933288883611
2025-11-11,100.59832473707202
2025-11-12,99.42857677501304
2025-11-13,104.10756862324895
2025-11-14,107.61681250942588
2025-11-15,91.24034104060021
2025-11-16,80.71260938206942
2025-11-17,91.24034104060021
2025-11-18,94.74958492677713
2025-11-19,98.25882881295406
2025-11-20,97.08908085089509
2025-11-21,98.25882881295406
2025-11-22,84.22185326824635
2025-11-23,78.37311345795146
2025-11-24,85.39160123030533
2025-11-25,88.90084511648226
2025-11-26,86.5613491923643
2025-11-27,81.8823573441284
2025-11-28,74.86386957177453
2025-11-29,77.20336549589248
2025-11-30,80.71260938206942
2025-12-01,90.07059307854124
2025-12-02,88.90084511648226
2025-12-03,99.42857677501304
2025-12-04,108.78656047148486
2025-12-05,101.768072699131
2025-12-06,87.73109715442328
2025-12-07,86.5613491923643
2025-12-08,93.57983696471817
2025-12-09,98.25882881295406
2025-12-10,102.93782066118997
2025-12-11,99.3602895629715
2025-12-12,102.53336868250183
2025-12-13,86.54361847765878
2025-12-14,83.95541333915796
2025-12-15,96.18721044344119
2025-12-16,101.94849470147234
2025-12-17,104.53669983997318
2025-12-18,105.12157382100267
2025-12-19,100.65439213222191
2025-12-20,82.07643678887804
2025-12-21,80.78233421962763
2025-12-22,81.36720820065712
2025-12-23,80.78233421962763
2025-12-24,79.4882316503772
2025-12-25,74.31182137337554
2025-12-26,74.31182137337554
2025-12-27,75.60592394262596
2025-12-28,75.60592394262596
2025-12-29,75.02104996159647
2025-12-30,73.72694739234605
2025-12-31,76.90002651187638
2026-01-01,77.6092551000973
2026-01-02,75.02104996159647
2026-01-03,74.31182137337554
2026-01-04,73.72694739234605
2026-01-05,78.19412908112679
2026-01-06,84.66464192737888
2026-01-07,82.66131076990753
2026-01-08,82.07643678887804
2026-01-09,93.59900530494036
2026-01-10,75.1782303514184
2026-01-11,75.1782303514184
2026-01-12,85.10743058651141
2026-01-13,87.94434493939512
2026-01-14,90.78125929227883
2026-01-15,92.1997164687207
2026-01-16,92.1997164687207
2026-01-17,78.01514470430212
2026-01-18,78.01514470430212
2026-01-19,75.1782303514184
2026-01-20,87.94434493939512
2026-01-21,96.45508799804625
2026-01-22,92.1997164687207
2026-01-23,93.61817364516254
2026-01-24,83.68897341006955
2026-01-25,89.36280211583697
2026-01-26,86.52588776295326
2026-01-27,87.94434493939512
2026-01-28,92.1997164687207
2026-01-29,93.61817364516254
2026-01-30,95.0366308216044
2026-01-31,79.43360188074398
2026-02-01,79.43360188074398
2026-02-02,83.68897341006955
2026-02-03,90.78125929227883
2026-02-04,90.78125929227883
2026-02-05,89.36280211583697
2026-02-06,92.1997164687207
2026-02-07,80.85205905718584
2026-02-08,87.94434493939512
2026-02-09,93.61817364516254
2026-02-10,86.52588776295326
2026-02-11,93.61817364516254
2026-02-12,89.36280211583697
2026-02-13,92.1997164687207
2026-02-14,75.1782303514184
2026-02-15,73.75977317497654
2026-02-16,78.01514470430212
2026-02-17,80.85205905718584
2026-02-18,141.84571764418567
2026-02-19,85.10743058651141
2026-02-20,90.78125929227883
2026-02-21,79.43360188074398
2026-02-22,73.75977317497654
2026-02-23,83.68897341006955
2026-02-24,86.52588776295326
2026-02-25,90.78125929227883
2026-02-26,90.78125929227883
2026-02-27,92.1997164687207
2026-02-28,75.1782303514184
2026-03-01,75.1782303514184
2026-03-02,89.36280211583697
2026-03-03,93.61817364516254
2026-03-04,95.0366308216044
2026-03-05,92.1997164687207
2026-03-06,93.61817364516254
2026-03-07,80.85205905718584
2026-03-08,76.59668752786027
2026-03-09,86.52588776295326
2026-03-10,87.94434493939512
2026-03-11,87.94434493939512
2026-03-12,90.78125929227883
2026-03-13,87.94434493939512
2026-03-14,76.59668752786027
2026-03-15,79.43360188074398
2026-03-16,83.68897341006955
2026-03-17,83.68897341006955
2026-03-18,80.85205905718584
2026-03-19,86.52588776295326
2026-03-20,86.52588776295326
2026-03-21,76.59668752786027
2026-03-22,75.1782303514184
2026-03-23,82.27051623362769
2026-03-24,83.68897341006955
2026-03-25,92.1997164687207
2026-03-26,85.10743058651141
2026-03-27,90.78125929227883
2026-03-28,76.59668752786027
2026-03-29,79.43360188074398
2026-03-30,82.27051623362769
2026-03-31,82.27051623362769
2026-04-01,86.52588776295326
2026-04-02,83.68897341006955
2026-04-03,75.1782303514184
2026-04-04,72.3413159985347
2026-04-05,73.75977317497654
2026-04-06,76.59668752786027
2026-04-07,80.85205905718584
2026-04-08,79.43360188074398
2026-04-09,80.85205905718584
2026-04-10,83.68897341006955
2026-04-11,72.3413159985347
2026-04-12,73.75977317497654
2026-04-13,82.27051623362769
2026-04-14,80.85205905718584
2026-04-15,80.85205905718584
2026-04-16,85.10743058651141
2026-04-17,92.1997164687207
2026-04-18,75.1782303514184
2026-04-19,78.01514470430212
2026-04-20,80.85205905718584
2026-04-21,83.68897341006955
2026-04-22,85.10743058651141
2026-04-23,83.68897341006955
2026-04-24,83.68897341006955
2026-04-25,69.50440164565099
2026-04-26,75.1782303514184
2026-04-27,80.85205905718584
2026-04-28,85.10743058651141
2026-04-29,83.68897341006955
2026-04-30,82.27051623362769
2026-05-01,80.85205905718584
2026-05-02,68.08594446920912
2026-05-03,73.75977317497654
2026-05-04,78.01514470430212
2026-05-05,76.59668752786027
2026-05-06,79.43360188074398
2026-05-07,82.27051623362769
2026-05-08,82.27051623362769
2026-05-09,72.3413159985347
2026-05-10,68.08594446920912
2026-05-11,78.01514470430212
2026-05-12,83.68897341006955
2026-05-13,85.10743058651141
2026-05-14,85.10743058651141
2026-05-15,80.85205905718584
2026-05-16,70.92285882209283
2026-05-17,70.92285882209283
2026-05-18,85.10743058651141
2026-05-19,82.27051623362769
2026-05-20,80.85205905718584
2026-05-21,80.85205905718584
2026-05-22,82.27051623362769
2026-05-23,69.50440164565099
2026-05-24,72.3413159985347
2026-05-25,70.92285882209283
2026-05-26,78.01514470430212
2026-05-27,75.1782303514184
2026-05-28,78.01514470430212
2026-05-29,82.27051623362769
2026-05-30,73.75977317497654
2026-05-31,70.92285882209283
