Time,monthly_gt
2021-12-26,43
2022-01-02,54
2022-01-09,58
2022-01-16,56
2022-01-23,64
2022-01-30,65
2022-02-06,68
2022-02-13,67
2022-02-20,78
2022-02-27,97
2022-03-06,77
2022-03-13,78
2022-03-20,77
2022-03-27,74
2022-04-03,76
2022-04-10,73
2022-04-17,71
2022-04-24,73
2022-05-01,71
2022-05-08,71
2022-05-15,68
2022-05-22,63
2022-05-29,59
2022-06-05,58
2022-06-12,54
2022-06-19,56
2022-06-26,56
2022-07-03,51
2022-07-10,54
2022-07-17,57
2022-07-24,54
2022-07-31,51
2022-08-07,61
2022-08-14,53
2022-08-21,58
2022-08-28,60
2022-09-04,64
2022-09-11,65
2022-09-18,67
2022-09-25,65
2022-10-02,68
2022-10-09,67
2022-10-16,69
2022-10-23,73
2022-10-30,71
2022-11-06,70
2022-11-13,74
2022-11-20,58
2022-11-27,71
2022-12-04,75
2022-12-11,71
2022-12-18,61
2022-12-25,52
2023-01-01,58
2023-01-08,74
2023-01-15,69
2023-01-22,71
2023-01-29,79
2023-02-05,75
2023-02-12,83
2023-02-19,73
2023-02-26,73
2023-03-05,70
2023-03-12,63
2023-03-19,94
2023-03-26,73
2023-04-02,65
2023-04-09,68
2023-04-16,73
2023-04-23,68
2023-04-30,68
2023-05-07,65
2023-05-14,63
2023-05-21,62
2023-05-28,55
2023-06-04,58
2023-06-11,56
2023-06-18,57
2023-06-25,57
2023-07-02,56
2023-07-09,54
2023-07-16,55
2023-07-23,56
2023-07-30,55
2023-08-06,57
2023-08-13,59
2023-08-20,61
2023-08-27,65
2023-09-03,64
2023-09-10,77
2023-09-17,75
2023-09-24,76
2023-10-01,71
2023-10-08,73
2023-10-15,75
2023-10-22,73
2023-10-29,76
2023-11-05,75
2023-11-12,79
2023-11-19,57
2023-11-26,72
2023-12-03,96
2023-12-10,76
2023-12-17,63
2023-12-24,52
2023-12-31,62
2024-01-07,71
2024-01-14,66
2024-01-21,77
2024-01-28,84
2024-02-04,83
2024-02-11,80
2024-02-18,75
2024-02-25,81
2024-03-03,79
2024-03-10,73
2024-03-17,81
2024-03-24,67
2024-03-31,69
2024-04-07,71
2024-04-14,74
2024-04-21,72
2024-04-28,74
2024-05-05,74
2024-05-12,68
2024-05-19,63
2024-05-26,65
2024-06-02,66
2024-06-09,59
2024-06-16,57
2024-06-23,60
2024-06-30,62
2024-07-07,59
2024-07-14,56
2024-07-21,60
2024-07-28,61
2024-08-04,60
2024-08-11,63
2024-08-18,68
2024-08-25,69
2024-09-01,68
2024-09-08,72
2024-09-15,78
2024-09-22,77
2024-09-29,75
2024-10-06,77
2024-10-13,77
2024-10-20,83
2024-10-27,85
2024-11-03,79
2024-11-10,77
2024-11-17,86
2024-11-24,62
2024-12-01,81
2024-12-08,87
2024-12-15,75
2024-12-22,58
2024-12-29,63
2025-01-05,73
2025-01-12,79
2025-01-19,90
2025-01-26,82
2025-02-02,88
2025-02-09,93
2025-02-16,86
2025-02-23,89
2025-03-02,93
2025-03-09,80
2025-03-16,82
2025-03-23,76
2025-03-30,79
2025-04-06,72
2025-04-13,69
2025-04-20,76
2025-04-27,73
2025-05-04,78
2025-05-11,74
2025-05-18,72
2025-05-25,69
2025-06-01,64
2025-06-08,66
2025-06-15,60
2025-06-22,62
2025-06-29,62
2025-07-06,64
2025-07-13,67
2025-07-20,74
2025-07-27,100
2025-08-03,72
2025-08-10,67
2025-08-17,70
2025-08-24,69
2025-08-31,74
2025-09-07,85
2025-09-14,84
2025-09-21,90
2025-09-28,80
2025-10-05,82
2025-10-12,84
2025-10-19,87
2025-10-26,82
2025-11-02,87
2025-11-09,86
2025-11-16,92
2025-11-23,70
2025-11-30,88
2025-12-07,86
2025-12-14,76
2025-12-21,64
2025-12-28,78
2026-01-04,89
2026-01-11,96
2026-01-18,91
2026-01-25,90
2026-02-01,96
2026-02-08,94
2026-02-15,91
2026-02-22,94
2026-03-01,85
2026-03-08,82
2026-03-15,81
2026-03-22,81
2026-03-29,85
2026-04-05,74
2026-04-12,83
2026-04-19,77
2026-04-26,80
2026-05-03,80
2026-05-10,75
2026-05-17,85
2026-05-24,86
2026-05-31,87
