Time,contribute
2024-09-29,42.847289270318065
2024-09-30,105.47025051155217
2024-10-01,100.52633251882315
2024-10-02,103.82227784730917
2024-10-03,98.87835985458015
2024-10-04,97.23038719033715
2024-10-05,37.90337127758906
2024-10-06,44.49526193456107
2024-10-07,105.47025051155217
2024-10-08,103.82227784730917
2024-10-09,97.23038719033715
2024-10-10,90.63849653336514
2024-10-11,82.39863321215013
2024-10-12,36.25539861334606
2024-10-13,44.49526193456107
2024-10-14,85.69457854063613
2024-10-15,102.17430518306617
2024-10-16,107.11822317579517
2024-10-17,107.11822317579517
2024-10-18,95.58241452609415
2024-10-19,41.199316606075065
2024-10-20,44.49526193456107
2024-10-21,113.71011383276718
2024-10-22,110.41416850428118
2024-10-23,112.06214116852418
2024-10-24,112.06214116852418
2024-10-25,100.52633251882315
2024-10-26,41.199316606075065
2024-10-27,47.79120726304708
2024-10-28,121.94997715398219
2024-10-29,115.35808649701018
2024-10-30,112.06214116852418
2024-10-31,107.11822317579517
2024-11-01,95.58241452609415
2024-11-02,42.847289270318065
2024-11-03,47.79120726304708
2024-11-04,118.65403182549619
2024-11-05,90.63849653336514
2024-11-06,90.63849653336514
2024-11-07,117.00605916125319
2024-11-08,110.41416850428118
2024-11-09,46.14323459880407
2024-11-10,51.08715259153308
2024-11-11,103.82227784730917
2024-11-12,126.8938951467112
2024-11-13,121.94997715398219
2024-11-14,121.94997715398219
2024-11-15,108.76619584003816
2024-11-16,42.847289270318065
2024-11-17,51.08715259153308
2024-11-18,123.59794981822519
2024-11-19,123.59794981822519
2024-11-20,123.59794981822519
2024-11-21,121.94997715398219
2024-11-22,105.47025051155217
2024-11-23,42.847289270318065
2024-11-24,42.847289270318065
2024-11-25,87.34255120487914
2024-11-26,74.15876989093512
2024-11-27,52.73512525577608
2024-11-28,28.015535292131045
2024-11-29,31.31148062061705
2024-11-30,32.959453284860054
2024-12-01,42.847289270318065
2024-12-02,112.06214116852418
2024-12-03,123.59794981822519
2024-12-04,117.00605916125319
2024-12-05,113.71011383276718
2024-12-06,113.71011383276718
2024-12-07,47.79120726304708
2024-12-08,49.43917992729008
2024-12-09,120.30200448973919
2024-12-10,123.59794981822519
2024-12-11,112.06214116852418
2024-12-12,118.65403182549619
2024-12-13,107.11822317579517
2024-12-14,44.49526193456107
2024-12-15,39.55134394183206
2024-12-16,112.06214116852418
2024-12-17,103.82227784730917
2024-12-18,102.17430518306617
2024-12-19,85.69457854063613
2024-12-20,62.6229612412341
2024-12-21,29.663507956374048
2024-12-22,28.015535292131045
2024-12-23,36.25539861334606
2024-12-24,31.31148062061705
2024-12-25,24.71958996364504
2024-12-26,37.90337127758906
2024-12-27,44.49526193456107
2024-12-28,32.959453284860054
2024-12-29,32.959453284860054
2024-12-30,52.73512525577608
2024-12-31,49.43917992729008
2025-01-01,34.60742594910305
2025-01-02,56.03107058426209
2025-01-03,56.03107058426209
2025-01-04,36.25539861334606
2025-01-05,37.90337127758906
2025-01-06,70.8628245624491
2025-01-07,80.75066054790713
2025-01-08,90.63849653336514
2025-01-09,93.93444186185114
2025-01-10,85.69457854063613
2025-01-11,41.199316606075065
2025-01-12,42.847289270318065
2025-01-13,102.17430518306617
2025-01-14,108.76619584003816
2025-01-15,113.71011383276718
2025-01-16,117.00605916125319
2025-01-17,105.47025051155217
2025-01-18,41.199316606075065
2025-01-19,41.199316606075065
2025-01-20,52.73512525577608
2025-01-21,93.93444186185114
2025-01-22,108.76619584003816
2025-01-23,118.65403182549619
2025-01-24,113.71011383276718
2025-01-25,52.73512525577608
2025-01-26,57.67904324850509
2025-01-27,117.00605916125319
2025-01-28,125.2459224824682
2025-01-29,138.4297037964122
2025-01-30,125.2459224824682
2025-01-31,117.00605916125319
2025-02-01,60.974988576991095
2025-02-02,64.27093390547711
2025-02-03,128.54186781095422
2025-02-04,131.83781313944021
2025-02-05,135.1337584679262
2025-02-06,131.83781313944021
2025-02-07,140.07767646065523
2025-02-08,72.51079722669212
2025-02-09,74.15876989093512
2025-02-10,121.94997715398219
2025-02-11,131.83781313944021
2025-02-12,141.7256491248982
2025-02-13,153.26145777459925
2025-02-14,131.83781313944021
2025-02-15,105.47025051155217
2025-02-16,102.17430518306617
2025-02-17,130.1898404751972
2025-02-18,164.79726642430026
2025-02-19,140.07767646065523
2025-02-20,140.07767646065523
2025-02-21,154.90943043884224
2025-02-22,107.11822317579517
2025-02-23,107.11822317579517
2025-02-24,158.20537576732823
2025-02-25,151.61348511035624
2025-02-26,145.02159445338424
2025-02-27,151.61348511035624
2025-02-28,146.66956711762722
2025-03-01,62.6229612412341
2025-03-02,74.15876989093512
2025-03-03,131.83781313944021
2025-03-04,131.83781313944021
2025-03-05,133.4857858036832
2025-03-06,141.7256491248982
2025-03-07,113.71011383276718
2025-03-08,62.6229612412341
2025-03-09,60.974988576991095
2025-03-10,125.2459224824682
2025-03-11,120.30200448973919
2025-03-12,123.59794981822519
2025-03-13,121.94997715398219
2025-03-14,107.11822317579517
2025-03-15,54.38309792001908
2025-03-16,60.974988576991095
2025-03-17,120.30200448973919
2025-03-18,118.65403182549619
2025-03-19,120.30200448973919
2025-03-20,117.00605916125319
2025-03-21,102.17430518306617
2025-03-22,54.38309792001908
2025-03-23,59.327015912748095
2025-03-24,121.94997715398219
2025-03-25,117.00605916125319
2025-03-26,121.94997715398219
2025-03-27,118.65403182549619
2025-03-28,112.06214116852418
2025-03-29,59.327015912748095
2025-03-30,67.5668792339631
2025-03-31,123.59794981822519
2025-04-01,125.2459224824682
2025-04-02,117.00605916125319
2025-04-03,125.2459224824682
2025-04-04,112.06214116852418
2025-04-05,52.73512525577608
2025-04-06,59.327015912748095
2025-04-07,126.8938951467112
2025-04-08,120.30200448973919
2025-04-09,118.65403182549619
2025-04-10,118.65403182549619
2025-04-11,115.35808649701018
2025-04-12,56.03107058426209
2025-04-13,62.6229612412341
2025-04-14,125.2459224824682
2025-04-15,128.6095927149642
2025-04-16,110.53833082829948
2025-04-17,93.93444186185114
2025-04-18,54.213785659994116
2025-04-19,36.142523773329415
2025-04-20,40.54464253397853
2025-04-21,90.9996960214184
2025-04-22,97.51257429037875
2025-04-23,98.97994721059513
2025-04-24,112.00570374851586
2025-04-25,96.04520137016239
2025-04-26,42.655402042289765
2025-04-27,52.746412739777746
2025-04-28,117.05120909725984
2025-04-29,119.98595493769258
2025-04-30,109.0709579080831
2025-05-01,109.89494424020461
2025-05-02,95.40181478206752
2025-05-03,44.12277496250614
2025-05-04,54.213785659994116
2025-05-05,107.60358498786672
2025-05-06,102.55807963912275
2025-05-07,102.55807963912275
2025-05-08,101.91469305102788
2025-05-09,93.93444186185114
2025-05-10,38.253283281640655
2025-05-11,37.60989669354578
2025-05-12,95.40181478206752
2025-05-13,101.09070671890638
2025-05-14,92.6476686856614
2025-05-15,92.6476686856614
2025-05-16,82.35348327614346
2025-05-17,38.60319528569225
2025-05-18,39.88996846188199
2025-05-19,81.06671009995372
2025-05-20,81.06671009995372
2025-05-21,78.49316374757424
2025-05-22,74.63284421900501
2025-05-23,57.90479292853837
2025-05-24,33.45610258093328
2025-05-25,36.029648933312764
2025-05-26,36.029648933312764
2025-05-27,61.7651124571076
2025-05-28,63.05188563329734
2025-05-29,61.7651124571076
2025-05-30,52.75770022377941
2025-05-31,36.029648933312764
2025-06-01,34.742875757123024
2025-06-02,57.90479292853837
2025-06-03,60.47833928091786
2025-06-04,57.90479292853837
2025-06-05,56.61801975234863
2025-06-06,52.75770022377941
2025-06-07,36.029648933312764
2025-06-08,37.316422109502504
2025-06-09,54.04447339996915
2025-06-10,56.61801975234863
2025-06-11,54.04447339996915
2025-06-12,50.18415387139992
2025-06-13,46.3238343428307
2025-06-14,33.45610258093328
2025-06-15,37.316422109502504
2025-06-16,50.18415387139992
2025-06-17,51.47092704758967
2025-06-18,41.17674163807173
2025-06-19,38.60319528569225
2025-06-20,36.029648933312764
2025-06-21,29.59578305236406
2025-06-22,33.45610258093328
2025-06-23,38.60319528569225
2025-06-24,46.3238343428307
2025-06-25,43.75028799045121
2025-06-26,41.17674163807173
2025-06-27,45.03706116664096
2025-06-28,32.16932940474354
2025-06-29,32.16932940474354
2025-06-30,47.61060751902044
2025-07-01,42.46351481426147
2025-07-02,43.75028799045121
2025-07-03,39.88996846188199
2025-07-04,33.45610258093328
2025-07-05,32.16932940474354
2025-07-06,39.88996846188199
2025-07-07,50.18415387139992
2025-07-08,47.61060751902044
2025-07-09,47.61060751902044
2025-07-10,52.75770022377941
2025-07-11,43.75028799045121
2025-07-12,33.45610258093328
2025-07-13,34.742875757123024
2025-07-14,43.75028799045121
2025-07-15,50.18415387139992
2025-07-16,50.18415387139992
2025-07-17,50.18415387139992
2025-07-18,42.46351481426147
2025-07-19,36.029648933312764
2025-07-20,39.88996846188199
2025-07-21,46.3238343428307
2025-07-22,48.89738069521018
2025-07-23,43.75028799045121
2025-07-24,47.61060751902044
2025-07-25,46.3238343428307
2025-07-26,33.45610258093328
2025-07-27,37.316422109502504
2025-07-28,47.61060751902044
2025-07-29,45.03706116664096
2025-07-30,48.89738069521018
2025-07-31,47.61060751902044
2025-08-01,42.46351481426147
2025-08-02,33.45610258093328
2025-08-03,33.45610258093328
2025-08-04,43.75028799045121
2025-08-05,43.75028799045121
2025-08-06,43.75028799045121
2025-08-07,46.3238343428307
2025-08-08,45.03706116664096
2025-08-09,33.45610258093328
2025-08-10,34.742875757123024
2025-08-11,50.18415387139992
2025-08-12,51.47092704758967
2025-08-13,54.04447339996915
2025-08-14,55.33124657615889
2025-08-15,52.75770022377941
2025-08-16,30.8825562285538
2025-08-17,33.45610258093328
2025-08-18,60.47833928091786
2025-08-19,63.05188563329734
2025-08-20,73.34607104281527
2025-08-21,68.1989783380563
2025-08-22,66.91220516186657
2025-08-23,34.742875757123024
2025-08-24,38.60319528569225
2025-08-25,73.34607104281527
2025-08-26,74.63284421900501
2025-08-27,79.77993692376398
2025-08-28,78.49316374757424
2025-08-29,73.34607104281527
2025-08-30,36.029648933312764
2025-08-31,33.45610258093328
2025-09-01,43.75028799045121
2025-09-02,84.92702962852294
2025-09-03,93.93444186185114
2025-09-04,88.78734915709217
2025-09-05,91.36089550947166
2025-09-06,41.17674163807173
2025-09-07,42.46351481426147
2025-09-08,95.22121503804088
2025-09-09,99.0815345666101
2025-09-10,90.07412233328192
2025-09-11,95.22121503804088
2025-09-12,91.36089550947166
2025-09-13,41.17674163807173
2025-09-14,42.46351481426147
2025-09-15,102.94185409517934
2025-09-16,106.80217362374856
2025-09-17,100.36830774279984
2025-09-18,108.0889467999383
2025-09-19,99.0815345666101
2025-09-20,46.3238343428307
2025-09-21,50.18415387139992
2025-09-22,108.0889467999383
2025-09-23,101.65508091898958
2025-09-24,102.94185409517934
2025-09-25,104.22862727136908
2025-09-26,91.36089550947166
2025-09-27,45.03706116664096
2025-09-28,54.04447339996915
2025-09-29,106.80217362374856
2025-09-30,111.94926632850752
2025-10-01,109.37571997612804
2025-10-02,102.94185409517934
2025-10-03,96.50798821423062
2025-10-04,41.17674163807173
2025-10-05,46.3238343428307
2025-10-06,104.22862727136908
2025-10-07,100.36830774279984
2025-10-08,111.94926632850752
2025-10-09,104.22862727136908
2025-10-10,82.35348327614346
2025-10-11,37.316422109502504
2025-10-12,43.75028799045121
2025-10-13,84.92702962852294
2025-10-14,101.65508091898958
2025-10-15,101.65508091898958
2025-10-16,105.51540044755882
2025-10-17,88.78734915709217
2025-10-18,39.88996846188199
2025-10-19,46.3238343428307
2025-10-20,96.50798821423062
2025-10-21,113.23603950469726
2025-10-22,110.66249315231778
2025-10-23,109.37571997612804
2025-10-24,101.65508091898958
2025-10-25,42.46351481426147
2025-10-26,48.89738069521018
2025-10-27,115.80958585707674
2025-10-28,118.38313220945624
2025-10-29,111.94926632850752
2025-10-30,115.80958585707674
2025-10-31,96.50798821423062
2025-11-01,46.3238343428307
2025-11-02,52.75770022377941
2025-11-03,117.0963590332665
2025-11-04,108.0889467999383
2025-11-05,118.38313220945624
2025-11-06,119.66990538564598
2025-11-07,109.37571997612804
2025-11-08,46.3238343428307
2025-11-09,54.04447339996915
2025-11-10,114.522812680887
2025-11-11,93.93444186185114
2025-11-12,115.80958585707674
2025-11-13,120.95667856183572
2025-11-14,111.94926632850752
2025-11-15,51.47092704758967
2025-11-16,54.04447339996915
2025-11-17,118.38313220945624
2025-11-18,111.94926632850752
2025-11-19,111.94926632850752
2025-11-20,111.94926632850752
2025-11-21,97.79476139042036
2025-11-22,42.46351481426147
2025-11-23,41.17674163807173
2025-11-24,78.49316374757424
2025-11-25,74.63284421900501
2025-11-26,47.61060751902044
2025-11-27,32.16932940474354
2025-11-28,34.742875757123024
2025-11-29,38.60319528569225
2025-11-30,43.75028799045121
2025-12-01,105.51540044755882
2025-12-02,113.23603950469726
2025-12-03,115.80958585707674
2025-12-04,119.66990538564598
2025-12-05,106.80217362374856
2025-12-06,52.75770022377941
2025-12-07,50.18415387139992
2025-12-08,115.80958585707674
2025-12-09,110.66249315231778
2025-12-10,117.0963590332665
2025-12-11,109.20541176163235
2025-12-12,101.27661822011025
2025-12-13,45.30198505585649
2025-12-14,40.2873542957053
2025-12-15,101.27661822011025
2025-12-16,94.80490606927361
2025-12-17,97.7190688506445
2025-12-18,87.68980733034209
2025-12-19,60.34587733631009
2025-12-20,33.00194734227808
2025-12-21,35.27272353555409
2025-12-22,51.773697206693136
2025-12-23,48.85953442532225
2025-12-24,37.37319151433441
2025-12-25,27.34392999403201
2025-12-26,38.830272905019854
2025-12-27,35.91611012364896
2025-12-28,37.37319151433441
2025-12-29,55.33124657615889
2025-12-30,60.34587733631009
2025-12-31,58.24540935752977
2026-01-01,42.38782227448561
2026-01-02,56.788327966844335
2026-01-03,39.473659493114724
2026-01-04,40.2873542957053
2026-01-05,69.73175226851762
2026-01-06,91.24735669980785
2026-01-07,99.17615024132994
2026-01-08,94.80490606927361
2026-01-09,96.01598670568748
2026-01-10,45.56690894507203
2026-01-11,43.939519339890886
2026-01-12,96.01598670568748
2026-01-13,107.40771394195549
2026-01-14,102.52554512641206
2026-01-15,102.52554512641206
2026-01-16,92.7612074953252
2026-01-17,48.821688155434316
2026-01-18,40.6847401295286
2026-01-19,53.703856970977746
2026-01-20,97.64337631086863
2026-01-21,102.52554512641206
2026-01-22,100.89815552123092
2026-01-23,92.7612074953252
2026-01-24,45.56690894507203
2026-01-25,50.44907776061546
2026-01-26,84.62425946941948
2026-01-27,91.13381789014406
2026-01-28,109.03510354713664
2026-01-29,105.78032433677436
2026-01-30,110.66249315231778
2026-01-31,74.85992183833261
2026-02-01,109.03510354713664
2026-02-02,138.32811644039722
2026-02-03,131.81855801967265
2026-02-04,154.60201249220867
2026-02-05,162.7389605181144
2026-02-06,146.46506446630295
2026-02-07,69.97775302278919
2026-02-08,65.09558420724575
2026-02-09,105.78032433677436
2026-02-10,113.91727236268007
2026-02-11,115.54466196786122
2026-02-12,112.28988275749893
2026-02-13,104.1529347315932
2026-02-14,56.95863618134003
2026-02-15,60.21341539170232
2026-02-16,79.74209065387605
2026-02-17,105.78032433677436
2026-02-18,109.03510354713664
2026-02-19,115.54466196786122
2026-02-20,102.52554512641206
2026-02-21,60.21341539170232
2026-02-22,58.586025786521176
2026-02-23,113.91727236268007
2026-02-24,117.17205157304235
2026-02-25,118.7994411782235
2026-02-26,123.68160999376693
2026-02-27,139.95550604557837
2026-02-28,56.95863618134003
2026-03-01,55.33124657615889
2026-03-02,117.17205157304235
2026-03-03,113.91727236268007
2026-03-04,113.91727236268007
2026-03-05,120.42683078340464
2026-03-06,110.66249315231778
2026-03-07,53.703856970977746
2026-03-08,55.33124657615889
2026-03-09,110.66249315231778
2026-03-10,105.78032433677436
2026-03-11,104.1529347315932
2026-03-12,96.01598670568748
2026-03-13,91.13381789014406
2026-03-14,45.56690894507203
2026-03-15,52.0764673657966
2026-03-16,87.87903867978177
2026-03-17,97.64337631086863
2026-03-18,94.38859710050635
2026-03-19,92.7612074953252
2026-03-20,79.74209065387605
2026-03-21,47.19429855025317
2026-03-22,52.0764673657966
2026-03-23,100.89815552123092
2026-03-24,99.27076591604977
2026-03-25,107.40771394195549
2026-03-26,100.89815552123092
2026-03-27,94.38859710050635
2026-03-28,47.19429855025317
2026-03-29,53.703856970977746
2026-03-30,97.64337631086863
2026-03-31,99.27076591604977
2026-04-01,100.89815552123092
2026-04-02,96.01598670568748
2026-04-03,61.84080499688346
2026-04-04,42.31212973470974
2026-04-05,50.44907776061546
2026-04-06,94.38859710050635
2026-04-07,96.01598670568748
2026-04-08,100.89815552123092
2026-04-09,102.52554512641206
2026-04-10,97.64337631086863
2026-04-11,55.33124657615889
2026-04-12,65.09558420724575
2026-04-13,120.42683078340464
2026-04-14,123.68160999376693
2026-04-15,122.05422038858579
2026-04-16,109.03510354713664
2026-04-17,94.38859710050635
2026-04-18,52.0764673657966
2026-04-19,55.33124657615889
2026-04-20,110.66249315231778
2026-04-21,109.03510354713664
2026-04-22,110.66249315231778
2026-04-23,109.03510354713664
2026-04-24,104.1529347315932
2026-04-25,63.46819460206461
2026-04-26,60.21341539170232
2026-04-27,100.89815552123092
2026-04-28,102.52554512641206
2026-04-29,104.1529347315932
2026-04-30,110.66249315231778
2026-05-01,89.50642828496291
2026-05-02,55.33124657615889
2026-05-03,53.703856970977746
2026-05-04,97.64337631086863
2026-05-05,97.64337631086863
2026-05-06,107.40771394195549
2026-05-07,94.38859710050635
2026-05-08,87.87903867978177
2026-05-09,63.46819460206461
2026-05-10,65.09558420724575
2026-05-11,107.40771394195549
2026-05-12,97.64337631086863
2026-05-13,87.87903867978177
2026-05-14,84.62425946941948
2026-05-15,76.48731144351376
2026-05-16,40.6847401295286
2026-05-17,40.6847401295286
2026-05-18,79.74209065387605
2026-05-19,73.23253223315147
2026-05-20,73.23253223315147
2026-05-21,69.97775302278919
2026-05-22,60.21341539170232
2026-05-23,39.057350524347456
2026-05-24,39.057350524347456
2026-05-25,40.6847401295286
2026-05-26,65.09558420724575
2026-05-27,66.7229738124269
2026-05-28,66.7229738124269
2026-05-29,61.84080499688346
2026-05-30,45.56690894507203
2026-05-31,52.0764673657966
