Time,richness
2022-01-01,20.0
2022-01-02,0.0
2022-01-03,0.0
2022-01-04,0.0
2022-01-05,0.0
2022-01-06,0.0
2022-01-07,0.0
2022-01-08,0.0
2022-01-09,0.0
2022-01-10,0.0
2022-01-11,0.0
2022-01-12,21.0
2022-01-13,0.0
2022-01-14,0.0
2022-01-15,0.0
2022-01-16,22.0
2022-01-17,0.0
2022-01-18,0.0
2022-01-19,18.0
2022-01-20,22.0
2022-01-21,22.0
2022-01-22,0.0
2022-01-23,30.0
2022-01-24,53.0
2022-01-25,30.0
2022-01-26,19.0
2022-01-27,22.0
2022-01-28,0.0
2022-01-29,0.0
2022-01-30,0.0
2022-01-31,27.0
2022-02-01,29.0
2022-02-02,22.0
2022-02-03,0.0
2022-02-04,25.0
2022-02-05,0.0
2022-02-06,20.0
2022-02-07,32.0
2022-02-08,42.0
2022-02-09,27.0
2022-02-10,0.0
2022-02-11,32.0
2022-02-12,25.0
2022-02-13,20.0
2022-02-14,28.0
2022-02-15,37.0
2022-02-16,37.0
2022-02-17,46.0
2022-02-18,37.0
2022-02-19,28.0
2022-02-20,22.0
2022-02-21,34.0
2022-02-22,27.0
2022-02-23,20.0
2022-02-24,30.0
2022-02-25,37.0
2022-02-26,24.0
2022-02-27,23.0
2022-02-28,42.0
2022-03-01,36.0
2022-03-02,24.0
2022-03-03,30.0
2022-03-04,25.0
2022-03-05,28.0
2022-03-06,0.0
2022-03-07,47.0
2022-03-08,18.0
2022-03-09,36.0
2022-03-10,19.0
2022-03-11,27.0
2022-03-12,29.0
2022-03-13,20.0
2022-03-14,49.0
2022-03-15,30.0
2022-03-16,37.0
2022-03-17,27.0
2022-03-18,20.0
2022-03-19,16.0
2022-03-20,22.0
2022-03-21,30.0
2022-03-22,28.0
2022-03-23,29.0
2022-03-24,34.0
2022-03-25,24.0
2022-03-26,22.0
2022-03-27,24.0
2022-03-28,45.0
2022-03-29,42.0
2022-03-30,45.0
2022-03-31,48.0
2022-04-01,45.0
2022-04-02,24.0
2022-04-03,21.0
2022-04-04,60.0
2022-04-05,41.0
2022-04-06,54.0
2022-04-07,53.0
2022-04-08,29.0
2022-04-09,27.0
2022-04-10,27.0
2022-04-11,59.0
2022-04-12,43.0
2022-04-13,41.0
2022-04-14,43.0
2022-04-15,38.0
2022-04-16,18.0
2022-04-17,24.0
2022-04-18,63.0
2022-04-19,63.0
2022-04-20,68.0
2022-04-21,79.0
2022-04-22,66.0
2022-04-23,30.0
2022-04-24,56.0
2022-04-25,89.0
2022-04-26,100.0
2022-04-27,65.0
2022-04-28,62.0
2022-04-29,57.0
2022-04-30,34.0
2022-05-01,42.0
2022-05-02,74.0
2022-05-03,64.0
2022-05-04,49.0
2022-05-05,51.0
2022-05-06,34.0
2022-05-07,36.0
2022-05-08,28.0
2022-05-09,37.0
2022-05-10,42.0
2022-05-11,42.0
2022-05-12,39.0
2022-05-13,32.0
2022-05-14,0.0
2022-05-15,22.0
2022-05-16,29.0
2022-05-17,29.0
2022-05-18,34.0
2022-05-19,19.0
2022-05-20,22.0
2022-05-21,0.0
2022-05-22,17.0
2022-05-23,21.0
2022-05-24,28.0
2022-05-25,22.0
2022-05-26,16.0
2022-05-27,22.0
2022-05-28,0.0
2022-05-29,0.0
2022-05-30,0.0
2022-05-31,0.0
2022-06-01,16.0
2022-06-02,26.0
2022-06-03,22.0
2022-06-04,0.0
2022-06-05,19.0
2022-06-06,19.0
2022-06-07,22.0
2022-06-08,19.0
2022-06-09,22.0
2022-06-10,0.0
2022-06-11,0.0
2022-06-12,0.0
2022-06-13,15.0
2022-06-14,22.0
2022-06-15,0.0
2022-06-16,25.0
2022-06-17,0.0
2022-06-18,0.0
2022-06-19,0.0
2022-06-20,21.0
2022-06-21,27.0
2022-06-22,0.0
2022-06-23,0.0
2022-06-24,18.0
2022-06-25,0.0
2022-06-26,0.0
2022-06-27,0.0
2022-06-28,0.0
2022-06-29,0.0
2022-06-30,25.0
2022-07-01,16.0
2022-07-02,0.0
2022-07-03,0.0
2022-07-04,0.0
2022-07-05,0.0
2022-07-06,0.0
2022-07-07,0.0
2022-07-08,0.0
2022-07-09,0.0
2022-07-10,28.0
2022-07-11,16.0
2022-07-12,0.0
2022-07-13,0.0
2022-07-14,0.0
2022-07-15,0.0
2022-07-16,0.0
2022-07-17,18.0
2022-07-18,0.0
2022-07-19,0.0
2022-07-20,18.0
2022-07-21,17.0
2022-07-22,0.0
2022-07-23,18.0
2022-07-24,0.0
2022-07-25,0.0
2022-07-26,19.0
2022-07-27,18.0
2022-07-28,23.0
2022-07-29,17.0
2022-07-30,0.0
2022-07-31,18.0
2022-08-01,18.0
2022-08-02,0.0
2022-08-03,25.0
2022-08-04,22.0
2022-08-05,18.0
2022-08-06,0.0
2022-08-07,0.0
2022-08-08,0.0
2022-08-09,0.0
2022-08-10,0.0
2022-08-11,19.0
2022-08-12,0.0
2022-08-13,0.0
2022-08-14,0.0
2022-08-15,0.0
2022-08-16,15.0
2022-08-17,0.0
2022-08-18,16.0
2022-08-19,0.0
2022-08-20,0.0
2022-08-21,0.0
2022-08-22,20.0
2022-08-23,20.0
2022-08-24,20.0
2022-08-25,20.0
2022-08-26,16.0
2022-08-27,23.0
2022-08-28,0.0
2022-08-29,17.96551724137931
2022-08-30,26.0
2022-08-31,26.948275862068968
2022-09-01,29.793103448275865
2022-09-02,16.06896551724138
2022-09-03,0.0
2022-09-04,0.0
2022-09-05,27.89655172413793
2022-09-06,22.20689655172414
2022-09-07,30.241379310344826
2022-09-08,37.827586206896555
2022-09-09,31.189655172413794
2022-09-10,20.810344827586206
2022-09-11,23.155172413793103
2022-09-12,52.0
2022-09-13,41.12068965517241
2022-09-14,43.01724137931035
2022-09-15,47.758620689655174
2022-09-16,52.94827586206897
2022-09-17,25.051724137931036
2022-09-18,23.655172413793103
2022-09-19,56.741379310344826
2022-09-20,54.3448275862069
2022-09-21,63.827586206896555
2022-09-22,68.06896551724138
2022-09-23,56.241379310344826
2022-09-24,0.0
2022-09-25,30.241379310344826
2022-09-26,65.72413793103448
2022-09-27,65.44827586206897
2022-09-28,60.96551724137931
2022-09-29,71.72413793103448
2022-09-30,46.62068965517241
2022-10-01,20.620689655172413
2022-10-02,36.758620689655174
2022-10-03,75.3103448275862
2022-10-04,83.37931034482759
2022-10-05,53.793103448275865
2022-10-06,74.41379310344827
2022-10-07,63.6551724137931
2022-10-08,33.17241379310345
2022-10-09,36.758620689655174
2022-10-10,61.862068965517246
2022-10-11,65.44827586206897
2022-10-12,65.44827586206897
2022-10-13,89.65517241379311
2022-10-14,48.41379310344828
2022-10-15,21.517241379310345
2022-10-16,36.758620689655174
2022-10-17,58.275862068965516
2022-10-18,70.82758620689656
2022-10-19,53.793103448275865
2022-10-20,61.862068965517246
2022-10-21,51.10344827586207
2022-10-22,27.79310344827586
2022-10-23,33.17241379310345
2022-10-24,52.0
2022-10-25,60.06896551724138
2022-10-26,69.93103448275862
2022-10-27,51.10344827586207
2022-10-28,47.51724137931035
2022-10-29,0.0
2022-10-30,28.689655172413794
2022-10-31,58.275862068965516
2022-11-01,60.06896551724138
2022-11-02,61.862068965517246
2022-11-03,57.37931034482759
2022-11-04,44.827586206896555
2022-11-05,16.137931034482758
2022-11-06,28.689655172413794
2022-11-07,69.93103448275862
2022-11-08,51.10344827586207
2022-11-09,48.41379310344828
2022-11-10,60.06896551724138
2022-11-11,35.86206896551724
2022-11-12,0.0
2022-11-13,35.86206896551724
2022-11-14,58.275862068965516
2022-11-15,69.0344827586207
2022-11-16,51.10344827586207
2022-11-17,61.862068965517246
2022-11-18,51.10344827586207
2022-11-19,18.82758620689655
2022-11-20,23.310344827586206
2022-11-21,52.0
2022-11-22,40.3448275862069
2022-11-23,16.137931034482758
2022-11-24,17.93103448275862
2022-11-25,0.0
2022-11-26,0.0
2022-11-27,26.0
2022-11-28,54.689655172413794
2022-11-29,42.13793103448276
2022-11-30,57.37931034482759
2022-12-01,49.310344827586206
2022-12-02,56.48275862068966
2022-12-03,29.586206896551726
2022-12-04,31.379310344827587
2022-12-05,80.6896551724138
2022-12-06,52.0
2022-12-07,69.93103448275862
2022-12-08,61.862068965517246
2022-12-09,45.724137931034484
2022-12-10,27.79310344827586
2022-12-11,37.6551724137931
2022-12-12,70.82758620689656
2022-12-13,51.10344827586207
2022-12-14,64.55172413793103
2022-12-15,56.48275862068966
2022-12-16,49.310344827586206
2022-12-17,17.03448275862069
2022-12-18,0.0
2022-12-19,24.20689655172414
2022-12-20,26.896551724137932
2022-12-21,0.0
2022-12-22,0.0
2022-12-23,0.0
2022-12-24,0.0
2022-12-25,0.0
2022-12-26,0.0
2022-12-27,0.0
2022-12-28,0.0
2022-12-29,0.0
2022-12-30,0.0
2022-12-31,0.0
2023-01-01,0.0
2023-01-02,0.0
2023-01-03,0.0
2023-01-04,17.93103448275862
2023-01-05,16.137931034482758
2023-01-06,15.241379310344827
2023-01-07,0.0
2023-01-08,0.0
2023-01-09,19.724137931034484
2023-01-10,32.275862068965516
2023-01-11,28.689655172413794
2023-01-12,17.03448275862069
2023-01-13,16.137931034482758
2023-01-14,0.0
2023-01-15,17.03448275862069
2023-01-16,0.0
2023-01-17,32.275862068965516
2023-01-18,0.0
2023-01-19,24.20689655172414
2023-01-20,34.96551724137931
2023-01-21,0.0
2023-01-22,17.93103448275862
2023-01-23,35.86206896551724
2023-01-24,42.13793103448276
2023-01-25,33.17241379310345
2023-01-26,39.44827586206897
2023-01-27,35.86206896551724
2023-01-28,26.896551724137932
2023-01-29,0.0
2023-01-30,34.06896551724138
2023-01-31,24.20689655172414
2023-02-01,40.3448275862069
2023-02-02,28.689655172413794
2023-02-03,34.96551724137931
2023-02-04,0.0
2023-02-05,28.689655172413794
2023-02-06,32.275862068965516
2023-02-07,36.758620689655174
2023-02-08,29.586206896551726
2023-02-09,34.96551724137931
2023-02-10,43.93103448275862
2023-02-11,0.0
2023-02-12,0.0
2023-02-13,31.379310344827587
