Time,profitable
2022-12-15,63.48235294117647
2022-12-16,61.811764705882354
2022-12-17,60.976470588235294
2022-12-18,60.976470588235294
2022-12-19,60.141176470588235
2022-12-20,60.141176470588235
2022-12-21,61.811764705882354
2022-12-22,55.964705882352945
2022-12-23,50.95294117647059
2022-12-24,45.10588235294118
2022-12-25,53.45882352941177
2022-12-26,56.800000000000004
2022-12-27,70.16470588235295
2022-12-28,66.82352941176471
2022-12-29,65.98823529411764
2022-12-30,52.62352941176471
2022-12-31,55.129411764705885
2023-01-01,57.635294117647064
2023-01-02,73.50588235294119
2023-01-03,71.0
2023-01-04,72.67058823529412
2023-01-05,67.65882352941176
2023-01-06,76.01176470588236
2023-01-07,66.82352941176471
2023-01-08,71.83529411764707
2023-01-09,74.34117647058824
2023-01-10,70.16470588235295
2023-01-11,70.16470588235295
2023-01-12,70.16470588235295
2023-01-13,68.49411764705883
2023-01-14,67.65882352941176
2023-01-15,67.65882352941176
2023-01-16,66.82352941176471
2023-01-17,76.01176470588236
2023-01-18,76.01176470588236
2023-01-19,72.67058823529412
2023-01-20,68.49411764705883
2023-01-21,69.32941176470588
2023-01-22,74.34117647058824
2023-01-23,79.3529411764706
2023-01-24,76.01176470588236
2023-01-25,76.01176470588236
2023-01-26,71.83529411764707
2023-01-27,65.15294117647059
2023-01-28,54.294117647058826
2023-01-29,73.50588235294119
2023-01-30,75.17647058823529
2023-01-31,74.34117647058824
2023-02-01,76.01176470588236
2023-02-02,76.84705882352941
2023-02-03,74.34117647058824
2023-02-04,63.48235294117647
2023-02-05,77.68235294117648
2023-02-06,83.52941176470588
2023-02-07,74.34117647058824
2023-02-08,67.65882352941176
2023-02-09,68.49411764705883
2023-02-10,70.16470588235295
2023-02-11,62.64705882352941
2023-02-12,65.98823529411764
2023-02-13,65.98823529411764
2023-02-14,69.32941176470588
2023-02-15,73.50588235294119
2023-02-16,71.83529411764707
2023-02-17,66.82352941176471
2023-02-18,63.48235294117647
2023-02-19,71.83529411764707
2023-02-20,75.17647058823529
2023-02-21,73.50588235294119
2023-02-22,69.32941176470588
2023-02-23,69.32941176470588
2023-02-24,69.32941176470588
2023-02-25,62.64705882352941
2023-02-26,74.34117647058824
2023-02-27,73.50588235294119
2023-02-28,71.83529411764707
2023-03-01,73.50588235294119
2023-03-02,66.82352941176471
2023-03-03,65.15294117647059
2023-03-04,64.31764705882352
2023-03-05,69.32941176470588
2023-03-06,78.51764705882353
2023-03-07,75.17647058823529
2023-03-08,76.84705882352941
2023-03-09,68.49411764705883
2023-03-10,62.64705882352941
2023-03-11,67.65882352941176
2023-03-12,69.32941176470588
2023-03-13,65.98823529411764
2023-03-14,69.32941176470588
2023-03-15,64.31764705882352
2023-03-16,69.32941176470588
2023-03-17,57.635294117647064
2023-03-18,63.48235294117647
2023-03-19,69.32941176470588
2023-03-20,75.17647058823529
2023-03-21,72.67058823529412
2023-03-22,80.18823529411765
2023-03-23,79.3529411764706
2023-03-24,65.15294117647059
2023-03-25,60.141176470588235
2023-03-26,64.31764705882352
2023-03-27,74.34117647058824
2023-03-28,67.65882352941176
2023-03-29,68.49411764705883
2023-03-30,74.34117647058824
2023-03-31,69.32941176470588
2023-04-01,53.45882352941177
2023-04-02,67.65882352941176
2023-04-03,76.84705882352941
2023-04-04,71.0
2023-04-05,66.82352941176471
2023-04-06,73.50588235294119
2023-04-07,61.811764705882354
2023-04-08,61.811764705882354
2023-04-09,70.16470588235295
2023-04-10,75.17647058823529
2023-04-11,75.17647058823529
2023-04-12,73.50588235294119
2023-04-13,68.49411764705883
2023-04-14,69.32941176470588
2023-04-15,65.15294117647059
2023-04-16,71.83529411764707
2023-04-17,81.85882352941177
2023-04-18,72.67058823529412
2023-04-19,81.02352941176471
2023-04-20,76.01176470588236
2023-04-21,69.32941176470588
2023-04-22,71.0
2023-04-23,80.18823529411765
2023-04-24,78.51764705882353
2023-04-25,79.3529411764706
2023-04-26,78.46196078431373
2023-04-27,66.82352941176471
2023-04-28,60.78156862745098
2023-04-29,65.09725490196078
2023-04-30,78.46196078431373
2023-05-01,81.05137254901962
2023-05-02,68.54980392156864
2023-05-03,70.27607843137255
2023-05-04,72.00235294117647
2023-05-05,64.23411764705882
2023-05-06,60.36392156862745
2023-05-07,59.50078431372549
2023-05-08,76.7356862745098
2023-05-09,64.23411764705882
2023-05-10,68.54980392156864
2023-05-11,68.54980392156864
2023-05-12,65.09725490196078
2023-05-13,54.32196078431373
2023-05-14,63.370980392156866
2023-05-15,68.54980392156864
2023-05-16,72.42
2023-05-17,71.55686274509804
2023-05-18,59.50078431372549
2023-05-19,61.64470588235294
2023-05-20,56.048235294117646
2023-05-21,63.8164705882353
2023-05-22,66.82352941176471
2023-05-23,66.82352941176471
2023-05-24,59.50078431372549
2023-05-25,63.25960784313725
2023-05-26,62.36862745098039
2023-05-27,59.695686274509804
2023-05-28,58.80470588235294
2023-05-29,68.60549019607843
2023-05-30,71.27843137254902
2023-05-31,65.04156862745099
2023-06-01,65.04156862745099
2023-06-02,61.47764705882353
2023-06-03,63.25960784313725
2023-06-04,68.60549019607843
2023-06-05,72.16941176470588
2023-06-06,68.60549019607843
2023-06-07,65.93254901960785
2023-06-08,66.82352941176471
2023-06-09,61.47764705882353
2023-06-10,62.36862745098039
2023-06-11,61.47764705882353
2023-06-12,60.586666666666666
2023-06-13,73.06039215686275
2023-06-14,74.84235294117647
2023-06-15,71.27843137254902
2023-06-16,66.82352941176471
2023-06-17,58.80470588235294
2023-06-18,72.16941176470588
2023-06-19,64.15058823529412
2023-06-20,61.47764705882353
2023-06-21,65.93254901960785
2023-06-22,64.15058823529412
2023-06-23,63.25960784313725
2023-06-24,62.36862745098039
2023-06-25,63.25960784313725
2023-06-26,66.82352941176471
2023-06-27,73.95137254901961
2023-06-28,66.82352941176471
2023-06-29,61.47764705882353
2023-06-30,57.91372549019608
2023-07-01,55.24078431372549
2023-07-02,72.16941176470588
2023-07-03,73.06039215686275
2023-07-04,66.82352941176471
2023-07-05,62.36862745098039
2023-07-06,69.4964705882353
2023-07-07,71.27843137254902
2023-07-08,63.25960784313725
2023-07-09,73.95137254901961
2023-07-10,72.16941176470588
2023-07-11,73.95137254901961
2023-07-12,64.15058823529412
2023-07-13,72.16941176470588
2023-07-14,70.38745098039216
2023-07-15,67.71450980392157
2023-07-16,84.64313725490196
2023-07-17,73.95137254901961
2023-07-18,65.93254901960785
2023-07-19,72.16941176470588
2023-07-20,65.04156862745099
2023-07-21,57.022745098039216
2023-07-22,57.91372549019608
2023-07-23,68.60549019607843
2023-07-24,71.27843137254902
2023-07-25,71.27843137254902
2023-07-26,75.73333333333333
2023-07-27,65.04156862745099
2023-07-28,66.82352941176471
2023-07-29,64.15058823529412
2023-07-30,64.15058823529412
2023-07-31,72.16941176470588
2023-08-01,73.06039215686275
2023-08-02,66.82352941176471
2023-08-03,66.82352941176471
2023-08-04,68.60549019607843
2023-08-05,61.47764705882353
2023-08-06,60.586666666666666
2023-08-07,68.60549019607843
2023-08-08,75.73333333333333
2023-08-09,70.38745098039216
2023-08-10,68.60549019607843
2023-08-11,68.60549019607843
2023-08-12,63.25960784313725
2023-08-13,65.93254901960785
2023-08-14,65.04156862745099
2023-08-15,69.4964705882353
2023-08-16,65.04156862745099
2023-08-17,67.71450980392157
2023-08-18,65.04156862745099
2023-08-19,62.36862745098039
2023-08-20,58.80470588235294
2023-08-21,73.06039215686275
2023-08-22,78.40627450980392
2023-08-23,72.16941176470588
2023-08-24,70.38745098039216
2023-08-25,59.695686274509804
2023-08-26,54.34980392156863
2023-08-27,65.04156862745099
2023-08-28,73.06039215686275
2023-08-29,74.84235294117647
2023-08-30,68.60549019607843
2023-08-31,73.06039215686275
2023-09-01,68.60549019607843
2023-09-02,57.022745098039216
2023-09-03,66.82352941176471
2023-09-04,82.86117647058823
2023-09-05,78.40627450980392
2023-09-06,78.40627450980392
2023-09-07,73.06039215686275
2023-09-08,66.82352941176471
2023-09-09,60.586666666666666
2023-09-10,68.60549019607843
2023-09-11,76.6243137254902
2023-09-12,85.53411764705882
2023-09-13,79.29725490196078
2023-09-14,78.40627450980392
2023-09-15,68.60549019607843
2023-09-16,65.04156862745099
2023-09-17,65.93254901960785
2023-09-18,76.6243137254902
2023-09-19,80.18823529411765
2023-09-20,78.40627450980392
2023-09-21,86.42509803921568
2023-09-22,66.82352941176471
2023-09-23,62.36862745098039
2023-09-24,71.27843137254902
2023-09-25,77.51529411764706
2023-09-26,71.27843137254902
2023-09-27,75.73333333333333
2023-09-28,76.6243137254902
2023-09-29,69.4964705882353
2023-09-30,62.36862745098039
2023-10-01,69.4964705882353
2023-10-02,76.6243137254902
2023-10-03,73.06039215686275
2023-10-04,75.73333333333333
2023-10-05,81.07921568627451
2023-10-06,65.04156862745099
2023-10-07,65.04156862745099
2023-10-08,70.38745098039216
2023-10-09,79.29725490196078
2023-10-10,74.84235294117647
2023-10-11,76.6243137254902
2023-10-12,77.51529411764706
2023-10-13,66.82352941176471
2023-10-14,54.34980392156863
2023-10-15,73.95137254901961
2023-10-16,80.18823529411765
2023-10-17,80.18823529411765
2023-10-18,78.40627450980392
2023-10-19,73.95137254901961
2023-10-20,69.4964705882353
2023-10-21,60.586666666666666
2023-10-22,78.40627450980392
2023-10-23,80.18823529411765
2023-10-24,82.86117647058823
2023-10-25,76.6243137254902
2023-10-26,70.38745098039216
2023-10-27,66.82352941176471
2023-10-28,63.25960784313725
2023-10-29,65.93254901960785
2023-10-30,76.6243137254902
2023-10-31,73.95137254901961
2023-11-01,65.93254901960785
2023-11-02,81.97019607843137
2023-11-03,67.71450980392157
2023-11-04,61.47764705882353
2023-11-05,70.38745098039216
2023-11-06,79.29725490196078
2023-11-07,89.09803921568627
2023-11-08,71.27843137254902
2023-11-09,81.07921568627451
2023-11-10,71.27843137254902
2023-11-11,65.93254901960785
2023-11-12,75.73333333333333
2023-11-13,82.86117647058823
2023-11-14,73.95137254901961
2023-11-15,79.29725490196078
2023-11-16,82.86117647058823
2023-11-17,63.25960784313725
2023-11-18,59.695686274509804
2023-11-19,62.36862745098039
2023-11-20,65.93254901960785
2023-11-21,66.82352941176471
2023-11-22,64.15058823529412
2023-11-23,55.24078431372549
2023-11-24,53.45882352941177
2023-11-25,61.47764705882353
2023-11-26,71.27843137254902
2023-11-27,75.73333333333333
2023-11-28,77.51529411764706
2023-11-29,84.64313725490196
2023-11-30,81.97019607843137
2023-12-01,73.95137254901961
2023-12-02,64.15058823529412
2023-12-03,71.27843137254902
2023-12-04,87.31607843137255
2023-12-05,78.40627450980392
2023-12-06,73.06039215686275
2023-12-07,81.07921568627451
2023-12-08,74.84235294117647
2023-12-09,60.586666666666666
2023-12-10,72.16941176470588
2023-12-11,77.51529411764706
2023-12-12,76.6243137254902
2023-12-13,74.84235294117647
2023-12-14,82.86117647058823
2023-12-15,69.4964705882353
2023-12-16,57.022745098039216
2023-12-17,65.93254901960785
2023-12-18,60.586666666666666
2023-12-19,68.60549019607843
2023-12-20,69.4964705882353
2023-12-21,65.04156862745099
2023-12-22,53.859764705882355
2023-12-23,57.95827450980393
2023-12-24,59.784784313725496
2023-12-25,56.599529411764706
2023-12-26,64.79654901960785
2023-12-27,65.70980392156864
2023-12-28,72.10258823529412
2023-12-29,71.18933333333334
2023-12-30,64.35105882352941
2023-12-31,63.88329411764707
2024-01-01,73.0158431372549
2024-01-02,68.44956862745099
2024-01-03,83.97490196078431
2024-01-04,71.18933333333334
2024-01-05,70.27607843137255
2024-01-06,74.84235294117647
2024-01-07,81.23513725490196
2024-01-08,73.0158431372549
2024-01-09,79.40862745098039
2024-01-10,71.18933333333334
2024-01-11,83.06164705882352
2024-01-12,77.58211764705882
2024-01-13,69.83058823529413
2024-01-14,69.36282352941177
2024-01-15,71.18933333333334
2024-01-16,75.75560784313726
2024-01-17,80.32188235294117
2024-01-18,84.42039215686275
2024-01-19,75.31011764705883
2024-01-20,69.22917647058824
2024-01-21,74.84235294117647
2024-01-22,83.26211764705883
2024-01-23,87.93976470588235
2024-01-24,85.13317647058824
2024-01-25,87.93976470588235
2024-01-26,86.06870588235294
2024-01-27,68.29364705882354
2024-01-28,67.35811764705883
2024-01-29,86.06870588235294
2024-01-30,91.68188235294119
2024-01-31,81.39105882352942
2024-02-01,83.26211764705883
2024-02-02,78.5844705882353
2024-02-03,81.39105882352942
2024-02-04,89.81082352941178
2024-02-05,90.74635294117648
2024-02-06,82.32658823529412
2024-02-07,80.45552941176472
2024-02-08,75.77788235294118
2024-02-09,71.10023529411765
2024-02-10,70.16470588235295
2024-02-11,68.29364705882354
2024-02-12,79.52000000000001
2024-02-13,83.26211764705883
2024-02-14,84.19764705882353
2024-02-15,77.64894117647059
2024-02-16,78.5844705882353
2024-02-17,75.77788235294118
2024-02-18,83.26211764705883
2024-02-19,87.00423529411765
2024-02-20,87.93976470588235
2024-02-21,85.13317647058824
2024-02-22,81.39105882352942
2024-02-23,80.45552941176472
2024-02-24,71.10023529411765
2024-02-25,80.45552941176472
2024-02-26,92.61741176470589
2024-02-27,84.19764705882353
2024-02-28,79.52000000000001
2024-02-29,83.26211764705883
2024-03-01,72.03576470588236
2024-03-02,65.48705882352941
2024-03-03,78.5844705882353
2024-03-04,82.32658823529412
2024-03-05,81.39105882352942
2024-03-06,86.06870588235294
2024-03-07,71.10023529411765
2024-03-08,74.84235294117647
2024-03-09,65.48705882352941
2024-03-10,72.97129411764706
2024-03-11,83.26211764705883
2024-03-12,75.77788235294118
2024-03-13,76.71341176470588
2024-03-14,80.45552941176472
2024-03-15,71.10023529411765
2024-03-16,72.97129411764706
2024-03-17,74.84235294117647
2024-03-18,84.19764705882353
2024-03-19,86.06870588235294
2024-03-20,75.77788235294118
2024-03-21,81.39105882352942
2024-03-22,67.35811764705883
2024-03-23,69.22917647058824
2024-03-24,72.03576470588236
2024-03-25,87.93976470588235
2024-03-26,84.19764705882353
2024-03-27,91.68188235294119
2024-03-28,78.5844705882353
2024-03-29,68.29364705882354
2024-03-30,66.42258823529413
2024-03-31,72.97129411764706
2024-04-01,76.71341176470588
2024-04-02,79.52000000000001
2024-04-03,83.26211764705883
2024-04-04,75.77788235294118
2024-04-05,82.32658823529412
2024-04-06,68.29364705882354
2024-04-07,75.77788235294118
2024-04-08,72.97129411764706
2024-04-09,87.93976470588235
2024-04-10,83.26211764705883
2024-04-11,84.19764705882353
2024-04-12,76.71341176470588
2024-04-13,66.42258823529413
2024-04-14,71.10023529411765
2024-04-15,87.00423529411765
2024-04-16,87.00423529411765
2024-04-17,88.87529411764706
2024-04-18,82.32658823529412
2024-04-19,79.52000000000001
2024-04-20,72.03576470588236
2024-04-21,78.5844705882353
2024-04-22,88.87529411764706
2024-04-23,93.5529411764706
2024-04-24,80.45552941176472
2024-04-25,85.13317647058824
2024-04-26,71.10023529411765
2024-04-27,69.22917647058824
2024-04-28,78.5844705882353
2024-04-29,80.45552941176472
2024-04-30,80.45552941176472
2024-05-01,70.16470588235295
2024-05-02,77.64894117647059
2024-05-03,76.71341176470588
2024-05-04,70.16470588235295
2024-05-05,66.42258823529413
2024-05-06,76.71341176470588
2024-05-07,70.16470588235295
2024-05-08,73.90682352941177
2024-05-09,79.52000000000001
2024-05-10,71.10023529411765
2024-05-11,64.5515294117647
2024-05-12,57.067294117647066
2024-05-13,79.52000000000001
2024-05-14,69.22917647058824
2024-05-15,70.16470588235295
2024-05-16,72.97129411764706
2024-05-17,68.29364705882354
2024-05-18,62.680470588235295
2024-05-19,62.680470588235295
2024-05-20,72.03576470588236
2024-05-21,78.5844705882353
2024-05-22,67.35811764705883
2024-05-23,68.29364705882354
2024-05-24,62.680470588235295
2024-05-25,62.680470588235295
2024-05-26,67.35811764705883
2024-05-27,72.03576470588236
2024-05-28,64.5515294117647
2024-05-29,70.16470588235295
2024-05-30,70.16470588235295
2024-05-31,63.61600000000001
2024-06-01,61.74494117647059
2024-06-02,76.71341176470588
2024-06-03,65.48705882352941
2024-06-04,77.64894117647059
2024-06-05,67.35811764705883
2024-06-06,72.97129411764706
2024-06-07,68.29364705882354
2024-06-08,66.42258823529413
2024-06-09,69.22917647058824
2024-06-10,73.90682352941177
2024-06-11,77.64894117647059
2024-06-12,73.90682352941177
2024-06-13,69.22917647058824
2024-06-14,70.16470588235295
2024-06-15,63.61600000000001
2024-06-16,71.10023529411765
2024-06-17,76.71341176470588
2024-06-18,58.938352941176475
2024-06-19,72.03576470588236
2024-06-20,72.03576470588236
2024-06-21,55.19623529411765
2024-06-22,63.61600000000001
2024-06-23,78.5844705882353
2024-06-24,58.938352941176475
2024-06-25,71.10023529411765
2024-06-26,70.16470588235295
2024-06-27,64.5515294117647
2024-06-28,61.74494117647059
2024-06-29,68.29364705882354
2024-06-30,68.29364705882354
2024-07-01,72.03576470588236
2024-07-02,67.35811764705883
2024-07-03,72.97129411764706
2024-07-04,60.809411764705885
2024-07-05,62.680470588235295
2024-07-06,62.680470588235295
2024-07-07,72.97129411764706
2024-07-08,65.48705882352941
2024-07-09,69.22917647058824
2024-07-10,75.77788235294118
2024-07-11,70.16470588235295
2024-07-12,60.809411764705885
2024-07-13,65.48705882352941
2024-07-14,59.87388235294118
2024-07-15,60.809411764705885
2024-07-16,59.87388235294118
2024-07-17,66.42258823529413
2024-07-18,69.22917647058824
2024-07-19,65.48705882352941
2024-07-20,63.61600000000001
2024-07-21,65.48705882352941
2024-07-22,63.61600000000001
2024-07-23,71.10023529411765
2024-07-24,63.61600000000001
2024-07-25,64.5515294117647
2024-07-26,58.00282352941177
2024-07-27,72.03576470588236
2024-07-28,65.48705882352941
2024-07-29,66.42258823529413
2024-07-30,64.5515294117647
2024-07-31,56.131764705882354
2024-08-01,67.35811764705883
2024-08-02,55.19623529411765
2024-08-03,67.35811764705883
2024-08-04,72.03576470588236
2024-08-05,61.74494117647059
2024-08-06,67.35811764705883
2024-08-07,62.680470588235295
2024-08-08,66.42258823529413
2024-08-09,59.87388235294118
2024-08-10,61.74494117647059
2024-08-11,56.131764705882354
2024-08-12,72.03576470588236
2024-08-13,69.22917647058824
2024-08-14,62.680470588235295
2024-08-15,72.97129411764706
2024-08-16,63.61600000000001
2024-08-17,64.5515294117647
2024-08-18,60.90187688098495
2024-08-19,68.98441586867305
2024-08-20,73.74364979480164
2024-08-21,71.8399562243502
2024-08-22,73.2758850889193
2024-08-23,69.93626265389878
2024-08-24,67.56480437756498
2024-08-25,71.37219151846784
2024-08-26,77.5510369357045
2024-08-27,75.64734336525308
2024-08-28,68.98441586867305
2024-08-29,78.03511901504788
2024-08-30,70.42034473324213
2024-08-31,63.75741723666211
2024-09-01,69.46849794801642
2024-09-02,74.69549658002737
2024-09-03,78.9869658002736
2024-09-04,78.50288372093024
2024-09-05,76.59919015047879
2024-09-06,75.64734336525308
2024-09-07,64.70926402188782
2024-09-08,71.37219151846784
2024-09-09,82.3102708618331
2024-09-10,75.17957865937072
2024-09-11,77.5510369357045
2024-09-12,83.26211764705883
2024-09-13,74.22773187414501
2024-09-14,68.51665116279071
2024-09-15,68.98441586867305
2024-09-16,84.23028180574555
2024-09-17,75.51680437756498
2024-09-18,83.26211764705882
2024-09-19,79.3894610123119
2024-09-20,69.7078194254446
2024-09-21,61.96250615595075
2024-09-22,70.67598358413132
2024-09-23,83.26211764705882
2024-09-24,87.13477428180575
2024-09-25,82.29395348837208
