Time,savings
2024-12-06,5.833333333333334
2024-12-07,4.861111111111112
2024-12-08,3.8888888888888893
2024-12-09,4.861111111111112
2024-12-10,5.833333333333334
2024-12-11,5.833333333333334
2024-12-12,5.833333333333334
2024-12-13,5.833333333333334
2024-12-14,8.75
2024-12-15,4.861111111111112
2024-12-16,6.805555555555556
2024-12-17,6.805555555555556
2024-12-18,6.805555555555556
2024-12-19,4.861111111111112
2024-12-20,5.833333333333334
2024-12-21,4.861111111111112
2024-12-22,3.8888888888888893
2024-12-23,4.861111111111112
2024-12-24,4.861111111111112
2024-12-25,3.8888888888888893
2024-12-26,5.833333333333334
2024-12-27,6.805555555555556
2024-12-28,5.833333333333334
2024-12-29,4.861111111111112
2024-12-30,6.805555555555556
2024-12-31,5.833333333333334
2025-01-01,4.861111111111112
2025-01-02,7.777777777777779
2025-01-03,7.777777777777779
2025-01-04,6.805555555555556
2025-01-05,4.861111111111112
2025-01-06,5.833333333333334
2025-01-07,6.805555555555556
2025-01-08,6.805555555555556
2025-01-09,5.833333333333334
2025-01-10,5.833333333333334
2025-01-11,5.833333333333334
2025-01-12,4.861111111111112
2025-01-13,6.805555555555556
2025-01-14,6.805555555555556
2025-01-15,6.805555555555556
2025-01-16,7.777777777777779
2025-01-17,7.777777777777779
2025-01-18,5.833333333333334
2025-01-19,4.861111111111112
2025-01-20,5.833333333333334
2025-01-21,5.833333333333334
2025-01-22,6.805555555555556
2025-01-23,6.805555555555556
2025-01-24,6.805555555555556
2025-01-25,6.805555555555556
2025-01-26,4.861111111111112
2025-01-27,6.805555555555556
2025-01-28,7.777777777777779
2025-01-29,6.805555555555556
2025-01-30,6.805555555555556
2025-01-31,6.805555555555556
2025-02-01,6.805555555555556
2025-02-02,5.833333333333334
2025-02-03,7.777777777777779
2025-02-04,7.777777777777779
2025-02-05,7.777777777777779
2025-02-06,6.805555555555556
2025-02-07,6.805555555555556
2025-02-08,5.833333333333334
2025-02-09,4.861111111111112
2025-02-10,6.805555555555556
2025-02-11,6.805555555555556
2025-02-12,6.805555555555556
2025-02-13,6.805555555555556
2025-02-14,6.805555555555556
2025-02-15,6.805555555555556
2025-02-16,5.833333333333334
2025-02-17,7.777777777777779
2025-02-18,8.75
2025-02-19,8.75
2025-02-20,9.722222222222223
2025-02-21,9.722222222222223
2025-02-22,9.722222222222223
2025-02-23,8.75
2025-02-24,11.666666666666668
2025-02-25,10.694444444444446
2025-02-26,10.694444444444446
2025-02-27,11.666666666666668
2025-02-28,11.666666666666668
2025-03-01,13.611111111111112
2025-03-02,14.583333333333336
2025-03-03,16.52777777777778
2025-03-04,14.583333333333336
2025-03-05,13.611111111111112
2025-03-06,15.555555555555557
2025-03-07,18.472222222222225
2025-03-08,34.02777777777778
2025-03-09,89.44444444444446
2025-03-10,24.305555555555557
2025-03-11,11.666666666666668
2025-03-12,8.75
2025-03-13,8.75
2025-03-14,7.777777777777779
2025-03-15,6.805555555555556
2025-03-16,4.861111111111112
2025-03-17,6.805555555555556
2025-03-18,6.805555555555556
2025-03-19,5.833333333333334
2025-03-20,6.805555555555556
2025-03-21,5.833333333333334
2025-03-22,4.861111111111112
2025-03-23,4.861111111111112
2025-03-24,5.833333333333334
2025-03-25,6.805555555555556
2025-03-26,6.805555555555556
2025-03-27,5.833333333333334
2025-03-28,5.833333333333334
2025-03-29,4.861111111111112
2025-03-30,4.861111111111112
2025-03-31,6.805555555555556
2025-04-01,6.805555555555556
2025-04-02,6.805555555555556
2025-04-03,6.805555555555556
2025-04-04,6.805555555555556
2025-04-05,5.833333333333334
2025-04-06,4.861111111111112
2025-04-07,6.805555555555556
2025-04-08,6.805555555555556
2025-04-09,6.805555555555556
2025-04-10,6.805555555555556
2025-04-11,7.777777777777779
2025-04-12,5.833333333333334
2025-04-13,4.861111111111112
2025-04-14,6.805555555555556
2025-04-15,6.805555555555556
2025-04-16,5.833333333333334
2025-04-17,5.833333333333334
2025-04-18,4.861111111111112
2025-04-19,4.861111111111112
2025-04-20,3.8888888888888893
2025-04-21,5.833333333333334
2025-04-22,5.833333333333334
2025-04-23,5.833333333333334
2025-04-24,5.347222222222223
2025-04-25,4.861111111111112
2025-04-26,4.861111111111112
2025-04-27,3.8888888888888893
2025-04-28,5.833333333333334
2025-04-29,5.833333333333334
2025-04-30,5.347222222222223
2025-05-01,5.833333333333334
2025-05-02,6.319444444444445
2025-05-03,4.861111111111112
2025-05-04,4.861111111111112
2025-05-05,5.833333333333334
2025-05-06,5.347222222222223
2025-05-07,5.833333333333334
2025-05-08,5.347222222222223
2025-05-09,5.833333333333334
2025-05-10,4.861111111111112
2025-05-11,3.8888888888888893
2025-05-12,5.833333333333334
2025-05-13,5.347222222222223
2025-05-14,5.833333333333334
2025-05-15,4.861111111111112
2025-05-16,4.861111111111112
2025-05-17,4.861111111111112
2025-05-18,3.8888888888888893
2025-05-19,5.833333333333334
2025-05-20,5.833333333333334
2025-05-21,5.833333333333334
2025-05-22,5.833333333333334
2025-05-23,4.861111111111112
2025-05-24,4.861111111111112
2025-05-25,3.8888888888888893
2025-05-26,3.8888888888888893
2025-05-27,5.833333333333334
2025-05-28,5.833333333333334
2025-05-29,5.833333333333334
2025-05-30,4.861111111111112
2025-05-31,4.861111111111112
2025-06-01,3.8888888888888893
2025-06-02,5.833333333333334
2025-06-03,5.833333333333334
2025-06-04,5.833333333333334
2025-06-05,5.833333333333334
2025-06-06,5.833333333333334
2025-06-07,4.861111111111112
2025-06-08,3.8888888888888893
2025-06-09,5.833333333333334
2025-06-10,5.833333333333334
2025-06-11,4.861111111111112
2025-06-12,5.833333333333334
2025-06-13,4.861111111111112
2025-06-14,4.861111111111112
2025-06-15,3.8888888888888893
2025-06-16,5.833333333333334
2025-06-17,5.833333333333334
2025-06-18,5.833333333333334
2025-06-19,4.861111111111112
2025-06-20,4.861111111111112
2025-06-21,4.861111111111112
2025-06-22,3.8888888888888893
2025-06-23,4.861111111111112
2025-06-24,5.833333333333334
2025-06-25,5.833333333333334
2025-06-26,5.833333333333334
2025-06-27,5.833333333333334
2025-06-28,4.861111111111112
2025-06-29,4.861111111111112
2025-06-30,5.833333333333334
2025-07-01,6.805555555555556
2025-07-02,6.805555555555556
2025-07-03,6.805555555555556
2025-07-04,4.861111111111112
2025-07-05,5.833333333333334
2025-07-06,4.861111111111112
2025-07-07,5.833333333333334
2025-07-08,6.805555555555556
2025-07-09,6.805555555555556
2025-07-10,5.833333333333334
2025-07-11,5.833333333333334
2025-07-12,5.833333333333334
2025-07-13,4.861111111111112
2025-07-14,6.805555555555556
2025-07-15,6.805555555555556
2025-07-16,6.805555555555556
2025-07-17,7.777777777777779
2025-07-18,5.833333333333334
2025-07-19,6.805555555555556
2025-07-20,5.833333333333334
2025-07-21,7.777777777777779
2025-07-22,6.805555555555556
2025-07-23,7.777777777777779
2025-07-24,6.805555555555556
2025-07-25,6.805555555555556
2025-07-26,6.805555555555556
2025-07-27,5.833333333333334
2025-07-28,7.777777777777779
2025-07-29,7.777777777777779
2025-07-30,8.75
2025-07-31,8.75
2025-08-01,7.777777777777779
2025-08-02,6.805555555555556
2025-08-03,4.861111111111112
2025-08-04,6.805555555555556
2025-08-05,6.805555555555556
2025-08-06,7.777777777777779
2025-08-07,6.805555555555556
2025-08-08,6.805555555555556
2025-08-09,6.805555555555556
2025-08-10,5.833333333333334
2025-08-11,7.777777777777779
2025-08-12,6.805555555555556
2025-08-13,6.805555555555556
2025-08-14,6.805555555555556
2025-08-15,6.805555555555556
2025-08-16,5.833333333333334
2025-08-17,4.861111111111112
2025-08-18,6.805555555555556
2025-08-19,6.805555555555556
2025-08-20,6.805555555555556
2025-08-21,5.833333333333334
2025-08-22,5.833333333333334
2025-08-23,5.833333333333334
2025-08-24,4.861111111111112
2025-08-25,6.805555555555556
2025-08-26,6.805555555555556
2025-08-27,6.805555555555556
2025-08-28,6.805555555555556
2025-08-29,6.805555555555556
2025-08-30,5.833333333333334
2025-08-31,4.861111111111112
2025-09-01,6.805555555555556
2025-09-02,8.75
2025-09-03,7.777777777777779
2025-09-04,7.777777777777779
2025-09-05,7.777777777777779
2025-09-06,6.805555555555556
2025-09-07,4.861111111111112
2025-09-08,7.777777777777779
2025-09-09,8.75
2025-09-10,6.805555555555556
2025-09-11,6.805555555555556
2025-09-12,6.805555555555556
2025-09-13,5.833333333333334
2025-09-14,4.861111111111112
2025-09-15,7.777777777777779
2025-09-16,8.75
2025-09-17,8.75
2025-09-18,8.75
2025-09-19,7.777777777777779
2025-09-20,6.805555555555556
2025-09-21,7.777777777777779
2025-09-22,9.722222222222223
2025-09-23,9.722222222222223
2025-09-24,9.722222222222223
2025-09-25,8.75
2025-09-26,8.75
2025-09-27,7.777777777777779
2025-09-28,7.777777777777779
2025-09-29,9.722222222222223
2025-09-30,9.722222222222223
2025-10-01,9.722222222222223
2025-10-02,9.722222222222223
2025-10-03,8.75
2025-10-04,7.777777777777779
2025-10-05,8.75
2025-10-06,10.694444444444446
2025-10-07,9.722222222222223
2025-10-08,9.722222222222223
2025-10-09,8.75
2025-10-10,8.75
2025-10-11,6.805555555555556
2025-10-12,7.777777777777779
2025-10-13,10.694444444444446
2025-10-14,10.694444444444446
2025-10-15,10.694444444444446
2025-10-16,9.722222222222223
2025-10-17,8.75
2025-10-18,7.777777777777779
2025-10-19,9.722222222222223
2025-10-20,11.666666666666668
2025-10-21,11.666666666666668
2025-10-22,10.694444444444446
2025-10-23,11.666666666666668
2025-10-24,11.666666666666668
2025-10-25,12.63888888888889
2025-10-26,22.361111111111114
2025-10-27,21.388888888888893
2025-10-28,16.52777777777778
2025-10-29,15.555555555555557
2025-10-30,17.5
2025-10-31,19.444444444444446
2025-11-01,41.80555555555556
2025-11-02,97.22222222222223
2025-11-03,24.305555555555557
2025-11-04,12.63888888888889
2025-11-05,9.722222222222223
2025-11-06,8.75
2025-11-07,8.75
2025-11-08,6.805555555555556
2025-11-09,4.861111111111112
2025-11-10,7.777777777777779
2025-11-11,6.805555555555556
2025-11-12,7.777777777777779
2025-11-13,7.777777777777779
2025-11-14,7.777777777777779
2025-11-15,5.833333333333334
2025-11-16,4.861111111111112
2025-11-17,6.805555555555556
2025-11-18,6.805555555555556
2025-11-19,6.805555555555556
2025-11-20,6.805555555555556
2025-11-21,6.805555555555556
2025-11-22,5.833333333333334
2025-11-23,4.861111111111112
2025-11-24,5.833333333333334
2025-11-25,5.833333333333334
2025-11-26,6.805555555555556
2025-11-27,4.861111111111112
2025-11-28,5.833333333333334
2025-11-29,4.861111111111112
2025-11-30,4.861111111111112
2025-12-01,7.777777777777779
2025-12-02,7.777777777777779
2025-12-03,7.777777777777779
2025-12-04,7.777777777777779
2025-12-05,6.805555555555556
2025-12-06,5.833333333333334
2025-12-07,4.861111111111112
2025-12-08,6.805555555555556
2025-12-09,6.805555555555556
2025-12-10,7.777777777777779
2025-12-11,7.152777777777779
2025-12-12,7.638888888888889
2025-12-13,5.833333333333334
2025-12-14,4.930555555555555
2025-12-15,6.736111111111112
2025-12-16,6.736111111111112
2025-12-17,6.736111111111112
2025-12-18,7.152777777777779
2025-12-19,7.152777777777779
2025-12-20,5.833333333333334
2025-12-21,4.930555555555555
2025-12-22,5.833333333333334
2025-12-23,6.736111111111112
2025-12-24,5.833333333333334
2025-12-25,4.027777777777779
2025-12-26,6.736111111111112
2025-12-27,5.833333333333334
2025-12-28,5.833333333333334
2025-12-29,8.055555555555557
2025-12-30,8.541666666666668
2025-12-31,8.055555555555557
2026-01-01,7.152777777777779
2026-01-02,8.958333333333334
2026-01-03,7.638888888888889
2026-01-04,6.736111111111112
2026-01-05,8.541666666666668
2026-01-06,8.958333333333334
2026-01-07,8.958333333333334
2026-01-08,8.055555555555557
2026-01-09,8.333333333333334
2026-01-10,6.666666666666667
2026-01-11,5.833333333333334
2026-01-12,8.333333333333334
2026-01-13,9.166666666666668
2026-01-14,8.333333333333334
2026-01-15,8.333333333333334
2026-01-16,8.333333333333334
2026-01-17,7.5
2026-01-18,6.666666666666667
2026-01-19,7.5
2026-01-20,8.333333333333334
2026-01-21,9.166666666666668
2026-01-22,8.333333333333334
2026-01-23,8.333333333333334
2026-01-24,6.666666666666667
2026-01-25,5.833333333333334
2026-01-26,7.5
2026-01-27,8.333333333333334
2026-01-28,9.166666666666668
2026-01-29,10.0
2026-01-30,9.166666666666668
2026-01-31,8.333333333333334
2026-02-01,9.166666666666668
2026-02-02,10.0
2026-02-03,9.166666666666668
2026-02-04,9.166666666666668
2026-02-05,10.0
2026-02-06,9.166666666666668
2026-02-07,9.166666666666668
2026-02-08,9.166666666666668
2026-02-09,9.166666666666668
2026-02-10,10.833333333333334
2026-02-11,9.166666666666668
2026-02-12,9.166666666666668
2026-02-13,10.833333333333334
2026-02-14,8.333333333333334
2026-02-15,9.166666666666668
2026-02-16,10.833333333333334
2026-02-17,10.833333333333334
2026-02-18,10.833333333333334
2026-02-19,10.833333333333334
2026-02-20,10.833333333333334
2026-02-21,9.166666666666668
2026-02-22,10.0
2026-02-23,11.666666666666668
2026-02-24,12.5
2026-02-25,13.333333333333334
2026-02-26,14.166666666666668
2026-02-27,15.0
2026-02-28,13.333333333333334
2026-03-01,17.5
2026-03-02,21.666666666666668
2026-03-03,19.166666666666668
2026-03-04,16.666666666666668
2026-03-05,16.666666666666668
2026-03-06,20.0
2026-03-07,34.16666666666667
2026-03-08,83.33333333333334
2026-03-09,25.0
2026-03-10,13.333333333333334
2026-03-11,10.833333333333334
2026-03-12,10.0
2026-03-13,9.166666666666668
2026-03-14,8.333333333333334
2026-03-15,7.5
2026-03-16,8.333333333333334
2026-03-17,9.166666666666668
2026-03-18,10.0
2026-03-19,9.166666666666668
2026-03-20,9.166666666666668
2026-03-21,7.5
2026-03-22,7.5
2026-03-23,9.166666666666668
2026-03-24,8.333333333333334
2026-03-25,9.166666666666668
2026-03-26,9.166666666666668
2026-03-27,8.333333333333334
2026-03-28,8.333333333333334
2026-03-29,7.5
2026-03-30,8.333333333333334
2026-03-31,9.166666666666668
2026-04-01,9.166666666666668
2026-04-02,8.333333333333334
2026-04-03,8.333333333333334
2026-04-04,6.666666666666667
2026-04-05,6.666666666666667
2026-04-06,9.166666666666668
2026-04-07,8.333333333333334
2026-04-08,9.166666666666668
2026-04-09,9.166666666666668
2026-04-10,8.333333333333334
2026-04-11,7.5
2026-04-12,6.666666666666667
2026-04-13,8.333333333333334
2026-04-14,9.166666666666668
2026-04-15,9.166666666666668
2026-04-16,8.333333333333334
2026-04-17,9.166666666666668
2026-04-18,6.666666666666667
2026-04-19,6.666666666666667
2026-04-20,7.5
2026-04-21,8.333333333333334
2026-04-22,8.333333333333334
2026-04-23,8.333333333333334
2026-04-24,9.166666666666668
2026-04-25,6.666666666666667
2026-04-26,6.666666666666667
2026-04-27,7.5
2026-04-28,8.333333333333334
2026-04-29,8.333333333333334
2026-04-30,9.166666666666668
2026-05-01,9.166666666666668
2026-05-02,10.833333333333334
2026-05-03,7.5
2026-05-04,8.333333333333334
2026-05-05,8.333333333333334
2026-05-06,9.166666666666668
2026-05-07,8.333333333333334
2026-05-08,8.333333333333334
2026-05-09,6.666666666666667
2026-05-10,5.833333333333334
2026-05-11,7.5
2026-05-12,8.333333333333334
2026-05-13,8.333333333333334
2026-05-14,9.166666666666668
2026-05-15,8.333333333333334
2026-05-16,6.666666666666667
2026-05-17,5.833333333333334
2026-05-18,7.5
2026-05-19,7.5
2026-05-20,8.333333333333334
2026-05-21,8.333333333333334
2026-05-22,8.333333333333334
2026-05-23,7.5
2026-05-24,6.666666666666667
2026-05-25,6.666666666666667
2026-05-26,8.333333333333334
2026-05-27,8.333333333333334
2026-05-28,9.166666666666668
2026-05-29,9.166666666666668
2026-05-30,8.333333333333334
2026-05-31,8.333333333333334
