Time,fellowship
2022-10-31,56.892857142857146
2022-11-01,53.73214285714286
2022-11-02,55.839285714285715
2022-11-03,52.67857142857143
2022-11-04,45.30357142857143
2022-11-05,40.035714285714285
2022-11-06,62.160714285714285
2022-11-07,51.625
2022-11-08,50.57142857142857
2022-11-09,45.30357142857143
2022-11-10,49.517857142857146
2022-11-11,44.25
2022-11-12,41.089285714285715
2022-11-13,63.214285714285715
2022-11-14,51.625
2022-11-15,49.517857142857146
2022-11-16,53.73214285714286
2022-11-17,53.73214285714286
2022-11-18,44.25
2022-11-19,38.98214285714286
2022-11-20,56.892857142857146
2022-11-21,43.19642857142857
2022-11-22,42.142857142857146
2022-11-23,38.98214285714286
2022-11-24,26.339285714285715
2022-11-25,27.392857142857142
2022-11-26,32.660714285714285
2022-11-27,60.05357142857143
2022-11-28,45.30357142857143
2022-11-29,49.517857142857146
2022-11-30,69.53571428571429
2022-12-01,66.375
2022-12-02,52.67857142857143
2022-12-03,47.410714285714285
2022-12-04,69.53571428571429
2022-12-05,50.57142857142857
2022-12-06,51.625
2022-12-07,52.67857142857143
2022-12-08,49.517857142857146
2022-12-09,45.30357142857143
2022-12-10,40.035714285714285
2022-12-11,62.160714285714285
2022-12-12,49.517857142857146
2022-12-13,47.410714285714285
2022-12-14,44.25
2022-12-15,49.517857142857146
2022-12-16,45.30357142857143
2022-12-17,42.142857142857146
2022-12-18,60.05357142857143
2022-12-19,46.35714285714286
2022-12-20,44.25
2022-12-21,38.98214285714286
2022-12-22,41.089285714285715
2022-12-23,41.089285714285715
2022-12-24,53.73214285714286
2022-12-25,52.67857142857143
2022-12-26,34.767857142857146
2022-12-27,37.92857142857143
2022-12-28,43.19642857142857
2022-12-29,43.19642857142857
2022-12-30,36.875
2022-12-31,43.19642857142857
2023-01-01,61.10714285714286
2023-01-02,43.19642857142857
2023-01-03,49.517857142857146
2023-01-04,52.67857142857143
2023-01-05,52.67857142857143
2023-01-06,46.35714285714286
2023-01-07,44.25
2023-01-08,76.91071428571429
2023-01-09,52.67857142857143
2023-01-10,54.785714285714285
2023-01-11,57.94642857142858
2023-01-12,55.839285714285715
2023-01-13,51.625
2023-01-14,44.25
2023-01-15,68.48214285714286
2023-01-16,50.57142857142857
2023-01-17,53.73214285714286
2023-01-18,54.785714285714285
2023-01-19,51.625
2023-01-20,51.625
2023-01-21,44.25
2023-01-22,70.58928571428572
2023-01-23,55.839285714285715
2023-01-24,53.73214285714286
2023-01-25,56.892857142857146
2023-01-26,57.94642857142858
2023-01-27,52.67857142857143
2023-01-28,44.25
2023-01-29,71.64285714285714
2023-01-30,53.73214285714286
2023-01-31,55.839285714285715
2023-02-01,55.839285714285715
2023-02-02,54.785714285714285
2023-02-03,49.517857142857146
2023-02-04,44.25
2023-02-05,83.23214285714286
2023-02-06,56.892857142857146
2023-02-07,57.94642857142858
2023-02-08,59.0
2023-02-09,53.73214285714286
2023-02-10,54.785714285714285
2023-02-11,49.517857142857146
2023-02-12,68.48214285714286
2023-02-13,49.517857142857146
2023-02-14,52.67857142857143
2023-02-15,57.94642857142858
2023-02-16,54.785714285714285
2023-02-17,52.67857142857143
2023-02-18,48.464285714285715
2023-02-19,71.64285714285714
2023-02-20,57.94642857142858
2023-02-21,55.839285714285715
2023-02-22,55.839285714285715
2023-02-23,54.785714285714285
2023-02-24,50.57142857142857
2023-02-25,47.410714285714285
2023-02-26,75.85714285714286
2023-02-27,57.94642857142858
2023-02-28,56.892857142857146
2023-03-01,56.892857142857146
2023-03-02,55.839285714285715
2023-03-03,50.57142857142857
2023-03-04,47.410714285714285
2023-03-05,74.80357142857143
2023-03-06,55.839285714285715
2023-03-07,53.73214285714286
2023-03-08,53.73214285714286
2023-03-09,54.785714285714285
2023-03-10,48.464285714285715
2023-03-11,43.19642857142857
2023-03-12,69.53571428571429
2023-03-13,50.57142857142857
2023-03-14,52.67857142857143
2023-03-15,53.73214285714286
2023-03-16,50.57142857142857
2023-03-17,50.57142857142857
2023-03-18,46.35714285714286
2023-03-19,72.69642857142857
2023-03-20,57.94642857142858
2023-03-21,54.785714285714285
2023-03-22,57.94642857142858
2023-03-23,57.94642857142858
2023-03-24,53.73214285714286
2023-03-25,46.35714285714286
2023-03-26,74.80357142857143
2023-03-27,55.839285714285715
2023-03-28,53.73214285714286
2023-03-29,60.05357142857143
2023-03-30,55.839285714285715
2023-03-31,50.57142857142857
2023-04-01,48.464285714285715
2023-04-02,75.85714285714286
2023-04-03,55.839285714285715
2023-04-04,55.839285714285715
2023-04-05,56.892857142857146
2023-04-06,60.05357142857143
2023-04-07,70.58928571428572
2023-04-08,61.10714285714286
2023-04-09,105.35714285714286
2023-04-10,57.94642857142858
2023-04-11,55.839285714285715
2023-04-12,54.785714285714285
2023-04-13,53.73214285714286
2023-04-14,50.57142857142857
2023-04-15,43.19642857142857
2023-04-16,80.07142857142857
2023-04-17,53.73214285714286
2023-04-18,52.67857142857143
2023-04-19,55.839285714285715
2023-04-20,50.57142857142857
2023-04-21,47.410714285714285
2023-04-22,41.089285714285715
2023-04-23,68.48214285714286
2023-04-24,51.625
2023-04-25,52.67857142857143
2023-04-26,56.87613378684807
2023-04-27,50.78883219954648
2023-04-28,45.22831632653061
2023-04-29,45.22831632653061
2023-04-30,75.5561224489796
2023-05-01,55.51318027210884
2023-05-02,55.9312641723356
2023-05-03,54.56831065759637
2023-05-04,51.73370181405895
2023-05-05,47.53613945578231
2023-05-06,40.08588435374149
2023-05-07,65.27125850340136
2023-05-08,51.73370181405895
2023-05-09,49.843962585034014
2023-05-10,54.04152494331066
2023-05-11,50.37074829931973
2023-05-12,46.17318594104309
2023-05-13,40.08588435374149
2023-05-14,59.183956916099774
2023-05-15,53.6234410430839
2023-05-16,50.37074829931973
2023-05-17,52.67857142857143
2023-05-18,48.06292517006803
2023-05-19,42.39370748299319
2023-05-20,44.28344671201814
2023-05-21,66.21612811791383
2023-05-22,46.59126984126984
2023-05-23,46.59126984126984
2023-05-24,49.42587868480726
2023-05-25,45.989229024943306
2023-05-26,42.64455782312925
2023-05-27,40.136054421768705
2023-05-28,60.20408163265306
2023-05-29,37.62755102040816
2023-05-30,45.15306122448979
2023-05-31,52.67857142857142
2023-06-01,49.333900226757365
2023-06-02,44.31689342403628
2023-06-03,43.480725623582764
2023-06-04,66.05725623582767
2023-06-05,51.0062358276644
2023-06-06,51.84240362811791
2023-06-07,52.67857142857142
2023-06-08,50.17006802721088
2023-06-09,45.15306122448979
2023-06-10,44.31689342403628
2023-06-11,66.05725623582767
2023-06-12,51.84240362811791
2023-06-13,51.84240362811791
2023-06-14,56.02324263038548
2023-06-15,55.18707482993197
2023-06-16,46.82539682539682
2023-06-17,40.97222222222222
2023-06-18,64.38492063492063
2023-06-19,51.0062358276644
2023-06-20,49.333900226757365
2023-06-21,49.333900226757365
2023-06-22,47.66156462585034
2023-06-23,46.82539682539682
2023-06-24,40.97222222222222
2023-06-25,67.72959183673468
2023-06-26,51.0062358276644
2023-06-27,52.67857142857142
2023-06-28,50.17006802721088
2023-06-29,51.0062358276644
2023-06-30,45.15306122448979
2023-07-01,41.80839002267574
2023-07-02,68.56575963718821
2023-07-03,48.497732426303855
2023-07-04,42.64455782312925
2023-07-05,56.859410430839
2023-07-06,56.02324263038548
2023-07-07,47.66156462585034
2023-07-08,45.15306122448979
2023-07-09,73.58276643990929
2023-07-10,56.02324263038548
2023-07-11,57.695578231292515
2023-07-12,57.695578231292515
2023-07-13,55.18707482993197
2023-07-14,50.17006802721088
2023-07-15,50.17006802721088
2023-07-16,75.25510204081633
2023-07-17,58.531746031746025
2023-07-18,60.20408163265306
2023-07-19,62.7125850340136
2023-07-20,59.36791383219954
2023-07-21,50.17006802721088
2023-07-22,43.480725623582764
2023-07-23,73.58276643990929
2023-07-24,54.350907029478456
2023-07-25,51.84240362811791
2023-07-26,56.859410430839
2023-07-27,50.17006802721088
2023-07-28,46.82539682539682
2023-07-29,43.480725623582764
2023-07-30,71.91043083900226
2023-07-31,52.67857142857142
2023-08-01,56.859410430839
2023-08-02,56.859410430839
2023-08-03,55.18707482993197
2023-08-04,55.18707482993197
2023-08-05,45.15306122448979
2023-08-06,76.09126984126983
2023-08-07,60.20408163265306
2023-08-08,55.18707482993197
2023-08-09,55.18707482993197
2023-08-10,52.67857142857142
2023-08-11,50.17006802721088
2023-08-12,46.82539682539682
2023-08-13,70.23809523809524
2023-08-14,56.02324263038548
2023-08-15,58.531746031746025
2023-08-16,60.20408163265306
2023-08-17,59.36791383219954
2023-08-18,51.84240362811791
2023-08-19,45.15306122448979
2023-08-20,75.25510204081633
2023-08-21,58.531746031746025
2023-08-22,59.36791383219954
2023-08-23,60.20408163265306
2023-08-24,56.859410430839
2023-08-25,53.51473922902494
2023-08-26,46.82539682539682
2023-08-27,71.07426303854875
2023-08-28,56.859410430839
2023-08-29,56.859410430839
2023-08-30,56.02324263038548
2023-08-31,52.67857142857142
2023-09-01,48.497732426303855
2023-09-02,40.97222222222222
2023-09-03,66.89342403628117
2023-09-04,45.15306122448979
2023-09-05,56.859410430839
2023-09-06,59.36791383219954
2023-09-07,58.531746031746025
2023-09-08,52.67857142857142
2023-09-09,49.333900226757365
2023-09-10,75.25510204081633
2023-09-11,61.040249433106574
2023-09-12,61.040249433106574
2023-09-13,65.22108843537414
2023-09-14,56.859410430839
2023-09-15,52.67857142857142
2023-09-16,44.31689342403628
2023-09-17,76.92743764172334
2023-09-18,57.695578231292515
2023-09-19,56.859410430839
2023-09-20,58.531746031746025
2023-09-21,59.36791383219954
2023-09-22,52.67857142857142
2023-09-23,45.989229024943306
2023-09-24,73.58276643990929
2023-09-25,61.87641723356009
2023-09-26,54.350907029478456
2023-09-27,66.05725623582767
2023-09-28,57.695578231292515
2023-09-29,54.350907029478456
2023-09-30,45.989229024943306
2023-10-01,74.4189342403628
2023-10-02,56.02324263038548
2023-10-03,58.531746031746025
2023-10-04,56.859410430839
2023-10-05,56.859410430839
2023-10-06,56.02324263038548
2023-10-07,43.480725623582764
2023-10-08,66.05725623582767
2023-10-09,51.0062358276644
2023-10-10,53.51473922902494
2023-10-11,56.859410430839
2023-10-12,56.859410430839
2023-10-13,50.17006802721088
2023-10-14,44.31689342403628
2023-10-15,70.23809523809524
2023-10-16,53.51473922902494
2023-10-17,55.18707482993197
2023-10-18,54.350907029478456
2023-10-19,55.18707482993197
2023-10-20,52.67857142857142
2023-10-21,44.31689342403628
2023-10-22,74.4189342403628
2023-10-23,56.02324263038548
2023-10-24,57.695578231292515
2023-10-25,61.040249433106574
2023-10-26,56.02324263038548
2023-10-27,52.67857142857142
2023-10-28,43.480725623582764
2023-10-29,68.56575963718821
2023-10-30,56.859410430839
2023-10-31,62.7125850340136
2023-11-01,61.040249433106574
2023-11-02,57.695578231292515
2023-11-03,52.67857142857142
2023-11-04,47.66156462585034
2023-11-05,66.89342403628117
2023-11-06,56.859410430839
2023-11-07,56.02324263038548
2023-11-08,51.0062358276644
2023-11-09,56.02324263038548
2023-11-10,51.0062358276644
2023-11-11,43.480725623582764
2023-11-12,72.74659863945578
2023-11-13,57.695578231292515
2023-11-14,55.18707482993197
2023-11-15,56.02324263038548
2023-11-16,51.84240362811791
2023-11-17,48.497732426303855
2023-11-18,42.64455782312925
2023-11-19,65.22108843537414
2023-11-20,51.84240362811791
2023-11-21,45.989229024943306
2023-11-22,40.136054421768705
2023-11-23,30.10204081632653
2023-11-24,30.10204081632653
2023-11-25,35.11904761904762
2023-11-26,61.040249433106574
2023-11-27,53.51473922902494
2023-11-28,56.859410430839
2023-11-29,83.61678004535148
2023-11-30,71.07426303854875
2023-12-01,59.36791383219954
2023-12-02,48.497732426303855
2023-12-03,71.91043083900226
2023-12-04,53.51473922902494
2023-12-05,52.67857142857142
2023-12-06,56.859410430839
2023-12-07,55.18707482993197
2023-12-08,52.67857142857142
2023-12-09,45.989229024943306
2023-12-10,65.22108843537414
2023-12-11,50.17006802721088
2023-12-12,53.51473922902494
2023-12-13,56.02324263038548
2023-12-14,56.02324263038548
2023-12-15,46.82539682539682
2023-12-16,43.480725623582764
2023-12-17,70.23809523809524
2023-12-18,51.84240362811791
2023-12-19,50.17006802721088
2023-12-20,53.51473922902494
2023-12-21,47.66156462585034
2023-12-22,49.92037903124212
2023-12-23,50.866874527588806
2023-12-24,76.09126984126983
2023-12-25,37.83659297052154
2023-12-26,37.83659297052154
2023-12-27,45.298229245401856
2023-12-28,41.094163359788354
2023-12-29,42.987154352481724
2023-12-30,44.35173374905517
2023-12-31,73.7801949483497
2024-01-01,47.60930413832199
2024-01-02,50.866874527588806
2024-01-03,54.12444491685562
2024-01-04,50.44879062736205
2024-01-05,52.759865520282176
2024-01-06,46.6628086419753
2024-01-07,79.34884023053665
2024-01-08,58.328510802469125
2024-01-09,54.65285651297556
2024-01-10,60.2215017951625
2024-01-11,57.38201530612244
2024-01-12,51.81337002393549
2024-01-13,46.24472474174854
2024-01-14,74.19827884857645
2024-01-15,50.866874527588806
2024-01-16,53.70636101662887
2024-01-17,61.58608119173595
2024-01-18,54.12444491685562
2024-01-19,54.65285651297556
2024-01-20,48.613866843033506
2024-01-21,73.97762345679011
2024-01-22,58.12527557319223
2024-01-23,58.12527557319223
2024-01-24,59.18209876543209
2024-01-25,59.18209876543209
2024-01-26,54.95480599647266
2024-01-27,50.72751322751322
2024-01-28,72.92080026455025
2024-01-29,60.23892195767195
2024-01-30,59.18209876543209
2024-01-31,60.23892195767195
2024-02-01,60.23892195767195
2024-02-02,52.841159611992936
2024-02-03,48.613866843033506
2024-02-04,77.1480930335097
2024-02-05,60.23892195767195
2024-02-06,56.01162918871251
2024-02-07,59.18209876543209
2024-02-08,57.06845238095237
2024-02-09,57.06845238095237
2024-02-10,48.613866843033506
2024-02-11,70.80715388007054
2024-02-12,49.67069003527336
2024-02-13,58.12527557319223
2024-02-14,56.01162918871251
2024-02-15,58.12527557319223
2024-02-16,57.06845238095237
2024-02-17,47.557043650793645
2024-02-18,70.80715388007054
2024-02-19,61.29574514991181
2024-02-20,57.06845238095237
2024-02-21,58.12527557319223
2024-02-22,57.06845238095237
2024-02-23,57.06845238095237
2024-02-24,49.67069003527336
2024-02-25,72.92080026455025
2024-02-26,58.12527557319223
2024-02-27,59.18209876543209
2024-02-28,57.06845238095237
2024-02-29,61.29574514991181
2024-03-01,51.78433641975308
2024-03-02,47.557043650793645
2024-03-03,73.97762345679011
2024-03-04,56.01162918871251
2024-03-05,54.95480599647266
2024-03-06,54.95480599647266
2024-03-07,52.841159611992936
2024-03-08,49.67069003527336
2024-03-09,45.44339726631393
2024-03-10,68.69350749559082
2024-03-11,51.78433641975308
2024-03-12,56.01162918871251
2024-03-13,57.06845238095237
2024-03-14,51.78433641975308
2024-03-15,54.95480599647266
2024-03-16,50.72751322751322
2024-03-17,73.97762345679011
2024-03-18,62.35256834215167
2024-03-19,57.06845238095237
2024-03-20,59.18209876543209
2024-03-21,57.06845238095237
2024-03-22,53.8979828042328
2024-03-23,48.613866843033506
2024-03-24,79.2617394179894
2024-03-25,58.12527557319223
2024-03-26,59.18209876543209
2024-03-27,62.35256834215167
2024-03-28,61.29574514991181
2024-03-29,65.52303791887124
2024-03-30,63.409391534391524
2024-03-31,105.68231922398587
2024-04-01,61.29574514991181
2024-04-02,60.23892195767195
2024-04-03,57.06845238095237
2024-04-04,57.06845238095237
2024-04-05,54.95480599647266
2024-04-06,44.38657407407407
2024-04-07,75.03444664902997
2024-04-08,49.67069003527336
2024-04-09,57.06845238095237
2024-04-10,58.12527557319223
2024-04-11,57.06845238095237
2024-04-12,54.95480599647266
2024-04-13,49.67069003527336
2024-04-14,76.09126984126983
2024-04-15,59.18209876543209
2024-04-16,57.06845238095237
2024-04-17,58.12527557319223
2024-04-18,57.06845238095237
2024-04-19,49.67069003527336
2024-04-20,47.557043650793645
2024-04-21,76.09126984126983
2024-04-22,57.06845238095237
2024-04-23,56.01162918871251
2024-04-24,54.95480599647266
2024-04-25,54.95480599647266
2024-04-26,49.67069003527336
2024-04-27,43.32975088183421
2024-04-28,72.92080026455025
2024-04-29,56.01162918871251
2024-04-30,53.8979828042328
2024-05-01,56.01162918871251
2024-05-02,54.95480599647266
2024-05-03,52.841159611992936
2024-05-04,42.272927689594354
2024-05-05,71.86397707231039
2024-05-06,54.95480599647266
2024-05-07,51.78433641975308
2024-05-08,47.557043650793645
2024-05-09,54.95480599647266
2024-05-10,48.613866843033506
2024-05-11,41.21610449735449
2024-05-12,56.01162918871251
2024-05-13,49.67069003527336
2024-05-14,48.613866843033506
2024-05-15,51.78433641975308
2024-05-16,53.8979828042328
2024-05-17,47.557043650793645
2024-05-18,44.38657407407407
2024-05-19,71.86397707231039
2024-05-20,52.841159611992936
2024-05-21,50.72751322751322
2024-05-22,49.67069003527336
2024-05-23,47.557043650793645
2024-05-24,46.500220458553784
2024-05-25,39.10245811287477
2024-05-26,67.63668430335096
2024-05-27,39.10245811287477
2024-05-28,48.613866843033506
2024-05-29,53.8979828042328
2024-05-30,50.72751322751322
2024-05-31,50.72751322751322
2024-06-01,45.44339726631393
2024-06-02,72.92080026455025
2024-06-03,54.95480599647266
2024-06-04,52.841159611992936
2024-06-05,58.12527557319223
2024-06-06,59.18209876543209
2024-06-07,54.95480599647266
2024-06-08,62.35256834215167
2024-06-09,85.60267857142856
2024-06-10,61.29574514991181
2024-06-11,62.35256834215167
2024-06-12,59.18209876543209
2024-06-13,54.95480599647266
2024-06-14,48.613866843033506
2024-06-15,52.841159611992936
2024-06-16,68.69350749559082
2024-06-17,51.78433641975308
2024-06-18,52.841159611992936
2024-06-19,49.67069003527336
2024-06-20,49.67069003527336
2024-06-21,51.78433641975308
2024-06-22,43.32975088183421
2024-06-23,73.97762345679011
2024-06-24,50.72751322751322
2024-06-25,52.841159611992936
2024-06-26,52.841159611992936
2024-06-27,51.78433641975308
2024-06-28,46.500220458553784
2024-06-29,46.500220458553784
2024-06-30,67.63668430335096
2024-07-01,52.841159611992936
2024-07-02,56.01162918871251
2024-07-03,52.841159611992936
2024-07-04,40.15928130511463
2024-07-05,43.32975088183421
2024-07-06,43.32975088183421
2024-07-07,68.69350749559082
2024-07-08,57.06845238095237
2024-07-09,56.01162918871251
2024-07-10,57.06845238095237
2024-07-11,52.841159611992936
2024-07-12,56.01162918871251
2024-07-13,48.613866843033506
2024-07-14,66.5798611111111
2024-07-15,58.12527557319223
2024-07-16,59.18209876543209
2024-07-17,61.29574514991181
2024-07-18,56.01162918871251
2024-07-19,49.67069003527336
2024-07-20,43.32975088183421
2024-07-21,69.75033068783068
2024-07-22,54.95480599647266
2024-07-23,57.06845238095237
2024-07-24,53.8979828042328
2024-07-25,53.8979828042328
2024-07-26,49.67069003527336
2024-07-27,42.272927689594354
2024-07-28,69.75033068783068
2024-07-29,53.8979828042328
2024-07-30,52.841159611992936
2024-07-31,56.01162918871251
2024-08-01,57.06845238095237
2024-08-02,60.23892195767195
2024-08-03,48.613866843033506
2024-08-04,75.03444664902997
2024-08-05,54.95480599647266
2024-08-06,53.8979828042328
2024-08-07,58.12527557319223
2024-08-08,56.01162918871251
2024-08-09,51.78433641975308
2024-08-10,45.44339726631393
2024-08-11,70.80715388007054
2024-08-12,60.23892195767195
2024-08-13,62.35256834215167
2024-08-14,65.52303791887124
2024-08-15,61.29574514991181
2024-08-16,58.12527557319223
2024-08-17,46.500220458553784
2024-08-18,81.28852362228503
2024-08-19,60.970011974221435
2024-08-20,62.52629270251987
2024-08-21,61.48394654031068
2024-08-22,58.88531964980309
2024-08-23,54.18752340484646
2024-08-24,52.1028310804281
2024-08-25,85.45790827112172
2024-08-26,61.48394654031068
2024-08-27,60.44160037810151
2024-08-28,61.48394654031068
2024-08-29,58.88531964980309
2024-08-30,56.27221572926481
2024-08-31,47.41951186550216
2024-09-01,76.07679281123916
2024-09-02,51.588896514338856
2024-09-03,64.61098502693821
2024-09-04,66.18174278526732
2024-09-05,60.44160037810151
2024-09-06,61.48394654031068
2024-09-07,52.1028310804281
2024-09-08,79.20383129786667
2024-09-09,63.05470429863979
2024-09-10,65.6533311891474
2024-09-11,63.05470429863979
2024-09-12,63.56863886472904
2024-09-13,56.80062732538474
2024-09-14,49.5042041899205
2024-09-15,75.03444664902997
2024-09-16,68.86723185595902
2024-09-17,63.72788619506655
2024-09-18,67.83936272378052
2024-09-19,61.67214793070956
2024-09-20,59.61640966635258
2024-09-21,48.30984921238916
2024-09-22,79.14592317774394
2024-09-23,63.72788619506655
2024-09-24,58.588540534174086
2024-09-25,67.83936272378052
2024-09-26,61.67214793070956
2024-09-27,55.50493313763861
2024-09-28,49.33771834456765
2024-09-29,72.97870838467298
2024-09-30,59.61640966635258
2024-10-01,67.83936272378052
