Time,guide
2022-08-07,75.0
2022-08-08,88.0
2022-08-09,83.0
2022-08-10,81.0
2022-08-11,79.0
2022-08-12,76.0
2022-08-13,72.0
2022-08-14,79.0
2022-08-15,88.0
2022-08-16,82.0
2022-08-17,84.0
2022-08-18,80.0
2022-08-19,78.0
2022-08-20,73.0
2022-08-21,79.0
2022-08-22,80.0
2022-08-23,86.0
2022-08-24,80.0
2022-08-25,82.0
2022-08-26,77.0
2022-08-27,74.0
2022-08-28,79.0
2022-08-29,79.4
2022-08-30,79.9
2022-08-31,78.69999999999999
2022-09-01,79.4
2022-09-02,70.0
2022-09-03,72.9
2022-09-04,75.3
2022-09-05,78.19999999999999
2022-09-06,81.1
2022-09-07,78.69999999999999
2022-09-08,74.1
2022-09-09,74.6
2022-09-10,70.0
2022-09-11,75.3
2022-09-12,77.0
2022-09-13,78.69999999999999
2022-09-14,85.69999999999999
2022-09-15,78.69999999999999
2022-09-16,74.1
2022-09-17,68.8
2022-09-18,75.8
2022-09-19,82.3
2022-09-20,81.1
2022-09-21,79.9
2022-09-22,79.9
2022-09-23,75.8
2022-09-24,67.1
2022-09-25,72.9
2022-09-26,81.1
2022-09-27,79.8
2022-09-28,77.0
2022-09-29,74.19999999999999
2022-09-30,77.0
2022-10-01,71.39999999999999
2022-10-02,74.19999999999999
2022-10-03,81.19999999999999
2022-10-04,77.0
2022-10-05,79.8
2022-10-06,81.19999999999999
2022-10-07,78.39999999999999
2022-10-08,72.8
2022-10-09,74.19999999999999
2022-10-10,82.6
2022-10-11,79.8
2022-10-12,78.39999999999999
2022-10-13,78.39999999999999
2022-10-14,72.8
2022-10-15,67.19999999999999
2022-10-16,71.39999999999999
2022-10-17,82.6
2022-10-18,81.19999999999999
2022-10-19,82.6
2022-10-20,77.0
2022-10-21,72.8
2022-10-22,75.6
2022-10-23,74.19999999999999
2022-10-24,82.6
2022-10-25,84.0
2022-10-26,99.39999999999999
2022-10-27,102.19999999999999
2022-10-28,96.6
2022-10-29,95.19999999999999
2022-10-30,98.0
2022-10-31,98.0
2022-11-01,100.8
2022-11-02,98.0
2022-11-03,98.0
2022-11-04,100.8
2022-11-05,96.6
2022-11-06,95.19999999999999
2022-11-07,109.19999999999999
2022-11-08,140.0
2022-11-09,92.39999999999999
2022-11-10,92.39999999999999
2022-11-11,81.19999999999999
2022-11-12,85.39999999999999
2022-11-13,89.6
2022-11-14,84.0
2022-11-15,88.19999999999999
2022-11-16,88.19999999999999
2022-11-17,89.6
2022-11-18,88.19999999999999
2022-11-19,86.8
2022-11-20,88.19999999999999
2022-11-21,85.39999999999999
2022-11-22,85.39999999999999
2022-11-23,79.8
2022-11-24,70.0
2022-11-25,74.19999999999999
2022-11-26,72.8
2022-11-27,79.8
2022-11-28,79.8
2022-11-29,81.19999999999999
2022-11-30,74.19999999999999
2022-12-01,77.0
2022-12-02,72.8
2022-12-03,71.39999999999999
2022-12-04,74.19999999999999
2022-12-05,82.6
2022-12-06,78.39999999999999
2022-12-07,81.19999999999999
2022-12-08,81.19999999999999
2022-12-09,74.19999999999999
2022-12-10,75.6
2022-12-11,74.19999999999999
2022-12-12,78.39999999999999
2022-12-13,79.8
2022-12-14,81.19999999999999
2022-12-15,77.0
2022-12-16,74.19999999999999
2022-12-17,79.8
2022-12-18,74.19999999999999
2022-12-19,77.0
2022-12-20,81.19999999999999
2022-12-21,79.8
2022-12-22,71.39999999999999
2022-12-23,72.8
2022-12-24,67.19999999999999
2022-12-25,70.0
2022-12-26,74.19999999999999
2022-12-27,81.19999999999999
2022-12-28,82.6
2022-12-29,79.8
2022-12-30,74.19999999999999
2022-12-31,74.19999999999999
2023-01-01,70.0
2023-01-02,84.0
2023-01-03,78.39999999999999
2023-01-04,86.8
2023-01-05,79.8
2023-01-06,81.19999999999999
2023-01-07,78.39999999999999
2023-01-08,81.19999999999999
2023-01-09,84.0
2023-01-10,84.0
2023-01-11,81.19999999999999
2023-01-12,81.19999999999999
2023-01-13,79.8
2023-01-14,75.6
2023-01-15,77.0
2023-01-16,82.6
2023-01-17,88.19999999999999
2023-01-18,84.0
2023-01-19,84.0
2023-01-20,84.0
2023-01-21,75.6
2023-01-22,75.6
2023-01-23,82.6
2023-01-24,86.8
2023-01-25,81.19999999999999
2023-01-26,81.19999999999999
2023-01-27,78.39999999999999
2023-01-28,74.19999999999999
2023-01-29,74.19999999999999
2023-01-30,81.19999999999999
2023-01-31,79.8
2023-02-01,85.39999999999999
2023-02-02,81.19999999999999
2023-02-03,79.8
2023-02-04,75.6
2023-02-05,78.39999999999999
2023-02-06,82.6
2023-02-07,79.8
2023-02-08,79.8
2023-02-09,78.39999999999999
2023-02-10,77.0
2023-02-11,70.0
2023-02-12,75.6
2023-02-13,71.39999999999999
2023-02-14,78.39999999999999
2023-02-15,82.6
2023-02-16,81.19999999999999
2023-02-17,81.19999999999999
2023-02-18,74.19999999999999
2023-02-19,75.6
2023-02-20,85.39999999999999
2023-02-21,82.6
2023-02-22,84.0
2023-02-23,82.6
2023-02-24,78.39999999999999
2023-02-25,82.6
2023-02-26,77.0
2023-02-27,82.6
2023-02-28,82.6
2023-03-01,81.19999999999999
2023-03-02,81.19999999999999
2023-03-03,77.0
2023-03-04,72.8
2023-03-05,75.6
2023-03-06,84.0
2023-03-07,84.0
2023-03-08,82.6
2023-03-09,79.8
2023-03-10,81.19999999999999
2023-03-11,74.19999999999999
2023-03-12,78.39999999999999
2023-03-13,84.0
2023-03-14,82.6
2023-03-15,81.19999999999999
2023-03-16,82.6
2023-03-17,75.6
2023-03-18,71.39999999999999
2023-03-19,75.6
2023-03-20,82.6
2023-03-21,82.6
2023-03-22,79.8
2023-03-23,84.0
2023-03-24,78.39999999999999
2023-03-25,72.8
2023-03-26,77.0
2023-03-27,79.8
2023-03-28,85.39999999999999
2023-03-29,84.0
2023-03-30,81.19999999999999
2023-03-31,77.0
2023-04-01,71.39999999999999
2023-04-02,75.6
2023-04-03,85.39999999999999
2023-04-04,82.6
2023-04-05,79.8
2023-04-06,78.39999999999999
2023-04-07,77.0
2023-04-08,74.19999999999999
2023-04-09,70.0
2023-04-10,84.0
2023-04-11,84.0
2023-04-12,79.8
2023-04-13,82.6
2023-04-14,78.39999999999999
2023-04-15,70.0
2023-04-16,77.0
2023-04-17,84.0
2023-04-18,81.19999999999999
2023-04-19,82.6
2023-04-20,77.0
2023-04-21,77.0
2023-04-22,71.39999999999999
2023-04-23,78.39999999999999
2023-04-24,86.8
2023-04-25,82.6
2023-04-26,79.8
2023-04-27,77.00813953488372
2023-04-28,72.58837209302325
2023-04-29,71.42441860465115
2023-04-30,78.1720930232558
2023-05-01,82.59186046511627
2023-05-02,77.00813953488372
2023-05-03,78.1720930232558
2023-05-04,74.21627906976744
2023-05-05,68.63255813953488
2023-05-06,70.26046511627906
2023-05-07,72.58837209302325
2023-05-08,83.75581395348837
2023-05-09,81.42790697674417
2023-05-10,75.38023255813954
2023-05-11,77.00813953488372
2023-05-12,73.05232558139534
2023-05-13,67.46860465116279
2023-05-14,69.79651162790697
2023-05-15,78.1720930232558
2023-05-16,85.38372093023256
2023-05-17,80.96395348837208
2023-05-18,78.1720930232558
2023-05-19,73.05232558139534
2023-05-20,72.58837209302325
2023-05-21,70.26046511627906
2023-05-22,80.96395348837208
2023-05-23,78.63604651162791
2023-05-24,78.63604651162791
2023-05-25,83.51162790697674
2023-05-26,75.16046511627907
2023-05-27,70.52093023255813
2023-05-28,71.44883720930233
2023-05-29,73.30465116279069
2023-05-30,77.94418604651162
2023-05-31,77.01627906976744
2023-06-01,74.23255813953487
2023-06-02,76.08837209302325
2023-06-03,70.52093023255813
2023-06-04,71.44883720930233
2023-06-05,80.72790697674418
2023-06-06,77.94418604651162
2023-06-07,81.65581395348836
2023-06-08,78.87209302325581
2023-06-09,73.30465116279069
2023-06-10,65.8813953488372
2023-06-11,70.52093023255813
2023-06-12,83.51162790697674
2023-06-13,81.65581395348836
2023-06-14,77.94418604651162
2023-06-15,77.01627906976744
2023-06-16,73.30465116279069
2023-06-17,65.8813953488372
2023-06-18,66.80930232558138
2023-06-19,81.65581395348836
2023-06-20,80.72790697674418
2023-06-21,78.87209302325581
2023-06-22,74.23255813953487
2023-06-23,73.30465116279069
2023-06-24,71.44883720930233
2023-06-25,69.59302325581395
2023-06-26,78.87209302325581
2023-06-27,77.94418604651162
2023-06-28,74.23255813953487
2023-06-29,82.58372093023256
2023-06-30,78.87209302325581
2023-07-01,71.44883720930233
2023-07-02,77.01627906976744
2023-07-03,77.01627906976744
2023-07-04,71.44883720930233
2023-07-05,77.01627906976744
2023-07-06,86.2953488372093
2023-07-07,77.94418604651162
2023-07-08,70.52093023255813
2023-07-09,77.01627906976744
2023-07-10,85.3674418604651
2023-07-11,84.43953488372092
2023-07-12,84.43953488372092
2023-07-13,79.8
2023-07-14,77.01627906976744
2023-07-15,72.37674418604651
2023-07-16,74.23255813953487
2023-07-17,80.72790697674418
2023-07-18,83.51162790697674
2023-07-19,85.3674418604651
2023-07-20,77.94418604651162
2023-07-21,77.94418604651162
2023-07-22,74.23255813953487
2023-07-23,79.8
2023-07-24,86.2953488372093
2023-07-25,85.3674418604651
2023-07-26,85.3674418604651
2023-07-27,80.72790697674418
2023-07-28,72.37674418604651
2023-07-29,71.44883720930233
2023-07-30,72.37674418604651
2023-07-31,84.43953488372092
2023-08-01,77.94418604651162
2023-08-02,79.8
2023-08-03,79.8
2023-08-04,77.01627906976744
2023-08-05,68.66511627906976
2023-08-06,77.01627906976744
2023-08-07,82.58372093023256
2023-08-08,83.51162790697674
2023-08-09,75.16046511627907
2023-08-10,77.94418604651162
2023-08-11,77.94418604651162
2023-08-12,68.66511627906976
2023-08-13,73.30465116279069
2023-08-14,82.58372093023256
2023-08-15,83.51162790697674
2023-08-16,76.08837209302325
2023-08-17,79.8
2023-08-18,76.08837209302325
2023-08-19,67.73720930232558
2023-08-20,73.30465116279069
2023-08-21,80.72790697674418
2023-08-22,83.51162790697674
2023-08-23,80.72790697674418
2023-08-24,79.8
2023-08-25,72.37674418604651
2023-08-26,65.8813953488372
2023-08-27,73.30465116279069
2023-08-28,79.8
2023-08-29,78.87209302325581
2023-08-30,79.8
2023-08-31,78.87209302325581
2023-09-01,74.23255813953487
2023-09-02,70.52093023255813
2023-09-03,75.16046511627907
2023-09-04,81.65581395348836
2023-09-05,83.51162790697674
2023-09-06,80.72790697674418
2023-09-07,77.01627906976744
2023-09-08,74.23255813953487
2023-09-09,71.44883720930233
2023-09-10,77.01627906976744
2023-09-11,81.65581395348836
2023-09-12,79.8
2023-09-13,77.01627906976744
2023-09-14,78.87209302325581
2023-09-15,72.37674418604651
2023-09-16,69.59302325581395
2023-09-17,71.44883720930233
2023-09-18,80.72790697674418
2023-09-19,78.87209302325581
2023-09-20,77.01627906976744
2023-09-21,78.87209302325581
2023-09-22,72.37674418604651
2023-09-23,71.44883720930233
2023-09-24,71.44883720930233
2023-09-25,76.08837209302325
2023-09-26,78.87209302325581
2023-09-27,77.94418604651162
2023-09-28,76.08837209302325
2023-09-29,74.23255813953487
2023-09-30,66.80930232558138
2023-10-01,72.37674418604651
2023-10-02,80.72790697674418
2023-10-03,77.94418604651162
2023-10-04,80.72790697674418
2023-10-05,74.23255813953487
2023-10-06,75.16046511627907
2023-10-07,66.80930232558138
2023-10-08,69.59302325581395
2023-10-09,78.87209302325581
2023-10-10,75.16046511627907
2023-10-11,77.94418604651162
2023-10-12,75.16046511627907
2023-10-13,76.08837209302325
2023-10-14,67.73720930232558
2023-10-15,68.66511627906976
2023-10-16,78.87209302325581
2023-10-17,81.65581395348836
2023-10-18,74.23255813953487
2023-10-19,77.01627906976744
2023-10-20,74.23255813953487
2023-10-21,64.95348837209302
2023-10-22,71.44883720930233
2023-10-23,78.87209302325581
2023-10-24,80.72790697674418
2023-10-25,78.87209302325581
2023-10-26,77.01627906976744
2023-10-27,73.30465116279069
2023-10-28,64.95348837209302
2023-10-29,66.80930232558138
2023-10-30,79.8
2023-10-31,76.08837209302325
2023-11-01,76.08837209302325
2023-11-02,73.30465116279069
2023-11-03,76.08837209302325
2023-11-04,65.8813953488372
2023-11-05,72.37674418604651
2023-11-06,82.58372093023256
2023-11-07,92.7906976744186
2023-11-08,80.72790697674418
2023-11-09,84.43953488372092
2023-11-10,71.44883720930233
2023-11-11,68.66511627906976
2023-11-12,70.52093023255813
2023-11-13,79.8
2023-11-14,76.08837209302325
2023-11-15,79.8
2023-11-16,76.08837209302325
2023-11-17,74.23255813953487
2023-11-18,68.66511627906976
2023-11-19,67.73720930232558
2023-11-20,77.94418604651162
2023-11-21,72.37674418604651
2023-11-22,72.37674418604651
2023-11-23,60.313953488372086
2023-11-24,67.73720930232558
2023-11-25,70.52093023255813
2023-11-26,73.30465116279069
2023-11-27,78.87209302325581
2023-11-28,78.87209302325581
2023-11-29,77.01627906976744
2023-11-30,71.44883720930233
2023-12-01,72.37674418604651
2023-12-02,70.52093023255813
2023-12-03,72.37674418604651
2023-12-04,78.87209302325581
2023-12-05,79.8
2023-12-06,77.94418604651162
2023-12-07,75.16046511627907
2023-12-08,75.16046511627907
2023-12-09,72.37674418604651
2023-12-10,73.30465116279069
2023-12-11,75.16046511627907
2023-12-12,77.94418604651162
2023-12-13,76.08837209302325
2023-12-14,78.87209302325581
2023-12-15,72.37674418604651
2023-12-16,70.52093023255813
2023-12-17,71.44883720930233
2023-12-18,74.23255813953487
2023-12-19,75.16046511627907
2023-12-20,78.87209302325581
2023-12-21,76.08837209302325
2023-12-22,73.72334089619966
2023-12-23,68.55195689166194
2023-12-24,60.57422007941009
2023-12-25,62.91661939875212
2023-12-26,75.12651730005672
2023-12-27,79.82263187748157
2023-12-28,77.94418604651162
2023-12-29,76.0657402155417
2023-12-30,70.43040272263187
2023-12-31,73.24807146908677
2024-01-01,70.90567214974475
2024-01-02,79.82263187748157
2024-01-03,81.70107770845149
2024-01-04,84.51874645490639
2024-01-05,78.8834089619966
2024-01-06,77.94418604651162
2024-01-07,75.12651730005672
2024-01-08,80.76185479296652
2024-01-09,78.8834089619966
2024-01-10,79.82263187748157
2024-01-11,77.00496313102664
2024-01-12,76.0657402155417
2024-01-13,77.94418604651162
2024-01-14,75.12651730005672
2024-01-15,76.0657402155417
2024-01-16,77.00496313102664
2024-01-17,78.8834089619966
2024-01-18,79.82263187748157
2024-01-19,74.18729438457174
2024-01-20,74.14203062960861
2024-01-21,73.19149177538286
2024-01-22,79.84526375496313
2024-01-23,80.79580260918887
2024-01-24,85.54849688031763
2024-01-25,77.94418604651162
2024-01-26,76.99364719228586
2024-01-27,75.09256948383437
2024-01-28,74.14203062960861
2024-01-29,77.94418604651162
2024-01-30,82.69688031764038
2024-01-31,77.94418604651162
2024-02-01,75.09256948383437
2024-02-02,75.09256948383437
2024-02-03,72.24095292115712
2024-02-04,76.04310833806012
2024-02-05,79.84526375496313
2024-02-06,78.89472490073737
2024-02-07,79.84526375496313
2024-02-08,77.94418604651162
2024-02-09,76.99364719228586
2024-02-10,72.24095292115712
2024-02-11,73.19149177538286
2024-02-12,73.19149177538286
2024-02-13,84.59795802609187
2024-02-14,77.94418604651162
2024-02-15,77.94418604651162
2024-02-16,79.84526375496313
2024-02-17,73.19149177538286
2024-02-18,77.94418604651162
2024-02-19,82.69688031764038
2024-02-20,82.69688031764038
2024-02-21,82.69688031764038
2024-02-22,77.94418604651162
2024-02-23,76.99364719228586
2024-02-24,74.14203062960861
2024-02-25,76.04310833806012
2024-02-26,84.59795802609187
2024-02-27,79.84526375496313
2024-02-28,78.89472490073737
2024-02-29,79.84526375496313
2024-03-01,76.04310833806012
2024-03-02,72.24095292115712
2024-03-03,76.99364719228586
2024-03-04,88.40011344299488
2024-03-05,94.1033465683494
2024-03-06,82.69688031764038
2024-03-07,78.89472490073737
2024-03-08,73.19149177538286
2024-03-09,71.29041406693136
2024-03-10,70.3398752127056
2024-03-11,81.74634146341462
2024-03-12,82.69688031764038
2024-03-13,84.59795802609187
2024-03-14,74.14203062960861
2024-03-15,76.04310833806012
2024-03-16,71.29041406693136
2024-03-17,74.14203062960861
2024-03-18,83.64741917186613
2024-03-19,82.69688031764038
2024-03-20,82.69688031764038
2024-03-21,75.09256948383437
2024-03-22,73.19149177538286
2024-03-23,75.09256948383437
2024-03-24,73.19149177538286
2024-03-25,81.74634146341462
2024-03-26,79.84526375496313
2024-03-27,79.84526375496313
2024-03-28,78.89472490073737
2024-03-29,72.24095292115712
2024-03-30,70.3398752127056
2024-03-31,70.3398752127056
2024-04-01,82.69688031764038
2024-04-02,83.64741917186613
2024-04-03,79.84526375496313
2024-04-04,75.09256948383437
2024-04-05,75.09256948383437
2024-04-06,64.6366420873511
2024-04-07,72.24095292115712
2024-04-08,74.14203062960861
2024-04-09,79.84526375496313
2024-04-10,78.89472490073737
2024-04-11,77.94418604651162
2024-04-12,74.14203062960861
2024-04-13,66.5377197958026
2024-04-14,70.3398752127056
2024-04-15,79.84526375496313
2024-04-16,79.84526375496313
2024-04-17,77.94418604651162
2024-04-18,79.84526375496313
2024-04-19,76.04310833806012
2024-04-20,68.43879750425411
2024-04-21,76.04310833806012
2024-04-22,83.64741917186613
2024-04-23,83.64741917186613
2024-04-24,79.84526375496313
2024-04-25,80.79580260918887
2024-04-26,72.24095292115712
2024-04-27,73.19149177538286
2024-04-28,74.14203062960861
2024-04-29,81.74634146341462
2024-04-30,78.89472490073737
2024-05-01,79.84526375496313
2024-05-02,76.99364719228586
2024-05-03,76.04310833806012
2024-05-04,69.38933635847985
2024-05-05,73.19149177538286
2024-05-06,81.74634146341462
2024-05-07,81.74634146341462
2024-05-08,76.99364719228586
2024-05-09,77.94418604651162
2024-05-10,76.04310833806012
2024-05-11,66.5377197958026
2024-05-12,65.58718094157685
2024-05-13,81.74634146341462
2024-05-14,82.69688031764038
2024-05-15,82.69688031764038
2024-05-16,79.84526375496313
2024-05-17,73.19149177538286
2024-05-18,69.38933635847985
2024-05-19,70.3398752127056
2024-05-20,82.69688031764038
2024-05-21,79.84526375496313
2024-05-22,76.99364719228586
2024-05-23,77.94418604651162
2024-05-24,76.99364719228586
2024-05-25,71.29041406693136
2024-05-26,73.19149177538286
2024-05-27,76.04310833806012
2024-05-28,86.49903573454338
2024-05-29,82.69688031764038
2024-05-30,80.79580260918887
2024-05-31,76.99364719228586
2024-06-01,71.29041406693136
2024-06-02,74.14203062960861
2024-06-03,83.64741917186613
2024-06-04,86.49903573454338
2024-06-05,81.74634146341462
2024-06-06,83.64741917186613
2024-06-07,76.99364719228586
2024-06-08,72.24095292115712
2024-06-09,75.09256948383437
2024-06-10,88.40011344299488
2024-06-11,82.69688031764038
2024-06-12,85.54849688031763
2024-06-13,80.79580260918887
2024-06-14,74.14203062960861
2024-06-15,65.58718094157685
2024-06-16,71.29041406693136
2024-06-17,85.54849688031763
2024-06-18,84.59795802609187
2024-06-19,78.89472490073737
2024-06-20,81.74634146341462
2024-06-21,77.94418604651162
2024-06-22,74.14203062960861
2024-06-23,71.29041406693136
2024-06-24,86.49903573454338
2024-06-25,81.74634146341462
2024-06-26,83.64741917186613
2024-06-27,79.84526375496313
2024-06-28,77.94418604651162
2024-06-29,70.3398752127056
2024-06-30,73.19149177538286
2024-07-01,82.69688031764038
2024-07-02,83.64741917186613
2024-07-03,78.89472490073737
2024-07-04,69.38933635847985
2024-07-05,72.24095292115712
2024-07-06,75.09256948383437
2024-07-07,73.19149177538286
2024-07-08,87.44957458876914
2024-07-09,84.59795802609187
2024-07-10,83.64741917186613
2024-07-11,78.89472490073737
2024-07-12,77.94418604651162
2024-07-13,69.38933635847985
2024-07-14,66.5377197958026
2024-07-15,78.89472490073737
2024-07-16,78.89472490073737
2024-07-17,78.89472490073737
2024-07-18,81.74634146341462
2024-07-19,73.19149177538286
2024-07-20,70.3398752127056
2024-07-21,70.3398752127056
2024-07-22,79.84526375496313
2024-07-23,84.59795802609187
2024-07-24,83.64741917186613
2024-07-25,82.69688031764038
2024-07-26,74.14203062960861
2024-07-27,69.38933635847985
2024-07-28,69.38933635847985
2024-07-29,83.64741917186613
2024-07-30,81.74634146341462
2024-07-31,78.89472490073737
2024-08-01,84.59795802609187
2024-08-02,88.40011344299488
2024-08-03,83.64741917186613
2024-08-04,88.40011344299488
2024-08-05,94.1033465683494
2024-08-06,95.05388542257515
2024-08-07,90.30119115144639
2024-08-08,89.35065229722063
2024-08-09,85.54849688031763
2024-08-10,76.04310833806012
2024-08-11,79.84526375496313
2024-08-12,90.30119115144639
2024-08-13,87.44957458876914
2024-08-14,89.35065229722063
2024-08-15,85.54849688031763
2024-08-16,79.84526375496313
2024-08-17,73.19149177538286
2024-08-18,78.78289680024022
2024-08-19,87.17000433752628
2024-08-20,88.23237129224916
2024-08-21,87.75710186513629
2024-08-22,79.84526375496313
2024-08-23,79.84526375496313
2024-08-24,77.72052984551732
2024-08-25,80.90763070968602
2024-08-26,88.23237129224916
2024-08-27,85.63236795569048
2024-08-28,86.69473491041339
2024-08-29,80.90763070968602
2024-08-30,77.72052984551732
2024-08-31,68.27105535350839
2024-09-01,75.12052650895865
2024-09-02,79.84526375496313
2024-09-03,85.63236795569048
2024-09-04,83.03236461913181
2024-09-05,78.78289680024022
2024-09-06,71.93342564478996
2024-09-07,68.27105535350839
2024-09-08,75.12052650895865
2024-09-09,84.5700010009676
2024-09-10,79.84526375496313
2024-09-11,76.18289346368155
2024-09-12,79.84526375496313
2024-09-13,76.18289346368155
2024-09-14,73.58289012712288
2024-09-15,68.85815288111841
2024-09-16,79.84526375496313
2024-09-17,83.36784892062326
2024-09-18,82.19365386540322
2024-09-19,79.84526375496313
2024-09-20,77.49687364452303
2024-09-21,70.45170331320276
2024-09-22,70.45170331320276
2024-09-23,81.01945881018317
2024-09-24,82.19365386540322
2024-09-25,81.01945881018317
2024-09-26,79.84526375496313
2024-09-27,75.14848353408294
2024-09-28,71.62589836842281
2024-09-29,70.45170331320276
2024-09-30,81.01945881018317
2024-10-01,78.67106869974307
2024-10-02,81.01945881018317
2024-10-03,78.67106869974307
2024-10-04,75.14848353408294
2024-10-05,70.45170331320276
2024-10-06,73.9742884788629
2024-10-07,82.19365386540322
2024-10-08,76.32267858930298
2024-10-09,81.01945881018317
2024-10-10,78.67106869974307
2024-10-11,77.49687364452303
2024-10-12,71.62589836842281
2024-10-13,75.14848353408294
2024-10-14,86.8904340862834
2024-10-15,84.54204397584331
2024-10-16,79.84526375496313
2024-10-17,83.36784892062326
2024-10-18,79.84526375496313
2024-10-19,73.9742884788629
2024-10-20,73.9742884788629
2024-10-21,92.76140936238363
2024-10-22,91.58721430716359
2024-10-23,96.28399452804376
2024-10-24,85.71623903106335
2024-10-25,79.84526375496313
2024-10-26,75.14848353408294
2024-10-27,78.67106869974307
2024-10-28,90.41301925194354
2024-10-29,91.58721430716359
2024-10-30,88.06462914150345
2024-10-31,82.19365386540322
2024-11-01,83.36784892062326
2024-11-02,78.67106869974307
2024-11-03,84.54204397584331
