Time,reparation
2024-09-26,50.36781159095994
2024-09-27,46.256153501901984
2024-09-28,32.89326471246363
2024-09-29,24.669948534347725
2024-09-30,45.228238979637496
2024-10-01,34.94909375699261
2024-10-02,33.92117923472812
2024-10-03,51.39572611322443
2024-10-04,41.11658089057954
2024-10-05,31.865350190199145
2024-10-06,58.59112776907585
2024-10-07,45.228238979637496
2024-10-08,40.08866636831505
2024-10-09,39.060751846050564
2024-10-10,43.17240993510852
2024-10-11,26.725777578876702
2024-10-12,21.58620496755426
2024-10-13,31.865350190199145
2024-10-14,42.14449541284403
2024-10-15,44.20032445737301
2024-10-16,79.14941821436562
2024-10-17,50.36781159095994
2024-10-18,29.809521145670168
2024-10-19,40.08866636831505
2024-10-20,25.697863056612213
2024-10-21,50.36781159095994
2024-10-22,41.11658089057954
2024-10-23,37.00492280152159
2024-10-24,44.20032445737301
2024-10-25,61.67487133586931
2024-10-26,47.28406802416647
2024-10-27,28.78160662340568
2024-10-28,59.619042291340335
2024-10-29,37.00492280152159
2024-10-30,45.228238979637496
2024-10-31,35.9770082792571
2024-11-01,37.00492280152159
2024-11-02,27.75369210114119
2024-11-03,24.669948534347725
2024-11-04,55.50738420228238
2024-11-05,38.032837323786076
2024-11-06,30.837435667934656
2024-11-07,40.08866636831505
2024-11-08,47.28406802416647
2024-11-09,25.697863056612213
2024-11-10,25.697863056612213
2024-11-11,38.032837323786076
2024-11-12,59.619042291340335
2024-11-13,102.79145222644885
2024-11-14,68.87027299172073
2024-11-15,33.92117923472812
2024-11-16,34.94909375699261
2024-11-17,47.28406802416647
2024-11-18,49.33989706869545
2024-11-19,44.20032445737301
2024-11-20,56.53529872454687
2024-11-21,45.228238979637496
2024-11-22,44.20032445737301
2024-11-23,40.08866636831505
2024-11-24,34.94909375699261
2024-11-25,33.92117923472812
2024-11-26,49.33989706869545
2024-11-27,40.08866636831505
2024-11-28,30.837435667934656
2024-11-29,42.14449541284403
2024-11-30,25.697863056612213
2024-12-01,0.0
2024-12-02,52.423640635488916
2024-12-03,42.14449541284403
2024-12-04,47.28406802416647
2024-12-05,40.08866636831505
2024-12-06,44.20032445737301
2024-12-07,19.530375923025282
2024-12-08,41.11658089057954
2024-12-09,47.28406802416647
2024-12-10,42.14449541284403
2024-12-11,48.31198254643096
2024-12-12,46.256153501901984
2024-12-13,42.14449541284403
2024-12-14,47.28406802416647
2024-12-15,31.865350190199145
2024-12-16,46.256153501901984
2024-12-17,52.423640635488916
2024-12-18,33.92117923472812
2024-12-19,25.697863056612213
2024-12-20,29.809521145670168
2024-12-21,30.837435667934656
2024-12-22,26.725777578876702
2024-12-23,25.697863056612213
2024-12-24,20.55829044528977
2024-12-25,0.0
2024-12-26,19.530375923025282
2024-12-27,19.530375923025282
2024-12-28,28.78160662340568
2024-12-29,28.78160662340568
2024-12-30,31.865350190199145
2024-12-31,21.58620496755426
2025-01-01,29.809521145670168
2025-01-02,32.89326471246363
2025-01-03,42.14449541284403
2025-01-04,39.060751846050564
2025-01-05,0.0
2025-01-06,31.865350190199145
2025-01-07,33.92117923472812
2025-01-08,50.36781159095994
2025-01-09,28.78160662340568
2025-01-10,40.08866636831505
2025-01-11,21.58620496755426
2025-01-12,28.78160662340568
2025-01-13,51.39572611322443
2025-01-14,30.837435667934656
2025-01-15,31.865350190199145
2025-01-16,43.17240993510852
2025-01-17,32.89326471246363
2025-01-18,63.73070038039829
2025-01-19,69.89818751398522
2025-01-20,44.20032445737301
2025-01-21,43.17240993510852
2025-01-22,53.451555157753404
2025-01-23,72.98193108077868
2025-01-24,55.50738420228238
2025-01-25,89.4285634370105
2025-01-26,56.53529872454687
2025-01-27,66.81444394719176
2025-01-28,74.00984560304317
2025-01-29,62.7027858581338
2025-01-30,61.67487133586931
2025-01-31,54.47946968001789
2025-02-01,54.47946968001789
2025-02-02,44.20032445737301
2025-02-03,45.228238979637496
2025-02-04,49.33989706869545
2025-02-05,69.89818751398522
2025-02-06,60.646956813604824
2025-02-07,47.28406802416647
2025-02-08,50.36781159095994
2025-02-09,32.89326471246363
2025-02-10,58.59112776907585
2025-02-11,61.67487133586931
2025-02-12,65.78652942492727
2025-02-13,69.89818751398522
2025-02-14,48.31198254643096
2025-02-15,44.20032445737301
2025-02-16,50.36781159095994
2025-02-17,45.228238979637496
2025-02-18,53.451555157753404
2025-02-19,63.73070038039829
2025-02-20,55.50738420228238
2025-02-21,43.17240993510852
2025-02-22,59.619042291340335
2025-02-23,43.17240993510852
2025-02-24,58.59112776907585
2025-02-25,44.20032445737301
2025-02-26,52.423640635488916
2025-02-27,44.20032445737301
2025-02-28,57.56321324681136
2025-03-01,31.865350190199145
2025-03-02,57.56321324681136
2025-03-03,49.33989706869545
2025-03-04,54.47946968001789
2025-03-05,57.56321324681136
2025-03-06,49.33989706869545
2025-03-07,63.73070038039829
2025-03-08,53.451555157753404
2025-03-09,45.228238979637496
2025-03-10,59.619042291340335
2025-03-11,46.256153501901984
2025-03-12,52.423640635488916
2025-03-13,49.33989706869545
2025-03-14,49.33989706869545
2025-03-15,0.0
2025-03-16,31.865350190199145
2025-03-17,41.11658089057954
2025-03-18,35.9770082792571
2025-03-19,52.423640635488916
2025-03-20,58.59112776907585
2025-03-21,45.228238979637496
2025-03-22,67.84235846945624
2025-03-23,46.256153501901984
2025-03-24,65.78652942492727
2025-03-25,56.53529872454687
2025-03-26,64.75861490266277
2025-03-27,82.23316178115908
2025-03-28,59.619042291340335
2025-03-29,46.256153501901984
2025-03-30,58.59112776907585
2025-03-31,40.08866636831505
2025-04-01,85.31690534795254
2025-04-02,68.87027299172073
2025-04-03,70.92610203624972
2025-04-04,65.78652942492727
2025-04-05,37.00492280152159
2025-04-06,52.423640635488916
2025-04-07,42.14449541284403
2025-04-08,38.032837323786076
2025-04-09,63.73070038039829
2025-04-10,52.423640635488916
2025-04-11,61.67487133586931
2025-04-12,51.39572611322443
2025-04-13,42.14449541284403
2025-04-14,53.451555157753404
2025-04-15,53.252603959895765
2025-04-16,46.91932416142746
2025-04-17,71.5505877406362
2025-04-18,53.68366488858732
2025-04-19,46.27273276839013
2025-04-20,43.54820664217296
2025-04-21,55.678703289326464
2025-04-22,56.57398367968585
2025-04-23,50.837557474790486
2025-04-24,73.40193916514482
2025-04-25,62.15567006402529
2025-04-26,45.68693201914262
2025-04-27,68.10762673326644
2025-04-28,71.94296371418878
2025-04-29,82.23316178115908
2025-04-30,62.22751355214054
2025-05-01,73.70036596193128
2025-05-02,63.984915799883055
2025-05-03,50.31254736933282
2025-05-04,54.794475743292494
2025-05-05,57.07688809649268
2025-05-06,58.33138592742837
2025-05-07,77.59649358664348
2025-05-08,66.18443182064256
2025-05-09,74.88302030475172
2025-05-10,68.56079335060885
2025-05-11,49.583059643854796
2025-05-12,73.48483549758552
2025-05-13,62.443044016486326
2025-05-14,68.96974859064956
2025-05-15,68.08552104461559
2025-05-16,55.70633540014003
2025-05-17,64.54861086047971
2025-05-18,35.36910184135875
2025-05-19,42.442922209630495
2025-05-20,52.16942521600415
2025-05-21,52.16942521600415
2025-05-22,47.74828748583431
2025-05-23,56.590562946173996
2025-05-24,55.70633540014003
2025-05-25,45.0956048477324
2025-05-26,49.51674257790225
2025-05-27,44.211377301698434
2025-05-28,26.52682638101906
2025-05-29,44.211377301698434
2025-05-30,33.60064674929081
2025-05-31,25.64259883498509
2025-06-01,53.05365276203812
2025-06-02,51.28519766997018
2025-06-03,57.474790492207966
2025-06-04,54.82210785410606
2025-06-05,30.063736565154937
2025-06-06,36.25332938739272
2025-06-07,55.70633540014003
2025-06-08,61.01170067634384
2025-06-09,36.25332938739272
2025-06-10,39.79023957152859
2025-06-11,47.74828748583431
2025-06-12,45.0956048477324
2025-06-13,38.021784479460656
2025-06-14,57.474790492207966
2025-06-15,52.16942521600415
2025-06-16,62.780155768411774
2025-06-17,73.3908863208194
2025-06-18,56.590562946173996
2025-06-19,75.15934141288734
2025-06-20,80.46470668909114
2025-06-21,67.20129349858162
2025-06-22,73.3908863208194
2025-06-23,58.359018038241935
2025-06-24,59.243245584275904
2025-06-25,49.51674257790225
2025-06-26,74.27511386685337
2025-06-27,57.474790492207966
2025-06-28,88.42275460339687
2025-06-29,51.28519766997018
2025-06-30,47.74828748583431
2025-07-01,60.12747313030987
2025-07-02,25.64259883498509
2025-07-03,30.947964111188906
2025-07-04,32.71641920325684
2025-07-05,46.86405993980034
2025-07-06,21.221461104815248
2025-07-07,22.105688650849217
2025-07-08,33.60064674929081
2025-07-09,18.568778466713344
2025-07-10,26.52682638101906
2025-07-11,31.83219165722287
2025-07-12,30.063736565154937
2025-07-13,22.989916196883186
2025-07-14,18.568778466713344
2025-07-15,17.684550920679374
2025-07-16,23.874143742917155
2025-07-17,22.105688650849217
2025-07-18,22.989916196883186
2025-07-19,30.947964111188906
2025-07-20,21.221461104815248
2025-07-21,42.442922209630495
2025-07-22,17.684550920679374
2025-07-23,25.64259883498509
2025-07-24,26.52682638101906
2025-07-25,22.989916196883186
2025-07-26,18.568778466713344
2025-07-27,24.758371288951125
2025-07-28,25.64259883498509
2025-07-29,26.52682638101906
2025-07-30,40.67446711756256
2025-07-31,24.758371288951125
2025-08-01,25.64259883498509
2025-08-02,0.0
2025-08-03,0.0
2025-08-04,21.221461104815248
2025-08-05,30.947964111188906
2025-08-06,27.41105392705303
2025-08-07,0.0
2025-08-08,24.758371288951125
2025-08-09,0.0
2025-08-10,0.0
2025-08-11,42.442922209630495
2025-08-12,25.64259883498509
2025-08-13,23.874143742917155
2025-08-14,19.453006012747313
2025-08-15,28.295281473086998
2025-08-16,0.0
2025-08-17,0.0
2025-08-18,25.64259883498509
2025-08-19,26.52682638101906
2025-08-20,23.874143742917155
2025-08-21,29.179509019120967
2025-08-22,24.758371288951125
2025-08-23,0.0
2025-08-24,22.105688650849217
2025-08-25,30.947964111188906
2025-08-26,28.295281473086998
2025-08-27,27.41105392705303
2025-08-28,20.33723355878128
2025-08-29,0.0
2025-08-30,0.0
2025-08-31,0.0
2025-09-01,20.33723355878128
2025-09-02,30.947964111188906
2025-09-03,26.52682638101906
2025-09-04,30.947964111188906
2025-09-05,17.684550920679374
2025-09-06,26.52682638101906
2025-09-07,0.0
2025-09-08,20.33723355878128
2025-09-09,20.33723355878128
2025-09-10,38.906012025494626
2025-09-11,50.40097012393622
2025-09-12,38.906012025494626
2025-09-13,31.83219165722287
2025-09-14,22.105688650849217
2025-09-15,31.83219165722287
2025-09-16,29.179509019120967
2025-09-17,22.989916196883186
2025-09-18,32.71641920325684
2025-09-19,19.453006012747313
2025-09-20,25.64259883498509
2025-09-21,19.453006012747313
2025-09-22,27.41105392705303
2025-09-23,43.327149755664465
2025-09-24,36.25332938739272
2025-09-25,28.295281473086998
2025-09-26,21.221461104815248
2025-09-27,0.0
2025-09-28,0.0
2025-09-29,24.758371288951125
2025-09-30,29.179509019120967
2025-10-01,31.83219165722287
2025-10-02,27.41105392705303
2025-10-03,24.758371288951125
2025-10-04,0.0
2025-10-05,38.906012025494626
2025-10-06,45.97983239376637
2025-10-07,34.48487429532478
2025-10-08,35.36910184135875
2025-10-09,28.295281473086998
2025-10-10,21.221461104815248
2025-10-11,0.0
2025-10-12,33.60064674929081
2025-10-13,32.71641920325684
2025-10-14,49.51674257790225
2025-10-15,34.48487429532478
2025-10-16,35.36910184135875
2025-10-17,25.64259883498509
2025-10-18,0.0
2025-10-19,22.105688650849217
2025-10-20,33.60064674929081
2025-10-21,22.989916196883186
2025-10-22,38.021784479460656
2025-10-23,30.947964111188906
2025-10-24,25.64259883498509
2025-10-25,0.0
2025-10-26,0.0
2025-10-27,31.83219165722287
2025-10-28,26.52682638101906
2025-10-29,25.64259883498509
2025-10-30,30.947964111188906
2025-10-31,30.947964111188906
2025-11-01,0.0
2025-11-02,0.0
2025-11-03,28.295281473086998
2025-11-04,26.52682638101906
2025-11-05,23.874143742917155
2025-11-06,41.558694663596526
2025-11-07,26.52682638101906
2025-11-08,0.0
2025-11-09,21.221461104815248
2025-11-10,34.48487429532478
2025-11-11,30.947964111188906
2025-11-12,31.83219165722287
2025-11-13,33.60064674929081
2025-11-14,0.0
2025-11-15,22.105688650849217
2025-11-16,18.568778466713344
2025-11-17,43.327149755664465
2025-11-18,46.86405993980034
2025-11-19,34.48487429532478
2025-11-20,31.83219165722287
2025-11-21,36.25332938739272
2025-11-22,25.64259883498509
2025-11-23,22.989916196883186
2025-11-24,22.105688650849217
2025-11-25,24.758371288951125
2025-11-26,25.64259883498509
2025-11-27,0.0
2025-11-28,21.221461104815248
2025-11-29,28.295281473086998
2025-11-30,0.0
2025-12-01,22.989916196883186
2025-12-02,30.947964111188906
2025-12-03,39.79023957152859
2025-12-04,30.947964111188906
2025-12-05,39.79023957152859
2025-12-06,39.79023957152859
2025-12-07,33.60064674929081
2025-12-08,21.221461104815248
2025-12-09,29.179509019120967
2025-12-10,41.558694663596526
2025-12-11,30.2891279004185
2025-12-12,25.651267732495228
2025-12-13,19.435668217727038
2025-12-14,31.07799757384096
2025-12-15,22.937902811822365
2025-12-16,27.229007079340153
2025-12-17,35.36910184135875
2025-12-18,29.153502326590555
2025-12-19,34.58023216793629
2025-12-20,0.0
2025-12-21,27.229007079340153
2025-12-22,0.0
2025-12-23,0.0
2025-12-24,0.0
2025-12-25,24.51564215866729
2025-12-26,0.0
2025-12-27,18.646798544304573
2025-12-28,21.013407564571963
2025-12-29,0.0
2025-12-30,25.651267732495228
2025-12-31,0.0
2026-01-01,21.013407564571963
2026-01-02,29.500258226996035
2026-01-03,39.66020610887654
2026-01-04,22.1490331383999
2026-01-05,33.79136249451382
2026-01-06,29.94237200001302
2026-01-07,35.36910184135875
2026-01-08,24.073528385650306
2026-01-09,25.65993663000537
2026-01-10,29.821007434871103
2026-01-11,18.031306821084854
2026-01-12,24.272913028383456
2026-01-13,49.239337857577866
2026-01-14,31.208031036493015
2026-01-15,27.740472032438234
2026-01-16,47.85231425595595
2026-01-17,27.740472032438234
2026-01-18,22.192377625950588
2026-01-19,22.885889426761544
2026-01-20,40.22368444703544
2026-01-21,42.99773165027926
2026-01-22,37.449637243791614
2026-01-23,35.36910184135875
2026-01-24,36.06261364216971
2026-01-25,20.805354024328675
2026-01-26,30.51451923568206
2026-01-27,23.5794012275725
2026-01-28,40.9171962478464
2026-01-29,42.30421984946831
2026-01-30,55.48094406487647
2026-01-31,52.70689686163264
2026-02-01,44.384755251901176
2026-02-02,55.48094406487647
2026-02-03,52.01338506082169
2026-02-04,69.35118008109559
2026-02-05,52.70689686163264
2026-02-06,20.805354024328675
2026-02-07,42.30421984946831
2026-02-08,36.06261364216971
2026-02-09,34.675590040547796
2026-02-10,47.158802455145
2026-02-11,45.07826705271213
2026-02-12,38.14314904460257
2026-02-13,44.384755251901176
2026-02-14,52.70689686163264
2026-02-15,45.07826705271213
2026-02-16,48.54582605676691
2026-02-17,41.61070804865735
2026-02-18,43.69124345109022
2026-02-19,45.77177885352309
2026-02-20,36.75612544298066
2026-02-21,52.70689686163264
2026-02-22,38.14314904460257
2026-02-23,42.30421984946831
2026-02-24,39.530172646224486
2026-02-25,48.54582605676691
2026-02-26,58.25499126812029
2026-02-27,63.10957387379698
2026-02-28,0.0
2026-03-01,22.192377625950588
2026-03-02,33.982078239736836
2026-03-03,42.99773165027926
2026-03-04,35.36910184135875
2026-03-05,30.51451923568206
2026-03-06,27.740472032438234
2026-03-07,0.0
2026-03-08,36.06261364216971
2026-03-09,40.22368444703544
2026-03-10,36.75612544298066
2026-03-11,36.06261364216971
2026-03-12,49.932849658388825
2026-03-13,41.61070804865735
2026-03-14,30.51451923568206
2026-03-15,20.11184222351772
2026-03-16,35.36910184135875
2026-03-17,40.9171962478464
2026-03-18,40.22368444703544
2026-03-19,33.28856643892588
2026-03-20,40.9171962478464
2026-03-21,34.675590040547796
2026-03-22,18.031306821084854
2026-03-23,31.208031036493015
2026-03-24,40.22368444703544
2026-03-25,49.239337857577866
2026-03-26,49.239337857577866
2026-03-27,45.77177885352309
2026-03-28,0.0
2026-03-29,35.36910184135875
2026-03-30,53.4004086624436
2026-03-31,38.14314904460257
2026-04-01,36.75612544298066
2026-04-02,37.449637243791614
2026-04-03,24.966424829194413
2026-04-04,27.046960231627278
2026-04-05,28.43398383324919
2026-04-06,44.384755251901176
2026-04-07,39.530172646224486
2026-04-08,36.06261364216971
2026-04-09,36.06261364216971
2026-04-10,30.51451923568206
2026-04-11,21.49886582513963
2026-04-12,24.966424829194413
2026-04-13,48.54582605676691
2026-04-14,49.239337857577866
2026-04-15,33.982078239736836
2026-04-16,36.75612544298066
2026-04-17,54.093920463254555
2026-04-18,22.885889426761544
2026-04-19,38.14314904460257
2026-04-20,28.43398383324919
2026-04-21,30.51451923568206
2026-04-22,36.06261364216971
2026-04-23,31.90154283730397
2026-04-24,43.69124345109022
2026-04-25,25.65993663000537
2026-04-26,24.272913028383456
2026-04-27,37.449637243791614
2026-04-28,34.675590040547796
2026-04-29,27.046960231627278
2026-04-30,51.31987326001074
2026-05-01,41.61070804865735
2026-05-02,33.28856643892588
2026-05-03,45.77177885352309
2026-05-04,45.07826705271213
2026-05-05,24.966424829194413
2026-05-06,36.06261364216971
2026-05-07,47.158802455145
2026-05-08,31.90154283730397
2026-05-09,24.272913028383456
2026-05-10,20.11184222351772
2026-05-11,27.046960231627278
2026-05-12,42.30421984946831
2026-05-13,23.5794012275725
2026-05-14,31.90154283730397
2026-05-15,31.90154283730397
2026-05-16,20.805354024328675
2026-05-17,27.740472032438234
2026-05-18,41.61070804865735
2026-05-19,56.17445586568743
2026-05-20,39.530172646224486
2026-05-21,32.595054638114924
2026-05-22,27.046960231627278
2026-05-23,37.449637243791614
2026-05-24,35.36910184135875
2026-05-25,28.43398383324919
2026-05-26,61.72255027217507
2026-05-27,21.49886582513963
2026-05-28,45.77177885352309
2026-05-29,32.595054638114924
2026-05-30,48.54582605676691
2026-05-31,44.384755251901176
