Time,subsidy
2024-09-24,111.14557485525225
2024-09-25,99.29004687069201
2024-09-26,91.88034188034186
2024-09-27,88.9164598842018
2024-09-28,45.94017094017093
2024-09-29,50.38599393438102
2024-09-30,102.25392886683207
2024-10-01,99.29004687069201
2024-10-02,108.18169285911219
2024-10-03,102.25392886683207
2024-10-04,91.88034188034186
2024-10-05,45.94017094017093
2024-10-06,54.83181692859111
2024-10-07,94.84422387648192
2024-10-08,105.21781086297213
2024-10-09,94.84422387648192
2024-10-10,69.65122690929141
2024-10-11,91.88034188034186
2024-10-12,38.53046594982078
2024-10-13,44.4582299421009
2024-10-14,74.0970499035015
2024-10-15,78.54287289771159
2024-10-16,99.29004687069201
2024-10-17,105.21781086297213
2024-10-18,78.54287289771159
2024-10-19,51.86793493245105
2024-10-20,40.01240694789081
2024-10-21,100.77198786876204
2024-10-22,97.80810587262198
2024-10-23,84.47063688999171
2024-10-24,106.69975186104216
2024-10-25,96.32616487455195
2024-10-26,37.04852495175075
2024-10-27,34.08464295561069
2024-10-28,96.32616487455195
2024-10-29,99.29004687069201
2024-10-30,102.25392886683207
2024-10-31,94.84422387648192
2024-11-01,90.39840088227183
2024-11-02,54.83181692859111
2024-11-03,47.42211193824096
2024-11-04,111.14557485525225
2024-11-05,115.59139784946234
2024-11-06,80.02481389578162
2024-11-07,100.77198786876204
2024-11-08,96.32616487455195
2024-11-09,65.20540391508132
2024-11-10,48.90405293631099
2024-11-11,93.36228287841189
2024-11-12,106.69975186104216
2024-11-13,112.62751585332228
2024-11-14,127.44692583402258
2024-11-15,93.36228287841189
2024-11-16,57.79569892473117
2024-11-17,53.34987593052108
2024-11-18,97.80810587262198
2024-11-19,123.00110283981249
2024-11-20,120.03722084367243
2024-11-21,112.62751585332228
2024-11-22,111.14557485525225
2024-11-23,57.79569892473117
2024-11-24,47.42211193824096
2024-11-25,90.39840088227183
2024-11-26,94.84422387648192
2024-11-27,60.75958092087123
2024-11-28,35.56658395368072
2024-11-29,41.49434794596084
2024-11-30,29.6388199614006
2024-12-01,37.04852495175075
2024-12-02,106.69975186104216
2024-12-03,111.14557485525225
2024-12-04,96.32616487455195
2024-12-05,102.25392886683207
2024-12-06,105.21781086297213
2024-12-07,60.75958092087123
2024-12-08,63.72346291701129
2024-12-09,102.25392886683207
2024-12-10,128.9288668320926
2024-12-11,114.10945685139231
2024-12-12,112.62751585332228
2024-12-13,120.03722084367243
2024-12-14,63.72346291701129
2024-12-15,81.50675489385165
2024-12-16,111.14557485525225
2024-12-17,105.21781086297213
2024-12-18,100.77198786876204
2024-12-19,115.59139784946234
2024-12-20,72.61510890543147
2024-12-21,45.94017094017093
2024-12-22,41.49434794596084
2024-12-23,50.38599393438102
2024-12-24,34.08464295561069
2024-12-25,26.67493796526054
2024-12-26,62.24152191894126
2024-12-27,59.2776399228012
2024-12-28,48.90405293631099
2024-12-29,40.01240694789081
2024-12-30,90.39840088227183
2024-12-31,71.13316790736144
2025-01-01,47.42211193824096
2025-01-02,93.36228287841189
2025-01-03,96.32616487455195
2025-01-04,69.65122690929141
2025-01-05,41.49434794596084
2025-01-06,102.25392886683207
2025-01-07,102.25392886683207
2025-01-08,100.77198786876204
2025-01-09,100.77198786876204
2025-01-10,109.66363385718222
2025-01-11,66.68734491315135
2025-01-12,41.49434794596084
2025-01-13,106.69975186104216
2025-01-14,96.32616487455195
2025-01-15,111.14557485525225
2025-01-16,100.77198786876204
2025-01-17,93.36228287841189
2025-01-18,50.38599393438102
2025-01-19,31.12076095947063
2025-01-20,62.24152191894126
2025-01-21,103.7358698649021
2025-01-22,108.18169285911219
2025-01-23,109.66363385718222
2025-01-24,111.14557485525225
2025-01-25,51.86793493245105
2025-01-26,41.49434794596084
2025-01-27,84.47063688999171
2025-01-28,128.9288668320926
2025-01-29,103.7358698649021
2025-01-30,114.10945685139231
2025-01-31,103.7358698649021
2025-02-01,51.86793493245105
2025-02-02,60.75958092087123
2025-02-03,118.5552798456024
2025-02-04,106.69975186104216
2025-02-05,84.47063688999171
2025-02-06,99.29004687069201
2025-02-07,97.80810587262198
2025-02-08,53.34987593052108
2025-02-09,51.86793493245105
2025-02-10,102.25392886683207
2025-02-11,105.21781086297213
2025-02-12,111.14557485525225
2025-02-13,105.21781086297213
2025-02-14,88.9164598842018
2025-02-15,50.38599393438102
2025-02-16,50.38599393438102
2025-02-17,84.47063688999171
2025-02-18,108.18169285911219
2025-02-19,124.48304383788252
2025-02-20,97.80810587262198
2025-02-21,105.21781086297213
2025-02-22,62.24152191894126
2025-02-23,50.38599393438102
2025-02-24,114.10945685139231
2025-02-25,105.21781086297213
2025-02-26,114.10945685139231
2025-02-27,114.10945685139231
2025-02-28,97.80810587262198
2025-03-01,56.31375792666114
2025-03-02,53.34987593052108
2025-03-03,115.59139784946234
2025-03-04,105.21781086297213
2025-03-05,148.194099807003
2025-03-06,100.77198786876204
2025-03-07,99.29004687069201
2025-03-08,48.90405293631099
2025-03-09,50.38599393438102
2025-03-10,94.84422387648192
2025-03-11,102.25392886683207
2025-03-12,105.21781086297213
2025-03-13,99.29004687069201
2025-03-14,93.36228287841189
2025-03-15,41.49434794596084
2025-03-16,44.4582299421009
2025-03-17,94.84422387648192
2025-03-18,106.69975186104216
2025-03-19,87.43451888613177
2025-03-20,81.50675489385165
2025-03-21,87.43451888613177
2025-03-22,53.34987593052108
2025-03-23,50.38599393438102
2025-03-24,96.32616487455195
2025-03-25,84.47063688999171
2025-03-26,90.39840088227183
2025-03-27,87.43451888613177
2025-03-28,81.50675489385165
2025-03-29,66.68734491315135
2025-03-30,38.53046594982078
2025-03-31,87.43451888613177
2025-04-01,99.29004687069201
2025-04-02,93.36228287841189
2025-04-03,96.32616487455195
2025-04-04,77.06093189964156
2025-04-05,47.42211193824096
2025-04-06,51.86793493245105
2025-04-07,88.9164598842018
2025-04-08,96.32616487455195
2025-04-09,81.50675489385165
2025-04-10,80.02481389578162
2025-04-11,78.54287289771159
2025-04-12,42.97628894403087
2025-04-13,42.97628894403087
2025-04-14,90.39840088227183
2025-04-15,94.84422387648192
2025-04-16,91.88034188034186
2025-04-17,74.0970499035015
2025-04-18,51.126964433416035
2025-04-19,42.97628894403087
2025-04-20,30.379790460435615
2025-04-21,74.83802040253651
2025-04-22,77.06093189964156
2025-04-23,78.54287289771159
2025-04-24,77.80190239867657
2025-04-25,74.0970499035015
2025-04-26,42.97628894403087
2025-04-27,69.65122690929141
2025-04-28,93.36228287841189
2025-04-29,94.84422387648192
2025-04-30,94.1032533774469
2025-05-01,102.25392886683207
2025-05-02,94.1032533774469
2025-05-03,51.126964433416035
2025-05-04,48.163082437275975
2025-05-05,100.77198786876204
2025-05-06,92.62131237937687
2025-05-07,97.06713537358696
2025-05-08,91.88034188034186
2025-05-09,71.13316790736144
2025-05-10,44.4582299421009
2025-05-11,42.97628894403087
2025-05-12,74.0970499035015
2025-05-13,93.36228287841189
2025-05-14,71.13316790736144
2025-05-15,71.13316790736144
2025-05-16,71.13316790736144
2025-05-17,23.71105596912048
2025-05-18,23.71105596912048
2025-05-19,71.13316790736144
2025-05-20,71.13316790736144
2025-05-21,71.13316790736144
2025-05-22,71.13316790736144
2025-05-23,71.13316790736144
2025-05-24,47.42211193824096
2025-05-25,47.42211193824096
2025-05-26,47.42211193824096
2025-05-27,71.13316790736144
2025-05-28,71.13316790736144
2025-05-29,71.13316790736144
2025-05-30,71.13316790736144
2025-05-31,47.42211193824096
2025-06-01,47.42211193824096
2025-06-02,71.13316790736144
2025-06-03,71.13316790736144
2025-06-04,71.13316790736144
2025-06-05,94.84422387648192
2025-06-06,94.84422387648192
2025-06-07,47.42211193824096
2025-06-08,47.42211193824096
2025-06-09,71.13316790736144
2025-06-10,71.13316790736144
2025-06-11,71.13316790736144
2025-06-12,71.13316790736144
2025-06-13,47.42211193824096
2025-06-14,23.71105596912048
2025-06-15,47.42211193824096
2025-06-16,71.13316790736144
2025-06-17,71.13316790736144
2025-06-18,71.13316790736144
2025-06-19,47.42211193824096
2025-06-20,71.13316790736144
2025-06-21,47.42211193824096
2025-06-22,47.42211193824096
2025-06-23,71.13316790736144
2025-06-24,71.13316790736144
2025-06-25,71.13316790736144
2025-06-26,71.13316790736144
2025-06-27,71.13316790736144
2025-06-28,47.42211193824096
2025-06-29,47.42211193824096
2025-06-30,71.13316790736144
2025-07-01,118.5552798456024
2025-07-02,94.84422387648192
2025-07-03,94.84422387648192
2025-07-04,71.13316790736144
2025-07-05,47.42211193824096
2025-07-06,47.42211193824096
2025-07-07,94.84422387648192
2025-07-08,94.84422387648192
2025-07-09,94.84422387648192
2025-07-10,94.84422387648192
2025-07-11,94.84422387648192
2025-07-12,47.42211193824096
2025-07-13,47.42211193824096
2025-07-14,94.84422387648192
2025-07-15,71.13316790736144
2025-07-16,71.13316790736144
2025-07-17,165.97739178384336
2025-07-18,94.84422387648192
2025-07-19,142.26633581472288
2025-07-20,142.26633581472288
2025-07-21,165.97739178384336
2025-07-22,118.5552798456024
2025-07-23,118.5552798456024
2025-07-24,118.5552798456024
2025-07-25,118.5552798456024
2025-07-26,94.84422387648192
2025-07-27,142.26633581472288
2025-07-28,142.26633581472288
2025-07-29,189.68844775296384
2025-07-30,260.8216156603253
2025-07-31,213.39950372208432
2025-08-01,142.26633581472288
2025-08-02,47.42211193824096
2025-08-03,23.71105596912048
2025-08-04,71.13316790736144
2025-08-05,94.84422387648192
2025-08-06,94.84422387648192
2025-08-07,94.84422387648192
2025-08-08,118.5552798456024
2025-08-09,94.84422387648192
2025-08-10,94.84422387648192
2025-08-11,118.5552798456024
2025-08-12,94.84422387648192
2025-08-13,94.84422387648192
2025-08-14,94.84422387648192
2025-08-15,71.13316790736144
2025-08-16,47.42211193824096
2025-08-17,47.42211193824096
2025-08-18,94.84422387648192
2025-08-19,94.84422387648192
2025-08-20,94.84422387648192
2025-08-21,71.13316790736144
2025-08-22,71.13316790736144
2025-08-23,47.42211193824096
2025-08-24,47.42211193824096
2025-08-25,71.13316790736144
2025-08-26,71.13316790736144
2025-08-27,71.13316790736144
2025-08-28,71.13316790736144
2025-08-29,71.13316790736144
2025-08-30,47.42211193824096
2025-08-31,47.42211193824096
2025-09-01,47.42211193824096
2025-09-02,71.13316790736144
2025-09-03,94.84422387648192
2025-09-04,94.84422387648192
2025-09-05,71.13316790736144
2025-09-06,47.42211193824096
2025-09-07,47.42211193824096
2025-09-08,94.84422387648192
2025-09-09,71.13316790736144
2025-09-10,71.13316790736144
2025-09-11,71.13316790736144
2025-09-12,71.13316790736144
2025-09-13,23.71105596912048
2025-09-14,47.42211193824096
2025-09-15,94.84422387648192
2025-09-16,94.84422387648192
2025-09-17,94.84422387648192
2025-09-18,118.5552798456024
2025-09-19,71.13316790736144
2025-09-20,47.42211193824096
2025-09-21,47.42211193824096
2025-09-22,94.84422387648192
2025-09-23,118.5552798456024
2025-09-24,189.68844775296384
2025-09-25,94.84422387648192
2025-09-26,94.84422387648192
2025-09-27,71.13316790736144
2025-09-28,47.42211193824096
2025-09-29,94.84422387648192
2025-09-30,142.26633581472288
2025-10-01,165.97739178384336
2025-10-02,165.97739178384336
2025-10-03,663.9095671353734
2025-10-04,47.42211193824096
2025-10-05,47.42211193824096
2025-10-06,94.84422387648192
2025-10-07,118.5552798456024
2025-10-08,118.5552798456024
2025-10-09,165.97739178384336
2025-10-10,1209.2638544251445
2025-10-11,71.13316790736144
2025-10-12,47.42211193824096
2025-10-13,118.5552798456024
2025-10-14,118.5552798456024
2025-10-15,2371.105596912048
2025-10-16,118.5552798456024
2025-10-17,94.84422387648192
2025-10-18,71.13316790736144
2025-10-19,47.42211193824096
2025-10-20,94.84422387648192
2025-10-21,260.8216156603253
2025-10-22,450.5100634132891
2025-10-23,284.53267162944576
2025-10-24,94.84422387648192
2025-10-25,71.13316790736144
2025-10-26,71.13316790736144
2025-10-27,94.84422387648192
2025-10-28,118.5552798456024
2025-10-29,165.97739178384336
2025-10-30,165.97739178384336
2025-10-31,165.97739178384336
2025-11-01,118.5552798456024
2025-11-02,142.26633581472288
2025-11-03,165.97739178384336
2025-11-04,165.97739178384336
2025-11-05,165.97739178384336
2025-11-06,165.97739178384336
2025-11-07,189.68844775296384
2025-11-08,142.26633581472288
2025-11-09,142.26633581472288
2025-11-10,237.1105596912048
2025-11-11,189.68844775296384
2025-11-12,189.68844775296384
2025-11-13,189.68844775296384
2025-11-14,165.97739178384336
2025-11-15,94.84422387648192
2025-11-16,94.84422387648192
2025-11-17,142.26633581472288
2025-11-18,189.68844775296384
2025-11-19,165.97739178384336
2025-11-20,142.26633581472288
2025-11-21,142.26633581472288
2025-11-22,94.84422387648192
2025-11-23,118.5552798456024
2025-11-24,142.26633581472288
2025-11-25,165.97739178384336
2025-11-26,118.5552798456024
2025-11-27,118.5552798456024
2025-11-28,142.26633581472288
2025-11-29,118.5552798456024
2025-11-30,118.5552798456024
2025-12-01,189.68844775296384
2025-12-02,237.1105596912048
2025-12-03,237.1105596912048
2025-12-04,189.68844775296384
2025-12-05,165.97739178384336
2025-12-06,118.5552798456024
2025-12-07,118.5552798456024
2025-12-08,189.68844775296384
2025-12-09,237.1105596912048
2025-12-10,213.39950372208432
2025-12-11,220.6543790559197
2025-12-12,219.41574180380144
2025-12-13,146.69004028657372
2025-12-14,139.25821677386432
2025-12-15,190.21929228958595
2025-12-16,190.21929228958595
2025-12-17,236.22581879683463
2025-12-18,242.4190050574258
2025-12-19,187.74201778534947
2025-12-20,139.25821677386432
2025-12-21,117.4935907723582
2025-12-22,144.21276578233724
2025-12-23,140.49685402598254
2025-12-24,115.01631626812173
2025-12-25,93.25169026661561
2025-12-26,100.68351377932503
2025-12-27,98.20623927508856
2025-12-28,89.53577851026091
2025-12-29,141.73549127810077
2025-12-30,163.5001172796069
2025-12-31,162.26148002748866
2026-01-01,141.73549127810077
2026-01-02,163.5001172796069
2026-01-03,122.44813978083113
2026-01-04,118.73222802447643
2026-01-05,168.45466628807984
2026-01-06,165.97739178384336
2026-01-07,165.97739178384336
2026-01-08,196.41247855017713
2026-01-09,237.81835240670094
2026-01-10,136.25009773300576
2026-01-11,111.47735269064107
2026-01-12,175.88648980078924
2026-01-13,173.40921529655276
2026-01-14,178.3637643050257
2026-01-15,200.6592348431539
2026-01-16,170.9319407923163
2026-01-17,148.63647025418808
2026-01-18,138.7273722372422
2026-01-19,158.54556827113396
2026-01-20,163.50011727960688
2026-01-21,205.61378385162686
2026-01-22,180.84103880926216
2026-01-23,163.50011727960688
2026-01-24,133.77282322876928
2026-01-25,131.2955487245328
2026-01-26,173.40921529655276
2026-01-27,170.9319407923163
2026-01-28,200.6592348431539
2026-01-29,203.1365093473904
2026-01-30,220.47743087704566
2026-01-31,156.06829376689748
2026-02-01,183.31831331349863
2026-02-02,218.0001563728092
2026-02-03,222.95470538128214
2026-02-04,218.0001563728092
2026-02-05,213.04560736433626
2026-02-06,185.7955878177351
2026-02-07,118.90917620335047
2026-02-08,133.77282322876928
2026-02-09,148.63647025418808
2026-02-10,183.31831331349863
2026-02-11,168.45466628807984
2026-02-12,153.59101926266104
2026-02-13,183.31831331349863
2026-02-14,156.06829376689748
2026-02-15,165.97739178384336
2026-02-16,190.75013682620803
2026-02-17,185.7955878177351
2026-02-18,175.88648980078924
2026-02-19,188.2728623219716
2026-02-20,170.9319407923163
2026-02-21,141.20464674147868
2026-02-22,141.20464674147868
2026-02-23,180.84103880926216
2026-02-24,185.7955878177351
2026-02-25,175.88648980078924
2026-02-26,195.704685834681
2026-02-27,215.52288186857274
2026-02-28,101.5682546736952
2026-03-01,81.75005863980344
2026-03-02,193.2274113304445
2026-03-03,208.0910583558633
2026-03-04,151.11374475842456
2026-03-05,165.97739178384336
2026-03-06,141.20464674147868
2026-03-07,84.22733314403992
2026-03-08,106.52280368216813
2026-03-09,143.68192124571516
2026-03-10,161.02284277537044
2026-03-11,178.3637643050257
2026-03-12,165.97739178384336
2026-03-13,148.63647025418808
2026-03-14,101.5682546736952
2026-03-15,126.34099971605987
2026-03-16,168.45466628807984
2026-03-17,183.31831331349863
2026-03-18,175.88648980078924
2026-03-19,193.2274113304445
2026-03-20,161.02284277537044
2026-03-21,131.2955487245328
2026-03-22,113.95462719487753
2026-03-23,158.54556827113396
2026-03-24,156.06829376689748
2026-03-25,183.31831331349863
2026-03-26,168.45466628807984
2026-03-27,170.9319407923163
2026-03-28,138.7273722372422
2026-03-29,151.11374475842456
2026-03-30,146.1591957499516
2026-03-31,165.97739178384336
2026-04-01,185.7955878177351
2026-04-02,161.02284277537044
2026-04-03,138.7273722372422
2026-04-04,118.90917620335047
2026-04-05,133.77282322876928
2026-04-06,168.45466628807984
2026-04-07,198.18196033891746
2026-04-08,183.31831331349863
2026-04-09,170.9319407923163
2026-04-10,136.25009773300576
2026-04-11,91.65915665674932
2026-04-12,89.18188215251286
2026-04-13,133.77282322876928
2026-04-14,175.88648980078924
2026-04-15,136.25009773300576
2026-04-16,143.68192124571516
2026-04-17,168.45466628807984
2026-04-18,111.47735269064107
2026-04-19,101.5682546736952
2026-04-20,128.81827422029633
2026-04-21,143.68192124571516
2026-04-22,165.97739178384336
2026-04-23,146.1591957499516
2026-04-24,143.68192124571516
2026-04-25,111.47735269064107
2026-04-26,116.43190169911401
2026-04-27,148.63647025418808
2026-04-28,136.25009773300576
2026-04-29,131.2955487245328
2026-04-30,141.20464674147868
2026-05-01,121.38645070758693
2026-05-02,101.5682546736952
2026-05-03,106.52280368216813
2026-05-04,148.63647025418808
2026-05-05,131.2955487245328
2026-05-06,141.20464674147868
2026-05-07,116.43190169911401
2026-05-08,113.95462719487753
2026-05-09,79.27278413556698
2026-05-10,111.47735269064107
2026-05-11,123.86372521182341
2026-05-12,131.2955487245328
2026-05-13,123.86372521182341
2026-05-14,136.25009773300576
2026-05-15,116.43190169911401
2026-05-16,118.90917620335047
2026-05-17,101.5682546736952
2026-05-18,126.34099971605987
2026-05-19,146.1591957499516
2026-05-20,148.63647025418808
2026-05-21,138.7273722372422
2026-05-22,138.7273722372422
2026-05-23,136.25009773300576
2026-05-24,136.25009773300576
2026-05-25,111.47735269064107
2026-05-26,156.06829376689748
2026-05-27,138.7273722372422
2026-05-28,151.11374475842456
2026-05-29,136.25009773300576
2026-05-30,131.2955487245328
2026-05-31,138.7273722372422
