Time,bankrupt
2024-11-26,58.57921511627909
2024-11-27,58.57921511627909
2024-11-28,55.78972868217056
2024-11-29,54.39498546511629
2024-11-30,53.00024224806203
2024-12-01,64.15818798449614
2024-12-02,68.34241763565893
2024-12-03,64.15818798449614
2024-12-04,65.55293120155041
2024-12-05,55.78972868217056
2024-12-06,65.55293120155041
2024-12-07,51.60549903100777
2024-12-08,48.81601259689924
2024-12-09,54.39498546511629
2024-12-10,61.36870155038761
2024-12-11,59.97395833333335
2024-12-12,61.36870155038761
2024-12-13,54.39498546511629
2024-12-14,43.237039728682184
2024-12-15,37.65806686046513
2024-12-16,53.00024224806203
2024-12-17,51.60549903100777
2024-12-18,50.210755813953504
2024-12-19,50.210755813953504
2024-12-20,58.57921511627909
2024-12-21,55.78972868217056
2024-12-22,44.63178294573645
2024-12-23,47.42126937984497
2024-12-24,54.39498546511629
2024-12-25,44.63178294573645
2024-12-26,46.02652616279071
2024-12-27,55.78972868217056
2024-12-28,50.210755813953504
2024-12-29,44.63178294573645
2024-12-30,46.02652616279071
2024-12-31,44.63178294573645
2025-01-01,43.237039728682184
2025-01-02,46.02652616279071
2025-01-03,44.63178294573645
2025-01-04,37.65806686046513
2025-01-05,40.44755329457365
2025-01-06,48.81601259689924
2025-01-07,46.02652616279071
2025-01-08,48.81601259689924
2025-01-09,48.81601259689924
2025-01-10,50.210755813953504
2025-01-11,43.237039728682184
2025-01-12,40.44755329457365
2025-01-13,55.78972868217056
2025-01-14,54.39498546511629
2025-01-15,55.78972868217056
2025-01-16,54.39498546511629
2025-01-17,55.78972868217056
2025-01-18,51.60549903100777
2025-01-19,46.02652616279071
2025-01-20,46.02652616279071
2025-01-21,51.60549903100777
2025-01-22,58.57921511627909
2025-01-23,51.60549903100777
2025-01-24,53.00024224806203
2025-01-25,40.44755329457365
2025-01-26,46.02652616279071
2025-01-27,51.60549903100777
2025-01-28,55.78972868217056
2025-01-29,58.57921511627909
2025-01-30,55.78972868217056
2025-01-31,46.02652616279071
2025-02-01,40.44755329457365
2025-02-02,41.84229651162792
2025-02-03,54.39498546511629
2025-02-04,57.184471899224825
2025-02-05,58.57921511627909
2025-02-06,65.55293120155041
2025-02-07,61.36870155038761
2025-02-08,46.02652616279071
2025-02-09,50.210755813953504
2025-02-10,43.237039728682184
2025-02-11,50.210755813953504
2025-02-12,55.78972868217056
2025-02-13,47.42126937984497
2025-02-14,44.63178294573645
2025-02-15,50.210755813953504
2025-02-16,54.39498546511629
2025-02-17,55.78972868217056
2025-02-18,51.60549903100777
2025-02-19,61.36870155038761
2025-02-20,61.36870155038761
2025-02-21,68.34241763565893
2025-02-22,59.97395833333335
2025-02-23,57.184471899224825
2025-02-24,57.184471899224825
2025-02-25,55.78972868217056
2025-02-26,66.94767441860466
2025-02-27,62.763444767441875
2025-02-28,58.57921511627909
2025-03-01,48.81601259689924
2025-03-02,47.42126937984497
2025-03-03,75.31613372093025
2025-03-04,118.55317344961243
2025-03-05,108.78997093023258
2025-03-06,87.86882267441862
2025-03-07,78.10562015503878
2025-03-08,61.36870155038761
2025-03-09,61.36870155038761
2025-03-10,65.55293120155041
2025-03-11,82.28984980620157
2025-03-12,76.71087693798452
2025-03-13,71.13190406976746
2025-03-14,66.94767441860466
2025-03-15,48.81601259689924
2025-03-16,58.57921511627909
2025-03-17,66.94767441860466
2025-03-18,68.34241763565893
2025-03-19,65.55293120155041
2025-03-20,65.55293120155041
2025-03-21,66.94767441860466
2025-03-22,78.10562015503878
2025-03-23,75.31613372093025
2025-03-24,122.73740310077523
2025-03-25,132.50060562015508
2025-03-26,139.4743217054264
2025-03-27,118.55317344961243
2025-03-28,93.44779554263569
2025-03-29,73.92139050387598
2025-03-30,83.68459302325584
2025-03-31,80.8951065891473
2025-04-01,76.71087693798452
2025-04-02,68.34241763565893
2025-04-03,86.47407945736437
2025-04-04,94.84253875968994
2025-04-05,78.10562015503878
2025-04-06,69.7371608527132
2025-04-07,78.10562015503878
2025-04-08,76.71087693798452
2025-04-09,90.65830910852716
2025-04-10,80.8951065891473
2025-04-11,71.13190406976746
2025-04-12,64.15818798449614
2025-04-13,58.57921511627909
2025-04-14,61.36870155038761
2025-04-15,69.59034577723381
2025-04-16,75.2060224143207
2025-04-17,75.2060224143207
2025-04-18,61.77244300795596
2025-04-19,47.531380686454526
2025-04-20,54.2481703896369
2025-04-21,65.88326512137905
2025-04-22,61.36870155038761
2025-04-23,59.8638470267238
2025-04-24,61.36870155038761
2025-04-25,54.2481703896369
2025-04-26,48.63249375254999
2025-04-27,44.92541309669524
2025-04-28,50.541089733782144
2025-04-29,52.74331586597309
2025-04-30,64.37841059771523
2025-05-01,51.642202799877616
2025-05-02,50.13734827621381
2025-05-03,40.4108495257038
2025-05-04,43.016817115463084
2025-05-05,46.43026762035905
2025-05-06,54.2481703896369
2025-05-07,57.66162089453286
2025-05-08,51.642202799877616
2025-05-09,50.541089733782144
2025-05-10,50.541089733782144
2025-05-11,57.25787943696452
2025-05-12,46.02652616279071
2025-05-13,50.13734827621381
2025-05-14,48.448974908200746
2025-05-15,50.06394073847411
2025-05-16,43.60407741738067
2025-05-17,37.95169701142392
2025-05-18,39.56666284169728
2025-05-19,44.411560332517354
2025-05-20,55.71632114443086
2025-05-21,62.176184465524294
2025-05-22,67.02108195634437
2025-05-23,48.448974908200746
2025-05-24,48.448974908200746
2025-05-25,46.02652616279071
2025-05-26,50.87142365361078
2025-05-27,56.52380405956754
2025-05-28,55.71632114443086
2025-05-29,50.87142365361078
2025-05-30,54.90883822929418
2025-05-31,50.87142365361078
2025-06-01,46.02652616279071
2025-06-02,44.411560332517354
2025-06-03,57.33128697470422
2025-06-04,56.52380405956754
2025-06-05,50.87142365361078
2025-06-06,43.60407741738067
2025-06-07,47.64149199306407
2025-06-08,40.374145756833954
2025-06-09,42.79659450224399
2025-06-10,48.448974908200746
2025-06-11,55.71632114443086
2025-06-12,54.90883822929418
2025-06-13,53.29387239902082
2025-06-14,42.79659450224399
2025-06-15,37.95169701142392
2025-06-16,50.06394073847411
2025-06-17,48.448974908200746
2025-06-18,47.64149199306407
2025-06-19,49.25645782333743
2025-06-20,46.02652616279071
2025-06-21,45.21904324765403
2025-06-22,41.181628671970635
2025-06-23,46.83400907792739
2025-06-24,45.21904324765403
2025-06-25,51.678906568747465
2025-06-26,53.29387239902082
2025-06-27,49.25645782333743
2025-06-28,42.79659450224399
2025-06-29,43.60407741738067
2025-06-30,54.1013553141575
2025-07-01,54.90883822929418
2025-07-02,53.29387239902082
2025-07-03,55.71632114443086
2025-07-04,52.486389483884146
2025-07-05,49.25645782333743
2025-07-06,50.06394073847411
2025-07-07,54.90883822929418
2025-07-08,52.486389483884146
2025-07-09,50.87142365361078
2025-07-10,54.90883822929418
2025-07-11,47.64149199306407
2025-07-12,50.87142365361078
2025-07-13,51.678906568747465
2025-07-14,63.79115029579765
2025-07-15,62.983667380660975
2025-07-16,52.486389483884146
2025-07-17,54.1013553141575
2025-07-18,49.25645782333743
2025-07-19,41.181628671970635
2025-07-20,50.06394073847411
2025-07-21,58.946252804977576
2025-07-22,61.36870155038761
2025-07-23,54.1013553141575
2025-07-24,58.946252804977576
2025-07-25,48.448974908200746
2025-07-26,53.29387239902082
2025-07-27,44.411560332517354
2025-07-28,51.678906568747465
2025-07-29,60.56121863525094
2025-07-30,63.79115029579765
2025-07-31,61.36870155038761
2025-08-01,48.448974908200746
2025-08-02,44.411560332517354
2025-08-03,46.83400907792739
2025-08-04,53.29387239902082
2025-08-05,54.1013553141575
2025-08-06,62.176184465524294
2025-08-07,56.52380405956754
2025-08-08,54.1013553141575
2025-08-09,45.21904324765403
2025-08-10,48.448974908200746
2025-08-11,54.1013553141575
2025-08-12,53.29387239902082
2025-08-13,57.33128697470422
2025-08-14,55.71632114443086
2025-08-15,61.36870155038761
2025-08-16,53.29387239902082
2025-08-17,55.71632114443086
2025-08-18,59.75373572011426
2025-08-19,52.486389483884146
2025-08-20,47.64149199306407
2025-08-21,52.486389483884146
2025-08-22,46.83400907792739
2025-08-23,43.60407741738067
2025-08-24,41.181628671970635
2025-08-25,51.678906568747465
2025-08-26,48.448974908200746
2025-08-27,44.411560332517354
2025-08-28,50.06394073847411
2025-08-29,40.374145756833954
2025-08-30,41.181628671970635
2025-08-31,43.60407741738067
2025-09-01,47.64149199306407
2025-09-02,47.64149199306407
2025-09-03,50.87142365361078
2025-09-04,46.83400907792739
2025-09-05,48.448974908200746
2025-09-06,41.181628671970635
2025-09-07,45.21904324765403
2025-09-08,51.678906568747465
2025-09-09,55.71632114443086
2025-09-10,54.90883822929418
2025-09-11,50.87142365361078
2025-09-12,52.486389483884146
2025-09-13,44.411560332517354
2025-09-14,44.411560332517354
2025-09-15,52.486389483884146
2025-09-16,53.29387239902082
2025-09-17,54.1013553141575
2025-09-18,50.06394073847411
2025-09-19,47.64149199306407
2025-09-20,41.98911158710732
2025-09-21,37.95169701142392
2025-09-22,44.411560332517354
2025-09-23,47.64149199306407
2025-09-24,56.52380405956754
2025-09-25,55.71632114443086
2025-09-26,54.90883822929418
2025-09-27,37.14421409628724
2025-09-28,33.10679952060384
2025-09-29,50.06394073847411
2025-09-30,58.1387698898409
2025-10-01,49.25645782333743
2025-10-02,51.678906568747465
2025-10-03,50.06394073847411
2025-10-04,40.374145756833954
2025-10-05,46.83400907792739
2025-10-06,57.33128697470422
2025-10-07,49.25645782333743
2025-10-08,47.64149199306407
2025-10-09,50.06394073847411
2025-10-10,50.87142365361078
2025-10-11,34.721765350877206
2025-10-12,41.98911158710732
2025-10-13,55.71632114443086
2025-10-14,55.71632114443086
2025-10-15,56.52380405956754
2025-10-16,60.56121863525094
2025-10-17,54.1013553141575
2025-10-18,34.721765350877206
2025-10-19,37.95169701142392
2025-10-20,55.71632114443086
2025-10-21,54.1013553141575
2025-10-22,50.87142365361078
2025-10-23,52.486389483884146
2025-10-24,48.448974908200746
2025-10-25,41.181628671970635
2025-10-26,36.33673118115056
2025-10-27,46.83400907792739
2025-10-28,56.52380405956754
2025-10-29,58.1387698898409
2025-10-30,58.1387698898409
2025-10-31,62.176184465524294
2025-11-01,40.374145756833954
2025-11-02,36.33673118115056
2025-11-03,50.87142365361078
2025-11-04,52.486389483884146
2025-11-05,55.71632114443086
2025-11-06,54.1013553141575
2025-11-07,55.71632114443086
2025-11-08,46.02652616279071
2025-11-09,47.64149199306407
2025-11-10,50.06394073847411
2025-11-11,67.82856487148105
2025-11-12,76.71087693798452
2025-11-13,80.74829151366791
2025-11-14,54.90883822929418
2025-11-15,53.29387239902082
2025-11-16,46.02652616279071
2025-11-17,72.67346236230112
2025-11-18,58.1387698898409
2025-11-19,52.486389483884146
2025-11-20,54.1013553141575
2025-11-21,54.90883822929418
2025-11-22,33.914282435740525
2025-11-23,37.95169701142392
2025-11-24,42.79659450224399
2025-11-25,49.25645782333743
2025-11-26,44.411560332517354
2025-11-27,45.21904324765403
2025-11-28,54.90883822929418
2025-11-29,46.02652616279071
2025-11-30,41.98911158710732
2025-12-01,50.06394073847411
2025-12-02,60.56121863525094
2025-12-03,67.82856487148105
2025-12-04,66.21359904120769
2025-12-05,70.25101361689109
2025-12-06,59.75373572011426
2025-12-07,41.181628671970635
2025-12-08,49.25645782333743
2025-12-09,56.52380405956754
2025-12-10,62.176184465524294
2025-12-11,49.09624295922301
2025-12-12,51.90320737850766
2025-12-13,43.610486011945255
2025-12-14,40.39978013509227
2025-12-15,50.03189776565123
2025-12-16,54.178258448932425
2025-12-17,56.453309519357205
2025-12-18,58.324619132213634
2025-12-19,51.371294029647785
2025-12-20,45.88553708237002
2025-12-21,45.88553708237002
2025-12-22,45.481795624801684
2025-12-23,49.09624295922301
2025-12-24,43.610486011945255
2025-12-25,42.2710897479487
2025-12-26,58.72836058978197
2025-12-27,50.96755257207944
2025-12-28,54.178258448932425
2025-12-29,53.242603642504214
2025-12-30,56.453309519357205
2025-12-31,58.324619132213634
2026-01-01,57.388964325785416
2026-01-02,67.02108195634437
2026-01-03,52.306948836076
2026-01-04,49.09624295922301
2026-01-05,48.692501501654675
2026-01-06,62.87472127306317
2026-01-07,60.59967020263841
2026-01-08,58.72836058978197
2026-01-09,59.57429507230612
2026-01-10,46.808374699669095
2026-01-11,44.68072130422959
2026-01-12,55.31898828142711
2026-01-13,56.382814979146865
2026-01-14,59.57429507230612
2026-01-15,61.70194846774562
2026-01-16,57.44664167686661
2026-01-17,45.74454800194934
2026-01-18,51.063681490548106
2026-01-19,54.255161583707356
2026-01-20,59.57429507230612
2026-01-21,61.70194846774562
2026-01-22,77.6593489335419
2026-01-23,68.08490865406414
2026-01-24,53.19133488598761
2026-01-25,42.553067908790084
2026-01-26,54.255161583707356
2026-01-27,60.63812177002587
2026-01-28,58.51046837458637
2026-01-29,60.63812177002587
2026-01-30,59.57429507230612
2026-01-31,61.70194846774562
2026-02-01,61.70194846774562
2026-02-02,68.08490865406414
2026-02-03,62.76577516546538
2026-02-04,64.89342856090488
2026-02-05,71.2763887472234
2026-02-06,61.70194846774562
2026-02-07,51.063681490548106
2026-02-08,55.31898828142711
2026-02-09,55.31898828142711
2026-02-10,67.02108195634439
2026-02-11,65.95725525862463
2026-02-12,60.63812177002587
2026-02-13,65.95725525862463
2026-02-14,49.99985479282835
2026-02-15,45.74454800194934
2026-02-16,45.74454800194934
2026-02-17,55.31898828142711
2026-02-18,54.255161583707356
2026-02-19,51.063681490548106
2026-02-20,45.74454800194934
2026-02-21,53.19133488598761
2026-02-22,51.063681490548106
2026-02-23,51.063681490548106
2026-02-24,62.76577516546538
2026-02-25,54.255161583707356
2026-02-26,59.57429507230612
2026-02-27,57.44664167686661
2026-02-28,48.9360280951086
2026-03-01,36.17010772247157
2026-03-02,48.9360280951086
2026-03-03,63.829601863185125
2026-03-04,53.19133488598761
2026-03-05,53.19133488598761
2026-03-06,58.51046837458637
2026-03-07,54.255161583707356
2026-03-08,53.19133488598761
2026-03-09,51.063681490548106
2026-03-10,61.70194846774562
2026-03-11,54.255161583707356
2026-03-12,58.51046837458637
2026-03-13,54.255161583707356
2026-03-14,49.99985479282835
2026-03-15,43.61689460650984
2026-03-16,55.31898828142711
2026-03-17,44.68072130422959
2026-03-18,58.51046837458637
2026-03-19,54.255161583707356
2026-03-20,55.31898828142711
2026-03-21,45.74454800194934
2026-03-22,48.9360280951086
2026-03-23,53.19133488598761
2026-03-24,76.59552223582216
2026-03-25,85.10613581758017
2026-03-26,76.59552223582216
2026-03-27,67.02108195634439
2026-03-28,41.489241211070336
2026-03-29,51.063681490548106
2026-03-30,59.57429507230612
2026-03-31,60.63812177002587
2026-04-01,68.08490865406414
2026-04-02,61.70194846774562
2026-04-03,63.829601863185125
2026-04-04,57.44664167686661
2026-04-05,52.12750818826785
2026-04-06,53.19133488598761
2026-04-07,55.31898828142711
2026-04-08,48.9360280951086
2026-04-09,53.19133488598761
2026-04-10,55.31898828142711
2026-04-11,51.063681490548106
2026-04-12,42.553067908790084
2026-04-13,46.808374699669095
2026-04-14,51.063681490548106
2026-04-15,58.51046837458637
2026-04-16,68.08490865406414
2026-04-17,71.2763887472234
2026-04-18,62.76577516546538
2026-04-19,49.99985479282835
2026-04-20,63.829601863185125
2026-04-21,59.57429507230612
2026-04-22,60.63812177002587
2026-04-23,63.829601863185125
2026-04-24,56.382814979146865
2026-04-25,48.9360280951086
2026-04-26,42.553067908790084
2026-04-27,56.382814979146865
2026-04-28,56.382814979146865
2026-04-29,58.51046837458637
2026-04-30,56.382814979146865
2026-05-01,57.44664167686661
2026-05-02,106.38266977197522
2026-05-03,95.7444027947777
2026-05-04,81.91465572442091
2026-05-05,85.10613581758017
2026-05-06,70.21256204950365
2026-05-07,61.70194846774562
2026-05-08,65.95725525862463
2026-05-09,73.4040421426629
2026-05-10,59.57429507230612
2026-05-11,55.31898828142711
2026-05-12,57.44664167686661
2026-05-13,56.382814979146865
2026-05-14,60.63812177002587
2026-05-15,59.57429507230612
2026-05-16,51.063681490548106
2026-05-17,45.74454800194934
2026-05-18,46.808374699669095
2026-05-19,51.063681490548106
2026-05-20,56.382814979146865
2026-05-21,49.99985479282835
2026-05-22,56.382814979146865
2026-05-23,46.808374699669095
2026-05-24,53.19133488598761
2026-05-25,52.12750818826785
2026-05-26,51.063681490548106
2026-05-27,49.99985479282835
2026-05-28,57.44664167686661
2026-05-29,48.9360280951086
2026-05-30,52.12750818826785
2026-05-31,47.87220139738885
