Time,reward
2022-04-30,72.0
2022-05-01,76.0
2022-05-02,82.0
2022-05-03,75.0
2022-05-04,73.0
2022-05-05,76.0
2022-05-06,68.0
2022-05-07,73.0
2022-05-08,70.0
2022-05-09,74.0
2022-05-10,73.0
2022-05-11,79.0
2022-05-12,68.0
2022-05-13,67.0
2022-05-14,70.0
2022-05-15,76.0
2022-05-16,69.0
2022-05-17,73.0
2022-05-18,72.0
2022-05-19,77.0
2022-05-20,71.0
2022-05-21,63.0
2022-05-22,71.0
2022-05-23,70.0
2022-05-24,74.0
2022-05-25,67.0
2022-05-26,68.0
2022-05-27,67.0
2022-05-28,62.0
2022-05-29,66.0
2022-05-30,74.0
2022-05-31,69.0
2022-06-01,69.0
2022-06-02,72.0
2022-06-03,73.0
2022-06-04,70.0
2022-06-05,78.0
2022-06-06,71.0
2022-06-07,71.0
2022-06-08,74.0
2022-06-09,69.0
2022-06-10,64.0
2022-06-11,73.0
2022-06-12,73.0
2022-06-13,74.0
2022-06-14,72.0
2022-06-15,74.0
2022-06-16,72.0
2022-06-17,70.0
2022-06-18,77.0
2022-06-19,77.0
2022-06-20,75.0
2022-06-21,77.0
2022-06-22,81.0
2022-06-23,72.0
2022-06-24,73.0
2022-06-25,74.0
2022-06-26,75.0
2022-06-27,76.0
2022-06-28,75.0
2022-06-29,76.0
2022-06-30,73.0
2022-07-01,82.0
2022-07-02,74.0
2022-07-03,66.0
2022-07-04,66.0
2022-07-05,76.0
2022-07-06,71.0
2022-07-07,76.0
2022-07-08,77.0
2022-07-09,72.0
2022-07-10,77.0
2022-07-11,75.0
2022-07-12,79.0
2022-07-13,77.0
2022-07-14,81.0
2022-07-15,72.0
2022-07-16,76.0
2022-07-17,77.0
2022-07-18,77.0
2022-07-19,76.0
2022-07-20,73.0
2022-07-21,75.0
2022-07-22,74.0
2022-07-23,78.0
2022-07-24,74.0
2022-07-25,74.0
2022-07-26,74.0
2022-07-27,76.0
2022-07-28,74.0
2022-07-29,75.0
2022-07-30,68.0
2022-07-31,73.0
2022-08-01,74.0
2022-08-02,79.0
2022-08-03,73.0
2022-08-04,72.0
2022-08-05,74.0
2022-08-06,76.0
2022-08-07,78.0
2022-08-08,75.0
2022-08-09,80.0
2022-08-10,73.0
2022-08-11,74.0
2022-08-12,73.0
2022-08-13,74.0
2022-08-14,76.0
2022-08-15,73.0
2022-08-16,73.0
2022-08-17,72.0
2022-08-18,80.0
2022-08-19,70.0
2022-08-20,72.0
2022-08-21,80.0
2022-08-22,73.0
2022-08-23,72.0
2022-08-24,74.0
2022-08-25,71.0
2022-08-26,74.0
2022-08-27,78.0
2022-08-28,75.0
2022-08-29,78.13636363636363
2022-08-30,72.8409090909091
2022-08-31,74.77272727272728
2022-09-01,82.9659090909091
2022-09-02,73.30681818181819
2022-09-03,72.3409090909091
2022-09-04,64.64772727272728
2022-09-05,74.77272727272728
2022-09-06,71.875
2022-09-07,68.97727272727272
2022-09-08,69.94318181818181
2022-09-09,78.13636363636363
2022-09-10,74.27272727272728
2022-09-11,77.67045454545455
2022-09-12,81.0340909090909
2022-09-13,76.70454545454545
2022-09-14,75.73863636363636
2022-09-15,82.0
2022-09-16,81.0340909090909
2022-09-17,75.73863636363636
2022-09-18,75.23863636363636
2022-09-19,82.0
2022-09-20,77.67045454545455
2022-09-21,81.0340909090909
2022-09-22,76.20454545454545
2022-09-23,76.20454545454545
2022-09-24,82.0
2022-09-25,75.23863636363636
2022-09-26,75.73863636363636
2022-09-27,74.54545454545455
2022-09-28,75.47727272727272
2022-09-29,71.75
2022-09-30,79.20454545454545
2022-10-01,79.20454545454545
2022-10-02,78.27272727272727
2022-10-03,82.93181818181817
2022-10-04,86.6590909090909
2022-10-05,82.0
2022-10-06,82.93181818181817
2022-10-07,82.0
2022-10-08,78.27272727272727
2022-10-09,76.4090909090909
2022-10-10,80.13636363636363
2022-10-11,77.3409090909091
2022-10-12,79.20454545454545
2022-10-13,75.47727272727272
2022-10-14,80.13636363636363
2022-10-15,76.4090909090909
2022-10-16,75.47727272727272
2022-10-17,75.47727272727272
2022-10-18,80.13636363636363
2022-10-19,79.20454545454545
2022-10-20,77.3409090909091
2022-10-21,72.68181818181817
2022-10-22,71.75
2022-10-23,76.4090909090909
2022-10-24,76.4090909090909
2022-10-25,74.54545454545455
2022-10-26,81.06818181818181
2022-10-27,77.3409090909091
2022-10-28,76.4090909090909
2022-10-29,76.4090909090909
2022-10-30,71.75
2022-10-31,78.27272727272727
2022-11-01,86.6590909090909
2022-11-02,82.0
2022-11-03,81.06818181818181
2022-11-04,77.3409090909091
2022-11-05,72.68181818181817
2022-11-06,78.27272727272727
2022-11-07,78.27272727272727
2022-11-08,72.68181818181817
2022-11-09,67.0909090909091
2022-11-10,70.81818181818181
2022-11-11,76.4090909090909
2022-11-12,74.54545454545455
2022-11-13,78.27272727272727
2022-11-14,81.06818181818181
2022-11-15,75.47727272727272
2022-11-16,75.47727272727272
2022-11-17,75.47727272727272
2022-11-18,75.47727272727272
2022-11-19,77.3409090909091
2022-11-20,80.13636363636363
2022-11-21,81.06818181818181
2022-11-22,69.88636363636363
2022-11-23,71.75
2022-11-24,65.22727272727272
2022-11-25,72.68181818181817
2022-11-26,74.54545454545455
2022-11-27,79.20454545454545
2022-11-28,82.0
2022-11-29,78.27272727272727
2022-11-30,80.13636363636363
2022-12-01,79.20454545454545
2022-12-02,84.79545454545455
2022-12-03,80.13636363636363
2022-12-04,76.4090909090909
2022-12-05,82.93181818181817
2022-12-06,76.4090909090909
2022-12-07,78.27272727272727
2022-12-08,82.93181818181817
2022-12-09,80.13636363636363
2022-12-10,78.27272727272727
2022-12-11,76.4090909090909
2022-12-12,79.20454545454545
2022-12-13,75.47727272727272
2022-12-14,76.4090909090909
2022-12-15,81.06818181818181
2022-12-16,72.68181818181817
2022-12-17,82.0
2022-12-18,69.88636363636363
2022-12-19,75.47727272727272
2022-12-20,75.47727272727272
2022-12-21,72.68181818181817
2022-12-22,69.88636363636363
2022-12-23,68.95454545454545
2022-12-24,59.63636363636363
2022-12-25,49.38636363636363
2022-12-26,70.81818181818181
2022-12-27,74.54545454545455
2022-12-28,76.4090909090909
2022-12-29,75.47727272727272
2022-12-30,78.27272727272727
2022-12-31,71.75
2023-01-01,72.68181818181817
2023-01-02,84.79545454545455
2023-01-03,75.47727272727272
2023-01-04,83.86363636363636
2023-01-05,76.4090909090909
2023-01-06,87.59090909090908
2023-01-07,78.27272727272727
2023-01-08,78.27272727272727
2023-01-09,75.47727272727272
2023-01-10,77.3409090909091
2023-01-11,76.4090909090909
2023-01-12,76.4090909090909
2023-01-13,76.4090909090909
2023-01-14,79.20454545454545
2023-01-15,74.54545454545455
2023-01-16,77.3409090909091
2023-01-17,76.4090909090909
2023-01-18,78.27272727272727
2023-01-19,81.06818181818181
2023-01-20,78.27272727272727
2023-01-21,74.54545454545455
2023-01-22,76.4090909090909
2023-01-23,75.47727272727272
2023-01-24,80.13636363636363
2023-01-25,80.13636363636363
2023-01-26,76.4090909090909
2023-01-27,77.3409090909091
2023-01-28,74.54545454545455
2023-01-29,77.3409090909091
2023-01-30,81.06818181818181
2023-01-31,78.27272727272727
2023-02-01,89.45454545454545
2023-02-02,88.52272727272727
2023-02-03,82.0
2023-02-04,77.3409090909091
2023-02-05,82.93181818181817
2023-02-06,83.86363636363636
2023-02-07,82.0
2023-02-08,85.72727272727272
2023-02-09,76.4090909090909
2023-02-10,86.6590909090909
2023-02-11,90.38636363636363
2023-02-12,80.13636363636363
2023-02-13,81.06818181818181
2023-02-14,81.06818181818181
2023-02-15,84.79545454545455
2023-02-16,82.0
2023-02-17,82.93181818181817
2023-02-18,82.0
2023-02-19,86.6590909090909
2023-02-20,80.13636363636363
2023-02-21,83.86363636363636
2023-02-22,85.72727272727272
2023-02-23,83.86363636363636
2023-02-24,81.06818181818181
2023-02-25,87.59090909090908
2023-02-26,88.52272727272727
2023-02-27,90.38636363636363
2023-02-28,78.27272727272727
2023-03-01,88.52272727272727
2023-03-02,88.52272727272727
2023-03-03,81.06818181818181
2023-03-04,83.86363636363636
2023-03-05,82.93181818181817
2023-03-06,93.18181818181817
2023-03-07,86.6590909090909
2023-03-08,84.79545454545455
2023-03-09,79.20454545454545
2023-03-10,82.93181818181817
2023-03-11,79.20454545454545
2023-03-12,84.79545454545455
2023-03-13,76.4090909090909
2023-03-14,80.13636363636363
2023-03-15,82.93181818181817
2023-03-16,72.68181818181817
2023-03-17,74.54545454545455
2023-03-18,77.3409090909091
2023-03-19,82.0
2023-03-20,87.59090909090908
2023-03-21,81.06818181818181
2023-03-22,79.20454545454545
2023-03-23,86.6590909090909
2023-03-24,79.20454545454545
2023-03-25,80.13636363636363
2023-03-26,84.79545454545455
2023-03-27,87.59090909090908
2023-03-28,82.93181818181817
2023-03-29,78.27272727272727
2023-03-30,79.20454545454545
2023-03-31,80.13636363636363
2023-04-01,76.4090909090909
2023-04-02,84.79545454545455
2023-04-03,82.0
2023-04-04,80.13636363636363
2023-04-05,82.0
2023-04-06,82.0
2023-04-07,81.06818181818181
2023-04-08,81.06818181818181
2023-04-09,76.4090909090909
2023-04-10,82.0
2023-04-11,80.13636363636363
2023-04-12,79.20454545454545
2023-04-13,78.27272727272727
2023-04-14,81.06818181818181
2023-04-15,79.20454545454545
2023-04-16,87.59090909090908
2023-04-17,90.38636363636363
2023-04-18,82.93181818181817
2023-04-19,87.59090909090908
2023-04-20,82.0
2023-04-21,74.54545454545455
2023-04-22,77.3409090909091
2023-04-23,82.0
2023-04-24,83.86363636363636
2023-04-25,82.93181818181817
2023-04-26,88.56021421107627
2023-04-27,78.86716300940438
2023-04-28,78.86716300940438
2023-04-29,78.86716300940438
2023-04-30,83.71368861024033
2023-05-01,90.49882445141064
2023-05-02,89.99542842215254
2023-05-03,93.40673981191222
2023-05-04,87.59090909090908
2023-05-05,75.95924764890282
2023-05-06,74.52403343782653
2023-05-07,83.71368861024033
2023-05-08,80.33986415882967
2023-05-09,89.99542842215254
2023-05-10,76.4626436781609
2023-05-11,80.80577324973876
2023-05-12,78.40125391849529
2023-05-13,79.37055903866248
2023-05-14,80.33986415882967
2023-05-15,86.62160397074189
2023-05-16,87.125
2023-05-17,81.30916927899685
2023-05-18,79.37055903866248
2023-05-19,81.30916927899685
2023-05-20,82.27847439916405
2023-05-21,84.68299373040752
2023-05-22,78.40125391849529
2023-05-23,81.77507836990594
2023-05-24,79.83646812957156
2023-05-25,78.5297805642633
2023-05-26,76.51619644723091
2023-05-27,77.52298850574711
2023-05-28,78.5297805642633
2023-05-29,82.5569487983281
2023-05-30,82.5569487983281
2023-05-31,79.5365726227795
2023-06-01,80.5433646812957
2023-06-02,81.5501567398119
2023-06-03,82.5569487983281
2023-06-04,83.56374085684429
2023-06-05,79.5365726227795
2023-06-06,85.57732497387669
2023-06-07,79.5365726227795
2023-06-08,77.52298850574711
2023-06-09,83.56374085684429
2023-06-10,77.52298850574711
2023-06-11,80.5433646812957
2023-06-12,82.5569487983281
2023-06-13,80.5433646812957
2023-06-14,80.5433646812957
2023-06-15,81.5501567398119
2023-06-16,78.5297805642633
2023-06-17,80.5433646812957
2023-06-18,77.52298850574711
2023-06-19,85.57732497387669
2023-06-20,82.5569487983281
2023-06-21,82.5569487983281
2023-06-22,95.64524555903864
2023-06-23,77.52298850574711
2023-06-24,80.5433646812957
2023-06-25,80.5433646812957
2023-06-26,86.58411703239288
2023-06-27,85.57732497387669
2023-06-28,77.52298850574711
2023-06-29,80.5433646812957
2023-06-30,78.5297805642633
2023-07-01,85.57732497387669
2023-07-02,85.57732497387669
2023-07-03,83.56374085684429
2023-07-04,83.56374085684429
2023-07-05,82.5569487983281
2023-07-06,81.5501567398119
2023-07-07,78.5297805642633
2023-07-08,84.57053291536049
2023-07-09,89.60449320794146
2023-07-10,82.5569487983281
2023-07-11,86.58411703239288
2023-07-12,84.57053291536049
2023-07-13,85.57732497387669
2023-07-14,83.56374085684429
2023-07-15,84.57053291536049
2023-07-16,89.60449320794146
2023-07-17,85.57732497387669
2023-07-18,84.57053291536049
2023-07-19,83.56374085684429
2023-07-20,83.56374085684429
2023-07-21,85.57732497387669
2023-07-22,80.5433646812957
2023-07-23,84.57053291536049
2023-07-24,79.5365726227795
2023-07-25,85.57732497387669
2023-07-26,79.5365726227795
2023-07-27,83.56374085684429
2023-07-28,83.56374085684429
2023-07-29,76.51619644723091
2023-07-30,83.56374085684429
2023-07-31,80.5433646812957
2023-08-01,88.59770114942526
2023-08-02,85.57732497387669
2023-08-03,82.5569487983281
2023-08-04,80.5433646812957
2023-08-05,84.57053291536049
2023-08-06,89.60449320794146
2023-08-07,84.57053291536049
2023-08-08,85.57732497387669
2023-08-09,83.56374085684429
2023-08-10,79.5365726227795
2023-08-11,81.5501567398119
2023-08-12,85.57732497387669
2023-08-13,84.57053291536049
2023-08-14,81.5501567398119
2023-08-15,85.57732497387669
2023-08-16,79.5365726227795
2023-08-17,73.49582027168232
2023-08-18,81.5501567398119
2023-08-19,78.5297805642633
2023-08-20,79.5365726227795
2023-08-21,83.56374085684429
2023-08-22,84.57053291536049
2023-08-23,82.5569487983281
2023-08-24,77.52298850574711
2023-08-25,73.49582027168232
2023-08-26,80.5433646812957
2023-08-27,81.5501567398119
2023-08-28,83.56374085684429
2023-08-29,78.5297805642633
2023-08-30,81.5501567398119
2023-08-31,80.5433646812957
2023-09-01,81.5501567398119
2023-09-02,78.5297805642633
2023-09-03,78.5297805642633
2023-09-04,85.57732497387669
2023-09-05,82.5569487983281
2023-09-06,82.5569487983281
2023-09-07,86.58411703239288
2023-09-08,77.52298850574711
2023-09-09,84.57053291536049
2023-09-10,85.57732497387669
2023-09-11,85.57732497387669
2023-09-12,93.63166144200625
2023-09-13,86.58411703239288
2023-09-14,86.58411703239288
2023-09-15,85.57732497387669
2023-09-16,86.58411703239288
2023-09-17,86.58411703239288
2023-09-18,89.60449320794146
2023-09-19,84.57053291536049
2023-09-20,85.57732497387669
2023-09-21,87.59090909090908
2023-09-22,79.5365726227795
2023-09-23,79.5365726227795
2023-09-24,83.56374085684429
2023-09-25,90.61128526645766
2023-09-26,86.58411703239288
2023-09-27,91.61807732497385
2023-09-28,89.60449320794146
2023-09-29,83.56374085684429
2023-09-30,83.56374085684429
2023-10-01,91.61807732497385
2023-10-02,91.61807732497385
2023-10-03,93.63166144200625
2023-10-04,94.63845350052244
2023-10-05,88.59770114942526
2023-10-06,82.5569487983281
2023-10-07,77.52298850574711
2023-10-08,86.58411703239288
2023-10-09,86.58411703239288
2023-10-10,84.57053291536049
2023-10-11,84.57053291536049
2023-10-12,90.61128526645766
2023-10-13,82.5569487983281
2023-10-14,85.57732497387669
2023-10-15,85.57732497387669
2023-10-16,87.59090909090908
2023-10-17,84.57053291536049
2023-10-18,87.59090909090908
2023-10-19,91.61807732497385
2023-10-20,79.5365726227795
2023-10-21,88.59770114942526
2023-10-22,91.61807732497385
2023-10-23,92.62486938349005
2023-10-24,88.59770114942526
2023-10-25,84.57053291536049
2023-10-26,82.5569487983281
2023-10-27,75.50940438871471
2023-10-28,78.5297805642633
2023-10-29,76.51619644723091
2023-10-30,92.62486938349005
2023-10-31,89.60449320794146
2023-11-01,86.58411703239288
2023-11-02,92.62486938349005
2023-11-03,84.57053291536049
2023-11-04,84.57053291536049
2023-11-05,80.5433646812957
2023-11-06,83.56374085684429
2023-11-07,88.59770114942526
2023-11-08,82.5569487983281
2023-11-09,87.59090909090908
2023-11-10,82.5569487983281
2023-11-11,83.56374085684429
2023-11-12,83.56374085684429
2023-11-13,89.60449320794146
2023-11-14,89.60449320794146
2023-11-15,97.65882967607104
2023-11-16,89.60449320794146
2023-11-17,84.57053291536049
2023-11-18,80.5433646812957
2023-11-19,82.5569487983281
2023-11-20,85.57732497387669
2023-11-21,81.5501567398119
2023-11-22,83.56374085684429
2023-11-23,67.45506792058515
2023-11-24,81.5501567398119
2023-11-25,81.5501567398119
2023-11-26,85.57732497387669
2023-11-27,91.61807732497385
2023-11-28,90.61128526645766
2023-11-29,90.61128526645766
2023-11-30,87.59090909090908
2023-12-01,95.64524555903864
2023-12-02,91.61807732497385
2023-12-03,84.57053291536049
2023-12-04,97.65882967607104
2023-12-05,100.67920585161963
2023-12-06,97.65882967607104
2023-12-07,93.63166144200625
2023-12-08,94.63845350052244
2023-12-09,88.59770114942526
2023-12-10,79.5365726227795
2023-12-11,91.61807732497385
2023-12-12,89.60449320794146
2023-12-13,87.59090909090908
2023-12-14,93.63166144200625
2023-12-15,85.57732497387669
2023-12-16,88.59770114942526
2023-12-17,82.5569487983281
2023-12-18,79.5365726227795
2023-12-19,84.57053291536049
2023-12-20,83.56374085684429
2023-12-21,84.57053291536049
2023-12-22,87.62774294670845
2023-12-23,81.47648902821315
2023-12-24,67.12356321839079
2023-12-25,65.59495820271681
2023-12-26,80.45128004179728
2023-12-27,90.7033699059561
2023-12-28,86.60253396029256
2023-12-29,89.15634796238243
2023-12-30,89.6781609195402
2023-12-31,82.50169801462903
2024-01-01,87.62774294670845
2024-01-02,90.7033699059561
2024-01-03,91.72857889237198
2024-01-04,90.7033699059561
2024-01-05,83.52690700104492
2024-01-06,89.6781609195402
2024-01-07,84.55211598746081
2024-01-08,81.47648902821315
2024-01-09,84.55211598746081
2024-01-10,94.80420585161963
2024-01-11,85.57732497387669
2024-01-12,84.55211598746081
2024-01-13,86.60253396029256
2024-01-14,80.45128004179728
2024-01-15,84.55211598746081
2024-01-16,80.45128004179728
2024-01-17,87.62774294670845
2024-01-18,88.65295193312433
2024-01-19,82.50169801462903
2024-01-20,86.62095088819225
2024-01-21,81.4028213166144
2024-01-22,86.62095088819225
2024-01-23,88.7082027168234
2024-01-24,87.66457680250782
2024-01-25,86.62095088819225
2024-01-26,86.62095088819225
2024-01-27,83.49007314524555
2024-01-28,87.66457680250782
2024-01-29,85.57732497387669
2024-01-30,89.75182863113896
2024-01-31,94.96995820271681
2024-02-01,87.66457680250782
2024-02-02,81.4028213166144
2024-02-03,85.57732497387669
2024-02-04,88.7082027168234
2024-02-05,90.79545454545453
2024-02-06,88.7082027168234
2024-02-07,85.57732497387669
2024-02-08,86.62095088819225
2024-02-09,89.75182863113896
2024-02-10,89.75182863113896
2024-02-11,86.62095088819225
2024-02-12,76.18469174503656
2024-02-13,90.79545454545453
2024-02-14,82.44644723092998
2024-02-15,85.57732497387669
2024-02-16,80.35919540229884
2024-02-17,88.7082027168234
2024-02-18,88.7082027168234
2024-02-19,87.66457680250782
2024-02-20,90.79545454545453
2024-02-21,90.79545454545453
2024-02-22,85.57732497387669
2024-02-23,82.44644723092998
2024-02-24,86.62095088819225
2024-02-25,90.79545454545453
2024-02-26,94.96995820271681
2024-02-27,90.79545454545453
2024-02-28,82.44644723092998
2024-02-29,86.62095088819225
2024-03-01,88.7082027168234
2024-03-02,89.75182863113896
2024-03-03,90.79545454545453
2024-03-04,89.75182863113896
2024-03-05,85.57732497387669
2024-03-06,83.49007314524555
2024-03-07,97.05721003134795
2024-03-08,92.88270637408567
2024-03-09,93.92633228840124
2024-03-10,88.7082027168234
2024-03-11,86.62095088819225
2024-03-12,94.96995820271681
2024-03-13,88.7082027168234
2024-03-14,83.49007314524555
2024-03-15,84.53369905956112
2024-03-16,87.66457680250782
2024-03-17,91.8390804597701
2024-03-18,91.8390804597701
2024-03-19,87.66457680250782
2024-03-20,88.7082027168234
2024-03-21,83.49007314524555
2024-03-22,88.7082027168234
2024-03-23,81.4028213166144
2024-03-24,90.79545454545453
2024-03-25,90.79545454545453
2024-03-26,87.66457680250782
2024-03-27,91.8390804597701
2024-03-28,86.62095088819225
2024-03-29,83.49007314524555
2024-03-30,82.44644723092998
2024-03-31,79.31556948798327
2024-04-01,96.01358411703238
2024-04-02,88.7082027168234
2024-04-03,83.49007314524555
2024-04-04,87.66457680250782
2024-04-05,88.7082027168234
2024-04-06,85.57732497387669
2024-04-07,87.66457680250782
2024-04-08,84.53369905956112
2024-04-09,92.88270637408567
2024-04-10,88.7082027168234
2024-04-11,87.66457680250782
2024-04-12,85.57732497387669
2024-04-13,81.4028213166144
2024-04-14,86.62095088819225
2024-04-15,93.92633228840124
2024-04-16,88.7082027168234
2024-04-17,87.66457680250782
2024-04-18,88.7082027168234
2024-04-19,83.49007314524555
2024-04-20,88.7082027168234
2024-04-21,91.8390804597701
2024-04-22,92.88270637408567
2024-04-23,89.75182863113896
2024-04-24,86.62095088819225
2024-04-25,88.7082027168234
2024-04-26,86.62095088819225
2024-04-27,80.35919540229884
2024-04-28,89.75182863113896
2024-04-29,85.57732497387669
2024-04-30,85.57732497387669
2024-05-01,93.92633228840124
2024-05-02,84.53369905956112
2024-05-03,83.49007314524555
2024-05-04,78.2719435736677
2024-05-05,104.36259143155692
2024-05-06,94.96995820271681
2024-05-07,86.62095088819225
2024-05-08,80.35919540229884
2024-05-09,86.62095088819225
2024-05-10,88.7082027168234
2024-05-11,75.14106583072099
2024-05-12,69.92293625914314
2024-05-13,81.4028213166144
2024-05-14,81.4028213166144
2024-05-15,82.44644723092998
2024-05-16,79.31556948798327
2024-05-17,80.35919540229884
2024-05-18,81.4028213166144
2024-05-19,82.44644723092998
2024-05-20,81.4028213166144
2024-05-21,83.49007314524555
2024-05-22,80.35919540229884
2024-05-23,80.35919540229884
2024-05-24,82.44644723092998
2024-05-25,84.53369905956112
2024-05-26,88.7082027168234
2024-05-27,82.44644723092998
2024-05-28,82.44644723092998
2024-05-29,80.35919540229884
2024-05-30,80.35919540229884
2024-05-31,76.18469174503656
2024-06-01,86.62095088819225
2024-06-02,82.44644723092998
2024-06-03,84.53369905956112
2024-06-04,81.4028213166144
2024-06-05,82.44644723092998
2024-06-06,84.53369905956112
2024-06-07,77.22831765935213
2024-06-08,88.7082027168234
2024-06-09,81.4028213166144
2024-06-10,84.53369905956112
2024-06-11,86.62095088819225
2024-06-12,86.62095088819225
2024-06-13,81.4028213166144
2024-06-14,82.44644723092998
2024-06-15,82.44644723092998
2024-06-16,77.22831765935213
2024-06-17,79.31556948798327
2024-06-18,80.35919540229884
2024-06-19,81.4028213166144
2024-06-20,81.4028213166144
2024-06-21,88.7082027168234
2024-06-22,85.57732497387669
2024-06-23,82.44644723092998
2024-06-24,82.44644723092998
2024-06-25,82.44644723092998
2024-06-26,85.57732497387669
2024-06-27,83.49007314524555
2024-06-28,83.49007314524555
2024-06-29,85.57732497387669
2024-06-30,84.53369905956112
2024-07-01,85.57732497387669
2024-07-02,87.66457680250782
2024-07-03,82.44644723092998
2024-07-04,83.49007314524555
2024-07-05,73.05381400208985
2024-07-06,80.35919540229884
2024-07-07,92.88270637408567
2024-07-08,86.62095088819225
2024-07-09,83.49007314524555
2024-07-10,82.44644723092998
2024-07-11,85.57732497387669
2024-07-12,83.49007314524555
2024-07-13,83.49007314524555
2024-07-14,79.31556948798327
2024-07-15,79.31556948798327
2024-07-16,85.57732497387669
2024-07-17,83.49007314524555
2024-07-18,84.53369905956112
2024-07-19,80.35919540229884
2024-07-20,82.44644723092998
2024-07-21,82.44644723092998
2024-07-22,85.57732497387669
2024-07-23,83.49007314524555
2024-07-24,82.44644723092998
2024-07-25,92.88270637408567
2024-07-26,83.49007314524555
2024-07-27,85.57732497387669
2024-07-28,87.66457680250782
2024-07-29,84.53369905956112
2024-07-30,88.7082027168234
2024-07-31,84.53369905956112
2024-08-01,88.7082027168234
2024-08-02,82.44644723092998
2024-08-03,92.88270637408567
2024-08-04,90.79545454545453
2024-08-05,85.57732497387669
2024-08-06,81.4028213166144
2024-08-07,89.75182863113896
2024-08-08,84.53369905956112
2024-08-09,89.75182863113896
2024-08-10,86.62095088819225
2024-08-11,89.75182863113896
2024-08-12,85.57732497387669
2024-08-13,82.44644723092998
2024-08-14,85.57732497387669
2024-08-15,84.53369905956112
2024-08-16,84.53369905956112
2024-08-17,81.4028213166144
2024-08-18,84.7335423197492
2024-08-19,80.75888192267502
2024-08-20,84.7335423197492
2024-08-21,87.24268547544409
2024-08-22,82.7462121212121
2024-08-23,86.7208725182863
2024-08-24,80.75888192267502
2024-08-25,93.20467607105536
2024-08-26,85.25535527690698
2024-08-27,83.26802507836989
2024-08-28,85.25535527690698
2024-08-29,84.7335423197492
2024-08-30,82.7462121212121
2024-08-31,83.26802507836989
2024-09-01,90.69553291536049
2024-09-02,99.58855799373039
2024-09-03,86.7208725182863
2024-09-04,84.7335423197492
2024-09-05,88.7082027168234
2024-09-06,79.2933646812957
2024-09-07,81.2806948798328
2024-09-08,83.26802507836989
2024-09-09,88.18638975966562
2024-09-10,85.25535527690698
2024-09-11,81.2806948798328
2024-09-12,90.69553291536049
2024-09-13,86.7208725182863
2024-09-14,86.7208725182863
2024-09-15,81.80250783699057
2024-09-16,92.4830198537095
2024-09-17,96.25783699059559
2024-09-18,96.25783699059559
2024-09-19,92.4830198537095
2024-09-20,86.82079414838034
2024-09-21,86.82079414838034
2024-09-22,90.59561128526644
2024-09-23,96.25783699059559
2024-09-24,98.14524555903864
2024-09-25,92.4830198537095
2024-09-26,84.9333855799373
2024-09-27,84.9333855799373
2024-09-28,86.82079414838034
2024-09-29,88.7082027168234
