Time,unemployed
2024-12-02,97.42514564422164
2024-12-03,96.10858962200243
2024-12-04,94.79203359978322
2024-12-05,92.1589215553448
2024-12-06,93.475477577564
2024-12-07,56.61190895542609
2024-12-08,63.194689066522145
2024-12-09,101.37481371087928
2024-12-10,107.95759382197534
2024-12-11,111.90726188863297
2024-12-12,86.89269746646795
2024-12-13,88.20925348868717
2024-12-14,48.71257282211082
2024-12-15,55.29535293320688
2024-12-16,85.57614144424875
2024-12-17,78.99336133315269
2024-12-18,78.99336133315269
2024-12-19,73.72713724427584
2024-12-20,72.41058122205663
2024-12-21,43.446348733233975
2024-12-22,64.51124508874136
2024-12-23,71.09402519983742
2024-12-24,56.61190895542609
2024-12-25,47.39601679989161
2024-12-26,56.61190895542609
2024-12-27,55.29535293320688
2024-12-28,53.97879691098767
2024-12-29,55.29535293320688
2024-12-30,71.09402519983742
2024-12-31,72.41058122205663
2025-01-01,52.66224088876846
2025-01-02,57.928464977645305
2025-01-03,73.72713724427584
2025-01-04,51.34568486654925
2025-01-05,60.561577022083725
2025-01-06,92.1589215553448
2025-01-07,97.42514564422164
2025-01-08,76.36024928871426
2025-01-09,86.89269746646795
2025-01-10,73.72713724427584
2025-01-11,65.82780111096056
2025-01-12,53.97879691098767
2025-01-13,98.74170166644086
2025-01-14,82.94302939981031
2025-01-15,97.42514564422164
2025-01-16,101.37481371087928
2025-01-17,89.52580951090637
2025-01-18,59.245020999864515
2025-01-19,67.14435713317978
2025-01-20,82.94302939981031
2025-01-21,89.52580951090637
2025-01-22,105.32448177753692
2025-01-23,107.95759382197534
2025-01-24,106.64103779975612
2025-01-25,65.82780111096056
2025-01-26,64.51124508874136
2025-01-27,98.74170166644086
2025-01-28,121.12315404416745
2025-01-29,111.90726188863297
2025-01-30,102.6913697330985
2025-01-31,104.0079257553177
2025-02-01,82.94302939981031
2025-02-02,81.62647337759111
2025-02-03,94.79203359978322
2025-02-04,109.27414984419455
2025-02-05,123.75626608860587
2025-02-06,97.42514564422164
2025-02-07,111.90726188863297
2025-02-08,73.72713724427584
2025-02-09,57.928464977645305
2025-02-10,97.42514564422164
2025-02-11,113.22381791085218
2025-02-12,107.95759382197534
2025-02-13,109.27414984419455
2025-02-14,96.10858962200243
2025-02-15,71.09402519983742
2025-02-16,76.36024928871426
2025-02-17,100.05825768866006
2025-02-18,107.95759382197534
2025-02-19,106.64103779975612
2025-02-20,107.95759382197534
2025-02-21,105.32448177753692
2025-02-22,85.57614144424875
2025-02-23,85.57614144424875
2025-02-24,131.65560222192113
2025-02-25,114.5403739330714
2025-02-26,110.59070586641376
2025-02-27,105.32448177753692
2025-02-28,105.32448177753692
2025-03-01,78.99336133315269
2025-03-02,76.36024928871426
2025-03-03,115.85692995529061
2025-03-04,104.0079257553177
2025-03-05,107.95759382197534
2025-03-06,113.22381791085218
2025-03-07,117.17348597750981
2025-03-08,73.72713724427584
2025-03-09,65.82780111096056
2025-03-10,104.0079257553177
2025-03-11,105.32448177753692
2025-03-12,94.79203359978322
2025-03-13,102.6913697330985
2025-03-14,88.20925348868717
2025-03-15,71.09402519983742
2025-03-16,76.36024928871426
2025-03-17,104.0079257553177
2025-03-18,94.79203359978322
2025-03-19,89.52580951090637
2025-03-20,97.42514564422164
2025-03-21,93.475477577564
2025-03-22,59.245020999864515
2025-03-23,60.561577022083725
2025-03-24,110.59070586641376
2025-03-25,104.0079257553177
2025-03-26,102.6913697330985
2025-03-27,101.37481371087928
2025-03-28,97.42514564422164
2025-03-29,69.7774691776182
2025-03-30,64.51124508874136
2025-03-31,109.27414984419455
2025-04-01,104.0079257553177
2025-04-02,92.1589215553448
2025-04-03,110.59070586641376
2025-04-04,88.20925348868717
2025-04-05,81.62647337759111
2025-04-06,61.878133044302935
2025-04-07,101.37481371087928
2025-04-08,106.64103779975612
2025-04-09,102.6913697330985
2025-04-10,90.84236553312559
2025-04-11,102.6913697330985
2025-04-12,80.3099173553719
2025-04-13,86.89269746646795
2025-04-14,123.75626608860587
2025-04-15,120.09584139046609
2025-04-16,96.20832871459478
2025-04-17,84.61864615536204
2025-04-18,80.51936944981585
2025-04-19,65.48868819614653
2025-04-20,52.53258006839838
2025-04-21,88.00977530350244
2025-04-22,96.20832871459478
2025-04-23,100.30760542014097
2025-04-24,102.33230899976598
2025-04-25,101.67403098865637
2025-04-26,51.16615449988299
2025-04-27,53.89900563691378
2025-04-28,89.37620087201782
2025-04-29,79.15294388130047
2025-04-30,88.00977530350244
2025-05-01,104.40688212568716
2025-05-02,88.00977530350244
2025-05-03,68.22153933317732
2025-05-04,70.2961124590985
2025-05-05,86.64334973498704
2025-05-06,85.98507172387744
2025-05-07,90.74262644053323
2025-05-08,93.475477577564
2025-05-09,92.10905200904861
2025-05-10,60.731133479490744
2025-05-11,66.85511376466192
2025-05-12,93.475477577564
2025-05-13,87.35149729239282
2025-05-14,94.89177269237558
2025-05-15,80.72882154425983
2025-05-16,82.1451166590714
2025-05-17,55.23550947765146
2025-05-18,58.06809970727461
2025-05-19,79.31252642944825
2025-05-20,87.8102971183177
2025-05-21,90.64288734794086
2025-05-22,83.56141177388298
2025-05-23,63.73328016652091
2025-05-24,59.48439482208619
2025-05-25,55.23550947765146
2025-05-26,60.90068993689776
2025-05-27,84.97770688869456
2025-05-28,96.30806780718716
2025-05-29,77.89623131463668
2025-05-30,73.64734597020194
2025-05-31,65.14957528133249
2025-06-01,65.14957528133249
2025-06-02,76.4799361998251
2025-06-03,82.1451166590714
2025-06-04,83.56141177388298
2025-06-05,87.8102971183177
2025-06-06,82.1451166590714
2025-06-07,66.56587039614406
2025-06-08,62.31698505170934
2025-06-09,82.1451166590714
2025-06-10,87.8102971183177
2025-06-11,89.22659223312928
2025-06-12,84.97770688869456
2025-06-13,72.23105085539036
2025-06-14,55.23550947765146
2025-06-15,65.14957528133249
2025-06-16,84.97770688869456
2025-06-17,77.89623131463668
2025-06-18,66.56587039614406
2025-06-19,70.81475574057879
2025-06-20,59.48439482208619
2025-06-21,66.56587039614406
2025-06-22,50.98662413321673
2025-06-23,84.97770688869456
2025-06-24,82.1451166590714
2025-06-25,76.4799361998251
2025-06-26,83.56141177388298
2025-06-27,59.48439482208619
2025-06-28,69.39846062576721
2025-06-29,60.90068993689776
2025-06-30,83.56141177388298
2025-07-01,93.475477577564
2025-07-02,100.55695315162188
2025-07-03,96.30806780718716
2025-07-04,76.4799361998251
2025-07-05,70.81475574057879
2025-07-06,60.90068993689776
2025-07-07,82.1451166590714
2025-07-08,82.1451166590714
2025-07-09,96.30806780718716
2025-07-10,84.97770688869456
2025-07-11,79.31252642944825
2025-07-12,62.31698505170934
2025-07-13,66.56587039614406
2025-07-14,75.06364108501351
2025-07-15,75.06364108501351
2025-07-16,94.89177269237558
2025-07-17,93.475477577564
2025-07-18,73.64734597020194
2025-07-19,76.4799361998251
2025-07-20,92.05918246275243
2025-07-21,93.475477577564
2025-07-22,87.8102971183177
2025-07-23,84.97770688869456
2025-07-24,94.89177269237558
2025-07-25,77.89623131463668
2025-07-26,70.81475574057879
2025-07-27,79.31252642944825
2025-07-28,80.72882154425983
2025-07-29,101.97324826643346
2025-07-30,106.2221336108682
2025-07-31,116.13619941454922
2025-08-01,83.56141177388298
2025-08-02,59.48439482208619
2025-08-03,60.90068993689776
2025-08-04,73.64734597020194
2025-08-05,86.39400200350613
2025-08-06,83.56141177388298
2025-08-07,82.1451166590714
2025-08-08,72.23105085539036
2025-08-09,60.90068993689776
2025-08-10,69.39846062576721
2025-08-11,86.39400200350613
2025-08-12,80.72882154425983
2025-08-13,76.4799361998251
2025-08-14,79.31252642944825
2025-08-15,73.64734597020194
2025-08-16,58.06809970727461
2025-08-17,52.402919248028304
2025-08-18,73.64734597020194
2025-08-19,77.89623131463668
2025-08-20,76.4799361998251
2025-08-21,75.06364108501351
2025-08-22,79.31252642944825
2025-08-23,66.56587039614406
2025-08-24,49.570329018405154
2025-08-25,70.81475574057879
2025-08-26,76.4799361998251
2025-08-27,76.4799361998251
2025-08-28,69.39846062576721
2025-08-29,70.81475574057879
2025-08-30,53.81921436283989
2025-08-31,65.14957528133249
2025-09-01,60.90068993689776
2025-09-02,84.97770688869456
2025-09-03,109.05472384049135
2025-09-04,141.62951148115758
2025-09-05,127.46656033304183
2025-09-06,75.06364108501351
2025-09-07,66.56587039614406
2025-09-08,93.475477577564
2025-09-09,89.22659223312928
2025-09-10,90.64288734794086
2025-09-11,84.97770688869456
2025-09-12,62.31698505170934
2025-09-13,55.23550947765146
2025-09-14,59.48439482208619
2025-09-15,87.8102971183177
2025-09-16,90.64288734794086
2025-09-17,101.97324826643346
2025-09-18,89.22659223312928
2025-09-19,94.89177269237558
2025-09-20,72.23105085539036
2025-09-21,73.64734597020194
2025-09-22,94.89177269237558
2025-09-23,118.96878964417238
2025-09-24,86.39400200350613
2025-09-25,94.89177269237558
2025-09-26,82.1451166590714
2025-09-27,58.06809970727461
2025-09-28,62.31698505170934
2025-09-29,116.13619941454922
2025-09-30,103.38954338124503
2025-10-01,101.97324826643346
2025-10-02,92.05918246275243
2025-10-03,96.30806780718716
2025-10-04,63.73328016652091
2025-10-05,65.14957528133249
2025-10-06,96.30806780718716
2025-10-07,90.64288734794086
2025-10-08,97.72436292199873
2025-10-09,90.64288734794086
2025-10-10,86.39400200350613
2025-10-11,60.90068993689776
2025-10-12,66.56587039614406
2025-10-13,90.64288734794086
2025-10-14,93.475477577564
2025-10-15,99.14065803681031
2025-10-16,87.8102971183177
2025-10-17,76.4799361998251
2025-10-18,53.81921436283989
2025-10-19,55.23550947765146
2025-10-20,92.05918246275243
2025-10-21,106.2221336108682
2025-10-22,103.38954338124503
2025-10-23,114.71990429973765
2025-10-24,86.39400200350613
2025-10-25,63.73328016652091
2025-10-26,63.73328016652091
2025-10-27,110.47101895530292
2025-10-28,109.05472384049135
2025-10-29,106.2221336108682
2025-10-30,107.63842872567977
2025-10-31,97.72436292199873
2025-11-01,72.23105085539036
2025-11-02,73.64734597020194
2025-11-03,106.2221336108682
2025-11-04,94.89177269237558
2025-11-05,94.89177269237558
2025-11-06,111.8873140701145
2025-11-07,107.63842872567977
2025-11-08,77.89623131463668
2025-11-09,87.8102971183177
2025-11-10,99.14065803681031
2025-11-11,103.38954338124503
2025-11-12,103.38954338124503
2025-11-13,118.96878964417238
2025-11-14,110.47101895530292
2025-11-15,72.23105085539036
2025-11-16,73.64734597020194
2025-11-17,120.38508475898395
2025-11-18,99.14065803681031
2025-11-19,101.97324826643346
2025-11-20,110.47101895530292
2025-11-21,96.30806780718716
2025-11-22,50.98662413321673
2025-11-23,62.31698505170934
2025-11-24,86.39400200350613
2025-11-25,93.475477577564
2025-11-26,79.31252642944825
2025-11-27,60.90068993689776
2025-11-28,70.81475574057879
2025-11-29,60.90068993689776
2025-11-30,79.31252642944825
2025-12-01,106.2221336108682
2025-12-02,118.96878964417238
2025-12-03,124.63397010341868
2025-12-04,113.30360918492607
2025-12-05,109.05472384049135
2025-12-06,83.56141177388298
2025-12-07,83.56141177388298
2025-12-08,126.05026521823025
2025-12-09,131.71544567747657
2025-12-10,116.13619941454922
2025-12-11,106.06476748700024
2025-12-12,109.92023752176509
2025-12-13,78.76174499591042
2025-12-14,62.31698505170934
2025-12-15,109.92023752176509
2025-12-16,116.92303003388899
2025-12-17,104.33374012445276
2025-12-18,113.77570755652994
2025-12-19,87.1808326228459
2025-12-20,73.17524759859808
2025-12-21,69.31977756383324
2025-12-22,70.02792512123904
2025-12-23,79.46989255331621
2025-12-24,69.31977756383324
2025-12-25,59.16966257435028
2025-12-26,62.31698505170934
2025-12-27,69.31977756383324
2025-12-28,73.17524759859808
2025-12-29,93.475477577564
2025-12-30,89.62000754279916
2025-12-31,70.02792512123904
2026-01-01,65.4643075290684
2026-01-02,82.61721503067525
2026-01-03,69.31977756383324
2026-01-04,68.61163000642745
2026-01-05,106.77291504440603
2026-01-06,114.48385511393572
2026-01-07,123.92582254601288
2026-01-08,130.9286150581368
2026-01-09,124.63397010341868
2026-01-10,96.93753230265898
2026-01-11,79.62725867718416
2026-01-12,107.32369647794387
2026-01-13,128.09602482851363
2026-01-14,121.17191537832372
2026-01-15,121.17191537832372
2026-01-16,103.8616417528489
2026-01-17,93.475477577564
2026-01-18,83.08931340227912
2026-01-19,90.01342285246905
2026-01-20,128.09602482851363
2026-01-21,138.48218900379854
2026-01-22,135.02013427870358
2026-01-23,110.78575120303883
2026-01-24,86.55136812737409
2026-01-25,79.62725867718416
2026-01-26,110.78575120303883
2026-01-27,141.9442437288935
2026-01-28,128.09602482851363
2026-01-29,135.02013427870358
2026-01-30,135.02013427870358
2026-01-31,114.24780592813379
2026-02-01,110.78575120303883
2026-02-02,128.09602482851363
2026-02-03,138.48218900379854
2026-02-04,169.6406815296532
2026-02-05,155.79246262927336
2026-02-06,138.48218900379854
2026-02-07,141.9442437288935
2026-02-08,117.70986065322876
2026-02-09,159.25451735436832
2026-02-10,145.40629845398846
2026-02-11,152.3304079041784
2026-02-12,114.24780592813379
2026-02-13,131.55807955360862
2026-02-14,96.93753230265898
2026-02-15,100.39958702775394
2026-02-16,138.48218900379854
2026-02-17,159.25451735436832
2026-02-18,138.48218900379854
2026-02-19,131.55807955360862
2026-02-20,131.55807955360862
2026-02-21,96.93753230265898
2026-02-22,90.01342285246905
2026-02-23,121.17191537832372
2026-02-24,138.48218900379854
2026-02-25,141.9442437288935
2026-02-26,138.48218900379854
2026-02-27,131.55807955360862
2026-02-28,72.70314922699423
2026-03-01,83.08931340227912
2026-03-02,159.25451735436832
2026-03-03,180.0268457049381
2026-03-04,135.02013427870358
2026-03-05,141.9442437288935
2026-03-06,117.70986065322876
2026-03-07,79.62725867718416
2026-03-08,124.63397010341868
2026-03-09,145.40629845398846
2026-03-10,138.48218900379854
2026-03-11,117.70986065322876
2026-03-12,131.55807955360862
2026-03-13,121.17191537832372
2026-03-14,79.62725867718416
2026-03-15,83.08931340227912
2026-03-16,114.24780592813379
2026-03-17,117.70986065322876
2026-03-18,114.24780592813379
2026-03-19,114.24780592813379
2026-03-20,114.24780592813379
2026-03-21,86.55136812737409
2026-03-22,96.93753230265898
2026-03-23,128.09602482851363
2026-03-24,110.78575120303883
2026-03-25,110.78575120303883
2026-03-26,117.70986065322876
2026-03-27,117.70986065322876
2026-03-28,79.62725867718416
2026-03-29,79.62725867718416
2026-03-30,114.24780592813379
2026-03-31,138.48218900379854
2026-04-01,141.9442437288935
2026-04-02,117.70986065322876
2026-04-03,93.475477577564
2026-04-04,96.93753230265898
2026-04-05,93.475477577564
2026-04-06,138.48218900379854
2026-04-07,135.02013427870358
2026-04-08,138.48218900379854
2026-04-09,135.02013427870358
2026-04-10,121.17191537832372
2026-04-11,96.93753230265898
2026-04-12,86.55136812737409
2026-04-13,152.3304079041784
2026-04-14,190.41300988022297
2026-04-15,346.20547250949636
2026-04-16,173.10273625474818
2026-04-17,152.3304079041784
2026-04-18,93.475477577564
2026-04-19,110.78575120303883
2026-04-20,141.9442437288935
2026-04-21,131.55807955360862
2026-04-22,117.70986065322876
2026-04-23,148.8683531790834
2026-04-24,211.18533823079275
2026-04-25,86.55136812737409
2026-04-26,96.93753230265898
2026-04-27,186.950955155128
2026-04-28,218.1094476809827
2026-04-29,107.32369647794387
2026-04-30,128.09602482851363
2026-05-01,117.70986065322876
2026-05-02,79.62725867718416
2026-05-03,96.93753230265898
2026-05-04,110.78575120303883
2026-05-05,117.70986065322876
2026-05-06,114.24780592813379
2026-05-07,114.24780592813379
2026-05-08,124.63397010341868
2026-05-09,90.01342285246905
2026-05-10,69.24109450189927
2026-05-11,103.8616417528489
2026-05-12,114.24780592813379
2026-05-13,138.48218900379854
2026-05-14,107.32369647794387
2026-05-15,96.93753230265898
2026-05-16,86.55136812737409
2026-05-17,76.1652039520892
2026-05-18,93.475477577564
2026-05-19,110.78575120303883
2026-05-20,100.39958702775394
2026-05-21,107.32369647794387
2026-05-22,103.8616417528489
2026-05-23,76.1652039520892
2026-05-24,79.62725867718416
2026-05-25,72.70314922699423
2026-05-26,103.8616417528489
2026-05-27,107.32369647794387
2026-05-28,114.24780592813379
2026-05-29,100.39958702775394
2026-05-30,79.62725867718416
2026-05-31,96.93753230265898
