Time,golden_state_warriors
2022-07-17,3.0
2022-07-18,2.0
2022-07-19,2.0
2022-07-20,2.0
2022-07-21,3.0
2022-07-22,2.0
2022-07-23,2.0
2022-07-24,2.0
2022-07-25,2.0
2022-07-26,3.0
2022-07-27,2.0
2022-07-28,2.0
2022-07-29,2.0
2022-07-30,2.0
2022-07-31,2.0
2022-08-01,2.0
2022-08-02,2.0
2022-08-03,2.0
2022-08-04,2.0
2022-08-05,2.0
2022-08-06,2.0
2022-08-07,2.0
2022-08-08,1.0
2022-08-09,2.0
2022-08-10,1.0
2022-08-11,1.0
2022-08-12,2.0
2022-08-13,2.0
2022-08-14,2.0
2022-08-15,1.0
2022-08-16,2.0
2022-08-17,2.0
2022-08-18,2.0
2022-08-19,2.0
2022-08-20,1.0
2022-08-21,1.0
2022-08-22,1.0
2022-08-23,1.0
2022-08-24,2.0
2022-08-25,2.0
2022-08-26,1.0
2022-08-27,2.0
2022-08-28,2.0
2022-08-29,1.0
2022-08-30,1.0
2022-08-31,0.8333333333333333
2022-09-01,1.5
2022-09-02,1.0
2022-09-03,1.0
2022-09-04,1.0
2022-09-05,1.0
2022-09-06,1.0
2022-09-07,0.8333333333333333
2022-09-08,1.0
2022-09-09,1.0
2022-09-10,1.6666666666666665
2022-09-11,1.6666666666666665
2022-09-12,1.0
2022-09-13,2.333333333333333
2022-09-14,1.0
2022-09-15,1.0
2022-09-16,1.0
2022-09-17,1.5
2022-09-18,1.0
2022-09-19,1.5
2022-09-20,1.0
2022-09-21,1.0
2022-09-22,1.0
2022-09-23,1.8333333333333333
2022-09-24,1.6666666666666665
2022-09-25,1.6666666666666665
2022-09-26,1.5
2022-09-27,1.6666666666666665
2022-09-28,1.0
2022-09-29,1.0
2022-09-30,2.333333333333333
2022-10-01,1.6666666666666665
2022-10-02,2.333333333333333
2022-10-03,1.6666666666666665
2022-10-04,1.6666666666666665
2022-10-05,1.6666666666666665
2022-10-06,2.0
2022-10-07,2.0
2022-10-08,2.0
2022-10-09,3.0
2022-10-10,3.333333333333333
2022-10-11,1.6666666666666665
2022-10-12,2.6666666666666665
2022-10-13,2.0
2022-10-14,2.6666666666666665
2022-10-15,4.333333333333333
2022-10-16,2.6666666666666665
2022-10-17,2.333333333333333
2022-10-18,3.0
2022-10-19,12.0
2022-10-20,3.0
2022-10-21,3.333333333333333
2022-10-22,8.0
2022-10-23,3.6666666666666665
2022-10-24,6.333333333333333
2022-10-25,3.0
2022-10-26,7.666666666666666
2022-10-27,2.6666666666666665
2022-10-28,5.666666666666666
2022-10-29,3.6666666666666665
2022-10-30,6.666666666666666
2022-10-31,4.0
2022-11-01,3.0
2022-11-02,5.0
2022-11-03,3.333333333333333
2022-11-04,5.333333333333333
2022-11-05,5.666666666666666
2022-11-06,2.6666666666666665
2022-11-07,2.333333333333333
2022-11-08,5.0
2022-11-09,2.0
2022-11-10,2.333333333333333
2022-11-11,2.333333333333333
2022-11-12,6.666666666666666
2022-11-13,2.6666666666666665
2022-11-14,4.666666666666666
2022-11-15,4.666666666666666
2022-11-16,2.6666666666666665
2022-11-17,5.666666666666666
2022-11-18,2.333333333333333
2022-11-19,6.0
2022-11-20,3.0
2022-11-21,5.0
2022-11-22,4.333333333333333
2022-11-23,2.6666666666666665
2022-11-24,5.333333333333333
2022-11-25,2.333333333333333
2022-11-26,5.333333333333333
2022-11-27,5.0
2022-11-28,2.6666666666666665
2022-11-29,2.6666666666666665
2022-11-30,5.333333333333333
2022-12-01,2.333333333333333
2022-12-02,2.333333333333333
2022-12-03,5.666666666666666
2022-12-04,4.666666666666666
2022-12-05,2.333333333333333
2022-12-06,5.333333333333333
2022-12-07,3.333333333333333
2022-12-08,4.666666666666666
2022-12-09,2.333333333333333
2022-12-10,3.0
2022-12-11,7.333333333333333
2022-12-12,2.6666666666666665
2022-12-13,2.333333333333333
2022-12-14,5.0
2022-12-15,4.333333333333333
2022-12-16,2.333333333333333
2022-12-17,4.333333333333333
2022-12-18,2.6666666666666665
2022-12-19,3.333333333333333
2022-12-20,3.0
2022-12-21,4.666666666666666
2022-12-22,4.0
2022-12-23,2.0
2022-12-24,2.333333333333333
2022-12-25,3.333333333333333
2022-12-26,8.333333333333332
2022-12-27,2.6666666666666665
2022-12-28,5.666666666666666
2022-12-29,5.666666666666666
2022-12-30,3.0
2022-12-31,6.666666666666666
2023-01-01,3.6666666666666665
2023-01-02,3.0
2023-01-03,6.0
2023-01-04,3.0
2023-01-05,5.333333333333333
2023-01-06,2.333333333333333
2023-01-07,3.333333333333333
2023-01-08,5.666666666666666
2023-01-09,2.333333333333333
2023-01-10,2.6666666666666665
2023-01-11,6.0
2023-01-12,2.333333333333333
2023-01-13,3.0
2023-01-14,6.333333333333333
2023-01-15,4.333333333333333
2023-01-16,3.6666666666666665
2023-01-17,2.6666666666666665
2023-01-18,2.6666666666666665
2023-01-19,3.333333333333333
2023-01-20,7.0
2023-01-21,5.333333333333333
2023-01-22,3.0
2023-01-23,5.0
2023-01-24,2.0
2023-01-25,2.333333333333333
2023-01-26,7.0
2023-01-27,3.0
2023-01-28,7.0
2023-01-29,3.0
2023-01-30,2.333333333333333
2023-01-31,5.333333333333333
2023-02-01,2.6666666666666665
2023-02-02,6.0
2023-02-03,4.666666666666666
2023-02-04,2.6666666666666665
2023-02-05,7.0
2023-02-06,2.6666666666666665
2023-02-07,5.333333333333333
2023-02-08,2.6666666666666665
2023-02-09,7.333333333333333
2023-02-10,3.6666666666666665
2023-02-11,4.0
2023-02-12,6.333333333333333
2023-02-13,2.333333333333333
2023-02-14,4.666666666666666
2023-02-15,4.0
2023-02-16,2.0
2023-02-17,2.0
2023-02-18,2.0
2023-02-19,2.0
2023-02-20,1.6666666666666665
2023-02-21,1.6666666666666665
2023-02-22,1.6666666666666665
2023-02-23,2.0
2023-02-24,4.666666666666666
2023-02-25,4.666666666666666
2023-02-26,3.0
2023-02-27,6.0
2023-02-28,2.6666666666666665
2023-03-01,5.333333333333333
2023-03-02,2.6666666666666665
2023-03-03,6.666666666666666
2023-03-04,6.666666666666666
2023-03-05,7.0
2023-03-06,3.0
2023-03-07,2.6666666666666665
2023-03-08,5.666666666666666
2023-03-09,3.0
2023-03-10,6.333333333333333
2023-03-11,3.333333333333333
2023-03-12,8.666666666666666
2023-03-13,3.0
2023-03-14,7.333333333333333
2023-03-15,3.333333333333333
2023-03-16,6.333333333333333
2023-03-17,3.333333333333333
2023-03-18,6.333333333333333
2023-03-19,6.333333333333333
2023-03-20,3.333333333333333
2023-03-21,5.0
2023-03-22,3.333333333333333
2023-03-23,6.0
2023-03-24,3.333333333333333
2023-03-25,7.666666666666666
2023-03-26,4.666666666666666
2023-03-27,6.666666666666666
2023-03-28,3.333333333333333
2023-03-29,7.666666666666666
2023-03-30,3.6666666666666665
2023-03-31,3.333333333333333
2023-04-01,8.0
2023-04-02,4.666666666666666
2023-04-03,7.666666666666666
2023-04-04,3.333333333333333
2023-04-05,9.0
2023-04-06,4.666666666666666
2023-04-07,4.666666666666666
2023-04-08,10.333333333333332
2023-04-09,10.333333333333332
2023-04-10,5.0
2023-04-11,2.6666666666666665
2023-04-12,3.0
2023-04-13,2.333333333333333
2023-04-14,2.0
2023-04-15,4.666666666666666
2023-04-16,17.333333333333332
2023-04-17,4.666666666666666
2023-04-18,15.666666666666666
2023-04-19,5.0
2023-04-20,6.0
2023-04-21,17.0
2023-04-22,5.666666666666666
2023-04-23,19.0
2023-04-24,6.666666666666666
2023-04-25,5.333333333333333
2023-04-26,6.333333333333333
2023-04-27,18.0
2023-04-28,7.0
2023-04-29,24.333333333333332
2023-04-30,33.33333333333333
2023-05-01,10.333333333333332
2023-05-02,7.666666666666666
2023-05-03,20.0
2023-05-04,6.333333333333333
2023-05-05,19.333333333333332
2023-05-06,9.0
2023-05-07,20.333333333333332
2023-05-08,6.333333333333333
2023-05-09,19.333333333333332
2023-05-10,6.666666666666666
2023-05-11,22.0
2023-05-12,8.333333333333332
2023-05-13,31.666666666666664
2023-05-14,4.333333333333333
2023-05-15,2.6666666666666665
2023-05-16,1.6666666666666665
2023-05-17,2.0
2023-05-18,1.3333333333333333
2023-05-19,1.6666666666666665
2023-05-20,1.6666666666666665
2023-05-21,2.6666666666666665
2023-05-22,2.0
2023-05-23,1.6666666666666665
2023-05-24,1.3333333333333333
2023-05-25,1.0
2023-05-26,1.3333333333333333
2023-05-27,1.0
2023-05-28,1.0
2023-05-29,1.3333333333333333
2023-05-30,2.0
2023-05-31,1.3333333333333333
2023-06-01,1.3333333333333333
2023-06-02,1.0
2023-06-03,1.0
2023-06-04,1.6666666666666665
2023-06-05,1.0
2023-06-06,0.6666666666666666
2023-06-07,0.6666666666666666
2023-06-08,1.0
2023-06-09,0.6666666666666666
2023-06-10,1.0
2023-06-11,1.0
2023-06-12,1.0
2023-06-13,1.0
2023-06-14,1.3333333333333333
2023-06-15,1.0
2023-06-16,1.0
2023-06-17,1.0
2023-06-18,1.6666666666666665
2023-06-19,1.6666666666666665
2023-06-20,1.3333333333333333
2023-06-21,1.6666666666666665
2023-06-22,3.333333333333333
2023-06-23,4.666666666666666
2023-06-24,2.6666666666666665
2023-06-25,2.333333333333333
2023-06-26,1.6666666666666665
2023-06-27,1.6666666666666665
2023-06-28,1.3333333333333333
2023-06-29,1.6666666666666665
2023-06-30,1.6666666666666665
2023-07-01,3.0
2023-07-02,2.333333333333333
2023-07-03,2.0
2023-07-04,2.333333333333333
2023-07-05,1.6666666666666665
2023-07-06,1.6666666666666665
2023-07-07,1.6666666666666665
2023-07-08,2.333333333333333
2023-07-09,2.0
2023-07-10,2.333333333333333
2023-07-11,1.3333333333333333
2023-07-12,1.6666666666666665
2023-07-13,1.3333333333333333
2023-07-14,1.3333333333333333
2023-07-15,1.3333333333333333
2023-07-16,1.3333333333333333
2023-07-17,1.3333333333333333
2023-07-18,2.0
2023-07-19,2.0
2023-07-20,1.0
2023-07-21,1.0
2023-07-22,1.0
2023-07-23,1.0
2023-07-24,1.0
2023-07-25,1.0
2023-07-26,0.6666666666666666
2023-07-27,1.0
2023-07-28,1.0
2023-07-29,1.0
2023-07-30,1.0
2023-07-31,1.0
2023-08-01,1.0
2023-08-02,1.0
2023-08-03,1.0
2023-08-04,0.6666666666666666
2023-08-05,0.6666666666666666
2023-08-06,1.0
2023-08-07,0.6666666666666666
2023-08-08,1.0
2023-08-09,0.6666666666666666
2023-08-10,1.0
2023-08-11,0.6666666666666666
2023-08-12,1.0
2023-08-13,1.0
2023-08-14,1.0
2023-08-15,1.0
2023-08-16,1.0
2023-08-17,1.6666666666666665
2023-08-18,1.3333333333333333
2023-08-19,1.3333333333333333
2023-08-20,1.0
2023-08-21,0.6666666666666666
2023-08-22,1.3333333333333333
2023-08-23,1.0
2023-08-24,1.0
2023-08-25,0.6666666666666666
2023-08-26,0.6666666666666666
2023-08-27,1.0
2023-08-28,0.6666666666666666
2023-08-29,0.6666666666666666
2023-08-30,0.6666666666666666
2023-08-31,0.6666666666666666
2023-09-01,1.0
2023-09-02,1.0
2023-09-03,0.6666666666666666
2023-09-04,0.6666666666666666
2023-09-05,0.6666666666666666
2023-09-06,1.0
2023-09-07,1.0
2023-09-08,1.0
2023-09-09,1.0
2023-09-10,1.0
2023-09-11,0.6666666666666666
2023-09-12,0.6666666666666666
2023-09-13,0.6666666666666666
2023-09-14,1.0
2023-09-15,1.3333333333333333
2023-09-16,1.0
2023-09-17,1.0
2023-09-18,1.0
2023-09-19,0.6666666666666666
2023-09-20,1.0
2023-09-21,1.0
2023-09-22,1.0
2023-09-23,1.0
2023-09-24,1.0
2023-09-25,1.0
2023-09-26,1.0
2023-09-27,1.3333333333333333
2023-09-28,1.0
2023-09-29,1.0
2023-09-30,1.0
2023-10-01,1.3333333333333333
2023-10-02,1.6666666666666665
2023-10-03,1.0
2023-10-04,1.0
2023-10-05,1.6666666666666665
2023-10-06,1.3333333333333333
2023-10-07,1.6666666666666665
2023-10-08,4.333333333333333
2023-10-09,1.6666666666666665
2023-10-10,1.6666666666666665
2023-10-11,1.3333333333333333
2023-10-12,1.3333333333333333
2023-10-13,1.3333333333333333
2023-10-14,4.0
2023-10-15,1.6666666666666665
2023-10-16,3.0
2023-10-17,1.6666666666666665
2023-10-18,1.6666666666666665
2023-10-19,3.6666666666666665
2023-10-20,1.6666666666666665
2023-10-21,4.0
2023-10-22,2.0
2023-10-23,1.6666666666666665
2023-10-24,2.6666666666666665
2023-10-25,9.0
2023-10-26,2.0
2023-10-27,2.333333333333333
2023-10-28,5.666666666666666
2023-10-29,3.333333333333333
2023-10-30,4.666666666666666
2023-10-31,5.0
2023-11-01,2.6666666666666665
2023-11-02,6.333333333333333
2023-11-03,3.333333333333333
2023-11-04,8.0
2023-11-05,4.333333333333333
2023-11-06,4.666666666666666
2023-11-07,4.666666666666666
2023-11-08,2.6666666666666665
2023-11-09,5.666666666666666
2023-11-10,2.6666666666666665
2023-11-11,4.0
2023-11-12,6.333333333333333
2023-11-13,4.666666666666666
2023-11-14,2.6666666666666665
2023-11-15,7.333333333333333
2023-11-16,3.333333333333333
2023-11-17,5.0
2023-11-18,3.0
2023-11-19,6.0
2023-11-20,2.333333333333333
2023-11-21,4.666666666666666
2023-11-22,2.333333333333333
2023-11-23,6.0
2023-11-24,2.333333333333333
2023-11-25,6.0
2023-11-26,2.0
2023-11-27,2.0
2023-11-28,2.333333333333333
2023-11-29,6.333333333333333
2023-11-30,2.0
2023-12-01,4.333333333333333
2023-12-02,4.333333333333333
2023-12-03,2.6666666666666665
2023-12-04,1.6666666666666665
2023-12-05,2.0
2023-12-06,2.0
2023-12-07,4.0
2023-12-08,2.0
2023-12-09,4.666666666666666
2023-12-10,2.0
2023-12-11,1.6666666666666665
2023-12-12,2.0
2023-12-13,5.333333333333333
2023-12-14,2.6666666666666665
2023-12-15,4.333333333333333
2023-12-16,2.333333333333333
2023-12-17,4.333333333333333
2023-12-18,4.0
2023-12-19,2.0
2023-12-20,6.666666666666666
2023-12-21,2.333333333333333
2023-12-22,2.7144340602284527
2023-12-23,6.989096573208723
2023-12-24,4.971443406022845
2023-12-25,7.301142263759086
2023-12-26,2.3296988577362407
2023-12-27,2.0176531671858777
2023-12-28,2.0903426791277258
2023-12-29,4.6593977154724815
2023-12-30,2.3296988577362407
2023-12-31,3.7232606438213915
2024-01-01,1.6329179646936656
2024-01-02,2.0903426791277258
2024-01-03,4.3473520249221185
2024-01-04,2.3296988577362407
2024-01-05,6.052959501557632
2024-01-06,4.73208722741433
2024-01-07,2.2570093457943923
2024-01-08,3.5778816199376946
2024-01-09,1.7056074766355138
2024-01-10,2.2570093457943923
2024-01-11,4.73208722741433
2024-01-12,2.641744548286604
2024-01-13,4.420041536863966
2024-01-14,3.7232606438213915
2024-01-15,2.2570093457943923
2024-01-16,3.338525441329179
2024-01-17,4.27466251298027
2024-01-18,4.73208722741433
2024-01-19,2.641744548286604
2024-01-20,2.641744548286604
2024-01-21,2.035306334371755
2024-01-22,1.889927310488058
2024-01-23,2.035306334371755
2024-01-24,2.1806853582554515
2024-01-25,5.088265835929387
2024-01-26,5.088265835929387
2024-01-27,2.4714434060228454
2024-01-28,7.414330218068535
2024-01-29,1.7445482866043613
2024-01-30,2.035306334371755
2024-01-31,4.652128764278297
2024-02-01,2.035306334371755
2024-02-02,1.889927310488058
2024-02-03,4.797507788161994
2024-02-04,6.105919003115265
2024-02-05,2.035306334371755
2024-02-06,3.779854620976116
2024-02-07,2.4714434060228454
2024-02-08,5.960539979231568
2024-02-09,5.379023883696781
2024-02-10,2.9075804776739353
2024-02-11,7.850467289719626
2024-02-12,2.3260643821391485
2024-02-13,5.379023883696781
2024-02-14,2.9075804776739353
2024-02-15,7.123572170301142
2024-02-16,7.268951194184839
2024-02-17,2.035306334371755
2024-02-18,1.7445482866043613
2024-02-19,1.4537902388369677
2024-02-20,1.308411214953271
2024-02-21,1.5991692627206646
2024-02-22,2.035306334371755
2024-02-23,5.815160955347871
2024-02-24,6.3966770508826585
2024-02-25,3.6344755970924196
2024-02-26,5.379023883696781
2024-02-27,2.4714434060228454
2024-02-28,4.5067497403946
2024-02-29,2.9075804776739353
2024-03-01,5.960539979231568
2024-03-02,5.815160955347871
2024-03-03,8.577362409138109
2024-03-04,4.361370716510903
2024-03-05,2.1806853582554515
2024-03-06,2.4714434060228454
2024-03-07,6.3966770508826585
2024-03-08,5.524402907580478
2024-03-09,2.9075804776739353
2024-03-10,5.815160955347871
2024-03-11,2.4714434060228454
2024-03-12,4.652128764278297
2024-03-13,2.4714434060228454
2024-03-14,4.5067497403946
2024-03-15,1.7445482866043613
2024-03-16,2.4714434060228454
2024-03-17,9.0134994807892
2024-03-18,2.616822429906542
2024-03-19,5.669781931464175
2024-03-20,2.035306334371755
2024-03-21,4.652128764278297
2024-03-22,2.1806853582554515
2024-03-23,5.233644859813084
2024-03-24,3.1983385254413292
2024-03-25,4.07061266874351
2024-03-26,2.9075804776739353
2024-03-27,5.815160955347871
2024-03-28,6.2512980269989615
2024-03-29,3.1983385254413292
2024-03-30,4.797507788161994
2024-03-31,3.3437175493250257
2024-04-01,4.5067497403946
2024-04-02,2.762201453790239
2024-04-03,5.669781931464175
2024-04-04,3.0529595015576323
2024-04-05,5.960539979231568
2024-04-06,5.815160955347871
2024-04-07,3.1983385254413292
2024-04-08,5.088265835929387
2024-04-09,2.616822429906542
2024-04-10,7.414330218068535
2024-04-11,3.1983385254413292
2024-04-12,6.832814122533748
2024-04-13,7.995846313603323
2024-04-14,6.105919003115265
2024-04-15,3.1983385254413292
2024-04-16,3.3437175493250257
2024-04-17,14.537902388369679
2024-04-18,2.9075804776739353
2024-04-19,1.5991692627206646
2024-04-20,1.7445482866043613
2024-04-21,1.5991692627206646
2024-04-22,1.1630321910695742
2024-04-23,1.308411214953271
2024-04-24,1.1630321910695742
2024-04-25,1.0176531671858775
2024-04-26,1.0176531671858775
2024-04-27,1.0176531671858775
2024-04-28,1.308411214953271
2024-04-29,1.1630321910695742
2024-04-30,1.4537902388369677
2024-05-01,0.8722741433021807
2024-05-02,0.8722741433021807
2024-05-03,0.8722741433021807
2024-05-04,0.8722741433021807
2024-05-05,1.0176531671858775
2024-05-06,0.7268951194184838
2024-05-07,0.8722741433021807
2024-05-08,1.0176531671858775
2024-05-09,0.7268951194184838
2024-05-10,0.7268951194184838
2024-05-11,0.8722741433021807
2024-05-12,0.8722741433021807
2024-05-13,0.8722741433021807
2024-05-14,0.8722741433021807
2024-05-15,0.8722741433021807
2024-05-16,0.7268951194184838
2024-05-17,0.7268951194184838
2024-05-18,0.7268951194184838
2024-05-19,1.0176531671858775
2024-05-20,0.8722741433021807
2024-05-21,0.7268951194184838
2024-05-22,0.7268951194184838
2024-05-23,0.7268951194184838
2024-05-24,0.5815160955347871
2024-05-25,0.7268951194184838
2024-05-26,0.8722741433021807
2024-05-27,0.8722741433021807
2024-05-28,0.8722741433021807
2024-05-29,0.8722741433021807
2024-05-30,0.7268951194184838
2024-05-31,0.7268951194184838
2024-06-01,0.7268951194184838
2024-06-02,0.7268951194184838
2024-06-03,0.7268951194184838
2024-06-04,0.7268951194184838
2024-06-05,0.7268951194184838
2024-06-06,0.7268951194184838
2024-06-07,0.7268951194184838
2024-06-08,0.7268951194184838
2024-06-09,0.7268951194184838
2024-06-10,0.8722741433021807
2024-06-11,0.5815160955347871
2024-06-12,0.7268951194184838
2024-06-13,0.7268951194184838
2024-06-14,0.7268951194184838
2024-06-15,0.8722741433021807
2024-06-16,0.5815160955347871
2024-06-17,0.7268951194184838
2024-06-18,1.1630321910695742
2024-06-19,0.8722741433021807
2024-06-20,0.8722741433021807
2024-06-21,0.8722741433021807
2024-06-22,0.8722741433021807
2024-06-23,0.8722741433021807
2024-06-24,0.8722741433021807
2024-06-25,1.0176531671858775
2024-06-26,1.4537902388369677
2024-06-27,3.1983385254413292
2024-06-28,2.1806853582554515
2024-06-29,2.035306334371755
2024-06-30,2.762201453790239
2024-07-01,3.925233644859813
2024-07-02,3.1983385254413292
2024-07-03,3.0529595015576323
2024-07-04,2.616822429906542
2024-07-05,2.3260643821391485
2024-07-06,2.4714434060228454
2024-07-07,2.1806853582554515
2024-07-08,1.5991692627206646
2024-07-09,1.4537902388369677
2024-07-10,1.4537902388369677
2024-07-11,1.4537902388369677
2024-07-12,1.1630321910695742
2024-07-13,1.0176531671858775
2024-07-14,1.0176531671858775
2024-07-15,1.1630321910695742
2024-07-16,1.308411214953271
2024-07-17,1.308411214953271
2024-07-18,1.0176531671858775
2024-07-19,1.1630321910695742
2024-07-20,1.308411214953271
2024-07-21,1.0176531671858775
2024-07-22,1.0176531671858775
2024-07-23,0.8722741433021807
2024-07-24,0.8722741433021807
2024-07-25,0.7268951194184838
2024-07-26,0.7268951194184838
2024-07-27,0.8722741433021807
2024-07-28,0.8722741433021807
2024-07-29,0.7268951194184838
2024-07-30,0.8722741433021807
2024-07-31,0.7268951194184838
2024-08-01,0.7268951194184838
2024-08-02,0.7268951194184838
2024-08-03,0.7268951194184838
2024-08-04,0.7268951194184838
2024-08-05,0.7268951194184838
2024-08-06,0.5815160955347871
2024-08-07,0.7268951194184838
2024-08-08,0.8722741433021807
2024-08-09,0.7268951194184838
2024-08-10,1.308411214953271
2024-08-11,1.1630321910695742
2024-08-12,0.7268951194184838
2024-08-13,0.8722741433021807
2024-08-14,0.7268951194184838
2024-08-15,0.8722741433021807
2024-08-16,1.0176531671858775
2024-08-17,0.8722741433021807
2024-08-18,1.1630321910695742
2024-08-19,0.8722741433021807
2024-08-20,1.1630321910695742
2024-08-21,0.8722741433021807
2024-08-22,0.8722741433021807
2024-08-23,0.6542056074766355
2024-08-24,0.8722741433021807
2024-08-25,0.8722741433021807
2024-08-26,0.6542056074766355
2024-08-27,0.7995846313603323
2024-08-28,0.6542056074766355
2024-08-29,0.8722741433021807
2024-08-30,0.6542056074766355
2024-08-31,0.6542056074766355
2024-09-01,0.7995846313603323
2024-09-02,0.5815160955347871
2024-09-03,0.7995846313603323
2024-09-04,0.5815160955347871
2024-09-05,0.6542056074766355
2024-09-06,0.5815160955347871
2024-09-07,0.7995846313603323
2024-09-08,0.5815160955347871
2024-09-09,0.5815160955347871
2024-09-10,0.5815160955347871
2024-09-11,0.5815160955347871
2024-09-12,0.5815160955347871
2024-09-13,0.5815160955347871
2024-09-14,0.7995846313603323
2024-09-15,0.6542056074766355
2024-09-16,0.6542056074766355
2024-09-17,0.5815160955347871
2024-09-18,0.5815160955347871
2024-09-19,0.8722741433021807
2024-09-20,0.5815160955347871
2024-09-21,0.5815160955347871
2024-09-22,0.5815160955347871
2024-09-23,0.5815160955347871
2024-09-24,0.5815160955347871
2024-09-25,0.8722741433021807
2024-09-26,0.8722741433021807
2024-09-27,2.035306334371755
2024-09-28,1.1630321910695742
2024-09-29,0.8722741433021807
2024-09-30,0.8722741433021807
2024-10-01,0.8722741433021807
2024-10-02,0.8722741433021807
2024-10-03,0.8722741433021807
2024-10-04,0.8722741433021807
2024-10-05,1.4537902388369677
2024-10-06,2.616822429906542
2024-10-07,1.1630321910695742
2024-10-08,0.8722741433021807
2024-10-09,1.1630321910695742
2024-10-10,2.616822429906542
2024-10-11,1.4537902388369677
2024-10-12,3.1983385254413292
2024-10-13,1.7445482866043613
2024-10-14,2.035306334371755
2024-10-15,1.4537902388369677
2024-10-16,4.07061266874351
2024-10-17,1.4537902388369677
2024-10-18,1.4537902388369677
