Time,outlook_email
2022-04-04,66.0
2022-04-05,68.0
2022-04-06,69.0
2022-04-07,72.0
2022-04-08,63.0
2022-04-09,34.0
2022-04-10,31.0
2022-04-11,75.0
2022-04-12,70.0
2022-04-13,76.0
2022-04-14,72.0
2022-04-15,61.0
2022-04-16,31.0
2022-04-17,29.0
2022-04-18,68.0
2022-04-19,70.0
2022-04-20,69.0
2022-04-21,68.0
2022-04-22,62.0
2022-04-23,31.0
2022-04-24,30.0
2022-04-25,73.0
2022-04-26,71.0
2022-04-27,71.0
2022-04-28,70.0
2022-04-29,65.0
2022-04-30,31.0
2022-05-01,30.0
2022-05-02,73.0
2022-05-03,76.0
2022-05-04,69.0
2022-05-05,70.0
2022-05-06,70.0
2022-05-07,34.0
2022-05-08,30.0
2022-05-09,64.0
2022-05-10,73.0
2022-05-11,72.0
2022-05-12,73.0
2022-05-13,70.0
2022-05-14,34.0
2022-05-15,32.0
2022-05-16,75.0
2022-05-17,80.0
2022-05-18,75.0
2022-05-19,78.0
2022-05-20,69.0
2022-05-21,35.0
2022-05-22,30.0
2022-05-23,74.0
2022-05-24,76.0
2022-05-25,78.0
2022-05-26,76.0
2022-05-27,68.0
2022-05-28,31.0
2022-05-29,27.0
2022-05-30,36.0
2022-05-31,77.0
2022-06-01,79.0
2022-06-02,78.0
2022-06-03,75.0
2022-06-04,34.0
2022-06-05,29.0
2022-06-06,76.0
2022-06-07,78.0
2022-06-08,85.0
2022-06-09,76.0
2022-06-10,77.0
2022-06-11,33.0
2022-06-12,31.0
2022-06-13,74.0
2022-06-14,86.0
2022-06-15,80.0
2022-06-16,74.0
2022-06-17,68.0
2022-06-18,35.0
2022-06-19,32.0
2022-06-20,66.0
2022-06-21,82.0
2022-06-22,81.0
2022-06-23,82.0
2022-06-24,77.0
2022-06-25,36.0
2022-06-26,31.0
2022-06-27,83.0
2022-06-28,77.0
2022-06-29,80.0
2022-06-30,84.0
2022-07-01,76.0
2022-07-02,33.0
2022-07-03,28.0
2022-07-04,31.0
2022-07-05,78.0
2022-07-06,81.0
2022-07-07,75.0
2022-07-08,73.0
2022-07-09,35.0
2022-07-10,31.0
2022-07-11,74.0
2022-07-12,84.0
2022-07-13,80.0
2022-07-14,84.0
2022-07-15,73.0
2022-07-16,36.0
2022-07-17,33.0
2022-07-18,80.0
2022-07-19,85.0
2022-07-20,82.0
2022-07-21,82.0
2022-07-22,77.0
2022-07-23,33.0
2022-07-24,31.0
2022-07-25,83.0
2022-07-26,83.0
2022-07-27,78.0
2022-07-28,82.0
2022-07-29,76.0
2022-07-30,34.0
2022-07-31,35.0
2022-08-01,85.0
2022-08-02,88.0
2022-08-03,80.0
2022-08-04,83.0
2022-08-05,76.0
2022-08-06,35.0
2022-08-07,36.0
2022-08-08,85.0
2022-08-09,83.0
2022-08-10,92.0
2022-08-11,87.0
2022-08-12,80.0
2022-08-13,37.0
2022-08-14,35.0
2022-08-15,91.0
2022-08-16,89.0
2022-08-17,84.0
2022-08-18,89.0
2022-08-19,81.0
2022-08-20,39.0
2022-08-21,35.0
2022-08-22,91.0
2022-08-23,92.0
2022-08-24,92.0
2022-08-25,85.0
2022-08-26,84.0
2022-08-27,39.0
2022-08-28,38.0
2022-08-29,89.91430273248456
2022-08-30,89.91430273248456
2022-08-31,91.99657508748419
2022-09-01,94.0788474424838
2022-09-02,77.96180477998661
2022-09-03,33.77522150249423
2022-09-04,30.65181296999479
2022-09-05,41.06317474499293
2022-09-06,89.91430273248456
2022-09-07,94.0788474424838
2022-09-08,81.08521331248605
2022-09-09,80.04407713498622
2022-09-10,40.02203856749311
2022-09-11,34.31635767999404
2022-09-12,79.00294095748642
2022-09-13,90.45543890998437
2022-09-14,85.7497580224853
2022-09-15,80.54407713498622
2022-09-16,72.25612389248752
2022-09-17,36.39863003499367
2022-09-18,33.77522150249423
2022-09-19,74.83839624748717
2022-09-20,83.66748566748566
2022-09-21,84.20862184498549
2022-09-22,84.70862184498549
2022-09-23,77.96180477998661
2022-09-24,36.39863003499367
2022-09-25,33.27522150249423
2022-09-26,77.96180477998661
2022-09-27,82.12634948998586
2022-09-28,81.17042662497208
2022-09-29,81.17042662497208
2022-09-30,75.75906484997395
2022-10-01,35.71498771498772
2022-10-02,32.468170649988835
2022-10-03,80.08815426997246
2022-10-04,85.49951604497059
2022-10-05,86.58178839997022
2022-10-06,84.41724368997097
2022-10-07,76.84133720497357
2022-10-08,35.71498771498772
2022-10-09,31.385898294989207
2022-10-10,77.9236095599732
2022-10-11,89.82860546496912
2022-10-12,86.58178839997022
2022-10-13,82.25269897997171
2022-10-14,76.84133720497357
2022-10-15,36.797260069987345
2022-10-16,34.63271535998809
2022-10-17,76.84133720497357
2022-10-18,83.33497133497134
2022-10-19,84.41724368997097
2022-10-20,74.67679249497432
2022-10-21,88.74633310996948
2022-10-22,34.63271535998809
2022-10-23,32.468170649988835
2022-10-24,83.33497133497134
2022-10-25,82.25269897997171
2022-10-26,79.00588191497283
2022-10-27,86.58178839997022
2022-10-28,73.59452013997469
2022-10-29,35.71498771498772
2022-10-30,33.55044300498846
2022-10-31,81.17042662497208
2022-11-01,83.33497133497134
2022-11-02,84.41724368997097
2022-11-03,84.41724368997097
2022-11-04,73.59452013997469
2022-11-05,37.87953242498698
2022-11-06,32.468170649988835
2022-11-07,77.9236095599732
2022-11-08,75.75906484997395
2022-11-09,75.75906484997395
2022-11-10,81.17042662497208
2022-11-11,69.26543071997618
2022-11-12,35.71498771498772
2022-11-13,32.468170649988835
2022-11-14,76.84133720497357
2022-11-15,84.41724368997097
2022-11-16,87.66406075496985
2022-11-17,81.17042662497208
2022-11-18,80.08815426997246
2022-11-19,40.04407713498623
2022-11-20,32.468170649988835
2022-11-21,73.59452013997469
2022-11-22,75.75906484997395
2022-11-23,70.34770307497581
2022-11-24,29.221353584989952
2022-11-25,36.797260069987345
2022-11-26,28.139081229990325
2022-11-27,35.71498771498772
2022-11-28,75.75906484997395
2022-11-29,83.33497133497134
2022-11-30,81.17042662497208
2022-12-01,81.17042662497208
2022-12-02,71.42997542997544
2022-12-03,37.87953242498698
2022-12-04,34.63271535998809
2022-12-05,81.17042662497208
2022-12-06,84.41724368997097
2022-12-07,84.41724368997097
2022-12-08,77.9236095599732
2022-12-09,75.75906484997395
2022-12-10,41.126349489985856
2022-12-11,33.55044300498846
2022-12-12,77.9236095599732
2022-12-13,79.00588191497283
2022-12-14,83.33497133497134
2022-12-15,80.08815426997246
2022-12-16,76.84133720497357
2022-12-17,38.9618047799866
2022-12-18,29.221353584989952
2022-12-19,72.51224778497506
2022-12-20,75.75906484997395
2022-12-21,73.59452013997469
2022-12-22,71.42997542997544
2022-12-23,58.442707169979904
2022-12-24,28.139081229990325
2022-12-25,28.139081229990325
2022-12-26,38.9618047799866
2022-12-27,68.18315836497655
2022-12-28,64.93634129997767
2022-12-29,68.18315836497655
2022-12-30,57.36043481498027
2022-12-31,33.55044300498846
2023-01-01,25.97453651999107
2023-01-02,45.455438909984366
2023-01-03,77.9236095599732
2023-01-04,88.74633310996948
2023-01-05,84.41724368997097
2023-01-06,82.25269897997171
2023-01-07,41.126349489985856
2023-01-08,36.797260069987345
2023-01-09,83.33497133497134
2023-01-10,90.91087781996873
2023-01-11,86.58178839997022
2023-01-12,88.74633310996948
2023-01-13,81.17042662497208
2023-01-14,41.126349489985856
2023-01-15,34.63271535998809
2023-01-16,61.689524234978784
2023-01-17,89.82860546496912
2023-01-18,93.075422529968
2023-01-19,85.49951604497059
2023-01-20,80.08815426997246
2023-01-21,41.126349489985856
2023-01-22,35.71498771498772
2023-01-23,86.58178839997022
2023-01-24,86.58178839997022
2023-01-25,97.4045119499665
2023-01-26,88.74633310996948
2023-01-27,87.66406075496985
2023-01-28,38.9618047799866
2023-01-29,33.55044300498846
2023-01-30,85.49951604497059
2023-01-31,91.99315017496836
2023-02-01,89.82860546496912
2023-02-02,81.17042662497208
2023-02-03,83.33497133497134
2023-02-04,43.29089419998511
2023-02-05,35.71498771498772
2023-02-06,83.33497133497134
2023-02-07,97.4045119499665
2023-02-08,86.58178839997022
2023-02-09,88.74633310996948
2023-02-10,72.51224778497506
2023-02-11,41.126349489985856
2023-02-12,34.63271535998809
2023-02-13,79.00588191497283
2023-02-14,83.33497133497134
2023-02-15,85.49951604497059
2023-02-16,86.58178839997022
2023-02-17,84.41724368997097
2023-02-18,43.29089419998511
2023-02-19,36.797260069987345
2023-02-20,79.00588191497283
2023-02-21,83.33497133497134
2023-02-22,89.82860546496912
2023-02-23,93.075422529968
2023-02-24,80.08815426997246
2023-02-25,43.29089419998511
2023-02-26,34.63271535998809
2023-02-27,79.00588191497283
2023-02-28,86.58178839997022
2023-03-01,91.99315017496836
2023-03-02,85.49951604497059
2023-03-03,81.17042662497208
2023-03-04,43.29089419998511
2023-03-05,36.797260069987345
2023-03-06,80.08815426997246
2023-03-07,86.58178839997022
2023-03-08,95.23996723996724
2023-03-09,100.65132901496538
2023-03-10,80.08815426997246
2023-03-11,42.20862184498549
2023-03-12,35.71498771498772
2023-03-13,75.75906484997395
2023-03-14,81.17042662497208
2023-03-15,82.25269897997171
2023-03-16,80.08815426997246
2023-03-17,73.59452013997469
2023-03-18,36.797260069987345
2023-03-19,35.71498771498772
2023-03-20,82.25269897997171
2023-03-21,90.91087781996873
2023-03-22,86.58178839997022
2023-03-23,91.99315017496836
2023-03-24,77.9236095599732
2023-03-25,36.797260069987345
2023-03-26,36.797260069987345
2023-03-27,84.41724368997097
2023-03-28,85.49951604497059
2023-03-29,87.66406075496985
2023-03-30,84.41724368997097
2023-03-31,80.08815426997246
2023-04-01,37.87953242498698
2023-04-02,34.63271535998809
2023-04-03,86.58178839997022
2023-04-04,83.33497133497134
2023-04-05,84.41724368997097
2023-04-06,86.58178839997022
2023-04-07,75.75906484997395
2023-04-08,37.87953242498698
2023-04-09,30.30362593998958
2023-04-10,80.08815426997246
2023-04-11,89.82860546496912
2023-04-12,82.25269897997171
2023-04-13,84.41724368997097
2023-04-14,74.67679249497432
2023-04-15,36.797260069987345
2023-04-16,35.71498771498772
2023-04-17,80.08815426997246
2023-04-18,80.08815426997246
2023-04-19,82.25269897997171
2023-04-20,108.22723549996279
2023-04-21,77.9236095599732
2023-04-22,37.87953242498698
2023-04-23,34.63271535998809
2023-04-24,75.75906484997395
2023-04-25,84.41724368997097
2023-04-26,79.3591284011178
2023-04-27,75.95111446069458
2023-04-28,72.54310052027134
2023-04-29,36.83955258353954
2023-04-30,35.703547936731795
2023-05-01,79.90026457861762
2023-05-02,78.76425993180987
2023-05-03,80.49513304792555
2023-05-04,79.90026457861762
2023-05-05,73.67910516707909
2023-05-06,35.703547936731795
2023-05-07,32.29553399630856
2023-05-08,77.62825528500213
2023-05-09,82.17227387223312
2023-05-10,83.30827851904087
2023-05-11,81.03626922542537
2023-05-12,76.49225063819438
2023-05-13,35.162411759231986
2023-05-14,29.482388525193258
2023-05-15,83.30827851904087
2023-05-16,79.3591284011178
2023-05-17,84.4442831658486
2023-05-18,83.30827851904087
2023-05-19,75.95111446069458
2023-05-20,35.703547936731795
2023-05-21,34.02640711242424
2023-05-22,80.49513304792555
2023-05-23,83.9031469883488
2023-05-24,83.9031469883488
2023-05-25,82.17227387223312
2023-05-26,69.00474243972002
2023-05-27,35.692108158475875
2023-05-28,28.5536865267807
2023-05-29,35.692108158475875
2023-05-30,80.90211182587865
2023-05-31,80.90211182587865
2023-06-01,83.28158570311038
2023-06-02,77.33290101003107
2023-06-03,36.881845097091734
2023-06-04,30.933160404012426
2023-06-05,118.97369386158626
2023-06-06,83.28158570311038
2023-06-07,85.6610595803421
2023-06-08,79.71237488726278
2023-06-09,74.95342713279933
2023-06-10,35.692108158475875
2023-06-11,33.31263428124415
2023-06-12,77.33290101003107
2023-06-13,74.95342713279933
2023-06-14,85.6610595803421
2023-06-15,82.09184876449451
2023-06-16,72.57395325556762
2023-06-17,35.692108158475875
2023-06-18,29.743423465396564
2023-06-19,69.00474243972002
2023-06-20,79.71237488726278
2023-06-21,82.09184876449451
2023-06-22,76.1431640714152
2023-06-23,73.76369019418347
2023-06-24,35.692108158475875
2023-06-25,33.31263428124415
2023-06-26,78.52263794864693
2023-06-27,97.55842896650073
2023-06-28,79.71237488726278
2023-06-29,77.33290101003107
2023-06-30,72.57395325556762
2023-07-01,34.50237121986001
2023-07-02,32.122897342628285
2023-07-03,65.43553162387244
2023-07-04,36.881845097091734
2023-07-05,77.33290101003107
2023-07-06,82.09184876449451
2023-07-07,76.1431640714152
2023-07-08,38.0715820357076
2023-07-09,32.122897342628285
2023-07-10,80.90211182587865
2023-07-11,86.85079651895796
2023-07-12,86.85079651895796
2023-07-13,83.28158570311038
2023-07-14,79.71237488726278
2023-07-15,36.881845097091734
2023-07-16,33.31263428124415
2023-07-17,80.90211182587865
2023-07-18,86.85079651895796
2023-07-19,82.09184876449451
2023-07-20,82.09184876449451
2023-07-21,73.76369019418347
2023-07-22,35.692108158475875
2023-07-23,32.122897342628285
2023-07-24,84.47132264172623
2023-07-25,82.09184876449451
2023-07-26,79.71237488726278
2023-07-27,77.33290101003107
2023-07-28,73.76369019418347
2023-07-29,32.122897342628285
2023-07-30,30.933160404012426
2023-07-31,76.1431640714152
2023-08-01,86.85079651895796
2023-08-02,85.6610595803421
2023-08-03,80.90211182587865
2023-08-04,78.52263794864693
2023-08-05,34.50237121986001
2023-08-06,30.933160404012426
2023-08-07,76.1431640714152
2023-08-08,83.28158570311038
2023-08-09,84.47132264172623
2023-08-10,82.09184876449451
2023-08-11,78.52263794864693
2023-08-12,35.692108158475875
2023-08-13,32.122897342628285
2023-08-14,86.85079651895796
2023-08-15,86.85079651895796
2023-08-16,89.23027039618968
2023-08-17,89.23027039618968
2023-08-18,88.04053345757383
2023-08-19,39.261318974323466
2023-08-20,35.692108158475875
2023-08-21,85.6610595803421
2023-08-22,88.04053345757383
2023-08-23,92.79948121203728
2023-08-24,80.90211182587865
2023-08-25,78.52263794864693
2023-08-26,35.692108158475875
2023-08-27,36.881845097091734
2023-08-28,88.04053345757383
2023-08-29,85.6610595803421
2023-08-30,83.28158570311038
2023-08-31,89.23027039618968
2023-09-01,79.71237488726278
2023-09-02,33.31263428124415
2023-09-03,32.122897342628285
2023-09-04,45.21000366740277
2023-09-05,91.60974427342141
2023-09-06,91.60974427342141
2023-09-07,99.93790284373245
2023-09-08,78.52263794864693
2023-09-09,38.0715820357076
2023-09-10,35.692108158475875
2023-09-11,86.85079651895796
2023-09-12,88.04053345757383
2023-09-13,88.04053345757383
2023-09-14,84.47132264172623
2023-09-15,74.95342713279933
2023-09-16,33.31263428124415
2023-09-17,29.743423465396564
2023-09-18,80.90211182587865
2023-09-19,83.28158570311038
2023-09-20,86.85079651895796
2023-09-21,85.6610595803421
2023-09-22,74.95342713279933
2023-09-23,35.692108158475875
2023-09-24,29.743423465396564
2023-09-25,74.95342713279933
2023-09-26,82.09184876449451
2023-09-27,77.33290101003107
2023-09-28,77.33290101003107
2023-09-29,79.71237488726278
2023-09-30,36.881845097091734
2023-10-01,32.122897342628285
2023-10-02,78.52263794864693
2023-10-03,80.90211182587865
2023-10-04,82.09184876449451
2023-10-05,79.71237488726278
2023-10-06,76.1431640714152
2023-10-07,33.31263428124415
2023-10-08,30.933160404012426
2023-10-09,67.81500550110417
2023-10-10,74.95342713279933
2023-10-11,79.71237488726278
2023-10-12,78.52263794864693
2023-10-13,72.57395325556762
2023-10-14,34.50237121986001
2023-10-15,32.122897342628285
2023-10-16,74.95342713279933
2023-10-17,82.09184876449451
2023-10-18,80.90211182587865
2023-10-19,80.90211182587865
2023-10-20,71.38421631695175
2023-10-21,34.50237121986001
2023-10-22,29.743423465396564
2023-10-23,74.95342713279933
2023-10-24,80.90211182587865
2023-10-25,76.1431640714152
2023-10-26,78.52263794864693
2023-10-27,71.38421631695175
2023-10-28,32.122897342628285
2023-10-29,27.363949588164836
2023-10-30,76.1431640714152
2023-10-31,79.71237488726278
2023-11-01,83.28158570311038
2023-11-02,79.71237488726278
2023-11-03,74.95342713279933
2023-11-04,34.50237121986001
2023-11-05,28.5536865267807
2023-11-06,78.52263794864693
2023-11-07,82.09184876449451
2023-11-08,76.1431640714152
2023-11-09,78.52263794864693
2023-11-10,69.00474243972002
2023-11-11,35.692108158475875
2023-11-12,34.50237121986001
2023-11-13,83.28158570311038
2023-11-14,78.52263794864693
2023-11-15,80.90211182587865
2023-11-16,85.6610595803421
2023-11-17,73.76369019418347
2023-11-18,36.881845097091734
2023-11-19,29.743423465396564
2023-11-20,77.33290101003107
2023-11-21,78.52263794864693
2023-11-22,66.6252685624883
2023-11-23,28.5536865267807
2023-11-24,35.692108158475875
2023-11-25,28.5536865267807
2023-11-26,33.31263428124415
2023-11-27,73.76369019418347
2023-11-28,78.52263794864693
2023-11-29,92.79948121203728
2023-11-30,77.33290101003107
2023-12-01,78.52263794864693
2023-12-02,39.261318974323466
2023-12-03,34.50237121986001
2023-12-04,84.47132264172623
2023-12-05,82.09184876449451
2023-12-06,84.47132264172623
2023-12-07,83.28158570311038
2023-12-08,73.76369019418347
2023-12-09,35.692108158475875
2023-12-10,33.31263428124415
2023-12-11,73.76369019418347
2023-12-12,76.1431640714152
2023-12-13,74.95342713279933
2023-12-14,78.52263794864693
2023-12-15,77.33290101003107
2023-12-16,38.0715820357076
2023-12-17,33.31263428124415
2023-12-18,72.57395325556762
2023-12-19,74.95342713279933
2023-12-20,83.28158570311038
2023-12-21,80.90211182587865
2023-12-22,72.77984898251398
2023-12-23,32.229176929738905
2023-12-24,27.540027587017928
2023-12-25,30.710438274235273
2023-12-26,59.30726942365899
2023-12-27,62.34474673466625
2023-12-28,63.401550297072035
2023-12-29,59.30726942365899
2023-12-30,34.342784054550464
2023-12-31,28.13489605632586
2024-01-01,32.229176929738905
2024-01-02,78.98773698073859
2024-01-03,82.15814766795594
2024-01-04,82.6200827610538
2024-01-05,80.6394090124523
2024-01-06,37.97512983486567
2024-01-07,35.8615227100541
2024-01-08,84.2717547927675
2024-01-09,84.2717547927675
2024-01-10,88.36603566618055
2024-01-11,89.42283922858633
2024-01-12,77.00706323213711
2024-01-13,41.60747561518086
2024-01-14,34.342784054550464
2024-01-15,64.45835385947781
2024-01-16,87.30923210377478
2024-01-17,91.53644635339789
2024-01-18,86.84729701067693
2024-01-19,78.52580188764074
2024-01-20,39.031933397271445
2024-01-21,35.107067075436625
2024-01-22,81.30057638522166
2024-01-23,85.91992731620017
2024-01-24,84.99605713000446
2024-01-25,83.14831675761306
2024-01-26,75.75735526804746
2024-01-27,41.57415837880653
2024-01-28,34.183196889240925
2024-01-29,82.22444657141736
2024-01-30,89.61540806098297
2024-01-31,86.84379750239587
2024-02-01,84.07218694380876
2024-02-02,79.45283601283026
2024-02-03,40.65028819261083
2024-02-04,36.030937261632324
2024-02-05,80.37670619902596
2024-02-06,85.91992731620017
2024-02-07,75.75735526804746
2024-02-08,84.99605713000446
2024-02-09,78.52896582663456
2024-02-10,39.72641800641513
2024-02-11,30.487716144458123
2024-02-12,74.83348508185176
2024-02-13,85.91992731620017
2024-02-14,84.99605713000446
2024-02-15,78.52896582663456
2024-02-16,78.52896582663456
2024-02-17,37.87867763402373
2024-02-18,32.335456516849526
2024-02-19,66.51865340609045
2024-02-20,79.45283601283026
2024-02-21,78.52896582663456
2024-02-22,82.22444657141736
2024-02-23,74.83348508185176
2024-02-24,36.95480744782803
2024-02-25,31.411586330653826
2024-02-26,78.52896582663456
2024-02-27,76.68122545424316
2024-02-28,79.45283601283026
2024-02-29,79.45283601283026
2024-03-01,76.68122545424316
2024-03-02,36.95480744782803
2024-03-03,32.335456516849526
2024-03-04,82.22444657141736
2024-03-05,81.30057638522166
2024-03-06,76.68122545424316
2024-03-07,76.68122545424316
2024-03-08,72.06187452326465
2024-03-09,36.95480744782803
2024-03-10,33.259326703045225
2024-03-11,75.75735526804746
2024-03-12,75.75735526804746
2024-03-13,79.45283601283026
2024-03-14,75.75735526804746
2024-03-15,72.98574470946036
2024-03-16,36.95480744782803
2024-03-17,31.411586330653826
2024-03-18,79.45283601283026
2024-03-19,80.37670619902596
2024-03-20,81.30057638522166
2024-03-21,75.75735526804746
2024-03-22,77.60509564043886
2024-03-23,35.107067075436625
2024-03-24,31.411586330653826
2024-03-25,75.75735526804746
2024-03-26,78.52896582663456
2024-03-27,79.45283601283026
2024-03-28,76.68122545424316
2024-03-29,67.44252359228615
2024-03-30,33.259326703045225
2024-03-31,29.563845958262423
2024-04-01,72.06187452326465
2024-04-02,76.68122545424316
2024-04-03,83.14831675761306
2024-04-04,75.75735526804746
2024-04-05,76.68122545424316
2024-04-06,34.183196889240925
2024-04-07,30.487716144458123
2024-04-08,70.21413415087325
2024-04-09,77.60509564043886
2024-04-10,82.22444657141736
2024-04-11,72.98574470946036
2024-04-12,81.30057638522166
2024-04-13,35.107067075436625
2024-04-14,32.335456516849526
2024-04-15,83.14831675761306
2024-04-16,76.68122545424316
2024-04-17,72.06187452326465
2024-04-18,77.60509564043886
2024-04-19,69.29026396467755
2024-04-20,34.183196889240925
2024-04-21,29.563845958262423
2024-04-22,70.21413415087325
2024-04-23,72.06187452326465
2024-04-24,72.06187452326465
2024-04-25,72.06187452326465
2024-04-26,65.59478321989475
2024-04-27,34.183196889240925
2024-04-28,30.487716144458123
2024-04-29,71.13800433706895
2024-04-30,76.68122545424316
2024-05-01,77.60509564043886
2024-05-02,74.83348508185176
2024-05-03,70.21413415087325
2024-05-04,32.335456516849526
2024-05-05,31.411586330653826
2024-05-06,77.60509564043886
2024-05-07,74.83348508185176
2024-05-08,79.45283601283026
2024-05-09,72.98574470946036
2024-05-10,68.36639377848185
2024-05-11,32.335456516849526
2024-05-12,27.71610558587102
2024-05-13,71.13800433706895
2024-05-14,75.75735526804746
2024-05-15,84.99605713000446
2024-05-16,73.90961489565606
2024-05-17,72.06187452326465
2024-05-18,32.335456516849526
2024-05-19,30.487716144458123
2024-05-20,72.98574470946036
2024-05-21,73.90961489565606
2024-05-22,77.60509564043886
2024-05-23,72.98574470946036
2024-05-24,69.29026396467755
2024-05-25,33.259326703045225
2024-05-26,25.86836521347962
2024-05-27,34.183196889240925
2024-05-28,73.90961489565606
2024-05-29,81.30057638522166
2024-05-30,77.60509564043886
2024-05-31,72.06187452326465
2024-06-01,36.030937261632324
2024-06-02,31.411586330653826
2024-06-03,76.68122545424316
2024-06-04,78.52896582663456
2024-06-05,77.60509564043886
2024-06-06,78.52896582663456
2024-06-07,81.30057638522166
2024-06-08,31.411586330653826
2024-06-09,31.411586330653826
2024-06-10,77.60509564043886
2024-06-11,75.75735526804746
2024-06-12,83.14831675761306
2024-06-13,75.75735526804746
2024-06-14,72.06187452326465
2024-06-15,32.335456516849526
2024-06-16,28.639975772066723
2024-06-17,92.38701861957007
2024-06-18,75.75735526804746
2024-06-19,66.51865340609045
2024-06-20,75.75735526804746
2024-06-21,72.06187452326465
2024-06-22,37.87867763402373
2024-06-23,30.487716144458123
2024-06-24,84.07218694380876
2024-06-25,82.22444657141736
2024-06-26,81.30057638522166
2024-06-27,84.07218694380876
2024-06-28,74.83348508185176
2024-06-29,33.259326703045225
2024-06-30,32.335456516849526
2024-07-01,89.61540806098297
2024-07-02,85.91992731620017
2024-07-03,79.45283601283026
2024-07-04,37.87867763402373
2024-07-05,55.43221117174204
2024-07-06,33.259326703045225
2024-07-07,34.183196889240925
2024-07-08,83.14831675761306
2024-07-09,76.68122545424316
2024-07-10,83.14831675761306
2024-07-11,80.37670619902596
2024-07-12,72.06187452326465
2024-07-13,31.411586330653826
2024-07-14,27.71610558587102
2024-07-15,81.30057638522166
2024-07-16,78.52896582663456
2024-07-17,76.68122545424316
2024-07-18,77.60509564043886
2024-07-19,71.13800433706895
2024-07-20,31.411586330653826
2024-07-21,29.563845958262423
2024-07-22,77.60509564043886
2024-07-23,70.21413415087325
2024-07-24,75.75735526804746
2024-07-25,70.21413415087325
2024-07-26,64.67091303369905
2024-07-27,29.563845958262423
2024-07-28,29.563845958262423
2024-07-29,74.83348508185176
2024-07-30,75.75735526804746
2024-07-31,76.68122545424316
2024-08-01,79.45283601283026
2024-08-02,71.13800433706895
2024-08-03,31.411586330653826
2024-08-04,29.563845958262423
2024-08-05,74.83348508185176
2024-08-06,78.52896582663456
2024-08-07,72.98574470946036
2024-08-08,76.68122545424316
2024-08-09,69.29026396467755
2024-08-10,29.563845958262423
2024-08-11,32.335456516849526
2024-08-12,79.45283601283026
2024-08-13,76.68122545424316
2024-08-14,79.45283601283026
2024-08-15,79.45283601283026
2024-08-16,71.13800433706895
2024-08-17,32.335456516849526
2024-08-18,31.338453220896824
2024-08-19,89.62132952312524
2024-08-20,82.27822809870945
2024-08-21,79.3291568138589
2024-08-22,78.34613305224207
2024-08-23,75.91815043591052
2024-08-24,33.30450074413052
2024-08-25,33.30450074413052
2024-08-26,81.2952043370926
2024-08-27,82.7401631918073
2024-08-28,76.90117419752735
2024-08-29,74.93512667429367
2024-08-30,66.60900148826104
2024-08-31,30.355429459279975
2024-09-01,27.92744684294843
2024-09-02,37.23659579059791
2024-09-03,70.54109653472842
2024-09-04,72.96907915105997
2024-09-05,71.52412029634527
2024-09-06,75.39706176739152
2024-09-07,32.32147698251367
2024-09-08,28.389381936046284
2024-09-09,78.34613305224207
2024-09-10,71.00303162782627
2024-09-11,73.95210291267682
2024-09-12,81.2952043370926
2024-09-13,69.03698410459258
2024-09-14,30.876518127798974
2024-09-15,28.389381936046284
2024-09-16,73.95210291267682
2024-09-17,79.20547761488756
2024-09-18,73.99459092969758
2024-09-19,70.8680589185836
2024-09-20,66.69934957043162
2024-09-21,31.265320111139822
2024-09-22,28.13878810002584
