Time,ja_morant
2025-01-16,10.90909090909091
2025-01-17,7.090909090909092
2025-01-18,8.181818181818183
2025-01-19,3.545454545454546
2025-01-20,5.727272727272728
2025-01-21,3.2727272727272734
2025-01-22,4.636363636363637
2025-01-23,4.636363636363637
2025-01-24,8.181818181818183
2025-01-25,6.545454545454547
2025-01-26,4.90909090909091
2025-01-27,5.1818181818181825
2025-01-28,5.727272727272728
2025-01-29,3.2727272727272734
2025-01-30,8.727272727272728
2025-01-31,9.272727272727273
2025-02-01,3.818181818181819
2025-02-02,5.454545454545455
2025-02-03,8.181818181818183
2025-02-04,4.90909090909091
2025-02-05,4.90909090909091
2025-02-06,5.454545454545455
2025-02-07,3.818181818181819
2025-02-08,4.90909090909091
2025-02-09,6.545454545454547
2025-02-10,2.454545454545455
2025-02-11,9.000000000000002
2025-02-12,12.545454545454547
2025-02-13,5.454545454545455
2025-02-14,3.0000000000000004
2025-02-15,3.0000000000000004
2025-02-16,4.090909090909092
2025-02-17,3.818181818181819
2025-02-18,4.090909090909092
2025-02-19,4.636363636363637
2025-02-20,7.090909090909092
2025-02-21,9.000000000000002
2025-02-22,5.727272727272728
2025-02-23,6.272727272727273
2025-02-24,7.90909090909091
2025-02-25,4.90909090909091
2025-02-26,6.818181818181819
2025-02-27,3.2727272727272734
2025-02-28,5.727272727272728
2025-03-01,6.818181818181819
2025-03-02,4.636363636363637
2025-03-03,4.90909090909091
2025-03-04,4.090909090909092
2025-03-05,4.363636363636364
2025-03-06,7.363636363636364
2025-03-07,5.1818181818181825
2025-03-08,6.272727272727273
2025-03-09,6.272727272727273
2025-03-10,5.454545454545455
2025-03-11,4.090909090909092
2025-03-12,4.363636363636364
2025-03-13,3.818181818181819
2025-03-14,5.454545454545455
2025-03-15,7.90909090909091
2025-03-16,4.090909090909092
2025-03-17,3.818181818181819
2025-03-18,3.2727272727272734
2025-03-19,2.7272727272727275
2025-03-20,3.545454545454546
2025-03-21,3.0000000000000004
2025-03-22,3.818181818181819
2025-03-23,2.454545454545455
2025-03-24,3.0000000000000004
2025-03-25,3.0000000000000004
2025-03-26,3.0000000000000004
2025-03-27,2.7272727272727275
2025-03-28,4.90909090909091
2025-03-29,8.727272727272728
2025-03-30,5.727272727272728
2025-03-31,7.090909090909092
2025-04-01,7.636363636363638
2025-04-02,10.90909090909091
2025-04-03,13.363636363636365
2025-04-04,22.090909090909093
2025-04-05,12.272727272727275
2025-04-06,6.818181818181819
2025-04-07,3.818181818181819
2025-04-08,5.454545454545455
2025-04-09,6.818181818181819
2025-04-10,7.363636363636364
2025-04-11,15.272727272727275
2025-04-12,9.545454545454547
2025-04-13,5.454545454545455
2025-04-14,5.727272727272728
2025-04-15,10.636363636363638
2025-04-16,18.272727272727273
2025-04-17,6.000000000000001
2025-04-18,10.090909090909092
2025-04-19,20.181818181818183
2025-04-20,16.090909090909093
2025-04-21,4.90909090909091
2025-04-22,7.363636363636364
2025-04-23,7.636363636363638
2025-04-24,6.000000000000001
2025-04-25,27.272727272727277
2025-04-26,15.000000000000002
2025-04-27,6.000000000000001
2025-04-28,4.636363636363637
2025-04-29,4.090909090909092
2025-04-30,3.545454545454546
2025-05-01,3.545454545454546
2025-05-02,3.2727272727272734
2025-05-03,2.454545454545455
2025-05-04,2.454545454545455
2025-05-05,3.0000000000000004
2025-05-06,2.7272727272727275
2025-05-07,2.7272727272727275
2025-05-08,2.7272727272727275
2025-05-09,2.7272727272727275
2025-05-10,2.454545454545455
2025-05-11,2.454545454545455
2025-05-12,2.454545454545455
2025-05-13,2.454545454545455
2025-05-14,2.454545454545455
2025-05-15,2.454545454545455
2025-05-16,3.0000000000000004
2025-05-17,2.7272727272727275
2025-05-18,2.7272727272727275
2025-05-19,2.454545454545455
2025-05-20,2.7272727272727275
2025-05-21,2.7272727272727275
2025-05-22,2.181818181818182
2025-05-23,2.181818181818182
2025-05-24,1.6363636363636367
2025-05-25,2.454545454545455
2025-05-26,2.181818181818182
2025-05-27,2.454545454545455
2025-05-28,2.181818181818182
2025-05-29,2.181818181818182
2025-05-30,1.9090909090909094
2025-05-31,1.9090909090909094
2025-06-01,2.181818181818182
2025-06-02,1.9090909090909094
2025-06-03,1.9090909090909094
2025-06-04,1.6363636363636367
2025-06-05,1.6363636363636367
2025-06-06,2.181818181818182
2025-06-07,3.2727272727272734
2025-06-08,2.7272727272727275
2025-06-09,2.181818181818182
2025-06-10,2.181818181818182
2025-06-11,1.9090909090909094
2025-06-12,1.9090909090909094
2025-06-13,1.9090909090909094
2025-06-14,2.454545454545455
2025-06-15,3.818181818181819
2025-06-16,4.090909090909092
2025-06-17,3.818181818181819
2025-06-18,4.090909090909092
2025-06-19,2.7272727272727275
2025-06-20,2.454545454545455
2025-06-21,2.181818181818182
2025-06-22,2.454545454545455
2025-06-23,3.2727272727272734
2025-06-24,2.181818181818182
2025-06-25,2.181818181818182
2025-06-26,2.454545454545455
2025-06-27,1.9090909090909094
2025-06-28,1.9090909090909094
2025-06-29,1.9090909090909094
2025-06-30,1.9090909090909094
2025-07-01,1.9090909090909094
2025-07-02,1.9090909090909094
2025-07-03,1.9090909090909094
2025-07-04,2.181818181818182
2025-07-05,1.9090909090909094
2025-07-06,2.181818181818182
2025-07-07,1.6363636363636367
2025-07-08,1.6363636363636367
2025-07-09,2.181818181818182
2025-07-10,1.9090909090909094
2025-07-11,2.181818181818182
2025-07-12,1.9090909090909094
2025-07-13,2.181818181818182
2025-07-14,1.9090909090909094
2025-07-15,1.9090909090909094
2025-07-16,1.9090909090909094
2025-07-17,1.9090909090909094
2025-07-18,1.6363636363636367
2025-07-19,2.181818181818182
2025-07-20,2.454545454545455
2025-07-21,1.9090909090909094
2025-07-22,2.181818181818182
2025-07-23,2.181818181818182
2025-07-24,1.9090909090909094
2025-07-25,2.181818181818182
2025-07-26,2.454545454545455
2025-07-27,2.181818181818182
2025-07-28,1.6363636363636367
2025-07-29,1.9090909090909094
2025-07-30,2.181818181818182
2025-07-31,2.181818181818182
2025-08-01,1.9090909090909094
2025-08-02,2.454545454545455
2025-08-03,2.181818181818182
2025-08-04,1.6363636363636367
2025-08-05,2.181818181818182
2025-08-06,1.9090909090909094
2025-08-07,1.9090909090909094
2025-08-08,2.181818181818182
2025-08-09,2.454545454545455
2025-08-10,3.545454545454546
2025-08-11,2.7272727272727275
2025-08-12,1.6363636363636367
2025-08-13,1.6363636363636367
2025-08-14,1.9090909090909094
2025-08-15,1.9090909090909094
2025-08-16,1.9090909090909094
2025-08-17,1.6363636363636367
2025-08-18,1.6363636363636367
2025-08-19,1.6363636363636367
2025-08-20,1.9090909090909094
2025-08-21,2.181818181818182
2025-08-22,2.181818181818182
2025-08-23,1.9090909090909094
2025-08-24,2.454545454545455
2025-08-25,2.181818181818182
2025-08-26,2.454545454545455
2025-08-27,2.181818181818182
2025-08-28,2.181818181818182
2025-08-29,1.9090909090909094
2025-08-30,1.9090909090909094
2025-08-31,1.6363636363636367
2025-09-01,1.9090909090909094
2025-09-02,1.9090909090909094
2025-09-03,1.9090909090909094
2025-09-04,1.6363636363636367
2025-09-05,1.6363636363636367
2025-09-06,1.9090909090909094
2025-09-07,1.6363636363636367
2025-09-08,1.9090909090909094
2025-09-09,1.9090909090909094
2025-09-10,1.9090909090909094
2025-09-11,2.7272727272727275
2025-09-12,3.0000000000000004
2025-09-13,2.7272727272727275
2025-09-14,2.7272727272727275
2025-09-15,3.0000000000000004
2025-09-16,2.181818181818182
2025-09-17,1.9090909090909094
2025-09-18,2.181818181818182
2025-09-19,2.454545454545455
2025-09-20,2.454545454545455
2025-09-21,2.181818181818182
2025-09-22,2.181818181818182
2025-09-23,2.181818181818182
2025-09-24,2.181818181818182
2025-09-25,2.181818181818182
2025-09-26,2.454545454545455
2025-09-27,2.454545454545455
2025-09-28,1.6363636363636367
2025-09-29,2.181818181818182
2025-09-30,1.9090909090909094
2025-10-01,1.9090909090909094
2025-10-02,2.181818181818182
2025-10-03,2.181818181818182
2025-10-04,2.181818181818182
2025-10-05,2.181818181818182
2025-10-06,2.454545454545455
2025-10-07,2.454545454545455
2025-10-08,2.454545454545455
2025-10-09,3.545454545454546
2025-10-10,2.454545454545455
2025-10-11,2.454545454545455
2025-10-12,2.454545454545455
2025-10-13,2.454545454545455
2025-10-14,2.454545454545455
2025-10-15,2.7272727272727275
2025-10-16,2.7272727272727275
2025-10-17,2.7272727272727275
2025-10-18,2.7272727272727275
2025-10-19,2.7272727272727275
2025-10-20,3.0000000000000004
2025-10-21,3.2727272727272734
2025-10-22,5.454545454545455
2025-10-23,7.363636363636364
2025-10-24,6.000000000000001
2025-10-25,9.272727272727273
2025-10-26,4.90909090909091
2025-10-27,5.1818181818181825
2025-10-28,5.454545454545455
2025-10-29,4.636363636363637
2025-10-30,5.727272727272728
2025-10-31,4.90909090909091
2025-11-01,24.54545454545455
2025-11-02,19.363636363636367
2025-11-03,13.363636363636365
2025-11-04,14.727272727272728
2025-11-05,11.727272727272728
2025-11-06,12.81818181818182
2025-11-07,10.90909090909091
2025-11-08,9.000000000000002
2025-11-09,7.090909090909092
2025-11-10,8.454545454545455
2025-11-11,9.000000000000002
2025-11-12,11.181818181818183
2025-11-13,6.545454545454547
2025-11-14,4.90909090909091
2025-11-15,13.090909090909093
2025-11-16,10.636363636363638
2025-11-17,4.363636363636364
2025-11-18,4.363636363636364
2025-11-19,6.818181818181819
2025-11-20,4.363636363636364
2025-11-21,4.90909090909091
2025-11-22,5.454545454545455
2025-11-23,14.727272727272728
2025-11-24,8.454545454545455
2025-11-25,6.545454545454547
2025-11-26,5.727272727272728
2025-11-27,6.545454545454547
2025-11-28,5.454545454545455
2025-11-29,5.454545454545455
2025-11-30,4.636363636363637
2025-12-01,4.363636363636364
2025-12-02,4.363636363636364
2025-12-03,5.454545454545455
2025-12-04,5.1818181818181825
2025-12-05,4.090909090909092
2025-12-06,4.90909090909091
2025-12-07,4.363636363636364
2025-12-08,4.363636363636364
2025-12-09,3.818181818181819
2025-12-10,4.090909090909092
2025-12-11,3.9988100904331274
2025-12-12,5.195383150880534
2025-12-13,8.351023322227512
2025-12-14,4.107329842931938
2025-12-15,5.195383150880534
2025-12-16,8.595906711089958
2025-12-17,7.616373155640172
2025-12-18,6.528319847691576
2025-12-19,3.862446454069491
2025-12-20,4.841980009519277
2025-12-21,4.352213231794384
2025-12-22,3.862446454069491
2025-12-23,5.44026653974298
2025-12-24,4.705616373155641
2025-12-25,4.705616373155641
2025-12-26,5.086863398381723
2025-12-27,6.038553069966683
2025-12-28,5.195383150880534
2025-12-29,4.5970966206568304
2025-12-30,5.44026653974298
2025-12-31,11.370299857210853
2026-01-01,3.0192765349833417
2026-01-02,4.107329842931938
2026-01-03,7.861256544502618
2026-01-04,3.862446454069491
2026-01-05,5.195383150880534
2026-01-06,4.352213231794384
2026-01-07,5.086863398381723
2026-01-08,4.107329842931938
2026-01-09,11.370299857210853
2026-01-10,21.26987148976678
2026-01-11,14.107567824845313
2026-01-12,11.28605425987625
2026-01-13,10.20085673488815
2026-01-14,15.626844359828654
2026-01-15,18.01427891480248
2026-01-16,15.626844359828654
2026-01-17,13.239409804854832
2026-01-18,14.975725844835795
2026-01-19,7.596382674916707
2026-01-20,5.208948119942885
2026-01-21,6.077106139933366
2026-01-22,5.8600666349357455
2026-01-23,4.340790099952404
2026-01-24,5.208948119942885
2026-01-25,3.6896715849595436
2026-01-26,3.255592574964303
2026-01-27,4.1237505949547835
2026-01-28,3.6896715849595436
2026-01-29,5.425987624940505
2026-01-30,8.464540694907187
2026-01-31,16.495002379819134
2026-02-01,8.247501189909567
2026-02-02,4.991908614945265
2026-02-03,10.41789623988577
2026-02-04,13.022370299857212
2026-02-05,21.70395049976202
2026-02-06,8.464540694907187
2026-02-07,7.813422179914327
2026-02-08,4.557829604950024
2026-02-09,3.038553069966683
2026-02-10,4.1237505949547835
2026-02-11,3.4726320799619232
2026-02-12,3.9067110899571635
2026-02-13,3.9067110899571635
2026-02-14,3.6896715849595436
2026-02-15,3.9067110899571635
2026-02-16,3.4726320799619232
2026-02-17,3.4726320799619232
2026-02-18,3.4726320799619232
2026-02-19,3.6896715849595436
2026-02-20,3.9067110899571635
2026-02-21,3.9067110899571635
2026-02-22,3.6896715849595436
2026-02-23,3.255592574964303
2026-02-24,3.6896715849595436
2026-02-25,3.255592574964303
2026-02-26,4.340790099952404
2026-02-27,3.6896715849595436
2026-02-28,3.9067110899571635
2026-03-01,4.1237505949547835
2026-03-02,3.255592574964303
2026-03-03,3.4726320799619232
2026-03-04,3.4726320799619232
2026-03-05,3.6896715849595436
2026-03-06,2.8215135649690626
2026-03-07,3.255592574964303
2026-03-08,4.1237505949547835
2026-03-09,4.1237505949547835
2026-03-10,3.9067110899571635
2026-03-11,3.255592574964303
2026-03-12,2.8215135649690626
2026-03-13,3.6896715849595436
2026-03-14,3.6896715849595436
2026-03-15,3.038553069966683
2026-03-16,3.255592574964303
2026-03-17,3.9067110899571635
2026-03-18,3.255592574964303
2026-03-19,4.340790099952404
2026-03-20,3.038553069966683
2026-03-21,4.557829604950024
2026-03-22,3.6896715849595436
2026-03-23,3.038553069966683
2026-03-24,3.4726320799619232
2026-03-25,4.340790099952404
2026-03-26,3.6896715849595436
2026-03-27,3.255592574964303
2026-03-28,3.255592574964303
2026-03-29,3.4726320799619232
2026-03-30,2.6044740599714427
2026-03-31,3.038553069966683
2026-04-01,2.8215135649690626
2026-04-02,3.4726320799619232
2026-04-03,3.255592574964303
2026-04-04,3.4726320799619232
2026-04-05,3.4726320799619232
2026-04-06,2.8215135649690626
2026-04-07,3.9067110899571635
2026-04-08,3.255592574964303
2026-04-09,3.9067110899571635
2026-04-10,6.294145644930986
2026-04-11,6.511185149928606
2026-04-12,4.340790099952404
2026-04-13,4.1237505949547835
2026-04-14,3.6896715849595436
2026-04-15,3.4726320799619232
2026-04-16,8.030461684911948
2026-04-17,4.340790099952404
2026-04-18,4.1237505949547835
2026-04-19,3.6896715849595436
2026-04-20,2.8215135649690626
2026-04-21,2.6044740599714427
2026-04-22,3.038553069966683
2026-04-23,2.6044740599714427
2026-04-24,3.4726320799619232
2026-04-25,3.6896715849595436
2026-04-26,3.4726320799619232
2026-04-27,3.255592574964303
2026-04-28,12.588291289861973
2026-04-29,3.4726320799619232
2026-04-30,2.8215135649690626
2026-05-01,2.8215135649690626
2026-05-02,2.6044740599714427
2026-05-03,3.038553069966683
2026-05-04,2.3874345549738223
2026-05-05,2.6044740599714427
2026-05-06,2.3874345549738223
2026-05-07,2.6044740599714427
2026-05-08,2.170395049976202
2026-05-09,3.038553069966683
2026-05-10,3.9067110899571635
2026-05-11,4.1237505949547835
2026-05-12,4.1237505949547835
2026-05-13,4.1237505949547835
2026-05-14,3.4726320799619232
2026-05-15,3.038553069966683
2026-05-16,3.038553069966683
2026-05-17,2.8215135649690626
2026-05-18,3.038553069966683
2026-05-19,3.038553069966683
2026-05-20,3.038553069966683
2026-05-21,3.255592574964303
2026-05-22,3.038553069966683
2026-05-23,3.4726320799619232
2026-05-24,2.8215135649690626
2026-05-25,3.4726320799619232
2026-05-26,2.8215135649690626
2026-05-27,2.6044740599714427
2026-05-28,3.038553069966683
2026-05-29,3.255592574964303
2026-05-30,2.6044740599714427
2026-05-31,3.255592574964303
