Time,ja_morant
2023-03-13,38.0
2023-03-14,50.0
2023-03-15,38.0
2023-03-16,30.0
2023-03-17,20.0
2023-03-18,20.0
2023-03-19,16.0
2023-03-20,14.0
2023-03-21,18.0
2023-03-22,14.0
2023-03-23,24.0
2023-03-24,12.0
2023-03-25,12.0
2023-03-26,12.0
2023-03-27,10.0
2023-03-28,8.0
2023-03-29,12.0
2023-03-30,8.0
2023-03-31,8.0
2023-04-01,8.0
2023-04-02,10.0
2023-04-03,6.0
2023-04-04,6.0
2023-04-05,10.0
2023-04-06,12.0
2023-04-07,10.0
2023-04-08,10.0
2023-04-09,8.0
2023-04-10,6.0
2023-04-11,6.0
2023-04-12,8.0
2023-04-13,8.0
2023-04-14,8.0
2023-04-15,8.0
2023-04-16,48.0
2023-04-17,42.0
2023-04-18,18.0
2023-04-19,28.0
2023-04-20,24.0
2023-04-21,10.0
2023-04-22,18.0
2023-04-23,34.0
2023-04-24,12.0
2023-04-25,22.0
2023-04-26,14.0
2023-04-27,22.0
2023-04-28,12.0
2023-04-29,26.0
2023-04-30,10.0
2023-05-01,8.0
2023-05-02,8.0
2023-05-03,6.0
2023-05-04,6.0
2023-05-05,6.0
2023-05-06,6.0
2023-05-07,6.0
2023-05-08,6.0
2023-05-09,6.0
2023-05-10,6.0
2023-05-11,8.0
2023-05-12,6.0
2023-05-13,6.0
2023-05-14,200.0
2023-05-15,130.0
2023-05-16,68.0
2023-05-17,60.0
2023-05-18,46.0
2023-05-19,26.0
2023-05-20,24.0
2023-05-21,20.0
2023-05-22,18.0
2023-05-23,12.0
2023-05-24,38.0
2023-05-25,24.0
2023-05-26,16.0
2023-05-27,12.0
2023-05-28,10.0
2023-05-29,10.0
2023-05-30,8.0
2023-05-31,6.0
2023-06-01,6.0
2023-06-02,22.0
2023-06-03,14.0
2023-06-04,12.0
2023-06-05,8.0
2023-06-06,8.0
2023-06-07,10.0
2023-06-08,10.0
2023-06-09,8.0
2023-06-10,6.0
2023-06-11,6.0
2023-06-12,6.0
2023-06-13,18.0
2023-06-14,24.0
2023-06-15,36.0
2023-06-16,50.0
2023-06-17,24.0
2023-06-18,20.0
2023-06-19,10.0
2023-06-20,8.0
2023-06-21,6.0
2023-06-22,6.0
2023-06-23,6.0
2023-06-24,4.0
2023-06-25,4.0
2023-06-26,6.0
2023-06-27,4.0
2023-06-28,4.0
2023-06-29,4.0
2023-06-30,4.0
2023-07-01,6.0
2023-07-02,4.0
2023-07-03,4.0
2023-07-04,6.0
2023-07-05,4.0
2023-07-06,4.0
2023-07-07,4.0
2023-07-08,4.0
2023-07-09,4.0
2023-07-10,2.0
2023-07-11,4.0
2023-07-12,4.0
2023-07-13,4.0
2023-07-14,4.0
2023-07-15,4.0
2023-07-16,4.0
2023-07-17,14.0
2023-07-18,8.0
2023-07-19,8.0
2023-07-20,6.0
2023-07-21,4.0
2023-07-22,4.0
2023-07-23,6.0
2023-07-24,4.0
2023-07-25,6.0
2023-07-26,4.0
2023-07-27,4.0
2023-07-28,2.0
2023-07-29,2.0
2023-07-30,4.0
2023-07-31,2.0
2023-08-01,2.0
2023-08-02,4.0
2023-08-03,4.0
2023-08-04,2.0
2023-08-05,2.0
2023-08-06,2.0
2023-08-07,2.0
2023-08-08,2.0
2023-08-09,2.0
2023-08-10,4.0
2023-08-11,4.0
2023-08-12,2.0
2023-08-13,4.0
2023-08-14,2.0
2023-08-15,2.0
2023-08-16,2.0
2023-08-17,4.0
2023-08-18,4.0
2023-08-19,4.0
2023-08-20,4.0
2023-08-21,2.0
2023-08-22,2.0
2023-08-23,2.0
2023-08-24,2.0
2023-08-25,2.0
2023-08-26,2.0
2023-08-27,2.0
2023-08-28,2.0
2023-08-29,2.0
2023-08-30,2.0
2023-08-31,2.0
2023-09-01,2.0
2023-09-02,2.0
2023-09-03,2.0
2023-09-04,2.0
2023-09-05,2.0
2023-09-06,2.0
2023-09-07,2.0
2023-09-08,2.0
2023-09-09,2.0
2023-09-10,2.0
2023-09-11,2.0
2023-09-12,2.0
2023-09-13,2.0
2023-09-14,2.0
2023-09-15,2.0
2023-09-16,2.0
2023-09-17,2.0
2023-09-18,2.0
2023-09-19,2.0
2023-09-20,2.0
2023-09-21,2.0
2023-09-22,2.0
2023-09-23,2.0
2023-09-24,2.0
2023-09-25,2.0
2023-09-26,2.0
2023-09-27,2.0
2023-09-28,2.0
2023-09-29,2.0
2023-09-30,2.0
2023-10-01,2.0
2023-10-02,2.0
2023-10-03,4.0
2023-10-04,4.0
2023-10-05,4.0
2023-10-06,4.0
2023-10-07,2.0
2023-10-08,2.0
2023-10-09,4.0
2023-10-10,4.0
2023-10-11,4.0
2023-10-12,4.0
2023-10-13,4.0
2023-10-14,2.0
2023-10-15,4.0
2023-10-16,4.0
2023-10-17,2.0
2023-10-18,4.0
2023-10-19,6.0
2023-10-20,4.0
2023-10-21,4.0
2023-10-22,4.0
2023-10-23,4.0
2023-10-24,4.0
2023-10-25,6.0
2023-10-26,8.0
2023-10-27,6.0
2023-10-28,8.0
2023-10-29,4.0
2023-10-30,4.0
2023-10-31,6.0
2023-11-01,4.0
2023-11-02,8.0
2023-11-03,4.0
2023-11-04,8.0
2023-11-05,6.0
2023-11-06,6.0
2023-11-07,4.0
2023-11-08,4.0
2023-11-09,6.0
2023-11-10,4.0
2023-11-11,6.0
2023-11-12,4.0
2023-11-13,6.0
2023-11-14,4.0
2023-11-15,8.0
2023-11-16,6.0
2023-11-17,4.0
2023-11-18,4.0
2023-11-19,6.0
2023-11-20,6.0
2023-11-21,4.0
2023-11-22,4.0
2023-11-23,6.0
2023-11-24,6.0
2023-11-25,6.0
2023-11-26,6.0
2023-11-27,6.0
2023-11-28,4.0
2023-11-29,6.0
2023-11-30,6.0
2023-12-01,6.0
2023-12-02,6.0
2023-12-03,6.0
2023-12-04,4.0
2023-12-05,4.0
2023-12-06,6.0
2023-12-07,6.0
2023-12-08,6.0
2023-12-09,8.0
2023-12-10,6.0
2023-12-11,6.0
2023-12-12,10.0
2023-12-13,8.0
2023-12-14,12.0
2023-12-15,12.0
2023-12-16,12.0
2023-12-17,8.0
2023-12-18,10.0
2023-12-19,30.0
2023-12-20,68.0
2023-12-21,18.0
2023-12-22,18.0
2023-12-23,10.454545454545455
2023-12-24,12.0
2023-12-25,7.818181818181818
2023-12-26,13.81818181818182
2023-12-27,17.727272727272727
2023-12-28,13.81818181818182
2023-12-29,21.90909090909091
2023-12-30,14.363636363636363
2023-12-31,7.818181818181818
2024-01-01,7.545454545454546
2024-01-02,9.90909090909091
2024-01-03,18.272727272727273
2024-01-04,8.090909090909092
2024-01-05,6.272727272727273
2024-01-06,11.727272727272728
2024-01-07,6.545454545454546
2024-01-08,10.181818181818183
2024-01-09,54.27272727272728
2024-01-10,14.636363636363637
2024-01-11,6.272727272727273
2024-01-12,6.0
2024-01-13,4.454545454545455
2024-01-14,4.454545454545455
2024-01-15,3.909090909090909
2024-01-16,4.181818181818182
2024-01-17,3.909090909090909
2024-01-18,3.909090909090909
2024-01-19,4.454545454545455
2024-01-20,3.6363636363636367
2024-01-21,3.2727272727272734
2024-01-22,3.2727272727272734
2024-01-23,3.2727272727272734
2024-01-24,3.818181818181819
2024-01-25,3.2727272727272734
2024-01-26,3.818181818181819
2024-01-27,3.818181818181819
2024-01-28,3.818181818181819
2024-01-29,3.2727272727272734
2024-01-30,3.818181818181819
2024-01-31,3.2727272727272734
2024-02-01,3.2727272727272734
2024-02-02,3.818181818181819
2024-02-03,4.90909090909091
2024-02-04,3.818181818181819
2024-02-05,3.2727272727272734
2024-02-06,3.2727272727272734
2024-02-07,3.818181818181819
2024-02-08,3.2727272727272734
2024-02-09,3.2727272727272734
2024-02-10,3.818181818181819
2024-02-11,3.2727272727272734
2024-02-12,2.7272727272727275
2024-02-13,3.2727272727272734
2024-02-14,3.2727272727272734
2024-02-15,3.2727272727272734
2024-02-16,4.90909090909091
2024-02-17,3.818181818181819
2024-02-18,3.2727272727272734
2024-02-19,2.7272727272727275
2024-02-20,2.7272727272727275
2024-02-21,2.7272727272727275
2024-02-22,2.7272727272727275
2024-02-23,3.2727272727272734
2024-02-24,3.2727272727272734
2024-02-25,2.7272727272727275
2024-02-26,2.7272727272727275
2024-02-27,3.2727272727272734
2024-02-28,3.2727272727272734
2024-02-29,3.818181818181819
2024-03-01,3.2727272727272734
2024-03-02,3.2727272727272734
2024-03-03,3.2727272727272734
2024-03-04,3.2727272727272734
2024-03-05,3.2727272727272734
2024-03-06,2.7272727272727275
2024-03-07,3.2727272727272734
2024-03-08,2.7272727272727275
2024-03-09,3.818181818181819
2024-03-10,2.7272727272727275
2024-03-11,2.7272727272727275
2024-03-12,2.7272727272727275
2024-03-13,3.2727272727272734
2024-03-14,2.7272727272727275
2024-03-15,2.7272727272727275
2024-03-16,5.454545454545455
2024-03-17,3.818181818181819
2024-03-18,2.7272727272727275
2024-03-19,6.000000000000001
2024-03-20,13.636363636363638
2024-03-21,6.000000000000001
2024-03-22,3.2727272727272734
2024-03-23,3.2727272727272734
2024-03-24,3.2727272727272734
2024-03-25,3.2727272727272734
2024-03-26,3.2727272727272734
2024-03-27,3.2727272727272734
2024-03-28,3.818181818181819
2024-03-29,2.7272727272727275
2024-03-30,2.7272727272727275
2024-03-31,3.2727272727272734
2024-04-01,2.7272727272727275
2024-04-02,3.2727272727272734
2024-04-03,3.2727272727272734
2024-04-04,3.2727272727272734
2024-04-05,2.7272727272727275
2024-04-06,3.2727272727272734
2024-04-07,3.818181818181819
2024-04-08,2.181818181818182
2024-04-09,2.7272727272727275
2024-04-10,3.2727272727272734
2024-04-11,3.2727272727272734
2024-04-12,2.181818181818182
2024-04-13,4.90909090909091
2024-04-14,5.454545454545455
2024-04-15,3.818181818181819
2024-04-16,3.818181818181819
2024-04-17,3.2727272727272734
2024-04-18,2.181818181818182
2024-04-19,3.2727272727272734
2024-04-20,3.2727272727272734
2024-04-21,2.7272727272727275
2024-04-22,2.7272727272727275
2024-04-23,2.7272727272727275
2024-04-24,2.7272727272727275
2024-04-25,2.7272727272727275
2024-04-26,2.181818181818182
2024-04-27,2.7272727272727275
2024-04-28,2.7272727272727275
2024-04-29,3.818181818181819
2024-04-30,3.818181818181819
2024-05-01,3.2727272727272734
2024-05-02,3.2727272727272734
2024-05-03,3.2727272727272734
2024-05-04,2.7272727272727275
2024-05-05,4.363636363636364
2024-05-06,3.2727272727272734
2024-05-07,3.2727272727272734
2024-05-08,3.2727272727272734
2024-05-09,3.2727272727272734
2024-05-10,2.7272727272727275
2024-05-11,3.2727272727272734
2024-05-12,2.7272727272727275
2024-05-13,3.2727272727272734
2024-05-14,3.2727272727272734
2024-05-15,2.7272727272727275
2024-05-16,2.7272727272727275
2024-05-17,2.7272727272727275
2024-05-18,2.181818181818182
2024-05-19,3.2727272727272734
2024-05-20,3.818181818181819
2024-05-21,3.2727272727272734
2024-05-22,2.7272727272727275
2024-05-23,2.7272727272727275
2024-05-24,2.7272727272727275
2024-05-25,2.7272727272727275
2024-05-26,2.181818181818182
2024-05-27,2.7272727272727275
2024-05-28,2.181818181818182
2024-05-29,2.181818181818182
2024-05-30,2.181818181818182
2024-05-31,2.7272727272727275
2024-06-01,2.181818181818182
2024-06-02,1.6363636363636367
2024-06-03,2.181818181818182
2024-06-04,3.2727272727272734
2024-06-05,2.7272727272727275
2024-06-06,1.6363636363636367
2024-06-07,2.181818181818182
2024-06-08,1.6363636363636367
2024-06-09,2.181818181818182
2024-06-10,1.6363636363636367
2024-06-11,1.6363636363636367
2024-06-12,1.6363636363636367
2024-06-13,1.6363636363636367
2024-06-14,1.6363636363636367
2024-06-15,2.181818181818182
2024-06-16,2.181818181818182
2024-06-17,1.6363636363636367
2024-06-18,1.6363636363636367
2024-06-19,1.6363636363636367
2024-06-20,1.6363636363636367
2024-06-21,1.6363636363636367
2024-06-22,2.181818181818182
2024-06-23,1.6363636363636367
2024-06-24,1.6363636363636367
2024-06-25,1.6363636363636367
2024-06-26,2.181818181818182
2024-06-27,3.818181818181819
2024-06-28,2.7272727272727275
2024-06-29,2.7272727272727275
2024-06-30,2.181818181818182
2024-07-01,2.181818181818182
2024-07-02,1.6363636363636367
2024-07-03,1.6363636363636367
2024-07-04,2.181818181818182
2024-07-05,1.6363636363636367
2024-07-06,2.181818181818182
2024-07-07,2.181818181818182
2024-07-08,2.181818181818182
2024-07-09,2.181818181818182
2024-07-10,2.181818181818182
2024-07-11,2.181818181818182
2024-07-12,2.181818181818182
2024-07-13,1.6363636363636367
2024-07-14,1.6363636363636367
2024-07-15,2.181818181818182
2024-07-16,1.6363636363636367
2024-07-17,2.181818181818182
2024-07-18,2.181818181818182
2024-07-19,1.6363636363636367
2024-07-20,2.7272727272727275
2024-07-21,2.181818181818182
2024-07-22,1.6363636363636367
2024-07-23,1.6363636363636367
2024-07-24,1.6363636363636367
2024-07-25,1.6363636363636367
2024-07-26,1.6363636363636367
2024-07-27,1.6363636363636367
2024-07-28,2.181818181818182
2024-07-29,1.6363636363636367
2024-07-30,1.6363636363636367
2024-07-31,1.6363636363636367
2024-08-01,2.181818181818182
2024-08-02,1.6363636363636367
2024-08-03,1.6363636363636367
2024-08-04,1.6363636363636367
2024-08-05,1.6363636363636367
2024-08-06,1.6363636363636367
2024-08-07,1.6363636363636367
2024-08-08,1.6363636363636367
2024-08-09,2.181818181818182
2024-08-10,2.7272727272727275
2024-08-11,2.181818181818182
2024-08-12,2.181818181818182
2024-08-13,1.6363636363636367
2024-08-14,1.6363636363636367
2024-08-15,2.181818181818182
2024-08-16,2.181818181818182
2024-08-17,2.181818181818182
2024-08-18,2.181818181818182
2024-08-19,1.6363636363636367
2024-08-20,1.6363636363636367
2024-08-21,2.181818181818182
2024-08-22,2.045454545454546
2024-08-23,1.6363636363636367
2024-08-24,1.6363636363636367
2024-08-25,1.6363636363636367
2024-08-26,1.6363636363636367
2024-08-27,1.6363636363636367
2024-08-28,1.6363636363636367
2024-08-29,1.6363636363636367
2024-08-30,1.6363636363636367
2024-08-31,1.6363636363636367
2024-09-01,1.5000000000000002
2024-09-02,1.5000000000000002
2024-09-03,1.6363636363636367
2024-09-04,1.6363636363636367
2024-09-05,1.5000000000000002
2024-09-06,1.6363636363636367
2024-09-07,2.045454545454546
2024-09-08,2.045454545454546
2024-09-09,1.5000000000000002
2024-09-10,1.5000000000000002
2024-09-11,1.5000000000000002
2024-09-12,1.6363636363636367
2024-09-13,1.6363636363636367
2024-09-14,1.6363636363636367
2024-09-15,1.5000000000000002
2024-09-16,1.6363636363636367
2024-09-17,1.3636363636363638
2024-09-18,2.181818181818182
2024-09-19,1.6363636363636367
2024-09-20,1.6363636363636367
2024-09-21,1.6363636363636367
2024-09-22,1.6363636363636367
2024-09-23,1.3636363636363638
2024-09-24,1.6363636363636367
2024-09-25,1.9090909090909094
2024-09-26,1.9090909090909094
2024-09-27,1.9090909090909094
2024-09-28,1.6363636363636367
2024-09-29,1.6363636363636367
2024-09-30,1.9090909090909094
2024-10-01,2.454545454545455
2024-10-02,2.181818181818182
2024-10-03,2.181818181818182
2024-10-04,1.9090909090909094
2024-10-05,1.9090909090909094
2024-10-06,1.6363636363636367
2024-10-07,2.181818181818182
2024-10-08,6.545454545454547
2024-10-09,3.0000000000000004
2024-10-10,3.0000000000000004
2024-10-11,2.454545454545455
2024-10-12,3.2727272727272734
2024-10-13,3.818181818181819
2024-10-14,2.454545454545455
2024-10-15,3.0000000000000004
2024-10-16,2.454545454545455
2024-10-17,2.7272727272727275
2024-10-18,2.454545454545455
2024-10-19,3.0000000000000004
2024-10-20,2.454545454545455
2024-10-21,2.7272727272727275
2024-10-22,3.2727272727272734
2024-10-23,5.1818181818181825
2024-10-24,7.636363636363638
2024-10-25,6.545454545454547
2024-10-26,8.181818181818183
2024-10-27,5.454545454545455
2024-10-28,7.636363636363638
2024-10-29,7.363636363636364
2024-10-30,7.090909090909092
2024-10-31,11.454545454545457
2024-11-01,6.818181818181819
2024-11-02,10.090909090909092
2024-11-03,6.000000000000001
2024-11-04,5.454545454545455
2024-11-05,5.727272727272728
2024-11-06,5.454545454545455
2024-11-07,9.81818181818182
2024-11-08,5.454545454545455
2024-11-09,5.454545454545455
2024-11-10,4.636363636363637
2024-11-11,4.90909090909091
2024-11-12,4.090909090909092
2024-11-13,5.454545454545455
2024-11-14,10.90909090909091
2024-11-15,4.636363636363637
2024-11-16,6.545454545454547
2024-11-17,4.090909090909092
2024-11-18,3.818181818181819
2024-11-19,3.545454545454546
2024-11-20,4.636363636363637
2024-11-21,4.090909090909092
2024-11-22,3.2727272727272734
2024-11-23,4.090909090909092
2024-11-24,3.818181818181819
2024-11-25,5.454545454545455
2024-11-26,5.454545454545455
2024-11-27,3.818181818181819
2024-11-28,3.818181818181819
2024-11-29,9.545454545454547
2024-11-30,4.636363636363637
2024-12-01,6.818181818181819
2024-12-02,3.818181818181819
2024-12-03,5.727272727272728
2024-12-04,6.000000000000001
2024-12-05,4.636363636363637
2024-12-06,7.090909090909092
2024-12-07,6.545454545454547
2024-12-08,11.454545454545457
2024-12-09,4.90909090909091
2024-12-10,3.545454545454546
2024-12-11,3.545454545454546
2024-12-12,3.2727272727272734
2024-12-13,6.000000000000001
2024-12-14,6.545454545454547
2024-12-15,4.636363636363637
2024-12-16,7.636363636363638
2024-12-17,3.545454545454546
2024-12-18,3.545454545454546
2024-12-19,5.454545454545455
2024-12-20,6.545454545454547
2024-12-21,4.090909090909092
2024-12-22,3.818181818181819
2024-12-23,4.090909090909092
2024-12-24,3.818181818181819
2024-12-25,3.545454545454546
2024-12-26,5.1818181818181825
2024-12-27,6.545454545454547
2024-12-28,5.727272727272728
2024-12-29,4.363636363636364
2024-12-30,4.090909090909092
2024-12-31,3.2727272727272734
2025-01-01,3.545454545454546
2025-01-02,2.181818181818182
2025-01-03,3.2727272727272734
2025-01-04,4.90909090909091
2025-01-05,4.090909090909092
2025-01-06,3.0000000000000004
2025-01-07,3.818181818181819
2025-01-08,3.0000000000000004
2025-01-09,5.454545454545455
2025-01-10,4.90909090909091
2025-01-11,6.000000000000001
2025-01-12,7.90909090909091
2025-01-13,4.636363636363637
2025-01-14,5.1818181818181825
2025-01-15,5.1818181818181825
