Time,microsoft
2023-04-26,97
2023-04-27,86
2023-04-28,79
2023-04-29,51
2023-04-30,48
2023-05-01,84
2023-05-02,83
2023-05-03,83
2023-05-04,84
2023-05-05,73
2023-05-06,45
2023-05-07,43
2023-05-08,86
2023-05-09,84
2023-05-10,87
2023-05-11,77
2023-05-12,73
2023-05-13,42
2023-05-14,40
2023-05-15,84
2023-05-16,86
2023-05-17,81
2023-05-18,83
2023-05-19,74
2023-05-20,46
2023-05-21,42
2023-05-22,81
2023-05-23,84
2023-05-24,85
2023-05-25,82
2023-05-26,62
2023-05-27,44
2023-05-28,42
2023-05-29,45
2023-05-30,81
2023-05-31,86
2023-06-01,78
2023-06-02,77
2023-06-03,43
2023-06-04,50
2023-06-05,91
2023-06-06,85
2023-06-07,88
2023-06-08,84
2023-06-09,77
2023-06-10,44
2023-06-11,45
2023-06-12,84
2023-06-13,88
2023-06-14,90
2023-06-15,88
2023-06-16,75
2023-06-17,44
2023-06-18,40
2023-06-19,71
2023-06-20,84
2023-06-21,87
2023-06-22,81
2023-06-23,74
2023-06-24,45
2023-06-25,44
2023-06-26,82
2023-06-27,95
2023-06-28,88
2023-06-29,83
2023-06-30,71
2023-07-01,42
2023-07-02,44
2023-07-03,66
2023-07-04,45
2023-07-05,75
2023-07-06,83
2023-07-07,77
2023-07-08,48
2023-07-09,45
2023-07-10,86
2023-07-11,100
2023-07-12,93
2023-07-13,93
2023-07-14,78
2023-07-15,51
2023-07-16,51
2023-07-17,86
2023-07-18,94
2023-07-19,90
2023-07-20,84
2023-07-21,74
2023-07-22,48
2023-07-23,48
2023-07-24,81
2023-07-25,92
2023-07-26,90
2023-07-27,91
2023-07-28,73
2023-07-29,45
2023-07-30,43
2023-07-31,78
2023-08-01,83
2023-08-02,81
2023-08-03,81
2023-08-04,75
2023-08-05,45
2023-08-06,44
2023-08-07,81
2023-08-08,80
2023-08-09,81
2023-08-10,76
2023-08-11,74
2023-08-12,46
2023-08-13,44
2023-08-14,79
2023-08-15,83
2023-08-16,85
2023-08-17,84
2023-08-18,76
2023-08-19,50
2023-08-20,45
2023-08-21,91
2023-08-22,95
2023-08-23,93
2023-08-24,90
2023-08-25,80
2023-08-26,51
2023-08-27,47
2023-08-28,87
2023-08-29,93
2023-08-30,93
2023-08-31,88
2023-09-01,74
2023-09-02,49
2023-09-03,48
2023-09-04,54
2023-09-05,90
2023-09-06,91
2023-09-07,85
2023-09-08,83
2023-09-09,51
2023-09-10,49
2023-09-11,90
2023-09-12,93
2023-09-13,92
2023-09-14,91
2023-09-15,78
2023-09-16,48
2023-09-17,48
2023-09-18,86
2023-09-19,95
2023-09-20,90
2023-09-21,90
2023-09-22,81
2023-09-23,48
2023-09-24,51
2023-09-25,83
2023-09-26,87
2023-09-27,88
2023-09-28,86
2023-09-29,76
2023-09-30,46
2023-10-01,48
2023-10-02,83
2023-10-03,88
2023-10-04,87
2023-10-05,85
2023-10-06,78
2023-10-07,47
2023-10-08,46
2023-10-09,76
2023-10-10,85
2023-10-11,88
2023-10-12,92
2023-10-13,83
2023-10-14,53
2023-10-15,47
2023-10-16,86
2023-10-17,90
2023-10-18,88
2023-10-19,86
2023-10-20,79
2023-10-21,50
2023-10-22,45
2023-10-23,84
2023-10-24,91
2023-10-25,91
2023-10-26,88
2023-10-27,74
2023-10-28,46
2023-10-29,42
2023-10-30,83
2023-10-31,83
2023-11-01,87
2023-11-02,89
2023-11-03,79
2023-11-04,50
2023-11-05,46
2023-11-06,85
2023-11-07,93
2023-11-08,88
2023-11-09,87
2023-11-10,74
2023-11-11,53
2023-11-12,44
2023-11-13,81
2023-11-14,90
2023-11-15,96
2023-11-16,87
2023-11-17,83
2023-11-18,55
2023-11-19,48
2023-11-20,99
2023-11-21,91
2023-11-22,77
2023-11-23,44
2023-11-24,55
2023-11-25,51
2023-11-26,50
2023-11-27,88
2023-11-28,88
2023-11-29,88
2023-11-30,88
2023-12-01,81
2023-12-02,56
2023-12-03,53
2023-12-04,88
2023-12-05,90
2023-12-06,92
2023-12-07,87
2023-12-08,85
2023-12-09,54
2023-12-10,49
2023-12-11,83
2023-12-12,85
2023-12-13,90
2023-12-14,82
2023-12-15,75
2023-12-16,49
2023-12-17,47
2023-12-18,73
2023-12-19,76
2023-12-20,77
2023-12-21,74
2023-12-22,63
2023-12-23,44
2023-12-24,38
2023-12-25,57
2023-12-26,70
2023-12-27,72
2023-12-28,70
2023-12-29,63
2023-12-30,49
2023-12-31,41
2024-01-01,44
2024-01-02,78
2024-01-03,88
2024-01-04,85
2024-01-05,76
2024-01-06,52
2024-01-07,49
2024-01-08,84
2024-01-09,86
2024-01-10,95
2024-01-11,91
2024-01-12,86
2024-01-13,53
2024-01-14,46
2024-01-15,65
2024-01-16,89
2024-01-17,97
2024-01-18,90
2024-01-19,86
2024-01-20,56
