Time,adidas
2022-10-31,50.625
2022-11-01,45.5625
2022-11-02,50.625
2022-11-03,52.3125
2022-11-04,54.0
2022-11-05,59.0625
2022-11-06,55.6875
2022-11-07,52.3125
2022-11-08,47.25
2022-11-09,54.0
2022-11-10,55.6875
2022-11-11,60.75
2022-11-12,65.8125
2022-11-13,70.875
2022-11-14,62.4375
2022-11-15,64.125
2022-11-16,54.0
2022-11-17,60.75
2022-11-18,64.125
2022-11-19,69.1875
2022-11-20,74.25
2022-11-21,60.75
2022-11-22,67.5
2022-11-23,74.25
2022-11-24,79.3125
2022-11-25,124.875
2022-11-26,111.375
2022-11-27,89.4375
2022-11-28,82.6875
2022-11-29,72.5625
2022-11-30,59.0625
2022-12-01,60.75
2022-12-02,60.75
2022-12-03,65.8125
2022-12-04,67.5
2022-12-05,57.375
2022-12-06,55.6875
2022-12-07,57.375
2022-12-08,59.0625
2022-12-09,64.125
2022-12-10,70.875
2022-12-11,74.25
2022-12-12,64.125
2022-12-13,62.4375
2022-12-14,57.375
2022-12-15,60.75
2022-12-16,57.375
2022-12-17,72.5625
2022-12-18,74.25
2022-12-19,69.1875
2022-12-20,62.4375
2022-12-21,60.75
2022-12-22,57.375
2022-12-23,55.6875
2022-12-24,59.0625
2022-12-25,70.875
2022-12-26,75.9375
2022-12-27,64.125
2022-12-28,55.6875
2022-12-29,55.6875
2022-12-30,55.6875
2022-12-31,48.9375
2023-01-01,45.5625
2023-01-02,54.0
2023-01-03,50.625
2023-01-04,48.9375
2023-01-05,43.875
2023-01-06,47.25
2023-01-07,54.0
2023-01-08,55.6875
2023-01-09,42.1875
2023-01-10,40.5
2023-01-11,38.8125
2023-01-12,42.1875
2023-01-13,45.5625
2023-01-14,50.625
2023-01-15,48.9375
2023-01-16,47.25
2023-01-17,43.875
2023-01-18,43.875
2023-01-19,40.5
2023-01-20,40.5
2023-01-21,48.9375
2023-01-22,48.9375
2023-01-23,42.1875
2023-01-24,40.5
2023-01-25,40.5
2023-01-26,42.1875
2023-01-27,42.1875
2023-01-28,48.9375
2023-01-29,48.9375
2023-01-30,40.5
2023-01-31,38.8125
2023-02-01,43.875
2023-02-02,42.1875
2023-02-03,42.1875
2023-02-04,47.25
2023-02-05,54.0
2023-02-06,43.875
2023-02-07,40.5
2023-02-08,42.1875
2023-02-09,42.1875
2023-02-10,50.625
2023-02-11,57.375
2023-02-12,60.75
2023-02-13,43.875
2023-02-14,42.1875
2023-02-15,47.25
2023-02-16,45.5625
2023-02-17,48.9375
2023-02-18,60.75
2023-02-19,62.4375
2023-02-20,55.6875
2023-02-21,55.6875
2023-02-22,47.25
2023-02-23,45.5625
2023-02-24,54.0
2023-02-25,65.8125
2023-02-26,64.125
2023-02-27,50.625
2023-02-28,47.25
2023-03-01,47.25
2023-03-02,52.3125
2023-03-03,50.625
2023-03-04,55.6875
2023-03-05,60.75
2023-03-06,48.9375
2023-03-07,42.1875
2023-03-08,47.25
2023-03-09,47.25
2023-03-10,47.25
2023-03-11,54.0
2023-03-12,59.0625
2023-03-13,45.5625
2023-03-14,42.1875
2023-03-15,43.875
2023-03-16,42.1875
2023-03-17,43.875
2023-03-18,54.0
2023-03-19,59.0625
2023-03-20,50.625
2023-03-21,45.5625
2023-03-22,43.875
2023-03-23,47.25
2023-03-24,54.0
2023-03-25,59.0625
2023-03-26,62.4375
2023-03-27,48.9375
2023-03-28,48.9375
2023-03-29,50.625
2023-03-30,47.25
2023-03-31,45.5625
2023-04-01,55.6875
2023-04-02,60.75
2023-04-03,52.3125
2023-04-04,48.9375
2023-04-05,47.25
2023-04-06,48.9375
2023-04-07,47.25
2023-04-08,57.375
2023-04-09,60.75
2023-04-10,52.3125
2023-04-11,48.9375
2023-04-12,45.5625
2023-04-13,52.3125
2023-04-14,45.5625
2023-04-15,55.6875
2023-04-16,60.75
2023-04-17,47.25
2023-04-18,45.5625
2023-04-19,47.25
2023-04-20,47.25
2023-04-21,47.25
2023-04-22,55.6875
2023-04-23,60.75
2023-04-24,50.625
2023-04-25,47.25
2023-04-26,44.53977272727273
2023-04-27,43.875
2023-04-28,43.875
2023-04-29,50.57386363636364
2023-04-30,62.46306818181819
2023-05-01,47.55681818181819
2023-05-02,43.875
2023-05-03,42.36647727272727
2023-05-04,46.89204545454545
2023-05-05,45.38352272727273
2023-05-06,52.08238636363636
2023-05-07,57.27272727272727
2023-05-08,47.55681818181819
2023-05-09,46.89204545454545
2023-05-10,42.36647727272727
2023-05-11,46.89204545454545
2023-05-12,52.08238636363636
2023-05-13,66.14488636363637
2023-05-14,63.97159090909091
2023-05-15,52.08238636363636
2023-05-16,52.08238636363636
2023-05-17,47.55681818181819
2023-05-18,64.63636363636364
2023-05-19,70.67045454545455
2023-05-20,72.17897727272728
2023-05-21,70.67045454545455
2023-05-22,55.76420454545455
2023-05-23,49.06534090909091
2023-05-24,50.57386363636364
2023-05-25,54.25568181818182
2023-05-26,55.84090909090909
2023-05-27,65.14772727272728
2023-05-28,65.14772727272728
2023-05-29,63.81818181818182
2023-05-30,51.85227272727273
2023-05-31,66.47727272727273
2023-06-01,74.45454545454545
2023-06-02,55.84090909090909
2023-06-03,65.14772727272728
2023-06-04,65.14772727272728
2023-06-05,53.18181818181819
2023-06-06,53.18181818181819
2023-06-07,57.17045454545455
2023-06-08,55.84090909090909
2023-06-09,55.84090909090909
2023-06-10,57.17045454545455
2023-06-11,57.17045454545455
2023-06-12,54.51136363636364
2023-06-13,47.86363636363637
2023-06-14,53.18181818181819
2023-06-15,55.84090909090909
2023-06-16,51.85227272727273
2023-06-17,59.82954545454545
2023-06-18,61.159090909090914
2023-06-19,54.51136363636364
2023-06-20,49.19318181818182
2023-06-21,49.19318181818182
2023-06-22,45.20454545454545
2023-06-23,51.85227272727273
2023-06-24,58.5
2023-06-25,58.5
2023-06-26,51.85227272727273
2023-06-27,47.86363636363637
2023-06-28,49.19318181818182
2023-06-29,49.19318181818182
2023-06-30,50.52272727272727
2023-07-01,51.85227272727273
2023-07-02,62.48863636363637
2023-07-03,50.52272727272727
2023-07-04,54.51136363636364
2023-07-05,46.534090909090914
2023-07-06,47.86363636363637
2023-07-07,46.534090909090914
2023-07-08,54.51136363636364
2023-07-09,59.82954545454545
2023-07-10,49.19318181818182
2023-07-11,49.19318181818182
2023-07-12,50.52272727272727
2023-07-13,47.86363636363637
2023-07-14,46.534090909090914
2023-07-15,57.17045454545455
2023-07-16,57.17045454545455
2023-07-17,54.51136363636364
2023-07-18,51.85227272727273
2023-07-19,53.18181818181819
2023-07-20,51.85227272727273
2023-07-21,53.18181818181819
2023-07-22,65.14772727272728
2023-07-23,65.14772727272728
2023-07-24,58.5
2023-07-25,54.51136363636364
2023-07-26,59.82954545454545
2023-07-27,58.5
2023-07-28,61.159090909090914
2023-07-29,71.79545454545455
2023-07-30,69.13636363636364
2023-07-31,59.82954545454545
2023-08-01,62.48863636363637
2023-08-02,63.81818181818182
2023-08-03,62.48863636363637
2023-08-04,61.159090909090914
2023-08-05,69.13636363636364
2023-08-06,75.7840909090909
2023-08-07,65.14772727272728
2023-08-08,65.14772727272728
2023-08-09,57.17045454545455
2023-08-10,62.48863636363637
2023-08-11,65.14772727272728
2023-08-12,71.79545454545455
2023-08-13,75.7840909090909
2023-08-14,59.82954545454545
2023-08-15,61.159090909090914
2023-08-16,63.81818181818182
2023-08-17,62.48863636363637
2023-08-18,65.14772727272728
2023-08-19,67.80681818181819
2023-08-20,69.13636363636364
2023-08-21,61.159090909090914
2023-08-22,57.17045454545455
2023-08-23,55.84090909090909
2023-08-24,58.5
2023-08-25,59.82954545454545
2023-08-26,67.80681818181819
2023-08-27,69.13636363636364
2023-08-28,54.51136363636364
2023-08-29,55.84090909090909
2023-08-30,51.85227272727273
2023-08-31,50.52272727272727
2023-09-01,55.84090909090909
2023-09-02,58.5
2023-09-03,66.47727272727273
2023-09-04,67.80681818181819
2023-09-05,54.51136363636364
2023-09-06,50.52272727272727
2023-09-07,46.534090909090914
2023-09-08,47.86363636363637
2023-09-09,54.51136363636364
2023-09-10,62.48863636363637
2023-09-11,47.86363636363637
2023-09-12,51.85227272727273
2023-09-13,49.19318181818182
2023-09-14,49.19318181818182
2023-09-15,49.19318181818182
2023-09-16,54.51136363636364
2023-09-17,59.82954545454545
2023-09-18,47.86363636363637
2023-09-19,49.19318181818182
2023-09-20,47.86363636363637
2023-09-21,49.19318181818182
2023-09-22,46.534090909090914
2023-09-23,55.84090909090909
2023-09-24,61.159090909090914
2023-09-25,54.51136363636364
2023-09-26,50.52272727272727
2023-09-27,50.52272727272727
2023-09-28,42.54545454545455
2023-09-29,46.534090909090914
2023-09-30,53.18181818181819
2023-10-01,55.84090909090909
2023-10-02,50.52272727272727
2023-10-03,58.5
2023-10-04,49.19318181818182
2023-10-05,47.86363636363637
2023-10-06,46.534090909090914
2023-10-07,54.51136363636364
2023-10-08,59.82954545454545
2023-10-09,54.51136363636364
2023-10-10,49.19318181818182
2023-10-11,49.19318181818182
2023-10-12,50.52272727272727
2023-10-13,46.534090909090914
2023-10-14,54.51136363636364
2023-10-15,61.159090909090914
2023-10-16,49.19318181818182
2023-10-17,54.51136363636364
2023-10-18,53.18181818181819
2023-10-19,53.18181818181819
2023-10-20,53.18181818181819
2023-10-21,59.82954545454545
2023-10-22,62.48863636363637
2023-10-23,51.85227272727273
2023-10-24,50.52272727272727
2023-10-25,50.52272727272727
2023-10-26,51.85227272727273
2023-10-27,57.17045454545455
2023-10-28,50.52272727272727
2023-10-29,54.51136363636364
2023-10-30,45.20454545454545
2023-10-31,41.21590909090909
2023-11-01,45.20454545454545
2023-11-02,46.534090909090914
2023-11-03,47.86363636363637
2023-11-04,58.5
2023-11-05,66.47727272727273
2023-11-06,57.17045454545455
2023-11-07,50.52272727272727
2023-11-08,50.52272727272727
2023-11-09,47.86363636363637
2023-11-10,54.51136363636364
2023-11-11,61.159090909090914
2023-11-12,59.82954545454545
2023-11-13,65.14772727272728
2023-11-14,61.159090909090914
2023-11-15,57.17045454545455
2023-11-16,53.18181818181819
2023-11-17,57.17045454545455
2023-11-18,66.47727272727273
2023-11-19,70.4659090909091
2023-11-20,65.14772727272728
2023-11-21,66.47727272727273
2023-11-22,73.125
2023-11-23,85.0909090909091
2023-11-24,132.95454545454547
2023-11-25,113.01136363636364
2023-11-26,89.07954545454545
2023-11-27,83.76136363636364
2023-11-28,70.4659090909091
2023-11-29,53.18181818181819
2023-11-30,53.18181818181819
2023-12-01,61.159090909090914
2023-12-02,69.13636363636364
2023-12-03,71.79545454545455
2023-12-04,62.48863636363637
2023-12-05,61.159090909090914
2023-12-06,58.5
2023-12-07,59.82954545454545
2023-12-08,58.5
2023-12-09,71.79545454545455
2023-12-10,74.45454545454545
2023-12-11,62.48863636363637
2023-12-12,63.81818181818182
2023-12-13,58.5
2023-12-14,55.84090909090909
2023-12-15,55.84090909090909
2023-12-16,70.4659090909091
2023-12-17,74.45454545454545
2023-12-18,59.82954545454545
2023-12-19,58.5
2023-12-20,57.17045454545455
2023-12-21,55.84090909090909
2023-12-22,56.987348896015796
2023-12-23,63.86147773529049
2023-12-24,51.96141451831751
2023-12-25,71.99209016898976
2023-12-26,71.40037930183792
2023-12-27,67.63092851856422
2023-12-28,57.579059763167635
2023-12-29,53.21789811274208
2023-12-30,60.09202695201678
2023-12-31,50.11322005674109
2024-01-01,45.08728567904281
2024-01-02,50.70493092389293
2024-01-03,48.1919637350438
2024-01-04,46.34376927346738
2024-01-05,48.1919637350438
2024-01-06,52.62618724559024
2024-01-07,54.47438170716666
2024-01-08,45.08728567904281
2024-01-09,46.93548014061922
2024-01-10,43.830802084618234
2024-01-11,43.830802084618234
2024-01-12,45.08728567904281
2024-01-13,58.24383249044037
2024-01-14,55.73086530159122
2024-01-15,50.70493092389293
2024-01-16,49.448447329468365
2024-01-17,54.47438170716666
2024-01-18,46.93548014061922
2024-01-19,42.57431849019366
2024-01-20,50.70493092389293
2024-01-21,54.43739977796967
2024-01-22,43.78660416923647
2024-01-23,41.41976070062909
2024-01-24,42.60318243493278
2024-01-25,41.41976070062909
2024-01-26,46.15344763784385
2024-01-27,53.253978043665974
2024-01-28,55.62082151227335
2024-01-29,47.33686937214753
2024-01-30,44.970025903540154
2024-01-31,42.60318243493278
2024-02-01,49.70371284075491
2024-02-02,44.970025903540154
2024-02-03,54.43739977796967
2024-02-04,63.90477365239917
2024-02-05,48.520291106451225
2024-02-06,44.970025903540154
2024-02-07,44.970025903540154
2024-02-08,44.970025903540154
2024-02-09,42.60318243493278
2024-02-10,60.35450844948811
2024-02-11,56.804243246577045
2024-02-12,46.15344763784385
2024-02-13,53.253978043665974
2024-02-14,46.15344763784385
2024-02-15,46.15344763784385
2024-02-16,50.887134575058596
2024-02-17,69.8218823239176
2024-02-18,71.0053040582213
2024-02-19,65.08819538670286
2024-02-20,54.43739977796967
2024-02-21,53.253978043665974
2024-02-22,54.43739977796967
2024-02-23,54.43739977796967
2024-02-24,67.45503885531024
2024-02-25,73.37214752682868
2024-02-26,61.537930183791794
2024-02-27,62.721351918095486
2024-02-28,54.43739977796967
2024-02-29,59.171086715184416
2024-03-01,56.804243246577045
2024-03-02,72.18872579252499
2024-03-03,72.18872579252499
2024-03-04,67.45503885531024
2024-03-05,60.35450844948811
2024-03-06,57.98766498088073
2024-03-07,55.62082151227335
2024-03-08,57.98766498088073
2024-03-09,75.73899099543605
2024-03-10,76.92241272973975
2024-03-11,62.721351918095486
2024-03-12,62.721351918095486
2024-03-13,59.171086715184416
2024-03-14,62.721351918095486
2024-03-15,65.08819538670286
2024-03-16,74.55556926113236
2024-03-17,78.10583446404343
2024-03-18,63.90477365239917
2024-03-19,62.721351918095486
2024-03-20,61.537930183791794
2024-03-21,57.98766498088073
2024-03-22,61.537930183791794
2024-03-23,75.73899099543605
2024-03-24,80.47267793265081
2024-03-25,66.27161712100654
2024-03-26,59.171086715184416
2024-03-27,62.721351918095486
2024-03-28,59.171086715184416
2024-03-29,54.43739977796967
2024-03-30,72.18872579252499
2024-03-31,71.0053040582213
2024-04-01,66.27161712100654
2024-04-02,61.537930183791794
2024-04-03,60.35450844948811
2024-04-04,61.537930183791794
2024-04-05,60.35450844948811
2024-04-06,68.63846058961393
2024-04-07,75.73899099543605
2024-04-08,59.171086715184416
2024-04-09,56.804243246577045
2024-04-10,59.171086715184416
2024-04-11,56.804243246577045
2024-04-12,60.35450844948811
2024-04-13,73.37214752682868
2024-04-14,78.10583446404343
2024-04-15,63.90477365239917
2024-04-16,60.35450844948811
2024-04-17,61.537930183791794
2024-04-18,61.537930183791794
2024-04-19,59.171086715184416
2024-04-20,71.0053040582213
2024-04-21,82.83952140125818
2024-04-22,67.45503885531024
2024-04-23,60.35450844948811
2024-04-24,65.08819538670286
2024-04-25,62.721351918095486
2024-04-26,63.90477365239917
2024-04-27,73.37214752682868
2024-04-28,78.10583446404343
2024-04-29,66.27161712100654
2024-04-30,63.90477365239917
2024-05-01,60.35450844948811
2024-05-02,62.721351918095486
2024-05-03,71.0053040582213
2024-05-04,73.37214752682868
2024-05-05,78.10583446404343
2024-05-06,65.08819538670286
2024-05-07,62.721351918095486
2024-05-08,63.90477365239917
2024-05-09,60.35450844948811
2024-05-10,57.98766498088073
2024-05-11,72.18872579252499
2024-05-12,75.73899099543605
2024-05-13,66.27161712100654
2024-05-14,59.171086715184416
2024-05-15,60.35450844948811
2024-05-16,54.43739977796967
2024-05-17,60.35450844948811
2024-05-18,71.0053040582213
2024-05-19,78.10583446404343
2024-05-20,67.45503885531024
2024-05-21,65.08819538670286
2024-05-22,62.721351918095486
2024-05-23,62.721351918095486
2024-05-24,61.537930183791794
2024-05-25,69.8218823239176
2024-05-26,75.73899099543605
2024-05-27,84.02294313556187
2024-05-28,67.45503885531024
2024-05-29,61.537930183791794
2024-05-30,62.721351918095486
2024-05-31,63.90477365239917
2024-06-01,72.18872579252499
2024-06-02,80.47267793265081
2024-06-03,72.18872579252499
2024-06-04,71.0053040582213
2024-06-05,74.55556926113236
2024-06-06,71.0053040582213
2024-06-07,67.45503885531024
2024-06-08,76.92241272973975
2024-06-09,78.10583446404343
2024-06-10,69.8218823239176
2024-06-11,71.0053040582213
2024-06-12,73.37214752682868
2024-06-13,69.8218823239176
2024-06-14,67.45503885531024
2024-06-15,79.28925619834712
2024-06-16,75.73899099543605
2024-06-17,69.8218823239176
2024-06-18,61.537930183791794
2024-06-19,65.08819538670286
2024-06-20,66.27161712100654
2024-06-21,68.63846058961393
2024-06-22,78.10583446404343
2024-06-23,79.28925619834712
2024-06-24,69.8218823239176
2024-06-25,67.45503885531024
2024-06-26,65.08819538670286
2024-06-27,65.08819538670286
2024-06-28,62.721351918095486
2024-06-29,80.47267793265081
2024-06-30,79.28925619834712
2024-07-01,73.37214752682868
2024-07-02,68.63846058961393
2024-07-03,65.08819538670286
2024-07-04,74.55556926113236
2024-07-05,69.8218823239176
2024-07-06,82.83952140125818
2024-07-07,84.02294313556187
2024-07-08,71.0053040582213
2024-07-09,74.55556926113236
2024-07-10,73.37214752682868
2024-07-11,73.37214752682868
2024-07-12,72.18872579252499
2024-07-13,82.83952140125818
2024-07-14,88.75663007277663
2024-07-15,74.55556926113236
2024-07-16,74.55556926113236
2024-07-17,74.55556926113236
2024-07-18,79.28925619834712
2024-07-19,85.20636486986557
2024-07-20,93.49031700999139
2024-07-21,99.40742568150982
2024-07-22,88.75663007277663
2024-07-23,82.83952140125818
2024-07-24,79.28925619834712
2024-07-25,79.28925619834712
2024-07-26,79.28925619834712
2024-07-27,98.22400394720613
2024-07-28,97.04058221290245
2024-07-29,84.02294313556187
2024-07-30,86.38978660416925
2024-07-31,84.02294313556187
2024-08-01,86.38978660416925
2024-08-02,92.3068952756877
2024-08-03,104.14111261872458
2024-08-04,112.4250647588504
2024-08-05,115.97532996176146
2024-08-06,111.2416430245467
2024-08-07,100.59084741581351
2024-08-08,106.50795608733195
2024-08-09,97.04058221290245
2024-08-10,112.4250647588504
2024-08-11,118.34217343036883
2024-08-12,98.22400394720613
2024-08-13,91.123473541384
2024-08-14,89.94005180708031
2024-08-15,92.3068952756877
2024-08-16,86.38978660416925
2024-08-17,102.95769088442088
2024-08-18,107.99591906035423
2024-08-19,88.97262221835946
2024-08-20,79.46097379736209
2024-08-21,79.46097379736209
2024-08-22,76.68489823513086
2024-08-23,74.7051495868634
2024-08-24,87.58458443724385
2024-08-25,95.11648420997376
2024-08-26,73.31711180574779
2024-08-27,71.33736315748033
2024-08-28,67.17324981413347
2024-08-29,71.92907402463217
2024-08-30,71.33736315748033
2024-08-31,82.82876022674516
2024-09-01,87.58458443724385
2024-09-02,92.34040864774254
2024-09-03,67.17324981413347
2024-09-04,62.4174256036348
2024-09-05,59.049639174251716
2024-09-06,60.43767695536734
2024-09-07,72.72540093859594
2024-09-08,80.05268466451393
2024-09-09,61.82571473648295
2024-09-10,58.45792830709988
2024-09-11,59.049639174251716
2024-09-12,61.029387822519176
2024-09-13,57.66160139313611
2024-09-14,68.5612875952491
2024-09-15,74.7051495868634
2024-09-16,57.66160139313611
2024-09-17,58.92819163331902
2024-09-18,55.74288397746394
2024-09-19,57.33553780539148
2024-09-20,57.33553780539148
2024-09-21,73.26207608466689
2024-09-22,73.26207608466689
2024-09-23,62.1134992891741
2024-09-24,52.557576321608856
2024-09-25,54.1502301495364
2024-09-26,52.557576321608856
2024-09-27,55.74288397746394
2024-09-28,65.29880694502918
2024-09-29,66.89146077295672
2024-09-30,55.74288397746394
2024-10-01,52.557576321608856
2024-10-02,57.33553780539148
2024-10-03,58.92819163331902
2024-10-04,58.92819163331902
2024-10-05,63.70615311710164
2024-10-06,68.48411460088427
2024-10-07,52.557576321608856
2024-10-08,50.964922493681314
2024-10-09,50.964922493681314
2024-10-10,49.37226866575377
2024-10-11,54.1502301495364
2024-10-12,66.89146077295672
2024-10-13,71.66942225673935
2024-10-14,65.29880694502918
2024-10-15,63.70615311710164
2024-10-16,63.70615311710164
2024-10-17,58.92819163331902
2024-10-18,60.52084546124656
2024-10-19,65.29880694502918
2024-10-20,68.48411460088427
2024-10-21,57.33553780539148
2024-10-22,55.74288397746394
2024-10-23,52.557576321608856
2024-10-24,55.74288397746394
2024-10-25,54.1502301495364
2024-10-26,60.52084546124656
2024-10-27,65.29880694502918
2024-10-28,52.557576321608856
2024-10-29,50.964922493681314
2024-10-30,50.964922493681314
2024-10-31,49.37226866575377
2024-11-01,54.1502301495364
2024-11-02,68.48411460088427
2024-11-03,73.26207608466689
2024-11-04,60.52084546124656
2024-11-05,50.964922493681314
2024-11-06,36.631038042333444
2024-11-07,50.964922493681314
2024-11-08,60.52084546124656
2024-11-09,70.0767684288118
2024-11-10,76.44738374052197
2024-11-11,70.0767684288118
2024-11-12,63.70615311710164
2024-11-13,62.1134992891741
2024-11-14,62.1134992891741
2024-11-15,62.1134992891741
2024-11-16,70.0767684288118
2024-11-17,82.81799905223214
2024-11-18,68.48411460088427
2024-11-19,66.89146077295672
2024-11-20,65.29880694502918
2024-11-21,58.92819163331902
