Time,the_boys
2022-04-24,17.0
2022-04-25,18.0
2022-04-26,17.0
2022-04-27,16.0
2022-04-28,17.0
2022-04-29,17.0
2022-04-30,16.0
2022-05-01,16.0
2022-05-02,18.0
2022-05-03,15.0
2022-05-04,15.0
2022-05-05,18.0
2022-05-06,17.0
2022-05-07,18.0
2022-05-08,17.0
2022-05-09,17.0
2022-05-10,16.0
2022-05-11,17.0
2022-05-12,17.0
2022-05-13,17.0
2022-05-14,19.0
2022-05-15,18.0
2022-05-16,20.0
2022-05-17,23.0
2022-05-18,20.0
2022-05-19,20.0
2022-05-20,20.0
2022-05-21,21.0
2022-05-22,19.0
2022-05-23,19.0
2022-05-24,21.0
2022-05-25,18.0
2022-05-26,20.0
2022-05-27,20.0
2022-05-28,21.0
2022-05-29,24.0
2022-05-30,23.0
2022-05-31,24.0
2022-06-01,25.0
2022-06-02,33.0
2022-06-03,76.0
2022-06-04,93.0
2022-06-05,79.0
2022-06-06,60.0
2022-06-07,54.0
2022-06-08,50.0
2022-06-09,47.0
2022-06-10,75.0
2022-06-11,67.0
2022-06-12,62.0
2022-06-13,48.0
2022-06-14,45.0
2022-06-15,48.0
2022-06-16,43.0
2022-06-17,55.0
2022-06-18,63.0
2022-06-19,54.0
2022-06-20,49.0
2022-06-21,46.0
2022-06-22,42.0
2022-06-23,44.0
2022-06-24,75.0
2022-06-25,78.0
2022-06-26,66.0
2022-06-27,55.0
2022-06-28,52.0
2022-06-29,52.0
2022-06-30,51.0
2022-07-01,72.0
2022-07-02,68.0
2022-07-03,61.0
2022-07-04,60.0
2022-07-05,52.0
2022-07-06,48.0
2022-07-07,56.0
2022-07-08,100.0
2022-07-09,87.0
2022-07-10,74.0
2022-07-11,61.0
2022-07-12,54.0
2022-07-13,49.0
2022-07-14,48.0
2022-07-15,48.0
2022-07-16,55.0
2022-07-17,55.0
2022-07-18,48.0
2022-07-19,43.0
2022-07-20,41.0
2022-07-21,40.0
2022-07-22,40.0
2022-07-23,41.0
2022-07-24,45.0
2022-07-25,40.0
2022-07-26,37.0
2022-07-27,32.0
2022-07-28,33.0
2022-07-29,34.0
2022-07-30,35.0
2022-07-31,42.0
2022-08-01,39.0
2022-08-02,35.0
2022-08-03,29.0
2022-08-04,32.0
2022-08-05,33.0
2022-08-06,36.0
2022-08-07,40.0
2022-08-08,33.0
2022-08-09,28.0
2022-08-10,27.0
2022-08-11,27.0
2022-08-12,26.0
2022-08-13,30.0
2022-08-14,33.0
2022-08-15,27.0
2022-08-16,25.0
2022-08-17,24.0
2022-08-18,24.0
2022-08-19,24.0
2022-08-20,28.0
2022-08-21,30.0
2022-08-22,23.0
2022-08-23,22.0
2022-08-24,22.0
2022-08-25,23.0
2022-08-26,24.0
2022-08-27,26.0
2022-08-28,26.0
2022-08-29,20.759999999999998
2022-08-30,20.08
2022-08-31,22.84
2022-09-01,19.9
2022-09-02,20.939999999999998
2022-09-03,21.799999999999997
2022-09-04,22.84
2022-09-05,25.1
2022-09-06,20.08
2022-09-07,19.9
2022-09-08,18.18
2022-09-09,17.14
2022-09-10,20.759999999999998
2022-09-11,22.16
2022-09-12,18.36
2022-09-13,17.82
2022-09-14,18.0
2022-09-15,18.0
2022-09-16,19.22
2022-09-17,21.799999999999997
2022-09-18,21.119999999999997
2022-09-19,17.82
2022-09-20,18.0
2022-09-21,19.22
2022-09-22,18.86
2022-09-23,20.259999999999998
2022-09-24,21.119999999999997
2022-09-25,22.16
2022-09-26,18.86
2022-09-27,18.86
2022-09-28,18.36
2022-09-29,19.08
2022-09-30,19.08
2022-10-01,19.8
2022-10-02,19.8
2022-10-03,17.64
2022-10-04,18.36
2022-10-05,18.0
2022-10-06,19.08
2022-10-07,17.64
2022-10-08,18.0
2022-10-09,19.8
2022-10-10,19.08
2022-10-11,19.439999999999998
2022-10-12,18.72
2022-10-13,18.36
2022-10-14,18.36
2022-10-15,17.64
2022-10-16,18.36
2022-10-17,17.64
2022-10-18,17.28
2022-10-19,18.36
2022-10-20,17.28
2022-10-21,18.0
2022-10-22,19.439999999999998
2022-10-23,19.8
2022-10-24,18.0
2022-10-25,18.36
2022-10-26,18.0
2022-10-27,18.0
2022-10-28,17.64
2022-10-29,19.08
2022-10-30,18.36
2022-10-31,17.28
2022-11-01,18.72
2022-11-02,17.28
2022-11-03,18.72
2022-11-04,17.64
2022-11-05,21.24
2022-11-06,20.52
2022-11-07,17.28
2022-11-08,17.64
2022-11-09,16.56
2022-11-10,16.56
2022-11-11,16.919999999999998
2022-11-12,16.56
2022-11-13,18.36
2022-11-14,15.84
2022-11-15,16.919999999999998
2022-11-16,16.2
2022-11-17,18.36
2022-11-18,16.919999999999998
2022-11-19,16.919999999999998
2022-11-20,18.0
2022-11-21,15.12
2022-11-22,15.479999999999999
2022-11-23,16.56
2022-11-24,15.479999999999999
2022-11-25,15.84
2022-11-26,15.479999999999999
2022-11-27,17.28
2022-11-28,16.2
2022-11-29,15.479999999999999
2022-11-30,15.84
2022-12-01,16.2
2022-12-02,18.0
2022-12-03,18.72
2022-12-04,18.36
2022-12-05,19.8
2022-12-06,17.64
2022-12-07,18.72
2022-12-08,17.64
2022-12-09,19.08
2022-12-10,17.64
2022-12-11,19.439999999999998
2022-12-12,18.72
2022-12-13,16.919999999999998
2022-12-14,17.64
2022-12-15,19.8
2022-12-16,17.64
2022-12-17,18.0
2022-12-18,18.36
2022-12-19,17.64
2022-12-20,17.28
2022-12-21,16.919999999999998
2022-12-22,15.479999999999999
2022-12-23,16.2
2022-12-24,16.2
2022-12-25,16.56
2022-12-26,15.84
2022-12-27,16.2
2022-12-28,16.56
2022-12-29,16.2
2022-12-30,16.2
2022-12-31,17.64
2023-01-01,16.919999999999998
2023-01-02,16.919999999999998
2023-01-03,15.12
2023-01-04,15.84
2023-01-05,16.2
2023-01-06,16.919999999999998
2023-01-07,17.64
2023-01-08,17.28
2023-01-09,16.2
2023-01-10,16.56
2023-01-11,15.84
2023-01-12,15.84
2023-01-13,17.28
2023-01-14,18.36
2023-01-15,17.64
2023-01-16,17.64
2023-01-17,16.2
2023-01-18,16.2
2023-01-19,17.64
2023-01-20,18.36
2023-01-21,18.36
2023-01-22,18.0
2023-01-23,17.64
2023-01-24,18.0
2023-01-25,16.919999999999998
2023-01-26,16.919999999999998
2023-01-27,16.919999999999998
2023-01-28,19.8
2023-01-29,18.72
2023-01-30,17.28
2023-01-31,17.28
2023-02-01,15.84
2023-02-02,16.56
2023-02-03,18.36
2023-02-04,19.8
2023-02-05,19.08
2023-02-06,17.64
2023-02-07,17.28
2023-02-08,17.28
2023-02-09,17.28
2023-02-10,18.72
2023-02-11,18.36
2023-02-12,18.72
2023-02-13,17.64
2023-02-14,20.16
2023-02-15,17.28
2023-02-16,18.0
2023-02-17,16.919999999999998
2023-02-18,16.919999999999998
2023-02-19,18.36
2023-02-20,16.919999999999998
2023-02-21,17.28
2023-02-22,16.919999999999998
2023-02-23,16.919999999999998
2023-02-24,17.28
2023-02-25,17.64
2023-02-26,23.759999999999998
2023-02-27,16.919999999999998
2023-02-28,16.919999999999998
2023-03-01,16.56
2023-03-02,16.919999999999998
2023-03-03,18.0
2023-03-04,18.72
2023-03-05,19.08
2023-03-06,16.919999999999998
2023-03-07,17.28
2023-03-08,19.439999999999998
2023-03-09,18.36
2023-03-10,18.36
2023-03-11,20.16
2023-03-12,20.52
2023-03-13,17.28
2023-03-14,18.72
2023-03-15,18.36
2023-03-16,18.0
2023-03-17,18.36
2023-03-18,18.72
2023-03-19,21.599999999999998
2023-03-20,19.08
2023-03-21,17.64
2023-03-22,18.0
2023-03-23,18.0
2023-03-24,19.439999999999998
2023-03-25,18.36
2023-03-26,20.16
2023-03-27,18.36
2023-03-28,17.64
2023-03-29,16.56
2023-03-30,16.56
2023-03-31,16.56
2023-04-01,16.919999999999998
2023-04-02,18.72
2023-04-03,17.28
2023-04-04,16.2
2023-04-05,15.479999999999999
2023-04-06,16.919999999999998
2023-04-07,15.479999999999999
2023-04-08,16.919999999999998
2023-04-09,16.56
2023-04-10,36.0
2023-04-11,18.0
2023-04-12,17.64
2023-04-13,16.919999999999998
2023-04-14,18.0
2023-04-15,17.64
2023-04-16,18.72
2023-04-17,16.2
2023-04-18,20.52
2023-04-19,16.2
2023-04-20,16.2
2023-04-21,16.919999999999998
2023-04-22,16.919999999999998
2023-04-23,17.28
2023-04-24,16.919999999999998
2023-04-25,17.28
2023-04-26,17.66
2023-04-27,18.36
2023-04-28,16.259999999999998
2023-04-29,17.66
2023-04-30,17.84
2023-05-01,17.48
2023-05-02,17.84
2023-05-03,17.48
2023-05-04,17.14
2023-05-05,18.54
2023-05-06,17.84
2023-05-07,17.14
2023-05-08,18.36
2023-05-09,17.48
2023-05-10,16.259999999999998
2023-05-11,16.96
2023-05-12,16.96
2023-05-13,16.96
2023-05-14,17.48
2023-05-15,17.66
2023-05-16,17.14
2023-05-17,17.14
2023-05-18,19.06
2023-05-19,19.939999999999998
2023-05-20,22.56
2023-05-21,21.86
2023-05-22,20.46
2023-05-23,18.36
2023-05-24,18.54
2023-05-25,17.66
2023-05-26,17.0
2023-05-27,18.36
2023-05-28,20.4
2023-05-29,20.4
2023-05-30,23.119999999999997
2023-05-31,17.68
2023-06-01,17.68
2023-06-02,17.68
2023-06-03,19.04
2023-06-04,19.72
2023-06-05,16.32
2023-06-06,16.32
2023-06-07,16.32
2023-06-08,15.639999999999999
2023-06-09,17.68
2023-06-10,18.36
2023-06-11,21.759999999999998
2023-06-12,17.68
2023-06-13,17.0
2023-06-14,17.68
2023-06-15,17.68
2023-06-16,17.0
2023-06-17,20.4
2023-06-18,21.759999999999998
2023-06-19,18.36
2023-06-20,17.0
2023-06-21,17.68
2023-06-22,16.32
2023-06-23,17.68
2023-06-24,18.36
2023-06-25,19.04
2023-06-26,18.36
2023-06-27,16.32
2023-06-28,15.639999999999999
2023-06-29,15.639999999999999
2023-06-30,17.0
2023-07-01,18.36
2023-07-02,19.72
2023-07-03,16.32
2023-07-04,19.04
2023-07-05,14.959999999999999
2023-07-06,17.0
2023-07-07,15.639999999999999
2023-07-08,17.68
2023-07-09,19.72
2023-07-10,18.36
2023-07-11,17.0
2023-07-12,17.68
2023-07-13,21.08
2023-07-14,20.4
2023-07-15,21.759999999999998
2023-07-16,21.759999999999998
2023-07-17,20.4
2023-07-18,17.68
2023-07-19,19.72
2023-07-20,17.68
2023-07-21,18.36
2023-07-22,23.119999999999997
2023-07-23,21.759999999999998
2023-07-24,22.439999999999998
2023-07-25,19.04
2023-07-26,19.72
2023-07-27,19.04
2023-07-28,19.04
2023-07-29,21.08
2023-07-30,20.4
2023-07-31,18.36
2023-08-01,19.04
2023-08-02,17.68
2023-08-03,17.0
2023-08-04,17.0
2023-08-05,20.4
2023-08-06,21.08
2023-08-07,18.36
2023-08-08,17.0
2023-08-09,18.36
2023-08-10,17.0
2023-08-11,17.0
2023-08-12,19.04
2023-08-13,21.08
2023-08-14,17.68
2023-08-15,15.639999999999999
2023-08-16,17.0
2023-08-17,16.32
2023-08-18,16.32
2023-08-19,18.36
2023-08-20,19.04
2023-08-21,16.32
2023-08-22,17.0
2023-08-23,16.32
2023-08-24,15.639999999999999
2023-08-25,15.639999999999999
2023-08-26,17.0
2023-08-27,18.36
2023-08-28,16.32
2023-08-29,17.68
2023-08-30,15.639999999999999
2023-08-31,16.32
2023-09-01,15.639999999999999
2023-09-02,17.68
2023-09-03,21.08
2023-09-04,19.04
2023-09-05,19.72
2023-09-06,17.68
2023-09-07,17.0
2023-09-08,16.32
2023-09-09,17.68
2023-09-10,17.68
2023-09-11,18.36
2023-09-12,17.0
2023-09-13,16.32
2023-09-14,17.68
2023-09-15,16.32
2023-09-16,19.04
2023-09-17,17.68
2023-09-18,17.0
2023-09-19,17.0
2023-09-20,17.68
2023-09-21,17.0
2023-09-22,17.68
2023-09-23,17.0
2023-09-24,17.68
2023-09-25,17.0
2023-09-26,17.68
2023-09-27,17.0
2023-09-28,17.0
2023-09-29,21.08
2023-09-30,24.479999999999997
2023-10-01,24.479999999999997
2023-10-02,21.759999999999998
2023-10-03,19.04
2023-10-04,21.759999999999998
2023-10-05,21.08
2023-10-06,21.759999999999998
2023-10-07,22.439999999999998
2023-10-08,21.759999999999998
2023-10-09,21.08
2023-10-10,21.08
2023-10-11,19.04
2023-10-12,20.4
2023-10-13,20.4
2023-10-14,21.08
2023-10-15,22.439999999999998
2023-10-16,20.4
2023-10-17,19.04
2023-10-18,19.72
2023-10-19,22.439999999999998
2023-10-20,21.759999999999998
2023-10-21,20.4
2023-10-22,21.759999999999998
2023-10-23,20.4
2023-10-24,19.72
2023-10-25,19.04
2023-10-26,18.36
2023-10-27,21.08
2023-10-28,20.4
2023-10-29,21.759999999999998
2023-10-30,20.4
2023-10-31,19.72
2023-11-01,19.04
2023-11-02,18.36
2023-11-03,23.799999999999997
2023-11-04,26.519999999999996
2023-11-05,22.439999999999998
2023-11-06,23.119999999999997
2023-11-07,21.08
2023-11-08,21.759999999999998
2023-11-09,23.119999999999997
2023-11-10,21.08
2023-11-11,22.439999999999998
2023-11-12,22.439999999999998
2023-11-13,20.4
2023-11-14,20.4
2023-11-15,19.04
2023-11-16,21.759999999999998
2023-11-17,19.72
2023-11-18,21.759999999999998
2023-11-19,21.08
2023-11-20,23.119999999999997
2023-11-21,19.72
2023-11-22,19.72
2023-11-23,19.72
2023-11-24,18.36
2023-11-25,20.4
2023-11-26,21.08
2023-11-27,21.08
2023-11-28,20.4
2023-11-29,21.08
2023-11-30,19.72
2023-12-01,19.72
2023-12-02,26.519999999999996
2023-12-03,28.56
2023-12-04,27.199999999999996
2023-12-05,24.479999999999997
2023-12-06,23.799999999999997
2023-12-07,29.24
2023-12-08,43.519999999999996
2023-12-09,53.03999999999999
2023-12-10,59.16
2023-12-11,49.63999999999999
2023-12-12,50.99999999999999
2023-12-13,48.279999999999994
2023-12-14,43.519999999999996
2023-12-15,41.48
2023-12-16,42.16
2023-12-17,52.35999999999999
2023-12-18,42.839999999999996
2023-12-19,43.519999999999996
2023-12-20,46.919999999999995
2023-12-21,43.519999999999996
2023-12-22,43.251634555624605
2023-12-23,46.905419515226846
2023-12-24,46.56541951522685
2023-12-25,58.54677439403356
2023-12-26,67.86560596643878
2023-12-27,62.5405593536358
2023-12-28,55.884251087632066
2023-12-29,58.54677439403356
2023-12-30,60.21803604723431
2023-12-31,55.884251087632066
2024-01-01,54.89298943443132
2024-01-02,44.24289620882536
2024-01-03,42.91163455562461
2024-01-04,38.91784959602238
2024-01-05,40.58911124922312
2024-01-06,49.567942821628336
2024-01-07,46.905419515226846
2024-01-08,35.26406463642014
2024-01-09,31.610279676817896
2024-01-10,30.930279676817896
2024-01-11,29.599018023617155
2024-01-12,31.2702796768179
2024-01-13,37.58658794282162
2024-01-14,34.92406463642014
2024-01-15,34.27280298321939
2024-01-16,32.60154133001865
2024-01-17,34.92406463642014
2024-01-18,30.279018023617155
2024-01-19,33.592802983219386
2024-01-20,45.5741578620261
2024-01-21,41.68074580484773
2024-01-22,31.2605593536358
2024-01-23,26.050466128029832
2024-01-24,27.352989434431322
2024-01-25,23.44541951522685
2024-01-26,27.352989434431322
2024-01-27,37.773175885643255
2024-01-28,36.470652579241765
2024-01-29,26.050466128029832
2024-01-30,24.747942821628342
2024-01-31,23.44541951522685
2024-02-01,23.44541951522685
2024-02-02,26.050466128029832
2024-02-03,28.655512740832815
2024-02-04,31.2605593536358
2024-02-05,24.747942821628342
2024-02-06,22.142896208825356
2024-02-07,22.142896208825356
2024-02-08,19.537849596022376
2024-02-09,22.142896208825356
2024-02-10,28.655512740832815
2024-02-11,26.050466128029832
2024-02-12,19.537849596022376
2024-02-13,23.44541951522685
2024-02-14,20.840372902423866
2024-02-15,22.142896208825356
2024-02-16,22.142896208825356
2024-02-17,26.050466128029832
2024-02-18,27.352989434431322
2024-02-19,23.44541951522685
2024-02-20,22.142896208825356
2024-02-21,22.142896208825356
2024-02-22,20.840372902423866
2024-02-23,20.840372902423866
2024-02-24,24.747942821628342
2024-02-25,24.747942821628342
2024-02-26,20.840372902423866
2024-02-27,20.840372902423866
2024-02-28,22.142896208825356
2024-02-29,19.537849596022376
2024-03-01,20.840372902423866
2024-03-02,23.44541951522685
2024-03-03,27.352989434431322
2024-03-04,23.44541951522685
2024-03-05,22.142896208825356
2024-03-06,20.840372902423866
2024-03-07,19.537849596022376
2024-03-08,22.142896208825356
2024-03-09,26.050466128029832
2024-03-10,24.747942821628342
2024-03-11,20.840372902423866
2024-03-12,19.537849596022376
2024-03-13,22.142896208825356
2024-03-14,19.537849596022376
2024-03-15,19.537849596022376
2024-03-16,23.44541951522685
2024-03-17,24.747942821628342
2024-03-18,20.840372902423866
2024-03-19,19.537849596022376
2024-03-20,20.840372902423866
2024-03-21,18.235326289620883
2024-03-22,19.537849596022376
2024-03-23,20.840372902423866
2024-03-24,23.44541951522685
2024-03-25,20.840372902423866
2024-03-26,19.537849596022376
2024-03-27,18.235326289620883
2024-03-28,19.537849596022376
2024-03-29,18.235326289620883
2024-03-30,23.44541951522685
2024-03-31,24.747942821628342
2024-04-01,20.840372902423866
2024-04-02,19.537849596022376
2024-04-03,22.142896208825356
2024-04-04,19.537849596022376
2024-04-05,19.537849596022376
2024-04-06,22.142896208825356
2024-04-07,23.44541951522685
2024-04-08,19.537849596022376
2024-04-09,19.537849596022376
2024-04-10,18.235326289620883
2024-04-11,19.537849596022376
2024-04-12,19.537849596022376
2024-04-13,20.840372902423866
2024-04-14,22.142896208825356
2024-04-15,19.537849596022376
2024-04-16,18.235326289620883
2024-04-17,20.840372902423866
2024-04-18,23.44541951522685
2024-04-19,19.537849596022376
2024-04-20,22.142896208825356
2024-04-21,23.44541951522685
2024-04-22,20.840372902423866
2024-04-23,19.537849596022376
2024-04-24,19.537849596022376
2024-04-25,19.537849596022376
2024-04-26,20.840372902423866
2024-04-27,20.840372902423866
2024-04-28,23.44541951522685
2024-04-29,20.840372902423866
2024-04-30,20.840372902423866
2024-05-01,19.537849596022376
2024-05-02,20.840372902423866
2024-05-03,20.840372902423866
2024-05-04,26.050466128029832
2024-05-05,27.352989434431322
2024-05-06,24.747942821628342
2024-05-07,20.840372902423866
2024-05-08,22.142896208825356
2024-05-09,20.840372902423866
2024-05-10,22.142896208825356
2024-05-11,24.747942821628342
2024-05-12,23.44541951522685
2024-05-13,22.142896208825356
2024-05-14,23.44541951522685
2024-05-15,22.142896208825356
2024-05-16,22.142896208825356
2024-05-17,19.537849596022376
2024-05-18,22.142896208825356
2024-05-19,24.747942821628342
2024-05-20,22.142896208825356
2024-05-21,19.537849596022376
2024-05-22,20.840372902423866
2024-05-23,22.142896208825356
2024-05-24,22.142896208825356
2024-05-25,27.352989434431322
2024-05-26,27.352989434431322
2024-05-27,26.050466128029832
2024-05-28,26.050466128029832
2024-05-29,27.352989434431322
2024-05-30,26.050466128029832
2024-05-31,27.352989434431322
2024-06-01,32.56308266003729
2024-06-02,39.07569919204475
2024-06-03,28.655512740832815
2024-06-04,29.95803604723431
2024-06-05,28.655512740832815
2024-06-06,32.56308266003729
2024-06-07,36.470652579241765
2024-06-08,41.68074580484773
2024-06-09,49.495885643256685
2024-06-10,44.28579241765071
2024-06-11,48.19336233685519
2024-06-12,56.00850217526414
2024-06-13,117.22709757613424
2024-06-14,130.25233064014915
2024-06-15,115.92457426973276
2024-06-16,117.22709757613424
2024-06-17,93.7816780609074
2024-06-18,79.45392169049099
2024-06-19,87.26906152889994
2024-06-20,97.68924798011187
2024-06-21,87.26906152889994
2024-06-22,87.26906152889994
2024-06-23,87.26906152889994
2024-06-24,71.63878185208203
2024-06-25,65.12616532007458
2024-06-26,72.94130515848353
2024-06-27,89.87410814170292
2024-06-28,74.24382846488503
2024-06-29,70.33625854568055
2024-06-30,70.33625854568055
2024-07-01,57.31102548166563
2024-07-02,53.403455562461154
2024-07-03,57.31102548166563
2024-07-04,100.29429459291485
2024-07-05,82.05896830329397
2024-07-06,75.54635177128651
2024-07-07,76.848875077688
2024-07-08,58.61354878806712
2024-07-09,56.00850217526414
2024-07-10,56.00850217526414
2024-07-11,84.66401491609696
2024-07-12,78.1513983840895
2024-07-13,69.03373523927905
2024-07-14,63.82364201367309
2024-07-15,54.705978868862644
2024-07-16,50.798408949658175
2024-07-17,56.00850217526414
2024-07-18,123.7397141081417
2024-07-19,114.62205096333126
2024-07-20,89.87410814170292
2024-07-21,82.05896830329397
2024-07-22,62.5211187072716
2024-07-23,54.705978868862644
2024-07-24,53.403455562461154
2024-07-25,50.798408949658175
2024-07-26,50.798408949658175
2024-07-27,53.403455562461154
2024-07-28,53.403455562461154
2024-07-29,42.98326911124922
2024-07-30,37.773175885643255
2024-07-31,36.470652579241765
2024-08-01,36.470652579241765
2024-08-02,32.56308266003729
2024-08-03,40.37822249844624
2024-08-04,39.07569919204475
2024-08-05,29.95803604723431
2024-08-06,27.352989434431322
2024-08-07,29.95803604723431
2024-08-08,27.352989434431322
2024-08-09,27.352989434431322
2024-08-10,29.95803604723431
2024-08-11,29.95803604723431
2024-08-12,26.050466128029832
2024-08-13,27.352989434431322
2024-08-14,24.747942821628342
2024-08-15,26.050466128029832
2024-08-16,24.747942821628342
2024-08-17,28.655512740832815
2024-08-18,29.779319982728047
2024-08-19,23.56295132490214
2024-08-20,24.806225056467323
2024-08-21,22.171674573745847
2024-08-22,20.928400842180668
2024-08-23,22.02367155415474
2024-08-24,27.144769500006575
2024-08-25,28.832052290345086
2024-08-26,21.22440688136289
2024-08-27,21.22440688136289
2024-08-28,20.78039782258956
2024-08-29,20.78039782258956
2024-08-30,22.02367155415474
2024-08-31,23.26694528571992
2024-09-01,26.34550482721472
2024-09-02,25.901495768441393
2024-09-03,19.68512711061549
2024-09-04,20.78039782258956
2024-09-05,19.38912107143327
2024-09-06,19.833130130206598
2024-09-07,23.414948305311032
2024-09-08,23.414948305311032
2024-09-09,19.833130130206598
2024-09-10,19.833130130206598
2024-09-11,19.38912107143327
2024-09-12,20.78039782258956
2024-09-13,19.833130130206598
2024-09-14,20.63239480299845
2024-09-15,20.928400842180668
2024-09-16,19.833130130206598
2024-09-17,22.79246501703078
2024-09-18,19.8324046252086
2024-09-19,20.128410664390817
2024-09-20,20.128410664390817
2024-09-21,22.20045293866634
2024-09-22,23.97648917375965
2024-09-23,19.240392546844163
2024-09-24,20.128410664390817
2024-09-25,20.424416703573037
2024-09-26,20.128410664390817
2024-09-27,18.64838046847973
2024-09-28,20.720422742755254
2024-09-29,21.608440860301908
2024-09-30,18.944386507661946
2024-10-01,19.8324046252086
2024-10-02,19.240392546844163
2024-10-03,19.240392546844163
2024-10-04,22.79246501703078
2024-10-05,21.904446899484125
2024-10-06,21.312434821119687
2024-10-07,22.79246501703078
2024-10-08,18.35237442929751
2024-10-09,18.35237442929751
2024-10-10,19.536398586026383
2024-10-11,18.35237442929751
2024-10-12,20.128410664390817
2024-10-13,23.384477095395216
2024-10-14,21.312434821119687
2024-10-15,19.8324046252086
2024-10-16,20.424416703573037
2024-10-17,20.424416703573037
2024-10-18,19.240392546844163
2024-10-19,21.608440860301908
2024-10-20,20.424416703573037
2024-10-21,19.240392546844163
2024-10-22,18.056368390115292
2024-10-23,18.64838046847973
2024-10-24,18.64838046847973
2024-10-25,20.128410664390817
2024-10-26,21.312434821119687
2024-10-27,19.8324046252086
2024-10-28,22.20045293866634
2024-10-29,17.760362350933075
2024-10-30,17.464356311750855
2024-10-31,18.64838046847973
2024-11-01,17.464356311750855
2024-11-02,22.79246501703078
2024-11-03,20.720422742755254
2024-11-04,20.720422742755254
2024-11-05,15.984326115839767
2024-11-06,13.616277802382024
2024-11-07,17.760362350933075
2024-11-08,17.760362350933075
2024-11-09,18.944386507661946
2024-11-10,18.944386507661946
2024-11-11,18.944386507661946
2024-11-12,17.464356311750855
2024-11-13,17.464356311750855
2024-11-14,17.464356311750855
2024-11-15,19.240392546844163
2024-11-16,17.464356311750855
2024-11-17,19.536398586026383
2024-11-18,19.240392546844163
2024-11-19,16.576338194204205
2024-11-20,18.35237442929751
2024-11-21,19.240392546844163
2024-11-22,19.8324046252086
2024-11-23,17.464356311750855
2024-11-24,19.536398586026383
2024-11-25,20.424416703573037
2024-11-26,18.35237442929751
2024-11-27,18.056368390115292
2024-11-28,18.64838046847973
2024-11-29,18.944386507661946
2024-11-30,19.536398586026383
2024-12-01,21.01642878193747
2024-12-02,18.35237442929751
2024-12-03,18.64838046847973
2024-12-04,18.944386507661946
2024-12-05,21.608440860301908
2024-12-06,20.128410664390817
2024-12-07,19.8324046252086
2024-12-08,22.79246501703078
2024-12-09,18.35237442929751
2024-12-10,19.240392546844163
2024-12-11,18.35237442929751
2024-12-12,19.240392546844163
2024-12-13,18.35237442929751
2024-12-14,21.01642878193747
2024-12-15,20.720422742755254
2024-12-16,18.944386507661946
2024-12-17,18.35237442929751
2024-12-18,18.944386507661946
2024-12-19,18.056368390115292
2024-12-20,17.168350272568638
2024-12-21,18.35237442929751
2024-12-22,18.35237442929751
2024-12-23,17.464356311750855
2024-12-24,16.87234423338642
2024-12-25,17.464356311750855
2024-12-26,17.760362350933075
2024-12-27,18.056368390115292
2024-12-28,18.35237442929751
2024-12-29,19.536398586026383
2024-12-30,17.760362350933075
