Time,sp500
2022-01-01,10
2022-01-02,9
2022-01-03,27
2022-01-04,33
2022-01-05,34
2022-01-06,29
2022-01-07,30
2022-01-08,11
2022-01-09,7
2022-01-10,29
2022-01-11,30
2022-01-12,27
2022-01-13,33
2022-01-14,24
2022-01-15,11
2022-01-16,6
2022-01-17,11
2022-01-18,29
2022-01-19,33
2022-01-20,36
2022-01-21,44
2022-01-22,22
2022-01-23,13
2022-01-24,100
2022-01-25,58
2022-01-26,49
2022-01-27,45
2022-01-28,49
2022-01-29,14
2022-01-30,11
2022-01-31,40
2022-02-01,36
2022-02-02,38
2022-02-03,38
2022-02-04,34
2022-02-05,13
2022-02-06,7
2022-02-07,30
2022-02-08,31
2022-02-09,29
2022-02-10,28
2022-02-11,38
2022-02-12,13
2022-02-13,8
2022-02-14,31
2022-02-15,33
2022-02-16,31
2022-02-17,35
2022-02-18,39
2022-02-19,13
2022-02-20,10
2022-02-21,21
2022-02-22,52
2022-02-23,50
2022-02-24,91
2022-02-25,44
2022-02-26,15
2022-02-27,11
2022-02-28,51
2022-03-01,39
2022-03-02,32
2022-03-03,35
2022-03-04,38
2022-03-05,12
2022-03-06,7
2022-03-07,43
2022-03-08,54
2022-03-09,42
2022-03-10,39
2022-03-11,34
2022-03-12,14
2022-03-13,10
2022-03-14,40
2022-03-15,37
2022-03-16,41
2022-03-17,32
2022-03-18,34
2022-03-19,10
2022-03-20,7
2022-03-21,34
2022-03-22,33
2022-03-23,29
2022-03-24,29
2022-03-25,28
2022-03-26,8
2022-03-27,8
2022-03-28,25
2022-03-29,30
2022-03-30,29
2022-03-31,27
2022-04-01,24
2022-04-02,8
2022-04-03,7
2022-04-04,25
2022-04-05,26
2022-04-06,28
2022-04-07,24
2022-04-08,26
2022-04-09,10
2022-04-10,7
2022-04-11,29
2022-04-12,31
2022-04-13,26
2022-04-14,26
2022-04-15,18
2022-04-16,7
2022-04-17,6
2022-04-18,29
2022-04-19,25
2022-04-20,27
2022-04-21,27
2022-04-22,33
2022-04-23,16
2022-04-24,9
2022-04-25,36
2022-04-26,39
2022-04-27,37
2022-04-28,31
2022-04-29,37
2022-04-30,18
2022-05-01,12
2022-05-02,43
2022-05-03,33
2022-05-04,42
2022-05-05,51
2022-05-06,54
2022-05-07,16
2022-05-08,11
2022-05-09,74
2022-05-10,65
2022-05-11,64
2022-05-12,62
2022-05-13,46
2022-05-14,16
2022-05-15,10
2022-05-16,45
2022-05-17,40
2022-05-18,59
2022-05-19,63
2022-05-20,64
2022-05-21,18
2022-05-22,11
2022-05-23,44
2022-05-24,47
2022-05-25,43
2022-05-26,39
2022-05-27,39
2022-05-28,12
2022-05-29,7
2022-05-30,14
2022-05-31,40
2022-06-01,39
2022-06-02,35
2022-06-03,35
2022-06-04,10
2022-06-05,7
2022-06-06,33
2022-06-07,35
2022-06-08,34
2022-06-09,34
2022-06-10,47
2022-06-11,14
2022-06-12,11
2022-06-13,83
2022-06-14,68
2022-06-15,65
2022-06-16,74
2022-06-17,59
2022-06-18,18
2022-06-19,13
2022-06-20,26
2022-06-21,45
2022-06-22,47
2022-06-23,44
2022-06-24,41
2022-06-25,13
2022-06-26,11
2022-06-27,40
2022-06-28,40
2022-06-29,42
2022-06-30,43
2022-07-01,41
2022-07-02,14
2022-07-03,7
2022-07-04,11
2022-07-05,43
2022-07-06,38
2022-07-07,37
2022-07-08,34
2022-07-09,11
2022-07-10,9
2022-07-11,39
2022-07-12,35
2022-07-13,42
2022-07-14,40
2022-07-15,35
2022-07-16,11
2022-07-17,9
2022-07-18,38
2022-07-19,42
2022-07-20,38
2022-07-21,36
2022-07-22,37
2022-07-23,10
2022-07-24,8
2022-07-25,34
2022-07-26,37
2022-07-27,45
2022-07-28,44
2022-07-29,44
2022-07-30,11
2022-07-31,10
2022-08-01,40
2022-08-02,40
2022-08-03,38
2022-08-04,38
2022-08-05,35
2022-08-06,10
2022-08-07,8
2022-08-08,34
2022-08-09,32
2022-08-10,38
2022-08-11,37
2022-08-12,36
2022-08-13,10
2022-08-14,7
2022-08-15,40
2022-08-16,37
2022-08-17,35
2022-08-18,34
2022-08-19,30
2022-08-20,9
2022-08-21,8
2022-08-22,31
2022-08-23,32
2022-08-24,31
2022-08-25,29
2022-08-26,41
2022-08-27,15
2022-08-28,9
2022-08-29,39
2022-08-30,39
2022-08-31,35
2022-09-01,38
2022-09-02,33
2022-09-03,11
2022-09-04,8
2022-09-05,10
2022-09-06,35
2022-09-07,37
2022-09-08,30
2022-09-09,28
2022-09-10,12
2022-09-11,10
2022-09-12,31
2022-09-13,56
2022-09-14,53
2022-09-15,40
2022-09-16,42
2022-09-17,12
2022-09-18,9
2022-09-19,36
2022-09-20,40
2022-09-21,54
2022-09-22,52
2022-09-23,62
2022-09-24,19
2022-09-25,10
2022-09-26,53
2022-09-27,52
