Time,sp500
2025-12-11,47
2025-12-12,42
2025-12-13,15
2025-12-14,11
2025-12-15,43
2025-12-16,40
2025-12-17,43
2025-12-18,44
2025-12-19,41
2025-12-20,15
2025-12-21,11
2025-12-22,43
2025-12-23,42
2025-12-24,35
2025-12-25,15
2025-12-26,42
2025-12-27,16
2025-12-28,13
2025-12-29,42
2025-12-30,40
2025-12-31,35
2026-01-01,20
2026-01-02,39
2026-01-03,19
2026-01-04,17
2026-01-05,51
2026-01-06,46
2026-01-07,50
2026-01-08,42
2026-01-09,43
2026-01-10,18
2026-01-11,12
2026-01-12,57
2026-01-13,48
2026-01-14,45
2026-01-15,43
2026-01-16,40
2026-01-17,17
2026-01-18,12
2026-01-19,26
2026-01-20,77
2026-01-21,82
2026-01-22,48
2026-01-23,47
2026-01-24,14
2026-01-25,14
2026-01-26,44
2026-01-27,42
2026-01-28,53
2026-01-29,53
2026-01-30,55
2026-01-31,20
2026-02-01,15
2026-02-02,52
2026-02-03,57
2026-02-04,55
2026-02-05,64
2026-02-06,70
2026-02-07,22
2026-02-08,13
2026-02-09,46
2026-02-10,42
2026-02-11,47
2026-02-12,54
2026-02-13,53
2026-02-14,18
2026-02-15,13
2026-02-16,25
2026-02-17,44
2026-02-18,44
2026-02-19,41
2026-02-20,56
2026-02-21,17
2026-02-22,15
2026-02-23,57
2026-02-24,52
2026-02-25,49
2026-02-26,47
2026-02-27,48
2026-02-28,20
2026-03-01,23
2026-03-02,79
2026-03-03,83
2026-03-04,64
2026-03-05,61
2026-03-06,72
2026-03-07,22
2026-03-08,22
2026-03-09,100
2026-03-10,68
2026-03-11,58
2026-03-12,63
2026-03-13,68
2026-03-14,20
2026-03-15,20
2026-03-16,65
2026-03-17,55
2026-03-18,59
2026-03-19,66
2026-03-20,69
2026-03-21,26
2026-03-22,24
2026-03-23,86
2026-03-24,69
2026-03-25,61
2026-03-26,69
2026-03-27,84
2026-03-28,29
2026-03-29,21
2026-03-30,81
2026-03-31,85
2026-04-01,75
2026-04-02,86
2026-04-03,40
2026-04-04,16
2026-04-05,18
2026-04-06,67
2026-04-07,76
2026-04-08,98
2026-04-09,66
2026-04-10,59
2026-04-11,19
2026-04-12,22
2026-04-13,80
2026-04-14,67
2026-04-15,73
2026-04-16,71
2026-04-17,77
2026-04-18,24
2026-04-19,21
2026-04-20,68
2026-04-21,65
2026-04-22,61
2026-04-23,66
2026-04-24,57
2026-04-25,18
2026-04-26,15
2026-04-27,58
2026-04-28,57
2026-04-29,53
2026-04-30,54
2026-05-01,57
2026-05-02,18
2026-05-03,15
2026-05-04,57
2026-05-05,56
2026-05-06,62
2026-05-07,56
2026-05-08,58
2026-05-09,19
2026-05-10,16
2026-05-11,59
2026-05-12,58
2026-05-13,53
2026-05-14,57
2026-05-15,58
2026-05-16,16
2026-05-17,13
2026-05-18,57
2026-05-19,48
2026-05-20,51
2026-05-21,52
2026-05-22,48
2026-05-23,20
2026-05-24,17
2026-05-25,20
2026-05-26,61
2026-05-27,57
2026-05-28,54
2026-05-29,58
2026-05-30,18
2026-05-31,17
