Time,prime video
2023-04-26,43
2023-04-27,42
2023-04-28,46
2023-04-29,53
2023-04-30,55
2023-05-01,45
2023-05-02,45
2023-05-03,43
2023-05-04,44
2023-05-05,43
2023-05-06,54
2023-05-07,49
2023-05-08,44
2023-05-09,43
2023-05-10,43
2023-05-11,43
2023-05-12,50
2023-05-13,49
2023-05-14,55
2023-05-15,51
2023-05-16,45
2023-05-17,47
2023-05-18,49
2023-05-19,50
2023-05-20,50
2023-05-21,54
2023-05-22,48
2023-05-23,45
2023-05-24,45
2023-05-25,45
2023-05-26,51
2023-05-27,57
2023-05-28,50
2023-05-29,55
2023-05-30,49
2023-05-31,45
2023-06-01,45
2023-06-02,50
2023-06-03,53
2023-06-04,57
2023-06-05,48
2023-06-06,48
2023-06-07,46
2023-06-08,46
2023-06-09,48
2023-06-10,54
2023-06-11,51
2023-06-12,48
2023-06-13,46
2023-06-14,46
2023-06-15,46
2023-06-16,47
2023-06-17,51
2023-06-18,53
2023-06-19,44
2023-06-20,46
2023-06-21,44
2023-06-22,46
2023-06-23,47
2023-06-24,51
2023-06-25,52
2023-06-26,47
2023-06-27,44
2023-06-28,40
2023-06-29,42
2023-06-30,44
2023-07-01,48
2023-07-02,56
2023-07-03,47
2023-07-04,51
2023-07-05,47
2023-07-06,46
2023-07-07,46
2023-07-08,55
2023-07-09,56
2023-07-10,47
2023-07-11,45
2023-07-12,44
2023-07-13,46
2023-07-14,86
2023-07-15,71
2023-07-16,68
2023-07-17,54
2023-07-18,55
2023-07-19,47
2023-07-20,47
2023-07-21,57
2023-07-22,56
2023-07-23,59
2023-07-24,58
2023-07-25,48
2023-07-26,44
2023-07-27,48
2023-07-28,60
2023-07-29,59
2023-07-30,51
2023-07-31,49
2023-08-01,45
2023-08-02,43
2023-08-03,46
2023-08-04,56
2023-08-05,54
2023-08-06,60
2023-08-07,51
2023-08-08,47
2023-08-09,46
2023-08-10,53
2023-08-11,71
2023-08-12,62
2023-08-13,61
2023-08-14,51
2023-08-15,45
2023-08-16,43
2023-08-17,46
2023-08-18,68
2023-08-19,63
2023-08-20,59
2023-08-21,51
2023-08-22,46
2023-08-23,42
2023-08-24,45
2023-08-25,52
2023-08-26,55
2023-08-27,54
2023-08-28,45
2023-08-29,42
2023-08-30,47
2023-08-31,42
2023-09-01,47
2023-09-02,46
2023-09-03,51
2023-09-04,54
2023-09-05,45
2023-09-06,46
2023-09-07,44
2023-09-08,48
2023-09-09,49
2023-09-10,51
2023-09-11,44
2023-09-12,43
2023-09-13,43
2023-09-14,56
2023-09-15,100
2023-09-16,54
2023-09-17,57
2023-09-18,42
2023-09-19,42
2023-09-20,41
2023-09-21,53
2023-09-22,94
2023-09-23,54
2023-09-24,57
2023-09-25,46
2023-09-26,42
2023-09-27,40
2023-09-28,54
2023-09-29,88
2023-09-30,57
2023-10-01,58
2023-10-02,46
2023-10-03,43
2023-10-04,42
2023-10-05,48
2023-10-06,82
2023-10-07,55
2023-10-08,54
2023-10-09,46
2023-10-10,46
2023-10-11,43
2023-10-12,53
2023-10-13,81
2023-10-14,57
2023-10-15,65
2023-10-16,44
2023-10-17,43
2023-10-18,45
2023-10-19,48
2023-10-20,79
2023-10-21,50
2023-10-22,53
2023-10-23,46
2023-10-24,44
2023-10-25,44
2023-10-26,50
2023-10-27,76
2023-10-28,50
2023-10-29,54
2023-10-30,46
2023-10-31,48
2023-11-01,46
2023-11-02,48
2023-11-03,82
2023-11-04,57
2023-11-05,52
2023-11-06,45
2023-11-07,45
2023-11-08,43
2023-11-09,46
2023-11-10,74
2023-11-11,53
2023-11-12,50
2023-11-13,46
2023-11-14,44
2023-11-15,44
2023-11-16,46
2023-11-17,90
2023-11-18,52
2023-11-19,52
2023-11-20,51
2023-11-21,53
2023-11-22,47
2023-11-23,55
2023-11-24,92
2023-11-25,57
2023-11-26,61
2023-11-27,50
2023-11-28,46
2023-11-29,46
2023-11-30,46
2023-12-01,88
2023-12-02,53
2023-12-03,56
2023-12-04,46
2023-12-05,47
2023-12-06,46
2023-12-07,49
2023-12-08,66
2023-12-09,55
2023-12-10,58
2023-12-11,54
2023-12-12,49
2023-12-13,55
2023-12-14,49
2023-12-15,82
2023-12-16,58
2023-12-17,52
2023-12-18,53
2023-12-19,61
2023-12-20,60
2023-12-21,66
2023-12-22,92
2023-12-23,58
2023-12-24,57
2023-12-25,64
2023-12-26,60
2023-12-27,66
2023-12-28,63
2023-12-29,83
2023-12-30,61
2023-12-31,59
2024-01-01,59
2024-01-02,57
2024-01-03,52
2024-01-04,53
2024-01-05,52
2024-01-06,59
2024-01-07,61
2024-01-08,52
2024-01-09,44
2024-01-10,48
2024-01-11,49
2024-01-12,53
2024-01-13,60
2024-01-14,60
2024-01-15,59
2024-01-16,52
2024-01-17,51
2024-01-18,49
2024-01-19,63
2024-01-20,63
