Time,milwaukee_bucks
2024-12-02,4.941176470588235
2024-12-03,6.705882352941176
2024-12-04,12.705882352941176
2024-12-05,9.529411764705882
2024-12-06,5.999999999999999
2024-12-07,12.352941176470587
2024-12-08,8.470588235294116
2024-12-09,5.294117647058823
2024-12-10,7.76470588235294
2024-12-11,16.941176470588232
2024-12-12,4.941176470588235
2024-12-13,4.588235294117647
2024-12-14,16.941176470588232
2024-12-15,12.352941176470587
2024-12-16,4.941176470588235
2024-12-17,10.588235294117647
2024-12-18,35.29411764705882
2024-12-19,6.705882352941176
2024-12-20,7.411764705882352
2024-12-21,11.647058823529411
2024-12-22,7.76470588235294
2024-12-23,4.941176470588235
2024-12-24,7.76470588235294
2024-12-25,4.588235294117647
2024-12-26,5.999999999999999
2024-12-27,9.88235294117647
2024-12-28,5.999999999999999
2024-12-29,8.470588235294116
2024-12-30,4.235294117647058
2024-12-31,11.999999999999998
2025-01-01,4.588235294117647
2025-01-02,5.999999999999999
2025-01-03,10.235294117647058
2025-01-04,4.941176470588235
2025-01-05,7.76470588235294
2025-01-06,4.588235294117647
2025-01-07,6.705882352941176
2025-01-08,5.647058823529411
2025-01-09,11.999999999999998
2025-01-10,5.647058823529411
2025-01-11,9.529411764705882
2025-01-12,9.529411764705882
2025-01-13,4.588235294117647
2025-01-14,5.294117647058823
2025-01-15,8.823529411764705
2025-01-16,7.76470588235294
2025-01-17,5.999999999999999
2025-01-18,9.176470588235293
2025-01-19,5.647058823529411
2025-01-20,8.823529411764705
2025-01-21,4.588235294117647
2025-01-22,6.705882352941176
2025-01-23,9.529411764705882
2025-01-24,14.470588235294116
2025-01-25,6.705882352941176
2025-01-26,10.941176470588234
2025-01-27,5.294117647058823
2025-01-28,9.88235294117647
2025-01-29,13.058823529411763
2025-01-30,4.941176470588235
2025-01-31,5.999999999999999
2025-02-01,9.529411764705882
2025-02-02,9.529411764705882
2025-02-03,16.941176470588232
2025-02-04,9.529411764705882
2025-02-05,13.76470588235294
2025-02-06,15.176470588235293
2025-02-07,9.176470588235293
2025-02-08,10.588235294117647
2025-02-09,11.294117647058822
2025-02-10,5.999999999999999
2025-02-11,11.647058823529411
2025-02-12,5.647058823529411
2025-02-13,8.470588235294116
2025-02-14,3.5294117647058822
2025-02-15,3.5294117647058822
2025-02-16,3.5294117647058822
2025-02-17,2.8235294117647056
2025-02-18,3.176470588235294
2025-02-19,3.5294117647058822
2025-02-20,5.999999999999999
2025-02-21,10.235294117647058
2025-02-22,9.88235294117647
2025-02-23,8.117647058823529
2025-02-24,8.117647058823529
2025-02-25,5.647058823529411
2025-02-26,8.117647058823529
2025-02-27,6.352941176470588
2025-02-28,12.705882352941176
2025-03-01,5.999999999999999
2025-03-02,10.941176470588234
2025-03-03,4.588235294117647
2025-03-04,5.999999999999999
2025-03-05,9.529411764705882
2025-03-06,8.470588235294116
2025-03-07,4.941176470588235
2025-03-08,6.705882352941176
2025-03-09,12.352941176470587
2025-03-10,9.529411764705882
2025-03-11,5.999999999999999
2025-03-12,10.235294117647058
2025-03-13,7.0588235294117645
2025-03-14,14.117647058823529
2025-03-15,6.705882352941176
2025-03-16,12.352941176470587
2025-03-17,12.352941176470587
2025-03-18,5.647058823529411
2025-03-19,10.941176470588234
2025-03-20,5.294117647058823
2025-03-21,10.941176470588234
2025-03-22,5.999999999999999
2025-03-23,9.88235294117647
2025-03-24,4.235294117647058
2025-03-25,8.470588235294116
2025-03-26,5.294117647058823
2025-03-27,8.117647058823529
2025-03-28,4.588235294117647
2025-03-29,7.0588235294117645
2025-03-30,5.999999999999999
2025-03-31,5.999999999999999
2025-04-01,5.294117647058823
2025-04-02,8.117647058823529
2025-04-03,5.647058823529411
2025-04-04,7.76470588235294
2025-04-05,6.705882352941176
2025-04-06,11.647058823529411
2025-04-07,7.411764705882352
2025-04-08,5.999999999999999
2025-04-09,10.941176470588234
2025-04-10,4.941176470588235
2025-04-11,13.76470588235294
2025-04-12,10.588235294117647
2025-04-13,12.352941176470587
2025-04-14,6.352941176470588
2025-04-15,4.7486631016042775
2025-04-16,4.6042780748663095
2025-04-17,4.6042780748663095
2025-04-18,4.13903743315508
2025-04-19,28.732620320855613
2025-04-20,9.208556149732619
2025-04-21,5.887700534759357
2025-04-22,13.3475935828877
2025-04-23,21.914438502673796
2025-04-24,5.245989304812834
2025-04-25,8.74331550802139
2025-04-26,23.02139037433155
2025-04-27,12.385026737967912
2025-04-28,28.732620320855613
2025-04-29,17.310160427807485
2025-04-30,27.3048128342246
2025-05-01,6.352941176470588
2025-05-02,4.6042780748663095
2025-05-03,3.497326203208556
2025-05-04,3.818181818181818
2025-05-05,3.818181818181818
2025-05-06,2.5347593582887695
2025-05-07,2.213903743315508
2025-05-08,2.213903743315508
2025-05-09,1.748663101604278
2025-05-10,2.390374331550802
2025-05-11,2.06951871657754
2025-05-12,3.176470588235294
2025-05-13,3.176470588235294
2025-05-14,2.711229946524064
2025-05-15,2.3101604278074865
2025-05-16,2.3101604278074865
2025-05-17,2.598930481283422
2025-05-18,1.7326203208556148
2025-05-19,2.021390374331551
2025-05-20,2.3101604278074865
2025-05-21,2.3101604278074865
2025-05-22,2.3101604278074865
2025-05-23,2.3101604278074865
2025-05-24,2.3101604278074865
2025-05-25,2.021390374331551
2025-05-26,2.3101604278074865
2025-05-27,2.3101604278074865
2025-05-28,2.021390374331551
2025-05-29,2.021390374331551
2025-05-30,2.021390374331551
2025-05-31,2.021390374331551
2025-06-01,1.7326203208556148
2025-06-02,2.021390374331551
2025-06-03,2.021390374331551
2025-06-04,1.7326203208556148
2025-06-05,2.021390374331551
2025-06-06,2.598930481283422
2025-06-07,1.7326203208556148
2025-06-08,2.3101604278074865
2025-06-09,2.021390374331551
2025-06-10,2.3101604278074865
2025-06-11,1.7326203208556148
2025-06-12,1.7326203208556148
2025-06-13,1.7326203208556148
2025-06-14,1.7326203208556148
2025-06-15,2.021390374331551
2025-06-16,2.021390374331551
2025-06-17,2.021390374331551
2025-06-18,1.7326203208556148
2025-06-19,1.7326203208556148
2025-06-20,1.7326203208556148
2025-06-21,2.021390374331551
2025-06-22,2.598930481283422
2025-06-23,2.8877005347593583
2025-06-24,2.8877005347593583
2025-06-25,3.7540106951871657
2025-06-26,5.4866310160427805
2025-06-27,6.641711229946524
2025-06-28,3.4652406417112296
2025-06-29,4.331550802139037
2025-06-30,3.7540106951871657
2025-07-01,16.459893048128343
2025-07-02,9.240641711229946
2025-07-03,5.775401069518717
2025-07-04,4.620320855614973
2025-07-05,4.042780748663102
2025-07-06,4.331550802139037
2025-07-07,4.042780748663102
2025-07-08,4.620320855614973
2025-07-09,3.7540106951871657
2025-07-10,4.331550802139037
2025-07-11,4.620320855614973
2025-07-12,3.7540106951871657
2025-07-13,4.331550802139037
2025-07-14,4.042780748663102
2025-07-15,3.176470588235294
2025-07-16,3.4652406417112296
2025-07-17,4.042780748663102
2025-07-18,3.7540106951871657
2025-07-19,2.8877005347593583
2025-07-20,2.8877005347593583
2025-07-21,2.598930481283422
2025-07-22,2.598930481283422
2025-07-23,2.8877005347593583
2025-07-24,2.3101604278074865
2025-07-25,2.3101604278074865
2025-07-26,2.021390374331551
2025-07-27,2.3101604278074865
2025-07-28,2.598930481283422
2025-07-29,2.021390374331551
2025-07-30,2.3101604278074865
2025-07-31,2.3101604278074865
2025-08-01,2.021390374331551
2025-08-02,1.4438502673796791
2025-08-03,2.3101604278074865
2025-08-04,1.7326203208556148
2025-08-05,1.7326203208556148
2025-08-06,2.021390374331551
2025-08-07,1.7326203208556148
2025-08-08,1.7326203208556148
2025-08-09,1.7326203208556148
2025-08-10,2.021390374331551
2025-08-11,1.4438502673796791
2025-08-12,1.4438502673796791
2025-08-13,1.4438502673796791
2025-08-14,2.021390374331551
2025-08-15,2.3101604278074865
2025-08-16,1.4438502673796791
2025-08-17,1.7326203208556148
2025-08-18,1.4438502673796791
2025-08-19,1.1550802139037433
2025-08-20,1.7326203208556148
2025-08-21,1.7326203208556148
2025-08-22,1.7326203208556148
2025-08-23,1.7326203208556148
2025-08-24,1.4438502673796791
2025-08-25,1.7326203208556148
2025-08-26,1.7326203208556148
2025-08-27,1.4438502673796791
2025-08-28,1.4438502673796791
2025-08-29,1.1550802139037433
2025-08-30,1.1550802139037433
2025-08-31,2.021390374331551
2025-09-01,1.7326203208556148
2025-09-02,1.7326203208556148
2025-09-03,1.7326203208556148
2025-09-04,1.7326203208556148
2025-09-05,1.1550802139037433
2025-09-06,1.4438502673796791
2025-09-07,1.1550802139037433
2025-09-08,0.8663101604278074
2025-09-09,1.4438502673796791
2025-09-10,1.4438502673796791
2025-09-11,1.1550802139037433
2025-09-12,1.1550802139037433
2025-09-13,1.1550802139037433
2025-09-14,1.1550802139037433
2025-09-15,1.4438502673796791
2025-09-16,1.4438502673796791
2025-09-17,1.1550802139037433
2025-09-18,1.4438502673796791
2025-09-19,1.1550802139037433
2025-09-20,1.1550802139037433
2025-09-21,1.1550802139037433
2025-09-22,1.4438502673796791
2025-09-23,1.4438502673796791
2025-09-24,1.1550802139037433
2025-09-25,1.4438502673796791
2025-09-26,1.4438502673796791
2025-09-27,1.4438502673796791
2025-09-28,1.1550802139037433
2025-09-29,1.7326203208556148
2025-09-30,1.7326203208556148
2025-10-01,1.7326203208556148
2025-10-02,1.7326203208556148
2025-10-03,1.7326203208556148
2025-10-04,2.021390374331551
2025-10-05,1.4438502673796791
2025-10-06,2.598930481283422
2025-10-07,3.7540106951871657
2025-10-08,2.3101604278074865
2025-10-09,2.598930481283422
2025-10-10,3.4652406417112296
2025-10-11,2.021390374331551
2025-10-12,3.4652406417112296
2025-10-13,3.7540106951871657
2025-10-14,3.7540106951871657
2025-10-15,4.331550802139037
2025-10-16,2.8877005347593583
2025-10-17,2.8877005347593583
2025-10-18,3.176470588235294
2025-10-19,2.8877005347593583
2025-10-20,3.176470588235294
2025-10-21,4.331550802139037
2025-10-22,7.7967914438502675
2025-10-23,14.149732620320854
2025-10-24,10.106951871657754
2025-10-25,11.262032085561497
2025-10-26,8.95187165775401
2025-10-27,7.219251336898395
2025-10-28,7.508021390374331
2025-10-29,15.88235294117647
2025-10-30,9.240641711229946
2025-10-31,17.037433155080212
2025-11-01,17.326203208556148
2025-11-02,6.352941176470588
2025-11-03,6.641711229946524
2025-11-04,14.43850267379679
2025-11-05,11.550802139037433
2025-11-06,4.331550802139037
2025-11-07,5.775401069518717
2025-11-08,11.83957219251337
2025-11-09,11.83957219251337
2025-11-10,5.775401069518717
2025-11-11,10.684491978609625
2025-11-12,6.352941176470588
2025-11-13,7.508021390374331
2025-11-14,5.4866310160427805
2025-11-15,14.149732620320854
2025-11-16,16.459893048128343
2025-11-17,6.064171122994652
2025-11-18,9.529411764705882
2025-11-19,3.7540106951871657
2025-11-20,6.352941176470588
2025-11-21,10.395721925133689
2025-11-22,6.352941176470588
2025-11-23,8.663101604278074
2025-11-24,4.331550802139037
2025-11-25,6.064171122994652
2025-11-26,5.4866310160427805
2025-11-27,7.219251336898395
2025-11-28,5.4866310160427805
2025-11-29,12.994652406417112
2025-11-30,8.085561497326204
2025-12-01,5.197860962566844
2025-12-02,7.7967914438502675
2025-12-03,7.7967914438502675
2025-12-04,11.262032085561497
2025-12-05,5.197860962566844
2025-12-06,8.95187165775401
2025-12-07,6.930481283422459
2025-12-08,3.176470588235294
2025-12-09,3.4652406417112296
2025-12-10,3.7540106951871657
2025-12-11,6.132722622645896
2025-12-12,8.300255754475703
2025-12-13,4.317237851662403
2025-12-14,5.19334108346896
2025-12-15,4.651457800511508
2025-12-16,2.6283096954196696
2025-12-17,3.4411346198558475
2025-12-18,4.58817949314113
2025-12-19,5.527561032318065
2025-12-20,3.1701929783771217
2025-12-21,4.859121134619857
2025-12-22,6.340385956754243
2025-12-23,4.3805161590327835
2025-12-24,5.798502673796792
2025-12-25,2.8359730295280166
2025-12-26,4.58817949314113
2025-12-27,8.42681236921646
2025-12-28,8.634475703324807
2025-12-29,5.464282724947687
2025-12-30,7.821650778888631
2025-12-31,4.58817949314113
2026-01-01,7.487430830039526
2026-01-02,4.651457800511508
2026-01-03,8.905417344803535
2026-01-04,4.046296210183678
2026-01-05,6.403664264124622
2026-01-06,4.046296210183678
2026-01-07,4.109574517554057
2026-01-08,8.300255754475703
2026-01-09,4.9856777493606135
2026-01-10,11.26353871192746
2026-01-11,4.429481515926529
2026-01-12,6.327830737037898
2026-01-13,4.809151360148803
2026-01-14,8.226179958149269
2026-01-15,4.556038130667287
2026-01-16,6.834057196000931
2026-01-17,3.796698442222739
2026-01-18,3.670141827481981
2026-01-19,10.377642408742153
2026-01-20,3.670141827481981
2026-01-21,4.6825947454080445
2026-01-22,8.60584980237154
2026-01-23,4.6825947454080445
2026-01-24,11.010425482445942
2026-01-25,5.5684910485933505
2026-01-26,4.30292490118577
2026-01-27,5.062264589630319
2026-01-28,8.352736572890025
2026-01-29,7.46684026970472
2026-01-30,7.973066728667752
2026-01-31,4.935707974889561
2026-02-01,11.390095326668217
2026-02-02,5.062264589630319
2026-02-03,6.074717507556382
2026-02-04,8.985519646593815
2026-02-05,12.655661474075796
2026-02-06,6.707500581260172
2026-02-07,7.46684026970472
2026-02-08,4.049811671704255
2026-02-09,5.441934433852593
2026-02-10,6.960613810741688
2026-02-11,4.556038130667287
2026-02-12,12.022878400372006
2026-02-13,12.529104859335039
2026-02-14,3.796698442222739
2026-02-15,3.163915368518949
2026-02-16,3.290471983259707
2026-02-17,3.037358753778191
2026-02-18,2.9108021390374335
2026-02-19,3.037358753778191
2026-02-20,4.176368286445013
2026-02-21,8.352736572890025
2026-02-22,7.593396884445478
2026-02-23,3.670141827481981
2026-02-24,3.796698442222739
2026-02-25,7.593396884445478
2026-02-26,7.593396884445478
2026-02-27,5.315377819111834
2026-02-28,7.846510113926994
2026-03-01,7.593396884445478
2026-03-02,6.4543873517786565
2026-03-03,9.491746105556848
2026-03-04,4.556038130667287
2026-03-05,9.618302720297606
2026-03-06,3.543585212741223
2026-03-07,5.948160892815625
2026-03-08,9.238632876075332
2026-03-09,5.441934433852593
2026-03-10,3.923255056963497
2026-03-11,5.5684910485933505
2026-03-12,3.923255056963497
2026-03-13,6.580943966519414
2026-03-14,7.087170425482446
2026-03-15,6.834057196000931
2026-03-16,3.037358753778191
2026-03-17,4.30292490118577
2026-03-18,5.821604278074867
2026-03-19,3.670141827481981
2026-03-20,4.556038130667287
2026-03-21,3.290471983259707
2026-03-22,6.707500581260172
2026-03-23,3.670141827481981
2026-03-24,5.062264589630319
2026-03-25,3.923255056963497
2026-03-26,4.30292490118577
2026-03-27,2.657688909555917
2026-03-28,9.112076261334574
2026-03-29,8.226179958149269
2026-03-30,3.037358753778191
2026-03-31,4.30292490118577
2026-04-01,5.695047663334108
2026-04-02,4.556038130667287
2026-04-03,4.176368286445013
2026-04-04,6.707500581260172
2026-04-05,5.821604278074867
2026-04-06,3.670141827481981
2026-04-07,4.429481515926529
2026-04-08,6.4543873517786565
2026-04-09,3.923255056963497
2026-04-10,3.543585212741223
2026-04-11,4.556038130667287
2026-04-12,5.062264589630319
2026-04-13,5.948160892815625
2026-04-14,3.290471983259707
2026-04-15,3.4170285980004653
2026-04-16,2.4045756800744016
2026-04-17,2.7842455242966753
2026-04-18,2.4045756800744016
2026-04-19,2.5311322948151593
2026-04-20,2.2780190653336434
2026-04-21,1.8983492211113695
2026-04-22,1.8983492211113695
2026-04-23,2.4045756800744016
2026-04-24,2.657688909555917
2026-04-25,1.7717926063706115
2026-04-26,2.2780190653336434
2026-04-27,1.8983492211113695
2026-04-28,2.151462450592885
2026-04-29,2.0249058358521275
2026-04-30,1.5186793768890956
2026-05-01,2.2780190653336434
2026-05-02,1.8983492211113695
2026-05-03,1.6452359916298536
2026-05-04,1.8983492211113695
2026-05-05,1.6452359916298536
2026-05-06,2.2780190653336434
2026-05-07,2.657688909555917
2026-05-08,2.2780190653336434
2026-05-09,2.4045756800744016
2026-05-10,3.543585212741223
2026-05-11,3.923255056963497
2026-05-12,2.657688909555917
2026-05-13,2.7842455242966753
2026-05-14,2.4045756800744016
2026-05-15,2.7842455242966753
2026-05-16,2.4045756800744016
2026-05-17,1.8983492211113695
2026-05-18,2.0249058358521275
2026-05-19,1.7717926063706115
2026-05-20,2.0249058358521275
2026-05-21,1.8983492211113695
2026-05-22,2.151462450592885
2026-05-23,2.2780190653336434
2026-05-24,2.2780190653336434
2026-05-25,1.8983492211113695
2026-05-26,2.4045756800744016
2026-05-27,1.8983492211113695
2026-05-28,1.7717926063706115
2026-05-29,2.151462450592885
2026-05-30,2.0249058358521275
2026-05-31,3.037358753778191
