Time,dmv
2022-05-11,70.0
2022-05-12,72.0
2022-05-13,74.0
2022-05-14,46.0
2022-05-15,31.0
2022-05-16,78.0
2022-05-17,77.0
2022-05-18,73.0
2022-05-19,71.0
2022-05-20,70.0
2022-05-21,45.0
2022-05-22,33.0
2022-05-23,83.0
2022-05-24,80.0
2022-05-25,74.0
2022-05-26,73.0
2022-05-27,80.0
2022-05-28,42.0
2022-05-29,28.0
2022-05-30,42.0
2022-05-31,93.0
2022-06-01,86.0
2022-06-02,82.0
2022-06-03,82.0
2022-06-04,47.0
2022-06-05,36.0
2022-06-06,88.0
2022-06-07,87.0
2022-06-08,80.0
2022-06-09,79.0
2022-06-10,77.0
2022-06-11,47.0
2022-06-12,35.0
2022-06-13,84.0
2022-06-14,87.0
2022-06-15,78.0
2022-06-16,79.0
2022-06-17,82.0
2022-06-18,48.0
2022-06-19,35.0
2022-06-20,96.0
2022-06-21,90.0
2022-06-22,87.0
2022-06-23,86.0
2022-06-24,83.0
2022-06-25,47.0
2022-06-26,36.0
2022-06-27,94.0
2022-06-28,90.0
2022-06-29,89.0
2022-06-30,90.0
2022-07-01,92.0
2022-07-02,50.0
2022-07-03,29.0
2022-07-04,36.0
2022-07-05,91.0
2022-07-06,89.0
2022-07-07,89.0
2022-07-08,89.0
2022-07-09,49.0
2022-07-10,39.0
2022-07-11,98.0
2022-07-12,91.0
2022-07-13,84.0
2022-07-14,83.0
2022-07-15,85.0
2022-07-16,48.0
2022-07-17,37.0
2022-07-18,93.0
2022-07-19,93.0
2022-07-20,90.0
2022-07-21,87.0
2022-07-22,87.0
2022-07-23,46.0
2022-07-24,37.0
2022-07-25,95.0
2022-07-26,92.0
2022-07-27,84.0
2022-07-28,82.0
2022-07-29,90.0
2022-07-30,48.0
2022-07-31,40.0
2022-08-01,100.0
2022-08-02,91.0
2022-08-03,82.0
2022-08-04,85.0
2022-08-05,86.0
2022-08-06,48.0
2022-08-07,39.0
2022-08-08,91.0
2022-08-09,89.0
2022-08-10,84.0
2022-08-11,80.0
2022-08-12,78.0
2022-08-13,46.0
2022-08-14,35.0
2022-08-15,89.0
2022-08-16,89.0
2022-08-17,81.0
2022-08-18,79.0
2022-08-19,85.0
2022-08-20,48.0
2022-08-21,33.0
2022-08-22,89.0
2022-08-23,82.0
2022-08-24,77.0
2022-08-25,75.0
2022-08-26,78.0
2022-08-27,49.0
2022-08-28,34.0
2022-08-29,81.0
2022-08-30,81.94505494505495
2022-08-31,78.16483516483515
2022-09-01,73.93956043956044
2022-09-02,79.1098901098901
2022-09-03,45.1978021978022
2022-09-04,28.24175824175824
2022-09-05,40.027472527472526
2022-09-06,81.0
2022-09-07,76.27472527472527
2022-09-08,71.1043956043956
2022-09-09,71.6043956043956
2022-09-10,46.14285714285714
2022-09-11,32.967032967032964
2022-09-12,81.0
2022-09-13,72.99450549450549
2022-09-14,73.93956043956044
2022-09-15,69.21428571428572
2022-09-16,72.99450549450549
2022-09-17,42.86263736263736
2022-09-18,30.13186813186813
2022-09-19,78.66483516483515
2022-09-20,73.93956043956044
2022-09-21,68.76923076923077
2022-09-22,69.71428571428572
2022-09-23,68.76923076923077
2022-09-24,42.36263736263736
2022-09-25,28.24175824175824
2022-09-26,74.88461538461539
2022-09-27,68.76923076923077
2022-09-28,67.64835164835165
2022-09-29,68.53846153846153
2022-09-30,73.87912087912088
2022-10-01,43.61538461538461
2022-10-02,33.824175824175825
2022-10-03,81.0
2022-10-04,74.76923076923076
2022-10-05,72.98901098901098
2022-10-06,67.64835164835165
2022-10-07,78.32967032967032
2022-10-08,44.505494505494504
2022-10-09,32.934065934065934
2022-10-10,81.89010989010988
2022-10-11,75.65934065934066
2022-10-12,69.42857142857143
2022-10-13,67.64835164835165
2022-10-14,71.20879120879121
2022-10-15,42.72527472527472
2022-10-16,30.263736263736263
2022-10-17,72.98901098901098
2022-10-18,73.87912087912088
2022-10-19,66.75824175824175
2022-10-20,65.86813186813187
2022-10-21,68.53846153846153
2022-10-22,40.05494505494505
2022-10-23,29.373626373626372
2022-10-24,72.0989010989011
2022-10-25,69.42857142857143
2022-10-26,64.08791208791209
2022-10-27,64.08791208791209
2022-10-28,64.08791208791209
2022-10-29,41.83516483516483
2022-10-30,28.483516483516482
2022-10-31,72.0989010989011
2022-11-01,69.42857142857143
2022-11-02,67.64835164835165
2022-11-03,64.08791208791209
2022-11-04,67.64835164835165
2022-11-05,42.72527472527472
2022-11-06,29.373626373626372
2022-11-07,72.0989010989011
2022-11-08,71.20879120879121
2022-11-09,62.30769230769231
2022-11-10,63.1978021978022
2022-11-11,55.18681318681318
2022-11-12,40.05494505494505
2022-11-13,26.7032967032967
2022-11-14,73.87912087912088
2022-11-15,68.53846153846153
2022-11-16,64.97802197802197
2022-11-17,62.30769230769231
2022-11-18,63.1978021978022
2022-11-19,41.83516483516483
2022-11-20,25.81318681318681
2022-11-21,67.64835164835165
2022-11-22,71.20879120879121
2022-11-23,65.86813186813187
2022-11-24,23.142857142857142
2022-11-25,53.4065934065934
2022-11-26,34.714285714285715
2022-11-27,26.7032967032967
2022-11-28,72.98901098901098
2022-11-29,64.97802197802197
2022-11-30,63.1978021978022
2022-12-01,64.08791208791209
2022-12-02,63.1978021978022
2022-12-03,42.72527472527472
2022-12-04,26.7032967032967
2022-12-05,65.86813186813187
2022-12-06,64.08791208791209
2022-12-07,59.637362637362635
2022-12-08,61.417582417582416
2022-12-09,59.637362637362635
2022-12-10,39.16483516483516
2022-12-11,25.81318681318681
2022-12-12,63.1978021978022
2022-12-13,59.637362637362635
2022-12-14,55.18681318681318
2022-12-15,57.857142857142854
2022-12-16,58.747252747252745
2022-12-17,38.27472527472527
2022-12-18,24.92307692307692
2022-12-19,64.08791208791209
2022-12-20,65.86813186813187
2022-12-21,61.417582417582416
2022-12-22,57.857142857142854
2022-12-23,53.4065934065934
2022-12-24,21.36263736263736
2022-12-25,19.58241758241758
2022-12-26,54.29670329670329
2022-12-27,79.21978021978022
2022-12-28,81.89010989010988
2022-12-29,82.78021978021978
2022-12-30,79.21978021978022
2022-12-31,36.49450549450549
2023-01-01,27.59340659340659
2023-01-02,69.42857142857143
2023-01-03,81.0
2023-01-04,72.98901098901098
2023-01-05,75.65934065934066
2023-01-06,77.43956043956044
2023-01-07,48.065934065934066
2023-01-08,33.824175824175825
2023-01-09,72.98901098901098
2023-01-10,73.87912087912088
2023-01-11,73.87912087912088
2023-01-12,70.31868131868131
2023-01-13,72.98901098901098
2023-01-14,45.395604395604394
2023-01-15,32.043956043956044
2023-01-16,59.637362637362635
2023-01-17,76.54945054945054
2023-01-18,73.87912087912088
2023-01-19,68.53846153846153
2023-01-20,73.87912087912088
2023-01-21,48.065934065934066
2023-01-22,32.043956043956044
2023-01-23,75.65934065934066
2023-01-24,75.65934065934066
2023-01-25,66.75824175824175
2023-01-26,68.53846153846153
2023-01-27,72.0989010989011
2023-01-28,46.285714285714285
2023-01-29,30.263736263736263
2023-01-30,73.87912087912088
2023-01-31,72.0989010989011
2023-02-01,70.31868131868131
2023-02-02,71.20879120879121
2023-02-03,71.20879120879121
2023-02-04,48.065934065934066
2023-02-05,35.604395604395606
2023-02-06,73.87912087912088
2023-02-07,72.98901098901098
2023-02-08,68.53846153846153
2023-02-09,65.86813186813187
2023-02-10,69.42857142857143
2023-02-11,48.065934065934066
2023-02-12,30.263736263736263
2023-02-13,67.64835164835165
2023-02-14,65.86813186813187
2023-02-15,67.64835164835165
2023-02-16,68.53846153846153
2023-02-17,75.65934065934066
2023-02-18,49.84615384615384
2023-02-19,35.604395604395606
2023-02-20,68.53846153846153
2023-02-21,83.67032967032966
2023-02-22,80.1098901098901
2023-02-23,75.65934065934066
2023-02-24,80.1098901098901
2023-02-25,51.62637362637362
2023-02-26,37.38461538461538
2023-02-27,84.56043956043956
2023-02-28,84.56043956043956
2023-03-01,79.21978021978022
2023-03-02,76.54945054945054
2023-03-03,80.1098901098901
2023-03-04,50.73626373626373
2023-03-05,38.27472527472527
2023-03-06,82.78021978021978
2023-03-07,80.1098901098901
2023-03-08,76.54945054945054
2023-03-09,73.87912087912088
2023-03-10,78.32967032967032
2023-03-11,49.84615384615384
2023-03-12,36.49450549450549
2023-03-13,79.21978021978022
2023-03-14,76.54945054945054
2023-03-15,73.87912087912088
2023-03-16,73.87912087912088
2023-03-17,77.43956043956044
2023-03-18,47.175824175824175
2023-03-19,34.714285714285715
2023-03-20,82.78021978021978
2023-03-21,79.21978021978022
2023-03-22,73.87912087912088
2023-03-23,73.87912087912088
2023-03-24,76.54945054945054
2023-03-25,48.956043956043956
2023-03-26,36.49450549450549
2023-03-27,82.78021978021978
2023-03-28,78.32967032967032
2023-03-29,76.54945054945054
2023-03-30,77.43956043956044
2023-03-31,80.1098901098901
2023-04-01,48.956043956043956
2023-04-02,36.49450549450549
2023-04-03,88.12087912087911
2023-04-04,80.1098901098901
2023-04-05,75.65934065934066
2023-04-06,78.32967032967032
2023-04-07,83.67032967032966
2023-04-08,46.285714285714285
2023-04-09,32.934065934065934
2023-04-10,89.01098901098901
2023-04-11,77.43956043956044
2023-04-12,76.54945054945054
2023-04-13,76.54945054945054
2023-04-14,77.43956043956044
2023-04-15,47.175824175824175
2023-04-16,34.714285714285715
2023-04-17,79.21978021978022
2023-04-18,76.54945054945054
2023-04-19,72.98901098901098
2023-04-20,71.20879120879121
2023-04-21,74.76923076923076
2023-04-22,46.285714285714285
2023-04-23,32.043956043956044
2023-04-24,77.43956043956044
2023-04-25,73.87912087912088
2023-04-26,70.4647613438673
2023-04-27,70.4647613438673
2023-04-28,71.39345218871028
2023-04-29,48.214762022368845
2023-04-30,32.9106535598262
2023-05-01,82.49916137209297
2023-05-02,78.33934304766609
2023-05-03,72.32214303355326
2023-05-04,70.4647613438673
2023-05-05,72.76719797860821
2023-05-06,47.731126122580804
2023-05-07,33.83934440466918
2023-05-08,85.2852339066219
2023-05-09,76.48196135798013
2023-05-10,71.83850713376523
2023-05-11,70.90981628892224
2023-05-12,74.62457966829416
2023-05-13,44.499998642996914
2023-05-14,29.679526080242308
2023-05-15,82.49916137209297
2023-05-16,77.41065220282312
2023-05-17,75.55327051313715
2023-05-18,69.53607049902432
2023-05-19,75.55327051313715
2023-05-20,45.4286894878399
2023-05-21,34.76803524951216
2023-05-22,82.982797271881
2023-05-23,80.641779682407
2023-05-24,80.19672473735206
2023-05-25,79.26803389250907
2023-05-26,84.1526465631183
2023-05-27,45.4617745800754
2023-05-28,29.985425786858244
2023-05-29,43.52723098092326
2023-05-30,89.95627736057473
2023-05-31,86.08719016227045
2023-06-01,82.21810296396615
2023-06-02,86.08719016227045
2023-06-03,52.23267717710791
2023-06-04,39.658143782618964
2023-06-05,91.89082095972687
2023-06-06,87.05446196184651
2023-06-07,84.1526465631183
2023-06-08,80.28355936481401
2023-06-09,84.1526465631183
2023-06-10,47.39631817922754
2023-06-11,36.75632838389075
2023-06-12,89.95627736057473
2023-06-13,82.21810296396615
2023-06-14,83.18537476354223
2023-06-15,83.18537476354223
2023-06-16,91.89082095972687
2023-06-17,53.19994897668398
2023-06-18,36.75632838389075
2023-06-19,88.98900556099865
2023-06-20,89.95627736057473
2023-06-21,86.08719016227045
2023-06-22,82.21810296396615
2023-06-23,85.11991836269436
2023-06-24,50.29813357795576
2023-06-25,39.658143782618964
2023-06-26,96.72717995760723
2023-06-27,92.85809275930295
2023-06-28,85.11991836269436
2023-06-29,85.11991836269436
2023-06-30,89.95627736057473
2023-07-01,53.19994897668398
2023-07-02,41.592687381771114
2023-07-03,96.72717995760723
2023-07-04,42.55995918134718
2023-07-05,88.02173376142258
2023-07-06,90.9235491601508
2023-07-07,92.85809275930295
2023-07-08,54.16722077626005
2023-07-09,37.72360018346682
2023-07-10,96.72717995760723
2023-07-11,89.95627736057473
2023-07-12,82.21810296396615
2023-07-13,81.25083116439008
2023-07-14,85.11991836269436
2023-07-15,47.39631817922754
2023-07-16,36.75632838389075
2023-07-17,94.79263635845508
2023-07-18,86.08719016227045
2023-07-19,81.25083116439008
2023-07-20,81.25083116439008
2023-07-21,82.21810296396615
2023-07-22,47.39631817922754
2023-07-23,34.821784784738604
2023-07-24,90.9235491601508
2023-07-25,88.02173376142258
2023-07-26,81.25083116439008
2023-07-27,79.31628756523793
2023-07-28,87.05446196184651
2023-07-29,53.19994897668398
2023-07-30,36.75632838389075
2023-07-31,92.85809275930295
2023-08-01,88.98900556099865
2023-08-02,85.11991836269436
2023-08-03,87.05446196184651
2023-08-04,85.11991836269436
2023-08-05,48.36358997880362
2023-08-06,38.690871983042896
2023-08-07,92.85809275930295
2023-08-08,89.95627736057473
2023-08-09,86.08719016227045
2023-08-10,78.34901576566186
2023-08-11,88.98900556099865
2023-08-12,48.36358997880362
2023-08-13,36.75632838389075
2023-08-14,87.05446196184651
2023-08-15,84.1526465631183
2023-08-16,81.25083116439008
2023-08-17,80.28355936481401
2023-08-18,83.18537476354223
2023-08-19,45.4617745800754
2023-08-20,32.88724118558646
2023-08-21,85.11991836269436
2023-08-22,74.47992856735758
2023-08-23,78.34901576566186
2023-08-24,73.5126567677815
2023-08-25,78.34901576566186
2023-08-26,45.4617745800754
2023-08-27,33.85451298516253
2023-08-28,79.31628756523793
2023-08-29,78.34901576566186
2023-08-30,72.54538496820543
2023-08-31,78.34901576566186
2023-09-01,81.25083116439008
2023-09-02,44.494502780499325
2023-09-03,29.985425786858244
2023-09-04,43.52723098092326
2023-09-05,86.08719016227045
2023-09-06,81.25083116439008
2023-09-07,75.44720036693364
2023-09-08,75.44720036693364
2023-09-09,44.494502780499325
2023-09-10,31.919969386010386
2023-09-11,79.31628756523793
2023-09-12,80.28355936481401
2023-09-13,68.67629776990114
2023-09-14,71.57811316862936
2023-09-15,72.54538496820543
2023-09-16,45.4617745800754
2023-09-17,29.985425786858244
2023-09-18,74.47992856735758
2023-09-19,72.54538496820543
2023-09-20,69.64356956947721
2023-09-21,68.67629776990114
2023-09-22,68.67629776990114
2023-09-23,43.52723098092326
2023-09-24,31.919969386010386
2023-09-25,79.31628756523793
2023-09-26,70.61084136905328
2023-09-27,67.70902597032506
2023-09-28,67.70902597032506
2023-09-29,72.54538496820543
2023-09-30,45.4617745800754
2023-10-01,34.821784784738604
2023-10-02,79.31628756523793
2023-10-03,71.57811316862936
2023-10-04,68.67629776990114
2023-10-05,68.67629776990114
2023-10-06,70.61084136905328
2023-10-07,43.52723098092326
2023-10-08,33.85451298516253
2023-10-09,73.5126567677815
2023-10-10,72.54538496820543
2023-10-11,67.70902597032506
2023-10-12,67.70902597032506
2023-10-13,67.70902597032506
2023-10-14,38.690871983042896
2023-10-15,33.85451298516253
2023-10-16,72.54538496820543
2023-10-17,66.74175417074899
2023-10-18,62.872666972444705
2023-10-19,63.83993877202077
2023-10-20,66.74175417074899
2023-10-21,39.658143782618964
2023-10-22,28.050882187706097
2023-10-23,73.5126567677815
2023-10-24,70.61084136905328
2023-10-25,64.80721057159684
2023-10-26,61.90539517286863
2023-10-27,63.83993877202077
2023-10-28,36.75632838389075
2023-10-29,25.14906678897788
2023-10-30,68.67629776990114
2023-10-31,64.80721057159684
2023-11-01,65.77448237117292
2023-11-02,62.872666972444705
2023-11-03,68.67629776990114
2023-11-04,42.55995918134718
2023-11-05,30.952697586434315
2023-11-06,76.41447216650971
2023-11-07,72.54538496820543
2023-11-08,66.74175417074899
2023-11-09,64.80721057159684
2023-11-10,70.61084136905328
2023-11-11,38.690871983042896
2023-11-12,28.050882187706097
2023-11-13,73.5126567677815
2023-11-14,68.67629776990114
2023-11-15,64.80721057159684
2023-11-16,62.872666972444705
2023-11-17,66.74175417074899
2023-11-18,39.658143782618964
2023-11-19,27.083610388130026
2023-11-20,71.57811316862936
2023-11-21,68.67629776990114
2023-11-22,66.74175417074899
2023-11-23,24.18179498940181
2023-11-24,51.265405377531835
2023-11-25,33.85451298516253
2023-11-26,26.116338588553955
2023-11-27,73.5126567677815
2023-11-28,65.77448237117292
2023-11-29,65.77448237117292
2023-11-30,61.90539517286863
2023-12-01,66.74175417074899
2023-12-02,42.55995918134718
2023-12-03,26.116338588553955
2023-12-04,64.80721057159684
2023-12-05,62.872666972444705
2023-12-06,59.00357977414041
2023-12-07,59.00357977414041
2023-12-08,61.90539517286863
2023-12-09,37.72360018346682
2023-12-10,25.14906678897788
2023-12-11,63.83993877202077
2023-12-12,61.90539517286863
2023-12-13,59.97085157371649
2023-12-14,58.03630797456434
2023-12-15,60.938123373292555
2023-12-16,35.78905658431468
2023-12-17,26.116338588553955
2023-12-18,65.77448237117292
2023-12-19,60.938123373292555
2023-12-20,62.872666972444705
2023-12-21,61.90539517286863
2023-12-22,65.15266478573116
2023-12-23,31.83831657176046
2023-12-24,21.556342961981038
2023-12-25,22.039978861769075
2023-12-26,74.45480462451144
2023-12-27,79.35397347950712
2023-12-28,75.43463839551058
2023-12-29,83.27330856350369
2023-12-30,42.61648805275098
2023-12-31,25.95931394576563
2024-01-01,34.77781788475787
2024-01-02,86.2128098765011
2024-01-03,86.2128098765011
2024-01-04,76.41447216650971
2024-01-05,76.41447216650971
2024-01-06,45.55598936574839
2024-01-07,30.858482800761323
2024-01-08,75.43463839551058
2024-01-09,68.09216609872857
2024-01-10,66.1324985567303
2024-01-11,67.59596822751746
2024-01-12,71.51530331151403
2024-01-13,41.636654281751845
2024-01-14,28.898815258763044
2024-01-15,51.434991991743225
2024-01-16,69.55563576951575
2024-01-17,69.0719998697277
2024-01-18,66.61613445651832
2024-01-19,70.05183364072684
2024-01-20,43.59632182375012
2024-01-21,29.771872272666123
2024-01-22,71.45249345439869
2024-01-23,67.48291048470988
2024-01-24,66.49051474228767
2024-01-25,64.50572325744326
2024-01-26,67.48291048470988
2024-01-27,44.65780840899918
2024-01-28,29.771872272666123
2024-01-29,72.4448891968209
2024-01-30,73.4372849392431
2024-01-31,72.4448891968209
2024-02-01,66.49051474228767
2024-02-02,70.46009771197649
2024-02-03,45.650204151421384
2024-02-04,33.74145524235494
2024-02-05,71.45249345439869
2024-02-06,69.46770196955428
2024-02-07,64.50572325744326
2024-02-08,64.50572325744326
2024-02-09,67.48291048470988
2024-02-10,48.627391378688
2024-02-11,28.77947653024392
2024-02-12,61.52853603017665
2024-02-13,66.49051474228767
2024-02-14,58.55134880291004
2024-02-15,65.49811899986547
2024-02-16,73.4372849392431
2024-02-17,46.64259989384359
2024-02-18,33.74145524235494
2024-02-19,65.49811899986547
2024-02-20,79.39165939377632
2024-02-21,75.4220764240875
2024-02-22,74.4296806816653
2024-02-23,78.39926365135412
2024-02-24,49.61978712111021
2024-02-25,36.71864246962155
2024-02-26,83.36124236346514
2024-02-27,75.4220764240875
2024-02-28,71.45249345439869
2024-02-29,71.45249345439869
2024-03-01,79.39165939377632
2024-03-02,51.604578605954615
2024-03-03,37.71103821204375
2024-03-04,83.36124236346514
2024-03-05,75.4220764240875
2024-03-06,72.4448891968209
2024-03-07,67.48291048470988
2024-03-08,74.4296806816653
2024-03-09,47.6349956362658
2024-03-10,34.73385098477714
2024-03-11,80.38405513619853
2024-03-12,74.4296806816653
2024-03-13,74.4296806816653
2024-03-14,71.45249345439869
2024-03-15,76.41447216650971
2024-03-16,48.627391378688
2024-03-17,35.726246727199346
2024-03-18,80.38405513619853
2024-03-19,74.4296806816653
2024-03-20,74.4296806816653
2024-03-21,72.4448891968209
2024-03-22,74.4296806816653
2024-03-23,44.65780840899918
2024-03-24,35.726246727199346
2024-03-25,78.39926365135412
2024-03-26,73.4372849392431
2024-03-27,73.4372849392431
2024-03-28,77.40686790893191
2024-03-29,78.39926365135412
2024-03-30,43.66541266657698
2024-03-31,32.749059499932734
2024-04-01,90.30801256042056
2024-04-02,79.39165939377632
2024-04-03,74.4296806816653
2024-04-04,73.4372849392431
2024-04-05,73.4372849392431
2024-04-06,44.65780840899918
2024-04-07,33.74145524235494
2024-04-08,69.46770196955428
2024-04-09,70.46009771197649
2024-04-10,72.4448891968209
2024-04-11,70.46009771197649
2024-04-12,73.4372849392431
2024-04-13,45.650204151421384
2024-04-14,35.726246727199346
2024-04-15,78.39926365135412
2024-04-16,72.4448891968209
2024-04-17,67.48291048470988
2024-04-18,67.48291048470988
2024-04-19,68.47530622713208
2024-04-20,42.67301692415477
2024-04-21,31.75666375751053
2024-04-22,76.41447216650971
2024-04-23,71.45249345439869
2024-04-24,69.46770196955428
2024-04-25,66.49051474228767
2024-04-26,69.46770196955428
2024-04-27,39.69582969688816
2024-04-28,31.75666375751053
2024-04-29,81.37645087862073
2024-04-30,76.41447216650971
2024-05-01,67.48291048470988
2024-05-02,71.45249345439869
2024-05-03,71.45249345439869
2024-05-04,43.66541266657698
2024-05-05,33.74145524235494
2024-05-06,76.41447216650971
2024-05-07,72.4448891968209
2024-05-08,72.4448891968209
2024-05-09,70.46009771197649
2024-05-10,69.46770196955428
2024-05-11,41.68062118173257
2024-05-12,28.77947653024392
2024-05-13,73.4372849392431
2024-05-14,69.46770196955428
2024-05-15,68.47530622713208
2024-05-16,68.47530622713208
2024-05-17,68.47530622713208
2024-05-18,45.650204151421384
2024-05-19,35.726246727199346
2024-05-20,81.37645087862073
2024-05-21,75.4220764240875
2024-05-22,72.4448891968209
2024-05-23,70.46009771197649
2024-05-24,80.38405513619853
2024-05-25,42.67301692415477
2024-05-26,27.787080787821715
2024-05-27,43.66541266657698
2024-05-28,89.31561681799836
2024-05-29,80.38405513619853
2024-05-30,80.38405513619853
2024-05-31,85.34603384830955
2024-06-01,50.61218286353241
2024-06-02,38.70343395446596
2024-06-03,90.30801256042056
2024-06-04,82.36884662104293
2024-06-05,83.36124236346514
2024-06-06,80.38405513619853
2024-06-07,83.36124236346514
2024-06-08,48.627391378688
2024-06-09,34.73385098477714
2024-06-10,90.30801256042056
2024-06-11,82.36884662104293
2024-06-12,78.39926365135412
2024-06-13,79.39165939377632
2024-06-14,82.36884662104293
2024-06-15,45.650204151421384
2024-06-16,32.749059499932734
2024-06-17,87.33082533315395
2024-06-18,86.33842959073175
2024-06-19,83.36124236346514
2024-06-20,79.39165939377632
2024-06-21,86.33842959073175
2024-06-22,48.627391378688
2024-06-23,35.726246727199346
2024-06-24,93.28519978768718
2024-06-25,87.33082533315395
2024-06-26,81.37645087862073
2024-06-27,81.37645087862073
2024-06-28,91.30040830284277
2024-06-29,49.61978712111021
2024-06-30,38.70343395446596
2024-07-01,99.23957424222041
2024-07-02,96.2623870149538
2024-07-03,86.33842959073175
2024-07-04,46.64259989384359
2024-07-05,90.30801256042056
2024-07-06,45.650204151421384
2024-07-07,39.69582969688816
2024-07-08,93.28519978768718
2024-07-09,91.30040830284277
2024-07-10,86.33842959073175
2024-07-11,80.38405513619853
2024-07-12,79.39165939377632
2024-07-13,47.6349956362658
2024-07-14,33.74145524235494
2024-07-15,86.33842959073175
2024-07-16,83.36124236346514
2024-07-17,80.38405513619853
2024-07-18,78.39926365135412
2024-07-19,90.30801256042056
2024-07-20,48.627391378688
2024-07-21,37.71103821204375
2024-07-22,94.27759553010938
2024-07-23,85.34603384830955
2024-07-24,82.36884662104293
2024-07-25,80.38405513619853
2024-07-26,85.34603384830955
2024-07-27,44.65780840899918
2024-07-28,35.726246727199346
2024-07-29,87.33082533315395
2024-07-30,85.34603384830955
2024-07-31,82.36884662104293
2024-08-01,84.35363810588734
2024-08-02,88.32322107557616
2024-08-03,46.64259989384359
2024-08-04,37.71103821204375
2024-08-05,85.34603384830955
2024-08-06,85.34603384830955
2024-08-07,84.35363810588734
2024-08-08,77.40686790893191
2024-08-09,80.38405513619853
2024-08-10,49.61978712111021
2024-08-11,38.70343395446596
2024-08-12,93.28519978768718
2024-08-13,87.33082533315395
2024-08-14,85.34603384830955
2024-08-15,80.38405513619853
2024-08-16,81.37645087862073
2024-08-17,51.604578605954615
2024-08-18,38.391635292145075
2024-08-19,88.22542149515607
2024-08-20,88.22542149515607
2024-08-21,76.28707271307906
2024-08-22,77.3272682504305
2024-08-23,78.36746378778194
2024-08-24,49.833786203011
2024-08-25,37.89543742093397
2024-08-26,86.14503042045318
2024-08-27,80.44785486248483
2024-08-28,77.3272682504305
2024-08-29,76.28707271307906
2024-08-30,87.72922362394496
2024-08-31,45.67300405360521
2024-09-01,32.69445973417673
2024-09-02,42.05621957033976
2024-09-03,82.52824593718773
2024-09-04,79.40765932513338
2024-09-05,76.28707271307906
2024-09-06,75.79087484186795
2024-09-07,46.169201924816306
2024-09-08,32.69445973417673
2024-09-09,80.44785486248483
2024-09-10,71.63009269246216
2024-09-11,67.46931054305637
2024-09-12,71.63009269246216
2024-09-13,72.67028822981361
2024-09-14,44.63280851625376
2024-09-15,30.61406865947384
2024-09-16,79.40765932513338
2024-09-17,72.89568726280632
2024-09-18,69.63170126596424
2024-09-19,67.45571060140286
2024-09-20,71.80769193052562
2024-09-21,44.60780862350834
2024-09-22,32.63985996842074
2024-09-23,72.89568726280632
2024-09-24,68.54370593368355
