Time,weather
2023-04-26,58
2023-04-27,56
2023-04-28,59
2023-04-29,62
2023-04-30,61
2023-05-01,50
2023-05-02,49
2023-05-03,49
2023-05-04,53
2023-05-05,52
2023-05-06,56
2023-05-07,59
2023-05-08,54
2023-05-09,49
2023-05-10,50
2023-05-11,50
2023-05-12,56
2023-05-13,65
2023-05-14,52
2023-05-15,51
2023-05-16,52
2023-05-17,47
2023-05-18,50
2023-05-19,56
2023-05-20,59
2023-05-21,46
2023-05-22,42
2023-05-23,44
2023-05-24,46
2023-05-25,43
2023-05-26,43
2023-05-27,48
2023-05-28,48
2023-05-29,45
2023-05-30,41
2023-05-31,42
2023-06-01,44
2023-06-02,49
2023-06-03,53
2023-06-04,55
2023-06-05,43
2023-06-06,48
2023-06-07,47
2023-06-08,49
2023-06-09,45
2023-06-10,55
2023-06-11,61
2023-06-12,58
2023-06-13,52
2023-06-14,55
2023-06-15,53
2023-06-16,62
2023-06-17,57
2023-06-18,56
2023-06-19,55
2023-06-20,53
2023-06-21,54
2023-06-22,55
2023-06-23,59
2023-06-24,60
2023-06-25,72
2023-06-26,63
2023-06-27,57
2023-06-28,47
2023-06-29,52
2023-06-30,53
2023-07-01,66
2023-07-02,70
2023-07-03,63
2023-07-04,65
2023-07-05,56
2023-07-06,54
2023-07-07,53
2023-07-08,64
2023-07-09,62
2023-07-10,51
2023-07-11,46
2023-07-12,48
2023-07-13,53
2023-07-14,67
2023-07-15,69
2023-07-16,64
2023-07-17,51
2023-07-18,50
2023-07-19,53
2023-07-20,50
2023-07-21,52
2023-07-22,48
2023-07-23,50
2023-07-24,46
2023-07-25,48
2023-07-26,48
2023-07-27,52
2023-07-28,57
2023-07-29,67
2023-07-30,45
2023-07-31,42
2023-08-01,37
2023-08-02,38
2023-08-03,45
2023-08-04,48
2023-08-05,49
2023-08-06,57
2023-08-07,64
2023-08-08,47
2023-08-09,45
2023-08-10,54
2023-08-11,47
2023-08-12,53
2023-08-13,52
2023-08-14,53
2023-08-15,54
2023-08-16,44
2023-08-17,51
2023-08-18,50
2023-08-19,55
2023-08-20,68
2023-08-21,56
2023-08-22,47
2023-08-23,46
2023-08-24,53
2023-08-25,54
2023-08-26,49
2023-08-27,51
2023-08-28,55
2023-08-29,59
2023-08-30,66
2023-08-31,42
2023-09-01,41
2023-09-02,43
2023-09-03,42
2023-09-04,40
2023-09-05,39
2023-09-06,42
2023-09-07,45
2023-09-08,50
2023-09-09,55
2023-09-10,52
2023-09-11,52
2023-09-12,46
2023-09-13,45
2023-09-14,41
2023-09-15,44
2023-09-16,51
2023-09-17,45
2023-09-18,43
2023-09-19,38
2023-09-20,40
2023-09-21,43
2023-09-22,48
2023-09-23,56
2023-09-24,49
2023-09-25,47
2023-09-26,44
2023-09-27,40
2023-09-28,40
2023-09-29,45
2023-09-30,40
2023-10-01,34
2023-10-02,32
2023-10-03,37
2023-10-04,44
2023-10-05,48
2023-10-06,50
2023-10-07,51
2023-10-08,43
2023-10-09,44
2023-10-10,41
2023-10-11,48
2023-10-12,47
2023-10-13,46
2023-10-14,49
2023-10-15,43
2023-10-16,40
2023-10-17,36
2023-10-18,36
2023-10-19,40
2023-10-20,45
2023-10-21,41
2023-10-22,41
2023-10-23,44
2023-10-24,43
2023-10-25,45
2023-10-26,44
2023-10-27,45
2023-10-28,48
2023-10-29,50
2023-10-30,50
2023-10-31,47
2023-11-01,44
2023-11-02,38
2023-11-03,38
2023-11-04,40
2023-11-05,37
2023-11-06,38
2023-11-07,38
2023-11-08,39
2023-11-09,46
2023-11-10,45
2023-11-11,40
2023-11-12,40
2023-11-13,38
2023-11-14,38
2023-11-15,45
2023-11-16,45
2023-11-17,44
2023-11-18,46
2023-11-19,42
2023-11-20,45
2023-11-21,46
2023-11-22,41
2023-11-23,35
2023-11-24,40
2023-11-25,43
2023-11-26,52
2023-11-27,42
2023-11-28,43
2023-11-29,42
2023-11-30,46
2023-12-01,47
2023-12-02,44
2023-12-03,43
2023-12-04,37
2023-12-05,36
2023-12-06,37
2023-12-07,38
2023-12-08,36
2023-12-09,48
2023-12-10,57
2023-12-11,43
2023-12-12,33
2023-12-13,33
2023-12-14,36
2023-12-15,39
2023-12-16,46
2023-12-17,53
2023-12-18,53
2023-12-19,43
2023-12-20,43
2023-12-21,40
2023-12-22,44
2023-12-23,44
2023-12-24,44
2023-12-25,47
2023-12-26,48
2023-12-27,46
2023-12-28,44
2023-12-29,43
2023-12-30,44
2023-12-31,38
2024-01-01,39
2024-01-02,43
2024-01-03,49
2024-01-04,49
2024-01-05,55
2024-01-06,71
2024-01-07,61
2024-01-08,73
2024-01-09,100
2024-01-10,69
2024-01-11,71
2024-01-12,93
2024-01-13,89
2024-01-14,92
2024-01-15,98
2024-01-16,97
2024-01-17,78
2024-01-18,75
2024-01-19,77
2024-01-20,64
