Time,ezra_miller
2022-06-19,59.0
2022-06-20,50.0
2022-06-21,34.0
2022-06-22,21.0
2022-06-23,42.0
2022-06-24,68.0
2022-06-25,37.0
2022-06-26,30.0
2022-06-27,27.0
2022-06-28,18.0
2022-06-29,13.0
2022-06-30,15.0
2022-07-01,24.0
2022-07-02,19.0
2022-07-03,23.0
2022-07-04,21.0
2022-07-05,18.0
2022-07-06,21.0
2022-07-07,20.0
2022-07-08,13.0
2022-07-09,12.0
2022-07-10,12.0
2022-07-11,9.0
2022-07-12,7.0
2022-07-13,8.0
2022-07-14,8.0
2022-07-15,6.0
2022-07-16,7.0
2022-07-17,5.0
2022-07-18,5.0
2022-07-19,5.0
2022-07-20,5.0
2022-07-21,3.0
2022-07-22,4.0
2022-07-23,5.0
2022-07-24,7.0
2022-07-25,6.0
2022-07-26,5.0
2022-07-27,4.0
2022-07-28,4.0
2022-07-29,5.0
2022-07-30,5.0
2022-07-31,5.0
2022-08-01,5.0
2022-08-02,6.0
2022-08-03,10.0
2022-08-04,16.0
2022-08-05,27.0
2022-08-06,19.0
2022-08-07,11.0
2022-08-08,23.0
2022-08-09,66.0
2022-08-10,30.0
2022-08-11,57.0
2022-08-12,38.0
2022-08-13,29.0
2022-08-14,19.0
2022-08-15,13.0
2022-08-16,36.0
2022-08-17,24.0
2022-08-18,18.0
2022-08-19,9.0
2022-08-20,9.0
2022-08-21,9.0
2022-08-22,6.0
2022-08-23,6.0
2022-08-24,6.0
2022-08-25,4.0
2022-08-26,4.0
2022-08-27,9.0
2022-08-28,8.0
2022-08-29,5.75
2022-08-30,4.75
2022-08-31,4.75
2022-09-01,3.75
2022-09-02,3.75
2022-09-03,3.25
2022-09-04,3.0
2022-09-05,3.75
2022-09-06,3.0
2022-09-07,2.75
2022-09-08,2.0
2022-09-09,3.25
2022-09-10,2.75
2022-09-11,2.25
2022-09-12,2.0
2022-09-13,2.0
2022-09-14,2.0
2022-09-15,2.0
2022-09-16,2.25
2022-09-17,2.75
2022-09-18,6.25
2022-09-19,15.75
2022-09-20,9.0
2022-09-21,7.0
2022-09-22,3.75
2022-09-23,3.25
2022-09-24,3.25
2022-09-25,5.0
2022-09-26,4.25
2022-09-27,4.75
2022-09-28,4.5
2022-09-29,2.5
2022-09-30,2.5
2022-10-01,2.0
2022-10-02,3.0
2022-10-03,3.0
2022-10-04,2.0
2022-10-05,1.5
2022-10-06,2.0
2022-10-07,3.0
2022-10-08,5.5
2022-10-09,4.5
2022-10-10,3.0
2022-10-11,2.0
2022-10-12,2.0
2022-10-13,2.5
2022-10-14,6.5
2022-10-15,8.5
2022-10-16,5.0
2022-10-17,14.0
2022-10-18,22.5
2022-10-19,14.0
2022-10-20,5.5
2022-10-21,4.5
2022-10-22,5.0
2022-10-23,4.5
2022-10-24,3.0
2022-10-25,3.0
2022-10-26,3.0
2022-10-27,2.5
2022-10-28,2.5
2022-10-29,2.5
2022-10-30,2.5
2022-10-31,2.0
2022-11-01,1.5
2022-11-02,1.5
2022-11-03,1.5
2022-11-04,1.5
2022-11-05,1.5
2022-11-06,2.0
2022-11-07,1.5
2022-11-08,1.5
2022-11-09,2.0
2022-11-10,1.0
2022-11-11,2.0
2022-11-12,2.5
2022-11-13,2.5
2022-11-14,2.0
2022-11-15,1.5
2022-11-16,1.5
2022-11-17,1.5
2022-11-18,1.0
2022-11-19,1.5
2022-11-20,2.0
2022-11-21,1.5
2022-11-22,2.0
2022-11-23,1.5
2022-11-24,1.5
2022-11-25,1.5
2022-11-26,1.5
2022-11-27,1.5
2022-11-28,1.5
2022-11-29,1.5
2022-11-30,1.5
2022-12-01,1.0
2022-12-02,1.0
2022-12-03,1.5
2022-12-04,1.5
2022-12-05,1.5
2022-12-06,1.5
2022-12-07,1.5
2022-12-08,1.5
2022-12-09,1.5
2022-12-10,1.5
2022-12-11,2.0
2022-12-12,3.5
2022-12-13,1.5
2022-12-14,1.0
2022-12-15,2.5
2022-12-16,2.0
2022-12-17,3.5
2022-12-18,4.0
2022-12-19,2.5
2022-12-20,2.5
2022-12-21,2.5
2022-12-22,2.0
2022-12-23,2.5
2022-12-24,2.5
2022-12-25,2.5
2022-12-26,2.5
2022-12-27,2.0
2022-12-28,1.5
2022-12-29,1.5
2022-12-30,2.0
2022-12-31,2.0
2023-01-01,2.5
2023-01-02,2.0
2023-01-03,2.0
2023-01-04,2.5
2023-01-05,6.0
2023-01-06,4.5
2023-01-07,3.0
2023-01-08,3.0
2023-01-09,2.0
2023-01-10,1.5
2023-01-11,3.0
2023-01-12,4.5
2023-01-13,5.5
2023-01-14,6.5
2023-01-15,4.0
2023-01-16,3.0
2023-01-17,2.0
2023-01-18,2.0
2023-01-19,2.5
2023-01-20,2.0
2023-01-21,2.5
2023-01-22,2.0
2023-01-23,1.5
2023-01-24,2.0
2023-01-25,2.0
2023-01-26,1.5
2023-01-27,1.5
2023-01-28,2.0
2023-01-29,2.5
2023-01-30,2.0
2023-01-31,3.5
2023-02-01,4.0
2023-02-02,3.0
2023-02-03,2.0
2023-02-04,3.0
2023-02-05,2.0
2023-02-06,1.5
2023-02-07,1.5
2023-02-08,1.5
2023-02-09,1.0
2023-02-10,3.0
2023-02-11,5.0
2023-02-12,3.5
2023-02-13,50.0
2023-02-14,36.0
2023-02-15,20.5
2023-02-16,10.5
2023-02-17,8.0
2023-02-18,6.5
2023-02-19,8.0
2023-02-20,6.5
2023-02-21,3.5
2023-02-22,3.0
2023-02-23,3.0
2023-02-24,3.0
2023-02-25,3.0
2023-02-26,2.5
2023-02-27,2.5
2023-02-28,2.0
2023-03-01,2.0
2023-03-02,2.0
2023-03-03,2.5
2023-03-04,2.5
2023-03-05,2.0
2023-03-06,1.5
2023-03-07,1.0
2023-03-08,1.5
2023-03-09,1.5
2023-03-10,1.5
2023-03-11,2.5
2023-03-12,2.5
2023-03-13,2.0
2023-03-14,1.5
2023-03-15,1.0
2023-03-16,1.5
2023-03-17,2.0
2023-03-18,2.5
2023-03-19,2.5
2023-03-20,2.0
2023-03-21,2.0
2023-03-22,1.5
2023-03-23,1.5
2023-03-24,2.5
2023-03-25,2.5
2023-03-26,7.0
2023-03-27,3.0
2023-03-28,2.0
2023-03-29,2.0
2023-03-30,2.0
2023-03-31,2.0
2023-04-01,2.5
2023-04-02,2.5
2023-04-03,2.0
2023-04-04,3.0
2023-04-05,3.0
2023-04-06,2.0
2023-04-07,2.5
2023-04-08,2.5
2023-04-09,2.5
2023-04-10,2.5
2023-04-11,2.0
2023-04-12,1.5
2023-04-13,2.0
2023-04-14,1.5
2023-04-15,2.0
2023-04-16,2.5
2023-04-17,1.5
2023-04-18,3.0
2023-04-19,3.5
2023-04-20,3.0
2023-04-21,2.0
2023-04-22,2.5
2023-04-23,3.5
2023-04-24,2.5
2023-04-25,4.0
2023-04-26,11.477272727272727
2023-04-27,8.545454545454545
2023-04-28,5.454545454545455
2023-04-29,6.0227272727272725
2023-04-30,5.045454545454545
2023-05-01,2.9318181818181817
2023-05-02,2.9318181818181817
2023-05-03,5.613636363636363
2023-05-04,8.954545454545453
2023-05-05,5.045454545454545
2023-05-06,5.454545454545455
2023-05-07,6.431818181818182
2023-05-08,4.068181818181818
2023-05-09,21.727272727272727
2023-05-10,16.113636363636363
2023-05-11,6.590909090909091
2023-05-12,3.5
2023-05-13,2.9318181818181817
2023-05-14,4.068181818181818
2023-05-15,4.068181818181818
2023-05-16,3.5
2023-05-17,3.340909090909091
2023-05-18,3.5
2023-05-19,3.090909090909091
2023-05-20,4.227272727272727
2023-05-21,4.477272727272727
2023-05-22,3.090909090909091
2023-05-23,3.5
2023-05-24,6.590909090909091
2023-05-25,4.477272727272727
2023-05-26,4.7727272727272725
2023-05-27,4.454545454545454
2023-05-28,7.954545454545454
2023-05-29,5.409090909090909
2023-05-30,9.545454545454545
2023-05-31,7.318181818181818
2023-06-01,5.090909090909091
2023-06-02,4.7727272727272725
2023-06-03,6.045454545454545
2023-06-04,9.227272727272727
2023-06-05,6.363636363636363
2023-06-06,5.7272727272727275
2023-06-07,6.681818181818182
2023-06-08,6.681818181818182
2023-06-09,5.409090909090909
2023-06-10,6.045454545454545
2023-06-11,6.681818181818182
2023-06-12,6.363636363636363
2023-06-13,26.40909090909091
2023-06-14,26.09090909090909
2023-06-15,16.545454545454547
2023-06-16,26.40909090909091
2023-06-17,27.68181818181818
2023-06-18,31.818181818181817
2023-06-19,31.5
2023-06-20,20.363636363636363
2023-06-21,14.636363636363637
2023-06-22,10.181818181818182
2023-06-23,9.227272727272727
2023-06-24,10.818181818181818
2023-06-25,13.045454545454545
2023-06-26,9.545454545454545
2023-06-27,9.545454545454545
2023-06-28,8.272727272727273
2023-06-29,7.636363636363637
2023-06-30,6.363636363636363
2023-07-01,14.318181818181818
2023-07-02,9.227272727272727
2023-07-03,6.363636363636363
2023-07-04,6.363636363636363
2023-07-05,4.7727272727272725
2023-07-06,4.136363636363637
2023-07-07,4.136363636363637
2023-07-08,4.136363636363637
2023-07-09,5.409090909090909
2023-07-10,7.0
2023-07-11,4.136363636363637
2023-07-12,3.8181818181818183
2023-07-13,3.1818181818181817
2023-07-14,3.1818181818181817
2023-07-15,3.1818181818181817
2023-07-16,3.5
2023-07-17,4.136363636363637
2023-07-18,5.090909090909091
2023-07-19,5.7272727272727275
2023-07-20,5.090909090909091
2023-07-21,4.136363636363637
2023-07-22,6.045454545454545
2023-07-23,6.363636363636363
2023-07-24,4.454545454545454
2023-07-25,4.136363636363637
2023-07-26,3.1818181818181817
2023-07-27,2.8636363636363638
2023-07-28,2.5454545454545454
2023-07-29,3.8181818181818183
2023-07-30,4.136363636363637
2023-07-31,2.8636363636363638
2023-08-01,2.8636363636363638
2023-08-02,2.5454545454545454
2023-08-03,2.5454545454545454
2023-08-04,1.9090909090909092
2023-08-05,2.8636363636363638
2023-08-06,3.1818181818181817
2023-08-07,1.9090909090909092
2023-08-08,1.5909090909090908
2023-08-09,1.5909090909090908
2023-08-10,1.9090909090909092
2023-08-11,1.5909090909090908
2023-08-12,1.9090909090909092
2023-08-13,2.8636363636363638
2023-08-14,1.5909090909090908
2023-08-15,1.5909090909090908
2023-08-16,1.9090909090909092
2023-08-17,1.9090909090909092
2023-08-18,1.9090909090909092
2023-08-19,1.9090909090909092
2023-08-20,1.9090909090909092
2023-08-21,2.5454545454545454
2023-08-22,1.9090909090909092
2023-08-23,1.5909090909090908
2023-08-24,1.5909090909090908
2023-08-25,3.5
2023-08-26,10.181818181818182
2023-08-27,14.318181818181818
2023-08-28,7.318181818181818
2023-08-29,5.409090909090909
2023-08-30,4.454545454545454
2023-08-31,4.136363636363637
2023-09-01,3.8181818181818183
2023-09-02,5.7272727272727275
2023-09-03,7.318181818181818
2023-09-04,6.681818181818182
2023-09-05,3.5
2023-09-06,2.8636363636363638
2023-09-07,2.5454545454545454
2023-09-08,2.227272727272727
2023-09-09,3.5
2023-09-10,3.5
2023-09-11,2.5454545454545454
2023-09-12,2.227272727272727
2023-09-13,2.227272727272727
2023-09-14,2.5454545454545454
2023-09-15,2.227272727272727
2023-09-16,3.5
2023-09-17,3.1818181818181817
2023-09-18,2.227272727272727
2023-09-19,1.5909090909090908
2023-09-20,1.9090909090909092
2023-09-21,1.5909090909090908
2023-09-22,1.5909090909090908
2023-09-23,2.5454545454545454
2023-09-24,2.5454545454545454
2023-09-25,1.9090909090909092
2023-09-26,1.9090909090909092
2023-09-27,1.5909090909090908
2023-09-28,2.227272727272727
2023-09-29,1.5909090909090908
2023-09-30,2.227272727272727
2023-10-01,2.227272727272727
2023-10-02,1.2727272727272727
2023-10-03,1.2727272727272727
2023-10-04,1.5909090909090908
2023-10-05,1.5909090909090908
2023-10-06,1.5909090909090908
2023-10-07,1.5909090909090908
2023-10-08,1.5909090909090908
2023-10-09,1.2727272727272727
2023-10-10,1.2727272727272727
2023-10-11,1.2727272727272727
2023-10-12,1.2727272727272727
2023-10-13,1.2727272727272727
2023-10-14,1.5909090909090908
2023-10-15,1.5909090909090908
2023-10-16,1.2727272727272727
2023-10-17,0.9545454545454546
2023-10-18,1.5909090909090908
2023-10-19,0.9545454545454546
2023-10-20,1.2727272727272727
2023-10-21,1.2727272727272727
2023-10-22,0.9545454545454546
2023-10-23,0.9545454545454546
2023-10-24,0.9545454545454546
2023-10-25,0.9545454545454546
2023-10-26,0.9545454545454546
2023-10-27,1.2727272727272727
2023-10-28,0.9545454545454546
2023-10-29,1.2727272727272727
2023-10-30,1.2727272727272727
2023-10-31,0.9545454545454546
2023-11-01,0.9545454545454546
2023-11-02,0.9545454545454546
2023-11-03,0.9545454545454546
2023-11-04,1.2727272727272727
2023-11-05,1.2727272727272727
2023-11-06,1.2727272727272727
2023-11-07,0.9545454545454546
2023-11-08,0.6363636363636364
2023-11-09,0.9545454545454546
2023-11-10,0.9545454545454546
2023-11-11,1.2727272727272727
2023-11-12,1.2727272727272727
2023-11-13,0.9545454545454546
2023-11-14,1.2727272727272727
2023-11-15,0.9545454545454546
2023-11-16,1.2727272727272727
2023-11-17,0.9545454545454546
2023-11-18,1.2727272727272727
2023-11-19,1.5909090909090908
2023-11-20,1.2727272727272727
2023-11-21,1.2727272727272727
2023-11-22,1.9090909090909092
2023-11-23,1.2727272727272727
2023-11-24,1.2727272727272727
2023-11-25,1.5909090909090908
2023-11-26,1.5909090909090908
2023-11-27,0.9545454545454546
2023-11-28,0.9545454545454546
2023-11-29,1.2727272727272727
2023-11-30,0.9545454545454546
2023-12-01,1.2727272727272727
2023-12-02,0.9545454545454546
2023-12-03,1.5909090909090908
2023-12-04,1.2727272727272727
2023-12-05,0.9545454545454546
2023-12-06,0.9545454545454546
2023-12-07,0.9545454545454546
2023-12-08,0.9545454545454546
2023-12-09,1.2727272727272727
2023-12-10,1.5909090909090908
2023-12-11,0.9545454545454546
2023-12-12,0.9545454545454546
2023-12-13,0.9545454545454546
2023-12-14,0.9545454545454546
2023-12-15,1.2727272727272727
2023-12-16,1.2727272727272727
2023-12-17,1.2727272727272727
2023-12-18,1.9090909090909092
2023-12-19,4.454545454545454
2023-12-20,2.5454545454545454
2023-12-21,1.9090909090909092
2023-12-22,1.5909090909090908
2023-12-23,1.915719696969697
2023-12-24,1.5577651515151514
2023-12-25,1.8494318181818181
2023-12-26,1.9488636363636362
2023-12-27,1.9488636363636362
2023-12-28,1.915719696969697
2023-12-29,1.915719696969697
2023-12-30,2.8238636363636367
2023-12-31,3.1155303030303028
2024-01-01,3.440340909090909
2024-01-02,2.8238636363636367
2024-01-03,1.915719696969697
2024-01-04,2.1410984848484844
2024-01-05,2.273674242424242
2024-01-06,3.1818181818181817
2024-01-07,3.1818181818181817
2024-01-08,2.2073863636363633
2024-01-09,1.8825757575757576
2024-01-10,1.6240530303030303
2024-01-11,1.8494318181818181
2024-01-12,1.6571969696969697
2024-01-13,2.273674242424242
2024-01-14,2.465909090909091
2024-01-15,1.9820075757575757
2024-01-16,1.5577651515151514
2024-01-17,1.2992424242424243
2024-01-18,1.2992424242424243
2024-01-19,0.9744318181818181
2024-01-20,1.8494318181818181
2024-01-21,1.524621212121212
2024-01-22,1.0606060606060606
2024-01-23,1.1268939393939394
2024-01-24,1.0606060606060606
2024-01-25,0.928030303030303
2024-01-26,1.524621212121212
2024-01-27,1.9886363636363635
2024-01-28,1.6571969696969697
2024-01-29,1.1931818181818181
2024-01-30,1.3257575757575757
2024-01-31,1.1931818181818181
2024-02-01,1.3257575757575757
2024-02-02,1.5909090909090908
2024-02-03,2.121212121212121
2024-02-04,2.253787878787879
2024-02-05,1.3920454545454546
2024-02-06,1.3920454545454546
2024-02-07,1.2594696969696968
2024-02-08,1.3920454545454546
2024-02-09,1.2594696969696968
2024-02-10,1.4583333333333333
2024-02-11,1.789772727272727
2024-02-12,1.1268939393939394
2024-02-13,1.0606060606060606
2024-02-14,1.0606060606060606
2024-02-15,1.1268939393939394
2024-02-16,1.3920454545454546
2024-02-17,1.5909090909090908
2024-02-18,2.5852272727272725
2024-02-19,1.9886363636363635
2024-02-20,1.2594696969696968
2024-02-21,1.1268939393939394
2024-02-22,1.0606060606060606
2024-02-23,1.2594696969696968
2024-02-24,1.4583333333333333
2024-02-25,1.6571969696969697
2024-02-26,1.1931818181818181
2024-02-27,1.2594696969696968
2024-02-28,0.928030303030303
2024-02-29,1.2594696969696968
2024-03-01,1.1268939393939394
2024-03-02,1.856060606060606
2024-03-03,1.7234848484848484
2024-03-04,1.3257575757575757
2024-03-05,0.9943181818181818
2024-03-06,0.8617424242424242
2024-03-07,0.8617424242424242
2024-03-08,0.7954545454545454
2024-03-09,1.1931818181818181
2024-03-10,1.1931818181818181
2024-03-11,1.2594696969696968
2024-03-12,1.1931818181818181
2024-03-13,0.7291666666666666
2024-03-14,0.8617424242424242
2024-03-15,0.928030303030303
2024-03-16,1.1268939393939394
2024-03-17,1.6571969696969697
2024-03-18,0.9943181818181818
2024-03-19,0.8617424242424242
2024-03-20,1.3257575757575757
2024-03-21,1.1268939393939394
2024-03-22,1.524621212121212
2024-03-23,1.1931818181818181
2024-03-24,0.928030303030303
2024-03-25,0.9943181818181818
2024-03-26,0.8617424242424242
2024-03-27,0.5965909090909091
2024-03-28,1.1931818181818181
2024-03-29,1.5909090909090908
2024-03-30,4.0435606060606055
2024-03-31,6.628787878787879
2024-04-01,3.712121212121212
2024-04-02,1.6571969696969697
2024-04-03,1.1268939393939394
2024-04-04,1.0606060606060606
2024-04-05,2.054924242424242
2024-04-06,1.789772727272727
2024-04-07,1.4583333333333333
2024-04-08,1.1931818181818181
2024-04-09,0.928030303030303
2024-04-10,0.8617424242424242
2024-04-11,0.7291666666666666
2024-04-12,0.5303030303030303
2024-04-13,1.1931818181818181
2024-04-14,1.3920454545454546
2024-04-15,0.8617424242424242
2024-04-16,0.928030303030303
2024-04-17,0.9943181818181818
2024-04-18,0.7954545454545454
2024-04-19,0.7954545454545454
2024-04-20,0.928030303030303
2024-04-21,1.3257575757575757
2024-04-22,0.8617424242424242
2024-04-23,0.7291666666666666
2024-04-24,0.8617424242424242
2024-04-25,0.7954545454545454
2024-04-26,0.928030303030303
2024-04-27,0.928030303030303
2024-04-28,0.9943181818181818
2024-04-29,0.7954545454545454
2024-04-30,0.6628787878787878
2024-05-01,0.7291666666666666
2024-05-02,0.7954545454545454
2024-05-03,0.7291666666666666
2024-05-04,0.7954545454545454
2024-05-05,1.1268939393939394
2024-05-06,0.8617424242424242
2024-05-07,0.8617424242424242
2024-05-08,1.1931818181818181
2024-05-09,0.8617424242424242
2024-05-10,0.6628787878787878
2024-05-11,0.8617424242424242
2024-05-12,0.928030303030303
2024-05-13,0.8617424242424242
2024-05-14,1.1268939393939394
2024-05-15,0.7291666666666666
2024-05-16,0.5965909090909091
2024-05-17,0.6628787878787878
2024-05-18,1.1931818181818181
2024-05-19,1.1931818181818181
2024-05-20,1.0606060606060606
2024-05-21,0.7291666666666666
2024-05-22,0.6628787878787878
2024-05-23,0.6628787878787878
2024-05-24,0.7291666666666666
2024-05-25,0.7291666666666666
2024-05-26,0.8617424242424242
2024-05-27,1.4583333333333333
2024-05-28,0.9943181818181818
2024-05-29,0.7954545454545454
2024-05-30,0.5965909090909091
2024-05-31,0.7291666666666666
2024-06-01,1.4583333333333333
2024-06-02,1.4583333333333333
2024-06-03,0.5303030303030303
2024-06-04,0.9943181818181818
2024-06-05,0.8617424242424242
2024-06-06,0.7954545454545454
2024-06-07,1.1931818181818181
2024-06-08,1.1268939393939394
2024-06-09,0.9943181818181818
2024-06-10,1.1931818181818181
2024-06-11,1.0606060606060606
2024-06-12,0.9943181818181818
2024-06-13,0.5965909090909091
2024-06-14,0.7291666666666666
2024-06-15,0.9943181818181818
2024-06-16,1.1268939393939394
2024-06-17,0.8617424242424242
2024-06-18,0.928030303030303
2024-06-19,1.1268939393939394
2024-06-20,0.9943181818181818
2024-06-21,0.928030303030303
2024-06-22,1.524621212121212
2024-06-23,1.3920454545454546
2024-06-24,0.8617424242424242
2024-06-25,2.3863636363636362
2024-06-26,2.784090909090909
2024-06-27,2.6515151515151514
2024-06-28,2.5189393939393936
2024-06-29,3.1155303030303028
2024-06-30,2.5852272727272725
2024-07-01,1.6571969696969697
2024-07-02,1.3920454545454546
2024-07-03,1.2594696969696968
2024-07-04,1.789772727272727
2024-07-05,1.3920454545454546
2024-07-06,1.4583333333333333
2024-07-07,1.6571969696969697
2024-07-08,1.0606060606060606
2024-07-09,0.7954545454545454
2024-07-10,0.9943181818181818
2024-07-11,0.928030303030303
2024-07-12,0.9943181818181818
2024-07-13,1.524621212121212
2024-07-14,1.3920454545454546
2024-07-15,0.928030303030303
2024-07-16,0.928030303030303
2024-07-17,0.7954545454545454
2024-07-18,0.9943181818181818
2024-07-19,0.8617424242424242
2024-07-20,0.9943181818181818
2024-07-21,1.2594696969696968
2024-07-22,1.1931818181818181
2024-07-23,0.8617424242424242
2024-07-24,0.928030303030303
2024-07-25,0.9943181818181818
2024-07-26,0.8617424242424242
2024-07-27,1.2594696969696968
2024-07-28,1.4583333333333333
2024-07-29,1.2594696969696968
2024-07-30,1.0606060606060606
2024-07-31,1.4583333333333333
2024-08-01,1.5909090909090908
2024-08-02,3.5132575757575757
2024-08-03,2.6515151515151514
2024-08-04,1.524621212121212
2024-08-05,1.2594696969696968
2024-08-06,1.1268939393939394
2024-08-07,1.3257575757575757
2024-08-08,1.2594696969696968
2024-08-09,0.9943181818181818
2024-08-10,1.3920454545454546
2024-08-11,3.3143939393939394
2024-08-12,0.9943181818181818
2024-08-13,0.8617424242424242
2024-08-14,0.9943181818181818
2024-08-15,0.9943181818181818
2024-08-16,1.0606060606060606
2024-08-17,1.3257575757575757
2024-08-18,1.2716087383605146
2024-08-19,1.00848235911513
2024-08-20,0.9318215458313149
2024-08-21,0.9867239221701922
2024-08-22,0.9318215458313149
2024-08-23,0.9318215458313149
2024-08-24,1.3265111146993918
2024-08-25,1.392292709510738
2024-08-26,1.4471950858496152
2024-08-27,1.5238558991334301
2024-08-28,1.1840687066042306
2024-08-29,1.1074078933204157
2024-08-30,1.1182871117928845
2024-08-31,1.2607295198880455
2024-09-01,1.3373903331718608
2024-09-02,1.6005167124172455
2024-09-03,0.8551607325474999
2024-09-04,1.1182871117928845
2024-09-05,0.7893791377361538
2024-09-06,0.6578159481134614
2024-09-07,1.1949479250766997
2024-09-08,0.9867239221701922
2024-09-09,1.458074304322084
2024-09-10,0.6686951665859304
2024-09-11,0.5153735400183003
2024-09-12,0.7453559798697454
2024-09-13,0.7235975429248076
2024-09-14,1.403171927983207
2024-09-15,0.9976031406426611
2024-09-16,0.7784999192636848
2024-09-17,0.6745115452930729
2024-09-18,0.913854351687389
2024-09-19,0.5004440497335703
2024-09-20,0.8050621669626999
2024-09-21,1.2619893428063944
2024-09-22,1.1096802841918296
2024-09-23,1.0008880994671405
2024-09-24,0.6745115452930729
2024-09-25,0.7180284191829486
2024-09-26,0.6745115452930729
2024-09-27,0.6092362344582594
2024-09-28,0.9573712255772647
2024-09-29,1.0879218472468917
2024-09-30,0.6745115452930729
2024-10-01,0.6745115452930729
2024-10-02,0.7397868561278864
2024-10-03,0.6962699822380107
2024-10-04,1.174955595026643
2024-10-05,1.2619893428063944
2024-10-06,0.9791296625222026
2024-10-07,0.9356127886323269
2024-10-08,0.7615452930728243
2024-10-09,0.8485790408525756
2024-10-10,0.7397868561278864
2024-10-11,0.7833037300177621
2024-10-12,0.8920959147424512
2024-10-13,1.0008880994671405
2024-10-14,0.8920959147424512
2024-10-15,0.7397868561278864
2024-10-16,0.6092362344582594
2024-10-17,0.5874777975133215
2024-10-18,0.6962699822380107
2024-10-19,0.5439609236234458
2024-10-20,0.7833037300177621
2024-10-21,0.5657193605683837
2024-10-22,0.7615452930728243
2024-10-23,0.6309946714031972
2024-10-24,0.5874777975133215
2024-10-25,0.7397868561278864
2024-10-26,0.6962699822380107
2024-10-27,1.196714031971581
2024-10-28,0.5874777975133215
2024-10-29,0.652753108348135
2024-10-30,0.43516873889875674
2024-10-31,0.652753108348135
2024-11-01,0.5439609236234458
