Time,verizon
2022-07-08,68.0
2022-07-09,64.0
2022-07-10,54.0
2022-07-11,69.0
2022-07-12,65.0
2022-07-13,67.0
2022-07-14,67.0
2022-07-15,65.0
2022-07-16,59.0
2022-07-17,56.0
2022-07-18,66.0
2022-07-19,67.0
2022-07-20,66.0
2022-07-21,64.0
2022-07-22,74.0
2022-07-23,58.0
2022-07-24,55.0
2022-07-25,69.0
2022-07-26,66.0
2022-07-27,63.0
2022-07-28,67.0
2022-07-29,70.0
2022-07-30,57.0
2022-07-31,59.0
2022-08-01,64.0
2022-08-02,65.0
2022-08-03,68.0
2022-08-04,67.0
2022-08-05,69.0
2022-08-06,59.0
2022-08-07,54.0
2022-08-08,63.0
2022-08-09,66.0
2022-08-10,66.0
2022-08-11,67.0
2022-08-12,63.0
2022-08-13,56.0
2022-08-14,55.0
2022-08-15,63.0
2022-08-16,64.0
2022-08-17,60.0
2022-08-18,64.0
2022-08-19,63.0
2022-08-20,57.0
2022-08-21,54.0
2022-08-22,65.0
2022-08-23,62.0
2022-08-24,61.0
2022-08-25,61.0
2022-08-26,60.0
2022-08-27,58.0
2022-08-28,53.0
2022-08-29,62.174698795180724
2022-08-30,63.126506024096386
2022-08-31,61.72289156626506
2022-09-01,63.626506024096386
2022-09-02,62.674698795180724
2022-09-03,56.01204819277109
2022-09-04,52.204819277108435
2022-09-05,57.415662650602414
2022-09-06,62.674698795180724
2022-09-07,75.0
2022-09-08,75.95180722891567
2022-09-09,83.56626506024097
2022-09-10,73.09638554216868
2022-09-11,68.83734939759037
2022-09-12,75.0
2022-09-13,67.8855421686747
2022-09-14,67.8855421686747
2022-09-15,67.8855421686747
2022-09-16,75.0
2022-09-17,74.04819277108433
2022-09-18,68.33734939759037
2022-09-19,72.14457831325302
2022-09-20,70.24096385542168
2022-09-21,66.93373493975903
2022-09-22,65.98192771084337
2022-09-23,69.28915662650603
2022-09-24,71.69277108433735
2022-09-25,65.03012048192771
2022-09-26,65.98192771084337
2022-09-27,66.93373493975903
2022-09-28,65.96385542168674
2022-09-29,63.25301204819277
2022-09-30,68.67469879518073
2022-10-01,65.06024096385542
2022-10-02,61.445783132530124
2022-10-03,64.1566265060241
2022-10-04,65.96385542168674
2022-10-05,62.34939759036145
2022-10-06,64.1566265060241
2022-10-07,64.1566265060241
2022-10-08,58.734939759036145
2022-10-09,55.12048192771084
2022-10-10,61.445783132530124
2022-10-11,66.86746987951807
2022-10-12,62.34939759036145
2022-10-13,63.25301204819277
2022-10-14,64.1566265060241
2022-10-15,60.5421686746988
2022-10-16,56.02409638554217
2022-10-17,59.63855421686747
2022-10-18,57.83132530120482
2022-10-19,61.445783132530124
2022-10-20,60.5421686746988
2022-10-21,65.06024096385542
2022-10-22,56.9277108433735
2022-10-23,53.31325301204819
2022-10-24,60.5421686746988
2022-10-25,59.63855421686747
2022-10-26,59.63855421686747
2022-10-27,59.63855421686747
2022-10-28,60.5421686746988
2022-10-29,54.21686746987952
2022-10-30,50.60240963855422
2022-10-31,55.12048192771084
2022-11-01,60.5421686746988
2022-11-02,56.9277108433735
2022-11-03,58.734939759036145
2022-11-04,58.734939759036145
2022-11-05,53.31325301204819
2022-11-06,49.69879518072289
2022-11-07,56.02409638554217
2022-11-08,54.21686746987952
2022-11-09,50.60240963855422
2022-11-10,54.21686746987952
2022-11-11,56.02409638554217
2022-11-12,51.506024096385545
2022-11-13,52.40963855421687
2022-11-14,55.12048192771084
2022-11-15,57.83132530120482
2022-11-16,56.02409638554217
2022-11-17,58.734939759036145
2022-11-18,58.734939759036145
2022-11-19,56.02409638554217
2022-11-20,53.31325301204819
2022-11-21,56.9277108433735
2022-11-22,56.9277108433735
2022-11-23,61.445783132530124
2022-11-24,53.31325301204819
2022-11-25,90.36144578313254
2022-11-26,65.96385542168674
2022-11-27,65.06024096385542
2022-11-28,68.67469879518073
2022-11-29,61.445783132530124
2022-11-30,57.83132530120482
2022-12-01,61.445783132530124
2022-12-02,60.5421686746988
2022-12-03,57.83132530120482
2022-12-04,51.506024096385545
2022-12-05,56.02409638554217
2022-12-06,57.83132530120482
2022-12-07,56.9277108433735
2022-12-08,55.12048192771084
2022-12-09,58.734939759036145
2022-12-10,56.9277108433735
2022-12-11,52.40963855421687
2022-12-12,61.445783132530124
2022-12-13,59.63855421686747
2022-12-14,58.734939759036145
2022-12-15,61.445783132530124
2022-12-16,61.445783132530124
2022-12-17,59.63855421686747
2022-12-18,56.9277108433735
2022-12-19,63.25301204819277
2022-12-20,65.96385542168674
2022-12-21,64.1566265060241
2022-12-22,64.1566265060241
2022-12-23,65.96385542168674
2022-12-24,56.02409638554217
2022-12-25,50.60240963855422
2022-12-26,74.09638554216868
2022-12-27,70.48192771084338
2022-12-28,69.57831325301206
2022-12-29,69.57831325301206
2022-12-30,64.1566265060241
2022-12-31,58.734939759036145
2023-01-01,51.506024096385545
2023-01-02,64.1566265060241
2023-01-03,60.5421686746988
2023-01-04,65.06024096385542
2023-01-05,65.06024096385542
2023-01-06,64.1566265060241
2023-01-07,60.5421686746988
2023-01-08,54.21686746987952
2023-01-09,56.9277108433735
2023-01-10,59.63855421686747
2023-01-11,55.12048192771084
2023-01-12,56.02409638554217
2023-01-13,57.83132530120482
2023-01-14,58.734939759036145
2023-01-15,53.31325301204819
2023-01-16,59.63855421686747
2023-01-17,57.83132530120482
2023-01-18,54.21686746987952
2023-01-19,54.21686746987952
2023-01-20,56.9277108433735
2023-01-21,54.21686746987952
2023-01-22,56.02409638554217
2023-01-23,59.63855421686747
2023-01-24,55.12048192771084
2023-01-25,53.31325301204819
2023-01-26,52.40963855421687
2023-01-27,53.31325301204819
2023-01-28,51.506024096385545
2023-01-29,48.795180722891565
2023-01-30,53.31325301204819
2023-01-31,53.31325301204819
2023-02-01,57.83132530120482
2023-02-02,65.06024096385542
2023-02-03,59.63855421686747
2023-02-04,55.12048192771084
2023-02-05,51.506024096385545
2023-02-06,55.12048192771084
2023-02-07,54.21686746987952
2023-02-08,50.60240963855422
2023-02-09,51.506024096385545
2023-02-10,54.21686746987952
2023-02-11,53.31325301204819
2023-02-12,46.98795180722892
2023-02-13,46.98795180722892
2023-02-14,53.31325301204819
2023-02-15,55.12048192771084
2023-02-16,55.12048192771084
2023-02-17,60.5421686746988
2023-02-18,57.83132530120482
2023-02-19,47.89156626506024
2023-02-20,53.31325301204819
2023-02-21,54.21686746987952
2023-02-22,51.506024096385545
2023-02-23,57.83132530120482
2023-02-24,57.83132530120482
2023-02-25,52.40963855421687
2023-02-26,52.40963855421687
2023-02-27,53.31325301204819
2023-02-28,57.83132530120482
2023-03-01,65.06024096385542
2023-03-02,62.34939759036145
2023-03-03,60.5421686746988
2023-03-04,56.02409638554217
2023-03-05,50.60240963855422
2023-03-06,58.734939759036145
2023-03-07,53.31325301204819
2023-03-08,53.31325301204819
2023-03-09,54.21686746987952
2023-03-10,55.12048192771084
2023-03-11,52.40963855421687
2023-03-12,49.69879518072289
2023-03-13,57.83132530120482
2023-03-14,55.12048192771084
2023-03-15,55.12048192771084
2023-03-16,56.02409638554217
2023-03-17,53.31325301204819
2023-03-18,53.31325301204819
2023-03-19,49.69879518072289
2023-03-20,53.31325301204819
2023-03-21,51.506024096385545
2023-03-22,52.40963855421687
2023-03-23,52.40963855421687
2023-03-24,53.31325301204819
2023-03-25,50.60240963855422
2023-03-26,46.98795180722892
2023-03-27,52.40963855421687
2023-03-28,54.21686746987952
2023-03-29,51.506024096385545
2023-03-30,53.31325301204819
2023-03-31,53.31325301204819
2023-04-01,48.795180722891565
2023-04-02,46.08433734939759
2023-04-03,51.506024096385545
2023-04-04,50.60240963855422
2023-04-05,48.795180722891565
2023-04-06,49.69879518072289
2023-04-07,51.506024096385545
2023-04-08,45.18072289156627
2023-04-09,36.144578313253014
2023-04-10,52.40963855421687
2023-04-11,49.69879518072289
2023-04-12,50.60240963855422
2023-04-13,50.60240963855422
2023-04-14,50.60240963855422
2023-04-15,50.60240963855422
2023-04-16,45.18072289156627
2023-04-17,50.60240963855422
2023-04-18,46.98795180722892
2023-04-19,49.69879518072289
2023-04-20,47.89156626506024
2023-04-21,50.60240963855422
2023-04-22,49.69879518072289
2023-04-23,46.98795180722892
2023-04-24,50.60240963855422
2023-04-25,51.506024096385545
2023-04-26,55.1742175461544
2023-04-27,50.54826912309332
2023-04-28,51.78904711150324
2023-04-29,51.39456173175611
2023-04-30,46.76861330869503
2023-05-01,52.63533972016603
2023-05-02,57.713095372142774
2023-05-03,53.0871469490817
2023-05-04,49.70197651443053
2023-05-05,52.63533972016603
2023-05-06,46.31680607977937
2023-05-07,43.383442874043865
2023-05-08,54.327924937491616
2023-05-09,53.48163232882882
2023-05-10,50.94275450284045
2023-05-11,52.63533972016603
2023-05-12,52.63533972016603
2023-05-13,50.54826912309332
2023-05-14,44.22973548270666
2023-05-15,59.40568058946836
2023-05-16,56.86680276347999
2023-05-17,53.0871469490817
2023-05-18,54.77973216640727
2023-05-19,58.55938798080557
2023-05-20,49.70197651443053
2023-05-21,44.22973548270666
2023-05-22,50.54826912309332
2023-05-23,56.0205101548172
2023-05-24,55.1742175461544
2023-05-25,53.933439557744485
2023-05-26,54.43898240510371
2023-05-27,48.916187088643916
2023-05-28,44.18236253167837
2023-05-29,48.127216329149654
2023-05-30,56.016923924092225
2023-05-31,59.17280696206925
2023-06-01,59.96177772156351
2023-06-02,56.016923924092225
2023-06-03,50.494128607632426
2023-06-04,49.70515784813817
2023-06-05,56.016923924092225
2023-06-06,56.80589468358648
2023-06-07,58.38383620257499
2023-06-08,58.38383620257499
2023-06-09,56.016923924092225
2023-06-10,51.28309936712668
2023-06-11,45.76030405066689
2023-06-12,56.016923924092225
2023-06-13,54.43898240510371
2023-06-14,56.80589468358648
2023-06-15,54.43898240510371
2023-06-16,55.22795316459796
2023-06-17,53.65001164560945
2023-06-18,47.3382455696554
2023-06-19,59.17280696206925
2023-06-20,54.43898240510371
2023-06-21,56.80589468358648
2023-06-22,55.22795316459796
2023-06-23,56.80589468358648
2023-06-24,51.28309936712668
2023-06-25,46.549274810161144
2023-06-26,56.80589468358648
2023-06-27,59.17280696206925
2023-06-28,55.22795316459796
2023-06-29,57.594865443080735
2023-06-30,65.4845730380233
2023-07-01,59.17280696206925
2023-07-02,49.70515784813817
2023-07-03,60.75074848105776
2023-07-04,47.3382455696554
2023-07-05,59.17280696206925
2023-07-06,61.53971924055202
2023-07-07,61.53971924055202
2023-07-08,55.22795316459796
2023-07-09,48.127216329149654
2023-07-10,57.594865443080735
2023-07-11,58.38383620257499
2023-07-12,58.38383620257499
2023-07-13,58.38383620257499
2023-07-14,59.17280696206925
2023-07-15,52.8610408861152
2023-07-16,48.916187088643916
2023-07-17,58.38383620257499
2023-07-18,56.80589468358648
2023-07-19,57.594865443080735
2023-07-20,56.016923924092225
2023-07-21,56.016923924092225
2023-07-22,50.494128607632426
2023-07-23,45.76030405066689
2023-07-24,56.016923924092225
2023-07-25,57.594865443080735
2023-07-26,59.96177772156351
2023-07-27,56.80589468358648
2023-07-28,59.17280696206925
2023-07-29,52.072070126620936
2023-07-30,48.916187088643916
2023-07-31,58.38383620257499
2023-08-01,57.594865443080735
2023-08-02,59.96177772156351
2023-08-03,58.38383620257499
2023-08-04,58.38383620257499
2023-08-05,48.127216329149654
2023-08-06,47.3382455696554
2023-08-07,61.53971924055202
2023-08-08,67.06251455701181
2023-08-09,60.75074848105776
2023-08-10,56.80589468358648
2023-08-11,56.80589468358648
2023-08-12,51.28309936712668
2023-08-13,52.8610408861152
2023-08-14,54.43898240510371
2023-08-15,56.016923924092225
2023-08-16,56.016923924092225
2023-08-17,54.43898240510371
2023-08-18,52.8610408861152
2023-08-19,49.70515784813817
2023-08-20,44.18236253167837
2023-08-21,55.22795316459796
2023-08-22,53.65001164560945
2023-08-23,55.22795316459796
2023-08-24,52.072070126620936
2023-08-25,52.8610408861152
2023-08-26,48.127216329149654
2023-08-27,44.97133329117263
2023-08-28,54.43898240510371
2023-08-29,50.494128607632426
2023-08-30,52.072070126620936
2023-08-31,52.072070126620936
2023-09-01,56.016923924092225
2023-09-02,50.494128607632426
2023-09-03,44.97133329117263
2023-09-04,48.127216329149654
2023-09-05,53.65001164560945
2023-09-06,58.38383620257499
2023-09-07,54.43898240510371
2023-09-08,52.8610408861152
2023-09-09,52.072070126620936
2023-09-10,52.072070126620936
2023-09-11,52.072070126620936
2023-09-12,63.117660759540534
2023-09-13,64.69560227852905
2023-09-14,59.17280696206925
2023-09-15,71.79633911397735
2023-09-16,58.38383620257499
2023-09-17,55.22795316459796
2023-09-18,56.80589468358648
2023-09-19,56.80589468358648
2023-09-20,54.43898240510371
2023-09-21,59.96177772156351
2023-09-22,67.06251455701181
2023-09-23,71.79633911397735
2023-09-24,68.64045607600033
2023-09-25,67.06251455701181
2023-09-26,67.06251455701181
2023-09-27,62.32869000004628
2023-09-28,62.32869000004628
2023-09-29,65.4845730380233
2023-09-30,61.53971924055202
2023-10-01,55.22795316459796
2023-10-02,58.38383620257499
2023-10-03,57.594865443080735
2023-10-04,59.17280696206925
2023-10-05,56.016923924092225
2023-10-06,59.17280696206925
2023-10-07,54.43898240510371
2023-10-08,51.28309936712668
2023-10-09,51.28309936712668
2023-10-10,54.43898240510371
2023-10-11,56.80589468358648
2023-10-12,57.594865443080735
2023-10-13,56.80589468358648
2023-10-14,52.072070126620936
2023-10-15,51.28309936712668
2023-10-16,54.43898240510371
2023-10-17,54.43898240510371
2023-10-18,51.28309936712668
2023-10-19,52.8610408861152
2023-10-20,53.65001164560945
2023-10-21,50.494128607632426
2023-10-22,45.76030405066689
2023-10-23,50.494128607632426
2023-10-24,51.28309936712668
2023-10-25,52.072070126620936
2023-10-26,46.549274810161144
2023-10-27,48.916187088643916
2023-10-28,44.18236253167837
2023-10-29,42.60442101268986
2023-10-30,48.127216329149654
2023-10-31,48.916187088643916
2023-11-01,53.65001164560945
2023-11-02,48.916187088643916
2023-11-03,53.65001164560945
2023-11-04,50.494128607632426
2023-11-05,47.3382455696554
2023-11-06,51.28309936712668
2023-11-07,49.70515784813817
2023-11-08,49.70515784813817
2023-11-09,46.549274810161144
2023-11-10,53.65001164560945
2023-11-11,46.549274810161144
2023-11-12,44.18236253167837
2023-11-13,48.916187088643916
2023-11-14,52.8610408861152
2023-11-15,49.70515784813817
2023-11-16,50.494128607632426
2023-11-17,52.8610408861152
2023-11-18,52.8610408861152
2023-11-19,53.65001164560945
2023-11-20,55.22795316459796
2023-11-21,56.016923924092225
2023-11-22,59.17280696206925
2023-11-23,52.8610408861152
2023-11-24,78.89707594942567
2023-11-25,63.90663151903479
2023-11-26,56.80589468358648
2023-11-27,62.32869000004628
2023-11-28,56.016923924092225
2023-11-29,53.65001164560945
2023-11-30,51.28309936712668
2023-12-01,52.8610408861152
2023-12-02,52.072070126620936
2023-12-03,47.3382455696554
2023-12-04,51.28309936712668
2023-12-05,55.22795316459796
2023-12-06,51.28309936712668
2023-12-07,53.65001164560945
2023-12-08,53.65001164560945
2023-12-09,51.28309936712668
2023-12-10,51.28309936712668
2023-12-11,52.072070126620936
2023-12-12,52.072070126620936
2023-12-13,52.8610408861152
2023-12-14,52.072070126620936
2023-12-15,53.65001164560945
2023-12-16,56.80589468358648
2023-12-17,52.8610408861152
2023-12-18,52.8610408861152
2023-12-19,55.22795316459796
2023-12-20,56.80589468358648
2023-12-21,56.016923924092225
2023-12-22,53.23442230188485
2023-12-23,61.45838493690431
2023-12-24,46.58237815188687
2023-12-25,42.6676395242507
2023-12-26,64.59017583901324
2023-12-27,62.241332662431546
2023-12-28,61.45838493690431
2023-12-29,60.28095183162995
2023-12-30,53.62890768163197
2023-12-31,45.79943042635964
2024-01-01,44.233534975305176
2024-01-02,53.62890768163197
2024-01-03,57.93210865504824
2024-01-04,58.32659403479537
2024-01-05,76.72285406770185
2024-01-06,61.45838493690431
2024-01-07,51.668526850830375
2024-01-08,55.19480313268644
2024-01-09,55.583265478466544
2024-01-10,56.760698583740904
2024-01-11,52.063012230577506
2024-01-12,51.28006450505028
2024-01-13,51.28006450505028
2024-01-14,45.79943042635964
2024-01-15,50.49711677952304
2024-01-16,45.40494504661251
2024-01-17,49.31968367424868
2024-01-18,50.49711677952304
2024-01-19,51.28006450505028
2024-01-20,52.063012230577506
2024-01-21,49.72318025985344
2024-01-22,52.83087902609428
2024-01-23,51.277029642973865
2024-01-24,53.60780371765449
2024-01-25,54.3847284092147
2024-01-26,53.60780371765449
2024-01-27,51.277029642973865
2024-01-28,47.39240618517281
2024-01-29,52.053954334534076
2024-01-30,52.83087902609428
2024-01-31,50.500104951413654
2024-02-01,50.500104951413654
2024-02-02,46.615481493612606
2024-02-03,46.615481493612606
2024-02-04,43.50778272737176
2024-02-05,45.061632110492184
2024-02-06,46.615481493612606
2024-02-07,46.615481493612606
2024-02-08,43.50778272737176
2024-02-09,45.838556802052395
2024-02-10,44.28470741893197
2024-02-11,38.8462345780105
2024-02-12,48.16933087673302
2024-02-13,47.39240618517281
2024-02-14,43.50778272737176
2024-02-15,44.28470741893197
2024-02-16,48.16933087673302
2024-02-17,45.061632110492184
2024-02-18,41.177008652691136
2024-02-19,46.615481493612606
2024-02-20,44.28470741893197
2024-02-21,45.838556802052395
2024-02-22,73.03092100665974
2024-02-23,51.277029642973865
2024-02-24,47.39240618517281
2024-02-25,41.95393334425134
2024-02-26,45.061632110492184
2024-02-27,44.28470741893197
2024-02-28,45.838556802052395
2024-02-29,48.94625556829323
2024-03-01,48.94625556829323
2024-03-02,48.16933087673302
2024-03-03,42.73085803581155
2024-03-04,46.615481493612606
2024-03-05,48.16933087673302
2024-03-06,43.50778272737176
2024-03-07,47.39240618517281
2024-03-08,44.28470741893197
2024-03-09,46.615481493612606
2024-03-10,43.50778272737176
2024-03-11,46.615481493612606
2024-03-12,48.16933087673302
2024-03-13,48.16933087673302
2024-03-14,46.615481493612606
2024-03-15,48.16933087673302
2024-03-16,43.50778272737176
2024-03-17,43.50778272737176
2024-03-18,46.615481493612606
2024-03-19,46.615481493612606
2024-03-20,47.39240618517281
2024-03-21,44.28470741893197
2024-03-22,45.061632110492184
2024-03-23,47.39240618517281
2024-03-24,39.62315926957071
2024-03-25,49.72318025985344
2024-03-26,48.94625556829323
2024-03-27,49.72318025985344
2024-03-28,49.72318025985344
2024-03-29,48.16933087673302
2024-03-30,43.50778272737176
2024-03-31,34.961611120209454
2024-04-01,50.500104951413654
2024-04-02,47.39240618517281
2024-04-03,49.72318025985344
2024-04-04,46.615481493612606
2024-04-05,45.061632110492184
2024-04-06,42.73085803581155
2024-04-07,36.51546050332987
2024-04-08,39.62315926957071
2024-04-09,43.50778272737176
2024-04-10,45.838556802052395
2024-04-11,45.838556802052395
2024-04-12,48.16933087673302
2024-04-13,42.73085803581155
2024-04-14,37.29238519489008
2024-04-15,51.277029642973865
2024-04-16,52.053954334534076
2024-04-17,45.061632110492184
2024-04-18,45.838556802052395
2024-04-19,45.838556802052395
2024-04-20,41.177008652691136
2024-04-21,40.400083961130925
2024-04-22,44.28470741893197
2024-04-23,42.73085803581155
2024-04-24,44.28470741893197
2024-04-25,44.28470741893197
2024-04-26,42.73085803581155
2024-04-27,40.400083961130925
2024-04-28,37.29238519489008
2024-04-29,43.50778272737176
2024-04-30,45.061632110492184
2024-05-01,44.28470741893197
2024-05-02,44.28470741893197
2024-05-03,43.50778272737176
2024-05-04,40.400083961130925
2024-05-05,36.51546050332987
2024-05-06,43.50778272737176
2024-05-07,48.16933087673302
2024-05-08,43.50778272737176
2024-05-09,45.061632110492184
2024-05-10,44.28470741893197
2024-05-11,40.400083961130925
2024-05-12,36.51546050332987
2024-05-13,43.50778272737176
2024-05-14,47.39240618517281
2024-05-15,45.061632110492184
2024-05-16,48.94625556829323
2024-05-17,45.061632110492184
2024-05-18,43.50778272737176
2024-05-19,39.62315926957071
2024-05-20,45.838556802052395
2024-05-21,47.39240618517281
2024-05-22,49.72318025985344
2024-05-23,47.39240618517281
2024-05-24,48.94625556829323
2024-05-25,41.95393334425134
2024-05-26,41.95393334425134
2024-05-27,45.838556802052395
2024-05-28,49.72318025985344
2024-05-29,52.83087902609428
2024-05-30,77.692469156021
2024-05-31,74.58477038978016
2024-06-01,52.053954334534076
2024-06-02,45.061632110492184
2024-06-03,49.72318025985344
2024-06-04,59.04627655857596
2024-06-05,52.83087902609428
2024-06-06,52.053954334534076
2024-06-07,51.277029642973865
2024-06-08,46.615481493612606
2024-06-09,42.73085803581155
2024-06-10,52.053954334534076
2024-06-11,48.94625556829323
2024-06-12,49.72318025985344
2024-06-13,48.94625556829323
2024-06-14,48.16933087673302
2024-06-15,44.28470741893197
2024-06-16,41.177008652691136
2024-06-17,50.500104951413654
2024-06-18,49.72318025985344
2024-06-19,49.72318025985344
2024-06-20,47.39240618517281
2024-06-21,48.94625556829323
2024-06-22,45.061632110492184
2024-06-23,41.177008652691136
2024-06-24,49.72318025985344
2024-06-25,51.277029642973865
2024-06-26,52.83087902609428
2024-06-27,58.26935186701575
2024-06-28,59.04627655857596
2024-06-29,51.277029642973865
2024-06-30,54.3847284092147
2024-07-01,55.938577792335124
2024-07-02,54.3847284092147
2024-07-03,51.277029642973865
2024-07-04,45.061632110492184
2024-07-05,50.500104951413654
2024-07-06,45.061632110492184
2024-07-07,45.838556802052395
2024-07-08,52.053954334534076
2024-07-09,55.16165310077491
2024-07-10,49.72318025985344
2024-07-11,52.053954334534076
2024-07-12,52.83087902609428
2024-07-13,45.061632110492184
2024-07-14,38.06930988645029
2024-07-15,49.72318025985344
2024-07-16,52.053954334534076
2024-07-17,56.715502483895335
2024-07-18,53.60780371765449
2024-07-19,50.500104951413654
2024-07-20,42.73085803581155
2024-07-21,40.400083961130925
2024-07-22,52.83087902609428
2024-07-23,48.94625556829323
2024-07-24,50.500104951413654
2024-07-25,48.94625556829323
2024-07-26,47.39240618517281
2024-07-27,43.50778272737176
2024-07-28,42.73085803581155
2024-07-29,49.72318025985344
2024-07-30,51.277029642973865
2024-07-31,51.277029642973865
2024-08-01,52.053954334534076
2024-08-02,52.83087902609428
2024-08-03,45.838556802052395
2024-08-04,43.50778272737176
2024-08-05,46.615481493612606
2024-08-06,50.500104951413654
2024-08-07,47.39240618517281
2024-08-08,47.39240618517281
2024-08-09,48.94625556829323
2024-08-10,44.28470741893197
2024-08-11,40.400083961130925
2024-08-12,48.16933087673302
2024-08-13,50.500104951413654
2024-08-14,52.83087902609428
2024-08-15,50.500104951413654
2024-08-16,48.16933087673302
2024-08-17,43.50778272737176
2024-08-18,44.756110458563796
2024-08-19,46.30995984168422
2024-08-20,46.698422187464324
2024-08-21,45.92149749590412
2024-08-22,45.53303515012401
2024-08-23,45.92149749590412
2024-08-24,41.492370725923955
2024-08-25,41.10390838014385
2024-08-26,46.698422187464324
2024-08-27,45.53303515012401
2024-08-28,46.698422187464324
2024-08-29,45.92149749590412
2024-08-30,46.698422187464324
2024-08-31,45.14457280434391
2024-09-01,40.32698368858364
2024-09-02,44.756110458563796
2024-09-03,46.30995984168422
2024-09-04,51.51601130322459
2024-09-05,58.27591214788538
2024-09-06,47.475346879024535
2024-09-07,45.92149749590412
2024-09-08,45.14457280434391
2024-09-09,52.681398340564904
2024-09-10,53.06986068634501
2024-09-11,50.739086611664376
2024-09-12,50.739086611664376
2024-09-13,61.928114226305325
2024-09-14,51.9044736490047
2024-09-15,46.30995984168422
2024-09-16,51.51601130322459
2024-09-17,51.75499296347532
2024-09-18,51.75499296347532
2024-09-19,46.00443818975584
2024-09-20,57.505547737194796
2024-09-21,57.505547737194796
2024-09-22,51.75499296347532
2024-09-23,57.505547737194796
