Time,ebay
2022-08-29,88
2022-08-30,83
2022-08-31,83
2022-09-01,81
2022-09-02,82
2022-09-03,87
2022-09-04,90
2022-09-05,92
2022-09-06,89
2022-09-07,82
2022-09-08,82
2022-09-09,80
2022-09-10,86
2022-09-11,88
2022-09-12,86
2022-09-13,83
2022-09-14,83
2022-09-15,84
2022-09-16,80
2022-09-17,90
2022-09-18,89
2022-09-19,85
2022-09-20,83
2022-09-21,83
2022-09-22,85
2022-09-23,79
2022-09-24,90
2022-09-25,88
2022-09-26,85
2022-09-27,77
2022-09-28,78
2022-09-29,80
2022-09-30,80
2022-10-01,96
2022-10-02,87
2022-10-03,82
2022-10-04,82
2022-10-05,83
2022-10-06,85
2022-10-07,87
2022-10-08,89
2022-10-09,89
2022-10-10,86
2022-10-11,83
2022-10-12,84
2022-10-13,82
2022-10-14,82
2022-10-15,86
2022-10-16,88
2022-10-17,86
2022-10-18,84
2022-10-19,85
2022-10-20,84
2022-10-21,83
2022-10-22,81
2022-10-23,87
2022-10-24,85
2022-10-25,81
2022-10-26,85
2022-10-27,84
2022-10-28,79
2022-10-29,84
2022-10-30,86
2022-10-31,81
2022-11-01,77
2022-11-02,78
2022-11-03,79
2022-11-04,86
2022-11-05,88
2022-11-06,88
2022-11-07,84
2022-11-08,78
2022-11-09,72
2022-11-10,79
2022-11-11,82
2022-11-12,89
2022-11-13,89
2022-11-14,82
2022-11-15,87
2022-11-16,87
2022-11-17,89
2022-11-18,86
2022-11-19,93
2022-11-20,91
2022-11-21,83
2022-11-22,86
2022-11-23,84
2022-11-24,80
2022-11-25,100
2022-11-26,97
2022-11-27,96
2022-11-28,92
2022-11-29,88
2022-11-30,86
2022-12-01,84
2022-12-02,86
2022-12-03,96
2022-12-04,94
2022-12-05,87
2022-12-06,87
2022-12-07,90
2022-12-08,92
2022-12-09,90
2022-12-10,97
2022-12-11,98
2022-12-12,92
2022-12-13,85
2022-12-14,86
2022-12-15,86
2022-12-16,85
2022-12-17,90
2022-12-18,88
2022-12-19,86
2022-12-20,86
2022-12-21,82
2022-12-22,80
2022-12-23,81
2022-12-24,73
2022-12-25,82
2022-12-26,90
2022-12-27,92
2022-12-28,91
2022-12-29,93
2022-12-30,91
2022-12-31,86
2023-01-01,81
2023-01-02,91
2023-01-03,82
2023-01-04,86
2023-01-05,83
2023-01-06,82
2023-01-07,89
2023-01-08,92
2023-01-09,84
2023-01-10,83
2023-01-11,85
2023-01-12,88
2023-01-13,84
2023-01-14,95
2023-01-15,94
2023-01-16,93
2023-01-17,89
2023-01-18,89
2023-01-19,82
2023-01-20,84
2023-01-21,93
2023-01-22,92
2023-01-23,87
2023-01-24,85
2023-01-25,87
2023-01-26,82
2023-01-27,85
2023-01-28,92
2023-01-29,91
2023-01-30,86
2023-01-31,88
2023-02-01,87
2023-02-02,84
2023-02-03,87
2023-02-04,97
2023-02-05,95
2023-02-06,88
2023-02-07,88
2023-02-08,87
2023-02-09,85
2023-02-10,85
2023-02-11,94
2023-02-12,94
2023-02-13,75
2023-02-14,81
2023-02-15,86
2023-02-16,87
2023-02-17,89
2023-02-18,91
2023-02-19,99
2023-02-20,91
2023-02-21,89
2023-02-22,87
2023-02-23,89
2023-02-24,84
2023-02-25,93
2023-02-26,100
2023-02-27,90
2023-02-28,85
2023-03-01,84
2023-03-02,86
2023-03-03,84
2023-03-04,93
2023-03-05,93
2023-03-06,87
2023-03-07,88
2023-03-08,85
2023-03-09,84
2023-03-10,87
2023-03-11,89
2023-03-12,95
2023-03-13,86
2023-03-14,87
2023-03-15,82
2023-03-16,85
2023-03-17,82
2023-03-18,91
2023-03-19,97
2023-03-20,88
2023-03-21,86
2023-03-22,87
2023-03-23,87
2023-03-24,83
2023-03-25,91
2023-03-26,92
2023-03-27,92
2023-03-28,82
2023-03-29,87
2023-03-30,84
2023-03-31,84
2023-04-01,89
2023-04-02,89
2023-04-03,87
2023-04-04,81
2023-04-05,81
2023-04-06,82
2023-04-07,86
2023-04-08,87
2023-04-09,83
2023-04-10,85
2023-04-11,85
2023-04-12,85
2023-04-13,81
2023-04-14,80
2023-04-15,85
2023-04-16,86
2023-04-17,87
2023-04-18,81
2023-04-19,84
2023-04-20,80
2023-04-21,81
2023-04-22,87
2023-04-23,93
2023-04-24,82
2023-04-25,78
2023-04-26,83
2023-04-27,79
2023-04-28,77
2023-04-29,87
2023-04-30,90
2023-05-01,84
2023-05-02,90
2023-05-03,82
2023-05-04,79
2023-05-05,79
2023-05-06,87
2023-05-07,85
2023-05-08,82
2023-05-09,82
2023-05-10,81
2023-05-11,78
2023-05-12,80
2023-05-13,86
2023-05-14,82
2023-05-15,84
2023-05-16,81
2023-05-17,80
2023-05-18,80
2023-05-19,81
2023-05-20,88
2023-05-21,88
2023-05-22,80
2023-05-23,79
2023-05-24,78
2023-05-25,81
