Time,nfl_standings
2025-09-18,3.7004405286343616
2025-09-19,5.550660792951542
2025-09-20,4.317180616740088
2025-09-21,16.0352422907489
2025-09-22,20.352422907488986
2025-09-23,12.334801762114537
2025-09-24,6.167400881057269
2025-09-25,6.167400881057269
2025-09-26,6.784140969162996
2025-09-27,4.317180616740088
2025-09-28,22.20264317180617
2025-09-29,27.75330396475771
2025-09-30,11.71806167400881
2025-10-01,4.933920704845815
2025-10-02,4.933920704845815
2025-10-03,6.784140969162996
2025-10-04,4.317180616740088
2025-10-05,21.58590308370044
2025-10-06,26.519823788546255
2025-10-07,17.26872246696035
2025-10-08,6.784140969162996
2025-10-09,5.550660792951542
2025-10-10,11.101321585903085
2025-10-11,6.167400881057269
2025-10-12,24.669603524229075
2025-10-13,27.75330396475771
2025-10-14,25.286343612334804
2025-10-15,8.01762114537445
2025-10-16,6.784140969162996
2025-10-17,9.251101321585903
2025-10-18,5.550660792951542
2025-10-19,27.136563876651984
2025-10-20,29.603524229074893
2025-10-21,17.88546255506608
2025-10-22,7.400881057268723
2025-10-23,6.784140969162996
2025-10-24,8.01762114537445
2025-10-25,5.550660792951542
2025-10-26,27.75330396475771
2025-10-27,27.136563876651984
2025-10-28,12.334801762114537
2025-10-29,6.167400881057269
2025-10-30,6.167400881057269
2025-10-31,7.400881057268723
2025-11-01,5.550660792951542
2025-11-02,28.986784140969164
2025-11-03,37.00440528634361
2025-11-04,13.568281938325992
2025-11-05,7.400881057268723
2025-11-06,6.784140969162996
2025-11-07,10.484581497797357
2025-11-08,6.167400881057269
2025-11-09,25.286343612334804
2025-11-10,30.837004405286343
2025-11-11,21.58590308370044
2025-11-12,8.01762114537445
2025-11-13,6.167400881057269
2025-11-14,10.484581497797357
2025-11-15,6.784140969162996
2025-11-16,27.136563876651984
2025-11-17,45.63876651982379
2025-11-18,14.185022026431719
2025-11-19,8.01762114537445
2025-11-20,7.400881057268723
2025-11-21,14.801762114537446
2025-11-22,6.784140969162996
2025-11-23,30.837004405286343
2025-11-24,42.55506607929516
2025-11-25,15.418502202643172
2025-11-26,9.251101321585903
2025-11-27,19.73568281938326
2025-11-28,37.62114537444934
2025-11-29,17.26872246696035
2025-11-30,35.15418502202643
2025-12-01,38.23788546255507
2025-12-02,17.26872246696035
2025-12-03,8.634361233480176
2025-12-04,8.01762114537445
2025-12-05,14.185022026431719
2025-12-06,8.634361233480176
2025-12-07,31.453744493392072
2025-12-08,49.95594713656388
2025-12-09,29.603524229074893
2025-12-10,10.484581497797357
2025-12-11,9.251101321585903
2025-12-12,14.185022026431719
2025-12-13,8.01762114537445
2025-12-14,30.837004405286343
2025-12-15,51.18942731277533
2025-12-16,19.73568281938326
2025-12-17,9.86784140969163
2025-12-18,8.634361233480176
2025-12-19,22.819383259911895
2025-12-20,12.951541850220265
2025-12-21,51.80616740088106
2025-12-22,56.12334801762115
2025-12-23,24.669603524229075
2025-12-24,11.71806167400881
2025-12-25,20.352422907488986
2025-12-26,28.986784140969164
2025-12-27,16.0352422907489
2025-12-28,61.67400881057269
2025-12-29,49.33920704845815
2025-12-30,25.286343612334804
2025-12-31,9.251101321585903
2026-01-01,8.01762114537445
2026-01-02,7.400881057268723
2026-01-03,13.568281938325992
2026-01-04,53.03964757709251
2026-01-05,37.00440528634361
2026-01-06,8.01762114537445
2026-01-07,5.550660792951542
2026-01-08,4.317180616740088
2026-01-09,4.933920704845815
2026-01-10,9.86784140969163
2026-01-11,21.58590308370044
2026-01-12,15.418502202643172
2026-01-13,8.01762114537445
2026-01-14,3.0837004405286343
2026-01-15,3.7004405286343616
2026-01-16,3.0837004405286343
2026-01-17,6.167400881057269
2026-01-18,14.801762114537446
2026-01-19,9.251101321585903
2026-01-20,3.7004405286343616
2026-01-21,3.0837004405286343
2026-01-22,2.4669603524229076
2026-01-23,2.4669603524229076
2026-01-24,3.7004405286343616
2026-01-25,6.167400881057269
2026-01-26,4.317180616740088
2026-01-27,1.8502202643171808
2026-01-28,1.2334801762114538
2026-01-29,1.2334801762114538
2026-01-30,1.2334801762114538
2026-01-31,1.2334801762114538
2026-02-01,1.2334801762114538
2026-02-02,1.2334801762114538
2026-02-03,1.2334801762114538
2026-02-04,0.6167400881057269
2026-02-05,0.6167400881057269
2026-02-06,1.2334801762114538
2026-02-07,1.2334801762114538
2026-02-08,1.8502202643171808
2026-02-09,2.4669603524229076
2026-02-10,0.6167400881057269
2026-02-11,0.6167400881057269
2026-02-12,0.6167400881057269
2026-02-13,0.6167400881057269
2026-02-14,0.6167400881057269
2026-02-15,0.6167400881057269
2026-02-16,0.6167400881057269
2026-02-17,0.6167400881057269
2026-02-18,0.6167400881057269
2026-02-19,0.6167400881057269
2026-02-20,0.6167400881057269
2026-02-21,0.6167400881057269
2026-02-22,0.6167400881057269
2026-02-23,0.6167400881057269
2026-02-24,0.6167400881057269
2026-02-25,0.0
2026-02-26,0.6167400881057269
2026-02-27,0.6167400881057269
2026-02-28,0.6167400881057269
2026-03-01,0.6167400881057269
2026-03-02,0.6167400881057269
2026-03-03,0.6167400881057269
2026-03-04,0.6167400881057269
2026-03-05,0.6167400881057269
2026-03-06,0.6167400881057269
2026-03-07,0.6167400881057269
2026-03-08,0.6167400881057269
2026-03-09,1.2334801762114538
2026-03-10,0.6167400881057269
2026-03-11,0.6167400881057269
2026-03-12,0.6167400881057269
2026-03-13,0.6167400881057269
2026-03-14,0.6167400881057269
2026-03-15,0.6167400881057269
2026-03-16,0.6167400881057269
2026-03-17,0.6167400881057269
2026-03-18,0.6167400881057269
2026-03-19,0.6167400881057269
2026-03-20,0.6167400881057269
2026-03-21,0.6167400881057269
2026-03-22,0.6167400881057269
2026-03-23,0.6167400881057269
2026-03-24,0.6167400881057269
2026-03-25,9.251101321585903
2026-03-26,5.550660792951542
2026-03-27,10.484581497797357
2026-03-28,11.101321585903085
2026-03-29,12.334801762114537
2026-03-30,12.951541850220265
2026-03-31,3.7004405286343616
2026-04-01,0.6167400881057269
2026-04-02,0.6167400881057269
2026-04-03,0.6167400881057269
2026-04-04,0.6167400881057269
2026-04-05,0.6167400881057269
2026-04-06,0.6167400881057269
2026-04-07,2.4669603524229076
2026-04-08,0.6167400881057269
2026-04-09,1.2334801762114538
2026-04-10,0.6167400881057269
2026-04-11,0.6167400881057269
2026-04-12,0.6167400881057269
2026-04-13,0.6167400881057269
2026-04-14,0.6167400881057269
2026-04-15,0.6167400881057269
2026-04-16,0.6167400881057269
2026-04-17,0.6167400881057269
2026-04-18,0.6167400881057269
2026-04-19,0.6167400881057269
2026-04-20,0.6167400881057269
2026-04-21,0.6167400881057269
2026-04-22,0.6167400881057269
2026-04-23,0.6167400881057269
2026-04-24,1.8502202643171808
2026-04-25,1.2334801762114538
2026-04-26,0.6167400881057269
2026-04-27,0.6167400881057269
2026-04-28,0.6167400881057269
2026-04-29,0.6167400881057269
2026-04-30,0.6167400881057269
2026-05-01,0.6167400881057269
2026-05-02,0.6167400881057269
2026-05-03,0.6167400881057269
2026-05-04,0.6167400881057269
2026-05-05,0.6167400881057269
2026-05-06,0.6167400881057269
2026-05-07,0.6167400881057269
2026-05-08,0.6167400881057269
2026-05-09,0.6167400881057269
2026-05-10,0.6167400881057269
2026-05-11,0.6167400881057269
2026-05-12,0.6167400881057269
2026-05-13,0.6167400881057269
2026-05-14,0.6167400881057269
2026-05-15,0.6167400881057269
2026-05-16,0.6167400881057269
2026-05-17,0.6167400881057269
2026-05-18,0.6167400881057269
2026-05-19,0.6167400881057269
2026-05-20,0.0
2026-05-21,0.6167400881057269
2026-05-22,0.0
2026-05-23,0.6167400881057269
2026-05-24,0.0
2026-05-25,0.6167400881057269
2026-05-26,0.0
2026-05-27,0.6167400881057269
2026-05-28,0.0
2026-05-29,0.0
2026-05-30,0.6167400881057269
2026-05-31,0.6167400881057269
