Time,braves
2022-04-05,13.0
2022-04-06,14.0
2022-04-07,28.0
2022-04-08,55.0
2022-04-09,50.0
2022-04-10,63.0
2022-04-11,26.0
2022-04-12,33.0
2022-04-13,43.0
2022-04-14,16.0
2022-04-15,24.0
2022-04-16,39.0
2022-04-17,28.0
2022-04-18,26.0
2022-04-19,32.0
2022-04-20,42.0
2022-04-21,17.0
2022-04-22,16.0
2022-04-23,32.0
2022-04-24,42.0
2022-04-25,13.0
2022-04-26,15.0
2022-04-27,23.0
2022-04-28,28.0
2022-04-29,26.0
2022-04-30,31.0
2022-05-01,29.0
2022-05-02,14.0
2022-05-03,31.0
2022-05-04,26.0
2022-05-05,13.0
2022-05-06,15.0
2022-05-07,26.0
2022-05-08,38.0
2022-05-09,13.0
2022-05-10,15.0
2022-05-11,25.0
2022-05-12,26.0
2022-05-13,20.0
2022-05-14,48.0
2022-05-15,47.0
2022-05-16,14.0
2022-05-17,18.0
2022-05-18,31.0
2022-05-19,13.0
2022-05-20,15.0
2022-05-21,25.0
2022-05-22,31.0
2022-05-23,15.0
2022-05-24,22.0
2022-05-25,26.0
2022-05-26,28.0
2022-05-27,21.0
2022-05-28,37.0
2022-05-29,31.0
2022-05-30,20.0
2022-05-31,21.0
2022-06-01,30.0
2022-06-02,14.0
2022-06-03,26.0
2022-06-04,41.0
2022-06-05,47.0
2022-06-06,15.0
2022-06-07,16.0
2022-06-08,27.0
2022-06-09,31.0
2022-06-10,31.0
2022-06-11,49.0
2022-06-12,47.0
2022-06-13,24.0
2022-06-14,42.0
2022-06-15,41.0
2022-06-16,41.0
2022-06-17,38.0
2022-06-18,38.0
2022-06-19,37.0
2022-06-20,23.0
2022-06-21,35.0
2022-06-22,38.0
2022-06-23,53.0
2022-06-24,30.0
2022-06-25,56.0
2022-06-26,64.0
2022-06-27,55.0
2022-06-28,21.0
2022-06-29,34.0
2022-06-30,39.0
2022-07-01,34.0
2022-07-02,48.0
2022-07-03,44.0
2022-07-04,34.0
2022-07-05,55.0
2022-07-06,40.0
2022-07-07,39.0
2022-07-08,48.0
2022-07-09,64.0
2022-07-10,57.0
2022-07-11,36.0
2022-07-12,44.0
2022-07-13,62.0
2022-07-14,24.0
2022-07-15,36.0
2022-07-16,58.0
2022-07-17,55.0
2022-07-18,19.0
2022-07-19,14.0
2022-07-20,14.0
2022-07-21,14.0
2022-07-22,21.0
2022-07-23,51.0
2022-07-24,62.0
2022-07-25,23.0
2022-07-26,34.0
2022-07-27,42.0
2022-07-28,22.0
2022-07-29,26.0
2022-07-30,45.0
2022-07-31,56.0
2022-08-01,26.0
2022-08-02,41.0
2022-08-03,52.0
2022-08-04,23.0
2022-08-05,36.0
2022-08-06,70.0
2022-08-07,63.0
2022-08-08,20.0
2022-08-09,19.0
2022-08-10,46.0
2022-08-11,39.0
2022-08-12,21.0
2022-08-13,55.0
2022-08-14,57.0
2022-08-15,25.0
2022-08-16,51.0
2022-08-17,50.0
2022-08-18,53.0
2022-08-19,53.0
2022-08-20,65.0
2022-08-21,100.0
2022-08-22,25.0
2022-08-23,43.0
2022-08-24,54.0
2022-08-25,27.0
2022-08-26,26.0
2022-08-27,62.0
2022-08-28,66.0
2022-08-29,49.34072249589491
2022-08-30,24.019704433497537
2022-08-31,38.73152709359606
2022-09-01,38.23152709359606
2022-09-02,45.43678160919541
2022-09-03,56.04597701149426
2022-09-04,80.06568144499178
2022-09-05,27.62233169129721
2022-09-06,19.11576354679803
2022-09-07,65.35385878489328
2022-09-08,28.923645320197046
2022-09-09,24.519704433497537
2022-09-10,70.25779967159278
2022-09-11,73.86042692939245
2022-09-12,25.82101806239737
2022-09-13,37.43021346469622
2022-09-14,53.443349753694584
2022-09-15,24.019704433497537
2022-09-16,25.82101806239737
2022-09-17,54.24466338259442
2022-09-18,64.05254515599344
2022-09-19,24.019704433497537
2022-09-20,38.23152709359606
2022-09-21,60.94991789819376
2022-09-22,27.12233169129721
2022-09-23,38.73152709359606
2022-09-24,54.74466338259442
2022-09-25,67.15517241379311
2022-09-26,27.62233169129721
2022-09-27,36.93021346469622
2022-09-28,48.07881773399015
2022-09-29,46.476190476190474
2022-09-30,33.6551724137931
2022-10-01,72.11822660098522
2022-10-02,91.34975369458128
2022-10-03,80.13136288998358
2022-10-04,64.10509031198687
2022-10-05,92.95238095238095
2022-10-06,27.244663382594418
2022-10-07,16.026272577996718
2022-10-08,16.026272577996718
2022-10-09,20.834154351395732
2022-10-10,25.642036124794746
2022-10-11,104.17077175697865
2022-10-12,112.18390804597702
2022-10-13,104.17077175697865
2022-10-14,94.55500821018063
2022-10-15,160.26272577996716
2022-10-16,38.46305418719212
2022-10-17,11.218390804597702
2022-10-18,8.013136288998359
2022-10-19,8.013136288998359
2022-10-20,6.4105090311986865
2022-10-21,4.807881773399015
2022-10-22,6.4105090311986865
2022-10-23,6.4105090311986865
2022-10-24,4.807881773399015
2022-10-25,4.807881773399015
2022-10-26,4.807881773399015
2022-10-27,4.807881773399015
2022-10-28,4.807881773399015
2022-10-29,6.4105090311986865
2022-10-30,4.807881773399015
2022-10-31,3.2052545155993433
2022-11-01,3.2052545155993433
2022-11-02,4.807881773399015
2022-11-03,4.807881773399015
2022-11-04,4.807881773399015
2022-11-05,4.807881773399015
2022-11-06,6.4105090311986865
2022-11-07,4.807881773399015
2022-11-08,4.807881773399015
2022-11-09,4.807881773399015
2022-11-10,4.807881773399015
2022-11-11,4.807881773399015
2022-11-12,4.807881773399015
2022-11-13,4.807881773399015
2022-11-14,4.807881773399015
2022-11-15,4.807881773399015
2022-11-16,4.807881773399015
2022-11-17,4.807881773399015
2022-11-18,4.807881773399015
2022-11-19,4.807881773399015
2022-11-20,4.807881773399015
2022-11-21,4.807881773399015
2022-11-22,4.807881773399015
2022-11-23,4.807881773399015
2022-11-24,4.807881773399015
2022-11-25,4.807881773399015
2022-11-26,4.807881773399015
2022-11-27,4.807881773399015
2022-11-28,4.807881773399015
2022-11-29,4.807881773399015
2022-11-30,3.2052545155993433
2022-12-01,4.807881773399015
2022-12-02,4.807881773399015
2022-12-03,4.807881773399015
2022-12-04,4.807881773399015
2022-12-05,6.4105090311986865
2022-12-06,6.4105090311986865
2022-12-07,8.013136288998359
2022-12-08,8.013136288998359
2022-12-09,6.4105090311986865
2022-12-10,6.4105090311986865
2022-12-11,4.807881773399015
2022-12-12,9.61576354679803
2022-12-13,8.013136288998359
2022-12-14,6.4105090311986865
2022-12-15,6.4105090311986865
2022-12-16,6.4105090311986865
2022-12-17,9.61576354679803
2022-12-18,8.013136288998359
2022-12-19,6.4105090311986865
2022-12-20,6.4105090311986865
2022-12-21,6.4105090311986865
2022-12-22,4.807881773399015
2022-12-23,4.807881773399015
2022-12-24,4.807881773399015
2022-12-25,4.807881773399015
2022-12-26,4.807881773399015
2022-12-27,4.807881773399015
2022-12-28,6.4105090311986865
2022-12-29,4.807881773399015
2022-12-30,4.807881773399015
2022-12-31,4.807881773399015
2023-01-01,4.807881773399015
2023-01-02,4.807881773399015
2023-01-03,3.2052545155993433
2023-01-04,4.807881773399015
2023-01-05,4.807881773399015
2023-01-06,4.807881773399015
2023-01-07,4.807881773399015
2023-01-08,4.807881773399015
2023-01-09,3.2052545155993433
2023-01-10,4.807881773399015
2023-01-11,4.807881773399015
2023-01-12,4.807881773399015
2023-01-13,3.2052545155993433
2023-01-14,4.807881773399015
2023-01-15,3.2052545155993433
2023-01-16,4.807881773399015
2023-01-17,4.807881773399015
2023-01-18,4.807881773399015
2023-01-19,4.807881773399015
2023-01-20,4.807881773399015
2023-01-21,6.4105090311986865
2023-01-22,4.807881773399015
2023-01-23,3.2052545155993433
2023-01-24,4.807881773399015
2023-01-25,4.807881773399015
2023-01-26,4.807881773399015
2023-01-27,4.807881773399015
2023-01-28,4.807881773399015
2023-01-29,4.807881773399015
2023-01-30,4.807881773399015
2023-01-31,4.807881773399015
2023-02-01,4.807881773399015
2023-02-02,4.807881773399015
2023-02-03,4.807881773399015
2023-02-04,4.807881773399015
2023-02-05,3.2052545155993433
2023-02-06,3.2052545155993433
2023-02-07,4.807881773399015
2023-02-08,3.2052545155993433
2023-02-09,4.807881773399015
2023-02-10,4.807881773399015
2023-02-11,4.807881773399015
2023-02-12,4.807881773399015
2023-02-13,4.807881773399015
2023-02-14,4.807881773399015
2023-02-15,4.807881773399015
2023-02-16,4.807881773399015
2023-02-17,4.807881773399015
2023-02-18,4.807881773399015
2023-02-19,4.807881773399015
2023-02-20,4.807881773399015
2023-02-21,4.807881773399015
2023-02-22,4.807881773399015
2023-02-23,4.807881773399015
2023-02-24,4.807881773399015
2023-02-25,11.218390804597702
2023-02-26,11.218390804597702
2023-02-27,8.013136288998359
2023-02-28,8.013136288998359
2023-03-01,8.013136288998359
2023-03-02,8.013136288998359
2023-03-03,9.61576354679803
2023-03-04,11.218390804597702
2023-03-05,9.61576354679803
2023-03-06,8.013136288998359
2023-03-07,8.013136288998359
2023-03-08,9.61576354679803
2023-03-09,8.013136288998359
2023-03-10,6.4105090311986865
2023-03-11,8.013136288998359
2023-03-12,8.013136288998359
2023-03-13,6.4105090311986865
2023-03-14,6.4105090311986865
2023-03-15,6.4105090311986865
2023-03-16,6.4105090311986865
2023-03-17,6.4105090311986865
2023-03-18,8.013136288998359
2023-03-19,9.61576354679803
2023-03-20,8.013136288998359
2023-03-21,8.013136288998359
2023-03-22,8.013136288998359
2023-03-23,8.013136288998359
2023-03-24,8.013136288998359
2023-03-25,9.61576354679803
2023-03-26,11.218390804597702
2023-03-27,12.821018062397373
2023-03-28,11.218390804597702
2023-03-29,12.821018062397373
2023-03-30,46.476190476190474
2023-03-31,19.23152709359606
2023-04-01,33.6551724137931
2023-04-02,35.25779967159278
2023-04-03,17.62889983579639
2023-04-04,30.44991789819376
2023-04-05,40.06568144499179
2023-04-06,27.244663382594418
2023-04-07,54.489326765188835
2023-04-08,59.29720853858785
2023-04-09,46.476190476190474
2023-04-10,32.052545155993435
2023-04-11,32.052545155993435
2023-04-12,32.052545155993435
2023-04-13,28.84729064039409
2023-04-14,17.62889983579639
2023-04-15,51.28407224958949
2023-04-16,43.27093596059113
2023-04-17,17.62889983579639
2023-04-18,30.44991789819376
2023-04-19,41.668308702791464
2023-04-20,19.23152709359606
2023-04-21,25.642036124794746
2023-04-22,52.88669950738917
2023-04-23,51.28407224958949
2023-04-24,17.62889983579639
2023-04-25,28.84729064039409
2023-04-26,28.802773216566322
2023-04-27,48.25688742930123
2023-04-28,19.454114212734904
2023-04-29,45.14066776135742
2023-04-30,27.244663382594418
2023-05-01,38.15143222039774
2023-05-02,21.012224046706805
2023-05-03,25.686553548622516
2023-05-04,35.035212552453935
2023-05-05,24.128443714650615
2023-05-06,40.46633825944171
2023-05-07,65.39609560299216
2023-05-08,16.337894544791098
2023-05-09,21.012224046706805
2023-05-10,35.035212552453935
2023-05-11,28.802773216566322
2023-05-12,17.896004378763003
2023-05-13,36.59332238642584
2023-05-14,35.035212552453935
2023-05-15,16.337894544791098
2023-05-16,28.802773216566322
2023-05-17,27.244663382594418
2023-05-18,30.360883050538227
2023-05-19,24.128443714650615
2023-05-20,46.69877759532932
2023-05-21,46.69877759532932
2023-05-22,21.813537675606643
2023-05-23,38.15143222039774
2023-05-24,31.918992884510132
2023-05-25,35.035212552453935
2023-05-26,36.326217843459226
2023-05-27,49.94854953475644
2023-05-28,36.326217843459226
2023-05-29,42.380587484035765
2023-05-30,30.27184820288269
2023-05-31,37.83981025360336
2023-06-01,16.649516511585478
2023-06-02,16.649516511585478
2023-06-03,31.785440613026825
2023-06-04,51.46214194490057
2023-06-05,18.163108921729613
2023-06-06,21.190293742017882
2023-06-07,40.86699507389163
2023-06-08,37.83981025360336
2023-06-09,49.94854953475644
2023-06-10,54.48932676518884
2023-06-11,40.86699507389163
2023-06-12,22.703886152162017
2023-06-13,31.785440613026825
2023-06-14,56.00291917533298
2023-06-15,28.758255792738556
2023-06-16,34.81262543331509
2023-06-17,48.4349571246123
2023-06-18,49.94854953475644
2023-06-19,21.190293742017882
2023-06-20,24.21747856230615
2023-06-21,34.81262543331509
2023-06-22,48.4349571246123
2023-06-23,30.27184820288269
2023-06-24,59.030103995621246
2023-06-25,51.46214194490057
2023-06-26,27.24466338259442
2023-06-27,37.83981025360336
2023-06-28,48.4349571246123
2023-06-29,21.190293742017882
2023-06-30,25.731070972450286
2023-07-01,62.057288815909516
2023-07-02,51.46214194490057
2023-07-03,33.299033023170956
2023-07-04,48.4349571246123
2023-07-05,42.380587484035765
2023-07-06,36.326217843459226
2023-07-07,39.353402663747495
2023-07-08,60.54369640576538
2023-07-09,71.13884327677432
2023-07-10,18.163108921729613
2023-07-11,15.135924101441345
2023-07-12,16.649516511585478
2023-07-13,15.135924101441345
2023-07-14,25.731070972450286
2023-07-15,52.97573435504471
2023-07-16,65.08447363619779
2023-07-17,18.163108921729613
2023-07-18,24.21747856230615
2023-07-19,46.92136471446817
2023-07-20,48.4349571246123
2023-07-21,24.21747856230615
2023-07-22,51.46214194490057
2023-07-23,60.54369640576538
2023-07-24,25.731070972450286
2023-07-25,25.731070972450286
2023-07-26,45.407772304324034
2023-07-27,33.299033023170956
2023-07-28,28.758255792738556
2023-07-29,54.48932676518884
2023-07-30,63.57088122605365
2023-07-31,33.299033023170956
2023-08-01,45.407772304324034
2023-08-02,51.46214194490057
2023-08-03,22.703886152162017
2023-08-04,37.83981025360336
2023-08-05,43.8941798941799
2023-08-06,43.8941798941799
2023-08-07,22.703886152162017
2023-08-08,39.353402663747495
2023-08-09,36.326217843459226
2023-08-10,48.4349571246123
2023-08-11,25.731070972450286
2023-08-12,69.62525086663018
2023-08-13,63.57088122605365
2023-08-14,43.8941798941799
2023-08-15,45.407772304324034
2023-08-16,43.8941798941799
2023-08-17,39.353402663747495
2023-08-18,27.24466338259442
2023-08-19,49.94854953475644
2023-08-20,66.59806604634191
2023-08-21,24.21747856230615
2023-08-22,36.326217843459226
2023-08-23,39.353402663747495
2023-08-24,34.81262543331509
2023-08-25,19.676701331873748
2023-08-26,52.97573435504471
2023-08-27,36.326217843459226
2023-08-28,34.81262543331509
2023-08-29,40.86699507389163
2023-08-30,39.353402663747495
2023-08-31,39.353402663747495
2023-09-01,48.4349571246123
2023-09-02,52.97573435504471
2023-09-03,77.19321291735086
2023-09-04,22.703886152162017
2023-09-05,21.190293742017882
2023-09-06,34.81262543331509
2023-09-07,36.326217843459226
2023-09-08,37.83981025360336
2023-09-09,43.8941798941799
2023-09-10,56.00291917533298
2023-09-11,42.380587484035765
2023-09-12,37.83981025360336
2023-09-13,45.407772304324034
2023-09-14,37.83981025360336
2023-09-15,22.703886152162017
2023-09-16,49.94854953475644
2023-09-17,34.81262543331509
2023-09-18,19.676701331873748
2023-09-19,33.299033023170956
2023-09-20,48.4349571246123
2023-09-21,24.21747856230615
2023-09-22,34.81262543331509
2023-09-23,42.380587484035765
2023-09-24,43.8941798941799
2023-09-25,28.758255792738556
2023-09-26,21.190293742017882
2023-09-27,40.86699507389163
2023-09-28,49.94854953475644
2023-09-29,42.380587484035765
2023-09-30,45.407772304324034
2023-10-01,57.51651158547711
2023-10-02,15.135924101441345
2023-10-03,15.135924101441345
2023-10-04,15.135924101441345
2023-10-05,30.27184820288269
2023-10-06,19.676701331873748
2023-10-07,63.57088122605365
2023-10-08,87.7883597883598
2023-10-09,62.057288815909516
2023-10-10,102.92428388980115
2023-10-11,93.84272942893634
2023-10-12,110.49224594052181
2023-10-13,151.35924101441344
2023-10-14,15.135924101441345
2023-10-15,10.595146871008941
2023-10-16,9.081554460864806
2023-10-17,9.081554460864806
2023-10-18,6.054369640576538
2023-10-19,6.054369640576538
2023-10-20,6.054369640576538
2023-10-21,6.054369640576538
2023-10-22,4.540777230432403
2023-10-23,6.054369640576538
2023-10-24,6.054369640576538
2023-10-25,7.567962050720673
2023-10-26,6.054369640576538
2023-10-27,4.540777230432403
2023-10-28,4.540777230432403
2023-10-29,4.540777230432403
2023-10-30,3.027184820288269
2023-10-31,4.540777230432403
2023-11-01,6.054369640576538
2023-11-02,7.567962050720673
2023-11-03,4.540777230432403
2023-11-04,4.540777230432403
2023-11-05,4.540777230432403
2023-11-06,4.540777230432403
2023-11-07,6.054369640576538
2023-11-08,6.054369640576538
2023-11-09,6.054369640576538
2023-11-10,6.054369640576538
2023-11-11,6.054369640576538
2023-11-12,4.540777230432403
2023-11-13,4.540777230432403
2023-11-14,4.540777230432403
2023-11-15,6.054369640576538
2023-11-16,6.054369640576538
2023-11-17,9.081554460864806
2023-11-18,9.081554460864806
2023-11-19,7.567962050720673
2023-11-20,7.567962050720673
2023-11-21,7.567962050720673
2023-11-22,7.567962050720673
2023-11-23,6.054369640576538
2023-11-24,6.054369640576538
2023-11-25,6.054369640576538
2023-11-26,6.054369640576538
2023-11-27,6.054369640576538
2023-11-28,6.054369640576538
2023-11-29,6.054369640576538
2023-11-30,6.054369640576538
2023-12-01,6.054369640576538
2023-12-02,7.567962050720673
2023-12-03,6.054369640576538
2023-12-04,9.081554460864806
2023-12-05,7.567962050720673
2023-12-06,7.567962050720673
2023-12-07,7.567962050720673
2023-12-08,7.567962050720673
2023-12-09,9.081554460864806
2023-12-10,7.567962050720673
2023-12-11,6.054369640576538
2023-12-12,6.054369640576538
2023-12-13,6.054369640576538
2023-12-14,6.054369640576538
2023-12-15,6.054369640576538
2023-12-16,6.054369640576538
2023-12-17,6.054369640576538
2023-12-18,4.540777230432403
2023-12-19,4.540777230432403
2023-12-20,4.540777230432403
2023-12-21,6.054369640576538
2023-12-22,5.845598273660105
2023-12-23,4.77564501821339
2023-12-24,4.462487967838742
2023-12-25,4.77564501821339
2023-12-26,4.77564501821339
2023-12-27,4.77564501821339
2023-12-28,4.77564501821339
2023-12-29,4.462487967838742
2023-12-30,7.855022680230768
2023-12-31,6.158755324034754
2024-01-01,5.845598273660105
2024-01-02,4.77564501821339
2024-01-03,5.845598273660105
2024-01-04,4.77564501821339
2024-01-05,4.77564501821339
2024-01-06,4.77564501821339
2024-01-07,4.77564501821339
2024-01-08,3.3925347123920258
2024-01-09,4.462487967838742
2024-01-10,5.088802068588038
2024-01-11,4.462487967838742
2024-01-12,4.462487967838742
2024-01-13,4.462487967838742
2024-01-14,4.462487967838742
2024-01-15,4.77564501821339
2024-01-16,4.462487967838742
2024-01-17,4.462487967838742
2024-01-18,4.462487967838742
2024-01-19,4.462487967838742
2024-01-20,4.462487967838742
2024-01-21,4.38419870524508
2024-01-22,4.38419870524508
2024-01-23,4.38419870524508
2024-01-24,5.010512805994376
2024-01-25,4.38419870524508
2024-01-26,5.010512805994376
2024-01-27,6.263141007492971
2024-01-28,5.010512805994376
2024-01-29,3.757884604495782
2024-01-30,4.38419870524508
2024-01-31,4.38419870524508
2024-02-01,4.38419870524508
2024-02-02,5.010512805994376
2024-02-03,4.38419870524508
2024-02-04,4.38419870524508
2024-02-05,4.38419870524508
2024-02-06,4.38419870524508
2024-02-07,4.38419870524508
2024-02-08,3.757884604495782
2024-02-09,3.757884604495782
2024-02-10,4.38419870524508
2024-02-11,4.38419870524508
2024-02-12,4.38419870524508
2024-02-13,5.010512805994376
2024-02-14,5.010512805994376
2024-02-15,5.010512805994376
2024-02-16,5.636826906743673
2024-02-17,5.636826906743673
2024-02-18,5.636826906743673
2024-02-19,5.636826906743673
2024-02-20,5.636826906743673
2024-02-21,5.636826906743673
2024-02-22,5.636826906743673
2024-02-23,6.263141007492971
2024-02-24,11.273653813487346
2024-02-25,11.273653813487346
2024-02-26,8.76839741049016
2024-02-27,8.142083309740862
2024-02-28,8.142083309740862
2024-02-29,8.142083309740862
2024-03-01,7.515769208991564
2024-03-02,8.76839741049016
2024-03-03,9.394711511239455
2024-03-04,8.142083309740862
2024-03-05,7.515769208991564
2024-03-06,6.263141007492971
2024-03-07,8.142083309740862
2024-03-08,7.515769208991564
2024-03-09,8.142083309740862
2024-03-10,8.76839741049016
2024-03-11,6.8894551082422675
2024-03-12,6.8894551082422675
2024-03-13,7.515769208991564
2024-03-14,9.394711511239455
2024-03-15,7.515769208991564
2024-03-16,8.76839741049016
2024-03-17,9.394711511239455
2024-03-18,8.76839741049016
2024-03-19,8.142083309740862
2024-03-20,9.394711511239455
2024-03-21,8.76839741049016
2024-03-22,8.142083309740862
2024-03-23,9.394711511239455
2024-03-24,10.64733971273805
2024-03-25,9.394711511239455
2024-03-26,10.021025611988753
2024-03-27,11.899967914236644
2024-03-28,17.53679482098032
2024-03-29,49.47881395919447
2024-03-30,50.731442160693064
2024-03-31,50.731442160693064
2024-04-01,38.20516014570712
2024-04-02,25.67887813072118
2024-04-03,36.326217843459226
2024-04-04,18.163108921729613
2024-04-05,25.052564029971883
2024-04-06,53.863012664439545
2024-04-07,62.631410074929704
2024-04-08,23.799935828473288
2024-04-09,40.71041654870431
2024-04-10,35.699903742709935
2024-04-11,38.20516014570712
2024-04-12,18.78942302247891
2024-04-13,38.20516014570712
2024-04-14,32.56833323896345
2024-04-15,16.284166619481724
2024-04-16,33.82096144046204
2024-04-17,45.094615253949385
2024-04-18,18.163108921729613
2024-04-19,24.426249929222585
2024-04-20,51.98407036219166
2024-04-21,51.35775626144236
2024-04-22,35.699903742709935
2024-04-23,28.810448634467665
2024-04-24,30.063076835966257
2024-04-25,29.436762735216963
2024-04-26,20.042051223977506
2024-04-27,38.20516014570712
2024-04-28,58.24721136968463
2024-04-29,19.415737123228208
2024-04-30,29.436762735216963
2024-05-01,40.71041654870431
2024-05-02,17.53679482098032
2024-05-03,16.91048072023102
2024-05-04,45.094615253949385
2024-05-05,54.48932676518884
2024-05-06,18.163108921729613
2024-05-07,18.163108921729613
2024-05-08,30.063076835966257
2024-05-09,23.17362172772399
2024-05-10,21.9209935262254
2024-05-11,46.97355755619728
2024-05-12,31.315705037464852
2024-05-13,34.44727554121134
2024-05-14,32.56833323896345
2024-05-15,28.810448634467665
2024-05-16,22.547307626974693
2024-05-17,19.415737123228208
2024-05-18,41.33673064945361
2024-05-19,56.99458316818603
2024-05-20,50.731442160693064
2024-05-21,24.426249929222585
2024-05-22,29.436762735216963
2024-05-23,33.82096144046204
2024-05-24,21.2946794254761
2024-05-25,41.33673064945361
2024-05-26,34.44727554121134
2024-05-27,37.57884604495782
2024-05-28,21.2946794254761
2024-05-29,26.931506332219772
2024-05-30,30.063076835966257
2024-05-31,25.67887813072118
2024-06-01,40.08410244795501
2024-06-02,31.94201913821415
2024-06-03,14.405224317233833
2024-06-04,18.78942302247891
2024-06-05,32.56833323896345
2024-06-06,18.163108921729613
2024-06-07,24.426249929222585
2024-06-08,33.194647339712745
2024-06-09,30.689390936715554
2024-06-10,15.031538417983128
2024-06-11,18.78942302247891
2024-06-12,24.426249929222585
2024-06-13,31.315705037464852
2024-06-14,20.668365324726803
2024-06-15,38.20516014570712
2024-06-16,35.07358964196064
2024-06-17,20.042051223977506
2024-06-18,25.052564029971883
2024-06-19,36.326217843459226
2024-06-20,15.657852518732426
2024-06-21,23.799935828473288
2024-06-22,43.2156729517015
2024-06-23,46.97355755619728
2024-06-24,18.163108921729613
2024-06-25,26.305192231470475
2024-06-26,41.963044750202904
2024-06-27,31.315705037464852
2024-06-28,19.415737123228208
2024-06-29,43.8419870524508
2024-06-30,41.33673064945361
2024-07-01,15.657852518732426
2024-07-02,16.91048072023102
2024-07-03,25.67887813072118
2024-07-04,35.699903742709935
2024-07-05,37.57884604495782
2024-07-06,49.47881395919447
2024-07-07,51.98407036219166
2024-07-08,18.78942302247891
2024-07-09,31.315705037464852
2024-07-10,30.063076835966257
2024-07-11,30.063076835966257
2024-07-12,27.55782043296907
2024-07-13,33.82096144046204
2024-07-14,39.457788347205714
2024-07-15,16.284166619481724
2024-07-16,12.526282014985942
2024-07-17,11.899967914236644
2024-07-18,11.899967914236644
2024-07-19,17.53679482098032
2024-07-20,52.61038446294095
2024-07-21,43.8419870524508
2024-07-22,19.415737123228208
2024-07-23,25.67887813072118
2024-07-24,40.71041654870431
2024-07-25,23.17362172772399
2024-07-26,30.063076835966257
2024-07-27,38.831474246456416
2024-07-28,33.194647339712745
2024-07-29,20.668365324726803
2024-07-30,36.326217843459226
2024-07-31,37.57884604495782
2024-08-01,20.042051223977506
2024-08-02,26.931506332219772
2024-08-03,33.82096144046204
2024-08-04,41.33673064945361
2024-08-05,13.778910216484535
2024-08-06,15.657852518732426
2024-08-07,24.426249929222585
2024-08-08,35.07358964196064
2024-08-09,16.91048072023102
2024-08-10,28.184134533718368
2024-08-11,41.963044750202904
2024-08-12,16.284166619481724
2024-08-13,23.799935828473288
2024-08-14,25.67887813072118
2024-08-15,38.20516014570712
2024-08-16,16.91048072023102
2024-08-17,29.436762735216963
2024-08-18,42.35963810811682
2024-08-19,15.943919858867055
2024-08-20,18.443758319816236
2024-08-21,31.57468266735946
2024-08-22,32.66802337264673
2024-08-23,34.074521128308646
2024-08-24,40.63998330208025
2024-08-25,55.95758906019801
2024-08-26,15.943919858867055
2024-08-27,32.35486632227207
2024-08-28,31.261525616984812
2024-08-29,32.66802337264673
2024-08-30,27.04203234999906
2024-08-31,32.98118042302137
2024-09-01,43.45297881340409
2024-09-02,39.546642596792985
2024-09-03,17.037260564154323
2024-09-04,26.102561198875115
2024-09-05,25.009220493587847
2024-09-06,25.009220493587847
2024-09-07,32.66802337264673
2024-09-08,40.9531403524549
2024-09-09,18.443758319816236
2024-09-10,21.883067931889368
2024-09-11,24.6960634432132
2024-09-12,20.163413125852802
2024-09-13,19.070072420565534
2024-09-14,45.172633619440646
2024-09-15,46.57913137510256
2024-09-16,34.700835229057944
2024-09-17,34.32808081615524
2024-09-18,28.086611576854292
2024-09-19,34.32808081615524
2024-09-20,20.2847750277281
