Time,doctor_strange
2024-08-13,0.7331607614386357
2024-08-14,0.5655811588240904
2024-08-15,0.5341599833338632
2024-08-16,0.7855293872556811
2024-08-17,0.7017395859484085
2024-08-18,0.7860322869914402
2024-08-19,0.5893716689903998
2024-08-20,0.5946085315721044
2024-08-21,0.5748814512707283
2024-08-22,0.5795081288397118
2024-08-23,0.4716193721948641
2024-08-24,0.7222243685183283
2024-08-25,0.8156229074435044
2024-08-26,0.609098749291776
2024-08-27,0.5308006130989925
2024-08-28,0.5209370729483045
2024-08-29,0.5157002103666
2024-08-30,0.6485529098945283
2024-08-31,0.6682799901959044
2024-09-01,0.7024972882169522
2024-09-02,0.9235116640883521
2024-09-03,0.5209370729483045
2024-09-04,0.4861095899145357
2024-09-05,0.5012099926469283
2024-09-06,0.4275385340231283
2024-09-07,0.5452908308186641
2024-09-08,0.5255637505172879
2024-09-09,0.4275385340231283
2024-09-10,0.37822083326968803
2024-09-11,0.38808437342037605
2024-09-12,0.4275385340231283
2024-09-13,0.4959731300652238
2024-09-14,0.5157002103666
2024-09-15,0.7320879086690164
2024-09-16,0.4078114537217522
2024-09-17,0.4256543363464843
2024-09-18,0.46266775689835254
2024-09-19,0.545947953140056
2024-09-20,0.536694598002089
2024-09-21,0.6199747942437924
2024-09-22,0.7402684110373641
2024-09-23,0.5181878877261549
2024-09-24,0.56445466341599
2024-09-25,0.7125083456234629
2024-09-26,0.536694598002089
2024-09-27,0.4996811774502207
2024-09-28,0.4534144017603855
2024-09-29,0.6477348596576935
2024-09-30,0.5829613736919241
2024-10-01,0.4996811774502207
2024-10-02,0.5922147288298912
2024-10-03,0.545947953140056
2024-10-04,0.4904278223122537
2024-10-05,0.6199747942437924
2024-10-06,0.536694598002089
2024-10-07,0.46266775689835254
2024-10-08,0.4904278223122537
2024-10-09,0.3886409157946161
2024-10-10,0.48117446717428664
2024-10-11,0.5274412428641219
2024-10-12,0.7957885418651663
2024-10-13,0.6754949250715947
2024-10-14,0.555201308278023
2024-10-15,0.4996811774502207
2024-10-16,0.4996811774502207
2024-10-17,0.4719211120363196
2024-10-18,0.4719211120363196
2024-10-19,0.6014680839678583
2024-10-20,0.6292281493817594
2024-10-21,0.46266775689835254
2024-10-22,0.545947953140056
2024-10-23,0.43490769148445135
2024-10-24,0.48117446717428664
2024-10-25,0.4996811774502207
2024-10-26,0.5922147288298912
2024-10-27,0.5829613736919241
2024-10-28,0.4719211120363196
2024-10-29,0.41640098120851726
2024-10-30,0.3793875606566491
2024-10-31,0.4904278223122537
2024-11-01,0.5181878877261549
2024-11-02,0.5274412428641219
2024-11-03,0.6292281493817594
2024-11-04,0.4441610466224184
2024-11-05,0.39789427093258317
2024-11-06,0.2776006541390115
2024-11-07,0.3886409157946161
2024-11-08,0.3793875606566491
2024-11-09,0.4441610466224184
2024-11-10,0.6477348596576935
2024-11-11,0.4256543363464843
2024-11-12,0.37013420551868204
2024-11-13,0.56445466341599
2024-11-14,0.41640098120851726
2024-11-15,0.4441610466224184
2024-11-16,0.48117446717428664
2024-11-17,0.536694598002089
2024-11-18,0.4996811774502207
2024-11-19,0.4256543363464843
2024-11-20,0.3793875606566491
2024-11-21,0.4071476260705502
2024-11-22,0.43490769148445135
2024-11-23,0.39789427093258317
2024-11-24,0.4534144017603855
2024-11-25,0.46266775689835254
2024-11-26,0.37013420551868204
2024-11-27,0.43490769148445135
2024-11-28,0.41640098120851726
2024-11-29,0.3886409157946161
2024-11-30,0.4904278223122537
2024-12-01,0.5181878877261549
2024-12-02,0.3331207849668138
2024-12-03,0.43490769148445135
2024-12-04,0.35162749524274794
2024-12-05,0.360880850380715
2024-12-06,0.46266775689835254
2024-12-07,0.7032549904854959
2024-12-08,0.6662415699336276
2024-12-09,0.5089345325881878
2024-12-10,0.6292281493817594
2024-12-11,0.555201308278023
2024-12-12,0.46266775689835254
2024-12-13,0.6940016353475288
2024-12-14,0.6384815045197265
2024-12-15,0.6940016353475288
2024-12-16,0.5829613736919241
2024-12-17,0.5274412428641219
2024-12-18,0.5922147288298912
2024-12-19,0.6107214391058253
2024-12-20,0.4719211120363196
2024-12-21,0.6014680839678583
2024-12-22,0.7957885418651663
2024-12-23,0.6662415699336276
2024-12-24,0.731015055899397
2024-12-25,0.6754949250715947
2024-12-26,0.6199747942437924
2024-12-27,0.6477348596576935
2024-12-28,0.7957885418651663
2024-12-29,0.8883220932448368
2024-12-30,0.8975754483828039
2024-12-31,0.8698153829689027
2025-01-01,0.72176170076143
2025-01-02,0.7402684110373641
2025-01-03,0.8142952521411004
2025-01-04,0.7032549904854959
2025-01-05,0.8975754483828039
2025-01-06,0.72176170076143
2025-01-07,0.7865351867271992
2025-01-08,0.731015055899397
2025-01-09,0.6384815045197265
2025-01-10,0.5737080185539571
2025-01-11,0.8420553175550016
2025-01-12,0.6940016353475288
2025-01-13,0.6754949250715947
2025-01-14,0.545947953140056
2025-01-15,0.56445466341599
2025-01-16,0.6107214391058253
2025-01-17,0.555201308278023
2025-01-18,0.8142952521411004
2025-01-19,0.6847482802095617
2025-01-20,0.6754949250715947
2025-01-21,0.5274412428641219
2025-01-22,0.6569882147956606
2025-01-23,0.6384815045197265
2025-01-24,0.5829613736919241
2025-01-25,0.72176170076143
2025-01-26,0.7680284764512652
2025-01-27,0.6384815045197265
2025-01-28,0.5274412428641219
2025-01-29,0.5922147288298912
2025-01-30,0.6014680839678583
2025-01-31,0.555201308278023
2025-02-01,0.6569882147956606
2025-02-02,0.72176170076143
2025-02-03,0.6107214391058253
2025-02-04,0.6477348596576935
2025-02-05,0.6014680839678583
2025-02-06,0.56445466341599
2025-02-07,0.536694598002089
2025-02-08,0.6107214391058253
2025-02-09,0.6662415699336276
2025-02-10,0.4534144017603855
2025-02-11,0.4719211120363196
2025-02-12,0.4996811774502207
2025-02-13,0.555201308278023
2025-02-14,0.545947953140056
2025-02-15,0.7587751213132982
2025-02-16,0.916082158658738
2025-02-17,0.6477348596576935
2025-02-18,0.6292281493817594
2025-02-19,0.536694598002089
2025-02-20,0.6107214391058253
2025-02-21,0.4256543363464843
2025-02-22,0.7032549904854959
2025-02-23,0.6940016353475288
2025-02-24,0.5922147288298912
2025-02-25,0.4256543363464843
2025-02-26,0.5274412428641219
2025-02-27,0.4996811774502207
2025-02-28,0.536694598002089
2025-03-01,0.6199747942437924
2025-03-02,0.7125083456234629
2025-03-03,0.4904278223122537
2025-03-04,0.5089345325881878
2025-03-05,0.4719211120363196
2025-03-06,0.4719211120363196
2025-03-07,0.43490769148445135
2025-03-08,0.536694598002089
2025-03-09,0.5829613736919241
2025-03-10,0.48117446717428664
2025-03-11,0.4534144017603855
2025-03-12,0.37013420551868204
2025-03-13,0.43490769148445135
2025-03-14,0.46266775689835254
2025-03-15,0.6107214391058253
2025-03-16,0.48117446717428664
2025-03-17,0.46266775689835254
2025-03-18,0.5181878877261549
2025-03-19,0.39789427093258317
2025-03-20,0.4441610466224184
2025-03-21,0.46266775689835254
2025-03-22,0.56445466341599
2025-03-23,0.5089345325881878
2025-03-24,0.4996811774502207
2025-03-25,0.48117446717428664
2025-03-26,0.56445466341599
2025-03-27,0.4534144017603855
2025-03-28,0.6107214391058253
2025-03-29,0.7495217661753311
2025-03-30,0.6292281493817594
2025-03-31,0.5181878877261549
2025-04-01,0.5737080185539571
2025-04-02,0.41640098120851726
2025-04-03,0.545947953140056
2025-04-04,0.6569882147956606
2025-04-05,0.6569882147956606
2025-04-06,0.6477348596576935
2025-04-07,0.5274412428641219
2025-04-08,0.4719211120363196
2025-04-09,0.37013420551868204
2025-04-10,0.4256543363464843
2025-04-11,0.4534144017603855
2025-04-12,0.5089345325881878
2025-04-13,0.6569882147956606
2025-04-14,0.5181878877261549
2025-04-15,0.46266775689835254
2025-04-16,0.4071476260705502
2025-04-17,0.4996811774502207
2025-04-18,0.7680284764512652
2025-04-19,0.545947953140056
2025-04-20,0.6569882147956606
2025-04-21,0.44878772419140195
2025-04-22,0.4719211120363196
2025-04-23,0.3886409157946161
2025-04-24,0.3886409157946161
2025-04-25,0.41640098120851726
2025-04-26,0.4765477896053031
2025-04-27,0.5274412428641219
2025-04-28,0.48117446717428664
2025-04-29,0.41640098120851726
2025-04-30,0.4071476260705502
2025-05-01,0.43490769148445135
2025-05-02,0.46266775689835254
2025-05-03,0.6199747942437924
2025-05-04,0.6199747942437924
2025-05-05,0.536694598002089
2025-05-06,0.4071476260705502
2025-05-07,0.4534144017603855
2025-05-08,0.4302810139154678
2025-05-09,0.5737080185539571
2025-05-10,0.6292281493817594
2025-05-11,0.7125083456234629
2025-05-12,0.5505746307090396
2025-05-13,0.4996811774502207
2025-05-14,0.41640098120851726
2025-05-15,0.4996811774502207
2025-05-16,0.41640098120851726
2025-05-17,0.555201308278023
2025-05-18,0.6662415699336276
2025-05-19,0.4719211120363196
2025-05-20,0.4904278223122537
2025-05-21,0.43490769148445135
2025-05-22,0.4719211120363196
2025-05-23,0.46266775689835254
2025-05-24,0.6292281493817594
2025-05-25,0.555201308278023
2025-05-26,0.6384815045197265
2025-05-27,0.4996811774502207
2025-05-28,0.4719211120363196
2025-05-29,0.4996811774502207
2025-05-30,0.4996811774502207
2025-05-31,0.56445466341599
2025-06-01,0.6292281493817594
2025-06-02,0.46266775689835254
2025-06-03,0.4534144017603855
2025-06-04,0.4071476260705502
2025-06-05,0.35162749524274794
2025-06-06,0.4441610466224184
2025-06-07,0.6292281493817594
2025-06-08,0.536694598002089
2025-06-09,0.5181878877261549
2025-06-10,0.39789427093258317
2025-06-11,0.360880850380715
2025-06-12,0.4441610466224184
2025-06-13,0.4441610466224184
2025-06-14,0.3886409157946161
2025-06-15,0.4719211120363196
2025-06-16,0.3793875606566491
2025-06-17,0.5089345325881878
2025-06-18,0.2961073644149456
2025-06-19,0.5089345325881878
2025-06-20,0.39789427093258317
2025-06-21,0.41640098120851726
2025-06-22,0.3146140746908797
2025-06-23,0.37013420551868204
2025-06-24,0.41640098120851726
2025-06-25,0.35162749524274794
2025-06-26,0.4256543363464843
2025-06-27,0.4441610466224184
2025-06-28,0.46266775689835254
2025-06-29,0.4534144017603855
2025-06-30,0.360880850380715
2025-07-01,0.37013420551868204
2025-07-02,0.3793875606566491
2025-07-03,0.39789427093258317
2025-07-04,0.5737080185539571
2025-07-05,0.6107214391058253
2025-07-06,0.6384815045197265
2025-07-07,0.6569882147956606
2025-07-08,0.3886409157946161
2025-07-09,0.4904278223122537
2025-07-10,0.3793875606566491
2025-07-11,0.3886409157946161
2025-07-12,0.5181878877261549
2025-07-13,0.6199747942437924
2025-07-14,0.4904278223122537
2025-07-15,0.43490769148445135
2025-07-16,0.4904278223122537
2025-07-17,0.5829613736919241
2025-07-18,0.5274412428641219
2025-07-19,0.6014680839678583
2025-07-20,0.7402684110373641
2025-07-21,0.5181878877261549
2025-07-22,0.5181878877261549
2025-07-23,0.5089345325881878
2025-07-24,0.6014680839678583
2025-07-25,0.6662415699336276
2025-07-26,0.9253355137967051
2025-07-27,0.8235486072790675
2025-07-28,0.6569882147956606
2025-07-29,0.6754949250715947
2025-07-30,0.7495217661753311
2025-07-31,0.72176170076143
2025-08-01,0.6384815045197265
2025-08-02,0.7402684110373641
2025-08-03,0.7680284764512652
2025-08-04,0.5737080185539571
2025-08-05,0.5181878877261549
2025-08-06,0.48117446717428664
2025-08-07,0.56445466341599
2025-08-08,0.5737080185539571
2025-08-09,0.6384815045197265
2025-08-10,0.8328019624170345
2025-08-11,0.5181878877261549
2025-08-12,0.536694598002089
2025-08-13,0.56445466341599
2025-08-14,0.5922147288298912
2025-08-15,0.5181878877261549
2025-08-16,0.6477348596576935
2025-08-17,0.6662415699336276
2025-08-18,0.6014680839678583
2025-08-19,0.56445466341599
2025-08-20,0.5089345325881878
2025-08-21,0.5829613736919241
2025-08-22,0.3886409157946161
2025-08-23,0.6662415699336276
2025-08-24,0.7032549904854959
2025-08-25,0.555201308278023
2025-08-26,0.536694598002089
2025-08-27,0.48117446717428664
2025-08-28,0.555201308278023
2025-08-29,0.5829613736919241
2025-08-30,0.5829613736919241
2025-08-31,0.6569882147956606
2025-09-01,0.6384815045197265
2025-09-02,0.4441610466224184
2025-09-03,0.5089345325881878
2025-09-04,0.43490769148445135
2025-09-05,0.35162749524274794
2025-09-06,0.6107214391058253
2025-09-07,0.5737080185539571
2025-09-08,0.5829613736919241
2025-09-09,0.46266775689835254
2025-09-10,0.35162749524274794
2025-09-11,0.37013420551868204
2025-09-12,0.4071476260705502
2025-09-13,0.41640098120851726
2025-09-14,0.536694598002089
2025-09-15,0.4071476260705502
2025-09-16,0.43490769148445135
2025-09-17,0.4534144017603855
2025-09-18,0.3146140746908797
2025-09-19,0.34237414010478084
2025-09-20,0.536694598002089
2025-09-21,0.4441610466224184
2025-09-22,0.3793875606566491
2025-09-23,0.35162749524274794
2025-09-24,0.41640098120851726
2025-09-25,0.34237414010478084
2025-09-26,0.4534144017603855
2025-09-27,0.6199747942437924
2025-09-28,0.6662415699336276
2025-09-29,0.34237414010478084
2025-09-30,0.43490769148445135
2025-10-01,0.360880850380715
2025-10-02,0.37013420551868204
2025-10-03,0.4256543363464843
2025-10-04,0.46266775689835254
2025-10-05,0.4441610466224184
2025-10-06,0.4441610466224184
2025-10-07,0.4441610466224184
2025-10-08,0.4719211120363196
2025-10-09,0.41640098120851726
2025-10-10,0.3331207849668138
2025-10-11,0.5181878877261549
2025-10-12,0.43490769148445135
2025-10-13,0.3886409157946161
2025-10-14,0.3146140746908797
2025-10-15,0.37013420551868204
2025-10-16,0.4256543363464843
2025-10-17,0.4256543363464843
2025-10-18,0.4071476260705502
2025-10-19,0.4441610466224184
2025-10-20,0.32386742982884675
2025-10-21,0.37013420551868204
2025-10-22,0.37013420551868204
2025-10-23,0.4441610466224184
2025-10-24,0.32386742982884675
2025-10-25,0.41640098120851726
2025-10-26,0.46266775689835254
2025-10-27,0.360880850380715
2025-10-28,0.41640098120851726
2025-10-29,0.4256543363464843
2025-10-30,0.37013420551868204
2025-10-31,0.46266775689835254
2025-11-01,0.360880850380715
2025-11-02,0.4441610466224184
2025-11-03,0.3146140746908797
2025-11-04,0.32386742982884675
2025-11-05,0.3886409157946161
2025-11-06,0.3331207849668138
2025-11-07,0.32386742982884675
2025-11-08,0.4256543363464843
2025-11-09,0.5089345325881878
2025-11-10,0.360880850380715
2025-11-11,0.3793875606566491
2025-11-12,0.5274412428641219
2025-11-13,0.39789427093258317
2025-11-14,0.4071476260705502
2025-11-15,0.555201308278023
2025-11-16,0.4441610466224184
2025-11-17,0.37013420551868204
2025-11-18,0.4071476260705502
2025-11-19,0.3793875606566491
2025-11-20,0.39789427093258317
2025-11-21,0.4071476260705502
2025-11-22,0.4719211120363196
2025-11-23,0.555201308278023
2025-11-24,0.39789427093258317
2025-11-25,0.4256543363464843
2025-11-26,0.41640098120851726
2025-11-27,0.360880850380715
2025-11-28,0.5089345325881878
2025-11-29,0.6014680839678583
2025-11-30,0.5181878877261549
2025-12-01,0.46266775689835254
2025-12-02,0.41640098120851726
2025-12-03,0.32386742982884675
2025-12-04,0.37013420551868204
2025-12-05,0.360880850380715
2025-12-06,0.3886409157946161
2025-12-07,0.555201308278023
2025-12-08,0.30536071955291266
2025-12-09,0.3146140746908797
2025-12-10,0.360880850380715
2025-12-11,0.5519481756123314
2025-12-12,0.38914695865372373
2025-12-13,0.38914695865372373
2025-12-14,0.42753392410888386
2025-12-15,0.31634907877924856
2025-12-16,0.5089345325881878
2025-12-17,0.44473938131854135
2025-12-18,0.42355787307303866
2025-12-19,0.37194150144406624
2025-12-20,0.4705475671330276
2025-12-21,0.4017257382943976
2025-12-22,0.3851709076178785
2025-12-23,0.3851709076178785
2025-12-24,0.367965450408221
2025-12-25,0.40635241586338117
2025-12-26,0.5089345325881878
2025-12-27,0.6413008861633258
2025-12-28,0.5089345325881878
2025-12-29,0.47915029573785634
2025-12-30,0.6843145291874695
2025-12-31,0.5175372611930165
2026-01-01,0.5175372611930165
2026-01-02,0.5857084634985081
2026-01-03,0.47915029573785634
2026-01-04,0.6373248351274806
2026-01-05,0.3977496872585524
2026-01-06,0.4745236181688728
2026-01-07,0.5089345325881878
2026-01-08,0.42753392410888386
2026-01-09,0.4917290753785303
2026-01-10,0.6202639615918538
2026-01-11,0.5248387367315687
2026-01-12,0.43736561394297385
2026-01-13,0.4850782263731165
2026-01-14,0.45326981808635475
2026-01-15,0.47712612430142604
2026-01-16,0.5327908388032591
2026-01-17,0.6123118595201634
2026-01-18,0.5964076553767825
2026-01-19,0.5407429408749496
2026-01-20,0.5566471450183303
2026-01-21,0.54869504294664
2026-01-22,0.4930303284448069
2026-01-23,0.5009824305164974
2026-01-24,0.6997849823087582
2026-01-25,0.7793060030256626
2026-01-26,0.5725513491617112
2026-01-27,0.54869504294664
2026-01-28,0.5168866346598782
2026-01-29,0.5407429408749496
2026-01-30,0.5725513491617112
2026-01-31,0.5725513491617112
2026-02-01,0.7077370843804486
2026-02-02,0.5248387367315687
2026-02-03,0.5566471450183303
2026-02-04,0.5009824305164974
2026-02-05,0.4850782263731165
2026-02-06,0.5407429408749496
2026-02-07,0.54869504294664
2026-02-08,0.7156891864521391
2026-02-09,0.5089345325881878
2026-02-10,0.5248387367315687
2026-02-11,0.43736561394297385
2026-02-12,0.3976051035845217
2026-02-13,0.4930303284448069
2026-02-14,0.6282160636635443
2026-02-15,0.6202639615918538
2026-02-16,0.5884555533050921
2026-02-17,0.4930303284448069
2026-02-18,0.5248387367315687
2026-02-19,0.54869504294664
2026-02-20,0.4930303284448069
2026-02-21,0.5327908388032591
2026-02-22,0.7156891864521391
2026-02-23,0.5248387367315687
2026-02-24,0.45326981808635475
2026-02-25,0.45326981808635475
2026-02-26,0.43736561394297385
2026-02-27,0.4691740222297356
2026-02-28,0.4294135118712834
2026-03-01,0.3976051035845217
2026-03-02,0.421461409799593
2026-03-03,0.45326981808635475
2026-03-04,0.3896530015128313
2026-03-05,0.38170089944114083
2026-03-06,0.4850782263731165
2026-03-07,0.3896530015128313
2026-03-08,0.54869504294664
2026-03-09,0.43736561394297385
2026-03-10,0.41350930772790256
2026-03-11,0.29422777665254607
2026-03-12,0.3976051035845217
2026-03-13,0.4055572056562121
2026-03-14,0.4055572056562121
2026-03-15,0.47712612430142604
2026-03-16,0.41350930772790256
2026-03-17,0.4691740222297356
2026-03-18,0.5566471450183303
2026-03-19,0.7236412885238295
2026-03-20,0.5566471450183303
2026-03-21,0.7315933905955199
2026-03-22,0.7077370843804486
2026-03-23,0.6520723698786156
2026-03-24,0.6361681657352347
2026-03-25,0.54869504294664
2026-03-26,0.4850782263731165
2026-03-27,0.4691740222297356
2026-03-28,0.6202639615918538
2026-03-29,0.6202639615918538
2026-03-30,0.4930303284448069
2026-03-31,0.3737487973694504
2026-04-01,0.5805034512334016
2026-04-02,0.5089345325881878
2026-04-03,0.43736561394297385
2026-04-04,0.660024471950306
2026-04-05,0.6202639615918538
2026-04-06,0.47712612430142604
2026-04-07,0.5089345325881878
2026-04-08,0.5009824305164974
2026-04-09,0.5805034512334016
2026-04-10,0.4691740222297356
2026-04-11,0.43736561394297385
2026-04-12,0.4691740222297356
2026-04-13,0.3976051035845217
2026-04-14,0.4294135118712834
2026-04-15,0.4850782263731165
2026-04-16,0.4612219201580452
2026-04-17,0.5805034512334016
2026-04-18,0.6918328802370678
2026-04-19,0.6679765740219965
2026-04-20,0.5248387367315687
2026-04-21,0.4612219201580452
2026-04-22,0.47712612430142604
2026-04-23,0.4294135118712834
2026-04-24,0.5009824305164974
2026-04-25,0.5327908388032591
2026-04-26,0.7952102071690434
2026-04-27,0.5407429408749496
2026-04-28,0.4055572056562121
2026-04-29,0.54869504294664
2026-04-30,0.4294135118712834
2026-05-01,0.4055572056562121
2026-05-02,0.45326981808635475
2026-05-03,0.6123118595201634
2026-05-04,0.421461409799593
2026-05-05,0.4055572056562121
2026-05-06,0.4612219201580452
2026-05-07,0.4453177160146643
2026-05-08,0.43736561394297385
2026-05-09,0.4612219201580452
2026-05-10,0.6043597574484729
2026-05-11,0.47712612430142604
2026-05-12,0.4453177160146643
2026-05-13,0.4850782263731165
2026-05-14,0.6043597574484729
2026-05-15,0.5327908388032591
2026-05-16,0.7077370843804486
2026-05-17,0.54869504294664
2026-05-18,0.421461409799593
2026-05-19,0.5725513491617112
2026-05-20,0.3737487973694504
2026-05-21,0.421461409799593
2026-05-22,0.4930303284448069
2026-05-23,0.54869504294664
2026-05-24,0.5884555533050921
2026-05-25,0.5168866346598782
2026-05-26,0.4453177160146643
2026-05-27,0.4055572056562121
2026-05-28,0.4612219201580452
2026-05-29,0.5248387367315687
2026-05-30,0.5009824305164974
2026-05-31,0.6759286760936869
