Time,doctor_strange
2023-09-29,0.4412691741962598
2023-09-30,0.538348392519437
2023-10-01,0.49422147509981096
2023-10-02,0.40596764026055904
2023-10-03,0.4412691741962598
2023-10-04,0.5118722420676614
2023-10-05,0.49422147509981096
2023-10-06,0.45009455768018497
2023-10-07,0.45891994116411017
2023-10-08,0.7236814456818661
2023-10-09,0.538348392519437
2023-10-10,0.48539609161588576
2023-10-11,0.5559991594872874
2023-10-12,0.4236184072284094
2023-10-13,0.38831687329270864
2023-10-14,0.39714225677663384
2023-10-15,0.6972052952300904
2023-10-16,0.41479302374448423
2023-10-17,0.48539609161588576
2023-10-18,0.40596764026055904
2023-10-19,0.4236184072284094
2023-10-20,0.538348392519437
2023-10-21,0.5295230090355117
2023-10-22,0.5030468585837362
2023-10-23,0.538348392519437
2023-10-24,0.45891994116411017
2023-10-25,0.6707291447783149
2023-10-26,0.49422147509981096
2023-10-27,0.5030468585837362
2023-10-28,0.6266022273586889
2023-10-29,0.45891994116411017
2023-10-30,0.45891994116411017
2023-10-31,0.5295230090355117
2023-11-01,0.4236184072284094
2023-11-02,0.45009455768018497
2023-11-03,0.4324437907123346
2023-11-04,0.6442529943265393
2023-11-05,0.5913006934229881
2023-11-06,0.5206976255515866
2023-11-07,0.47657070813196056
2023-11-08,0.45009455768018497
2023-11-09,0.5206976255515866
2023-11-10,0.6707291447783149
2023-11-11,0.7236814456818661
2023-11-12,0.7854591300693424
2023-11-13,0.6089514603908385
2023-11-14,0.48539609161588576
2023-11-15,0.5913006934229881
2023-11-16,0.5648245429712125
2023-11-17,0.5206976255515866
2023-11-18,0.7413322126497165
2023-11-19,0.6883799117461653
2023-11-20,0.5295230090355117
2023-11-21,0.4236184072284094
2023-11-22,0.7325068291657912
2023-11-23,0.5824753099390629
2023-11-24,0.5559991594872874
2023-11-25,0.7589829796175669
2023-11-26,0.7501575961336416
2023-11-27,0.5030468585837362
2023-11-28,0.48539609161588576
2023-11-29,0.6972052952300904
2023-11-30,0.5030468585837362
2023-12-01,0.4324437907123346
2023-12-02,0.5118722420676614
2023-12-03,0.5295230090355117
2023-12-04,0.4412691741962598
2023-12-05,0.49422147509981096
2023-12-06,0.6001260769069133
2023-12-07,0.5030468585837362
2023-12-08,0.4412691741962598
2023-12-09,0.6177768438747637
2023-12-10,0.6177768438747637
2023-12-11,0.47657070813196056
2023-12-12,0.4324437907123346
2023-12-13,0.5295230090355117
2023-12-14,0.41479302374448423
2023-12-15,0.35301533935700785
2023-12-16,0.38831687329270864
2023-12-17,0.538348392519437
2023-12-18,0.37066610632485825
2023-12-19,0.538348392519437
2023-12-20,0.5471737760033621
2023-12-21,0.45891994116411017
2023-12-22,0.502892833213686
2023-12-23,0.5652028508976514
2023-12-24,0.560790159155689
2023-12-25,0.5459037422503172
2023-12-26,0.53625418792665
2023-12-27,0.6082137599342825
2023-12-28,0.53625418792665
2023-12-29,0.5125423875373532
2023-12-30,0.7231842409785463
2023-12-31,0.637162422905284
2024-01-01,0.5414910505083546
2024-01-02,0.5169550792793158
2024-01-03,0.5652028508976514
2024-01-04,0.42652056946409084
2024-01-05,0.4888305871480563
2024-01-06,0.5459037422503172
2024-01-07,0.5845019595449857
2024-01-08,0.4932432788900189
2024-01-09,0.42652056946409084
2024-01-10,0.4932432788900189
2024-01-11,0.44058281552972056
2024-01-12,0.44058281552972056
2024-01-13,0.60380106819232
2024-01-14,0.6082137599342825
2024-01-15,0.5792650969632812
2024-01-16,0.42652056946409084
2024-01-17,0.45023236985338777
2024-01-18,0.4116341525587192
2024-01-19,0.45988192417705487
2024-01-20,0.5318414961846875
2024-01-21,0.48179135751681773
2024-01-22,0.36658038071931787
2024-01-23,0.3770541058827269
2024-01-24,0.32468548006568154
2024-01-25,0.35610665555590876
2024-01-26,0.31421175490227243
2024-01-27,0.4503701820265905
2024-01-28,0.48179135751681773
2024-01-29,0.48179135751681773
2024-01-30,0.4503701820265905
2024-01-31,0.35610665555590876
2024-02-01,0.387527831046136
2024-02-02,0.3351592052290906
2024-02-03,0.49226508268022684
2024-02-04,0.49226508268022684
2024-02-05,0.9531089898702264
2024-02-06,0.387527831046136
2024-02-07,0.387527831046136
2024-02-08,0.41894900653636324
2024-02-09,0.4503701820265905
2024-02-10,0.41894900653636324
2024-02-11,0.6074760594777266
2024-02-12,0.41894900653636324
2024-02-13,0.4398964568631814
2024-02-14,0.4503701820265905
2024-02-15,0.4294227316997723
2024-02-16,0.4713176323534086
2024-02-17,0.5551074336606813
2024-02-18,0.6074760594777266
2024-02-19,0.513212533007045
2024-02-20,0.4294227316997723
2024-02-21,0.41894900653636324
2024-02-22,0.3770541058827269
2024-02-23,0.513212533007045
2024-02-24,0.513212533007045
2024-02-25,0.523686258170454
2024-02-26,0.7226870362752266
2024-02-27,0.36658038071931787
2024-02-28,0.35610665555590876
2024-02-29,0.4398964568631814
2024-03-01,0.5027388078436359
2024-03-02,0.48179135751681773
2024-03-03,0.4713176323534086
2024-03-04,0.4294227316997723
2024-03-05,0.4713176323534086
2024-03-06,0.387527831046136
2024-03-07,0.387527831046136
2024-03-08,0.35610665555590876
2024-03-09,0.4398964568631814
2024-03-10,0.4713176323534086
2024-03-11,0.3351592052290906
2024-03-12,0.7855293872556811
2024-03-13,0.4084752813729542
2024-03-14,0.32468548006568154
2024-03-15,0.387527831046136
2024-03-16,0.4084752813729542
2024-03-17,0.5970023343143176
2024-03-18,0.8588454633995446
2024-03-19,0.387527831046136
2024-03-20,0.3980015562095451
2024-03-21,0.3980015562095451
2024-03-22,0.31421175490227243
2024-03-23,0.3770541058827269
2024-03-24,0.34563293039249965
2024-03-25,0.4294227316997723
2024-03-26,0.34563293039249965
2024-03-27,0.3980015562095451
2024-03-28,0.5865286091509085
2024-03-29,0.3980015562095451
2024-03-30,0.513212533007045
2024-03-31,0.49226508268022684
2024-04-01,0.3980015562095451
2024-04-02,0.4713176323534086
2024-04-03,0.49226508268022684
2024-04-04,0.34563293039249965
2024-04-05,0.35610665555590876
2024-04-06,0.4398964568631814
2024-04-07,0.5446337084972722
2024-04-08,0.6598446852947721
2024-04-09,0.4294227316997723
2024-04-10,0.4398964568631814
2024-04-11,0.3351592052290906
2024-04-12,0.2827905794120452
2024-04-13,0.3770541058827269
2024-04-14,0.4713176323534086
2024-04-15,0.3770541058827269
2024-04-16,0.36658038071931787
2024-04-17,0.3037380297388633
2024-04-18,0.3980015562095451
2024-04-19,0.3037380297388633
2024-04-20,0.35610665555590876
2024-04-21,0.4713176323534086
2024-04-22,0.4294227316997723
2024-04-23,0.4503701820265905
2024-04-24,0.34563293039249965
2024-04-25,0.5551074336606813
2024-04-26,0.34563293039249965
2024-04-27,0.4713176323534086
2024-04-28,0.4294227316997723
2024-04-29,0.4713176323534086
2024-04-30,0.35610665555590876
2024-05-01,0.35610665555590876
2024-05-02,0.3980015562095451
2024-05-03,0.46084390718999957
2024-05-04,0.3770541058827269
2024-05-05,0.5760548839874995
2024-05-06,0.6179497846411358
2024-05-07,0.387527831046136
2024-05-08,0.4398964568631814
2024-05-09,0.3980015562095451
2024-05-10,0.523686258170454
2024-05-11,0.5027388078436359
2024-05-12,0.48179135751681773
2024-05-13,0.36658038071931787
2024-05-14,0.35610665555590876
2024-05-15,0.3980015562095451
2024-05-16,0.387527831046136
2024-05-17,0.46084390718999957
2024-05-18,0.4713176323534086
2024-05-19,0.4294227316997723
2024-05-20,0.3980015562095451
2024-05-21,0.4294227316997723
2024-05-22,0.3770541058827269
2024-05-23,0.4294227316997723
2024-05-24,0.4294227316997723
2024-05-25,0.4294227316997723
2024-05-26,0.5341599833338632
2024-05-27,0.4713176323534086
2024-05-28,0.5655811588240904
2024-05-29,0.387527831046136
2024-05-30,0.36658038071931787
2024-05-31,0.3770541058827269
2024-06-01,0.387527831046136
2024-06-02,0.5551074336606813
2024-06-03,0.5027388078436359
2024-06-04,0.5341599833338632
2024-06-05,0.4398964568631814
2024-06-06,0.48179135751681773
2024-06-07,0.387527831046136
2024-06-08,0.34563293039249965
2024-06-09,0.41894900653636324
2024-06-10,0.46084390718999957
2024-06-11,0.46084390718999957
2024-06-12,0.6284235098045449
2024-06-13,0.4398964568631814
2024-06-14,0.3770541058827269
2024-06-15,0.4503701820265905
2024-06-16,0.523686258170454
2024-06-17,0.387527831046136
2024-06-18,0.34563293039249965
2024-06-19,0.34563293039249965
2024-06-20,0.4503701820265905
2024-06-21,0.32468548006568154
2024-06-22,0.4084752813729542
2024-06-23,0.4294227316997723
2024-06-24,0.29326430457545427
2024-06-25,0.4084752813729542
2024-06-26,0.29326430457545427
2024-06-27,0.3980015562095451
2024-06-28,0.3037380297388633
2024-06-29,0.36658038071931787
2024-06-30,0.4398964568631814
2024-07-01,0.3037380297388633
2024-07-02,0.4084752813729542
2024-07-03,0.4398964568631814
2024-07-04,0.5027388078436359
2024-07-05,0.3770541058827269
2024-07-06,0.4503701820265905
2024-07-07,0.48179135751681773
2024-07-08,0.4294227316997723
2024-07-09,0.3770541058827269
2024-07-10,0.32468548006568154
2024-07-11,0.35610665555590876
2024-07-12,0.41894900653636324
2024-07-13,0.5655811588240904
2024-07-14,0.5446337084972722
2024-07-15,0.41894900653636324
2024-07-16,0.41894900653636324
2024-07-17,0.3770541058827269
2024-07-18,0.25136940392181795
2024-07-19,0.3980015562095451
2024-07-20,0.36658038071931787
2024-07-21,0.5027388078436359
2024-07-22,0.5027388078436359
2024-07-23,0.3770541058827269
2024-07-24,0.4398964568631814
2024-07-25,0.4294227316997723
2024-07-26,0.5760548839874995
2024-07-27,0.775055662092272
2024-07-28,1.047372516340908
2024-07-29,0.775055662092272
2024-07-30,0.5760548839874995
2024-07-31,0.7645819369288629
2024-08-01,0.6598446852947721
2024-08-02,0.7017395859484085
2024-08-03,0.6912658607849993
2024-08-04,0.7331607614386357
2024-08-05,0.7855293872556811
2024-08-06,0.7017395859484085
2024-08-07,0.5551074336606813
2024-08-08,0.5760548839874995
2024-08-09,0.5760548839874995
2024-08-10,0.7017395859484085
2024-08-11,0.8378980130727265
2024-08-12,0.6493709601313631
