Time,autozone
2022-01-01,66
2022-01-02,63
2022-01-03,62
2022-01-04,69
2022-01-05,57
2022-01-06,48
2022-01-07,57
2022-01-08,71
2022-01-09,62
2022-01-10,55
2022-01-11,53
2022-01-12,56
2022-01-13,66
2022-01-14,50
2022-01-15,70
2022-01-16,53
2022-01-17,48
2022-01-18,48
2022-01-19,48
2022-01-20,50
2022-01-21,54
2022-01-22,70
2022-01-23,67
2022-01-24,59
2022-01-25,52
2022-01-26,49
2022-01-27,49
2022-01-28,56
2022-01-29,72
2022-01-30,70
2022-01-31,56
2022-02-01,63
2022-02-02,60
2022-02-03,52
2022-02-04,58
2022-02-05,76
2022-02-06,73
2022-02-07,66
2022-02-08,61
2022-02-09,53
2022-02-10,49
2022-02-11,68
2022-02-12,83
2022-02-13,65
2022-02-14,48
2022-02-15,57
2022-02-16,63
2022-02-17,64
2022-02-18,67
2022-02-19,88
2022-02-20,84
2022-02-21,73
2022-02-22,64
2022-02-23,64
2022-02-24,62
2022-02-25,63
2022-02-26,84
2022-02-27,81
2022-02-28,71
2022-03-01,72
2022-03-02,70
2022-03-03,74
2022-03-04,78
2022-03-05,99
2022-03-06,86
2022-03-07,68
2022-03-08,66
2022-03-09,67
2022-03-10,69
2022-03-11,69
2022-03-12,76
2022-03-13,83
2022-03-14,74
2022-03-15,75
2022-03-16,75
2022-03-17,71
2022-03-18,80
2022-03-19,89
2022-03-20,87
2022-03-21,71
2022-03-22,71
2022-03-23,67
2022-03-24,68
2022-03-25,67
2022-03-26,87
2022-03-27,80
2022-03-28,57
2022-03-29,61
2022-03-30,65
2022-03-31,61
2022-04-01,69
2022-04-02,88
2022-04-03,88
2022-04-04,62
2022-04-05,59
2022-04-06,61
2022-04-07,61
2022-04-08,67
2022-04-09,87
2022-04-10,83
2022-04-11,61
2022-04-12,60
2022-04-13,62
2022-04-14,67
2022-04-15,72
2022-04-16,82
2022-04-17,80
2022-04-18,62
2022-04-19,60
2022-04-20,59
2022-04-21,63
2022-04-22,68
2022-04-23,90
2022-04-24,86
2022-04-25,65
2022-04-26,60
2022-04-27,59
2022-04-28,62
2022-04-29,69
2022-04-30,86
2022-05-01,78
2022-05-02,63
2022-05-03,58
2022-05-04,60
2022-05-05,63
2022-05-06,59
2022-05-07,81
2022-05-08,72
2022-05-09,64
2022-05-10,66
2022-05-11,65
2022-05-12,70
2022-05-13,74
2022-05-14,88
2022-05-15,84
2022-05-16,68
2022-05-17,68
2022-05-18,66
2022-05-19,66
2022-05-20,71
2022-05-21,90
2022-05-22,83
2022-05-23,65
2022-05-24,64
2022-05-25,62
2022-05-26,68
2022-05-27,72
2022-05-28,89
2022-05-29,90
2022-05-30,89
2022-05-31,68
2022-06-01,70
2022-06-02,67
2022-06-03,73
2022-06-04,89
2022-06-05,89
2022-06-06,67
2022-06-07,67
2022-06-08,67
2022-06-09,68
2022-06-10,74
2022-06-11,86
2022-06-12,83
2022-06-13,72
2022-06-14,68
2022-06-15,66
2022-06-16,72
2022-06-17,72
2022-06-18,95
2022-06-19,80
2022-06-20,73
2022-06-21,70
2022-06-22,68
2022-06-23,72
2022-06-24,77
2022-06-25,91
2022-06-26,86
2022-06-27,72
2022-06-28,68
2022-06-29,70
2022-06-30,75
2022-07-01,78
2022-07-02,100
2022-07-03,90
2022-07-04,89
2022-07-05,68
2022-07-06,68
2022-07-07,70
2022-07-08,77
2022-07-09,92
2022-07-10,85
2022-07-11,76
2022-07-12,69
2022-07-13,70
2022-07-14,72
2022-07-15,77
2022-07-16,89
2022-07-17,83
2022-07-18,71
2022-07-19,69
2022-07-20,69
2022-07-21,74
2022-07-22,79
2022-07-23,87
2022-07-24,86
2022-07-25,70
2022-07-26,70
2022-07-27,68
2022-07-28,72
2022-07-29,77
2022-07-30,93
2022-07-31,86
2022-08-01,71
2022-08-02,69
2022-08-03,70
2022-08-04,70
2022-08-05,74
2022-08-06,87
2022-08-07,86
2022-08-08,73
2022-08-09,65
2022-08-10,68
2022-08-11,67
2022-08-12,77
2022-08-13,93
2022-08-14,86
2022-08-15,72
2022-08-16,69
2022-08-17,68
2022-08-18,69
2022-08-19,75
2022-08-20,86
2022-08-21,82
2022-08-22,66
2022-08-23,69
2022-08-24,66
2022-08-25,67
2022-08-26,71
2022-08-27,88
2022-08-28,84
2022-08-29,64
2022-08-30,63
2022-08-31,66
2022-09-01,67
2022-09-02,75
2022-09-03,86
2022-09-04,82
2022-09-05,79
2022-09-06,63
2022-09-07,61
2022-09-08,65
2022-09-09,68
2022-09-10,81
2022-09-11,72
2022-09-12,62
2022-09-13,59
2022-09-14,64
2022-09-15,68
2022-09-16,70
2022-09-17,87
2022-09-18,79
2022-09-19,67
2022-09-20,64
2022-09-21,62
2022-09-22,61
2022-09-23,69
2022-09-24,87
2022-09-25,76
2022-09-26,63
2022-09-27,61
