Time,american_express
2022-06-07,71.0
2022-06-08,80.0
2022-06-09,73.0
2022-06-10,76.0
2022-06-11,59.0
2022-06-12,57.0
2022-06-13,82.0
2022-06-14,82.0
2022-06-15,80.0
2022-06-16,80.0
2022-06-17,75.0
2022-06-18,64.0
2022-06-19,60.0
2022-06-20,76.0
2022-06-21,79.0
2022-06-22,78.0
2022-06-23,83.0
2022-06-24,72.0
2022-06-25,62.0
2022-06-26,59.0
2022-06-27,78.0
2022-06-28,79.0
2022-06-29,80.0
2022-06-30,78.0
2022-07-01,84.0
2022-07-02,67.0
2022-07-03,63.0
2022-07-04,58.0
2022-07-05,90.0
2022-07-06,95.0
2022-07-07,80.0
2022-07-08,82.0
2022-07-09,60.0
2022-07-10,62.0
2022-07-11,81.0
2022-07-12,79.0
2022-07-13,78.0
2022-07-14,80.0
2022-07-15,81.0
2022-07-16,69.0
2022-07-17,59.0
2022-07-18,80.0
2022-07-19,77.0
2022-07-20,74.0
2022-07-21,66.0
2022-07-22,76.0
2022-07-23,64.0
2022-07-24,61.0
2022-07-25,75.0
2022-07-26,73.0
2022-07-27,80.0
2022-07-28,78.0
2022-07-29,74.0
2022-07-30,62.0
2022-07-31,62.0
2022-08-01,90.0
2022-08-02,86.0
2022-08-03,84.0
2022-08-04,79.0
2022-08-05,76.0
2022-08-06,66.0
2022-08-07,63.0
2022-08-08,79.0
2022-08-09,80.0
2022-08-10,76.0
2022-08-11,73.0
2022-08-12,72.0
2022-08-13,65.0
2022-08-14,60.0
2022-08-15,82.0
2022-08-16,78.0
2022-08-17,75.0
2022-08-18,72.0
2022-08-19,77.0
2022-08-20,66.0
2022-08-21,59.0
2022-08-22,76.0
2022-08-23,74.0
2022-08-24,68.0
2022-08-25,72.0
2022-08-26,68.0
2022-08-27,66.0
2022-08-28,56.0
2022-08-29,73.98346463509652
2022-08-30,98.14241191238852
2022-08-31,89.08280668340403
2022-09-01,88.07618388018352
2022-09-02,78.51657865119903
2022-09-03,67.94372781577351
2022-09-04,55.36425417712752
2022-09-05,63.91723660289152
2022-09-06,85.05631547052204
2022-09-07,79.01657865119903
2022-09-08,72.97684183187602
2022-09-09,69.95697342221453
2022-09-10,61.90399099645052
2022-09-11,59.89074539000952
2022-09-12,73.98346463509652
2022-09-13,71.97021902865552
2022-09-14,74.99008743831703
2022-09-15,82.03644706086052
2022-09-16,73.98346463509652
2022-09-17,65.43048220933252
2022-09-18,55.36425417712752
2022-09-19,75.99671024153753
2022-09-20,77.00333304475802
2022-09-21,71.47021902865552
2022-09-22,70.46359622543503
2022-09-23,65.43048220933252
2022-09-24,61.90399099645052
2022-09-25,52.34438576746602
2022-09-26,62.910613799671026
2022-09-27,69.95697342221453
2022-09-28,65.86096441866505
2022-09-29,59.78149078001904
2022-09-30,70.92719245087005
2022-10-01,66.87421002510605
2022-10-02,56.74175396069604
2022-10-03,74.98017487663405
2022-10-04,77.00666608951606
2022-10-05,71.94043805731106
2022-10-06,73.96692927019305
2022-10-07,71.94043805731106
2022-10-08,62.821227599342045
2022-10-09,59.78149078001904
2022-10-10,73.96692927019305
2022-10-11,73.96692927019305
2022-10-12,74.98017487663405
2022-10-13,73.96692927019305
2022-10-14,67.88745563154704
2022-10-15,62.821227599342045
2022-10-16,53.702017141373034
2022-10-17,72.95368366375205
2022-10-18,71.94043805731106
2022-10-19,70.92719245087005
2022-10-20,71.94043805731106
2022-10-21,80.04640290883906
2022-10-22,59.78149078001904
2022-10-23,53.702017141373034
2022-10-24,72.95368366375205
2022-10-25,67.88745563154704
2022-10-26,70.92719245087005
2022-10-27,69.91394684442905
2022-10-28,67.88745563154704
2022-10-29,61.80798199290104
2022-10-30,53.702017141373034
2022-10-31,79.03315730239805
2022-11-01,98.28482382477706
2022-11-02,85.11263094104406
2022-11-03,75.99342048307506
2022-11-04,70.92719245087005
2022-11-05,65.86096441866505
2022-11-06,53.702017141373034
2022-11-07,78.01991169595705
2022-11-08,68.90070123798805
2022-11-09,64.84771881222404
2022-11-10,73.96692927019305
2022-11-11,65.86096441866505
2022-11-12,60.794736386460045
2022-11-13,58.76824517357804
2022-11-14,77.00666608951606
2022-11-15,88.15236776036706
2022-11-16,82.07289412172106
2022-11-17,72.95368366375205
2022-11-18,72.95368366375205
2022-11-19,67.88745563154704
2022-11-20,57.75499956713704
2022-11-21,63.83447320578304
2022-11-22,70.92719245087005
2022-11-23,69.91394684442905
2022-11-24,48.63578910916803
2022-11-25,57.75499956713704
2022-11-26,61.80798199290104
2022-11-27,64.84771881222404
2022-11-28,74.98017487663405
2022-11-29,81.05964851528006
2022-11-30,79.03315730239805
2022-12-01,85.11263094104406
2022-12-02,78.01991169595705
2022-12-03,64.84771881222404
2022-12-04,56.74175396069604
2022-12-05,78.01991169595705
2022-12-06,72.95368366375205
2022-12-07,70.92719245087005
2022-12-08,70.92719245087005
2022-12-09,77.00666608951606
2022-12-10,62.821227599342045
2022-12-11,58.76824517357804
2022-12-12,80.04640290883906
2022-12-13,79.03315730239805
2022-12-14,67.88745563154704
2022-12-15,77.00666608951606
2022-12-16,78.01991169595705
2022-12-17,69.91394684442905
2022-12-18,57.75499956713704
2022-12-19,77.00666608951606
2022-12-20,74.98017487663405
2022-12-21,77.00666608951606
2022-12-22,75.99342048307506
2022-12-23,71.94043805731106
2022-12-24,61.80798199290104
2022-12-25,42.55631547052203
2022-12-26,67.88745563154704
2022-12-27,82.07289412172106
2022-12-28,87.13912215392607
2022-12-29,83.08613972816205
2022-12-30,78.01991169595705
2022-12-31,67.88745563154704
2023-01-01,55.72850835425504
2023-01-02,81.05964851528006
2023-01-03,97.27157821833606
2023-01-04,90.17885897324906
2023-01-05,90.17885897324906
2023-01-06,84.09938533460306
2023-01-07,72.95368366375205
2023-01-08,57.75499956713704
2023-01-09,80.04640290883906
2023-01-10,87.13912215392607
2023-01-11,88.15236776036706
2023-01-12,80.04640290883906
2023-01-13,80.04640290883906
2023-01-14,71.94043805731106
2023-01-15,62.821227599342045
2023-01-16,82.07289412172106
2023-01-17,88.15236776036706
2023-01-18,90.17885897324906
2023-01-19,101.32456064410007
2023-01-20,97.27157821833606
2023-01-21,90.17885897324906
2023-01-22,88.15236776036706
2023-01-23,91.19210457969007
2023-01-24,80.04640290883906
2023-01-25,75.99342048307506
2023-01-26,74.98017487663405
2023-01-27,66.87421002510605
2023-01-28,68.90070123798805
2023-01-29,60.794736386460045
2023-01-30,73.96692927019305
2023-01-31,85.11263094104406
2023-02-01,100.31131503765907
2023-02-02,91.19210457969007
2023-02-03,86.12587654748506
2023-02-04,63.83447320578304
2023-02-05,65.86096441866505
2023-02-06,81.05964851528006
2023-02-07,80.04640290883906
2023-02-08,77.00666608951606
2023-02-09,72.95368366375205
2023-02-10,73.96692927019305
2023-02-11,67.88745563154704
2023-02-12,58.76824517357804
2023-02-13,68.90070123798805
2023-02-14,70.92719245087005
2023-02-15,75.99342048307506
2023-02-16,82.07289412172106
2023-02-17,84.09938533460306
2023-02-18,65.86096441866505
2023-02-19,63.83447320578304
2023-02-20,69.91394684442905
2023-02-21,72.95368366375205
2023-02-22,77.00666608951606
2023-02-23,77.00666608951606
2023-02-24,74.98017487663405
2023-02-25,63.83447320578304
2023-02-26,57.75499956713704
2023-02-27,78.01991169595705
2023-02-28,82.07289412172106
2023-03-01,89.16561336680806
2023-03-02,83.08613972816205
2023-03-03,80.04640290883906
2023-03-04,66.87421002510605
2023-03-05,60.794736386460045
2023-03-06,81.05964851528006
2023-03-07,79.03315730239805
2023-03-08,72.95368366375205
2023-03-09,74.98017487663405
2023-03-10,78.01991169595705
2023-03-11,66.87421002510605
2023-03-12,63.83447320578304
2023-03-13,79.03315730239805
2023-03-14,73.96692927019305
2023-03-15,77.00666608951606
2023-03-16,75.99342048307506
2023-03-17,70.92719245087005
2023-03-18,61.80798199290104
2023-03-19,62.821227599342045
2023-03-20,89.16561336680806
2023-03-21,80.04640290883906
2023-03-22,74.98017487663405
2023-03-23,77.00666608951606
2023-03-24,72.95368366375205
2023-03-25,61.80798199290104
2023-03-26,55.72850835425504
2023-03-27,75.99342048307506
2023-03-28,72.95368366375205
2023-03-29,73.96692927019305
2023-03-30,70.92719245087005
2023-03-31,71.94043805731106
2023-04-01,68.90070123798805
2023-04-02,63.83447320578304
2023-04-03,89.16561336680806
2023-04-04,80.04640290883906
2023-04-05,73.96692927019305
2023-04-06,73.96692927019305
2023-04-07,71.94043805731106
2023-04-08,61.80798199290104
2023-04-09,54.71526274781404
2023-04-10,78.01991169595705
2023-04-11,75.99342048307506
2023-04-12,84.09938533460306
2023-04-13,77.00666608951606
2023-04-14,75.99342048307506
2023-04-15,73.96692927019305
2023-04-16,71.94043805731106
2023-04-17,96.25833261189507
2023-04-18,90.17885897324906
2023-04-19,80.04640290883906
2023-04-20,80.04640290883906
2023-04-21,72.95368366375205
2023-04-22,59.78149078001904
2023-04-23,57.75499956713704
2023-04-24,71.94043805731106
2023-04-25,77.00666608951606
2023-04-26,78.78398514297672
2023-04-27,71.16123849068748
2023-04-28,75.92545514836826
2023-04-29,63.59889411330306
2023-04-30,63.59889411330306
2023-05-01,84.94726566050932
2023-05-02,83.041578997437
2023-05-03,84.94726566050932
2023-05-04,75.41883234514775
2023-05-05,71.16123849068748
2023-05-06,59.78752078715844
2023-05-07,60.7403641186946
2023-05-08,82.08873566590084
2023-05-09,81.13589233436468
2023-05-10,74.01976848529594
2023-05-11,76.8782984799044
2023-05-12,64.99795797315488
2023-05-13,57.88183412408613
2023-05-14,56.928990792549975
2023-05-15,83.041578997437
2023-05-16,80.18304900282853
2023-05-17,73.06692515375977
2023-05-18,76.8782984799044
2023-05-19,75.41883234514775
2023-05-20,61.69320745023076
2023-05-21,59.78752078715844
2023-05-22,78.78398514297672
2023-05-23,74.01976848529594
2023-05-24,74.97261181683209
2023-05-25,72.62070462544412
2023-05-26,67.82552030397964
2023-05-27,58.90110973766654
2023-05-28,51.76158128461604
2023-05-29,61.57843290756047
2023-05-30,82.99701826671193
2023-05-31,86.56678249323718
2023-06-01,86.56678249323718
2023-06-02,81.21213615344931
2023-06-03,63.36331502082309
2023-06-04,60.685991850929156
2023-06-05,82.10457721008062
2023-06-06,79.4272540401867
2023-06-07,77.64237192692407
2023-06-08,74.07260770039882
2023-06-09,74.07260770039882
2023-06-10,59.79355079429784
2023-06-11,56.2237865677726
2023-06-12,83.88945932334325
2023-06-13,76.74993087029276
2023-06-14,77.64237192692407
2023-06-15,81.21213615344931
2023-06-16,77.64237192692407
2023-06-17,60.685991850929156
2023-06-18,53.54646339787867
2023-06-19,74.07260770039882
2023-06-20,78.53481298355538
2023-06-21,79.4272540401867
2023-06-22,71.3952845305049
2023-06-23,76.74993087029276
2023-06-24,62.47087396419178
2023-06-25,58.90110973766654
2023-06-26,74.96504875703013
2023-06-27,81.21213615344931
2023-06-28,74.07260770039882
2023-06-29,73.1801666437675
2023-06-30,79.4272540401867
2023-07-01,69.61040241724227
2023-07-02,58.90110973766654
2023-07-03,68.71796136061096
2023-07-04,63.36331502082309
2023-07-05,83.88945932334325
2023-07-06,84.78190037997456
2023-07-07,79.4272540401867
2023-07-08,66.04063819071702
2023-07-09,58.90110973766654
2023-07-10,76.74993087029276
2023-07-11,82.99701826671193
2023-07-12,77.64237192692407
2023-07-13,74.96504875703013
2023-07-14,78.53481298355538
2023-07-15,61.57843290756047
2023-07-16,61.57843290756047
2023-07-17,78.53481298355538
2023-07-18,78.53481298355538
2023-07-19,68.71796136061096
2023-07-20,74.96504875703013
2023-07-21,83.88945932334325
2023-07-22,58.008668681035225
2023-07-23,55.331345511141286
2023-07-24,76.74993087029276
2023-07-25,74.07260770039882
2023-07-26,68.71796136061096
2023-07-27,72.28772558713621
2023-07-28,65.1481971340857
2023-07-29,60.685991850929156
2023-07-30,56.2237865677726
2023-07-31,74.96504875703013
2023-08-01,83.88945932334325
2023-08-02,74.07260770039882
2023-08-03,76.74993087029276
2023-08-04,70.50284347387358
2023-08-05,62.47087396419178
2023-08-06,60.685991850929156
2023-08-07,77.64237192692407
2023-08-08,74.96504875703013
2023-08-09,69.61040241724227
2023-08-10,71.3952845305049
2023-08-11,68.71796136061096
2023-08-12,65.1481971340857
2023-08-13,55.331345511141286
2023-08-14,71.3952845305049
2023-08-15,70.50284347387358
2023-08-16,68.71796136061096
2023-08-17,66.93307924734833
2023-08-18,71.3952845305049
2023-08-19,59.79355079429784
2023-08-20,58.90110973766654
2023-08-21,71.3952845305049
2023-08-22,71.3952845305049
2023-08-23,68.71796136061096
2023-08-24,63.36331502082309
2023-08-25,74.07260770039882
2023-08-26,55.331345511141286
2023-08-27,57.11622762440391
2023-08-28,67.82552030397964
2023-08-29,61.57843290756047
2023-08-30,67.82552030397964
2023-08-31,67.82552030397964
2023-09-01,69.61040241724227
2023-09-02,64.25575607745441
2023-09-03,59.79355079429784
2023-09-04,61.57843290756047
2023-09-05,71.3952845305049
2023-09-06,71.3952845305049
2023-09-07,66.93307924734833
2023-09-08,65.1481971340857
2023-09-09,57.11622762440391
2023-09-10,53.54646339787867
2023-09-11,65.1481971340857
2023-09-12,66.04063819071702
2023-09-13,68.71796136061096
2023-09-14,72.28772558713621
2023-09-15,73.1801666437675
2023-09-16,58.90110973766654
2023-09-17,55.331345511141286
2023-09-18,67.82552030397964
2023-09-19,68.71796136061096
2023-09-20,66.93307924734833
2023-09-21,65.1481971340857
2023-09-22,60.685991850929156
2023-09-23,53.54646339787867
2023-09-24,53.54646339787867
2023-09-25,67.82552030397964
2023-09-26,60.685991850929156
2023-09-27,63.36331502082309
2023-09-28,63.36331502082309
2023-09-29,70.50284347387358
2023-09-30,55.331345511141286
2023-10-01,61.57843290756047
2023-10-02,70.50284347387358
2023-10-03,67.82552030397964
2023-10-04,75.85748981366145
2023-10-05,66.93307924734833
2023-10-06,66.04063819071702
2023-10-07,54.43890445450998
2023-10-08,51.76158128461604
2023-10-09,65.1481971340857
2023-10-10,66.93307924734833
2023-10-11,66.04063819071702
2023-10-12,62.47087396419178
2023-10-13,65.1481971340857
2023-10-14,58.90110973766654
2023-10-15,58.008668681035225
2023-10-16,64.25575607745441
2023-10-17,68.71796136061096
2023-10-18,66.93307924734833
2023-10-19,64.25575607745441
2023-10-20,66.04063819071702
2023-10-21,53.54646339787867
2023-10-22,50.86914022798474
2023-10-23,66.04063819071702
2023-10-24,65.1481971340857
2023-10-25,60.685991850929156
2023-10-26,58.90110973766654
2023-10-27,63.36331502082309
2023-10-28,53.54646339787867
2023-10-29,48.1918170580908
2023-10-30,68.71796136061096
2023-10-31,64.25575607745441
2023-11-01,73.1801666437675
2023-11-02,66.04063819071702
2023-11-03,67.82552030397964
2023-11-04,59.79355079429784
2023-11-05,52.654022341247355
2023-11-06,64.25575607745441
2023-11-07,67.82552030397964
2023-11-08,65.1481971340857
2023-11-09,67.82552030397964
2023-11-10,63.36331502082309
2023-11-11,55.331345511141286
2023-11-12,49.976699171353424
2023-11-13,65.1481971340857
2023-11-14,64.25575607745441
2023-11-15,71.3952845305049
2023-11-16,66.04063819071702
2023-11-17,64.25575607745441
2023-11-18,55.331345511141286
2023-11-19,53.54646339787867
2023-11-20,65.1481971340857
2023-11-21,64.25575607745441
2023-11-22,58.008668681035225
2023-11-23,45.51449388819687
2023-11-24,58.008668681035225
2023-11-25,59.79355079429784
2023-11-26,57.11622762440391
2023-11-27,72.28772558713621
2023-11-28,68.71796136061096
2023-11-29,64.25575607745441
2023-11-30,62.47087396419178
2023-12-01,74.07260770039882
2023-12-02,58.90110973766654
2023-12-03,51.76158128461604
2023-12-04,73.1801666437675
2023-12-05,68.71796136061096
2023-12-06,64.25575607745441
2023-12-07,66.93307924734833
2023-12-08,68.71796136061096
2023-12-09,58.008668681035225
2023-12-10,55.331345511141286
2023-12-11,72.28772558713621
2023-12-12,71.3952845305049
2023-12-13,70.50284347387358
2023-12-14,66.93307924734833
2023-12-15,69.61040241724227
2023-12-16,61.57843290756047
2023-12-17,58.008668681035225
2023-12-18,63.36331502082309
2023-12-19,70.50284347387358
2023-12-20,66.93307924734833
2023-12-21,69.61040241724227
2023-12-22,69.28389959164545
2023-12-23,62.36203968899284
2023-12-24,48.964540412003274
2023-12-25,42.96777184854166
2023-12-26,65.58353423488147
2023-12-27,80.38499566193735
2023-12-28,74.8344476267914
2023-12-29,78.53481298355538
2023-12-30,64.21222236737484
2023-12-31,55.88640031465589
2024-01-01,57.73658299303787
2024-01-02,79.45990432274638
2024-01-03,78.53481298355538
2024-01-04,78.98103351187103
2024-01-05,71.61295308090277
2024-01-06,62.36203968899284
2024-01-07,56.36527112553122
2024-01-08,66.0624050457568
2024-01-09,68.83767906332979
2024-01-10,69.76277040252079
2024-01-11,66.9874963849478
2024-01-12,65.1373137065658
2024-01-13,56.81149165384688
2024-01-14,54.51508844714924
2024-01-15,69.76277040252079
2024-01-16,72.53804442009377
2024-01-17,75.7595389659824
2024-01-18,85.01045235789233
2024-01-19,89.15703824297196
2024-01-20,81.31008700112835
2024-01-21,95.77416217506753
2024-01-22,92.9009373098155
2024-01-23,67.04191352254728
2024-01-24,66.0841719007966
2024-01-25,63.21094703554457
2024-01-26,67.04191352254728
2024-01-27,62.2532054137939
2024-01-28,58.422238926791195
2024-01-29,63.21094703554457
2024-01-30,68.95739676604862
2024-01-31,71.83062163130064
2024-02-01,75.66158811830336
2024-02-02,76.61932974005403
2024-02-03,64.16868865729525
2024-02-04,58.422238926791195
2024-02-05,66.0841719007966
2024-02-06,70.87288000954997
2024-02-07,64.16868865729525
2024-02-08,64.16868865729525
2024-02-09,64.16868865729525
2024-02-10,61.29546379204322
2024-02-11,52.67578919628714
2024-02-12,58.422238926791195
2024-02-13,68.95739676604862
2024-02-14,67.99965514429795
2024-02-15,68.95739676604862
2024-02-16,72.78836325305133
2024-02-17,67.99965514429795
2024-02-18,62.2532054137939
2024-02-19,68.95739676604862
2024-02-20,72.78836325305133
2024-02-21,72.78836325305133
2024-02-22,67.04191352254728
2024-02-23,69.9151383877993
2024-02-24,62.2532054137939
2024-02-25,55.54901406153917
2024-02-26,66.0841719007966
2024-02-27,71.83062163130064
2024-02-28,64.16868865729525
2024-02-29,72.78836325305133
2024-03-01,74.70384649655267
2024-03-02,65.12643027904592
2024-03-03,63.21094703554457
2024-03-04,71.83062163130064
2024-03-05,72.78836325305133
2024-03-06,67.04191352254728
2024-03-07,65.12643027904592
2024-03-08,67.99965514429795
2024-03-09,64.16868865729525
2024-03-10,58.422238926791195
2024-03-11,67.04191352254728
2024-03-12,66.0841719007966
2024-03-13,66.0841719007966
2024-03-14,65.12643027904592
2024-03-15,67.04191352254728
2024-03-16,58.422238926791195
2024-03-17,59.37998054854187
2024-03-18,68.95739676604862
2024-03-19,66.0841719007966
2024-03-20,68.95739676604862
2024-03-21,63.21094703554457
2024-03-22,67.04191352254728
2024-03-23,58.422238926791195
2024-03-24,58.422238926791195
2024-03-25,64.16868865729525
2024-03-26,64.16868865729525
2024-03-27,65.12643027904592
2024-03-28,67.99965514429795
2024-03-29,65.12643027904592
2024-03-30,55.54901406153917
2024-03-31,52.67578919628714
2024-04-01,79.49255460530605
2024-04-02,67.99965514429795
2024-04-03,69.9151383877993
2024-04-04,65.12643027904592
2024-04-05,67.04191352254728
2024-04-06,57.464497305040524
2024-04-07,52.67578919628714
2024-04-08,60.337722170292544
2024-04-09,67.04191352254728
2024-04-10,70.87288000954997
2024-04-11,62.2532054137939
2024-04-12,76.61932974005403
2024-04-13,60.337722170292544
2024-04-14,59.37998054854187
2024-04-15,66.0841719007966
2024-04-16,65.12643027904592
2024-04-17,64.16868865729525
2024-04-18,62.2532054137939
2024-04-19,62.2532054137939
2024-04-20,58.422238926791195
2024-04-21,53.63353081803782
2024-04-22,63.21094703554457
2024-04-23,62.2532054137939
2024-04-24,60.337722170292544
2024-04-25,60.337722170292544
2024-04-26,67.99965514429795
2024-04-27,51.71804757453647
2024-04-28,53.63353081803782
2024-04-29,66.0841719007966
2024-04-30,69.9151383877993
2024-05-01,70.87288000954997
2024-05-02,67.04191352254728
2024-05-03,64.16868865729525
2024-05-04,55.54901406153917
2024-05-05,58.422238926791195
2024-05-06,61.29546379204322
2024-05-07,63.21094703554457
2024-05-08,62.2532054137939
2024-05-09,64.16868865729525
2024-05-10,63.21094703554457
2024-05-11,52.67578919628714
2024-05-12,46.929339465783094
2024-05-13,67.99965514429795
2024-05-14,67.99965514429795
2024-05-15,68.95739676604862
2024-05-16,64.16868865729525
2024-05-17,71.83062163130064
2024-05-18,51.71804757453647
2024-05-19,50.76030595278579
2024-05-20,64.16868865729525
2024-05-21,62.2532054137939
2024-05-22,62.2532054137939
2024-05-23,59.37998054854187
2024-05-24,64.16868865729525
2024-05-25,52.67578919628714
2024-05-26,46.929339465783094
2024-05-27,55.54901406153917
2024-05-28,68.95739676604862
2024-05-29,70.87288000954997
2024-05-30,63.21094703554457
2024-05-31,67.99965514429795
2024-06-01,63.21094703554457
2024-06-02,56.506755683289846
2024-06-03,69.9151383877993
2024-06-04,64.16868865729525
2024-06-05,70.87288000954997
2024-06-06,68.95739676604862
2024-06-07,64.16868865729525
2024-06-08,56.506755683289846
2024-06-09,53.63353081803782
2024-06-10,64.16868865729525
2024-06-11,67.99965514429795
2024-06-12,70.87288000954997
2024-06-13,67.04191352254728
2024-06-14,64.16868865729525
2024-06-15,54.5912724397885
2024-06-16,51.71804757453647
2024-06-17,65.12643027904592
2024-06-18,67.04191352254728
2024-06-19,69.9151383877993
2024-06-20,62.2532054137939
2024-06-21,64.16868865729525
2024-06-22,56.506755683289846
2024-06-23,55.54901406153917
2024-06-24,63.21094703554457
2024-06-25,66.0841719007966
2024-06-26,64.16868865729525
2024-06-27,62.2532054137939
2024-06-28,63.21094703554457
2024-06-29,57.464497305040524
2024-06-30,54.5912724397885
2024-07-01,82.36577947055808
2024-07-02,74.70384649655267
2024-07-03,63.21094703554457
2024-07-04,57.464497305040524
2024-07-05,74.70384649655267
2024-07-06,54.5912724397885
2024-07-07,56.506755683289846
2024-07-08,67.99965514429795
2024-07-09,67.04191352254728
2024-07-10,67.04191352254728
2024-07-11,62.2532054137939
2024-07-12,65.12643027904592
2024-07-13,54.5912724397885
2024-07-14,49.802564331035114
2024-07-15,64.16868865729525
2024-07-16,67.04191352254728
2024-07-17,66.0841719007966
2024-07-18,65.12643027904592
2024-07-19,68.95739676604862
2024-07-20,55.54901406153917
2024-07-21,51.71804757453647
2024-07-22,74.70384649655267
2024-07-23,60.337722170292544
2024-07-24,64.16868865729525
2024-07-25,66.0841719007966
2024-07-26,66.0841719007966
2024-07-27,52.67578919628714
2024-07-28,52.67578919628714
2024-07-29,64.16868865729525
2024-07-30,67.99965514429795
2024-07-31,67.99965514429795
2024-08-01,71.83062163130064
2024-08-02,68.95739676604862
2024-08-03,60.337722170292544
2024-08-04,58.422238926791195
2024-08-05,67.99965514429795
2024-08-06,68.95739676604862
2024-08-07,68.95739676604862
2024-08-08,60.337722170292544
2024-08-09,67.04191352254728
2024-08-10,53.63353081803782
2024-08-11,53.63353081803782
2024-08-12,61.29546379204322
2024-08-13,73.746104874802
2024-08-14,68.95739676604862
2024-08-15,68.95739676604862
2024-08-16,66.0841719007966
2024-08-17,58.422238926791195
2024-08-18,55.55539753821827
2024-08-19,63.0632465923833
2024-08-20,66.13402905485924
2024-08-21,64.3592024181836
2024-08-22,61.28841995570767
2024-08-23,63.0632465923833
2024-08-24,52.48461507574234
2024-08-25,53.78057090154264
2024-08-26,66.13402905485924
2024-08-27,59.513593319032026
2024-08-28,62.17583327404549
2024-08-29,63.95065991072112
2024-08-30,66.13402905485924
2024-08-31,59.513593319032026
2024-09-01,64.3592024181836
2024-09-02,61.28841995570767
2024-09-03,67.02144237319706
2024-09-04,65.72548654739677
2024-09-05,63.0632465923833
2024-09-06,64.3592024181836
2024-09-07,51.118330946529184
2024-09-08,51.59720175740452
2024-09-09,62.17583327404549
2024-09-10,60.87987744824518
2024-09-11,59.10505081156955
2024-09-12,64.83807322905893
2024-09-13,66.13402905485924
2024-09-14,53.78057090154264
2024-09-15,48.047548484053245
2024-09-16,60.401006637369846
2024-09-17,62.91554614922203
2024-09-18,63.732631164146994
2024-09-19,58.01303605967226
2024-09-20,62.09846113429707
2024-09-21,57.195951044747304
2024-09-22,46.573845850722805
