Time,nike
2022-12-27,89.13138429024305
2022-12-28,84.17964071856288
2022-12-29,79.22789714688271
2022-12-30,80.87847833744277
2022-12-31,75.9267347657626
2023-01-01,70.97499119408243
2023-01-02,72.62557238464248
2023-01-03,67.67382881296231
2023-01-04,66.02324762240227
2023-01-05,66.02324762240227
2023-01-06,69.32441000352237
2023-01-07,79.22789714688271
2023-01-08,79.22789714688271
2023-01-09,67.67382881296231
2023-01-10,62.722085241282144
2023-01-11,64.3726664318422
2023-01-12,64.3726664318422
2023-01-13,64.3726664318422
2023-01-14,77.57731595632265
2023-01-15,74.27615357520254
2023-01-16,69.32441000352237
2023-01-17,62.722085241282144
2023-01-18,62.722085241282144
2023-01-19,70.97499119408243
2023-01-20,64.3726664318422
2023-01-21,77.57731595632265
2023-01-22,72.62557238464248
2023-01-23,64.3726664318422
2023-01-24,62.722085241282144
2023-01-25,59.42092286016204
2023-01-26,66.02324762240227
2023-01-27,62.722085241282144
2023-01-28,72.62557238464248
2023-01-29,77.57731595632265
2023-01-30,67.67382881296231
2023-01-31,66.02324762240227
2023-02-01,70.97499119408243
2023-02-02,66.02324762240227
2023-02-03,67.67382881296231
2023-02-04,80.87847833744277
2023-02-05,79.22789714688271
2023-02-06,66.02324762240227
2023-02-07,64.3726664318422
2023-02-08,64.3726664318422
2023-02-09,64.3726664318422
2023-02-10,67.67382881296231
2023-02-11,77.57731595632265
2023-02-12,79.22789714688271
2023-02-13,64.3726664318422
2023-02-14,62.722085241282144
2023-02-15,64.3726664318422
2023-02-16,64.3726664318422
2023-02-17,67.67382881296231
2023-02-18,79.22789714688271
2023-02-19,82.52905952800282
2023-02-20,74.27615357520254
2023-02-21,66.02324762240227
2023-02-22,64.3726664318422
2023-02-23,64.3726664318422
2023-02-24,64.3726664318422
2023-02-25,77.57731595632265
2023-02-26,87.48080309968299
2023-02-27,67.67382881296231
2023-02-28,62.722085241282144
2023-03-01,66.02324762240227
2023-03-02,64.3726664318422
2023-03-03,64.3726664318422
2023-03-04,82.52905952800282
2023-03-05,85.83022190912294
2023-03-06,70.97499119408243
2023-03-07,64.3726664318422
2023-03-08,67.67382881296231
2023-03-09,66.02324762240227
2023-03-10,66.02324762240227
2023-03-11,84.17964071856288
2023-03-12,80.87847833744277
2023-03-13,64.3726664318422
2023-03-14,70.97499119408243
2023-03-15,66.02324762240227
2023-03-16,66.02324762240227
2023-03-17,67.67382881296231
2023-03-18,79.22789714688271
2023-03-19,84.17964071856288
2023-03-20,69.32441000352237
2023-03-21,72.62557238464248
2023-03-22,66.02324762240227
2023-03-23,66.02324762240227
2023-03-24,66.02324762240227
2023-03-25,80.87847833744277
2023-03-26,84.17964071856288
2023-03-27,66.02324762240227
2023-03-28,66.02324762240227
2023-03-29,59.42092286016204
2023-03-30,62.722085241282144
2023-03-31,66.02324762240227
2023-04-01,79.22789714688271
2023-04-02,80.87847833744277
2023-04-03,64.3726664318422
2023-04-04,66.02324762240227
2023-04-05,64.3726664318422
2023-04-06,74.27615357520254
2023-04-07,75.9267347657626
2023-04-08,85.83022190912294
2023-04-09,85.83022190912294
2023-04-10,72.62557238464248
2023-04-11,67.67382881296231
2023-04-12,69.32441000352237
2023-04-13,67.67382881296231
2023-04-14,69.32441000352237
2023-04-15,77.57731595632265
2023-04-16,82.52905952800282
2023-04-17,64.3726664318422
2023-04-18,62.722085241282144
2023-04-19,66.02324762240227
2023-04-20,64.3726664318422
2023-04-21,64.3726664318422
2023-04-22,75.9267347657626
2023-04-23,77.57731595632265
2023-04-24,62.722085241282144
2023-04-25,64.3726664318422
2023-04-26,65.58309263825291
2023-04-27,63.05220147939416
2023-04-28,61.34660091581543
2023-04-29,74.93638605142657
2023-04-30,75.81669601972527
2023-05-01,63.05220147939416
2023-05-02,63.05220147939416
2023-05-03,62.17189151109546
2023-05-04,63.05220147939416
2023-05-05,59.64100035223671
2023-05-06,76.6419866150053
2023-05-07,70.69989432898909
2023-05-08,61.34660091581543
2023-05-09,62.17189151109546
2023-05-10,63.05220147939416
2023-05-11,58.76069038393801
2023-05-12,64.75780204297288
2023-05-13,79.22789714688271
2023-05-14,84.34469883761889
2023-05-15,68.99429376541036
2023-05-16,64.75780204297288
2023-05-17,62.17189151109546
2023-05-18,65.58309263825291
2023-05-19,65.58309263825291
2023-05-20,76.6419866150053
2023-05-21,79.22789714688271
2023-05-22,62.17189151109546
2023-05-23,57.93539978865798
2023-05-24,57.93539978865798
2023-05-25,61.34660091581543
2023-05-26,63.38231771750617
2023-05-27,77.46727721028532
2023-05-28,73.94603733709053
2023-05-29,72.18541740049314
2023-05-30,59.86107784431138
2023-05-31,58.10045790771399
2023-06-01,59.86107784431138
2023-06-02,63.38231771750617
2023-06-03,66.90355759070096
2023-06-04,73.94603733709053
2023-06-05,61.621697780908775
2023-06-06,58.10045790771399
2023-06-07,56.339837971116594
2023-06-08,61.621697780908775
2023-06-09,65.14293765410356
2023-06-10,66.90355759070096
2023-06-11,68.66417752729835
2023-06-12,59.86107784431138
2023-06-13,61.621697780908775
2023-06-14,63.38231771750617
2023-06-15,59.86107784431138
2023-06-16,59.86107784431138
2023-06-17,72.18541740049314
2023-06-18,75.70665727368792
2023-06-19,65.14293765410356
2023-06-20,58.10045790771399
2023-06-21,56.339837971116594
2023-06-22,54.5792180345192
2023-06-23,61.621697780908775
2023-06-24,63.38231771750617
2023-06-25,68.66417752729835
2023-06-26,58.10045790771399
2023-06-27,56.339837971116594
2023-06-28,59.86107784431138
2023-06-29,61.621697780908775
2023-06-30,58.10045790771399
2023-07-01,65.14293765410356
2023-07-02,66.90355759070096
2023-07-03,65.14293765410356
2023-07-04,63.38231771750617
2023-07-05,54.5792180345192
2023-07-06,59.86107784431138
2023-07-07,61.621697780908775
2023-07-08,68.66417752729835
2023-07-09,70.42479746389574
2023-07-10,61.621697780908775
2023-07-11,63.38231771750617
2023-07-12,63.38231771750617
2023-07-13,61.621697780908775
2023-07-14,63.38231771750617
2023-07-15,73.94603733709053
2023-07-16,75.70665727368792
2023-07-17,65.14293765410356
2023-07-18,63.38231771750617
2023-07-19,65.14293765410356
2023-07-20,66.90355759070096
2023-07-21,66.90355759070096
2023-07-22,80.9885170834801
2023-07-23,82.7491370200775
2023-07-24,70.42479746389574
2023-07-25,70.42479746389574
2023-07-26,75.70665727368792
2023-07-27,75.70665727368792
2023-07-28,77.46727721028532
2023-07-29,84.50975695667489
2023-07-30,82.7491370200775
2023-07-31,73.94603733709053
2023-08-01,77.46727721028532
2023-08-02,73.94603733709053
2023-08-03,80.9885170834801
2023-08-04,79.22789714688271
2023-08-05,93.31285663966186
2023-08-06,89.79161676646707
2023-08-07,79.22789714688271
2023-08-08,72.18541740049314
2023-08-09,73.94603733709053
2023-08-10,73.94603733709053
2023-08-11,79.22789714688271
2023-08-12,84.50975695667489
2023-08-13,88.03099682986968
2023-08-14,72.18541740049314
2023-08-15,70.42479746389574
2023-08-16,68.66417752729835
2023-08-17,65.14293765410356
2023-08-18,70.42479746389574
2023-08-19,79.22789714688271
2023-08-20,79.22789714688271
2023-08-21,70.42479746389574
2023-08-22,65.14293765410356
2023-08-23,66.90355759070096
2023-08-24,66.90355759070096
2023-08-25,66.90355759070096
2023-08-26,77.46727721028532
2023-08-27,77.46727721028532
2023-08-28,65.14293765410356
2023-08-29,63.38231771750617
2023-08-30,63.38231771750617
2023-08-31,63.38231771750617
2023-09-01,65.14293765410356
2023-09-02,72.18541740049314
2023-09-03,73.94603733709053
2023-09-04,75.70665727368792
2023-09-05,59.86107784431138
2023-09-06,56.339837971116594
2023-09-07,56.339837971116594
2023-09-08,56.339837971116594
2023-09-09,72.18541740049314
2023-09-10,66.90355759070096
2023-09-11,56.339837971116594
2023-09-12,56.339837971116594
2023-09-13,56.339837971116594
2023-09-14,54.5792180345192
2023-09-15,59.86107784431138
2023-09-16,68.66417752729835
2023-09-17,68.66417752729835
2023-09-18,54.5792180345192
2023-09-19,56.339837971116594
2023-09-20,56.339837971116594
2023-09-21,58.10045790771399
2023-09-22,61.621697780908775
2023-09-23,72.18541740049314
2023-09-24,70.42479746389574
2023-09-25,61.621697780908775
2023-09-26,59.86107784431138
2023-09-27,56.339837971116594
2023-09-28,59.86107784431138
2023-09-29,58.10045790771399
2023-09-30,66.90355759070096
2023-10-01,68.66417752729835
2023-10-02,54.5792180345192
2023-10-03,58.10045790771399
2023-10-04,54.5792180345192
2023-10-05,56.339837971116594
2023-10-06,54.5792180345192
2023-10-07,65.14293765410356
2023-10-08,70.42479746389574
2023-10-09,63.38231771750617
2023-10-10,59.86107784431138
2023-10-11,59.86107784431138
2023-10-12,58.10045790771399
2023-10-13,58.10045790771399
2023-10-14,65.14293765410356
2023-10-15,72.18541740049314
2023-10-16,63.38231771750617
2023-10-17,58.10045790771399
2023-10-18,61.621697780908775
2023-10-19,58.10045790771399
2023-10-20,58.10045790771399
2023-10-21,70.42479746389574
2023-10-22,70.42479746389574
2023-10-23,61.621697780908775
2023-10-24,56.339837971116594
2023-10-25,58.10045790771399
2023-10-26,54.5792180345192
2023-10-27,61.621697780908775
2023-10-28,68.66417752729835
2023-10-29,63.38231771750617
2023-10-30,58.10045790771399
2023-10-31,54.5792180345192
2023-11-01,56.339837971116594
2023-11-02,65.14293765410356
2023-11-03,65.14293765410356
2023-11-04,73.94603733709053
2023-11-05,79.22789714688271
2023-11-06,68.66417752729835
2023-11-07,63.38231771750617
2023-11-08,65.14293765410356
2023-11-09,63.38231771750617
2023-11-10,66.90355759070096
2023-11-11,79.22789714688271
2023-11-12,82.7491370200775
2023-11-13,70.42479746389574
2023-11-14,68.66417752729835
2023-11-15,72.18541740049314
2023-11-16,66.90355759070096
2023-11-17,70.42479746389574
2023-11-18,84.50975695667489
2023-11-19,88.03099682986968
2023-11-20,84.50975695667489
2023-11-21,84.50975695667489
2023-11-22,88.03099682986968
2023-11-23,103.87657625924622
2023-11-24,176.06199365973936
2023-11-25,137.3283550545967
2023-11-26,112.67967594223319
2023-11-27,112.67967594223319
2023-11-28,100.35533638605143
2023-11-29,80.9885170834801
2023-11-30,79.22789714688271
2023-12-01,82.7491370200775
2023-12-02,96.83409651285665
2023-12-03,96.83409651285665
2023-12-04,88.03099682986968
2023-12-05,84.50975695667489
2023-12-06,80.9885170834801
2023-12-07,82.7491370200775
2023-12-08,89.79161676646707
2023-12-09,107.39781613244101
2023-12-10,107.39781613244101
2023-12-11,93.31285663966186
2023-12-12,91.55223670306447
2023-12-13,88.03099682986968
2023-12-14,88.03099682986968
2023-12-15,91.55223670306447
2023-12-16,105.63719619584361
2023-12-17,107.39781613244101
2023-12-18,86.27037689327229
2023-12-19,86.27037689327229
2023-12-20,86.27037689327229
2023-12-21,89.79161676646707
2023-12-22,93.43861520656168
2023-12-23,96.70833794595683
2023-12-24,82.62337845317768
2023-12-25,100.48109495295125
2023-12-26,95.32499371005888
2023-12-27,85.89310119257284
2023-12-28,73.69452020329089
2023-12-29,74.19755447089015
2023-12-30,76.96424294268607
2023-12-31,67.15507472450058
2024-01-01,61.495939214008956
2024-01-02,63.38231771750617
2024-01-03,64.76566195340412
2024-01-04,60.112594978111005
2024-01-05,60.112594978111005
2024-01-06,70.42479746389574
2024-01-07,70.42479746389574
2024-01-08,63.38231771750617
2024-01-09,61.495939214008956
2024-01-10,57.723182207014545
2024-01-11,59.60956071051176
2024-01-12,60.112594978111005
2024-01-13,65.26869622100338
2024-01-14,64.76566195340412
2024-01-15,56.339837971116594
2024-01-16,51.183736728224225
2024-01-17,54.45345946761938
2024-01-18,52.567080964122184
2024-01-19,54.45345946761938
2024-01-20,65.26869622100338
2024-01-21,64.38838625270468
2024-01-22,55.33376943591808
2024-01-23,53.32163236552106
2024-01-24,56.339837971116594
2024-01-25,58.35197504151361
2024-01-26,55.33376943591808
2024-01-27,67.4065918583002
2024-01-28,66.4005233231017
2024-01-29,56.339837971116594
2024-01-30,53.32163236552106
2024-01-31,55.33376943591808
2024-02-01,55.33376943591808
2024-02-02,57.3459065063151
2024-02-03,68.41266039349873
2024-02-04,69.41872892869723
2024-02-05,58.35197504151361
2024-02-06,56.339837971116594
2024-02-07,54.32770090071957
2024-02-08,59.35804357671213
2024-02-09,60.364112111910636
2024-02-10,71.43086599909425
2024-02-11,71.43086599909425
2024-02-12,50.30342675992553
2024-02-13,57.3459065063151
2024-02-14,55.33376943591808
2024-02-15,55.33376943591808
2024-02-16,63.38231771750617
2024-02-17,70.42479746389574
2024-02-18,75.4551401398883
2024-02-19,65.39445478790319
2024-02-20,60.364112111910636
2024-02-21,58.35197504151361
2024-02-22,60.364112111910636
2024-02-23,62.37624918230765
2024-02-24,71.43086599909425
2024-02-25,74.44907160468978
2024-02-26,60.364112111910636
2024-02-27,57.3459065063151
2024-02-28,58.35197504151361
2024-02-29,59.35804357671213
2024-03-01,58.35197504151361
2024-03-02,71.43086599909425
2024-03-03,72.43693453429276
2024-03-04,64.38838625270468
2024-03-05,57.3459065063151
2024-03-06,58.35197504151361
2024-03-07,57.3459065063151
2024-03-08,58.35197504151361
2024-03-09,68.41266039349873
2024-03-10,71.43086599909425
2024-03-11,57.3459065063151
2024-03-12,56.339837971116594
2024-03-13,59.35804357671213
2024-03-14,56.339837971116594
2024-03-15,58.35197504151361
2024-03-16,69.41872892869723
2024-03-17,70.42479746389574
2024-03-18,58.35197504151361
2024-03-19,55.33376943591808
2024-03-20,55.33376943591808
2024-03-21,54.32770090071957
2024-03-22,53.32163236552106
2024-03-23,65.39445478790319
2024-03-24,69.41872892869723
2024-03-25,57.3459065063151
2024-03-26,58.35197504151361
2024-03-27,55.33376943591808
2024-03-28,57.3459065063151
2024-03-29,57.3459065063151
2024-03-30,63.38231771750617
2024-03-31,66.4005233231017
2024-04-01,55.33376943591808
2024-04-02,53.32163236552106
2024-04-03,56.339837971116594
2024-04-04,54.32770090071957
2024-04-05,53.32163236552106
2024-04-06,64.38838625270468
2024-04-07,65.39445478790319
2024-04-08,52.31556383032255
2024-04-09,54.32770090071957
2024-04-10,56.339837971116594
2024-04-11,55.33376943591808
2024-04-12,61.370180647109144
2024-04-13,70.42479746389574
2024-04-14,73.44300306949127
2024-04-15,59.35804357671213
2024-04-16,57.3459065063151
2024-04-17,57.3459065063151
2024-04-18,64.38838625270468
2024-04-19,61.370180647109144
2024-04-20,70.42479746389574
2024-04-21,75.4551401398883
2024-04-22,64.38838625270468
2024-04-23,58.35197504151361
2024-04-24,57.3459065063151
2024-04-25,59.35804357671213
2024-04-26,56.339837971116594
2024-04-27,69.41872892869723
2024-04-28,67.4065918583002
2024-04-29,59.35804357671213
2024-04-30,55.33376943591808
2024-05-01,58.35197504151361
2024-05-02,56.339837971116594
2024-05-03,60.364112111910636
2024-05-04,65.39445478790319
2024-05-05,70.42479746389574
2024-05-06,57.3459065063151
2024-05-07,56.339837971116594
2024-05-08,55.33376943591808
2024-05-09,57.3459065063151
2024-05-10,52.31556383032255
2024-05-11,63.38231771750617
2024-05-12,67.4065918583002
2024-05-13,56.339837971116594
2024-05-14,54.32770090071957
2024-05-15,52.31556383032255
2024-05-16,56.339837971116594
2024-05-17,54.32770090071957
2024-05-18,63.38231771750617
2024-05-19,66.4005233231017
2024-05-20,54.32770090071957
2024-05-21,54.32770090071957
2024-05-22,54.32770090071957
2024-05-23,52.31556383032255
2024-05-24,53.32163236552106
2024-05-25,64.38838625270468
2024-05-26,64.38838625270468
2024-05-27,65.39445478790319
2024-05-28,54.32770090071957
2024-05-29,52.31556383032255
2024-05-30,52.31556383032255
2024-05-31,53.32163236552106
2024-06-01,62.37624918230765
2024-06-02,63.38231771750617
2024-06-03,56.339837971116594
2024-06-04,56.339837971116594
2024-06-05,56.339837971116594
2024-06-06,54.32770090071957
2024-06-07,54.32770090071957
2024-06-08,64.38838625270468
2024-06-09,64.38838625270468
2024-06-10,53.32163236552106
2024-06-11,54.32770090071957
2024-06-12,54.32770090071957
2024-06-13,56.339837971116594
2024-06-14,55.33376943591808
2024-06-15,60.364112111910636
2024-06-16,65.39445478790319
2024-06-17,56.339837971116594
2024-06-18,50.30342675992553
2024-06-19,56.339837971116594
2024-06-20,53.32163236552106
2024-06-21,53.32163236552106
2024-06-22,62.37624918230765
2024-06-23,64.38838625270468
2024-06-24,56.339837971116594
2024-06-25,54.32770090071957
2024-06-26,53.32163236552106
2024-06-27,53.32163236552106
2024-06-28,58.35197504151361
2024-06-29,62.37624918230765
2024-06-30,60.364112111910636
2024-07-01,58.35197504151361
2024-07-02,56.339837971116594
2024-07-03,57.3459065063151
2024-07-04,59.35804357671213
2024-07-05,56.339837971116594
2024-07-06,61.370180647109144
2024-07-07,64.38838625270468
2024-07-08,59.35804357671213
2024-07-09,59.35804357671213
2024-07-10,62.37624918230765
2024-07-11,60.364112111910636
2024-07-12,63.38231771750617
2024-07-13,67.4065918583002
2024-07-14,62.37624918230765
2024-07-15,58.35197504151361
2024-07-16,62.37624918230765
2024-07-17,60.364112111910636
2024-07-18,64.38838625270468
2024-07-19,64.38838625270468
2024-07-20,76.46120867508681
2024-07-21,73.44300306949127
2024-07-22,64.38838625270468
2024-07-23,63.38231771750617
2024-07-24,66.4005233231017
2024-07-25,64.38838625270468
2024-07-26,69.41872892869723
2024-07-27,75.4551401398883
2024-07-28,79.47941428068233
2024-07-29,70.42479746389574
2024-07-30,68.41266039349873
2024-07-31,67.4065918583002
2024-08-01,71.43086599909425
2024-08-02,72.43693453429276
2024-08-03,89.54009963266745
2024-08-04,91.55223670306447
2024-08-05,72.43693453429276
2024-08-06,72.43693453429276
2024-08-07,73.44300306949127
2024-08-08,72.43693453429276
2024-08-09,73.44300306949127
2024-08-10,85.5158254918734
2024-08-11,87.52796256227042
2024-08-12,66.4005233231017
2024-08-13,68.41266039349873
2024-08-14,67.4065918583002
2024-08-15,68.41266039349873
2024-08-16,67.4065918583002
2024-08-17,76.46120867508681
2024-08-18,78.10750264177527
2024-08-19,62.940257300525005
2024-08-20,65.97370636877505
2024-08-21,62.43722303292574
2024-08-22,62.43722303292574
2024-08-23,62.43722303292574
2024-08-24,75.07405357352522
2024-08-25,74.57101930592596
2024-08-26,59.90680823227494
2024-08-27,58.138566564350285
2024-08-28,58.138566564350285
2024-08-29,59.40377396467569
2024-08-30,59.90680823227494
2024-08-31,68.50412116942586
2024-09-01,68.50412116942586
2024-09-02,64.2054647008504
2024-09-03,56.370324896425636
2024-09-04,57.63553229675104
2024-09-05,49.03821935960013
2024-09-06,49.03821935960013
2024-09-07,62.43722303292574
2024-09-08,62.940257300525005
2024-09-09,51.56863416025092
2024-09-10,50.30342675992553
2024-09-11,46.00477029135007
2024-09-12,50.30342675992553
2024-09-13,46.00477029135007
2024-09-14,61.17201563260035
2024-09-15,58.90073969707643
2024-09-16,51.56863416025092
2024-09-17,51.82777302537781
2024-09-18,51.82777302537781
2024-09-19,56.40081182173468
2024-09-20,59.44950435263925
2024-09-21,65.54688941444842
2024-09-22,60.97385061809155
