Time,the_little_mermaid_2023
2023-12-20,2.7385892116182577
2023-12-21,0.0
2023-12-22,0.7687267962437215
2023-12-23,2.7385892116182577
2023-12-24,2.4743393754094787
2023-12-25,2.40227123826163
2023-12-26,2.78663463638349
2023-12-27,2.882725485913956
2023-12-28,3.098929897357502
2023-12-29,3.074907184974886
2023-12-30,3.1950207468879674
2023-12-31,2.762611924000874
2024-01-01,2.6905437868530253
2024-01-02,2.4262939506442462
2024-01-03,2.570430224939944
2024-01-04,0.720681371478489
2024-01-05,2.6424983620877924
2024-01-06,2.6424983620877924
2024-01-07,3.771565844070759
2024-01-08,2.40227123826163
2024-01-09,0.7927495086263379
2024-01-10,2.8106573487661066
2024-01-11,0.9128630705394193
2024-01-12,0.7447040838611052
2024-01-13,2.8106573487661066
2024-01-14,0.8648176457741867
2024-01-15,0.7447040838611052
2024-01-16,0.9128630705394193
2024-01-17,0.5765450971827911
2024-01-18,0.7927495086263379
2024-01-19,0.5525223848001749
2024-01-20,0.6966586590958727
2024-01-21,2.1620441144354667
2024-01-22,1.9218169906093039
2024-01-23,1.537453592487443
2024-01-24,0.0
2024-01-25,1.201135619130815
2024-01-26,1.1050447696003498
2024-01-27,1.9218169906093039
2024-01-28,1.3933173181917453
2024-01-29,2.1620441144354667
2024-01-30,0.0
2024-01-31,0.0
2024-02-01,1.5854990172526757
2024-02-02,1.3452718934265127
2024-02-03,1.201135619130815
2024-02-04,2.3542258134963974
2024-02-05,2.0659532649050014
2024-02-06,1.7296352915483735
2024-02-07,0.9609084953046519
2024-02-08,0.0
2024-02-09,0.0
2024-02-10,1.441362742956978
2024-02-11,1.1530901943655822
2024-02-12,0.0
2024-02-13,0.0
2024-02-14,1.1050447696003498
2024-02-15,1.29722646866128
2024-02-16,1.2491810438960476
2024-02-17,1.6815898667831408
2024-02-18,1.6335444420179082
2024-02-19,1.29722646866128
2024-02-20,1.3452718934265127
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,0.0
2024-02-24,1.6335444420179082
2024-02-25,2.59445293732256
2024-02-26,1.0089539200698845
2024-02-27,1.0569993448351171
2024-02-28,1.5854990172526757
2024-02-29,1.1530901943655822
2024-03-01,0.0
2024-03-02,1.5854990172526757
2024-03-03,2.258134963965932
2024-03-04,1.9698624153745363
2024-03-05,0.0
2024-03-06,1.1050447696003498
2024-03-07,0.0
2024-03-08,1.537453592487443
2024-03-09,2.4503166630268622
2024-03-10,1.7776807163136061
2024-03-11,1.0089539200698845
2024-03-12,1.201135619130815
2024-03-13,1.2491810438960476
2024-03-14,0.0
2024-03-15,1.6815898667831408
2024-03-16,2.2100895392006996
2024-03-17,1.8737715658440712
2024-03-18,1.201135619130815
2024-03-19,1.6335444420179082
2024-03-20,0.0
2024-03-21,1.3933173181917453
2024-03-22,1.8257261410788386
2024-03-23,2.0659532649050014
2024-03-24,1.2491810438960476
2024-03-25,1.3452718934265127
2024-03-26,2.4503166630268622
2024-03-27,1.1050447696003498
2024-03-28,1.29722646866128
2024-03-29,1.7776807163136061
2024-03-30,2.1620441144354667
2024-03-31,1.7776807163136061
2024-04-01,1.537453592487443
2024-04-02,1.3452718934265127
2024-04-03,1.3933173181917453
2024-04-04,2.017907840139769
2024-04-05,1.441362742956978
2024-04-06,1.3452718934265127
2024-04-07,1.8257261410788386
2024-04-08,1.201135619130815
2024-04-09,0.0
2024-04-10,1.201135619130815
2024-04-11,1.1530901943655822
2024-04-12,1.7776807163136061
2024-04-13,0.0
2024-04-14,3.219043459270584
2024-04-15,1.6335444420179082
2024-04-16,0.0
2024-04-17,0.0
2024-04-18,1.1050447696003498
2024-04-19,2.017907840139769
2024-04-20,1.3933173181917453
2024-04-21,1.29722646866128
2024-04-22,1.1050447696003498
2024-04-23,0.0
2024-04-24,1.1050447696003498
2024-04-25,0.0
2024-04-26,1.9698624153745363
2024-04-27,1.3933173181917453
2024-04-28,1.9698624153745363
2024-04-29,1.5854990172526757
2024-04-30,0.0
2024-05-01,1.441362742956978
2024-05-02,1.3452718934265127
2024-05-03,1.5854990172526757
2024-05-04,1.537453592487443
2024-05-05,1.201135619130815
2024-05-06,1.8737715658440712
2024-05-07,1.0569993448351171
2024-05-08,1.1050447696003498
2024-05-09,1.0089539200698845
2024-05-10,1.5854990172526757
2024-05-11,1.8737715658440712
2024-05-12,1.29722646866128
2024-05-13,1.0569993448351171
2024-05-14,0.0
2024-05-15,1.441362742956978
2024-05-16,1.0569993448351171
2024-05-17,0.0
2024-05-18,1.6815898667831408
2024-05-19,1.3933173181917453
2024-05-20,0.0
2024-05-21,0.0
2024-05-22,1.537453592487443
2024-05-23,1.6815898667831408
2024-05-24,1.1050447696003498
2024-05-25,1.441362742956978
2024-05-26,2.5464075125573276
2024-05-27,1.201135619130815
2024-05-28,1.0089539200698845
2024-05-29,1.537453592487443
2024-05-30,0.0
2024-05-31,1.201135619130815
2024-06-01,1.441362742956978
2024-06-02,0.0
2024-06-03,0.0
2024-06-04,1.1530901943655822
2024-06-05,1.0089539200698845
2024-06-06,1.3933173181917453
2024-06-07,1.3933173181917453
2024-06-08,0.0
2024-06-09,2.40227123826163
2024-06-10,1.5854990172526757
2024-06-11,1.7776807163136061
2024-06-12,1.6815898667831408
2024-06-13,0.0
2024-06-14,2.258134963965932
2024-06-15,2.3061803887311645
2024-06-16,2.498362087792095
2024-06-17,1.7776807163136061
2024-06-18,1.7296352915483735
2024-06-19,1.3452718934265127
2024-06-20,1.2491810438960476
2024-06-21,1.201135619130815
2024-06-22,2.882725485913956
2024-06-23,1.6335444420179082
2024-06-24,1.7296352915483735
2024-06-25,1.1050447696003498
2024-06-26,2.40227123826163
2024-06-27,1.29722646866128
2024-06-28,1.8737715658440712
2024-06-29,3.1709980345053514
2024-06-30,1.537453592487443
2024-07-01,1.8737715658440712
2024-07-02,1.4894081677222104
2024-07-03,1.9698624153745363
2024-07-04,1.8737715658440712
2024-07-05,2.7385892116182577
2024-07-06,3.69949770692291
2024-07-07,2.6905437868530253
2024-07-08,2.978816335444421
2024-07-09,1.537453592487443
2024-07-10,1.3933173181917453
2024-07-11,2.3542258134963974
2024-07-12,0.0
2024-07-13,2.40227123826163
2024-07-14,3.5553614326272123
2024-07-15,1.29722646866128
2024-07-16,2.2100895392006996
2024-07-17,0.0
2024-07-18,0.0
2024-07-19,1.6815898667831408
2024-07-20,1.3933173181917453
2024-07-21,0.0
2024-07-22,0.0
2024-07-23,0.0
2024-07-24,1.0569993448351171
2024-07-25,0.0
2024-07-26,0.0
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,0.0
2024-07-30,1.0569993448351171
2024-07-31,1.1050447696003498
2024-08-01,0.0
2024-08-02,0.0
2024-08-03,1.2491810438960476
2024-08-04,1.29722646866128
2024-08-05,0.0
2024-08-06,1.1050447696003498
2024-08-07,1.201135619130815
2024-08-08,0.0
2024-08-09,0.0
2024-08-10,1.5854990172526757
2024-08-11,2.40227123826163
2024-08-12,1.1530901943655822
2024-08-13,0.0
2024-08-14,0.0
2024-08-15,1.1050447696003498
2024-08-16,1.201135619130815
2024-08-17,1.201135619130815
2024-08-18,0.0
2024-08-19,1.0857833155278014
2024-08-20,0.0
2024-08-21,1.0857833155278014
2024-08-22,0.0
2024-08-23,0.0
2024-08-24,0.0
2024-08-25,1.5926409047177779
2024-08-26,0.0
2024-08-27,0.0
2024-08-28,0.0
2024-08-29,0.0
2024-08-30,0.0
2024-08-31,1.3392121101227896
2024-09-01,1.5926409047177779
2024-09-02,0.0
2024-09-03,0.0
2024-09-04,0.0
2024-09-05,0.0
2024-09-06,1.0617606031451852
2024-09-07,1.4779378636115919
2024-09-08,1.4539151512289754
2024-09-09,0.0
2024-09-10,0.0
2024-09-11,0.0
2024-09-12,0.0
2024-09-13,0.0
2024-09-14,1.5926409047177779
2024-09-15,4.108316659091939
2024-09-16,1.8941151240779983
2024-09-17,1.1998370941371599
2024-09-18,0.0
2024-09-19,1.5997827921828798
2024-09-20,1.1998370941371599
2024-09-21,1.5997827921828798
2024-09-22,1.466467559500973
2024-09-23,0.0
2024-09-24,0.0
2024-09-25,0.0
2024-09-26,0.0
2024-09-27,0.0
2024-09-28,1.7330980248647865
2024-09-29,1.3331523268190666
2024-09-30,0.0
2024-10-01,1.466467559500973
2024-10-02,0.0
2024-10-03,0.0
2024-10-04,0.0
2024-10-05,1.466467559500973
2024-10-06,0.0
2024-10-07,13.331523268190665
2024-10-08,1.1998370941371599
2024-10-09,1.0665218614552532
2024-10-10,1.0665218614552532
2024-10-11,1.3331523268190666
2024-10-12,1.1998370941371599
2024-10-13,1.1998370941371599
2024-10-14,0.0
2024-10-15,0.0
2024-10-16,0.9332066287733465
2024-10-17,0.0
2024-10-18,0.0
2024-10-19,0.0
2024-10-20,0.0
2024-10-21,0.0
2024-10-22,0.0
2024-10-23,0.0
2024-10-24,0.0
2024-10-25,0.0
2024-10-26,0.0
2024-10-27,0.0
2024-10-28,0.0
2024-10-29,0.0
2024-10-30,0.0
2024-10-31,0.0
2024-11-01,0.0
2024-11-02,0.0
2024-11-03,0.0
2024-11-04,0.0
2024-11-05,0.0
2024-11-06,0.0
2024-11-07,0.0
2024-11-08,1.0665218614552532
2024-11-09,0.0
2024-11-10,0.0
2024-11-11,0.0
2024-11-12,0.0
2024-11-13,0.0
2024-11-14,0.9332066287733465
2024-11-15,1.1998370941371599
2024-11-16,0.0
2024-11-17,0.0
2024-11-18,0.0
2024-11-19,0.0
2024-11-20,0.0
2024-11-21,1.3331523268190666
2024-11-22,0.0
2024-11-23,0.0
2024-11-24,0.0
2024-11-25,0.0
2024-11-26,0.0
2024-11-27,0.0
2024-11-28,0.0
2024-11-29,0.0
2024-11-30,0.0
2024-12-01,1.3331523268190666
2024-12-02,0.0
2024-12-03,1.0665218614552532
2024-12-04,0.0
2024-12-05,0.0
2024-12-06,0.0
2024-12-07,0.0
2024-12-08,1.466467559500973
2024-12-09,0.0
2024-12-10,0.0
2024-12-11,0.0
2024-12-12,1.0665218614552532
2024-12-13,1.1998370941371599
2024-12-14,0.0
2024-12-15,0.0
2024-12-16,0.0
