Time,the_little_mermaid_2023
2023-10-11,2.729335013714879
2023-10-12,2.729335013714879
2023-10-13,2.729335013714879
2023-10-14,2.729335013714879
2023-10-15,5.458670027429758
2023-10-16,2.729335013714879
2023-10-17,2.729335013714879
2023-10-18,2.729335013714879
2023-10-19,2.729335013714879
2023-10-20,2.729335013714879
2023-10-21,2.729335013714879
2023-10-22,2.729335013714879
2023-10-23,2.729335013714879
2023-10-24,2.729335013714879
2023-10-25,2.729335013714879
2023-10-26,2.729335013714879
2023-10-27,2.729335013714879
2023-10-28,2.729335013714879
2023-10-29,2.729335013714879
2023-10-30,2.729335013714879
2023-10-31,2.729335013714879
2023-11-01,2.729335013714879
2023-11-02,2.729335013714879
2023-11-03,2.729335013714879
2023-11-04,2.729335013714879
2023-11-05,2.729335013714879
2023-11-06,2.729335013714879
2023-11-07,2.729335013714879
2023-11-08,2.729335013714879
2023-11-09,2.729335013714879
2023-11-10,2.729335013714879
2023-11-11,2.729335013714879
2023-11-12,2.729335013714879
2023-11-13,2.729335013714879
2023-11-14,2.729335013714879
2023-11-15,2.729335013714879
2023-11-16,2.729335013714879
2023-11-17,2.729335013714879
2023-11-18,2.729335013714879
2023-11-19,2.729335013714879
2023-11-20,2.729335013714879
2023-11-21,2.729335013714879
2023-11-22,2.729335013714879
2023-11-23,2.729335013714879
2023-11-24,2.729335013714879
2023-11-25,2.729335013714879
2023-11-26,2.729335013714879
2023-11-27,2.729335013714879
2023-11-28,0.0
2023-11-29,2.729335013714879
2023-11-30,2.729335013714879
2023-12-01,0.0
2023-12-02,0.0
2023-12-03,2.729335013714879
2023-12-04,0.0
2023-12-05,0.0
2023-12-06,0.0
2023-12-07,0.0
2023-12-08,2.729335013714879
2023-12-09,2.729335013714879
2023-12-10,2.729335013714879
2023-12-11,2.729335013714879
2023-12-12,2.729335013714879
2023-12-13,2.729335013714879
2023-12-14,0.0
2023-12-15,0.0
2023-12-16,0.0
2023-12-17,2.729335013714879
2023-12-18,0.0
2023-12-19,2.729335013714879
2023-12-20,2.729335013714879
2023-12-21,0.0
2023-12-22,0.7594671342510967
2023-12-23,2.7174683397422053
2023-12-24,2.456401512343391
2023-12-25,2.3852014685073506
2023-12-26,2.7649350356328988
2023-12-27,2.859868427414286
2023-12-28,3.073468558922407
2023-12-29,3.04973521097706
2023-12-30,3.168401950703794
2023-12-31,2.7412016876875525
2024-01-01,2.6700016438515117
2024-01-02,2.4089348164526974
2024-01-03,2.551334904124778
2024-01-04,0.7120004383604032
2024-01-05,2.622534947960818
2024-01-06,2.622534947960818
2024-01-07,3.7380023013921164
2024-01-08,2.3852014685073506
2024-01-09,0.7832004821964434
2024-01-10,2.788668383578246
2024-01-11,0.9018672219231774
2024-01-12,0.7357337863057499
2024-01-13,2.788668383578246
2024-01-14,0.8544005260324837
2024-01-15,0.7357337863057499
2024-01-16,0.9018672219231774
2024-01-17,0.5696003506883225
2024-01-18,0.7832004821964434
2024-01-19,0.5458670027429757
2024-01-20,0.6882670904150564
2024-01-21,2.1360013150812094
2024-01-22,1.8986678356277418
2024-01-23,1.5189342685021934
2024-01-24,0.0
2024-01-25,1.1866673972673385
2024-01-26,1.0917340054859515
2024-01-27,1.8986678356277418
2024-01-28,1.3765341808301128
2024-01-29,2.1360013150812094
2024-01-30,0.0
2024-01-31,0.0
2024-02-01,1.566400964392887
2024-02-02,1.3290674849394193
2024-02-03,1.1866673972673385
2024-02-04,2.3258680986439835
2024-02-05,2.0410679232998223
2024-02-06,1.7088010520649675
2024-02-07,0.9493339178138709
2024-02-08,0.0
2024-02-09,0.0
2024-02-10,1.4240008767208063
2024-02-11,1.139200701376645
2024-02-12,0.0
2024-02-13,0.0
2024-02-14,1.0917340054859515
2024-02-15,1.2816007890487258
2024-02-16,1.234134093158032
2024-02-17,1.661334356174274
2024-02-18,1.6138676602835804
2024-02-19,1.2816007890487258
2024-02-20,1.3290674849394193
2024-02-21,0.0
2024-02-22,0.0
2024-02-23,0.0
2024-02-24,1.6138676602835804
2024-02-25,2.5632015780974515
2024-02-26,0.9968006137045644
2024-02-27,1.044267309595258
2024-02-28,1.566400964392887
2024-02-29,1.139200701376645
2024-03-01,0.0
2024-03-02,1.566400964392887
2024-03-03,2.2309347068625964
2024-03-04,1.9461345315184353
2024-03-05,0.0
2024-03-06,1.0917340054859515
2024-03-07,0.0
2024-03-08,1.5189342685021934
2024-03-09,2.4208014904253705
2024-03-10,1.756267747955661
2024-03-11,0.9968006137045644
2024-03-12,1.1866673972673385
2024-03-13,1.234134093158032
2024-03-14,0.0
2024-03-15,1.661334356174274
2024-03-16,2.183468010971903
2024-03-17,1.8512011397370483
2024-03-18,1.1866673972673385
2024-03-19,1.6138676602835804
2024-03-20,0.0
2024-03-21,1.3765341808301128
2024-03-22,1.8037344438463547
2024-03-23,2.0410679232998223
2024-03-24,1.234134093158032
2024-03-25,1.3290674849394193
2024-03-26,2.4208014904253705
2024-03-27,1.0917340054859515
2024-03-28,1.2816007890487258
2024-03-29,1.756267747955661
2024-03-30,2.1360013150812094
2024-03-31,1.756267747955661
2024-04-01,1.5189342685021934
2024-04-02,1.3290674849394193
2024-04-03,1.3765341808301128
2024-04-04,1.9936012274091288
2024-04-05,1.4240008767208063
2024-04-06,1.3290674849394193
2024-04-07,1.8037344438463547
2024-04-08,1.1866673972673385
2024-04-09,0.0
2024-04-10,1.1866673972673385
2024-04-11,1.139200701376645
2024-04-12,1.756267747955661
2024-04-13,0.0
2024-04-14,3.1802686246764673
2024-04-15,1.6138676602835804
2024-04-16,0.0
2024-04-17,0.0
2024-04-18,1.0917340054859515
2024-04-19,1.9936012274091288
2024-04-20,1.3765341808301128
2024-04-21,1.2816007890487258
2024-04-22,1.0917340054859515
2024-04-23,0.0
2024-04-24,1.0917340054859515
2024-04-25,0.0
2024-04-26,1.9461345315184353
2024-04-27,1.3765341808301128
2024-04-28,1.9461345315184353
2024-04-29,1.566400964392887
2024-04-30,0.0
2024-05-01,1.4240008767208063
2024-05-02,1.3290674849394193
2024-05-03,1.566400964392887
2024-05-04,1.5189342685021934
2024-05-05,1.1866673972673385
2024-05-06,1.8512011397370483
2024-05-07,1.044267309595258
2024-05-08,1.0917340054859515
2024-05-09,0.9968006137045644
2024-05-10,1.566400964392887
2024-05-11,1.8512011397370483
2024-05-12,1.2816007890487258
2024-05-13,1.044267309595258
2024-05-14,0.0
2024-05-15,1.4240008767208063
2024-05-16,1.044267309595258
2024-05-17,0.0
2024-05-18,1.661334356174274
2024-05-19,1.3765341808301128
2024-05-20,0.0
2024-05-21,0.0
2024-05-22,1.5189342685021934
2024-05-23,1.661334356174274
2024-05-24,1.0917340054859515
2024-05-25,1.4240008767208063
2024-05-26,2.5157348822067576
2024-05-27,1.1866673972673385
2024-05-28,0.9968006137045644
2024-05-29,1.5189342685021934
2024-05-30,0.0
2024-05-31,1.1866673972673385
2024-06-01,1.4240008767208063
2024-06-02,0.0
2024-06-03,0.0
2024-06-04,1.139200701376645
2024-06-05,0.9968006137045644
2024-06-06,1.3765341808301128
2024-06-07,1.3765341808301128
2024-06-08,0.0
2024-06-09,2.373334794534677
2024-06-10,1.566400964392887
2024-06-11,1.756267747955661
2024-06-12,1.661334356174274
2024-06-13,0.0
2024-06-14,2.2309347068625964
2024-06-15,2.27840140275329
2024-06-16,2.468268186316064
2024-06-17,1.756267747955661
2024-06-18,1.7088010520649675
2024-06-19,1.3290674849394193
2024-06-20,1.234134093158032
2024-06-21,1.1866673972673385
2024-06-22,2.8480017534416127
2024-06-23,1.6138676602835804
2024-06-24,1.7088010520649675
2024-06-25,1.0917340054859515
2024-06-26,2.373334794534677
2024-06-27,1.2816007890487258
2024-06-28,1.8512011397370483
2024-06-29,3.132801928785774
2024-06-30,1.5189342685021934
2024-07-01,1.8512011397370483
2024-07-02,1.4714675726114999
2024-07-03,1.9461345315184353
2024-07-04,1.8512011397370483
2024-07-05,2.705601665769532
2024-07-06,3.654935583583403
2024-07-07,2.6581349698788386
2024-07-08,2.9429351452229997
2024-07-09,1.5189342685021934
2024-07-10,1.3765341808301128
2024-07-11,2.3258680986439835
2024-07-12,0.0
2024-07-13,2.373334794534677
2024-07-14,3.512535495911322
2024-07-15,1.2816007890487258
2024-07-16,2.183468010971903
2024-07-17,0.0
2024-07-18,0.0
2024-07-19,1.661334356174274
2024-07-20,1.3765341808301128
2024-07-21,0.0
2024-07-22,0.0
2024-07-23,0.0
2024-07-24,1.044267309595258
2024-07-25,0.0
2024-07-26,0.0
2024-07-27,0.0
2024-07-28,0.0
2024-07-29,0.0
2024-07-30,1.044267309595258
2024-07-31,1.0917340054859515
2024-08-01,0.0
2024-08-02,0.0
2024-08-03,1.234134093158032
2024-08-04,1.2816007890487258
2024-08-05,0.0
2024-08-06,1.0917340054859515
2024-08-07,1.1866673972673385
2024-08-08,0.0
2024-08-09,0.0
2024-08-10,1.566400964392887
2024-08-11,2.373334794534677
2024-08-12,1.139200701376645
2024-08-13,0.0
2024-08-14,0.0
2024-08-15,1.0917340054859515
2024-08-16,1.1866673972673385
2024-08-17,1.1866673972673385
2024-08-18,0.0
2024-08-19,1.0680006575406047
2024-08-20,0.0
2024-08-21,1.0680006575406047
2024-08-22,0.0
2024-08-23,0.0
2024-08-24,0.0
2024-08-25,1.566400964392887
2024-08-26,0.0
2024-08-27,0.0
2024-08-28,0.0
2024-08-29,0.0
2024-08-30,0.0
2024-08-31,1.317200810966746
2024-09-01,1.566400964392887
2024-09-02,0.0
2024-09-03,0.0
2024-09-04,0.0
2024-09-05,0.0
2024-09-06,1.044267309595258
2024-09-07,1.4536675616524897
2024-09-08,1.429934213707143
2024-09-09,0.0
2024-09-10,0.0
2024-09-11,0.0
2024-09-12,0.0
2024-09-13,0.0
2024-09-14,1.566400964392887
2024-09-15,4.040602487695288
2024-09-16,1.8630678137097216
2024-09-17,1.1748007232946651
2024-09-18,0.0
2024-09-19,1.566400964392887
2024-09-20,1.1748007232946651
2024-09-21,1.566400964392887
2024-09-22,1.4358675506934797
2024-09-23,0.0
2024-09-24,0.0
