Time,dow_jones
2024-09-19,38.796523780510995
2024-09-20,34.71267917203615
2024-09-21,6.125766912712262
2024-09-22,2.0419223042374206
2024-09-23,28.58691225932389
2024-09-24,28.58691225932389
2024-09-25,28.58691225932389
2024-09-26,28.58691225932389
2024-09-27,28.58691225932389
2024-09-28,6.125766912712262
2024-09-29,2.0419223042374206
2024-09-30,26.544989955086468
2024-10-01,28.58691225932389
2024-10-02,26.544989955086468
2024-10-03,28.58691225932389
2024-10-04,32.67075686779873
2024-10-05,6.125766912712262
2024-10-06,2.0419223042374206
2024-10-07,24.503067650849047
2024-10-08,24.503067650849047
2024-10-09,26.544989955086468
2024-10-10,26.544989955086468
2024-10-11,28.58691225932389
2024-10-12,6.125766912712262
2024-10-13,2.0419223042374206
2024-10-14,24.503067650849047
2024-10-15,26.544989955086468
2024-10-16,26.544989955086468
2024-10-17,26.544989955086468
2024-10-18,26.544989955086468
2024-10-19,6.125766912712262
2024-10-20,2.0419223042374206
2024-10-21,24.503067650849047
2024-10-22,26.544989955086468
2024-10-23,26.544989955086468
2024-10-24,26.544989955086468
2024-10-25,24.503067650849047
2024-10-26,6.125766912712262
2024-10-27,2.0419223042374206
2024-10-28,24.503067650849047
2024-10-29,26.544989955086468
2024-10-30,26.544989955086468
2024-10-31,26.544989955086468
2024-11-01,28.58691225932389
2024-11-02,6.125766912712262
2024-11-03,4.083844608474841
2024-11-04,24.503067650849047
2024-11-05,26.544989955086468
2024-11-06,55.13190221441036
2024-11-07,51.04805760593551
2024-11-08,40.83844608474841
2024-11-09,8.167689216949682
2024-11-10,4.083844608474841
2024-11-11,30.62883456356131
2024-11-12,32.67075686779873
2024-11-13,32.67075686779873
2024-11-14,30.62883456356131
2024-11-15,28.58691225932389
2024-11-16,6.125766912712262
2024-11-17,4.083844608474841
2024-11-18,26.544989955086468
2024-11-19,28.58691225932389
2024-11-20,26.544989955086468
2024-11-21,28.58691225932389
2024-11-22,26.544989955086468
2024-11-23,6.125766912712262
2024-11-24,2.0419223042374206
2024-11-25,28.58691225932389
2024-11-26,30.62883456356131
2024-11-27,26.544989955086468
2024-11-28,6.125766912712262
2024-11-29,20.419223042374206
2024-11-30,6.125766912712262
2024-12-01,2.0419223042374206
2024-12-02,22.461145346611627
2024-12-03,24.503067650849047
2024-12-04,24.503067650849047
2024-12-05,24.503067650849047
2024-12-06,24.503067650849047
2024-12-07,6.125766912712262
2024-12-08,2.0419223042374206
2024-12-09,20.419223042374206
2024-12-10,22.461145346611627
2024-12-11,24.503067650849047
2024-12-12,22.461145346611627
2024-12-13,20.419223042374206
2024-12-14,6.125766912712262
2024-12-15,2.0419223042374206
2024-12-16,20.419223042374206
2024-12-17,24.503067650849047
2024-12-18,36.75460147627357
2024-12-19,44.92229069322325
2024-12-20,38.796523780510995
2024-12-21,8.167689216949682
2024-12-22,4.083844608474841
2024-12-23,24.503067650849047
2024-12-24,20.419223042374206
2024-12-25,6.125766912712262
2024-12-26,22.461145346611627
2024-12-27,28.58691225932389
2024-12-28,8.167689216949682
2024-12-29,2.0419223042374206
2024-12-30,26.544989955086468
2024-12-31,26.544989955086468
2025-01-01,6.125766912712262
2025-01-02,28.58691225932389
2025-01-03,24.503067650849047
2025-01-04,6.125766912712262
2025-01-05,2.0419223042374206
2025-01-06,28.58691225932389
2025-01-07,26.544989955086468
2025-01-08,28.58691225932389
2025-01-09,16.335378433899365
2025-01-10,28.58691225932389
2025-01-11,8.167689216949682
2025-01-12,2.0419223042374206
2025-01-13,26.544989955086468
2025-01-14,24.503067650849047
2025-01-15,28.58691225932389
2025-01-16,28.58691225932389
2025-01-17,28.58691225932389
2025-01-18,6.125766912712262
2025-01-19,4.083844608474841
2025-01-20,12.251533825424524
2025-01-21,34.71267917203615
2025-01-22,32.67075686779873
2025-01-23,32.67075686779873
2025-01-24,30.62883456356131
2025-01-25,6.125766912712262
2025-01-26,2.0419223042374206
2025-01-27,36.75460147627357
2025-01-28,36.75460147627357
2025-01-29,30.62883456356131
2025-01-30,28.58691225932389
2025-01-31,32.67075686779873
2025-02-01,10.209611521187103
2025-02-02,6.125766912712262
2025-02-03,61.25766912712262
2025-02-04,36.75460147627357
2025-02-05,30.62883456356131
2025-02-06,30.62883456356131
2025-02-07,28.58691225932389
2025-02-08,6.125766912712262
2025-02-09,4.083844608474841
2025-02-10,26.544989955086468
2025-02-11,28.58691225932389
2025-02-12,30.62883456356131
2025-02-13,28.58691225932389
2025-02-14,28.58691225932389
2025-02-15,6.125766912712262
2025-02-16,2.0419223042374206
2025-02-17,12.251533825424524
2025-02-18,28.58691225932389
2025-02-19,26.544989955086468
2025-02-20,34.71267917203615
2025-02-21,38.796523780510995
2025-02-22,14.293456129661944
2025-02-23,4.083844608474841
2025-02-24,34.71267917203615
2025-02-25,34.71267917203615
2025-02-26,32.67075686779873
2025-02-27,34.71267917203615
2025-02-28,36.75460147627357
2025-03-01,8.167689216949682
2025-03-02,4.083844608474841
2025-03-03,40.83844608474841
2025-03-04,89.8445813864465
2025-03-05,67.38343603983488
2025-03-06,61.25766912712262
2025-03-07,55.13190221441036
2025-03-08,12.251533825424524
2025-03-09,4.083844608474841
2025-03-10,71.46728064830972
2025-03-11,102.09611521187102
2025-03-12,83.71881447373424
2025-03-13,79.63496986525941
2025-03-14,67.38343603983488
2025-03-15,12.251533825424524
2025-03-16,6.125766912712262
2025-03-17,51.04805760593551
2025-03-18,53.089979910172936
2025-03-19,55.13190221441036
2025-03-20,44.92229069322325
2025-03-21,46.96421299746068
2025-03-22,8.167689216949682
2025-03-23,4.083844608474841
2025-03-24,44.92229069322325
2025-03-25,40.83844608474841
2025-03-26,40.83844608474841
2025-03-27,42.88036838898583
2025-03-28,49.006135301698095
2025-03-29,12.251533825424524
2025-03-30,6.125766912712262
2025-03-31,57.17382451864778
2025-04-01,53.089979910172936
2025-04-02,65.34151373559746
2025-04-03,155.18609512204398
2025-04-04,159.26993973051881
2025-04-05,34.71267917203615
2025-04-06,20.419223042374206
2025-04-07,204.19223042374205
2025-04-08,157.22801742628138
2025-04-09,200.1083858152672
2025-04-10,163.35378433899365
2025-04-11,126.59918286272008
2025-04-12,20.419223042374206
2025-04-13,12.251533825424524
2025-04-14,87.80265908220909
2025-04-15,81.58779599596802
2025-04-16,83.08258679821719
2025-04-17,85.99886655085774
2025-04-18,51.58465956014309
2025-04-19,11.811722714277789
2025-04-20,7.874481809518526
2025-04-21,94.34717801050674
2025-04-22,93.39951871024581
2025-04-23,91.90472790799663
2025-04-24,75.68193463882912
2025-04-25,64.89117307667004
2025-04-26,12.28555236440825
2025-04-27,6.379691007269355
2025-04-28,60.953932171910786
2025-04-29,62.92255262429042
2025-04-30,69.30224363155978
2025-05-01,63.87021192455134
2025-05-02,60.953932171910786
2025-05-03,14.25417281678788
2025-05-04,6.379691007269355
2025-05-05,59.93297101979208
2025-05-06,53.55328001252272
2025-05-07,53.55328001252272
2025-05-08,59.45914136966161
2025-05-09,51.58465956014309
2025-05-10,10.316931912028618
2025-05-11,7.874481809518526
2025-05-12,85.52503690072729
2025-05-13,68.8284139814293
2025-05-14,53.079450362392265
2025-05-15,51.17360221408974
2025-05-16,47.38296501304606
2025-05-17,9.476593002609212
2025-05-18,5.685955801565527
2025-05-19,54.96423941513343
2025-05-20,47.38296501304606
2025-05-21,50.225942913828824
2025-05-22,53.06892081461159
2025-05-23,51.17360221408974
2025-05-24,11.371911603131053
2025-05-25,4.738296501304606
2025-05-26,7.581274402087369
2025-05-27,48.33062431330698
2025-05-28,47.38296501304606
2025-05-29,53.06892081461159
2025-05-30,50.225942913828824
2025-05-31,9.476593002609212
2025-06-01,4.738296501304606
2025-06-02,47.38296501304606
2025-06-03,44.5399871122633
2025-06-04,45.487646412524214
2025-06-05,43.592327812002374
2025-06-06,46.43530571278514
2025-06-07,8.52893370234829
2025-06-08,4.738296501304606
2025-06-09,40.74934991121961
2025-06-10,40.74934991121961
2025-06-11,44.5399871122633
2025-06-12,42.64466851174145
2025-06-13,49.2782836135679
2025-06-14,9.476593002609212
2025-06-15,4.738296501304606
2025-06-16,43.592327812002374
2025-06-17,40.74934991121961
2025-06-18,42.64466851174145
2025-06-19,26.534460407305794
2025-06-20,36.958712710175924
2025-06-21,7.581274402087369
2025-06-22,8.52893370234829
2025-06-23,49.2782836135679
2025-06-24,44.5399871122633
2025-06-25,39.80169061095869
2025-06-26,40.74934991121961
2025-06-27,45.487646412524214
2025-06-28,11.371911603131053
2025-06-29,4.738296501304606
2025-06-30,40.74934991121961
2025-07-01,45.487646412524214
2025-07-02,45.487646412524214
2025-07-03,47.38296501304606
2025-07-04,13.267230203652897
2025-07-05,4.738296501304606
2025-07-06,5.685955801565527
2025-07-07,51.17360221408974
2025-07-08,43.592327812002374
2025-07-09,43.592327812002374
2025-07-10,38.85403131069777
2025-07-11,41.697009211480534
2025-07-12,7.581274402087369
2025-07-13,4.738296501304606
2025-07-14,40.74934991121961
2025-07-15,41.697009211480534
2025-07-16,42.64466851174145
2025-07-17,41.697009211480534
2025-07-18,37.90637201043685
2025-07-19,7.581274402087369
2025-07-20,4.738296501304606
2025-07-21,36.01105340991501
2025-07-22,37.90637201043685
2025-07-23,45.487646412524214
2025-07-24,42.64466851174145
2025-07-25,38.85403131069777
2025-07-26,8.52893370234829
2025-07-27,4.738296501304606
2025-07-28,48.33062431330698
2025-07-29,41.697009211480534
2025-07-30,42.64466851174145
2025-07-31,42.64466851174145
2025-08-01,54.96423941513343
2025-08-02,10.424252302870133
2025-08-03,5.685955801565527
2025-08-04,47.38296501304606
2025-08-05,44.5399871122633
2025-08-06,42.64466851174145
2025-08-07,45.487646412524214
2025-08-08,38.85403131069777
2025-08-09,7.581274402087369
2025-08-10,4.738296501304606
2025-08-11,39.80169061095869
2025-08-12,41.697009211480534
2025-08-13,42.64466851174145
2025-08-14,44.5399871122633
2025-08-15,42.64466851174145
2025-08-16,8.52893370234829
2025-08-17,4.738296501304606
2025-08-18,40.74934991121961
2025-08-19,42.64466851174145
2025-08-20,37.90637201043685
2025-08-21,34.11573480939316
2025-08-22,48.33062431330698
2025-08-23,9.476593002609212
2025-08-24,4.738296501304606
2025-08-25,40.74934991121961
2025-08-26,40.74934991121961
2025-08-27,36.958712710175924
2025-08-28,37.90637201043685
2025-08-29,35.063394109654084
2025-08-30,7.581274402087369
2025-08-31,3.7906372010436846
2025-09-01,5.685955801565527
2025-09-02,41.697009211480534
2025-09-03,35.063394109654084
2025-09-04,34.11573480939316
2025-09-05,35.063394109654084
2025-09-06,6.633615101826448
2025-09-07,3.7906372010436846
2025-09-08,33.168075509132244
2025-09-09,35.063394109654084
2025-09-10,32.22041620887132
2025-09-11,36.01105340991501
2025-09-12,31.272756908610397
2025-09-13,5.685955801565527
2025-09-14,2.8429779007827634
2025-09-15,32.22041620887132
2025-09-16,31.272756908610397
2025-09-17,36.958712710175924
2025-09-18,33.168075509132244
2025-09-19,32.22041620887132
2025-09-20,5.685955801565527
2025-09-21,2.8429779007827634
2025-09-22,32.22041620887132
2025-09-23,32.22041620887132
2025-09-24,30.325097608349477
2025-09-25,29.377438308088557
2025-09-26,31.272756908610397
2025-09-27,6.633615101826448
2025-09-28,2.8429779007827634
2025-09-29,30.325097608349477
2025-09-30,31.272756908610397
2025-10-01,33.168075509132244
2025-10-02,31.272756908610397
2025-10-03,34.11573480939316
2025-10-04,6.633615101826448
2025-10-05,2.8429779007827634
2025-10-06,30.325097608349477
2025-10-07,30.325097608349477
2025-10-08,30.325097608349477
2025-10-09,31.272756908610397
2025-10-10,39.80169061095869
2025-10-11,14.214889503913817
2025-10-12,5.685955801565527
2025-10-13,36.958712710175924
2025-10-14,39.80169061095869
2025-10-15,36.01105340991501
2025-10-16,34.11573480939316
2025-10-17,38.85403131069777
2025-10-18,6.633615101826448
2025-10-19,3.7906372010436846
2025-10-20,32.22041620887132
2025-10-21,36.01105340991501
2025-10-22,33.168075509132244
2025-10-23,33.168075509132244
2025-10-24,37.90637201043685
2025-10-25,6.633615101826448
2025-10-26,3.7906372010436846
2025-10-27,36.01105340991501
2025-10-28,35.063394109654084
2025-10-29,39.80169061095869
2025-10-30,37.90637201043685
2025-10-31,35.063394109654084
2025-11-01,6.633615101826448
2025-11-02,3.7906372010436846
2025-11-03,31.272756908610397
2025-11-04,32.22041620887132
2025-11-05,34.11573480939316
2025-11-06,35.063394109654084
2025-11-07,34.11573480939316
2025-11-08,7.581274402087369
2025-11-09,3.7906372010436846
2025-11-10,31.272756908610397
2025-11-11,34.11573480939316
2025-11-12,34.11573480939316
2025-11-13,39.80169061095869
2025-11-14,39.80169061095869
2025-11-15,7.581274402087369
2025-11-16,3.7906372010436846
2025-11-17,33.168075509132244
2025-11-18,37.90637201043685
2025-11-19,38.85403131069777
2025-11-20,41.697009211480534
2025-11-21,39.80169061095869
2025-11-22,7.581274402087369
2025-11-23,3.7906372010436846
2025-11-24,32.22041620887132
2025-11-25,34.11573480939316
2025-11-26,34.11573480939316
2025-11-27,7.581274402087369
2025-11-28,21.796163906001187
2025-11-29,6.633615101826448
2025-11-30,3.7906372010436846
2025-12-01,28.429779007827634
2025-12-02,32.22041620887132
2025-12-03,31.272756908610397
2025-12-04,31.272756908610397
2025-12-05,31.272756908610397
2025-12-06,6.633615101826448
2025-12-07,3.7906372010436846
2025-12-08,26.534460407305794
2025-12-09,28.429779007827634
2025-12-10,34.11573480939316
2025-12-11,33.086396520674214
2025-12-12,33.086396520674214
2025-12-13,7.621541914604492
2025-12-14,3.663428468319138
2025-12-15,25.759539584035938
2025-12-16,29.717653030321294
2025-12-17,27.591253818195504
2025-12-18,30.48616765841797
2025-12-19,28.6544534242584
2025-12-20,6.5583423085416
2025-12-21,3.663428468319138
2025-12-22,26.528054212132616
2025-12-23,29.422968052355074
2025-12-24,21.801426137750582
2025-12-25,5.495142702478707
2025-12-26,21.801426137750582
2025-12-27,6.5583423085416
2025-12-28,2.8949138402224612
2025-12-29,24.40165500000683
2025-12-30,26.528054212132616
2025-12-31,22.56994076584726
2026-01-01,6.853027286507816
2026-01-02,23.92782534987637
2026-01-03,5.7898276804449225
2026-01-04,3.663428468319138
2026-01-05,32.02319691461132
2026-01-06,33.38108149864043
2026-01-07,31.254682286514644
2026-01-08,30.191482680451752
2026-01-09,31.54936726448086
2026-01-10,5.893699559324319
2026-01-11,2.9468497796621596
2026-01-12,32.41534757628376
2026-01-13,31.23660766441889
2026-01-14,27.7003879288243
2026-01-15,28.28975788475673
2026-01-16,30.057867752554028
2026-01-17,5.893699559324319
2026-01-18,2.9468497796621596
2026-01-19,12.966139030513503
2026-01-20,37.13030722374321
2026-01-21,44.79211665086483
2026-01-22,33.00471753221619
2026-01-23,30.057867752554028
2026-01-24,6.4830695152567515
2026-01-25,3.5362197355945915
2026-01-26,28.28975788475673
2026-01-27,31.23660766441889
2026-01-28,31.825977620351324
2026-01-29,30.647237708486458
2026-01-30,30.647237708486458
2026-01-31,7.072439471189183
2026-02-01,4.125589691527024
2026-02-02,28.879127840689165
2026-02-03,30.057867752554028
2026-02-04,29.468497796621595
2026-02-05,31.23660766441889
2026-02-06,41.84526687120267
2026-02-07,12.37676907458107
2026-02-08,5.304329603391887
2026-02-09,30.647237708486458
2026-02-10,33.00471753221619
2026-02-11,34.18345744408105
2026-02-12,36.540937267810776
2026-02-13,36.540937267810776
2026-02-14,9.42991929491891
2026-02-15,4.714959647459455
2026-02-16,14.734248898310797
2026-02-17,28.879127840689165
2026-02-18,28.879127840689165
2026-02-19,28.28975788475673
2026-02-20,35.362197355945916
2026-02-21,8.251179383054048
2026-02-22,4.125589691527024
2026-02-23,33.59408748814862
2026-02-24,34.77282740001348
2026-02-25,31.825977620351324
2026-02-26,30.057867752554028
2026-02-27,31.825977620351324
2026-02-28,8.251179383054048
2026-03-01,5.304329603391887
2026-03-02,43.02400678306753
2026-03-03,50.09644625425671
2026-03-04,40.07715700340537
2026-03-05,42.434636827135094
2026-03-06,48.917706342391845
2026-03-07,11.198029162716207
2026-03-08,6.4830695152567515
2026-03-09,58.93699559324319
2026-03-10,46.56022651866212
2026-03-11,41.84526687120267
2026-03-12,47.14959647459455
2026-03-13,45.970856562729686
2026-03-14,9.42991929491891
2026-03-15,5.893699559324319
2026-03-16,41.84526687120267
2026-03-17,39.487787047472935
2026-03-18,42.434636827135094
2026-03-19,47.14959647459455
2026-03-20,43.02400678306753
2026-03-21,10.608659206783773
2026-03-22,5.893699559324319
2026-03-23,50.685816210189145
2026-03-24,47.738966430526986
2026-03-25,42.434636827135094
2026-03-26,40.6665269593378
2026-03-27,47.14959647459455
2026-03-28,10.019289250851342
2026-03-29,6.4830695152567515
2026-03-30,47.738966430526986
2026-03-31,48.917706342391845
2026-04-01,45.38148660679726
2026-04-02,53.632665989851304
2026-04-03,27.11101797289187
2026-04-04,6.4830695152567515
2026-04-05,4.714959647459455
2026-04-06,41.84526687120267
2026-04-07,44.202746694932394
2026-04-08,57.1688857254459
2026-04-09,46.56022651866212
2026-04-10,40.6665269593378
2026-04-11,7.661809427121614
2026-04-12,5.893699559324319
2026-04-13,43.02400678306753
2026-04-14,40.07715700340537
2026-04-15,39.487787047472935
2026-04-16,38.309047135608076
2026-04-17,49.50707629832428
2026-04-18,10.019289250851342
2026-04-19,5.304329603391887
2026-04-20,42.434636827135094
2026-04-21,40.6665269593378
2026-04-22,37.13030722374321
2026-04-23,38.309047135608076
2026-04-24,34.18345744408105
2026-04-25,7.072439471189183
2026-04-26,4.714959647459455
2026-04-27,33.59408748814862
2026-04-28,34.18345744408105
2026-04-29,32.41534757628376
2026-04-30,37.13030722374321
2026-05-01,35.95156731187835
2026-05-02,7.072439471189183
2026-05-03,4.714959647459455
2026-05-04,34.77282740001348
2026-05-05,35.362197355945916
2026-05-06,38.89841709154051
2026-05-07,37.71967717967564
2026-05-08,37.13030722374321
2026-05-09,7.072439471189183
2026-05-10,4.125589691527024
2026-05-11,34.77282740001348
2026-05-12,35.362197355945916
2026-05-13,33.00471753221619
2026-05-14,35.362197355945916
2026-05-15,33.59408748814862
2026-05-16,7.072439471189183
2026-05-17,4.125589691527024
2026-05-18,31.825977620351324
2026-05-19,31.825977620351324
2026-05-20,34.18345744408105
2026-05-21,36.540937267810776
2026-05-22,35.362197355945916
2026-05-23,7.661809427121614
2026-05-24,4.714959647459455
2026-05-25,7.661809427121614
2026-05-26,35.95156731187835
2026-05-27,35.362197355945916
2026-05-28,34.77282740001348
2026-05-29,36.540937267810776
2026-05-30,7.661809427121614
2026-05-31,4.714959647459455
