Time,jack_black
2022-04-15,54.0
2022-04-16,63.0
2022-04-17,66.0
2022-04-18,54.0
2022-04-19,50.0
2022-04-20,47.0
2022-04-21,48.0
2022-04-22,60.0
2022-04-23,64.0
2022-04-24,68.0
2022-04-25,58.0
2022-04-26,51.0
2022-04-27,53.0
2022-04-28,51.0
2022-04-29,49.0
2022-04-30,60.0
2022-05-01,65.0
2022-05-02,51.0
2022-05-03,48.0
2022-05-04,51.0
2022-05-05,50.0
2022-05-06,60.0
2022-05-07,76.0
2022-05-08,68.0
2022-05-09,55.0
2022-05-10,48.0
2022-05-11,65.0
2022-05-12,57.0
2022-05-13,59.0
2022-05-14,60.0
2022-05-15,63.0
2022-05-16,52.0
2022-05-17,53.0
2022-05-18,54.0
2022-05-19,55.0
2022-05-20,59.0
2022-05-21,73.0
2022-05-22,68.0
2022-05-23,54.0
2022-05-24,51.0
2022-05-25,49.0
2022-05-26,52.0
2022-05-27,65.0
2022-05-28,60.0
2022-05-29,62.0
2022-05-30,58.0
2022-05-31,54.0
2022-06-01,55.0
2022-06-02,48.0
2022-06-03,54.0
2022-06-04,64.0
2022-06-05,68.0
2022-06-06,85.0
2022-06-07,56.0
2022-06-08,58.0
2022-06-09,57.0
2022-06-10,58.0
2022-06-11,63.0
2022-06-12,66.0
2022-06-13,53.0
2022-06-14,52.0
2022-06-15,55.0
2022-06-16,54.0
2022-06-17,55.0
2022-06-18,63.0
2022-06-19,67.0
2022-06-20,61.0
2022-06-21,49.0
2022-06-22,56.0
2022-06-23,54.0
2022-06-24,54.0
2022-06-25,69.0
2022-06-26,75.0
2022-06-27,63.0
2022-06-28,56.0
2022-06-29,62.0
2022-06-30,54.0
2022-07-01,56.0
2022-07-02,66.0
2022-07-03,68.0
2022-07-04,68.0
2022-07-05,52.0
2022-07-06,52.0
2022-07-07,61.0
2022-07-08,58.0
2022-07-09,67.0
2022-07-10,70.0
2022-07-11,68.0
2022-07-12,63.0
2022-07-13,64.0
2022-07-14,56.0
2022-07-15,65.0
2022-07-16,81.0
2022-07-17,78.0
2022-07-18,66.0
2022-07-19,64.0
2022-07-20,63.0
2022-07-21,59.0
2022-07-22,54.0
2022-07-23,75.0
2022-07-24,74.0
2022-07-25,58.0
2022-07-26,62.0
2022-07-27,55.0
2022-07-28,53.0
2022-07-29,63.0
2022-07-30,64.0
2022-07-31,62.0
2022-08-01,59.0
2022-08-02,53.0
2022-08-03,51.0
2022-08-04,50.0
2022-08-05,51.0
2022-08-06,61.0
2022-08-07,61.0
2022-08-08,100.0
2022-08-09,61.0
2022-08-10,56.0
2022-08-11,61.0
2022-08-12,60.0
2022-08-13,74.0
2022-08-14,76.0
2022-08-15,60.0
2022-08-16,51.0
2022-08-17,52.0
2022-08-18,57.0
2022-08-19,58.0
2022-08-20,63.0
2022-08-21,67.0
2022-08-22,51.0
2022-08-23,54.0
2022-08-24,50.0
2022-08-25,51.0
2022-08-26,56.0
2022-08-27,70.0
2022-08-28,85.0
2022-08-29,64.57980049875312
2022-08-30,55.569825436408976
2022-08-31,55.569825436408976
2022-09-01,54.233167082294266
2022-09-02,55.569825436408976
2022-09-03,64.07980049875312
2022-09-04,66.91645885286783
2022-09-05,64.57980049875312
2022-09-06,53.233167082294266
2022-09-07,48.55985037406484
2022-09-08,45.723192019950126
2022-09-09,53.233167082294266
2022-09-10,58.406483790523694
2022-09-11,61.243142144638405
2022-09-12,50.396508728179555
2022-09-13,50.896508728179555
2022-09-14,56.069825436408976
2022-09-15,53.733167082294266
2022-09-16,53.233167082294266
2022-09-17,61.243142144638405
2022-09-18,56.569825436408976
2022-09-19,50.896508728179555
2022-09-20,50.896508728179555
2022-09-21,54.233167082294266
2022-09-22,51.396508728179555
2022-09-23,61.243142144638405
2022-09-24,64.57980049875312
2022-09-25,61.243142144638405
2022-09-26,53.733167082294266
2022-09-27,53.233167082294266
2022-09-28,48.119700748129674
2022-09-29,50.7930174563591
2022-09-30,53.46633416458853
2022-10-01,61.48628428927681
2022-10-02,58.81296758104738
2022-10-03,53.46633416458853
2022-10-04,48.119700748129674
2022-10-05,50.7930174563591
2022-10-06,82.87281795511223
2022-10-07,128.31920199501246
2022-10-08,112.2793017456359
2022-10-09,77.52618453865337
2022-10-10,66.83291770573567
2022-10-11,66.83291770573567
2022-10-12,69.50623441396509
2022-10-13,69.50623441396509
2022-10-14,64.15960099750623
2022-10-15,69.50623441396509
2022-10-16,74.85286783042395
2022-10-17,58.81296758104738
2022-10-18,61.48628428927681
2022-10-19,56.13965087281795
2022-10-20,56.13965087281795
2022-10-21,64.15960099750623
2022-10-22,69.50623441396509
2022-10-23,72.17955112219451
2022-10-24,58.81296758104738
2022-10-25,64.15960099750623
2022-10-26,58.81296758104738
2022-10-27,66.83291770573567
2022-10-28,61.48628428927681
2022-10-29,77.52618453865337
2022-10-30,74.85286783042395
2022-10-31,69.50623441396509
2022-11-01,53.46633416458853
2022-11-02,50.7930174563591
2022-11-03,56.13965087281795
2022-11-04,61.48628428927681
2022-11-05,61.48628428927681
2022-11-06,66.83291770573567
2022-11-07,53.46633416458853
2022-11-08,48.119700748129674
2022-11-09,53.46633416458853
2022-11-10,56.13965087281795
2022-11-11,61.48628428927681
2022-11-12,69.50623441396509
2022-11-13,72.17955112219451
2022-11-14,53.46633416458853
2022-11-15,58.81296758104738
2022-11-16,53.46633416458853
2022-11-17,64.15960099750623
2022-11-18,66.83291770573567
2022-11-19,74.85286783042395
2022-11-20,66.83291770573567
2022-11-21,61.48628428927681
2022-11-22,69.50623441396509
2022-11-23,72.17955112219451
2022-11-24,85.54613466334165
2022-11-25,101.5860349127182
2022-11-26,88.21945137157107
2022-11-27,69.50623441396509
2022-11-28,66.83291770573567
2022-11-29,69.50623441396509
2022-11-30,58.81296758104738
2022-12-01,58.81296758104738
2022-12-02,66.83291770573567
2022-12-03,74.85286783042395
2022-12-04,82.87281795511223
2022-12-05,64.15960099750623
2022-12-06,64.15960099750623
2022-12-07,139.01246882793018
2022-12-08,72.17955112219451
2022-12-09,64.15960099750623
2022-12-10,82.87281795511223
2022-12-11,82.87281795511223
2022-12-12,69.50623441396509
2022-12-13,64.15960099750623
2022-12-14,64.15960099750623
2022-12-15,82.87281795511223
2022-12-16,69.50623441396509
2022-12-17,82.87281795511223
2022-12-18,80.19950124688279
2022-12-19,69.50623441396509
2022-12-20,72.17955112219451
2022-12-21,66.83291770573567
2022-12-22,69.50623441396509
2022-12-23,133.66583541147133
2022-12-24,101.5860349127182
2022-12-25,114.95261845386534
2022-12-26,93.56608478802993
2022-12-27,77.52618453865337
2022-12-28,72.17955112219451
2022-12-29,64.15960099750623
2022-12-30,72.17955112219451
2022-12-31,80.19950124688279
2023-01-01,128.31920199501246
2023-01-02,72.17955112219451
2023-01-03,53.46633416458853
2023-01-04,64.15960099750623
2023-01-05,85.54613466334165
2023-01-06,82.87281795511223
2023-01-07,82.87281795511223
2023-01-08,90.8927680798005
2023-01-09,66.83291770573567
2023-01-10,74.85286783042395
2023-01-11,72.17955112219451
2023-01-12,72.17955112219451
2023-01-13,66.83291770573567
2023-01-14,77.52618453865337
2023-01-15,69.50623441396509
2023-01-16,66.83291770573567
2023-01-17,58.81296758104738
2023-01-18,61.48628428927681
2023-01-19,61.48628428927681
2023-01-20,56.13965087281795
2023-01-21,64.15960099750623
2023-01-22,74.85286783042395
2023-01-23,58.81296758104738
2023-01-24,61.48628428927681
2023-01-25,56.13965087281795
2023-01-26,56.13965087281795
2023-01-27,58.81296758104738
2023-01-28,69.50623441396509
2023-01-29,74.85286783042395
2023-01-30,61.48628428927681
2023-01-31,53.46633416458853
2023-02-01,53.46633416458853
2023-02-02,56.13965087281795
2023-02-03,64.15960099750623
2023-02-04,74.85286783042395
2023-02-05,77.52618453865337
2023-02-06,61.48628428927681
2023-02-07,56.13965087281795
2023-02-08,53.46633416458853
2023-02-09,56.13965087281795
2023-02-10,58.81296758104738
2023-02-11,64.15960099750623
2023-02-12,64.15960099750623
2023-02-13,50.7930174563591
2023-02-14,53.46633416458853
2023-02-15,56.13965087281795
2023-02-16,58.81296758104738
2023-02-17,50.7930174563591
2023-02-18,64.15960099750623
2023-02-19,64.15960099750623
2023-02-20,61.48628428927681
2023-02-21,53.46633416458853
2023-02-22,53.46633416458853
2023-02-23,50.7930174563591
2023-02-24,61.48628428927681
2023-02-25,72.17955112219451
2023-02-26,85.54613466334165
2023-02-27,64.15960099750623
2023-02-28,56.13965087281795
2023-03-01,61.48628428927681
2023-03-02,61.48628428927681
2023-03-03,66.83291770573567
2023-03-04,69.50623441396509
2023-03-05,74.85286783042395
2023-03-06,58.81296758104738
2023-03-07,53.46633416458853
2023-03-08,56.13965087281795
2023-03-09,61.48628428927681
2023-03-10,66.83291770573567
2023-03-11,74.85286783042395
2023-03-12,77.52618453865337
2023-03-13,61.48628428927681
2023-03-14,64.15960099750623
2023-03-15,64.15960099750623
2023-03-16,58.81296758104738
2023-03-17,61.48628428927681
2023-03-18,72.17955112219451
2023-03-19,82.87281795511223
2023-03-20,64.15960099750623
2023-03-21,58.81296758104738
2023-03-22,56.13965087281795
2023-03-23,61.48628428927681
2023-03-24,61.48628428927681
2023-03-25,72.17955112219451
2023-03-26,74.85286783042395
2023-03-27,64.15960099750623
2023-03-28,64.15960099750623
2023-03-29,58.81296758104738
2023-03-30,58.81296758104738
2023-03-31,64.15960099750623
2023-04-01,69.50623441396509
2023-04-02,82.87281795511223
2023-04-03,80.19950124688279
2023-04-04,66.83291770573567
2023-04-05,157.72568578553617
2023-04-06,221.8852867830424
2023-04-07,195.15211970074813
2023-04-08,235.25187032418953
2023-04-09,267.33167082294267
2023-04-10,232.5785536159601
2023-04-11,240.59850374064837
2023-04-12,219.21197007481297
2023-04-13,203.1720698254364
2023-04-14,208.51870324189525
2023-04-15,259.31172069825436
2023-04-16,253.96508728179552
2023-04-17,192.4788029925187
2023-04-18,195.15211970074813
2023-04-19,181.785536159601
2023-04-20,171.0922693266833
2023-04-21,179.11221945137157
2023-04-22,216.53865336658353
2023-04-23,211.1920199501247
2023-04-24,160.39900249376558
2023-04-25,141.6857855361596
2023-04-26,146.94562295559803
2023-04-27,127.8574054614676
2023-04-28,136.2908391671424
2023-04-29,176.68862423818405
2023-04-30,159.82175682683447
2023-05-01,123.41470529590592
2023-05-02,114.98127159023112
2023-05-03,109.6538796960033
2023-05-04,103.44179607310934
2023-05-05,106.54783788455633
2023-05-06,127.8574054614676
2023-05-07,120.30866348445893
2023-05-08,101.22044599032851
2023-05-09,104.32648780177549
2023-05-10,96.77774582476682
2023-05-11,98.99909590754767
2023-05-12,106.54783788455633
2023-05-13,130.07875554424845
2023-05-14,152.2730148498258
2023-05-15,118.08731340167809
2023-05-16,125.63605537868675
2023-05-17,162.92779863828147
2023-05-18,146.94562295559803
2023-05-19,158.48509847271978
2023-05-20,175.80393250951795
2023-05-21,160.70644855550063
2023-05-22,120.30866348445893
2023-05-23,109.6538796960033
2023-05-24,105.21117953044161
2023-05-25,104.32648780177549
2023-05-26,100.85485706793882
2023-05-27,118.54869164126141
2023-05-28,118.54869164126141
2023-05-29,123.8568420132582
2023-05-30,88.469172866613
2023-05-31,76.08348866528718
2023-06-01,92.00793978127751
2023-06-02,97.3160901532743
2023-06-03,106.1630074399356
2023-06-04,118.54869164126141
2023-06-05,90.23855632394526
2023-06-06,88.469172866613
2023-06-07,92.00793978127751
2023-06-08,84.93040595194847
2023-06-09,90.23855632394526
2023-06-10,102.62424052527108
2023-06-11,100.85485706793882
2023-06-12,72.54472175062266
2023-06-13,67.23657137862588
2023-06-14,70.7753382932904
2023-06-15,74.31410520795492
2023-06-16,74.31410520795492
2023-06-17,90.23855632394526
2023-06-18,92.00793978127751
2023-06-19,81.39163903728397
2023-06-20,67.23657137862588
2023-06-21,70.7753382932904
2023-06-22,63.69780446396136
2023-06-23,70.7753382932904
2023-06-24,84.93040595194847
2023-06-25,86.69978940928074
2023-06-26,72.54472175062266
2023-06-27,63.69780446396136
2023-06-28,70.7753382932904
2023-06-29,69.00595483595814
2023-06-30,72.54472175062266
2023-07-01,83.16102249461622
2023-07-02,86.69978940928074
2023-07-03,74.31410520795492
2023-07-04,86.69978940928074
2023-07-05,70.7753382932904
2023-07-06,67.23657137862588
2023-07-07,74.31410520795492
2023-07-08,84.93040595194847
2023-07-09,90.23855632394526
2023-07-10,65.46718792129361
2023-07-11,65.46718792129361
2023-07-12,67.23657137862588
2023-07-13,61.9284210066291
2023-07-14,69.00595483595814
2023-07-15,83.16102249461622
2023-07-16,86.69978940928074
2023-07-17,65.46718792129361
2023-07-18,69.00595483595814
2023-07-19,69.00595483595814
2023-07-20,69.00595483595814
2023-07-21,69.00595483595814
2023-07-22,86.69978940928074
2023-07-23,88.469172866613
2023-07-24,69.00595483595814
2023-07-25,61.9284210066291
2023-07-26,93.77732323860978
2023-07-27,63.69780446396136
2023-07-28,67.23657137862588
2023-07-29,81.39163903728397
2023-07-30,81.39163903728397
2023-07-31,61.9284210066291
2023-08-01,60.15903754929684
2023-08-02,61.9284210066291
2023-08-03,61.9284210066291
2023-08-04,79.6222555799517
2023-08-05,88.469172866613
2023-08-06,111.47115781193239
2023-08-07,70.7753382932904
2023-08-08,63.69780446396136
2023-08-09,69.00595483595814
2023-08-10,63.69780446396136
2023-08-11,67.23657137862588
2023-08-12,69.00595483595814
2023-08-13,83.16102249461622
2023-08-14,60.15903754929684
2023-08-15,58.38965409196458
2023-08-16,65.46718792129361
2023-08-17,69.00595483595814
2023-08-18,72.54472175062266
2023-08-19,84.93040595194847
2023-08-20,83.16102249461622
2023-08-21,65.46718792129361
2023-08-22,58.38965409196458
2023-08-23,61.9284210066291
2023-08-24,60.15903754929684
2023-08-25,61.9284210066291
2023-08-26,77.85287212261944
2023-08-27,76.08348866528718
2023-08-28,74.31410520795492
2023-08-29,70.7753382932904
2023-08-30,69.00595483595814
2023-08-31,60.15903754929684
2023-09-01,67.23657137862588
2023-09-02,70.7753382932904
2023-09-03,92.00793978127751
2023-09-04,83.16102249461622
2023-09-05,63.69780446396136
2023-09-06,58.38965409196458
2023-09-07,67.23657137862588
2023-09-08,69.00595483595814
2023-09-09,72.54472175062266
2023-09-10,79.6222555799517
2023-09-11,60.15903754929684
2023-09-12,61.9284210066291
2023-09-13,63.69780446396136
2023-09-14,63.69780446396136
2023-09-15,67.23657137862588
2023-09-16,72.54472175062266
2023-09-17,72.54472175062266
2023-09-18,58.38965409196458
2023-09-19,54.85088717730006
2023-09-20,58.38965409196458
2023-09-21,58.38965409196458
2023-09-22,56.62027063463232
2023-09-23,74.31410520795492
2023-09-24,76.08348866528718
2023-09-25,76.08348866528718
2023-09-26,65.46718792129361
2023-09-27,54.85088717730006
2023-09-28,60.15903754929684
2023-09-29,61.9284210066291
2023-09-30,67.23657137862588
2023-10-01,70.7753382932904
2023-10-02,61.9284210066291
2023-10-03,58.38965409196458
2023-10-04,61.9284210066291
2023-10-05,69.00595483595814
2023-10-06,65.46718792129361
2023-10-07,70.7753382932904
2023-10-08,84.93040595194847
2023-10-09,65.46718792129361
2023-10-10,61.9284210066291
2023-10-11,69.00595483595814
2023-10-12,70.7753382932904
2023-10-13,70.7753382932904
2023-10-14,79.6222555799517
2023-10-15,92.00793978127751
2023-10-16,76.08348866528718
2023-10-17,63.69780446396136
2023-10-18,58.38965409196458
2023-10-19,65.46718792129361
2023-10-20,67.23657137862588
2023-10-21,69.00595483595814
2023-10-22,77.85287212261944
2023-10-23,65.46718792129361
2023-10-24,65.46718792129361
2023-10-25,61.9284210066291
2023-10-26,76.08348866528718
2023-10-27,76.08348866528718
2023-10-28,92.00793978127751
2023-10-29,76.08348866528718
2023-10-30,65.46718792129361
2023-10-31,74.31410520795492
2023-11-01,63.69780446396136
2023-11-02,60.15903754929684
2023-11-03,63.69780446396136
2023-11-04,72.54472175062266
2023-11-05,72.54472175062266
2023-11-06,61.9284210066291
2023-11-07,69.00595483595814
2023-11-08,74.31410520795492
2023-11-09,67.23657137862588
2023-11-10,67.23657137862588
2023-11-11,79.6222555799517
2023-11-12,79.6222555799517
2023-11-13,60.15903754929684
2023-11-14,61.9284210066291
2023-11-15,60.15903754929684
2023-11-16,61.9284210066291
2023-11-17,61.9284210066291
2023-11-18,76.08348866528718
2023-11-19,77.85287212261944
2023-11-20,67.23657137862588
2023-11-21,63.69780446396136
2023-11-22,72.54472175062266
2023-11-23,102.62424052527108
2023-11-24,120.31807509859368
2023-11-25,95.54670669594204
2023-11-26,86.69978940928074
2023-11-27,67.23657137862588
2023-11-28,61.9284210066291
2023-11-29,61.9284210066291
2023-11-30,56.62027063463232
2023-12-01,60.15903754929684
2023-12-02,81.39163903728397
2023-12-03,76.08348866528718
2023-12-04,63.69780446396136
2023-12-05,65.46718792129361
2023-12-06,67.23657137862588
2023-12-07,65.46718792129361
2023-12-08,63.69780446396136
2023-12-09,81.39163903728397
2023-12-10,92.00793978127751
2023-12-11,76.08348866528718
2023-12-12,70.7753382932904
2023-12-13,81.39163903728397
2023-12-14,72.54472175062266
2023-12-15,79.6222555799517
2023-12-16,92.00793978127751
2023-12-17,148.62821041590985
2023-12-18,77.85287212261944
2023-12-19,70.7753382932904
2023-12-20,79.6222555799517
2023-12-21,76.08348866528718
2023-12-22,80.50694730861782
2023-12-23,97.3160901532743
2023-12-24,99.97016533927268
2023-12-25,126.51091719925658
2023-12-26,95.54670669594204
2023-12-27,77.85287212261943
2023-12-28,143.32006004391303
2023-12-29,86.69978940928073
2023-12-30,82.27633076595008
2023-12-31,81.39163903728395
2024-01-01,97.3160901532743
2024-01-02,81.39163903728395
2024-01-03,114.12523299793077
2024-01-04,86.69978940928073
2024-01-05,79.62225557995168
2024-01-06,106.1630074399356
2024-01-07,105.27831571126947
2024-01-08,88.46917286661298
2024-01-09,98.20078188194043
2024-01-10,96.43139842460816
2024-01-11,87.58448113794685
2024-01-12,79.62225557995168
2024-01-13,105.27831571126947
2024-01-14,89.35386459527912
2024-01-15,77.85287212261943
2024-01-16,62.81311273529523
2024-01-17,63.697804463961354
2024-01-18,62.81311273529523
2024-01-19,87.58448113794685
2024-01-20,107.93239089726785
2024-01-21,106.16300743993558
2024-01-22,70.77533829329039
2024-01-23,61.928421006629094
2024-01-24,61.928421006629094
2024-01-25,70.77533829329039
2024-01-26,70.77533829329039
2024-01-27,88.46917286661298
2024-01-28,88.46917286661298
2024-01-29,61.928421006629094
2024-01-30,61.928421006629094
2024-01-31,61.928421006629094
2024-02-01,61.928421006629094
2024-02-02,70.77533829329039
2024-02-03,79.62225557995168
2024-02-04,88.46917286661298
2024-02-05,61.928421006629094
2024-02-06,61.928421006629094
2024-02-07,53.08150371996779
2024-02-08,61.928421006629094
2024-02-09,70.77533829329039
2024-02-10,79.62225557995168
2024-02-11,97.31609015327429
2024-02-12,70.77533829329039
2024-02-13,61.928421006629094
2024-02-14,70.77533829329039
2024-02-15,70.77533829329039
2024-02-16,70.77533829329039
2024-02-17,88.46917286661298
2024-02-18,88.46917286661298
2024-02-19,70.77533829329039
2024-02-20,79.62225557995168
2024-02-21,79.62225557995168
2024-02-22,70.77533829329039
2024-02-23,70.77533829329039
2024-02-24,88.46917286661298
2024-02-25,88.46917286661298
2024-02-26,70.77533829329039
2024-02-27,70.77533829329039
2024-02-28,70.77533829329039
2024-02-29,79.62225557995168
2024-03-01,115.00992472659688
2024-03-02,132.70375929991948
2024-03-03,115.00992472659688
2024-03-04,97.31609015327429
2024-03-05,115.00992472659688
2024-03-06,115.00992472659688
2024-03-07,97.31609015327429
2024-03-08,150.39759387324207
2024-03-09,176.93834573322596
2024-03-10,168.09142844656466
2024-03-11,115.00992472659688
2024-03-12,106.16300743993558
2024-03-13,97.31609015327429
2024-03-14,97.31609015327429
2024-03-15,88.46917286661298
2024-03-16,123.85684201325819
2024-03-17,123.85684201325819
2024-03-18,79.62225557995168
2024-03-19,79.62225557995168
2024-03-20,79.62225557995168
2024-03-21,70.77533829329039
2024-03-22,79.62225557995168
2024-03-23,106.16300743993558
2024-03-24,115.00992472659688
2024-03-25,79.62225557995168
2024-03-26,70.77533829329039
2024-03-27,88.46917286661298
2024-03-28,70.77533829329039
2024-03-29,88.46917286661298
2024-03-30,123.85684201325819
2024-03-31,141.55067658658078
2024-04-01,97.31609015327429
2024-04-02,70.77533829329039
2024-04-03,70.77533829329039
2024-04-04,70.77533829329039
2024-04-05,79.62225557995168
2024-04-06,79.62225557995168
2024-04-07,79.62225557995168
2024-04-08,61.928421006629094
2024-04-09,70.77533829329039
2024-04-10,70.77533829329039
2024-04-11,70.77533829329039
2024-04-12,79.62225557995168
2024-04-13,88.46917286661298
2024-04-14,79.62225557995168
2024-04-15,61.928421006629094
2024-04-16,70.77533829329039
2024-04-17,61.928421006629094
2024-04-18,70.77533829329039
2024-04-19,70.77533829329039
2024-04-20,79.62225557995168
2024-04-21,88.46917286661298
2024-04-22,70.77533829329039
2024-04-23,70.77533829329039
2024-04-24,61.928421006629094
2024-04-25,70.77533829329039
2024-04-26,61.928421006629094
2024-04-27,79.62225557995168
2024-04-28,88.46917286661298
2024-04-29,61.928421006629094
2024-04-30,61.928421006629094
2024-05-01,61.928421006629094
2024-05-02,70.77533829329039
2024-05-03,70.77533829329039
2024-05-04,79.62225557995168
2024-05-05,79.62225557995168
2024-05-06,70.77533829329039
2024-05-07,61.928421006629094
2024-05-08,61.928421006629094
2024-05-09,61.928421006629094
2024-05-10,70.77533829329039
2024-05-11,88.46917286661298
2024-05-12,79.62225557995168
2024-05-13,70.77533829329039
2024-05-14,61.928421006629094
2024-05-15,61.928421006629094
2024-05-16,61.928421006629094
2024-05-17,79.62225557995168
2024-05-18,79.62225557995168
2024-05-19,79.62225557995168
2024-05-20,70.77533829329039
2024-05-21,61.928421006629094
2024-05-22,61.928421006629094
2024-05-23,70.77533829329039
2024-05-24,70.77533829329039
2024-05-25,79.62225557995168
2024-05-26,79.62225557995168
2024-05-27,79.62225557995168
2024-05-28,61.928421006629094
2024-05-29,61.928421006629094
2024-05-30,61.928421006629094
2024-05-31,61.928421006629094
2024-06-01,61.928421006629094
2024-06-02,79.62225557995168
2024-06-03,61.928421006629094
2024-06-04,53.08150371996779
2024-06-05,53.08150371996779
2024-06-06,61.928421006629094
2024-06-07,61.928421006629094
2024-06-08,70.77533829329039
2024-06-09,79.62225557995168
2024-06-10,61.928421006629094
2024-06-11,61.928421006629094
2024-06-12,61.928421006629094
2024-06-13,61.928421006629094
2024-06-14,61.928421006629094
2024-06-15,79.62225557995168
2024-06-16,79.62225557995168
2024-06-17,115.00992472659688
2024-06-18,132.70375929991948
2024-06-19,88.46917286661298
2024-06-20,61.928421006629094
2024-06-21,79.62225557995168
2024-06-22,88.46917286661298
2024-06-23,79.62225557995168
2024-06-24,61.928421006629094
2024-06-25,61.928421006629094
2024-06-26,61.928421006629094
2024-06-27,61.928421006629094
2024-06-28,53.08150371996779
2024-06-29,70.77533829329039
2024-06-30,79.62225557995168
2024-07-01,61.928421006629094
2024-07-02,53.08150371996779
2024-07-03,53.08150371996779
2024-07-04,79.62225557995168
2024-07-05,70.77533829329039
2024-07-06,79.62225557995168
2024-07-07,79.62225557995168
2024-07-08,61.928421006629094
2024-07-09,61.928421006629094
2024-07-10,53.08150371996779
2024-07-11,53.08150371996779
2024-07-12,61.928421006629094
2024-07-13,70.77533829329039
2024-07-14,61.928421006629094
2024-07-15,168.09142844656466
2024-07-16,884.6917286661298
2024-07-17,548.5088717730005
2024-07-18,256.56060131317764
2024-07-19,185.78526301988728
2024-07-20,159.24451115990337
2024-07-21,123.85684201325819
2024-07-22,97.31609015327429
2024-07-23,79.62225557995168
2024-07-24,79.62225557995168
2024-07-25,88.46917286661298
2024-07-26,88.46917286661298
2024-07-27,88.46917286661298
2024-07-28,79.62225557995168
2024-07-29,61.928421006629094
2024-07-30,70.77533829329039
2024-07-31,61.928421006629094
2024-08-01,61.928421006629094
2024-08-02,61.928421006629094
2024-08-03,70.77533829329039
2024-08-04,70.77533829329039
2024-08-05,88.46917286661298
2024-08-06,79.62225557995168
2024-08-07,79.62225557995168
2024-08-08,79.62225557995168
2024-08-09,79.62225557995168
2024-08-10,88.46917286661298
2024-08-11,88.46917286661298
2024-08-12,79.62225557995168
2024-08-13,61.928421006629094
2024-08-14,61.928421006629094
2024-08-15,61.928421006629094
2024-08-16,70.77533829329039
2024-08-17,79.62225557995168
2024-08-18,72.35514495162276
2024-08-19,59.40073035329729
2024-08-20,62.244382338295566
2024-08-21,107.11089143493501
2024-08-22,82.46590756494996
2024-08-23,79.62225557995168
2024-08-24,89.73301819327888
2024-08-25,86.8893662082806
2024-08-26,69.51149296662449
2024-08-27,62.244382338295566
2024-08-28,72.35514495162276
2024-08-29,69.51149296662449
2024-08-30,62.244382338295566
2024-08-31,72.35514495162276
2024-09-01,79.62225557995168
2024-09-02,72.35514495162276
2024-09-03,59.40073035329729
2024-09-04,104.26723944993674
2024-09-05,141.86663791824725
2024-09-06,117.2216540482622
2024-09-07,121.64511269159286
2024-09-08,121.64511269159286
2024-09-09,89.73301819327888
2024-09-10,86.8893662082806
2024-09-11,76.77860359495341
2024-09-12,79.62225557995168
2024-09-13,76.77860359495341
2024-09-14,86.8893662082806
2024-09-15,79.62225557995168
2024-09-16,69.51149296662449
2024-09-17,62.56034366996204
2024-09-18,62.56034366996204
2024-09-19,68.24764763995859
2024-09-20,68.24764763995859
2024-09-21,73.93495160995514
2024-09-22,73.93495160995514
